
[00:00:00.000 --> 00:00:00.960]  各位聽眾你好
[00:00:00.960 --> 00:00:01.720]  我是陳牧師
[00:00:01.720 --> 00:00:05.700]  今天很高興又在這裡跟你分享神的訊息
[00:00:05.700 --> 00:00:08.980]  我們現在有一個新的系列
[00:00:08.980 --> 00:00:10.300]  就是聖誕節的系列
[00:00:10.300 --> 00:00:13.760]  就是新篇章中的盼望
[00:00:13.760 --> 00:00:18.440]  我們今天講到盼望的第一講
[00:00:18.440 --> 00:00:22.340]  與我們同在的神
[00:00:22.340 --> 00:00:28.840]  經文是《馬太福音》第一章第十八節至第二十五節
[00:00:28.840 --> 00:00:34.380]  讓我們一同看看這段經文究竟是講些甚麼
[00:00:34.380 --> 00:00:38.200]  耶穌基督降生的事記在下面
[00:00:38.200 --> 00:00:41.560]  祂母親瑪利亞已經許配了藥膝
[00:00:41.560 --> 00:00:47.040]  還沒有迎娶瑪利亞就從聖靈懷了癮
[00:00:47.040 --> 00:00:49.820]  她的丈夫藥膝是個義人
[00:00:49.820 --> 00:00:52.700]  不願意明明的羞辱她
[00:00:52.700 --> 00:00:56.320]  想要暗暗的把她休了
[00:00:56.320 --> 00:01:01.740]  正思念這事的時候有主的使者向她夢中顯現
[00:01:01.740 --> 00:01:05.220]  說:大衛的子孫藥膝
[00:01:05.220 --> 00:01:09.740]  不要怕只管娶過你的妻子瑪利亞來
[00:01:09.740 --> 00:01:14.660]  因她所懷的人是從聖靈來的
[00:01:14.660 --> 00:01:16.380]  她將要生一個兒子
[00:01:16.380 --> 00:01:19.320]  你要給他起名叫耶穌
[00:01:19.320 --> 00:01:24.760]  因他要將自己的百姓從罪惡裡救出來
[00:01:24.760 --> 00:01:30.520]  這一切的事成就是要應驗主席先知所說的話
[00:01:30.520 --> 00:01:34.580]  說:必有同女懷孕生子
[00:01:34.580 --> 00:01:38.140]  人要稱她的名為以瑪奈利
[00:01:38.140 --> 00:01:43.640]  以瑪奈利翻出來就是神與我們同在
[00:01:43.640 --> 00:01:45.780]  藥膝醒了起來
[00:01:45.780 --> 00:01:50.480]  就遵著主使者的吩咐把妻子娶過來
[00:01:50.480 --> 00:01:55.240]  只是沒有和她同房等她生了兒子
[00:01:55.240 --> 00:01:58.500]  就給她起名叫耶穌
[00:01:58.500 --> 00:02:01.680]  大概在1971年那個時代
[00:02:01.680 --> 00:02:04.500]  在台灣澎湖
[00:02:04.500 --> 00:02:11.080]  有一個雷達站有一個士兵
[00:02:11.080 --> 00:02:16.720]  他是台灣神學院的一個神學生
[00:02:16.720 --> 00:02:19.900]  他可能要服兵役
[00:02:19.900 --> 00:02:25.420]  所以就在這個雷達站服役
[00:02:25.420 --> 00:02:28.060]  有人給他起了一些花名
[00:02:28.060 --> 00:02:32.600]  叫他牧師、神父、耶穌等等
[00:02:32.600 --> 00:02:35.320]  在當時1971年
[00:02:35.320 --> 00:02:40.020]  在台灣有很多保密防諜
[00:02:40.020 --> 00:02:41.360]  就是防那些間諜
[00:02:41.360 --> 00:02:44.980]  人人有責那個年代
[00:02:44.980 --> 00:02:48.620]  因為這個神學生
[00:02:48.620 --> 00:02:52.120]  服役的時候他經常寫信回家
[00:02:52.120 --> 00:02:56.520]  在結尾他就寫以瑪奈利
[00:02:56.520 --> 00:02:59.320]  那些長官就不明白
[00:02:59.320 --> 00:03:01.320]  究竟以瑪奈利是什麼意思
[00:03:01.320 --> 00:03:06.100]  因為當時那些書信都是要打開看過的
[00:03:06.100 --> 00:03:12.560]  看看有沒有秘密的資料或者資訊在裡面
[00:03:12.560 --> 00:03:22.420]  所以這個士兵被長官的主任叫去辦公室詢問
[00:03:22.420 --> 00:03:24.560]  為什麼你要寫以瑪奈利
[00:03:24.560 --> 00:03:26.820]  是不是一些密碼
[00:03:26.820 --> 00:03:30.480]  經過士兵的解釋之後
[00:03:30.480 --> 00:03:34.520]  以瑪奈利是一個基督徒的術語
[00:03:34.520 --> 00:03:38.140]  就叫做神與我們同在
[00:03:38.140 --> 00:03:39.040]  當然了
[00:03:39.040 --> 00:03:43.640]  今天我們講的這個題目是以瑪奈利神與我們同在
[00:03:43.640 --> 00:03:45.920]  並不是什麼密碼
[00:03:45.920 --> 00:03:48.180]  其實這個字
[00:03:48.180 --> 00:03:55.580]  Emmanuel的意思就是神與我們
[00:03:55.580 --> 00:03:58.580]  神與我們同在
[00:03:58.580 --> 00:04:02.460]  Emmanuel就是我們與我們的意思
[00:04:02.460 --> 00:04:05.540]  lel就是神的意思
[00:04:05.540 --> 00:04:09.900]  所以合起來就是神與我們同在
[00:04:09.900 --> 00:04:13.120]  其實在歷史裡面
[00:04:13.120 --> 00:04:16.360]  我們知道神是甚愛世人
[00:04:16.360 --> 00:04:20.000]  祂很喜歡與我們同行
[00:04:20.000 --> 00:04:22.420]  與我們同在
[00:04:22.420 --> 00:04:26.180]  譬如在亞當夏娃的時候
[00:04:26.180 --> 00:04:28.780]  在涼風吹起的時候
[00:04:28.780 --> 00:04:34.240]  神很習慣與亞當夏娃聊天
[00:04:34.240 --> 00:04:35.680]  在舊約裡面
[00:04:35.680 --> 00:04:39.540]  以諾與主同行三百年
[00:04:39.540 --> 00:04:42.440]  神就將他接走了
[00:04:42.440 --> 00:04:45.200]  羅亞也在聖經裡面說
[00:04:45.200 --> 00:04:47.200]  羅亞與主同行
[00:04:47.200 --> 00:04:50.640]  在《創世紀》六章第九節
[00:04:50.640 --> 00:04:53.900]  神也呼召阿伯拉罕
[00:04:53.900 --> 00:04:57.580]  從他的家鄉
[00:04:57.580 --> 00:05:02.460]  去到應許之地
[00:05:02.460 --> 00:05:04.920]  神與雅各
[00:05:04.920 --> 00:05:09.280]  與以撒同行
[00:05:09.280 --> 00:05:12.100]  到了約瑟的時代
[00:05:12.100 --> 00:05:14.500]  約瑟經歷了這麼多磨難
[00:05:14.500 --> 00:05:15.920]  在聖經裡面說
[00:05:15.920 --> 00:05:17.820]  神與他同在
[00:05:17.820 --> 00:05:20.220]  雖然在困境裡面
[00:05:20.220 --> 00:05:23.140]  但是因為神的同在
[00:05:23.140 --> 00:05:29.380]  他對這位上帝有信心
[00:05:29.380 --> 00:05:33.160]  神亦與摩西同在
[00:05:33.160 --> 00:05:38.300]  使他在法老王的面前能夠得勝
[00:05:38.300 --> 00:05:40.800]  之後到約書亞
[00:05:40.800 --> 00:05:42.880]  約書亞要接班的時候
[00:05:42.880 --> 00:05:45.900]  神亦與他同在
[00:05:45.900 --> 00:05:49.820]  讓他有能力接摩西的班
[00:05:49.820 --> 00:05:56.380]  繼續帶領這些以色列人進入應許之地
[00:05:56.380 --> 00:05:59.540]  大衛王神亦與他同在
[00:05:59.540 --> 00:06:04.320]  讓他能夠避開訴羅王的敘述
[00:06:04.320 --> 00:06:05.340]  等等等等
[00:06:05.340 --> 00:06:06.460]  在舊約裡面
[00:06:06.460 --> 00:06:12.120]  我們知道神很喜歡與人同在
[00:06:12.120 --> 00:06:14.620]  與人同行
[00:06:14.620 --> 00:06:15.580]  但是很可惜
[00:06:15.580 --> 00:06:17.880]  人有一個很大的問題
[00:06:17.880 --> 00:06:20.680]  就是罪的問題
[00:06:20.680 --> 00:06:22.380]  因為罪的問題
[00:06:22.380 --> 00:06:26.480]  人與神的關係隔絕了
[00:06:26.480 --> 00:06:32.220]  所以神一次過來解決罪的問題
[00:06:32.220 --> 00:06:39.240]  祂派了祂親生的兒子耶穌來到我們中間
[00:06:39.240 --> 00:06:42.720]  這個實體地與我們同在
[00:06:42.720 --> 00:06:44.860]  還死在十字架上
[00:06:44.860 --> 00:06:46.260]  拯救了我們
[00:06:46.260 --> 00:06:48.980]  免受永死的刑罰
[00:06:48.980 --> 00:06:53.500]  再一次與神來和好
[00:06:53.500 --> 00:07:01.300]  而耶穌基督亦是神與我們同在的最高峰
[00:07:01.300 --> 00:07:04.500]  究竟「以馬內利」或「神與我們同在」
[00:07:04.500 --> 00:07:06.060]  有什麼意義呢?
[00:07:06.060 --> 00:07:08.060]  有什麼意思呢?
[00:07:08.060 --> 00:07:12.660]  有三種意思
[00:07:12.660 --> 00:07:18.620]  第一是「以馬內利」帶來「伊」字
[00:07:18.620 --> 00:07:20.140]  帶來幫助
[00:07:20.140 --> 00:07:26.640]  亦是帶給我們有盼望
[00:07:26.640 --> 00:07:29.880]  「以馬內利」「神與我們同在」
[00:07:29.880 --> 00:07:33.840]  對於我們有沒有什麼特別的意義呢?
[00:07:33.840 --> 00:07:34.760]  有
[00:07:34.760 --> 00:07:40.380]  就是「伊」字
[00:07:40.380 --> 00:07:43.900]  除了我們身體有病之外
[00:07:43.900 --> 00:07:50.720]  我們很多時候都會經歷情緒上的不適
[00:07:50.720 --> 00:07:52.280]  不舒服
[00:07:52.280 --> 00:07:55.280]  最麻煩的不是身體上
[00:07:55.280 --> 00:07:57.720]  身體上有不舒服當然很麻煩
[00:07:57.720 --> 00:08:01.560]  情緒上有問題當然也很麻煩
[00:08:01.560 --> 00:08:04.040]  但最麻煩、最嚴重的
[00:08:04.040 --> 00:08:10.160]  就是我們的靈魂生病了
[00:08:10.160 --> 00:08:11.980]  不舒服
[00:08:11.980 --> 00:08:15.500]  這個問題是非常之嚴重
[00:08:15.500 --> 00:08:20.860]  我們看看國家疾病控制中心
[00:08:20.860 --> 00:08:24.060]  最近很出名的CDC
[00:08:24.060 --> 00:08:26.640]  它有一些報告出來
[00:08:26.640 --> 00:08:29.060]  2019年
[00:08:29.060 --> 00:08:30.260]  它說
[00:08:30.260 --> 00:08:33.620]  這個憂鬱症
[00:08:33.620 --> 00:08:35.620]  高發的病
[00:08:35.620 --> 00:08:38.820]  這個病的群族在哪裡呢?
[00:08:38.820 --> 00:08:43.980]  原來是18-29歲有21%
[00:08:43.980 --> 00:08:50.020]  第二個高發的群體是45-64歲
[00:08:50.020 --> 00:08:52.660]  都有18.4%
[00:08:52.660 --> 00:08:55.500]  接著就是65歲以上
[00:08:55.500 --> 00:08:58.780]  又是18.4%
[00:08:58.780 --> 00:09:02.620]  然後到30-44歲
[00:09:02.620 --> 00:09:04.980]  16.8%
[00:09:04.980 --> 00:09:09.540]  其實你將這些統計數字加起來
[00:09:09.540 --> 00:09:19.100]  你就知道每5個美國人有1個曾經經歷過憂鬱症
[00:09:19.100 --> 00:09:21.860]  這是2019年的統計
[00:09:21.860 --> 00:09:24.300]  我相信2020年
[00:09:24.300 --> 00:09:27.140]  我們今年更加嚴重
[00:09:27.140 --> 00:09:32.380]  很多人因為困在家裡困了這麼久
[00:09:32.380 --> 00:09:35.320]  沒什麼機會出去跟別人溝通
[00:09:35.320 --> 00:09:36.820]  或者出去逛街
[00:09:36.820 --> 00:09:38.260]  或者怎麼樣做一些事情
[00:09:38.260 --> 00:09:42.020]  更加引起憂鬱症
[00:09:42.020 --> 00:09:48.020]  2018年CDC的數字就是
[00:09:48.020 --> 00:09:54.140]  自殺有48,344宗
[00:09:54.140 --> 00:09:57.940]  差不多有5萬宗自殺
[00:09:57.940 --> 00:10:05.220]  情緒不適會直接影響我們身體的健康
[00:10:05.220 --> 00:10:13.180]  問題是靈魂不適會更加影響我們
[00:10:13.180 --> 00:10:16.660]  我們以為屬靈有病
[00:10:16.660 --> 00:10:18.020]  這個不要緊
[00:10:18.020 --> 00:10:19.420]  這是以後的事
[00:10:19.420 --> 00:10:21.660]  所以我們能夠找到出路
[00:10:21.660 --> 00:10:23.660]  我們能夠找到解決
[00:10:23.660 --> 00:10:26.660]  其實聖經裡面已經告訴我們
[00:10:26.660 --> 00:10:30.140]  靈魂有病
[00:10:30.140 --> 00:10:35.140]  除了主耶穌能夠提供一條出路之外
[00:10:35.140 --> 00:10:37.140]  是別無他法的
[00:10:37.140 --> 00:10:42.980]  在1988年聖誕節期間
[00:10:42.980 --> 00:10:51.420]  在洛杉磯那邊有一個19歲的女孩
[00:10:51.420 --> 00:10:54.220]  那天晚上她駕車
[00:10:54.220 --> 00:10:56.220]  駕車被黑著了
[00:10:56.220 --> 00:11:01.060]  在天橋撞到一條欄
[00:11:01.060 --> 00:11:04.340]  那條欄也被她撞壞了
[00:11:04.340 --> 00:11:07.580]  車子差不多要衝到天橋那裡
[00:11:07.580 --> 00:11:13.940]  後尾輪是掛在欄上
[00:11:13.940 --> 00:11:17.740]  所以車子沒有掉到天橋底
[00:11:17.740 --> 00:11:21.260]  救援人員有25人
[00:11:21.260 --> 00:11:23.740]  花了兩個半小時
[00:11:23.740 --> 00:11:29.220]  去拯救這位女孩
[00:11:29.220 --> 00:11:34.060]  救她出來險境那裡
[00:11:34.060 --> 00:11:38.460]  但是有一個救火員
[00:11:38.460 --> 00:11:43.700]  他聽見這位女孩經常在說
[00:11:43.700 --> 00:11:45.260]  「我自己來就可以了」
[00:11:45.260 --> 00:11:47.780]  「我自己來就可以了」
[00:11:47.780 --> 00:11:51.140]  「I will do it myself」
[00:11:51.140 --> 00:11:57.300]  其實25個拯救她的人都知道很清楚
[00:11:57.300 --> 00:11:58.580]  你不能夠自己來
[00:11:58.580 --> 00:12:01.260]  你不能夠拯救你自己
[00:12:01.260 --> 00:12:03.580]  是需要這麼多人合力
[00:12:03.580 --> 00:12:07.060]  才能夠挽救你的生命
[00:12:07.060 --> 00:12:10.540]  其實很多人都會這樣
[00:12:10.540 --> 00:12:16.460]  罪將我們推到天橋撞壞這條欄
[00:12:16.460 --> 00:12:18.700]  差不多要掉下去的時候
[00:12:18.700 --> 00:12:23.060]  我們真的需要外來的幫助
[00:12:23.060 --> 00:12:26.700]  來拯救我們出來的險境
[00:12:26.700 --> 00:12:30.180]  但我們仍然相信
[00:12:30.180 --> 00:12:31.980]  「我自己來就可以了」
[00:12:31.980 --> 00:12:34.140]  「我做多點好事」
[00:12:34.140 --> 00:12:38.300]  「我更加努力多一點」
[00:12:38.300 --> 00:12:41.980]  「我就可以拯救我自己」
[00:12:41.980 --> 00:12:48.740]  其實事與願違
[00:12:48.740 --> 00:12:50.140]  當我們這樣做的時候
[00:12:50.140 --> 00:12:54.140]  我們可能將自己放入一個險境裡
[00:12:54.140 --> 00:12:57.860]  可能連命都沒有了
[00:12:57.860 --> 00:13:02.700]  其實如果神有其他的途徑
[00:13:02.700 --> 00:13:05.900]  能夠解決這個罪的問題的時候
[00:13:05.900 --> 00:13:10.220]  祂肯定不會叫祂的獨生愛子耶穌
[00:13:10.220 --> 00:13:16.340]  來到我們中間這個世界為我們而死
[00:13:16.340 --> 00:13:17.420]  聖經裡面講得很清楚
[00:13:17.420 --> 00:13:22.220]  它說「血不流罪不赦」
[00:13:22.220 --> 00:13:27.340]  只有主耶穌才能夠滿足神的公義
[00:13:27.340 --> 00:13:33.180]  和彰顯祂的慈愛
[00:13:33.180 --> 00:13:34.820]  在《耳塞俠書》裡這樣說
[00:13:34.820 --> 00:13:37.500]  53章第5節
[00:13:37.500 --> 00:13:42.220]  「哪知祂為我們的過犯受害 為我們的罪孽壓傷
[00:13:42.220 --> 00:13:44.860]  因祂受的刑罰 我們得平安
[00:13:44.860 --> 00:13:47.740]  因祂受的鞭傷 我們得醫治」
[00:13:47.740 --> 00:13:53.300]  我們正正需要這些醫治
[00:13:53.300 --> 00:13:58.860]  在詩篇第16篇第14節
[00:13:58.860 --> 00:14:04.180]  「以別臣代替耶和華的 他們的受苦必增加」
[00:14:04.180 --> 00:14:07.220]  或者是「必加增」
[00:14:07.220 --> 00:14:09.500]  「受苦」是什麼意思呢?
[00:14:09.500 --> 00:14:10.980]  是憂傷的意思
[00:14:10.980 --> 00:14:17.420]  是傷心、是受煩、是生病的意思
[00:14:17.420 --> 00:14:19.380]  意思就是說
[00:14:19.380 --> 00:14:25.540]  如果以別臣來代替這位真神的時候
[00:14:25.540 --> 00:14:29.460]  我們的受苦、我們的麻煩、我們的痛苦
[00:14:29.460 --> 00:14:32.300]  是必會加增的
[00:14:32.300 --> 00:14:36.940]  身體的病可能會殺死我們
[00:14:36.940 --> 00:14:39.860]  但是靈魂病了的時候
[00:14:39.860 --> 00:14:45.660]  肯定會令我們喪失永恆的生命
[00:14:45.660 --> 00:14:50.940]  這正正就是為何耶穌要來到人間與我們同在
[00:14:50.940 --> 00:14:58.740]  因為耶穌要醫治我們的靈魂
[00:14:58.740 --> 00:15:00.540]  神與我們同在
[00:15:00.540 --> 00:15:03.380]  對我們有什麼意義呢?
[00:15:03.380 --> 00:15:08.740]  第二件事就是我們能夠得到祂的幫助
[00:15:08.740 --> 00:15:10.420]  聖經裡說
[00:15:10.420 --> 00:15:14.740]  神就是我們隨時的幫助
[00:15:14.740 --> 00:15:18.460]  而聖靈就住在我們心裡
[00:15:18.460 --> 00:15:25.340]  隨時成為我們幫忙者的助手
[00:15:25.340 --> 00:15:27.980]  站在我們的旁邊
[00:15:27.980 --> 00:15:29.820]  或者在聖經裡說
[00:15:29.820 --> 00:15:35.580]  聖靈就是我們的保衛師或安慰者
[00:15:35.580 --> 00:15:38.580]  當神答應我們與我們同在
[00:15:38.580 --> 00:15:42.340]  這不是說祂會做一個旁觀者
[00:15:42.340 --> 00:15:46.540]  而是我們隨時的幫助
[00:15:46.540 --> 00:15:48.860]  神的同在就是我們的力量
[00:15:48.860 --> 00:15:50.420]  就是我們的鼓勵
[00:15:50.420 --> 00:15:55.340]  就是能夠戰勝我們在生命裡的敵人
[00:15:55.340 --> 00:15:59.060]  我們看看《馬太福音》這樣說
[00:15:59.060 --> 00:16:01.300]  第28章第20節
[00:16:01.300 --> 00:16:07.420]  「這樣我就與你們同在」
[00:16:07.420 --> 00:16:12.500]  有一個華人信徒姓盧
[00:16:12.500 --> 00:16:17.940]  在他的生命裡碰到一些困難
[00:16:17.940 --> 00:16:19.820]  很難去解決
[00:16:19.820 --> 00:16:25.740]  有些弟兄就叫他看看《馬太福音》第28章
[00:16:25.740 --> 00:16:28.140]  18至20節
[00:16:28.140 --> 00:16:29.180]  他真的去看
[00:16:29.180 --> 00:16:30.580]  他翻開了之後
[00:16:30.580 --> 00:16:32.500]  他說英文的版本是
[00:16:32.500 --> 00:16:37.940]  And Lo, I am with you always
[00:16:37.940 --> 00:16:41.500]  剛好他的最後名字是Lo
[00:16:41.500 --> 00:16:43.180]  姓羅的
[00:16:43.180 --> 00:16:45.300]  他看到這段經文之後
[00:16:45.300 --> 00:16:48.020]  他特別得到鼓舞和安慰
[00:16:48.020 --> 00:16:51.540]  因為他覺得神在他的話語裡
[00:16:51.540 --> 00:16:53.020]  將我的名字寫了出來
[00:16:53.020 --> 00:16:55.460]  And Lo, 弟兄
[00:16:55.460 --> 00:16:57.660]  I am with you always
[00:16:57.660 --> 00:17:00.460]  成日都會與你同在
[00:17:00.460 --> 00:17:04.060]  神在他的話語裡提到我的名字
[00:17:04.060 --> 00:17:06.220]  告訴我他與我同在
[00:17:06.220 --> 00:17:08.980]  所以他非常高興
[00:17:08.980 --> 00:17:12.700]  其實這個Lo這個字
[00:17:12.700 --> 00:17:17.300]  你可以放上自己的名字
[00:17:17.300 --> 00:17:21.140]  神是與你同在
[00:17:21.140 --> 00:17:22.780]  希伯來書這樣說
