
[00:00:00.000 --> 00:00:07.300]  我們會來到《讓你的生命有作為》講座系列的第六課
[00:00:07.300 --> 00:00:09.900]  前一個星期我們講了讓神的話
[00:00:09.900 --> 00:00:12.300]  怎樣去轉化你的思維模式
[00:00:12.300 --> 00:00:18.300]  上星期就講了讓神的話去轉化你的情緒
[00:00:18.300 --> 00:00:20.800]  今天我們講一講
[00:00:20.800 --> 00:00:27.300]  怎樣用神的話來幫助我們去克服一些我們的恐懼
[00:00:27.300 --> 00:00:30.300]  特別是會影響我們人際關係的恐懼
[00:00:30.300 --> 00:00:34.300]  讓神的話能夠轉化我們的人際關係
[00:00:34.300 --> 00:00:37.300]  今天我們分兩部份和大家分享
[00:00:37.300 --> 00:00:39.300]  第一部份首先我們要認識
[00:00:39.300 --> 00:00:42.300]  在人與人之間彼此相愛的關係當中
[00:00:42.300 --> 00:00:44.300]  有一些恐懼
[00:00:44.300 --> 00:00:47.300]  這些恐懼如果你不去認識和克服
[00:00:47.300 --> 00:00:49.300]  是會摧毀你所有的人際關係
[00:00:49.300 --> 00:00:53.300]  你無法享受和人建立一個親密相愛的關係
[00:00:53.300 --> 00:00:55.300]  也會影響你和神的關係
[00:00:55.300 --> 00:00:57.300]  我們先認識這些恐懼
[00:00:57.300 --> 00:00:59.300]  第一個恐懼是什麼呢
[00:00:59.300 --> 00:01:01.300]  第一個恐懼就是
[00:01:01.300 --> 00:01:03.300]  其實每一個人都害怕
[00:01:03.300 --> 00:01:07.300]  害怕讓人認識很真實的自己
[00:01:07.300 --> 00:01:09.300]  因為這種害怕
[00:01:09.300 --> 00:01:13.300]  結果導致人與人之間的關係
[00:01:13.300 --> 00:01:15.300]  永遠都是很疏離的
[00:01:15.300 --> 00:01:17.300]  很疏遠的
[00:01:17.300 --> 00:01:19.300]  無法有那種很親密
[00:01:19.300 --> 00:01:21.300]  很坦然相見
[00:01:21.300 --> 00:01:23.300]  那種很緊密的感覺
[00:01:23.300 --> 00:01:26.300]  人與人之間永遠都有一道牆
[00:01:26.300 --> 00:01:29.300]  在創世紀的三章八到十節
[00:01:29.300 --> 00:01:32.300]  這段經文是說
[00:01:32.300 --> 00:01:36.300]  今天我們會看創世紀亞當夏娃犯罪之後的經文
[00:01:36.300 --> 00:01:39.300]  當然這段經文有很多屬靈的真理在裏面
[00:01:39.300 --> 00:01:45.300]  但今天我們會從人際關係的角度去看這段經文
[00:01:45.300 --> 00:01:48.300]  這段經文是說當初
[00:01:48.300 --> 00:01:51.300]  神當然是先做了亞當夏娃
[00:01:51.300 --> 00:01:54.300]  然後亞當是用泥土來做的
[00:01:54.300 --> 00:01:57.300]  所以弟兄天生比較土一點
[00:01:57.300 --> 00:01:59.300]  因為原材料的問題
[00:01:59.300 --> 00:02:01.300]  因為我們來自土地
[00:02:01.300 --> 00:02:05.300]  通常弟兄比較不怕骯髒
[00:02:05.300 --> 00:02:07.300]  姐妹就有少許不同
[00:02:07.300 --> 00:02:10.300]  因為姐妹的原材料是不同的
[00:02:10.300 --> 00:02:12.300]  亞當是用泥土做
[00:02:12.300 --> 00:02:15.300]  姐妹是用亞當的肋骨來做
[00:02:15.300 --> 00:02:17.300]  所以我們是原材料加工
[00:02:17.300 --> 00:02:19.300]  姐妹是原材料加工之後再加工
[00:02:19.300 --> 00:02:21.300]  所以精緻一點
[00:02:21.300 --> 00:02:24.300]  但是神做了亞當夏娃之後
[00:02:24.300 --> 00:02:27.300]  跟他們說原中所有果子都可以吃
[00:02:27.300 --> 00:02:29.300]  只有一棵樹不可以吃
[00:02:29.300 --> 00:02:33.300]  撒旦就透過蛇
[00:02:33.300 --> 00:02:36.300]  跟亞當夏娃說
[00:02:36.300 --> 00:02:38.300]  那棵其實是最好的
[00:02:38.300 --> 00:02:39.300]  因為吃了之後
[00:02:39.300 --> 00:02:41.300]  你就跟神一樣有智慧
[00:02:41.300 --> 00:02:42.300]  於是他就吃了
[00:02:42.300 --> 00:02:45.300]  開始第一次背叛了神
[00:02:45.300 --> 00:02:48.300]  他跟神之間的關係開始決裂
[00:02:48.300 --> 00:02:50.300]  決裂之後我們看看發生什麼事
[00:02:50.300 --> 00:02:51.300]  三章八到十節
[00:02:51.300 --> 00:02:53.300]  天起了涼風
[00:02:53.300 --> 00:02:56.300]  耶和華上帝在園中行走
[00:02:56.300 --> 00:03:00.300]  那人和他的妻子聽見上帝的聲音
[00:03:00.300 --> 00:03:04.300]  就藏在園裡的樹木中
[00:03:04.300 --> 00:03:07.300]  躲避耶和華上帝的眠
[00:03:07.300 --> 00:03:09.300]  耶和華上帝呼喚那人
[00:03:09.300 --> 00:03:10.300]  對他說
[00:03:10.300 --> 00:03:12.300]  你在哪裡?
[00:03:12.300 --> 00:03:14.300]  他說我在園中聽見你的聲音
[00:03:14.300 --> 00:03:15.300]  我就害怕
[00:03:15.300 --> 00:03:18.300]  因為我赤身露體
[00:03:18.300 --> 00:03:21.300]  我便藏了
[00:03:21.300 --> 00:03:25.300]  亞當夏娃當他們吃了禁果之後
[00:03:25.300 --> 00:03:27.300]  第一個反應
[00:03:27.300 --> 00:03:30.300]  就是開始有一種羞恥感
[00:03:30.300 --> 00:03:31.300]  shame
[00:03:31.300 --> 00:03:33.300]  一種guilt feeling
[00:03:33.300 --> 00:03:36.300]  這是人類第一個負面的情緒
[00:03:36.300 --> 00:03:38.300]  所以為什麼在上星期
[00:03:38.300 --> 00:03:39.300]  我在三國講道都講到
[00:03:39.300 --> 00:03:41.300]  當我們講到博弈心理學
[00:03:41.300 --> 00:03:43.300]  即是奸商讀的心理學
[00:03:43.300 --> 00:03:45.300]  讀完不是為了幫你
[00:03:45.300 --> 00:03:47.300]  而是為了take advantage
[00:03:47.300 --> 00:03:51.300]  要捉住人性心理最脆弱的弱點
[00:03:51.300 --> 00:03:52.300]  你捉得住
[00:03:52.300 --> 00:03:54.300]  你就去操控這個人
[00:03:54.300 --> 00:03:56.300]  通常人性最大的弱點是什麼呢?
[00:03:56.300 --> 00:03:58.300]  就是這種shame
[00:03:58.300 --> 00:04:00.300]  這種羞恥感
[00:04:00.300 --> 00:04:01.300]  這種罪疚感
[00:04:01.300 --> 00:04:02.300]  是人性最大的弱點
[00:04:02.300 --> 00:04:04.300]  如果你捉得住人的罪疚感
[00:04:04.300 --> 00:04:07.300]  你可以操控他做一些他不想做的事
[00:04:07.300 --> 00:04:08.300]  他會任你擺佈
[00:04:08.300 --> 00:04:10.300]  所以看你捉不捉得住
[00:04:10.300 --> 00:04:15.300]  這是來自我們始祖亞當夏娃
[00:04:15.300 --> 00:04:18.300]  一開始得罪神的第一個感覺
[00:04:18.300 --> 00:04:19.300]  眼睛一亮
[00:04:19.300 --> 00:04:21.300]  然後很shame
[00:04:21.300 --> 00:04:25.300]  覺得赤身露體是一件很shame的事
[00:04:25.300 --> 00:04:27.300]  其實她一直都是赤身露體
[00:04:27.300 --> 00:04:28.300]  一直都沒有問題
[00:04:28.300 --> 00:04:33.300]  但之後就開始有羞恥感出來了
[00:04:33.300 --> 00:04:36.300]  這種心理上的改變
[00:04:36.300 --> 00:04:43.300]  從此之後就遺傳到每一個人類的每一代
[00:04:43.300 --> 00:04:48.300]  所以我和你從小到大都經歷過這個心理的改變
[00:04:48.300 --> 00:04:52.300]  所以我和你從小到大都試過在眾人面前
[00:04:52.300 --> 00:04:53.300]  自由奔放地裸跑
[00:04:53.300 --> 00:04:55.300]  但又覺得不是問題
[00:04:55.300 --> 00:04:57.300]  裸跑得很開心
[00:04:57.300 --> 00:04:58.300]  一點都不覺得是問題
[00:04:58.300 --> 00:05:02.300]  有點像周星馳的食神電影
[00:05:02.300 --> 00:05:05.300]  吃了瀨尿牛丸在海邊裸跑
[00:05:05.300 --> 00:05:07.300]  終於找到初戀的感覺
[00:05:07.300 --> 00:05:09.300]  你很開心
[00:05:09.300 --> 00:05:10.300]  但只不過有一天
[00:05:10.300 --> 00:05:12.300]  你不知道從何時開始
[00:05:12.300 --> 00:05:14.300]  有一天你睡醒突然覺得
[00:05:14.300 --> 00:05:16.300]  我為何做這麼低能的事
[00:05:16.300 --> 00:05:17.300]  為何會在眾人面前裸跑
[00:05:17.300 --> 00:05:18.300]  這樣是不行的
[00:05:18.300 --> 00:05:20.300]  你開始feel shame
[00:05:20.300 --> 00:05:23.300]  你第一次有感覺覺得很羞恥
[00:05:23.300 --> 00:05:25.300]  從那天開始就覺得不行
[00:05:25.300 --> 00:05:26.300]  家裡有客人
[00:05:26.300 --> 00:05:28.300]  穿上褲子再出去
[00:05:28.300 --> 00:05:31.300]  當然當年伊甸園的時候還沒有warm up
[00:05:31.300 --> 00:05:35.300]  所以他只能用無花果樹葉來遮蓋他的羞恥
[00:05:35.300 --> 00:05:37.300]  然後就躲起來
[00:05:37.300 --> 00:05:38.300]  所以亞當基本上做了兩件事
[00:05:38.300 --> 00:05:40.300]  第一件事就是躲起來
[00:05:40.300 --> 00:05:42.300]  他會避開神
[00:05:42.300 --> 00:05:45.300]  那種羞恥感帶來第一個反應
[00:05:45.300 --> 00:05:47.300]  就是我們會躲起來
[00:05:47.300 --> 00:05:48.300]  我們會hide
[00:05:48.300 --> 00:05:51.300]  我們不會主動走出來和別人建立關係
[00:05:51.300 --> 00:05:52.300]  我們會躲起來
[00:05:52.300 --> 00:05:54.300]  我們在神面前會躲起來
[00:05:54.300 --> 00:05:56.300]  人與人之間的關係
[00:05:56.300 --> 00:05:58.300]  你會嘗試躲起來去避開
[00:05:58.300 --> 00:06:03.300]  第二個就是你會想盡一切的方式
[00:06:03.300 --> 00:06:07.300]  去遮蓋處理你的羞恥感
[00:06:07.300 --> 00:06:10.300]  所以當人類第一次有羞恥感出現的時候
[00:06:10.300 --> 00:06:12.300]  當有一天你覺得不可以再裸跑
[00:06:12.300 --> 00:06:14.300]  在眾人面前開始穿褲子
[00:06:14.300 --> 00:06:17.300]  從那天開始接下來
[00:06:17.300 --> 00:06:21.300]  基本上你這一生所有的時間精力都花在哪裡呢
[00:06:21.300 --> 00:06:24.300]  都花在怎樣處理羞恥感的問題
[00:06:24.300 --> 00:06:30.300]  你一切的努力都是為了遮蓋這種原始而來的羞恥感
[00:06:30.300 --> 00:06:32.300]  透過各種的方式
[00:06:32.300 --> 00:06:34.300]  上到幼兒園就開始
[00:06:34.300 --> 00:06:38.300]  他們小時候搶小紅花
[00:06:38.300 --> 00:06:40.300]  老師乖給你小紅花
[00:06:40.300 --> 00:06:44.300]  一旦開始再大一點就搶Degree
[00:06:44.300 --> 00:06:45.300]  我擺出Degree
[00:06:45.300 --> 00:06:47.300]  我Master我三個PhD
[00:06:47.300 --> 00:06:50.300]  之後就搶哪間公司大公司做
[00:06:50.300 --> 00:06:54.300]  搶哪個人工厲害哪間屋子大
[00:06:54.300 --> 00:06:57.300]  哪個老婆漂亮哪個老公帥
[00:06:57.300 --> 00:06:59.300]  哪個兒子厲害
[00:06:59.300 --> 00:07:03.300]  從你幼稚園開始搶小紅花
[00:07:03.300 --> 00:07:05.300]  開始遮蓋自己的羞恥感
[00:07:05.300 --> 00:07:07.300]  就一直搶到你入土為安為止
[00:07:07.300 --> 00:07:09.300]  都仍然在搶
[00:07:09.300 --> 00:07:11.300]  那時候去拜山看到有人對著墳墓
[00:07:11.300 --> 00:07:13.300]  看著旁邊的人說他怎麼這麼多花
[00:07:13.300 --> 00:07:15.300]  快點多買兩束
[00:07:15.300 --> 00:07:17.300]  從幼稚園開始
[00:07:17.300 --> 00:07:20.300]  你就不停地忙著
[00:07:20.300 --> 00:07:22.300]  想用各樣的方式
[00:07:22.300 --> 00:07:24.300]  遮蓋你的羞恥感
[00:07:24.300 --> 00:07:29.300]  讓你似乎感覺上覺得比較Value
[00:07:29.300 --> 00:07:31.300]  比較有價值
[00:07:31.300 --> 00:07:33.300]  這種怎樣影響人際關係
