
[00:00:00.000 --> 00:00:03.400]  我經常覺得港年文都講了很多
[00:00:03.400 --> 00:00:05.520]  不知你覺不覺得 是不是聽了很多
[00:00:05.520 --> 00:00:08.560]  去年 前年都好像有講過
[00:00:08.560 --> 00:00:10.560]  這一季都講了很多
[00:00:10.560 --> 00:00:15.920]  今次我選這段經文都幾特別
[00:00:15.920 --> 00:00:17.920]  因為這段經文我發覺
[00:00:17.920 --> 00:00:20.720]  好似這麼久都未聽人講過
[00:00:20.720 --> 00:00:23.840]  我自己都未講過
[00:00:23.840 --> 00:00:25.840]  所以都好新鮮對我來講
[00:00:25.840 --> 00:00:27.200]  故事幾熟
[00:00:27.200 --> 00:00:32.360]  但作為港島題材似乎都幾新鮮
[00:00:32.360 --> 00:00:38.000]  對於年文對我來講有一個進一步的體會
[00:00:38.000 --> 00:00:40.000]  年文是一種心
[00:00:40.000 --> 00:00:41.600]  不知大家同不同意 是個心來的
[00:00:41.600 --> 00:00:45.680]  但淨係個心裏面 好似又不足夠
[00:00:45.680 --> 00:00:47.680]  要將它行出來
[00:00:47.680 --> 00:00:50.320]  將年文變成一個神蹟
[00:00:50.320 --> 00:00:52.320]  這個故事講的一個神蹟
[00:00:52.320 --> 00:00:54.320]  要經過一個什麼過程
[00:00:54.320 --> 00:00:57.520]  有什麼關鍵 就好想同大家分享
[00:00:57.520 --> 00:00:59.520]  我們說我們黑暗裏面
[00:00:59.520 --> 00:01:01.520]  我們成為一個子孫
[00:01:01.520 --> 00:01:04.320]  其實都需要這種元素在中間
[00:01:04.320 --> 00:01:06.320]  好 讓我們打開這段經文
[00:01:06.320 --> 00:01:10.320]  《路加福音》第七章十一至十七節
[00:01:10.320 --> 00:01:12.320]  不是太長的經文
[00:01:12.320 --> 00:01:14.320]  我們一起讀一次 讀完這段
[00:01:14.320 --> 00:01:16.320]  第七章第十一節 請
[00:01:16.320 --> 00:01:22.320]  過了不多時 耶穌往一座城去
[00:01:22.320 --> 00:01:28.320]  那因他的門徒和極多的人與他同行
[00:01:28.320 --> 00:01:32.320]  將近城門有一個死人被抬出來
[00:01:32.320 --> 00:01:36.320]  這人是他母親獨生的兒子
[00:01:36.320 --> 00:01:38.320]  他母親又是寡婦
[00:01:38.320 --> 00:01:44.320]  在城裏的許多人同著寡婦送殯
[00:01:44.320 --> 00:01:52.320]  主看見那寡婦就憐憫她 對她說不要哭
[00:01:52.320 --> 00:01:58.320]  於是進前按著貢 抬的人就站住了
[00:01:58.320 --> 00:02:02.320]  耶穌說少年人 我吩咐你起來
[00:02:02.320 --> 00:02:06.320]  那死人就坐起 並且說話
[00:02:06.320 --> 00:02:10.320]  耶穌便把他交給他的母親
[00:02:10.320 --> 00:02:14.320]  眾人都驚奇 歸榮耀與神
[00:02:14.320 --> 00:02:19.320]  有大仙之在我們中間興起來了
[00:02:19.320 --> 00:02:23.320]  又說神眷顧了他的百姓
[00:02:23.320 --> 00:02:29.320]  他者時的風聲就傳遍了猶太和周圍地方
[00:02:29.320 --> 00:02:34.320]  不知大家對這個故事的印象如何呢?
[00:02:34.320 --> 00:02:39.320]  四方裡面是路加仙記載這個神蹟
[00:02:39.320 --> 00:02:44.320]  一個死了的少年人復活
[00:02:44.320 --> 00:02:49.320]  這個神蹟的發生與一個元素很有關係
[00:02:49.320 --> 00:02:55.320]  就是他在中間說耶穌 看到寡婦時就憐憫她
[00:02:55.320 --> 00:03:00.320]  然後就發生了這件事
[00:03:00.320 --> 00:03:06.320]  要一個憐憫走出來 甚至變成一個神蹟
[00:03:06.320 --> 00:03:11.320]  其實都值得我們去思考
[00:03:11.320 --> 00:03:14.320]  值得我們看到我們的生命可以向前
[00:03:14.320 --> 00:03:16.320]  我想分享四個關鍵
[00:03:16.320 --> 00:03:21.320]  走出一個憐憫 要怎樣的關鍵呢?
[00:03:21.320 --> 00:03:27.320]  這段經文其實故事很簡單
[00:03:27.320 --> 00:03:31.320]  一群人 加上門徒 跟著耶穌
[00:03:31.320 --> 00:03:36.320]  十一字的尾說門徒 極多人與他同行
[00:03:36.320 --> 00:03:40.320]  十二字的尾 當他們走到城門的時候
[00:03:40.320 --> 00:03:43.320]  有一個死人被抬出來
[00:03:43.320 --> 00:03:46.320]  然後有一大群人跟著他
[00:03:46.320 --> 00:03:48.320]  你可以看到有兩群人相遇
[00:03:48.320 --> 00:03:51.320]  圖畫是這樣的 兩群人相遇
[00:03:51.320 --> 00:03:55.320]  一個跟著耶穌 一個跟著死者
[00:03:55.320 --> 00:04:04.320]  然後我們看到耶穌開始行動
[00:04:04.320 --> 00:04:08.320]  我發覺耶穌在這裡行動
[00:04:08.320 --> 00:04:11.320]  其實是對寡婦行動
[00:04:11.320 --> 00:04:16.320]  在聖經裡面 特別是在舊約裡面
[00:04:16.320 --> 00:04:20.320]  對於有一種人特別說他們是罪無助的
[00:04:20.320 --> 00:04:23.320]  所以舊約的律法規定
[00:04:23.320 --> 00:04:25.320]  吩咐一定要照顧這些人
[00:04:25.320 --> 00:04:27.320]  大家知道是什麼人嗎?
[00:04:27.320 --> 00:04:29.320]  就是孤兒寡婦
[00:04:29.320 --> 00:04:31.320]  這個是不是孤兒 是不是寡婦?
[00:04:31.320 --> 00:04:32.320]  肯定
[00:04:32.320 --> 00:04:36.320]  我覺得他比孤兒寡婦更淒涼
[00:04:36.320 --> 00:04:39.320]  因為孤兒已經死了
[00:04:39.320 --> 00:04:41.320]  聖經的形容其實很簡單
[00:04:41.320 --> 00:04:44.320]  他說將近城門有一個死人被抬出來
[00:04:44.320 --> 00:04:49.320]  這個人是他母親獨生的兒子
[00:04:49.320 --> 00:04:51.320]  這個也死了
[00:04:51.320 --> 00:04:54.320]  然後就說他母親也是寡婦
[00:04:54.320 --> 00:04:58.320]  古時候的人 女性不會出來工作賺錢
[00:04:58.320 --> 00:05:02.320]  所以古時候的女性通常要依附爸爸
[00:05:02.320 --> 00:05:04.320]  如果她還沒出嫁的時候
[00:05:04.320 --> 00:05:07.320]  結婚就依附丈夫
[00:05:07.320 --> 00:05:09.320]  這個是古代社會的現象
[00:05:09.320 --> 00:05:13.320]  所以對於一個人死了
[00:05:13.320 --> 00:05:16.320]  依附的 她要依靠的對象
[00:05:16.320 --> 00:05:19.320]  死了老公 她又成為寡婦的話
[00:05:19.320 --> 00:05:23.320]  其實那個群眾要照顧她
[00:05:23.320 --> 00:05:24.320]  舊約人這樣說
[00:05:24.320 --> 00:05:27.320]  甚至到新約的教會裡面
[00:05:27.320 --> 00:05:29.320]  我們會看到新約的教會裡面
[00:05:29.320 --> 00:05:32.320]  都會提出這樣的教導
[00:05:32.320 --> 00:05:34.320]  有一個照顧寡婦的機制
[00:05:34.320 --> 00:05:37.320]  你看唐伯太的前後書
[00:05:37.320 --> 00:05:38.320]  這樣記載很多
[00:05:38.320 --> 00:05:40.320]  分辨哪些是真的 哪些不是真的
[00:05:40.320 --> 00:05:44.320]  甚至在雅各書第一章最後一節
[00:05:44.320 --> 00:05:46.320]  他就說什麼叫虔誠
[00:05:46.320 --> 00:05:48.320]  什麼叫真正的虔誠呢
[00:05:48.320 --> 00:05:49.320]  大家知不知道
[00:05:49.320 --> 00:05:51.320]  不是樣子做得很虔誠
[00:05:51.320 --> 00:05:52.320]  整天回教會那些
[00:05:52.320 --> 00:05:55.320]  真正的虔誠就是照顧那些
[00:05:55.320 --> 00:05:57.320]  在患難中的孤兒寡婦
[00:05:57.320 --> 00:05:58.320]  這就是真虔誠
[00:05:58.320 --> 00:06:02.320]  所以對於聖經的文化來說
[00:06:02.320 --> 00:06:04.320]  孤兒和寡婦是最無助
[00:06:04.320 --> 00:06:05.320]  大家注意一下
[00:06:05.320 --> 00:06:11.320]  這個主角不單是寡婦
[00:06:11.320 --> 00:06:14.320]  她的兒子 唯一的兒子都死了
[00:06:14.320 --> 00:06:18.320]  所以是很痛苦的
[00:06:18.320 --> 00:06:19.320]  所以這樣說
[00:06:19.320 --> 00:06:22.320]  其實是他將主角的痛苦
[00:06:22.320 --> 00:06:24.320]  形容出來給我們看
[00:06:24.320 --> 00:06:27.320]  第十二節說
[00:06:27.320 --> 00:06:30.320]  當耶穌和門徒將近城門的時候
[00:06:30.320 --> 00:06:34.320]  有一個字眼是王母翻譯出來的
[00:06:34.320 --> 00:06:36.320]  如果你看英文聖經
[00:06:36.320 --> 00:06:37.320]  可能會看到
[00:06:37.320 --> 00:06:38.320]  原文當然有
[00:06:38.320 --> 00:06:39.320]  他就說
[00:06:39.320 --> 00:06:41.320]  在將近城門的時候
[00:06:41.320 --> 00:06:45.320]  有一個死人被抬出來
[00:06:45.320 --> 00:06:47.320]  他是呼籲我們
[00:06:47.320 --> 00:06:49.320]  呼籲當時候的人
[00:06:49.320 --> 00:06:50.320]  告訴我們
[00:06:50.320 --> 00:06:51.320]  其實你看
[00:06:51.320 --> 00:06:54.320]  原來有一個這樣的情景發生
[00:06:54.320 --> 00:06:55.320]  所以我覺得
[00:06:55.320 --> 00:06:57.320]  行出連文的第一個步
[00:06:57.320 --> 00:06:58.320]  關鍵是什麼呢
[00:06:58.320 --> 00:07:02.320]  就是要看到人最深的痛苦
[00:07:02.320 --> 00:07:04.320]  看不看得到
[00:07:04.320 --> 00:07:06.320]  耶穌看得到
[00:07:06.320 --> 00:07:07.320]  你看不看得到
[00:07:07.320 --> 00:07:10.320]  人心裡面最深的苦情
[00:07:10.320 --> 00:07:11.320]  是什麼呢
[00:07:11.320 --> 00:07:13.320]  這個女性
[00:07:13.320 --> 00:07:15.320]  她唯一的兒子死了
[00:07:15.320 --> 00:07:17.320]  她老公已經過世了
[00:07:17.320 --> 00:07:18.320]  她在哭
[00:07:18.320 --> 00:07:22.320]  這個就是她的苦情
[00:07:22.320 --> 00:07:24.320]  主看到
[00:07:24.320 --> 00:07:27.320]  其實已經人人都看到了
[00:07:27.320 --> 00:07:29.320]  但是
[00:07:29.320 --> 00:07:32.320]  今天不是人人都看到的
[00:07:32.320 --> 00:07:33.320]  我覺得
[00:07:33.320 --> 00:07:35.320]  無論是信了耶穌的人
[00:07:35.320 --> 00:07:38.320]  或者是未信耶穌的人
[00:07:38.320 --> 00:07:41.320]  其實很多人都有苦情
[00:07:41.320 --> 00:07:44.320]  可能坐在中間
[00:07:44.320 --> 00:07:46.320]  你望著旁邊的弟兄姊妹
[00:07:46.320 --> 00:07:47.320]  好好的坐在那裡
[00:07:47.320 --> 00:07:49.320]  沒什麼的
[00:07:49.320 --> 00:07:51.320]  可能他們裡面都有很多苦情
[00:07:51.320 --> 00:07:52.320]  是你不知道的
[00:07:52.320 --> 00:07:54.320]  每個人都有
[00:07:54.320 --> 00:07:56.320]  或大或小
[00:07:56.320 --> 00:07:57.320]  都有
[00:07:57.320 --> 00:07:58.320]  信了耶穌的人
[00:07:58.320 --> 00:07:59.320]  會有
[00:07:59.320 --> 00:08:00.320]  未信耶穌的人
[00:08:00.320 --> 00:08:02.320]  更加容易會有
[00:08:02.320 --> 00:08:04.320]  問題是不是看得到
[00:08:04.320 --> 00:08:06.320]  是不是看得到
[00:08:06.320 --> 00:08:08.320]  最近剛剛教完耶利米亞哀歌
[00:08:08.320 --> 00:08:10.320]  跟各位一起教
[00:08:10.320 --> 00:08:11.320]  教完之後很開心
[00:08:11.320 --> 00:08:12.320]  雖然哀歌
[00:08:12.320 --> 00:08:14.320]  但是教了也很開心
[00:08:14.320 --> 00:08:18.320]  裡面其中我們安排了半節
[00:08:18.320 --> 00:08:20.320]  五堂裡面有半堂討論
[00:08:20.320 --> 00:08:22.320]  不是不講聖經
[00:08:22.320 --> 00:08:24.320]  是討論如何應用
[00:08:24.320 --> 00:08:26.320]  那半節是討論一下
[00:08:26.320 --> 00:08:28.320]  這首哀歌
[00:08:28.320 --> 00:08:30.320]  如何幫助我們去面對人生
[00:08:30.320 --> 00:08:32.320]  生命的苦
[00:08:32.320 --> 00:08:34.320]  所以我們設計了
[00:08:34.320 --> 00:08:36.320]  這與我無關
[00:08:36.320 --> 00:08:38.320]  我設計了幾個個案
[00:08:38.320 --> 00:08:40.320]  跟大家討論
[00:08:40.320 --> 00:08:42.320]  大家分組討論這些個案
[00:08:42.320 --> 00:08:44.320]  其實耶利米亞哀歌
[00:08:44.320 --> 00:08:46.320]  今天不是講這件事
[00:08:46.320 --> 00:08:48.320]  想講一下內容
[00:08:48.320 --> 00:08:50.320]  那些苦情是什麼
[00:08:50.320 --> 00:08:52.320]  這四個個案大家聽聽
[00:08:52.320 --> 00:08:54.320]  這四個個案是怎樣的
[00:08:54.320 --> 00:08:56.320]  個案一 講A君
[00:08:56.320 --> 00:08:59.320]  A和太太離異了
[00:08:59.320 --> 00:09:03.320]  家裡有一個患長期腎病的母親
[00:09:03.320 --> 00:09:07.320]  每星期都需要接送她去醫院三四次
[00:09:07.320 --> 00:09:09.320]  陪她洗腎
[00:09:09.320 --> 00:09:11.320]  她也有一個在讀中學的兒子
[00:09:11.320 --> 00:09:13.320]  自己也很想有固定的工作
[00:09:13.320 --> 00:09:15.320]  不過家庭環境
[00:09:15.320 --> 00:09:17.320]  讓她只能做散工
[00:09:17.320 --> 00:09:19.320]  維持生活
[00:09:19.320 --> 00:09:21.320]  面對照顧媽媽的病患
[00:09:21.320 --> 00:09:23.320]  有時候疲倦
[00:09:23.320 --> 00:09:25.320]  不如想想
[00:09:25.320 --> 00:09:27.320]  不如媽媽快點去世
[00:09:27.320 --> 00:09:29.320]  不過這種想法也令她很內疚
[00:09:29.320 --> 00:09:37.320]  面對兒子青春期的反叛性情
[00:09:37.320 --> 00:09:39.320]  自己也心力交瘁
[00:09:39.320 --> 00:09:41.320]  想像一下
[00:09:41.320 --> 00:09:43.320]  A君有什麼苦情
[00:09:43.320 --> 00:09:45.320]  如果你是她的鄰居
[00:09:45.320 --> 00:09:47.320]  你會怎樣對她
[00:09:47.320 --> 00:09:51.320]  我們很多都是做家長的
[00:09:51.320 --> 00:09:53.320]  我們會明白多一點
[00:09:53.320 --> 00:09:55.320]  比起昨晚清晨來說
[00:09:55.320 --> 00:09:57.320]  因為我們在上面有父母
[00:09:57.320 --> 00:09:59.320]  我們也有下一代
[00:09:59.320 --> 00:10:03.320]  個案二
[00:10:03.320 --> 00:10:05.320]  B君
[00:10:05.320 --> 00:10:07.320]  有一對嬌徒夫婦
[00:10:07.320 --> 00:10:09.320]  家裡有一個兒子和一個女兒
[00:10:09.320 --> 00:10:11.320]  小兒子有身心發展
[00:10:11.320 --> 00:10:13.320]  遲緩和自閉的問題
[00:10:13.320 --> 00:10:15.320]  不能正常讀書
[00:10:15.320 --> 00:10:17.320]  照顧他
[00:10:17.320 --> 00:10:19.320]  費盡夫婦二人的心力
[00:10:19.320 --> 00:10:21.320]  太太離開專業
[00:10:21.320 --> 00:10:23.320]  特意放下工作
[00:10:23.320 --> 00:10:25.320]  十幾年照顧兒子
[00:10:25.320 --> 00:10:27.320]  十五歲那年意外離世
[00:10:27.320 --> 00:10:31.320]  當處理完兒子的喪事後
[00:10:31.320 --> 00:10:33.320]  她十八歲的大女兒
[00:10:33.320 --> 00:10:35.320]  有一天
[00:10:35.320 --> 00:10:39.320]  帶一個朋友回家
[00:10:39.320 --> 00:10:41.320]  她父母才發覺
[00:10:41.320 --> 00:10:43.320]  原來這個女兒
[00:10:43.320 --> 00:10:45.320]  有同性戀傾向
[00:10:45.320 --> 00:10:47.320]  這個女兒是她的朋友
[00:10:47.320 --> 00:10:49.320]  她要求她的父母接納她
[00:10:49.320 --> 00:10:51.320]  跟這個女朋友在一起
[00:10:53.320 --> 00:10:55.320]  如果你是
[00:10:55.320 --> 00:10:57.320]  想像一下
[00:10:57.320 --> 00:10:59.320]  如果你是這對父母
[00:10:59.320 --> 00:11:01.320]  她有什麼苦情
[00:11:01.320 --> 00:11:03.320]  如果你是她的朋友
[00:11:03.320 --> 00:11:05.320]  你會怎樣面對她
[00:11:05.320 --> 00:11:07.320]  個案C
[00:11:07.320 --> 00:11:09.320]  第三個
[00:11:09.320 --> 00:11:11.320]  有一個家庭C君
[00:11:11.320 --> 00:11:13.320]  獨生二子
[00:11:13.320 --> 00:11:15.320]  性情比較溫柔
[00:11:15.320 --> 00:11:17.320]  有一點女性化傾向
[00:11:17.320 --> 00:11:19.320]  當她十六七歲的時候
[00:11:19.320 --> 00:11:21.320]  她向父母表達
[00:11:21.320 --> 00:11:23.320]  但父母勸她
[00:11:23.320 --> 00:11:25.320]  為她祈禱
[00:11:25.320 --> 00:11:27.320]  這是基督徒
[00:11:27.320 --> 00:11:29.320]  為她祈禱
[00:11:29.320 --> 00:11:31.320]  安排輔導
[00:11:31.320 --> 00:11:33.320]  終於兒子放棄了
[00:11:33.320 --> 00:11:35.320]  不再要求父母
[00:11:35.320 --> 00:11:37.320]  不過在她讀完大學之後
[00:11:37.320 --> 00:11:39.320]  二十多歲畢業
[00:11:39.320 --> 00:11:41.320]  去台灣旅行
[00:11:41.320 --> 00:11:43.320]  回來的時候
[00:11:43.320 --> 00:11:45.320]  她跟父母說
[00:11:45.320 --> 00:11:47.320]  她在那邊看了醫生
[00:11:47.320 --> 00:11:49.320]  醫生說她適合做變性和
[00:11:49.320 --> 00:11:51.320]  變性的手術
[00:11:51.320 --> 00:11:53.320]  將她的聲帶
[00:11:53.320 --> 00:11:55.320]  收窄
[00:11:55.320 --> 00:11:57.320]  然後打了針學耳蒙
[00:11:57.320 --> 00:11:59.320]  她回家後
[00:11:59.320 --> 00:12:01.320]  跟父母這樣說
[00:12:01.320 --> 00:12:03.320]  如果你是
[00:12:03.320 --> 00:12:05.320]  她們教會的弟兄姊妹
[00:12:05.320 --> 00:12:07.320]  你會怎樣面對她
[00:12:07.320 --> 00:12:11.320]  第三個個案
[00:12:11.320 --> 00:12:13.320]  第四個個案
[00:12:13.320 --> 00:12:15.320]  年輕的弟兄
[00:12:15.320 --> 00:12:17.320]  D君
[00:12:17.320 --> 00:12:19.320]  父母離異
[00:12:19.320 --> 00:12:21.320]  爸爸好賭離婚
[00:12:21.320 --> 00:12:23.320]  他自己跟著媽媽
[00:12:23.320 --> 00:12:25.320]  工作的緣故
[00:12:25.320 --> 00:12:27.320]  至少在中國大陸不同地方生活
[00:12:27.320 --> 00:12:29.320]  穿州過省
