
[00:00:00.000 --> 00:00:05.520]  今天本堂的劉燕妃教師會在當中靜悟
[00:00:05.520 --> 00:00:10.040]  她選用的經文是彼得前書二章九至十二節
[00:00:10.040 --> 00:00:14.360]  講題是恆常 日常 非常的罕見
[00:00:14.360 --> 00:00:16.360]  請劉教師
[00:00:16.360 --> 00:00:21.800]  我們一起有一個祈禱
[00:00:21.800 --> 00:00:29.200]  親愛的天父 我們來了
[00:00:30.320 --> 00:00:34.400]  我們來了你的殿裡面 我們來到你的面前
[00:00:34.400 --> 00:00:36.880]  我們很感恩 我們要讚美
[00:00:36.880 --> 00:00:39.840]  因為一切美麗的事物都是屬於你
[00:00:39.840 --> 00:00:43.680]  我們每一個都是屬於你
[00:00:43.680 --> 00:00:46.480]  今天的詩歌裡面告訴我們
[00:00:46.480 --> 00:00:48.480]  哪裡有神的善功
[00:00:48.480 --> 00:00:50.480]  哪裡就是基督的領土
[00:00:50.480 --> 00:00:52.480]  我們甚願在地上
[00:00:52.480 --> 00:00:57.200]  你賜給我們有一個尊貴的身份
[00:00:57.200 --> 00:00:58.880]  在世上生活的時候
[00:00:58.880 --> 00:01:02.760]  每一天我們的生命都要存著感恩的心
[00:01:02.760 --> 00:01:04.760]  每一天我們的生命都屬於你
[00:01:04.760 --> 00:01:08.400]  我們用我們的生命去讚頌 去榮耀你
[00:01:08.400 --> 00:01:11.160]  多謝你聽我們祈禱 奉主耶穌名禱
[00:01:11.160 --> 00:01:19.960]  九月初開學的時候
[00:01:19.960 --> 00:01:21.960]  在WhatsApp群組裡面
[00:01:21.960 --> 00:01:27.680]  我收到一個姐妹很雀躍地跟我們分享一個消息
[00:01:27.680 --> 00:01:32.720]  她說她讀小學的兒子就在學校被選為
[00:01:32.720 --> 00:01:35.560]  Head Prefect 風紀大隊長
[00:01:35.560 --> 00:01:39.760]  還拍了一張很聰明的照片給我們看
[00:01:39.760 --> 00:01:44.920]  這個姐妹她分享 她說她感到很安慰 很開心
[00:01:44.920 --> 00:01:48.680]  主要是因為她的兒子曾經經歷過大病
[00:01:48.680 --> 00:01:52.080]  鍛鍊出比較堅毅和成熟的性格
[00:01:52.080 --> 00:01:56.120]  他沒有變得意志消沉或者頹 全是神的恩典
[00:01:56.120 --> 00:01:59.560]  最希望他能夠獨立能夠分辨是非
[00:01:59.560 --> 00:02:05.240]  現在見他從這個方向健康成長是很感恩的
[00:02:05.240 --> 00:02:08.720]  在我們群組裡面或多或少都認識這個家庭
[00:02:08.720 --> 00:02:12.960]  所以我們見到她的分享我們都很替她開心
[00:02:12.960 --> 00:02:17.760]  也有成員就說我以前都很想做風紀的
[00:02:17.760 --> 00:02:21.040]  不過沒有被人選中
[00:02:21.040 --> 00:02:22.640]  我相信姐妹的兒子
[00:02:22.640 --> 00:02:26.480]  他在這一年有了風紀大隊長這個身份之後
[00:02:26.480 --> 00:02:28.400]  不單止在他當值的期間
[00:02:28.400 --> 00:02:32.760]  他會努力去做好他的崗位要做的事
[00:02:32.760 --> 00:02:34.480]  在他不用當值的時間
[00:02:34.480 --> 00:02:38.040]  甚至放學後 我相信他都會努力地生活
[00:02:38.040 --> 00:02:42.000]  做好他的本份 不會亂來
[00:02:42.000 --> 00:02:45.960]  今天我也選讀聖經裡面有一段關於揀選的經文
[00:02:45.960 --> 00:02:49.040]  是彼得前書二章九至十二節
[00:02:49.040 --> 00:02:53.040]  就是神在世人當中選了一群人
[00:02:53.040 --> 00:02:58.040]  給了他們新的身份 角色 使命 恩典
[00:02:58.040 --> 00:03:00.040]  今天我給一個題目叫做
[00:03:00.040 --> 00:03:04.040]  恆常 日常 非常的罕見
[00:03:04.040 --> 00:03:06.720]  我會從這三個常罕見
[00:03:06.720 --> 00:03:10.680]  去看看這段經文給我們今天有什麼教導提醒
[00:03:10.680 --> 00:03:13.800]  我們先一起讀一次這四節的經文
[00:03:13.800 --> 00:03:17.040]  彼得前書二章九至十二節一起讀
[00:03:17.040 --> 00:03:20.240]  「不過你們是被揀選的一族
[00:03:20.240 --> 00:03:22.240]  是君尊的祭司
[00:03:22.240 --> 00:03:24.000]  是神聖的國度
[00:03:24.000 --> 00:03:26.000]  是屬神的子民
[00:03:26.000 --> 00:03:29.640]  於是你們選擇搭訕了沙漢
[00:03:29.640 --> 00:03:32.360]  若你亦不當歷史的敵人
[00:03:32.360 --> 00:03:34.760]  你們從前不是子民
[00:03:34.760 --> 00:03:37.480]  現在卻成了神的子民
[00:03:37.480 --> 00:03:39.880]  從前未蒙憐憫
[00:03:39.880 --> 00:03:42.360]  現在卻蒙了憐憫
[00:03:42.360 --> 00:03:46.240]  親愛的 你們是客來 是寄居的
[00:03:46.240 --> 00:03:49.760]  我勸你們要禁戒肉體的情慾
[00:03:49.760 --> 00:03:53.000]  這情慾是與靈魂爭戰的
[00:03:53.000 --> 00:03:57.000]  你們在外邦人中要品行端正
[00:03:57.000 --> 00:04:01.600]  好讓那些人雖然誹謗你們是作惡的
[00:04:01.600 --> 00:04:04.520]  會因看見你們的好行為
[00:04:04.520 --> 00:04:08.520]  而在監察的日子歸榮耀給神」
[00:04:08.520 --> 00:04:13.800]  彼得前書是耶穌基督的大徒弟彼得
[00:04:13.800 --> 00:04:16.560]  寫給宗教會的一封信
[00:04:16.560 --> 00:04:21.200]  如果你稍為知道當時新約教會的社會背景
[00:04:21.200 --> 00:04:22.520]  你就知道
[00:04:22.520 --> 00:04:26.400]  其實他們當時是否處於很舒服
[00:04:26.400 --> 00:04:29.960]  很安泰的一個環境裏面
[00:04:29.960 --> 00:04:31.280]  基督徒
[00:04:31.280 --> 00:04:32.480]  不是吧
[00:04:32.480 --> 00:04:33.360]  如果你稍為知道
[00:04:33.360 --> 00:04:38.400]  你就知道當時他們教會面對的處境是很困難的
[00:04:38.400 --> 00:04:42.520]  當時的羅馬王尼祿對基督徒有很多的迫害
[00:04:42.520 --> 00:04:45.800]  所以彼得寫這封信給宗教會
[00:04:45.800 --> 00:04:47.360]  是要為教會打氣
[00:04:47.360 --> 00:04:48.320]  是要告訴他們知道
[00:04:48.320 --> 00:04:50.640]  你們現在身處的是一個很艱難
[00:04:50.640 --> 00:04:53.840]  充滿了迫不困難、挑戰的處境
[00:04:53.840 --> 00:04:56.400]  所以你們要更加堅強、堅定
[00:04:56.400 --> 00:04:58.760]  你們的信心要更加清楚
[00:04:58.760 --> 00:05:01.560]  你們要知道你們在信的是甚麼
[00:05:01.560 --> 00:05:03.840]  你們得到了一個甚麼的恩典
[00:05:03.840 --> 00:05:06.680]  然後要怎樣去為主作見證
[00:05:06.680 --> 00:05:09.240]  在彼得前書五章十二節那裏說
[00:05:09.240 --> 00:05:10.520]  我簡單寫了這封信
[00:05:10.520 --> 00:05:12.400]  就是我們今天要看的彼得前書
[00:05:12.400 --> 00:05:16.760]  「勸勉你們要證明這恩是神真實的恩典
[00:05:16.760 --> 00:05:21.160]  你們不要在這恩上站立得住」
[00:05:21.160 --> 00:05:23.000]  今天短短的四節經文
[00:05:23.000 --> 00:05:24.120]  有很豐富的意思
[00:05:24.120 --> 00:05:28.840]  我只是集中地提出幾個反思
[00:05:28.840 --> 00:05:31.960]  第一是恆常的看見
[00:05:31.960 --> 00:05:36.480]  看見神已經給了我們的身份
[00:05:36.480 --> 00:05:38.080]  第九第十節
[00:05:38.080 --> 00:05:40.720]  「不過你們是被揀選的一族
[00:05:40.720 --> 00:05:43.800]  是君尊的祭司 是神聖的國度
[00:05:43.800 --> 00:05:45.440]  是屬神的子民
[00:05:45.440 --> 00:05:48.200]  要使你們宣揚那召你們出黑暗
[00:05:48.200 --> 00:05:50.720]  入奇妙光明者的美德
[00:05:50.720 --> 00:05:52.680]  你們從前不是子民
[00:05:52.680 --> 00:05:54.800]  現在卻成了神的子民
[00:05:54.800 --> 00:05:57.040]  從前未曾蒙年敏
[00:05:57.040 --> 00:06:00.240]  現在卻蒙了年敏」
[00:06:00.240 --> 00:06:03.080]  這段經文對上就是在說
[00:06:03.080 --> 00:06:05.160]  那些不順從的人
[00:06:05.160 --> 00:06:07.560]  他們會在真理上跌倒
[00:06:07.560 --> 00:06:10.440]  但不是所有人都是這個情況
[00:06:10.440 --> 00:06:11.840]  所以第九節一開始就說
[00:06:11.840 --> 00:06:14.760]  「不過就是神在這個世界上
[00:06:14.760 --> 00:06:17.120]  揀選了一群相信耶穌
[00:06:17.120 --> 00:06:18.520]  順從神的人
[00:06:18.520 --> 00:06:20.640]  給了他們新的身份
[00:06:20.640 --> 00:06:23.320]  包括君尊的祭司
[00:06:23.320 --> 00:06:28.640]  在教育裏獻祭是敬拜的中心
[00:06:28.640 --> 00:06:31.560]  是人透過獻祭送禮物給神
[00:06:31.560 --> 00:06:33.200]  去表達心意
[00:06:33.200 --> 00:06:36.000]  所以當以色列人在埃及居住時
[00:06:36.000 --> 00:06:38.440]  他們做奴隸當然很多事情沒得選
[00:06:38.440 --> 00:06:41.240]  但他們離開埃及進入迦南時
[00:06:41.240 --> 00:06:44.480]  他們要建立一個新的生活模式
[00:06:44.480 --> 00:06:46.640]  他們的社會制度時
[00:06:46.640 --> 00:06:49.520]  神就設立了祭司這個制度
[00:06:49.520 --> 00:06:54.760]  祭司就是神與人之間的中間人
[00:06:54.760 --> 00:06:56.680]  他們會將神的心意
[00:06:56.680 --> 00:06:59.440]  神的教導傳給人民
[00:06:59.440 --> 00:07:03.640]  亦會代表民眾去獻祭送禮物給神
[00:07:03.640 --> 00:07:07.200]  所以祭司的身份是神聖而尊貴的」
[00:07:09.400 --> 00:07:11.360]  第二是神聖的國度
[00:07:11.360 --> 00:07:14.120]  神賜給這班選擇的人
[00:07:14.120 --> 00:07:17.360]  一張天國的綠卡
[00:07:17.360 --> 00:07:18.840]  無論我們在這個世界上
[00:07:18.840 --> 00:07:22.320]  我們是中國人、英國、美國
[00:07:22.320 --> 00:07:25.880]  最重要的是我們永恆的身份
[00:07:25.880 --> 00:07:28.200]  是天國的公民
[00:07:28.200 --> 00:07:31.160]  雖然我們大部分在身份證上
[00:07:31.160 --> 00:07:34.480]  都寫著我們是香港永久居民
[00:07:34.480 --> 00:07:38.960]  但這個永久其實最多讓你居住一百幾十年
[00:07:38.960 --> 00:07:41.880]  我們真正永久的身份
[00:07:41.880 --> 00:07:45.800]  我們是天國的公民
[00:07:45.800 --> 00:07:47.600]  第三是屬神的指紋
[00:07:47.600 --> 00:07:50.520]  而且是已經蒙聯文的指紋
[00:07:50.520 --> 00:07:52.240]  所以神要管治我們
[00:07:52.240 --> 00:07:53.920]  亦都會保護我們
[00:07:53.920 --> 00:07:56.240]  今天這班選唱的一首歌很好
[00:07:56.240 --> 00:07:57.960]  它說在這個世界上
[00:07:57.960 --> 00:08:00.440]  哪裡有神的善功
[00:08:00.440 --> 00:08:03.520]  就是基督的領土
[00:08:03.520 --> 00:08:06.480]  神賜給我們這個特別的身份角色
[00:08:06.480 --> 00:08:08.200]  不單止是為了我們
[00:08:08.200 --> 00:08:10.800]  更加要我們去幫助別人
[00:08:10.800 --> 00:08:12.760]  同樣知道、明白
[00:08:12.760 --> 00:08:18.440]  是神怎樣將我們從黑暗帶進光明
[00:08:18.440 --> 00:08:21.280]  好讓更多人都得到神的恩典
[00:08:21.280 --> 00:08:26.640]  一起去承受這個恩典的好處
[00:08:26.640 --> 00:08:28.720]  近年香港有移民潮
[00:08:28.720 --> 00:08:33.600]  無論你帶著什麼心態、什麼期望
[00:08:33.600 --> 00:08:36.440]  不少人的決定都是比較倉促的
[00:08:36.440 --> 00:08:41.760]  所以有很多群組、討論區的出現
[00:08:41.760 --> 00:08:45.000]  去分享一些經驗、交流資訊
[00:08:45.000 --> 00:08:50.000]  例如怎樣申請程序、怎樣審批
[00:08:50.000 --> 00:08:55.120]  或者去到當地去哪裡找工作、找學校、找教會等等
[00:08:55.120 --> 00:08:56.800]  很多已經移民的人
[00:08:56.800 --> 00:08:59.120]  尤其是最近才移民的人
[00:08:59.120 --> 00:09:00.920]  他們的經驗很新鮮
[00:09:00.920 --> 00:09:05.640]  所以很多他們都很樂意去分享自己或者朋友的經驗
[00:09:05.640 --> 00:09:09.160]  希望去幫助那些準備要移民的朋友
[00:09:09.160 --> 00:09:11.560]  他們有更多的資訊
[00:09:11.560 --> 00:09:15.640]  好好地安頓在一個新的國度裏面
[00:09:15.640 --> 00:09:17.840]  我也認識有姊妹她申請了
[00:09:17.840 --> 00:09:18.680]  但是還沒有批准
[00:09:18.680 --> 00:09:20.320]  她已經加入了很多群組
[00:09:20.320 --> 00:09:22.120]  她說她已經收到很多的資訊
[00:09:22.120 --> 00:09:25.120]  可以及早準備
[00:09:25.120 --> 00:09:28.080]  今天我們就不是討論應不應該移民
[00:09:28.080 --> 00:09:36.960]  因為每個人都可以按照他的處境、意願和能力去作出選擇
[00:09:36.960 --> 00:09:39.840]  澳洲、加拿大、英國、美國都好
[00:09:39.840 --> 00:09:44.040]  最重要我們是做一個良好的天國公民
[00:09:44.040 --> 00:09:45.440]  無論你去到哪裡
[00:09:45.440 --> 00:09:50.880]  你都要恆常地去看見神已經賜給你的身份
[00:09:50.880 --> 00:09:55.920]  是君尊的祭司、神聖的國度、屬神的子民
[00:09:55.920 --> 00:09:59.800]  我們這些已經拿了這張天國綠卡的人
[00:09:59.800 --> 00:10:00.960]  都有一個使命
[00:10:00.960 --> 00:10:05.800]  我們就是要開心分享我們經歷了些什麼
[00:10:05.800 --> 00:10:06.840]  我們的見證
[00:10:06.840 --> 00:10:08.960]  希望去幫我們的親友
[00:10:08.960 --> 00:10:14.680]  都可以知道神已經開通了這個可以進入天國的門路
[00:10:14.680 --> 00:10:19.240]  我們已經透過這樣的方式得到了神的接納
[00:10:19.240 --> 00:10:23.640]  安頓了在祂的國度裡面
[00:10:23.640 --> 00:10:27.640]  當我們說到每一個信徒都是祭司
[00:10:27.640 --> 00:10:30.400]  你都有一個尊貴的身份
[00:10:30.400 --> 00:10:36.240]  就有個口號叫做「人人皆祭司」
[00:10:36.240 --> 00:10:38.520]  這個口號可能很多人都聽過
[00:10:38.520 --> 00:10:40.960]  也可能我們都會懂得說
[00:10:40.960 --> 00:10:44.280]  在教會裡面我們就沒有分大小的
[00:10:44.280 --> 00:10:45.680]  我們就沒有分尊卑
[00:10:45.680 --> 00:10:48.080]  大家都是弟兄姊妹
[00:10:48.080 --> 00:10:50.080]  我們都會懂得這樣說
[00:10:50.080 --> 00:10:51.000]  這個也是真的
[00:10:51.000 --> 00:10:55.480]  但是我們同時又很容易被侍奉崗位
[00:10:55.480 --> 00:11:00.000]  去決定了我們的參與
[00:11:00.000 --> 00:11:01.520]  我們的態度
[00:11:01.520 --> 00:11:06.200]  就變成了你們這些教務長執職員組長
[00:11:06.200 --> 00:11:07.800]  當值的弟兄姊妹
[00:11:07.800 --> 00:11:10.080]  是被揀選的一族
[00:11:10.080 --> 00:11:13.360]  要由你們宣揚那召你們出黑暗
[00:11:13.360 --> 00:11:18.000]  入奇妙光明者的美德
[00:11:18.000 --> 00:11:20.640]  我們會不會都有這樣的想法呢?
[00:11:20.640 --> 00:11:23.000]  他們就尊貴一點
[00:11:23.000 --> 00:11:24.560]  他們在教會的年日長一點
[00:11:24.560 --> 00:11:25.280]  能力高一點
[00:11:25.280 --> 00:11:27.160]  或者時間多一點
[00:11:27.160 --> 00:11:30.720]  那就由他們去做
[00:11:30.720 --> 00:11:33.520]  我們會不會都以侍奉崗位去主導
[00:11:33.520 --> 00:11:38.880]  決定了自己的參與的態度和表現呢?
[00:11:38.880 --> 00:11:42.160]  例如如果我是一個招待員
[00:11:42.160 --> 00:11:45.400]  我在崇拜或者培靈會裡面去做招待的時候
[00:11:45.400 --> 00:11:47.360]  我當然會穿得整齊一點
[00:11:47.360 --> 00:11:49.760]  然後預早去到會場
[00:11:49.760 --> 00:11:50.960]  也會以禮待人
[00:11:50.960 --> 00:11:52.560]  笑面迎人
[00:11:52.560 --> 00:11:55.440]  我也會從群體的好處去著想
[00:11:55.440 --> 00:11:57.480]  例如我也會希望來參加的人
[00:11:57.480 --> 00:11:59.200]  他們儘早
[00:11:59.200 --> 00:12:00.600]  早一點到
[00:12:00.600 --> 00:12:01.760]  早一點安頓
[00:12:01.760 --> 00:12:02.560]  坐前一點
[00:12:02.560 --> 00:12:03.840]  坐中間一點
[00:12:03.840 --> 00:12:07.840]  希望讓之後來的人可以容易一點坐下
[00:12:07.840 --> 00:12:10.960]  我們也會從這個角度去想
[00:12:10.960 --> 00:12:12.920]  從群體的好處去想
[00:12:12.920 --> 00:12:15.440]  不過如果我不是招待員
[00:12:15.440 --> 00:12:17.120]  或者我那天不用當值
[00:12:17.120 --> 00:12:19.120]  會不會就變成
[00:12:19.120 --> 00:12:21.840]  我可以遲一點到也不要緊
[00:12:21.840 --> 00:12:25.720]  或者只是選擇我喜歡
