
[00:00:00.000 --> 00:00:02.640]  今天講的是亂七八糟的世代中
[00:00:02.640 --> 00:00:04.640]  見到神的希望
[00:00:04.640 --> 00:00:05.640]  亂七八糟
[00:00:05.640 --> 00:00:08.560]  我猜我們大家都不會太懷疑的了
[00:00:08.560 --> 00:00:10.120]  在世代裏面
[00:00:10.120 --> 00:00:11.800]  無論打仗
[00:00:11.800 --> 00:00:14.400]  打仗背後不同的國家
[00:00:14.400 --> 00:00:16.800]  或者不是打仗氣候的問題
[00:00:16.800 --> 00:00:19.320]  或者是大盲目的問題
[00:00:19.320 --> 00:00:20.760]  毒品的問題
[00:00:20.760 --> 00:00:22.680]  販賣人口的問題
[00:00:22.680 --> 00:00:27.000]  或者是裏面有很多欺凌的問題
[00:00:27.000 --> 00:00:31.000]  種族那種藐視的問題
[00:00:31.000 --> 00:00:32.880]  或者有些國家是很多東西吃
[00:00:32.880 --> 00:00:34.800]  有些國家是窮到什麼都沒有
[00:00:34.800 --> 00:00:36.200]  很混亂
[00:00:36.200 --> 00:00:37.520]  但有時我們都在想
[00:00:37.520 --> 00:00:38.720]  會不會在這個情況
[00:00:38.720 --> 00:00:43.360]  我們就見不到神的希望和工作呢
[00:00:43.360 --> 00:00:44.560]  絕對不是
[00:00:44.560 --> 00:00:46.120]  有時我們有些誤解
[00:00:46.120 --> 00:00:48.480]  覺得沒事沒幹就見到神
[00:00:48.480 --> 00:00:50.400]  有事有幹的時候
[00:00:50.400 --> 00:00:51.680]  神就不在這裏
[00:00:51.680 --> 00:00:56.040]  我們在歷代的歷史中
[00:00:56.040 --> 00:00:57.280]  在困難裏面
[00:00:57.280 --> 00:00:59.240]  我們更加會見到神的手
[00:00:59.240 --> 00:01:00.640]  那裏不是有衝突
[00:01:00.640 --> 00:01:02.560]  甚至有時是反過來
[00:01:02.560 --> 00:01:03.400]  有些地方
[00:01:03.400 --> 00:01:04.440]  有些人生
[00:01:04.440 --> 00:01:05.680]  越來越平坦
[00:01:05.680 --> 00:01:07.600]  越來越順暢
[00:01:07.600 --> 00:01:10.520]  他反而忘記主
[00:01:10.520 --> 00:01:12.760]  今天我會看新約
[00:01:12.760 --> 00:01:13.840]  張林奇
[00:01:13.840 --> 00:01:15.640]  新約第一卷聖經
[00:01:15.640 --> 00:01:18.040]  新約第一卷聖經是什麼
[00:01:18.040 --> 00:01:22.920]  馬太福音
[00:01:22.920 --> 00:01:26.000]  第一章 第一節看一看
[00:01:26.000 --> 00:01:29.280]  看之前當然有些隱然
[00:01:29.280 --> 00:01:30.400]  我想問大家
[00:01:30.400 --> 00:01:32.920]  知不知道自己爸爸媽媽的名字
[00:01:32.920 --> 00:01:34.920]  誰知道 舉手
[00:01:34.920 --> 00:01:36.400]  百分之百
[00:01:36.400 --> 00:01:37.200]  如果知道的
[00:01:37.200 --> 00:01:38.640]  你和你旁邊說一說
[00:01:38.640 --> 00:01:40.160]  你爸爸的名字
[00:01:40.160 --> 00:01:41.640]  告訴他們你真的知道
[00:01:41.640 --> 00:01:42.360]  1 2 3
[00:01:42.360 --> 00:01:43.160]  我爸爸的名字就是
[00:01:43.160 --> 00:01:44.440]  嘟嘟嘟嘟
[00:01:44.440 --> 00:01:49.040]  忘記了
[00:01:49.040 --> 00:01:51.000]  沒錯 我們都會知道
[00:01:51.000 --> 00:01:52.160]  當然我們的考驗
[00:01:52.160 --> 00:01:54.520]  不止是你爸爸或你媽媽的名字
[00:01:54.520 --> 00:01:55.520]  我問一下
[00:01:55.520 --> 00:01:56.800]  你們知不知道你
[00:01:56.800 --> 00:01:57.680]  如果你記分
[00:01:57.680 --> 00:02:00.200]  你知不知道你岳父岳母的名字
[00:02:00.200 --> 00:02:02.080]  老爺奶奶的名字
[00:02:02.080 --> 00:02:03.240]  如果你記分的
[00:02:03.240 --> 00:02:04.240]  你又知道的
[00:02:04.240 --> 00:02:05.680]  她全名
[00:02:05.680 --> 00:02:08.400]  不是老爺
[00:02:08.400 --> 00:02:09.520]  不是奶奶 是全名
[00:02:09.520 --> 00:02:11.400]  如果你知道的舉手
[00:02:11.400 --> 00:02:13.680]  還有五六成
[00:02:13.680 --> 00:02:14.680]  六成左右
[00:02:14.680 --> 00:02:16.360]  都不錯的
[00:02:16.360 --> 00:02:17.920]  這幾天的統計
[00:02:17.920 --> 00:02:21.680]  如果你知道你的祖父祖母全名
[00:02:21.680 --> 00:02:23.680]  全名
[00:02:23.680 --> 00:02:24.600]  如果你知道的
[00:02:24.600 --> 00:02:25.360]  記得的
[00:02:25.360 --> 00:02:25.840]  說得出的
[00:02:25.840 --> 00:02:27.320]  你現在舉手
[00:02:27.320 --> 00:02:29.920]  還有三四成
[00:02:29.920 --> 00:02:31.520]  代表你知道的
[00:02:31.520 --> 00:02:32.840]  你和他們旁邊說
[00:02:32.840 --> 00:02:34.880]  你奶奶的名字全名
[00:02:34.880 --> 00:02:37.040]  1 2 3
[00:02:37.040 --> 00:02:37.800]  很少聲
[00:02:37.800 --> 00:02:39.360]  聲音少了
[00:02:39.360 --> 00:02:41.520]  再問一些高難度的
[00:02:41.520 --> 00:02:45.400]  你知不知道你曾祖父曾祖母名
[00:02:45.400 --> 00:02:47.080]  知道的舉手
[00:02:47.080 --> 00:02:49.120]  還有三個
[00:02:49.120 --> 00:02:50.320]  兩個
[00:02:50.320 --> 00:02:51.800]  你比之前贏的
[00:02:51.800 --> 00:02:54.000]  之前只有一個
[00:02:54.000 --> 00:02:54.720]  有沒有人知道
[00:02:54.720 --> 00:02:57.200]  高祖父高祖母名
[00:02:57.200 --> 00:02:58.880]  我的同事教我的
[00:02:58.880 --> 00:03:00.840]  高祖父是再上一級
[00:03:00.840 --> 00:03:02.160]  不是叫真真祖父
[00:03:02.160 --> 00:03:02.920]  叫高祖父
[00:03:02.920 --> 00:03:03.400]  有沒有人知道
[00:03:03.400 --> 00:03:04.400]  舉手
[00:03:04.400 --> 00:03:05.360]  真的沒有
[00:03:05.360 --> 00:03:06.920]  再給你旁邊一個掌聲
[00:03:06.920 --> 00:03:09.040]  都知道不少
[00:03:09.040 --> 00:03:10.000]  當然
[00:03:10.000 --> 00:03:11.800]  很少人記得自己
[00:03:11.800 --> 00:03:14.320]  超過兩代的名字的確
[00:03:14.320 --> 00:03:15.680]  這些家譜裏面
[00:03:15.680 --> 00:03:18.120]  如果我們有留意自己的家譜
[00:03:18.120 --> 00:03:19.680]  當然有些名字
[00:03:19.680 --> 00:03:21.000]  什麼時候在這裡
[00:03:21.000 --> 00:03:21.800]  是什麼人
[00:03:21.800 --> 00:03:23.240]  什麼時候離開等等
[00:03:23.240 --> 00:03:24.680]  這些名字
[00:03:24.680 --> 00:03:26.320]  有時超過兩代
[00:03:26.320 --> 00:03:28.160]  對我們都很陌生
[00:03:28.160 --> 00:03:29.880]  當然這些名字
[00:03:29.880 --> 00:03:32.200]  其實背後不單止一個名字
[00:03:32.200 --> 00:03:35.120]  每個名字都有些故事
[00:03:35.120 --> 00:03:35.960]  有些我們知道
[00:03:35.960 --> 00:03:36.560]  有些不知道
[00:03:36.560 --> 00:03:38.280]  例如我外婆
[00:03:38.280 --> 00:03:39.720]  其實年數很大
[00:03:39.720 --> 00:03:42.760]  是比曾祖父大
[00:03:42.760 --> 00:03:43.400]  為什麼呢
[00:03:43.400 --> 00:03:45.400]  我外婆是1899年出生的
[00:03:45.400 --> 00:03:48.200]  即我外婆1899年出生
[00:03:48.200 --> 00:03:50.840]  有沒有人的外婆是1899年出生的
[00:03:50.840 --> 00:03:53.000]  即是橫跨幾個世紀
[00:03:53.000 --> 00:03:55.920]  她講過有一次的故事
[00:03:55.920 --> 00:03:59.480]  就是她日本仔打來香港的時候
[00:03:59.480 --> 00:04:00.560]  當時沒事做
[00:04:00.560 --> 00:04:01.480]  很辛苦
[00:04:01.480 --> 00:04:03.760]  她又搬米
[00:04:03.760 --> 00:04:04.560]  又做泥水
[00:04:04.560 --> 00:04:05.640]  什麼都做了
[00:04:05.640 --> 00:04:07.360]  當時有一次她說
[00:04:07.360 --> 00:04:08.360]  病了
[00:04:08.360 --> 00:04:09.600]  去看西醫
[00:04:09.600 --> 00:04:11.280]  有藥水喝
[00:04:11.280 --> 00:04:13.120]  西醫藥水你知道
[00:04:13.120 --> 00:04:14.000]  一瓶
[00:04:14.000 --> 00:04:16.840]  每四個小時喝一格
[00:04:16.840 --> 00:04:18.640]  一人不要多過四格
[00:04:18.640 --> 00:04:19.400]  我們心想
[00:04:19.400 --> 00:04:20.800]  我是做事的
[00:04:20.800 --> 00:04:22.600]  我是中國人
[00:04:22.600 --> 00:04:25.120]  我們喝藥是一碗一碗喝
[00:04:25.120 --> 00:04:27.480]  我一格一格喝
[00:04:27.480 --> 00:04:28.360]  於是我一看
[00:04:28.360 --> 00:04:29.200]  我搞錯了
[00:04:29.200 --> 00:04:30.040]  阻礙我
[00:04:30.040 --> 00:04:32.360]  讓我一次過一對一對
[00:04:32.360 --> 00:04:34.240]  結果那個人馬上暈倒
[00:04:34.240 --> 00:04:36.880]  聽了真的很有趣的故事
[00:04:36.880 --> 00:04:38.720]  我覺得很佩服她的堅毅
[00:04:38.720 --> 00:04:41.040]  很佩服她知道對家人的承擔
[00:04:41.040 --> 00:04:44.040]  但同時很佩服她的豪氣
[00:04:44.040 --> 00:04:45.240]  一次過分手
[00:04:45.240 --> 00:04:47.040]  大家千萬不要這樣
[00:04:47.040 --> 00:04:49.040]  我父親是小故事
[00:04:49.040 --> 00:04:51.240]  不知道大家曾經養過什麼寵物
[00:04:51.240 --> 00:04:52.640]  蜥蜴
[00:04:52.640 --> 00:04:53.320]  貓
[00:04:53.320 --> 00:04:54.040]  狗
[00:04:54.040 --> 00:04:55.720]  有沒有養過豬
[00:04:55.720 --> 00:04:56.440]  未必有
[00:04:56.440 --> 00:04:57.960]  除非打算做生意
[00:04:57.960 --> 00:04:59.560]  我父親養過的寵物
[00:04:59.560 --> 00:05:01.480]  大家一定沒有養過
[00:05:01.480 --> 00:05:02.400]  就是
[00:05:02.400 --> 00:05:04.000]  還帶他上學的
[00:05:04.000 --> 00:05:04.680]  就是
[00:05:04.680 --> 00:05:06.080]  小強
[00:05:06.080 --> 00:05:06.840]  又不是
[00:05:06.840 --> 00:05:08.680]  小強是我養過的
[00:05:08.680 --> 00:05:09.840]  我真的養過小強
[00:05:09.840 --> 00:05:11.400]  我小時候沒有工作
[00:05:11.400 --> 00:05:12.440]  捉了小強
[00:05:12.440 --> 00:05:14.400]  困在一個小瓶裡
[00:05:14.400 --> 00:05:15.480]  戳一個洞
[00:05:15.480 --> 00:05:17.440]  然後給他東西吃
[00:05:17.440 --> 00:05:18.560]  是不是真的很無聊
[00:05:18.560 --> 00:05:19.880]  有沒有人養過小強
[00:05:19.880 --> 00:05:20.680]  舉手吧
[00:05:20.680 --> 00:05:21.200]  坐下坐下
[00:05:21.200 --> 00:05:22.200]  喂 你養過嗎
[00:05:22.200 --> 00:05:24.760]  哇 我女朋友啊
[00:05:24.760 --> 00:05:25.760]  都是小人養
[00:05:25.760 --> 00:05:27.080]  我父親一個還小
[00:05:27.080 --> 00:05:28.080]  就是他養
[00:05:28.080 --> 00:05:29.880]  蜥蜴
[00:05:29.880 --> 00:05:32.160]  偷了一個蜥蜴仔上學
[00:05:32.160 --> 00:05:35.840]  我知道我們家現在也有蜥蜴的玩偶
[00:05:35.840 --> 00:05:36.640]  蜥蜴就真的沒有了
[00:05:36.640 --> 00:05:37.520]  真的很有趣
[00:05:37.520 --> 00:05:39.600]  每個名字後面其實
[00:05:39.600 --> 00:05:41.720]  都有一個小故事
