
[00:00:00.000 --> 00:00:01.740]  我們今天開始講道
[00:00:01.740 --> 00:00:03.460]  今次的題目
[00:00:03.460 --> 00:00:07.440]  我是想過如何定義這個題目的
[00:00:07.440 --> 00:00:11.320]  傳統上我們都是信徒
[00:00:11.320 --> 00:00:13.600]  我們都說要感恩感恩
[00:00:13.600 --> 00:00:15.480]  這是很正面、正確的
[00:00:15.480 --> 00:00:16.320]  是感恩
[00:00:16.320 --> 00:00:18.980]  因為神有很多的恩典在我們身上
[00:00:18.980 --> 00:00:22.280]  我們應該要學會事實上去感恩
[00:00:22.280 --> 00:00:25.200]  但是這個感恩講得太多了
[00:00:25.200 --> 00:00:27.720]  講到有時候在電視台
[00:00:27.720 --> 00:00:30.920]  聽新聞、訪問什麼藝員
[00:00:30.920 --> 00:00:32.240]  他又說感恩
[00:00:32.240 --> 00:00:35.220]  他擺明不是信耶穌的
[00:00:35.220 --> 00:00:36.880]  也好,他也懂得說這兩個字
[00:00:36.880 --> 00:00:38.040]  但是我們又要問
[00:00:38.040 --> 00:00:40.160]  你向誰感恩呢?
[00:00:40.160 --> 00:00:43.160]  那些恩,是誰給你的呢?
[00:00:43.160 --> 00:00:44.620]  你要感恩呢?
[00:00:44.620 --> 00:00:46.520]  他們是順口的
[00:00:46.520 --> 00:00:48.000]  只是說說而已
[00:00:48.000 --> 00:00:49.240]  他又不信神
[00:00:49.240 --> 00:00:51.240]  有些人無神論
[00:00:51.240 --> 00:00:52.360]  他又說感恩
[00:00:52.360 --> 00:00:53.480]  不知道感恩誰
[00:00:53.480 --> 00:00:56.120]  但是我們信徒的感恩是不同的
[00:00:56.120 --> 00:00:59.080]  我們知道我們有一個施恩者
[00:00:59.080 --> 00:01:01.640]  來向他感謝
[00:01:01.640 --> 00:01:03.480]  但是這個感恩的詞也用得太多了
[00:01:03.480 --> 00:01:04.960]  怕大家沒什麼印象
[00:01:04.960 --> 00:01:05.760]  不深刻
[00:01:05.760 --> 00:01:08.920]  所以我們反過來看這個主題
[00:01:08.920 --> 00:01:10.360]  忘恩
[00:01:10.360 --> 00:01:12.920]  希望大家深刻一點
[00:01:12.920 --> 00:01:14.160]  忘恩
[00:01:14.160 --> 00:01:15.400]  我們中國人
[00:01:15.400 --> 00:01:18.000]  廣東話一聽到忘恩
[00:01:18.000 --> 00:01:20.320]  就會有一個詞彈出來
[00:01:20.320 --> 00:01:21.680]  四字詞語是什麼呢?
[00:01:21.680 --> 00:01:23.800]  是的,每個人都知道
[00:01:23.800 --> 00:01:25.240]  忘恩負義
[00:01:25.240 --> 00:01:28.160]  這是好的事情還是不好的事情呢?
[00:01:28.160 --> 00:01:29.200]  是不好的事情
[00:01:29.200 --> 00:01:31.720]  我們從小就教導小朋友
[00:01:31.720 --> 00:01:34.600]  大人之間互相教育
[00:01:34.600 --> 00:01:35.800]  我們不應該這樣
[00:01:35.800 --> 00:01:39.200]  我們試試從這個角度去看
[00:01:39.200 --> 00:01:40.600]  忘恩
[00:01:40.600 --> 00:01:41.760]  感恩
[00:01:41.760 --> 00:01:43.040]  究竟應該是怎麼樣呢?
[00:01:43.040 --> 00:01:45.400]  我也選了一節經文
[00:01:45.400 --> 00:01:48.680]  就是在詩篇103篇
[00:01:48.680 --> 00:01:51.200]  剛才在宣告那裡
[00:01:51.200 --> 00:01:52.600]  就有這一節
[00:01:52.600 --> 00:01:53.600]  大家記不記得?
[00:01:53.600 --> 00:01:54.920]  我們也讀一次
[00:01:54.920 --> 00:01:59.240]  "我的心啊,你要稱重耶和華"
[00:01:59.240 --> 00:02:03.040]  "不可忘記他的一切恩惠"
[00:02:03.040 --> 00:02:05.240]  其實我有想過
[00:02:05.240 --> 00:02:06.640]  有一首詩歌
[00:02:06.640 --> 00:02:08.560]  就是這幾節聖經
[00:02:08.560 --> 00:02:09.600]  也很好聽的
[00:02:09.600 --> 00:02:11.080]  不過今天不是我帶詩歌
[00:02:11.080 --> 00:02:12.760]  那就算了
[00:02:12.760 --> 00:02:16.080]  下次有機會跟大家唱一唱這首詩歌
[00:02:16.080 --> 00:02:19.880]  "我的心啊,你要稱重耶和華"
[00:02:19.880 --> 00:02:21.880]  就是一個人跟自己的心說
[00:02:21.880 --> 00:02:23.320]  我們的心
[00:02:23.320 --> 00:02:25.560]  如果你太理性去看
[00:02:25.560 --> 00:02:27.040]  我們的心就是他的心臟
[00:02:27.040 --> 00:02:29.520]  把血泵來泵去而已
[00:02:29.520 --> 00:02:31.080]  就是心裡沒有感情
[00:02:31.080 --> 00:02:32.200]  我們是這麼想的
[00:02:32.200 --> 00:02:34.920]  但是我們從一個人性的角度去看
[00:02:34.920 --> 00:02:38.360]  你知道我的心是指你的心靈
[00:02:38.360 --> 00:02:39.600]  你的心思
[00:02:39.600 --> 00:02:43.680]  就是跟你的腦筋裡面想什麼是有些不同的
[00:02:43.680 --> 00:02:46.280]  就是多了一些感性的東西在裡面
[00:02:46.280 --> 00:02:49.040]  其實從我們的經驗裡面
[00:02:49.040 --> 00:02:52.280]  你也有時候感覺過了
[00:02:52.280 --> 00:02:56.120]  或者你看別人的感覺也有感覺過
[00:02:56.120 --> 00:02:58.120]  就是說有一些事情發生
[00:02:58.120 --> 00:03:00.360]  你總是心裡不舒服
[00:03:00.360 --> 00:03:01.320]  你會這麼形容
[00:03:01.320 --> 00:03:03.640]  其實真的感覺是從這裡出來的
[00:03:03.640 --> 00:03:05.400]  總是心裡好像不舒服
[00:03:05.400 --> 00:03:06.240]  譬如說
[00:03:06.240 --> 00:03:07.240]  簡單一點
[00:03:07.240 --> 00:03:10.400]  我老婆說
[00:03:10.400 --> 00:03:12.200]  "哎呀,女兒這麼晚還沒回來"
[00:03:12.200 --> 00:03:13.080]  又睡不著
[00:03:13.080 --> 00:03:14.600]  心裡就亂七八糟的
[00:03:14.600 --> 00:03:15.840]  又睡不著
[00:03:15.840 --> 00:03:16.840]  聽到門鈴聲
[00:03:16.840 --> 00:03:18.120]  "女兒回來了"
[00:03:18.120 --> 00:03:19.840]  心裡就鎮定了
[00:03:19.840 --> 00:03:20.840]  今天可以睡了
[00:03:20.840 --> 00:03:22.280]  有沒有類似的經驗呢?
[00:03:22.280 --> 00:03:23.280]  有的
[00:03:23.280 --> 00:03:25.080]  那個感覺是從這裡來的
[00:03:25.080 --> 00:03:26.200]  為什麼會從這裡來呢?
[00:03:26.200 --> 00:03:27.240]  為什麼不從這裡來呢?
[00:03:27.240 --> 00:03:28.760]  為什麼不從腳那裡來呢?
[00:03:28.760 --> 00:03:30.720]  其實真的要研究的話
[00:03:30.720 --> 00:03:32.520]  我想也可能是的
[00:03:32.520 --> 00:03:34.560]  就是我們的心臟本身
[00:03:34.560 --> 00:03:37.840]  也有一些血管來供應心臟
[00:03:37.840 --> 00:03:40.680]  不知道是不是那些血管多小的時候
[00:03:40.680 --> 00:03:43.160]  搞到你的心有些感覺不舒服
[00:03:43.160 --> 00:03:45.120]  但是我們真的有感受的
[00:03:45.120 --> 00:03:46.880]  所以我們說從心而來
[00:03:46.880 --> 00:03:49.120]  有時候我們很生氣一個人
[00:03:49.120 --> 00:03:52.120]  心裡面好像有一道火一樣
[00:03:52.120 --> 00:03:53.760]  從這裡供出來
[00:03:53.760 --> 00:03:55.840]  心裡不斷跳動
[00:03:55.840 --> 00:03:57.520]  很有衝勁
[00:03:57.520 --> 00:03:58.920]  好像打鼓一樣
[00:03:58.920 --> 00:04:00.000]  也是一個心
[00:04:00.000 --> 00:04:02.920]  我們的心其實是代表很多東西
[00:04:02.920 --> 00:04:04.440]  是我們的心靈
[00:04:04.440 --> 00:04:07.080]  我們心層裡面的思想
[00:04:07.080 --> 00:04:08.000]  或者有些人說
[00:04:08.000 --> 00:04:09.600]  我們裡面那個人
[00:04:09.600 --> 00:04:11.160]  裡面還有一個人
[00:04:11.160 --> 00:04:12.520]  就是一個心
[00:04:12.520 --> 00:04:13.160]  就是代表了
[00:04:13.160 --> 00:04:15.360]  這裡就是說我的心
[00:04:15.360 --> 00:04:18.800]  作詩的人跟自己的心裡面說話
[00:04:18.800 --> 00:04:21.840]  就是跟自己心靈的深處說話
[00:04:21.840 --> 00:04:24.520]  跟自己真正在裡面的那個人說話
[00:04:24.520 --> 00:04:25.480]  說什麼呢?
[00:04:25.480 --> 00:04:28.080]  你要稱頌的話
[00:04:28.080 --> 00:04:32.480]  不是隨便在那裡唱歌這樣稱頌
[00:04:32.480 --> 00:04:35.640]  真的由心發出那個稱頌
[00:04:35.640 --> 00:04:39.200]  剛才大師的姐妹帶來好不好?
