
[00:00:00.000 --> 00:00:03.800]  有一個小學的時候已經猜過的謎語
[00:00:03.800 --> 00:00:05.540]  聽似很簡單
[00:00:05.540 --> 00:00:09.260]  謎面是大字加一點
[00:00:09.260 --> 00:00:10.320]  猜一個字
[00:00:10.320 --> 00:00:13.960]  你猜是哪一個字呢?
[00:00:13.960 --> 00:00:15.360]  巧妙的是
[00:00:15.360 --> 00:00:19.400]  如果你猜是「太」字
[00:00:19.400 --> 00:00:21.300]  我可以說錯
[00:00:21.300 --> 00:00:25.160]  因為這個是一個「犬」字
[00:00:25.160 --> 00:00:27.300]  你猜是「犬」字嗎?
[00:00:27.300 --> 00:00:30.200]  我可以說錯 是個「太」字
[00:00:30.200 --> 00:00:31.200]  又或者
[00:00:31.200 --> 00:00:34.200]  你說要麼就是個「太」字
[00:00:34.200 --> 00:00:36.640]  要麼就是個「犬」字
[00:00:36.640 --> 00:00:38.600]  我都可以說錯
[00:00:38.600 --> 00:00:41.800]  因為是個「臭」字
[00:00:41.800 --> 00:00:43.300]  為什麼?
[00:00:43.300 --> 00:00:49.700]  這個是大字加一點
[00:00:49.700 --> 00:00:53.900]  那麼字大加一點呢?
[00:00:53.900 --> 00:00:58.100]  答案是這個字
[00:00:58.100 --> 00:01:01.200]  「驕傲」的「我」字
[00:01:01.200 --> 00:01:03.300]  但是是這個字
[00:01:03.300 --> 00:01:09.500]  還是這個大了的「我」字呢?
[00:01:09.500 --> 00:01:14.700]  為什麼這個「我」字會大了一點呢?
[00:01:14.700 --> 00:01:18.800]  是因為這個字
[00:01:18.800 --> 00:01:20.500]  是因為我們驕傲
[00:01:20.500 --> 00:01:26.300]  所以我們的大字是大了一點
[00:01:26.300 --> 00:01:29.000]  也就是因為這個謎面
[00:01:29.000 --> 00:01:35.200]  我們的字大加多了一點
[00:01:35.200 --> 00:01:37.000]  有一個金幣
[00:01:37.000 --> 00:01:39.500]  和一個銅錢
[00:01:39.500 --> 00:01:44.300]  一切都是由製造金幣廠出產的
[00:01:44.300 --> 00:01:45.500]  在那裡出爐
[00:01:45.500 --> 00:01:49.000]  送到銀行的出納處
[00:01:49.000 --> 00:01:53.500]  在桌上平排的放在那裡
[00:01:53.500 --> 00:01:56.600]  金幣就對銅錢說
[00:01:56.600 --> 00:02:00.000]  走開!你是用銅做的
[00:02:00.000 --> 00:02:03.500]  我呢?我是用晶金做的
[00:02:03.500 --> 00:02:05.500]  沒有人會體重你的
[00:02:05.500 --> 00:02:08.800]  我是世人所重用的
[00:02:08.800 --> 00:02:11.900]  將會經過達官貴人的手
[00:02:11.900 --> 00:02:14.700]  和一些高貴婦女的手
[00:02:14.700 --> 00:02:16.800]  將來會做大事
[00:02:16.800 --> 00:02:22.100]  或者有一天會用我來做皇冠
[00:02:22.100 --> 00:02:24.000]  講的時候
[00:02:24.000 --> 00:02:26.300]  語氣帶著譏諷
[00:02:26.300 --> 00:02:27.700]  感恩的是
[00:02:27.700 --> 00:02:33.900]  這個銅錢並沒有放棄他的盼望
[00:02:33.900 --> 00:02:35.000]  在這個時候
[00:02:35.000 --> 00:02:37.800]  有一個守財佬來到銀行
[00:02:37.800 --> 00:02:41.100]  出納完就將金幣給了他
[00:02:41.100 --> 00:02:42.200]  臨別的時候
[00:02:42.200 --> 00:02:44.000]  銅錢對他說
[00:02:44.000 --> 00:02:47.900]  再見!祝你事事快樂!
[00:02:47.900 --> 00:02:50.800]  金幣還未來得及回答
[00:02:50.800 --> 00:02:52.100]  那個守財佬
[00:02:52.100 --> 00:02:55.700]  已經將金幣放在袋子裡
[00:02:55.700 --> 00:02:57.100]  回到家裡
[00:02:57.100 --> 00:03:00.300]  也放在銀箱裡
[00:03:00.300 --> 00:03:04.300]  但他很怕財物會被人偷走
[00:03:04.300 --> 00:03:10.700]  他又將銀箱埋藏在泥土裡
[00:03:10.700 --> 00:03:14.300]  沒多久這個守財佬死了
[00:03:14.300 --> 00:03:17.500]  沒有人知道他的財寶放在哪裡
[00:03:17.500 --> 00:03:20.900]  這個金幣就從此失蹤
[00:03:20.900 --> 00:03:24.300]  不見天日了
[00:03:24.300 --> 00:03:27.000]  當守財佬離開了銀行之後
[00:03:27.000 --> 00:03:30.500]  這個出納完他自己出糧
[00:03:30.500 --> 00:03:33.200]  收了這個銅錢
[00:03:33.200 --> 00:03:34.500]  他下班的時候
[00:03:34.500 --> 00:03:37.300]  看到一個老婦人掉在地上
[00:03:37.300 --> 00:03:38.900]  他過去扶她
[00:03:38.900 --> 00:03:41.300]  她旁邊的孫子很可憐
[00:03:41.300 --> 00:03:43.300]  不停地看著她
[00:03:43.300 --> 00:03:47.700]  他於是就將銅錢送給了小朋友
[00:03:47.700 --> 00:03:49.500]  小朋友回到家裡
[00:03:49.500 --> 00:03:51.500]  又送給了他的妹妹
[00:03:51.500 --> 00:03:57.100]  告訴她這個銅錢是怎樣得來的
[00:03:57.100 --> 00:04:00.500]  這個女孩就拿了這個銅錢去公園
[00:04:00.500 --> 00:04:02.600]  告訴她媽媽
[00:04:02.600 --> 00:04:07.000]  而當時有一個老乞丐在行乞
[00:04:07.000 --> 00:04:11.500]  這個女孩就將這個銅錢給了他
[00:04:11.500 --> 00:04:17.100]  並且告訴他這個銅錢的來歷
[00:04:17.100 --> 00:04:22.500]  這個乞丐拿著銅錢去麵包店買麵包
[00:04:22.500 --> 00:04:26.300]  途中他遇到一個賣畫的藝術家
[00:04:26.300 --> 00:04:30.600]  他賣畫籌款是要去贖他的弟弟
[00:04:30.600 --> 00:04:36.600]  因為他弟弟被總督俘虜了他
[00:04:36.600 --> 00:04:43.300]  這個乞丐被這個藝術家的故事感動了
[00:04:43.300 --> 00:04:46.400]  就將這個銅錢送給這個藝術家
[00:04:46.400 --> 00:04:50.600]  並且告訴他這個銅錢的來歷
[00:04:50.600 --> 00:04:52.400]  這個麵包店的主人
[00:04:52.400 --> 00:04:56.100]  看到這個乞丐如此慷慨的行為
[00:04:56.100 --> 00:04:59.600]  就將很多很多的麵包送給他
[00:04:59.600 --> 00:05:05.900]  比一個銅錢所能夠買到的多出很多倍
[00:05:05.900 --> 00:05:08.400]  藝術家來到總督的面前
[00:05:08.400 --> 00:05:12.800]  將他籌到所有的款項都給了總督
[00:05:12.800 --> 00:05:15.100]  要贖他的弟弟
[00:05:15.100 --> 00:05:18.100]  但是總督很不滿意
[00:05:18.100 --> 00:05:20.600]  因為錢不夠
[00:05:20.600 --> 00:05:26.400]  需要更多的錢財才可以恢復他弟弟的自由
[00:05:26.400 --> 00:05:28.400]  藝術家對總督說
[00:05:28.400 --> 00:05:31.200]  這些已經是我所有
[00:05:31.200 --> 00:05:32.900]  我都給了你了
[00:05:32.900 --> 00:05:36.400]  現在我身上還有一個銅錢
[00:05:36.400 --> 00:05:43.800]  同時他將這個銅錢的來歷告訴總督
[00:05:43.800 --> 00:05:47.300]  總督聽了這一連串的故事
[00:05:47.300 --> 00:05:50.400]  心裡就歡喜
[00:05:50.400 --> 00:05:53.500]  他說 那我就要了這個銅錢
[00:05:53.500 --> 00:05:58.500]  或者他會帶來幸運
[00:05:58.500 --> 00:06:04.900]  於是總督就將所有的錢都退給藝術家
[00:06:04.900 --> 00:06:08.000]  而且恢復了他弟弟的自由
[00:06:08.000 --> 00:06:13.800]  然後他就將這個銅錢掛在心口
[00:06:13.800 --> 00:06:16.700]  沒多久之後總督就去打仗
[00:06:16.700 --> 00:06:23.400]  有一支箭正正的射中了掛在胸前的這個銅錢
[00:06:23.400 --> 00:06:28.000]  因此總督的性命得以保存
[00:06:28.000 --> 00:06:31.100]  戰爭過去了
[00:06:31.100 --> 00:06:33.600]  總督近見皇帝
[00:06:33.600 --> 00:06:39.000]  告訴他自己的生命是怎樣被這個銅錢所救
[00:06:39.000 --> 00:06:45.200]  並且告訴皇上關於這個銅錢的一連串故事
[00:06:45.200 --> 00:06:48.400]  皇上望著這個銅錢
[00:06:48.400 --> 00:06:54.300]  心裡說 真是一個奇妙的銅錢
[00:06:54.300 --> 00:06:58.300]  總督看到皇上的喜悅、心情
[00:06:58.300 --> 00:07:02.600]  於是就將這個銅錢送給皇上
[00:07:02.600 --> 00:07:06.300]  皇帝就用一條金鏈將銅錢掛在
[00:07:06.300 --> 00:07:13.900]  自己平時所用的那個劍的劍柄上面作為裝飾
[00:07:13.900 --> 00:07:17.300]  有一天皇帝要喝一杯酒
[00:07:17.300 --> 00:07:22.200]  正當侍臣將酒敬上來的時候
[00:07:22.200 --> 00:07:27.000]  皇后卻要看看皇帝的那把劍
[00:07:27.000 --> 00:07:30.400]  劍柄上面掛著些什麼
[00:07:30.400 --> 00:07:34.400]  當皇帝將劍遞給皇后的時候
[00:07:34.400 --> 00:07:39.200]  那個銅錢就掉進了那杯酒裡面
[00:07:39.200 --> 00:07:43.300]  他們將那個銅錢從酒杯裡拿出來的時候
[00:07:43.300 --> 00:07:48.000]  發現那個銅錢已經變成青綠色
[00:07:48.000 --> 00:07:53.700]  原來一早有人在酒裡面放了毒藥
[00:07:53.700 --> 00:07:57.500]  皇帝因為銅錢變色的緣故
[00:07:57.500 --> 00:08:00.800]  得以保存性命
[00:08:00.800 --> 00:08:03.900]  後來皇帝將這個銅錢
[00:08:03.900 --> 00:08:07.200]  鑲在他的皇冠上面
[00:08:07.200 --> 00:08:10.500]  再加上很多其他的
[00:08:10.500 --> 00:08:14.100]  很寶貴的寶石、珍珠
[00:08:14.100 --> 00:08:19.300]  全部都環繞著這個銅錢
[00:08:19.300 --> 00:08:22.500]  在皇帝的心目中
[00:08:22.500 --> 00:08:29.600]  這個銅錢是比一切的珍寶更加的寶貴
[00:08:29.600 --> 00:08:31.000]  他這樣的做法
[00:08:31.000 --> 00:08:35.500]  是叫人紀念這個銅錢的一切經歷
[00:08:35.500 --> 00:08:39.100]  世事時時都出人意料
[00:08:39.100 --> 00:08:42.300]  鑲在皇冠上面的
[00:08:42.300 --> 00:08:45.100]  不是那個金幣
[00:08:45.100 --> 00:08:49.500]  而是這個銅錢
[00:08:49.500 --> 00:08:51.500]  這個故事告訴我們
[00:08:51.500 --> 00:08:55.800]  每一個銅錢都有用
[00:08:55.800 --> 00:08:59.000]  連每一個銅錢都有用
[00:08:59.000 --> 00:09:00.500]  何況是人
[00:09:00.500 --> 00:09:05.400]  神造的每一個人都有用
[00:09:05.400 --> 00:09:08.900]  問題是
[00:09:08.900 --> 00:09:10.900]  我們都覺得
[00:09:10.900 --> 00:09:12.600]  但是我們都覺得
[00:09:12.600 --> 00:09:15.800]  「我」是比別人強
[00:09:15.800 --> 00:09:20.500]  「我」是比別人有用
[00:09:20.500 --> 00:09:24.300]  這個就是一個大了的「我」字
[00:09:24.300 --> 00:09:27.900]  是金幣的「我」字大了
[00:09:27.900 --> 00:09:31.200]  金幣尊「我」為大
[00:09:31.200 --> 00:09:35.800]  而路加福音1章46到47節
[00:09:35.800 --> 00:09:36.900]  瑪利亞說
[00:09:36.900 --> 00:09:39.400]  我心尊主為大
[00:09:39.400 --> 00:09:44.300]  我靈以神 我的救主為樂
[00:09:44.300 --> 00:09:47.700]  我們是活在世人中間
[00:09:47.700 --> 00:09:51.200]  並且時時都以自己為中心
[00:09:51.200 --> 00:09:55.500]  所以就將自己看重了
[00:09:55.500 --> 00:10:00.200]  忘記了那位遠超過人的神
[00:10:00.200 --> 00:10:02.500]  如果從體積來比
[00:10:02.500 --> 00:10:04.500]  是沒有辦法比的
[00:10:04.500 --> 00:10:06.600]  人所居住的地球
[00:10:06.600 --> 00:10:08.900]  甚至連所屬的太陽系
[00:10:08.900 --> 00:10:11.100]  在宇宙當中
[00:10:11.100 --> 00:10:15.000]  都是渺小到不得了
[00:10:15.000 --> 00:10:17.900]  而神卻在宇宙之上
[00:10:17.900 --> 00:10:20.900]  祂比萬有都大
[00:10:20.900 --> 00:10:25.100]  萬有又俯伏在祂的腳下
[00:10:25.100 --> 00:10:26.500]  其實
[00:10:26.500 --> 00:10:30.400]  不能夠將人和神這樣相提並論
[00:10:30.400 --> 00:10:34.500]  因為神乃是宇宙萬有的創造者
[00:10:34.500 --> 00:10:37.900]  一切可以隨時歸於無有
[00:10:37.900 --> 00:10:43.300]  而神卻仍然存在
[00:10:43.300 --> 00:10:48.100]  因此我們應該是何等的尊神為大
[00:10:48.100 --> 00:10:50.100]  要敬畏祂到極點
[00:10:50.100 --> 00:10:53.300]  而將世界 將人類
[00:10:53.300 --> 00:10:57.700]  將自己都看為極其的渺小
[00:10:57.700 --> 00:11:00.400]  絕對的不配
[00:11:00.400 --> 00:11:03.500]  不配同神相比
[00:11:03.500 --> 00:11:04.900]  奇怪的是
[00:11:04.900 --> 00:11:08.100]  有時我們腳剛剛相反
[00:11:08.100 --> 00:11:11.700]  我們覺得我們自己比神重大
[00:11:11.700 --> 00:11:14.500]  我們要祂聽我話
[00:11:14.500 --> 00:11:16.900]  我們將神看得多大
[00:11:16.900 --> 00:11:18.100]  都是應該的
[00:11:18.100 --> 00:11:20.900]  尊重神到極高的地步
[00:11:20.900 --> 00:11:22.900]  都是不過分的
[00:11:22.900 --> 00:11:24.700]  因為祂是萬有的主
[00:11:24.700 --> 00:11:26.900]  祂有絕對的主權
[00:11:26.900 --> 00:11:29.000]  讓我們將萬有
[00:11:29.000 --> 00:11:32.000]  看作好像是祂腳下的塵土
[00:11:32.000 --> 00:11:38.500]  而將我們自己視為一顆灰塵
[00:11:38.500 --> 00:11:40.800]  我們應當完完全全的
[00:11:40.800 --> 00:11:43.600]  俯伏在祂的權能之下
[00:11:43.600 --> 00:11:47.100]  聽祂的命令
[00:11:47.100 --> 00:11:51.400]  真正的喜樂又在哪裡呢
[00:11:51.400 --> 00:11:55.000]  想以任何的人 事 物
[00:11:55.000 --> 00:11:56.900]  成為所愛的對象
[00:11:56.900 --> 00:11:59.000]  在其中找到快樂
[00:11:59.000 --> 00:12:02.900]  Happiness 都只是短暫的
[00:12:02.900 --> 00:12:04.700]  都是自欺的
[00:12:04.700 --> 00:12:06.000]  到頭來
[00:12:06.000 --> 00:12:08.500]  不單止不能叫人滿足
[00:12:08.500 --> 00:12:15.000]  而且只會叫人更加的感到飢渴 痛苦
[00:12:15.000 --> 00:12:18.700]  因為一切根本都是虛空的
[00:12:18.700 --> 00:12:20.500]  裡面沒有真正的生命
[00:12:20.500 --> 00:12:23.900]  沒有什麼可愛之處
[00:12:23.900 --> 00:12:25.500]  唯獨是神
[00:12:25.500 --> 00:12:31.600]  神是真 善 美的泉源和總和
[00:12:31.600 --> 00:12:35.400]  並且是無限量 無窮盡的
[00:12:35.400 --> 00:12:39.400]  所以 應當以神為樂
[00:12:39.400 --> 00:12:41.700]  才是真正的喜樂
[00:12:41.700 --> 00:12:44.000]  Joy
[00:12:44.000 --> 00:12:48.700]  瑪利亞她體會得到這個福分
[00:12:48.700 --> 00:12:50.700]  在四福音裡面
[00:12:50.700 --> 00:12:52.900]  只有盧家福音是記錄了
[00:12:52.900 --> 00:12:59.300]  和耶穌基督降世有關的思覺和音樂
[00:12:59.300 --> 00:13:05.700]  馬太 馬可 約翰福音都沒有任何的思覺
[00:13:05.700 --> 00:13:12.800]  盧家福音就記錄了四首美麗的思覺
[00:13:12.800 --> 00:13:16.600]  第一是瑪利亞的專主頌
[00:13:16.600 --> 00:13:21.200]  在盧家福音一章46到55節
[00:13:21.200 --> 00:13:23.900]  第二是撒加利亞的我主頌
[00:13:23.900 --> 00:13:28.800]  盧家福音一章67到79節
