
[00:00:00.000 --> 00:00:01.300]  看不看得到中文字?
[00:00:01.300 --> 00:00:03.940]  一、二、三
[00:00:03.940 --> 00:00:05.060]  GO!
[00:00:05.060 --> 00:00:07.060]  GO就是去啦!
[00:00:07.060 --> 00:00:09.400]  這個就是拍照的時候
[00:00:09.400 --> 00:00:10.300]  一、二、三
[00:00:10.300 --> 00:00:11.740]  啪!這樣拍了
[00:00:11.740 --> 00:00:13.480]  那大家不知道試過
[00:00:13.480 --> 00:00:14.440]  這樣的拍法
[00:00:14.440 --> 00:00:16.480]  人家一、二、三拍了出來
[00:00:16.480 --> 00:00:18.600]  鬆、搖、矇
[00:00:18.600 --> 00:00:19.460]  試過沒有?
[00:00:19.460 --> 00:00:22.460]  因為拍照是講節奏的
[00:00:22.460 --> 00:00:24.180]  每個人的節奏不同的
[00:00:24.180 --> 00:00:25.680]  我經常拍照的時候
[00:00:25.680 --> 00:00:27.280]  一、二
[00:00:27.280 --> 00:00:29.200]  拍了嗎?
[00:00:30.000 --> 00:00:32.000]  你都沒有喊三啊!
[00:00:32.000 --> 00:00:33.080]  拍了嗎?
[00:00:33.080 --> 00:00:34.920]  我自己拍照就是
[00:00:34.920 --> 00:00:37.420]  一、二、三就按下去了
[00:00:37.420 --> 00:00:39.420]  但很多人還沒弄好
[00:00:39.420 --> 00:00:40.700]  還在梳頭下
[00:00:40.700 --> 00:00:42.880]  還想著還有一下
[00:00:42.880 --> 00:00:44.580]  節拍很重要
[00:00:44.580 --> 00:00:47.740]  你跟拍照的節拍跟不上的話
[00:00:47.740 --> 00:00:51.140]  你拍的照可能不是你的效果
[00:00:51.140 --> 00:00:52.780]  但是跑步
[00:00:52.780 --> 00:00:54.660]  大家看過短跑吧
[00:00:54.660 --> 00:00:55.700]  一百米
[00:00:55.700 --> 00:00:57.560]  一百米短跑
[00:00:57.560 --> 00:00:59.360]  預備姿勢是怎樣的?
[00:00:59.360 --> 00:01:01.580]  就像那個男生那樣
[00:01:01.580 --> 00:01:02.840]  趴在那裡
[00:01:02.840 --> 00:01:03.900]  預備
[00:01:03.900 --> 00:01:07.800]  然後低頭看前面一公尺
[00:01:07.800 --> 00:01:11.080]  然後就提起臀部
[00:01:11.080 --> 00:01:12.460]  然後做什麼?
[00:01:12.460 --> 00:01:13.780]  做一件很重要的事情
[00:01:13.780 --> 00:01:14.800]  等什麼?
[00:01:14.800 --> 00:01:16.360]  等這個
[00:01:16.360 --> 00:01:17.240]  啪!
[00:01:17.240 --> 00:01:21.820]  通常賽跑的司令員怎麼說呢?
[00:01:21.820 --> 00:01:23.160]  On your mark
[00:01:23.160 --> 00:01:24.180]  Get set, go!
[00:01:24.180 --> 00:01:25.080]  意思是
[00:01:25.080 --> 00:01:27.060]  各就位
[00:01:27.060 --> 00:01:28.820]  去到你那條線那裡
[00:01:28.820 --> 00:01:30.000]  接著你就預備了
[00:01:30.000 --> 00:01:31.340]  大家趴下
[00:01:31.340 --> 00:01:34.000]  預備就要好好準備
[00:01:34.000 --> 00:01:36.400]  留意手不要碰到那條線
[00:01:36.400 --> 00:01:39.660]  留意聽到啪一聲
[00:01:39.660 --> 00:01:41.160]  你才衝出去
[00:01:41.160 --> 00:01:43.160]  因為如果你偷步
[00:01:43.160 --> 00:01:44.420]  如果你節拍不對
[00:01:44.420 --> 00:01:46.820]  或者你沒留意到那條線的話
[00:01:46.820 --> 00:01:48.940]  你就會被淘汰出去
[00:01:48.940 --> 00:01:49.700]  就是說
[00:01:49.700 --> 00:01:51.800]  你就會被取消資格
[00:01:51.800 --> 00:01:53.800]  你就參與不了賽事
[00:01:53.800 --> 00:01:55.700]  人生裡面
[00:01:55.700 --> 00:01:58.860]  我們是命定了是賽跑的
[00:01:58.860 --> 00:02:01.340]  本來提到我們基督徒的人生裡面
[00:02:01.340 --> 00:02:03.700]  就是我們每個人都可以嘗試去跑
[00:02:03.700 --> 00:02:07.420]  總之我們忘記在老人面前向著標桿直跑
[00:02:07.420 --> 00:02:09.620]  標桿就是我們的目的了
[00:02:09.620 --> 00:02:11.460]  究竟基督徒人生
[00:02:11.460 --> 00:02:14.500]  我們有沒有預備好自己跑得好
[00:02:14.500 --> 00:02:15.420]  跑得準
[00:02:15.420 --> 00:02:16.900]  跑得漂亮呢?
[00:02:16.900 --> 00:02:20.380]  這個就是今天我跟大家分享的題目
[00:02:20.380 --> 00:02:21.700]  一二三高位斯
[00:02:21.700 --> 00:02:22.300]  就是說
[00:02:22.300 --> 00:02:23.460]  我們做基督徒
[00:02:23.460 --> 00:02:25.020]  我們要做得最好的
[00:02:25.020 --> 00:02:26.020]  就是跟隨基督
[00:02:26.020 --> 00:02:27.500]  做一個好的門徒
[00:02:27.500 --> 00:02:29.020]  怎樣跟隨基督呢?
[00:02:29.020 --> 00:02:32.060]  我會透過《馬可福音》
[00:02:32.060 --> 00:02:34.620]  第十一章一到十一節
[00:02:34.620 --> 00:02:36.420]  來講一講
[00:02:36.420 --> 00:02:39.700]  一個做門徒是應該怎樣做的呢?
[00:02:39.700 --> 00:02:42.860]  《馬可福音》頭十章
[00:02:42.860 --> 00:02:44.860]  是在說什麼呢?
[00:02:44.860 --> 00:02:48.460]  耶穌基督三年裡面和門徒一起生活
[00:02:48.460 --> 00:02:50.140]  他怎樣去傳福音
[00:02:50.140 --> 00:02:52.700]  《馬可福音》共有多少章呢?
[00:02:52.700 --> 00:02:54.460]  十六章
[00:02:54.460 --> 00:02:57.860]  一講差不多到大結局了
[00:02:57.860 --> 00:02:59.860]  只是講了十章而已
[00:02:59.860 --> 00:03:01.860]  那六章還有東西要寫嗎?
[00:03:01.860 --> 00:03:03.460]  無線編劇真是
[00:03:03.460 --> 00:03:05.260]  一點點都要拉得很長
[00:03:05.260 --> 00:03:06.260]  不是
[00:03:06.260 --> 00:03:10.580]  因為最後那六章是在說
[00:03:10.580 --> 00:03:15.060]  耶穌基督最後一個星期裡所發生的事情
[00:03:15.060 --> 00:03:16.460]  很重要
[00:03:16.460 --> 00:03:17.860]  一個星期的事情
[00:03:17.860 --> 00:03:19.260]  用六章的聖經
[00:03:19.260 --> 00:03:20.260]  是在說
[00:03:20.260 --> 00:03:22.660]  耶穌要讓我們知道
[00:03:22.660 --> 00:03:26.260]  門徒要怎樣去完成
[00:03:26.260 --> 00:03:27.660]  三年的訓練
[00:03:27.660 --> 00:03:29.260]  到底門徒去到什麼標準呢?
[00:03:29.260 --> 00:03:30.860]  而最後的時候
[00:03:30.860 --> 00:03:33.260]  我們說如果作為老師的耶穌
[00:03:33.260 --> 00:03:34.060]  祂知道
[00:03:34.060 --> 00:03:35.260]  德榮耀就知道了
[00:03:35.260 --> 00:03:36.660]  就釘十字架了
[00:03:36.660 --> 00:03:39.660]  和門徒再相處的時間不是很多時間
[00:03:39.660 --> 00:03:42.460]  所以一定在這段時間裡面
[00:03:42.460 --> 00:03:44.260]  祂傾囊相授
[00:03:44.260 --> 00:03:46.860]  但是門徒能夠拿到多少呢?
[00:03:46.860 --> 00:03:49.060]  就視乎他過往三年裡面
[00:03:49.060 --> 00:03:50.860]  他們的操練
[00:03:50.860 --> 00:03:53.060]  我們就透過《冤獄聖經》
[00:03:53.060 --> 00:03:54.460]  讓我們學習一下
[00:03:54.460 --> 00:03:57.460]  究竟門徒操練到什麼地步
[00:03:57.460 --> 00:03:58.460]  而他們繼續
[00:03:58.460 --> 00:04:00.260]  耶穌要他們學習的是什麼
[00:04:00.260 --> 00:04:02.260]  讓我們和他們一起去看
[00:04:02.260 --> 00:04:05.260]  一個門徒應該有的態度
[00:04:05.260 --> 00:04:07.260]  那個模樣是怎樣
[00:04:07.260 --> 00:04:10.660]  我會透過三個題目來說
[00:04:10.660 --> 00:04:11.660]  第一個就是
[00:04:11.660 --> 00:04:13.260]  一步到位
[00:04:13.260 --> 00:04:15.460]  跟到貼
[00:04:15.460 --> 00:04:16.860]  一步到位跟到貼
[00:04:16.860 --> 00:04:18.460]  大家聯想起什麼呢?
[00:04:18.460 --> 00:04:20.060]  就是狗仔隊
[00:04:20.060 --> 00:04:21.460]  狗仔隊
[00:04:21.460 --> 00:04:23.660]  門徒怎樣跟到貼呢?
[00:04:23.660 --> 00:04:25.060]  我們首先讀第一到三
[00:04:25.060 --> 00:04:26.660]  一起讀,慢慢讀
[00:04:50.060 --> 00:05:04.660]  主要欲下,那人何時讓你門遷來?
[00:05:04.660 --> 00:05:06.260]  這段經文裡面
[00:05:06.260 --> 00:05:08.660]  說到很奇怪的一個
[00:05:08.660 --> 00:05:11.660]  耶穌要給門徒一個任務
[00:05:11.660 --> 00:05:12.660]  就是說
[00:05:12.660 --> 00:05:17.060]  無端端耶穌和門徒一起去耶路撒冷
[00:05:17.060 --> 00:05:19.060]  其實是過節
[00:05:19.060 --> 00:05:21.660]  但中間的去到一個地方
[00:05:21.660 --> 00:05:23.660]  耶穌就吩咐門徒
[00:05:23.660 --> 00:05:25.260]  去對面那條村
[00:05:25.260 --> 00:05:27.260]  下一段路程的村
[00:05:27.260 --> 00:05:29.660]  跟著說那裡會有一隻小驢
[00:05:29.660 --> 00:05:31.260]  跟著如果有什麼問題
[00:05:31.260 --> 00:05:33.460]  總之主要用那隻小驢
[00:05:33.460 --> 00:05:35.660]  那些人就會放出來了
[00:05:35.660 --> 00:05:36.860]  你說
[00:05:36.860 --> 00:05:38.860]  如果門徒一聽
[00:05:38.860 --> 00:05:39.860]  這樣的情況
[00:05:39.860 --> 00:05:42.660]  他應該有很多的想法
[00:05:42.660 --> 00:05:43.460]  耶穌
[00:05:43.460 --> 00:05:45.060]  你是不是作弄我?
[00:05:45.060 --> 00:05:46.060]  我們剛剛走過來
[00:05:46.060 --> 00:05:47.460]  你就說那裡有一隻小驢
[00:05:47.460 --> 00:05:47.860]  是什麼呢?
[00:05:47.860 --> 00:05:49.260]  很多的想法
[00:05:49.260 --> 00:05:52.060]  我們想想門徒的意思是什麼?
[00:05:52.060 --> 00:05:52.860]  門徒
[00:05:52.860 --> 00:05:54.260]  我突然間早前在想
[00:05:54.260 --> 00:05:57.660]  門徒像不像是中國的入室弟子呢?
[00:05:57.660 --> 00:05:58.460]  門徒嘛
[00:05:58.460 --> 00:05:59.460]  有個門
[00:05:59.460 --> 00:06:00.660]  廣州有個門
[00:06:00.660 --> 00:06:01.660]  你進到門
[00:06:01.660 --> 00:06:02.860]  門裡面入室弟子
[00:06:02.860 --> 00:06:03.260]  就是說
[00:06:03.260 --> 00:06:04.460]  跟他一起生活
[00:06:04.460 --> 00:06:06.460]  我們以前中國的師傅和徒弟
[00:06:06.460 --> 00:06:07.460]  就一起生活
[00:06:07.460 --> 00:06:08.060]  徒弟
[00:06:08.060 --> 00:06:08.860]  師傅叫他做什麼
[00:06:08.860 --> 00:06:10.060]  就馬上做
[00:06:10.060 --> 00:06:11.460]  但是徒弟有一個好處
[00:06:11.460 --> 00:06:13.460]  這樣這樣學的時候
[00:06:13.460 --> 00:06:14.460]  就是看到師傅
[00:06:14.460 --> 00:06:15.660]  平時可能沒有教他
[00:06:15.660 --> 00:06:17.860]  靜悄悄可以裝一下
[00:06:17.860 --> 00:06:18.260]  可以學一下
[00:06:18.260 --> 00:06:19.460]  模仿一下
[00:06:19.460 --> 00:06:20.660]  現在的補習社
[00:06:20.660 --> 00:06:22.060]  你就不是這樣的了
[00:06:22.060 --> 00:06:23.060]  你就去到什麼時間
[00:06:23.060 --> 00:06:25.260]  就去聽完聽完就走
[00:06:25.260 --> 00:06:25.860]  很多的東西
[00:06:25.860 --> 00:06:27.860]  可能你還沒掌握得到
[00:06:27.860 --> 00:06:29.060]  入室弟子
[00:06:29.060 --> 00:06:31.860]  是常常和耶穌一起生活的
[00:06:31.860 --> 00:06:32.460]  而且
[00:06:32.460 --> 00:06:33.260]  耶穌裡面
[00:06:33.260 --> 00:06:34.660]  怎麼想法
[00:06:34.660 --> 00:06:35.260]  有什麼的
[00:06:35.260 --> 00:06:36.860]  怎麼去做
[00:06:36.860 --> 00:06:37.860]  入室弟子
[00:06:37.860 --> 00:06:40.060]  都一一來得很清楚了解
[00:06:40.060 --> 00:06:41.060]  但是要做到
[00:06:41.060 --> 00:06:42.660]  十分清楚了解
[00:06:42.660 --> 00:06:44.260]  你的師傅的性格的時候
[00:06:44.260 --> 00:06:47.860]  真的要形影不離
[00:06:47.860 --> 00:06:49.860]  我有一次去
[00:06:49.860 --> 00:06:50.460]  土耳其
[00:06:50.460 --> 00:06:51.660]  前陣子去土耳其
[00:06:51.660 --> 00:06:53.460]  希臘旅行
[00:06:53.460 --> 00:06:54.860]  現在的旅行團
[00:06:54.860 --> 00:06:56.660]  我真的大開眼界
[00:06:56.660 --> 00:06:59.460]  每個人都拿著一個接收器
[00:06:59.460 --> 00:07:00.860]  然後是耳筒
[00:07:00.860 --> 00:07:01.860]  以前我就
[00:07:01.860 --> 00:07:02.660]  哇
[00:07:02.660 --> 00:07:04.660]  導遊要很大聲叫
[00:07:04.660 --> 00:07:05.660]  才能聽到
[00:07:05.660 --> 00:07:06.660]  現在很簡單
[00:07:06.660 --> 00:07:07.660]  導遊說
[00:07:07.660 --> 00:07:09.660]  因為周圍可能有很多旅行團
[00:07:09.660 --> 00:07:10.260]  他就說
[00:07:10.260 --> 00:07:12.260]  接著我頻道對的時候
[00:07:12.260 --> 00:07:14.060]  我會聽到導遊說話
[00:07:14.060 --> 00:07:15.860]  你知道我就很喜歡拍照
[00:07:15.860 --> 00:07:17.660]  尤其是去到希臘土耳其
[00:07:17.660 --> 00:07:19.060]  有很多古蹟
[00:07:19.060 --> 00:07:22.460]  我就一邊聽一邊拍照
[00:07:22.460 --> 00:07:23.260]  突然間
[00:07:23.260 --> 00:07:25.660]  我和太太走去拍照的時候
[00:07:25.660 --> 00:07:26.260]  明明聽到
[00:07:26.260 --> 00:07:27.260]  但是看周圍
[00:07:27.260 --> 00:07:28.060]  咦
[00:07:28.060 --> 00:07:29.260]  那群人去了哪裡
[00:07:29.260 --> 00:07:30.860]  那群人去了哪裡
[00:07:30.860 --> 00:07:31.660]  你知道
[00:07:31.660 --> 00:07:32.660]  上次以色列團
[00:07:32.660 --> 00:07:34.060]  我們有一個團友
[00:07:34.060 --> 00:07:35.660]  剛剛離隊
[00:07:35.660 --> 00:07:37.660]  就很難找到
[00:07:37.660 --> 00:07:38.660]  我也擔心過
[00:07:38.660 --> 00:07:39.860]  因為人心路不熟
[00:07:39.860 --> 00:07:40.860]  所以
[00:07:40.860 --> 00:07:42.860]  周圍馬上去找
[00:07:42.860 --> 00:07:44.860]  一邊找的時候聲音仍然在
[00:07:44.860 --> 00:07:46.460]  但是我的心不在
[00:07:46.460 --> 00:07:47.460]  我根本
[00:07:47.460 --> 00:07:48.460]  聽到聲音
[00:07:48.460 --> 00:07:50.060]  但是只是看那群人在哪裡
[00:07:50.060 --> 00:07:51.060]  哪些是
[00:07:51.060 --> 00:07:55.660]  導遊仍然很清楚地講解
[00:07:55.660 --> 00:07:57.060]  那些古蹟是什麼
[00:07:57.060 --> 00:07:57.660]  但是
