
[00:00:00.000 --> 00:00:02.760]  今天繼續看主土文
[00:00:02.760 --> 00:00:04.720]  大家記不記得是哪一句
[00:00:04.720 --> 00:00:08.240]  應該是「我們在天上的富」
[00:00:08.240 --> 00:00:09.240]  下一句
[00:00:09.240 --> 00:00:12.360]  「人道尊嚴的名為聖」
[00:00:12.360 --> 00:00:14.080]  說起名字
[00:00:14.080 --> 00:00:16.240]  大家喜不喜歡你的名字
[00:00:16.240 --> 00:00:17.960]  喜歡就舉手
[00:00:17.960 --> 00:00:19.640]  很喜歡吧
[00:00:19.640 --> 00:00:21.880]  我也挺喜歡我的名字的
[00:00:21.880 --> 00:00:24.120]  羅泰妍也挺好聽的
[00:00:24.120 --> 00:00:27.000]  處之泰妍也變了我的性格
[00:00:27.280 --> 00:00:30.520]  後來我爸爸覺得不太喜歡我的名字
[00:00:30.520 --> 00:00:31.680]  因為
[00:00:31.680 --> 00:00:35.280]  他小時候叫我去買東西
[00:00:35.280 --> 00:00:37.360]  說「慢慢來,不要急」
[00:00:37.360 --> 00:00:41.120]  總是好像做事不爽快的感覺
[00:00:41.120 --> 00:00:43.000]  太過泰然了
[00:00:43.000 --> 00:00:45.200]  後來我更加明白
[00:00:45.200 --> 00:00:49.040]  原來寫我的名字的時候筆劃這麼多
[00:00:49.040 --> 00:00:51.440]  真是很痛苦的
[00:00:51.440 --> 00:00:53.480]  特別是拔鈔的時候
[00:00:53.840 --> 00:00:57.480]  我相信我們小時候有拔鈔寫你的名字
[00:00:57.480 --> 00:01:02.080]  所以我羅泰妍寫一千句或者一百句
[00:01:02.080 --> 00:01:03.880]  也是很辛苦的
[00:01:03.880 --> 00:01:05.760]  很痛苦的
[00:01:05.760 --> 00:01:09.520]  所以現在基本上不用拔鈔了
[00:01:09.520 --> 00:01:11.560]  不需要這樣寫名字
[00:01:11.560 --> 00:01:14.360]  所以也挺喜歡我的名字挺好聽的
[00:01:14.360 --> 00:01:18.080]  當然有些人也可能會埋怨
[00:01:18.080 --> 00:01:20.640]  爸爸給我改了這樣的名字
[00:01:20.640 --> 00:01:23.080]  最近我在網上看到一個名字很厲害
[00:01:23.080 --> 00:01:25.480]  他說太厲害了,太厲害了人就怕了
[00:01:25.480 --> 00:01:27.480]  那個名字叫什麼呢?
[00:01:27.480 --> 00:01:29.160]  四個字的
[00:01:29.160 --> 00:01:31.480]  叫「江湖傳奇」
[00:01:31.480 --> 00:01:32.880]  真的
[00:01:32.880 --> 00:01:33.920]  身分證的名字
[00:01:33.920 --> 00:01:34.920]  內地的
[00:01:34.920 --> 00:01:39.360]  可能他把父母的姓加起來
[00:01:39.360 --> 00:01:41.600]  姓江、姓胡
[00:01:41.600 --> 00:01:43.160]  然後改了什麼名字呢?
[00:01:43.160 --> 00:01:44.400]  「傳奇」
[00:01:44.400 --> 00:01:49.880]  後來學生的壓力很大,要改名字
[00:01:49.880 --> 00:01:51.400]  爸爸就說
[00:01:51.400 --> 00:01:53.280]  當年因為打遊戲機
[00:01:53.280 --> 00:01:55.160]  有一個很出名的「傳奇」
[00:01:55.160 --> 00:01:56.560]  所以想起改了一個名字
[00:01:56.560 --> 00:01:58.400]  隨便吧,叫「傳奇」
[00:01:58.400 --> 00:02:04.360]  所以有些人會埋怨父母
[00:02:04.360 --> 00:02:06.240]  改名字那麼隨便
[00:02:06.240 --> 00:02:07.640]  就改成這樣的名字
[00:02:07.640 --> 00:02:11.040]  我記得中學有個同學突然間要改名字
[00:02:11.040 --> 00:02:13.680]  原來他的名字叫「大聖」
[00:02:13.680 --> 00:02:15.880]  「大聖」即是聯想到什麼?
[00:02:15.880 --> 00:02:18.680]  齊天大聖,是馬騮仔
[00:02:18.680 --> 00:02:21.320]  後來就改名字,不喜歡這個名字
[00:02:21.320 --> 00:02:23.600]  說起改名字
[00:02:23.600 --> 00:02:25.200]  連公司都要改名字
[00:02:25.200 --> 00:02:28.880]  改了好的名字就會很容易記得
[00:02:28.880 --> 00:02:33.280]  我相信大家都會認識一間公司
[00:02:33.280 --> 00:02:35.200]  國際性的牌子
[00:02:35.200 --> 00:02:36.000]  叫什麼?
[00:02:36.000 --> 00:02:37.080]  蘋果
[00:02:37.080 --> 00:02:38.160]  Apple
[00:02:38.160 --> 00:02:41.360]  大家的手機是,你的電腦是
[00:02:41.360 --> 00:02:44.280]  原來有人問喬布斯
[00:02:44.280 --> 00:02:45.520]  這個創辦人
[00:02:45.520 --> 00:02:47.560]  你怎麼想這個名字的?
[00:02:47.560 --> 00:02:56.240]  他說當時正在報讀一個關於田園耕種的課程
[00:02:56.240 --> 00:02:59.360]  當時就吃了一個蘋果
[00:02:59.360 --> 00:03:01.800]  吃蘋果的時候突然想到這個名字
[00:03:01.800 --> 00:03:03.840]  很簡單,蘋果
[00:03:03.840 --> 00:03:06.640]  又很親切
[00:03:06.640 --> 00:03:08.480]  就是我們經常吃的水果
[00:03:08.480 --> 00:03:11.880]  接著沒有什麼技術化的感覺在裡面
[00:03:11.880 --> 00:03:13.080]  天然嘛
[00:03:13.080 --> 00:03:16.880]  於是他的公司就改了蘋果
[00:03:16.880 --> 00:03:20.240]  有時候會覺得蘋果公司跟他所生產的東西
[00:03:20.240 --> 00:03:21.600]  好像都不太合適
[00:03:21.600 --> 00:03:23.600]  不過無論如何就是很親切
[00:03:23.600 --> 00:03:26.600]  我們很喜歡這個名字
[00:03:26.600 --> 00:03:28.280]  今天我要說的題目就是
[00:03:28.280 --> 00:03:30.680]  你的名字,我的生命
[00:03:30.680 --> 00:03:32.760]  你不要記錯那首歌的名字
[00:03:32.760 --> 00:03:34.080]  你的名字,我的什麼?
[00:03:34.080 --> 00:03:34.880]  省事吧?
[00:03:34.880 --> 00:03:36.880]  反過來了
[00:03:36.880 --> 00:03:38.400]  不是,再說一次
[00:03:38.400 --> 00:03:41.200]  你的名字,我的生命
[00:03:41.200 --> 00:03:43.960]  當然說你的名字,我是想說神的名字
[00:03:43.960 --> 00:03:45.360]  所以分開三方面
[00:03:45.360 --> 00:03:48.320]  第一方面,究竟神需不需要名字呢?
[00:03:48.320 --> 00:03:51.040]  第二方面,榮耀,你的名
[00:03:51.040 --> 00:03:55.480]  第三方面,你的名字,我的使命
[00:03:55.480 --> 00:03:56.800]  說第一方面
[00:03:56.800 --> 00:03:58.920]  究竟神需不需要名字呢?
[00:03:58.920 --> 00:04:01.320]  在六章九節最後那裡
[00:04:01.320 --> 00:04:03.920]  「願人都尊你的名為聖」
[00:04:03.920 --> 00:04:06.000]  說得很清楚了,你的名
[00:04:06.000 --> 00:04:07.520]  耶穌說的
[00:04:07.520 --> 00:04:10.040]  祂的天父
[00:04:10.040 --> 00:04:11.800]  你要向天父祈禱
[00:04:11.800 --> 00:04:13.200]  上次說過了
[00:04:13.200 --> 00:04:14.320]  叫聲爸爸
[00:04:14.320 --> 00:04:18.720]  好了,現在接著要說第一個祈求
[00:04:18.720 --> 00:04:22.640]  我想說,其實在主通文裡
[00:04:22.640 --> 00:04:24.520]  先有三個祈求
[00:04:24.520 --> 00:04:25.760]  第一個祈求
[00:04:25.760 --> 00:04:31.280]  就是「願人都尊你的名為聖」
[00:04:31.280 --> 00:04:34.120]  「願人都尊天父的名為聖」
[00:04:34.120 --> 00:04:37.240]  「願人都尊神的名字為聖」
[00:04:37.240 --> 00:04:40.560]  但實際上,神有沒有名字呢?
[00:04:40.560 --> 00:04:42.880]  神需不需要名字呢?
[00:04:42.880 --> 00:04:45.080]  如果我們讀中國的傳統
[00:04:45.080 --> 00:04:46.280]  老子
[00:04:46.280 --> 00:04:48.360]  這個《道德經》第一句是什麼?
[00:04:48.360 --> 00:04:49.960]  道可道
[00:04:49.960 --> 00:04:51.000]  非常道
[00:04:51.000 --> 00:04:52.320]  明可明
[00:04:52.320 --> 00:04:53.120]  非常明
[00:04:53.120 --> 00:04:54.040]  什麼意思呢?
[00:04:54.040 --> 00:04:54.920]  意思就是說
[00:04:54.920 --> 00:04:56.520]  一個天道
[00:04:56.520 --> 00:04:57.840]  一個大道
[00:04:57.840 --> 00:04:59.680]  可以說出來的名字
[00:04:59.680 --> 00:05:01.640]  它就不是一個永恆的道
[00:05:01.640 --> 00:05:04.480]  一個宇宙萬物
[00:05:04.480 --> 00:05:08.840]  一個擁有很強的力量
[00:05:08.840 --> 00:05:10.920]  你當它是一個神
[00:05:10.920 --> 00:05:12.200]  如果說得出一個名字
[00:05:12.200 --> 00:05:14.560]  它就不是一個永恆的神
[00:05:14.560 --> 00:05:16.880]  因為真正的力量
[00:05:16.880 --> 00:05:18.480]  真正的天道
[00:05:18.480 --> 00:05:22.960]  真正的神
[00:05:22.960 --> 00:05:26.640]  它不應該有個名字局限了它
[00:05:26.640 --> 00:05:33.040]  它不應該有個名字可以被定名
[00:05:33.040 --> 00:05:37.840]  以致我們是可以完全讓名字反映到它自己
[00:05:37.840 --> 00:05:42.160]  因為沒有一個名字可以完全去捕捉到
[00:05:42.160 --> 00:05:44.600]  一個的道
[00:05:44.600 --> 00:05:45.880]  或者一個的力量
[00:05:45.880 --> 00:05:48.640]  或者這位神的本質
[00:05:48.640 --> 00:05:50.640]  只不過是一個符號來的
[00:05:50.640 --> 00:05:51.400]  一個名字
[00:05:51.400 --> 00:05:54.200]  所以不能夠完全可以涵蓋了
[00:05:54.200 --> 00:05:55.800]  這種的本質
[00:05:55.800 --> 00:05:57.000]  這種的無限
[00:05:57.000 --> 00:05:58.120]  這種的永恆
[00:05:58.120 --> 00:06:01.240]  所以不應該有名字的
[00:06:01.240 --> 00:06:03.320]  在《舊約聖經》裡面
[00:06:03.320 --> 00:06:05.080]  神有沒有名字?
[00:06:05.080 --> 00:06:07.240]  你說有
[00:06:07.240 --> 00:06:08.480]  耶和華有名字
[00:06:08.480 --> 00:06:11.760]  或者這位神有不同的
[00:06:11.760 --> 00:06:13.160]  稱呼、名號
[00:06:13.160 --> 00:06:14.160]  可以這麼說
[00:06:14.160 --> 00:06:17.240]  當然耶和華是一個特殊的名字
[00:06:17.240 --> 00:06:19.760]  我想大家可能都知道的
[00:06:19.760 --> 00:06:22.160]  我不知道在成長班的時候
[00:06:22.160 --> 00:06:23.440]  有沒有說到神的時候
[00:06:23.440 --> 00:06:24.680]  說到一個名字
[00:06:24.680 --> 00:06:27.280]  當然大家都有些認識的《對聖經》
[00:06:27.280 --> 00:06:29.720]  就知道這個名字是怎麼來的
[00:06:29.720 --> 00:06:32.840]  當時神去呼召這個摩西
[00:06:32.840 --> 00:06:35.600]  在燒著的荊棘裡面
[00:06:35.600 --> 00:06:38.000]  這個摩西聽到神的聲音
[00:06:38.000 --> 00:06:43.080]  就叫祂回去埃及
[00:06:43.080 --> 00:06:44.480]  祂去到的時候
[00:06:44.480 --> 00:06:45.760]  祂是你們的百姓
[00:06:45.760 --> 00:06:47.240]  原來是希伯來人
[00:06:47.240 --> 00:06:52.760]  帶領這幫被圍爐的你的同族
[00:06:52.760 --> 00:06:54.400]  離開埃及
[00:06:54.400 --> 00:06:56.600]  就是這樣的一個使命
[00:06:56.600 --> 00:06:59.120]  那麼摩西就問
[00:06:59.120 --> 00:07:01.320]  跟這個神說
[00:07:01.320 --> 00:07:04.480]  他說我怎麼介紹祢?
[00:07:04.480 --> 00:07:09.880]  神就說祢就說我是自有永有
[00:07:09.880 --> 00:07:13.200]  這裡其實神都沒有說祂的名字
[00:07:13.200 --> 00:07:14.680]  我怎麼叫祢的名字
[00:07:14.680 --> 00:07:16.520]  祂只是介紹這位神
[00:07:16.520 --> 00:07:17.880]  這位神自有永有
[00:07:17.880 --> 00:07:19.000]  在希伯來文裡面
[00:07:19.000 --> 00:07:20.760]  當然就是我活著的意思
[00:07:20.760 --> 00:07:22.800]  或者是長遠活著的意思
[00:07:22.800 --> 00:07:25.400]  於是就慢慢演變
[00:07:25.400 --> 00:07:29.280]  在希伯來的文字
[00:07:29.280 --> 00:07:31.520]  以及法則裡面演變出來
[00:07:31.520 --> 00:07:33.760]  要寫一句句子出來
[00:07:33.760 --> 00:07:37.080]  而成為一個單字
[00:07:37.080 --> 00:07:40.880]  就用了一些字母
[00:07:40.880 --> 00:07:42.320]  再加上拼音
[00:07:42.320 --> 00:07:46.960]  形成了現在我們慢慢叫做耶和華這個字
[00:07:46.960 --> 00:07:50.960]  當然在圓聞希伯來聖經裡面
[00:07:50.960 --> 00:07:52.680]  它是弄了幾個字母
[00:07:52.680 --> 00:07:54.000]  但是沒有一個響音的
[00:07:54.000 --> 00:07:55.840]  你知道有字母
[00:07:55.840 --> 00:07:57.440]  就是這個沒有響音
[00:07:57.440 --> 00:07:59.440]  就讀不到字出來的
[00:07:59.440 --> 00:08:00.480]  讀不到的
[00:08:00.480 --> 00:08:01.240]  所以他們都說
[00:08:01.240 --> 00:08:02.840]  我們不會讀神的名字的
[00:08:02.840 --> 00:08:03.880]  所以讀到
[00:08:03.880 --> 00:08:06.320]  如果我們今天聖經裡面說耶和華
[00:08:06.320 --> 00:08:07.600]  它讀到一個位置就不讀了
[00:08:07.600 --> 00:08:09.040]  就跳下去
[00:08:09.040 --> 00:08:13.760]  但是來把這本聖經翻譯到全世界
[00:08:13.760 --> 00:08:15.240]  你不可以
[00:08:15.240 --> 00:08:16.280]  我們如果沒有讀音
[00:08:16.280 --> 00:08:17.360]  就寫都寫不出來
[00:08:17.360 --> 00:08:18.840]  不知道怎麼寫出來
[00:08:18.840 --> 00:08:21.280]  於是就加上一個響音
[00:08:21.280 --> 00:08:23.160]  於是就慢慢演變了
[00:08:23.160 --> 00:08:24.640]  無論在德文開始
[00:08:24.640 --> 00:08:25.680]  英文開始
[00:08:25.680 --> 00:08:26.560]  Jehovah
[00:08:26.560 --> 00:08:30.520]  接著我們中文開始翻譯叫做耶和華
[00:08:30.520 --> 00:08:32.120]  本來就是這樣的情況
[00:08:32.120 --> 00:08:34.880]  但是都不是一個正式的名字
[00:08:34.880 --> 00:08:36.360]  自己神說我可以有這樣的名字
[00:08:36.360 --> 00:08:37.560]  不過我是個本質
[00:08:37.560 --> 00:08:39.920]  我是自有永有這樣的意思
[00:08:39.920 --> 00:08:42.920]  那麼響意識的人就不說耶和華這個字
[00:08:42.920 --> 00:08:44.400]  但是怎麼說神呢
[00:08:44.400 --> 00:08:45.360]  他就說神
[00:08:45.360 --> 00:08:46.320]  上帝
[00:08:46.320 --> 00:08:49.240]  那麼神啊上帝就通常就
[00:08:49.240 --> 00:08:52.320]  如果我們看回希伯來文就是
[00:08:52.320 --> 00:08:55.560]  如果是上主
[00:08:55.560 --> 00:08:57.600]  那麼亞都納這個字
[00:08:57.600 --> 00:09:00.760]  如果是這個神
[00:09:00.760 --> 00:09:02.560]  即是一個普遍的叫法
[00:09:02.560 --> 00:09:03.560]  神啊
[00:09:03.560 --> 00:09:05.760]  是Elohim這個字
[00:09:05.760 --> 00:09:08.080]  那麼慢慢我們會說
[00:09:08.080 --> 00:09:10.280]  意識人都會用這個名字
[00:09:10.280 --> 00:09:11.680]  成為他們那個
[00:09:11.680 --> 00:09:12.760]  即是改名裡面
[00:09:12.760 --> 00:09:14.120]  加入了神的名字
[00:09:14.120 --> 00:09:15.200]  少少在裡面
[00:09:15.200 --> 00:09:16.280]  但是無論如何呢
[00:09:16.280 --> 00:09:18.920]  都不是說一個正式神的名字出來
[00:09:18.920 --> 00:09:21.280]  那麼更加在希臘那個的背景
[00:09:21.280 --> 00:09:23.320]  即是新約的背景裡面
[00:09:23.320 --> 00:09:25.560]  他們覺得神聖的東西
[00:09:25.560 --> 00:09:27.200]  是距離人很遠的
[00:09:27.200 --> 00:09:28.200]  很遠的
[00:09:28.200 --> 00:09:30.160]  只不過知道一個宇宙萬物
[00:09:30.160 --> 00:09:31.120]  一個大的力量
[00:09:31.120 --> 00:09:34.560]  甚至他覺得是一個萬物的推動者
[00:09:34.560 --> 00:09:40.480]  一個是很穩定而去推動
[00:09:40.480 --> 00:09:43.240]  這些萬物運行的一個推動者
[00:09:43.240 --> 00:09:46.880]  他說叫Unmover
[00:09:46.880 --> 00:09:48.360]  不動的推動者
[00:09:48.360 --> 00:09:50.000]  一個很穩定的推動者
[00:09:50.000 --> 00:09:52.240]  但是他覺得是一種力量而已
[00:09:52.240 --> 00:09:55.320]  這個力量我又不需要說什麼名字
[00:09:55.320 --> 00:09:57.040]  我們又沒有一個的
[00:09:57.040 --> 00:09:59.040]  個人化的一個感覺在裡面
[00:09:59.040 --> 00:10:01.920]  所以就不需要有名字在裡面了
[00:10:01.920 --> 00:10:07.200]  但是耶穌基督竟然說
[00:10:07.200 --> 00:10:09.120]  這個我們祈禱
[00:10:09.120 --> 00:10:11.120]  向我們天父祈禱
[00:10:11.120 --> 00:10:13.160]  要向我們天父祈禱的時候呢
[00:10:13.160 --> 00:10:16.480]  是願人都尊他的名為聖
[00:10:16.480 --> 00:10:18.640]  他有名字的
[00:10:18.640 --> 00:10:20.200]  從耶穌基督開始說
[00:10:20.200 --> 00:10:22.480]  我覺得一個感覺是什麼呢
[00:10:22.480 --> 00:10:26.240]  耶穌基督當然是神聖為人
[00:10:26.240 --> 00:10:27.640]  來到這個世界裡面
[00:10:27.640 --> 00:10:29.920]  是拿了人的名字叫耶穌
[00:10:29.920 --> 00:10:32.320]  我們跟祂去傾談
[00:10:32.320 --> 00:10:34.880]  或者在當時那個年代裡面
[00:10:34.880 --> 00:10:37.960]  真的親眼見到耶穌的人
[00:10:37.960 --> 00:10:39.920]  是可以跟一個人
[00:10:39.920 --> 00:10:41.720]  一個的對話
[00:10:41.720 --> 00:10:42.720]  現在耶穌就說
[00:10:42.720 --> 00:10:45.400]  我介紹我的爸爸給你認識
[00:10:45.400 --> 00:10:47.280]  這個就是我的天父
[00:10:47.280 --> 00:10:48.080]  當祂這樣說
[00:10:48.080 --> 00:10:50.240]  我介紹給你認識的時候呢
[00:10:50.240 --> 00:10:53.160]  祂將這個神是異人化了的
[00:10:53.160 --> 00:10:54.640]  你明白我說什麼嗎
[00:10:54.640 --> 00:10:57.640]  就是說其實這個神
[00:10:57.640 --> 00:10:59.200]  都好像一個人一樣
[00:10:59.200 --> 00:11:00.120]  或者呢
[00:11:00.120 --> 00:11:01.960]  因為這個神是有名字的
[00:11:01.960 --> 00:11:04.320]  不過我們都不會叫祂的名字
[00:11:04.320 --> 00:11:07.120]  你會不會叫你爸爸的名字呢
[00:11:07.120 --> 00:11:07.800]  會不會啊
[00:11:07.800 --> 00:11:08.520]  你不會的嘛
[00:11:08.520 --> 00:11:09.520]  你都是叫爸爸
[00:11:09.520 --> 00:11:10.480]  不過你爸爸是有名字的
[00:11:10.480 --> 00:11:11.960]  不過你不會叫爸爸的名字
[00:11:11.960 --> 00:11:14.760]  就是我兒子不會叫羅太賢這樣的
[00:11:14.760 --> 00:11:16.160]  最多我太太叫我而已
[00:11:16.160 --> 00:11:19.600]  一聽到羅太賢我就覺得有點事了
[00:11:19.600 --> 00:11:21.720]  平時叫太賢就可以了
[00:11:21.720 --> 00:11:23.920]  兒子怎樣都不會叫的嘛
[00:11:23.920 --> 00:11:25.600]  怎樣都不會叫你的名字
[00:11:25.600 --> 00:11:27.240]  我們不需要叫天父的名字
[00:11:27.240 --> 00:11:29.120]  叫一個名字出來
[00:11:29.120 --> 00:11:33.120]  但是耶穌基督就介紹祂的天父
[00:11:33.120 --> 00:11:33.880]  給我們認識
[00:11:33.880 --> 00:11:35.760]  又是我們的天父
[00:11:35.760 --> 00:11:38.840]  這個介紹有名字的意思呢
[00:11:38.840 --> 00:11:41.440]  就是其實是將神
[00:11:41.440 --> 00:11:45.240]  是好像一個個人在我們面前一樣
[00:11:45.240 --> 00:11:47.240]  而這個名字就是講出
[00:11:47.240 --> 00:11:50.880]  神是有人的屬性
[00:11:50.880 --> 00:11:52.160]  這個留心聽
[00:11:52.160 --> 00:11:54.520]  一般我們是反過來講的
[00:11:54.520 --> 00:11:56.640]  人是有什麼
[00:11:56.640 --> 00:11:57.880]  神的屬性
[00:11:57.880 --> 00:11:59.280]  是吧
[00:11:59.280 --> 00:12:00.320]  人是有神的屬性
[00:12:00.320 --> 00:12:01.080]  現在我說
[00:12:01.080 --> 00:12:03.040]  因為這個神有名字
[00:12:03.040 --> 00:12:03.800]  於是呢
[00:12:03.800 --> 00:12:05.160]  神是怎樣的
[00:12:05.160 --> 00:12:07.080]  有了人的屬性
[00:12:07.080 --> 00:12:08.920]  當然不是講前後次序的問題
[00:12:08.920 --> 00:12:11.480]  而是想講一件事情就是
[00:12:11.480 --> 00:12:14.160]  原來是讓我們知道
[00:12:14.160 --> 00:12:17.080]  這位神是和我們那麼親近
[00:12:17.080 --> 00:12:19.640]  是好像一個個人一樣去面對面
[00:12:19.640 --> 00:12:21.520]  不是好像對一個空氣
[00:12:21.520 --> 00:12:22.520]  對一個力量
[00:12:22.520 --> 00:12:24.520]  對一個是我們不認識
[00:12:24.520 --> 00:12:28.800]  不觸摸到的一個宇宙萬物的力量
[00:12:28.800 --> 00:12:30.200]  這個力量是好壞的
[00:12:30.200 --> 00:12:31.320]  我們都不知道
[00:12:31.320 --> 00:12:32.560]  因為沒有感情
[00:12:32.560 --> 00:12:35.080]  沒有那種流露交流在那裡
[00:12:35.080 --> 00:12:37.280]  但是不是
[00:12:37.280 --> 00:12:38.240]  耶穌說
[00:12:38.240 --> 00:12:39.240]  這位天父
[00:12:39.240 --> 00:12:40.720]  雖然我們眼睛看不到
[00:12:40.720 --> 00:12:42.920]  雖然我們摸不到
[00:12:42.920 --> 00:12:44.720]  但是祂是愛我們
[00:12:44.720 --> 00:12:46.280]  是有感情的流露
[00:12:46.280 --> 00:12:47.840]  祂是關心我們
[00:12:47.840 --> 00:12:49.040]  祂是知道我們每一個
[00:12:49.040 --> 00:12:51.320]  是願意和我們去交往的
[00:12:51.320 --> 00:12:53.960]  當然我們就留意
[00:12:53.960 --> 00:12:55.920]  因為名字那麼重要
[00:12:55.920 --> 00:12:59.880]  所以一個名字是帶來了一個關係
[00:12:59.880 --> 00:13:02.720]  我一直都在講主祷文
[00:13:02.720 --> 00:13:03.760]  是耶穌教我們
[00:13:03.760 --> 00:13:07.000]  就是希望拉近我們和天父的關係
[00:13:07.000 --> 00:13:09.520]  我們今天
[00:13:09.520 --> 00:13:11.920]  人都有自己的名字
[00:13:11.920 --> 00:13:13.800]  父母都會為你改名字
