
[00:00:00.000 --> 00:00:03.200]  各位大家好,眨眼又有一日讀聖經了
[00:00:03.200 --> 00:00:08.100]  生命說書的網絡和大家再看聖經人、聖經和事
[00:00:08.100 --> 00:00:12.100]  看看上帝背後在做些什麼
[00:00:12.100 --> 00:00:15.500]  最重要不是看到前面的人和事
[00:00:15.500 --> 00:00:17.600]  而是背後上帝是怎樣的
[00:00:17.600 --> 00:00:20.600]  今次我給了一個這麼長的題目
[00:00:20.600 --> 00:00:22.600]  就是講妓女拉俠
[00:00:22.600 --> 00:00:27.900]  我將它形容做勇敢、機智,而且信靠神的
[00:00:27.900 --> 00:00:31.100]  這個不是聖經這樣說的
[00:00:31.100 --> 00:00:32.800]  是我覺得讀完之後
[00:00:32.800 --> 00:00:37.200]  覺得拉俠真的是勇敢、機智和信靠神
[00:00:37.200 --> 00:00:40.900]  我們就會妓女加拉俠講兩次的
[00:00:40.900 --> 00:00:43.400]  先看一下這個地圖
[00:00:43.400 --> 00:00:44.700]  希望你看得清楚
[00:00:44.700 --> 00:00:47.000]  因為我都是在Google那裡找
[00:00:47.000 --> 00:00:51.400]  就蒙蒙茶茶放到這麼大之後
[00:00:51.400 --> 00:00:53.000]  所以我加了一些字的
[00:00:53.000 --> 00:00:54.900]  這個沒有加都知道了
[00:00:54.900 --> 00:00:58.200]  在這個位置就是埃及
[00:00:58.200 --> 00:01:03.100]  這是他們做奴隸的時候建的其中一個織貨城
[00:01:03.100 --> 00:01:04.600]  就是貨倉城
[00:01:04.600 --> 00:01:06.900]  就叫蘭塞
[00:01:06.900 --> 00:01:11.300]  蘭塞是一個埃及法老的名字
[00:01:11.300 --> 00:01:13.300]  他們就離開了
[00:01:13.300 --> 00:01:14.900]  雨至之後出來了
[00:01:14.900 --> 00:01:15.700]  撒掌以災
[00:01:15.700 --> 00:01:17.500]  然後就走了去曠野
[00:01:17.500 --> 00:01:19.600]  然後繞回上去
[00:01:19.600 --> 00:01:20.800]  繞回上去
[00:01:20.800 --> 00:01:24.900]  埃及人就說哈哈哈他們在曠野迷路了
[00:01:24.900 --> 00:01:26.600]  我們去追他們
[00:01:26.600 --> 00:01:28.600]  於是就看到他們這樣繞了
[00:01:28.600 --> 00:01:31.800]  繞到這裡有少少藍色是海
[00:01:31.800 --> 00:01:35.100]  這個地中海有部分的水來到這裡
[00:01:35.100 --> 00:01:37.400]  可能是斷或者是有一個湖
[00:01:37.400 --> 00:01:41.700]  或者是水漲水退的時候會通
[00:01:41.700 --> 00:01:42.500]  就是這裡
[00:01:42.500 --> 00:01:47.000]  這裡就是他們過紅海的地方
[00:01:47.000 --> 00:01:49.700]  不是紅海這裡過的嗎?
[00:01:49.700 --> 00:01:51.300]  不是這裡過的嗎?
[00:01:51.300 --> 00:01:52.500]  這裡才是紅海
[00:01:52.500 --> 00:01:53.600]  紅海的頂
[00:01:53.600 --> 00:01:54.500]  紅海很大
[00:01:54.500 --> 00:01:55.200]  直到下面
[00:01:55.200 --> 00:01:57.600]  有兩個很長的海灣
[00:01:57.600 --> 00:02:02.800]  其實原來紅海這個字很有可能是譯錯了
[00:02:02.800 --> 00:02:04.000]  Souf
[00:02:04.000 --> 00:02:09.400]  Souf是希伯來文
[00:02:09.400 --> 00:02:13.100]  希伯來文譯做英文字母
[00:02:13.100 --> 00:02:15.400]  Souf
[00:02:15.400 --> 00:02:19.100]  希伯來文Souf的意思就是奴隸
[00:02:19.100 --> 00:02:20.700]  可能那裡很多奴隸
[00:02:20.700 --> 00:02:26.400]  奴隸海一定是離開了海邊遠一點
[00:02:26.400 --> 00:02:29.800]  因為如果是太淡水就沒有奴隸
[00:02:29.800 --> 00:02:32.700]  可能是淡水的地方
[00:02:32.700 --> 00:02:35.000]  這裡現在通了
[00:02:35.000 --> 00:02:36.600]  就是蘇伊士運河
[00:02:36.600 --> 00:02:40.700]  淡水交界才有奴隸或者全淡水
[00:02:40.700 --> 00:02:42.400]  我聽到他們這樣說
[00:02:42.400 --> 00:02:43.300]  現在通了
[00:02:43.300 --> 00:02:45.500]  打通了變成蘇伊士運河
[00:02:45.500 --> 00:02:47.200]  這樣進去紅海
[00:02:47.200 --> 00:02:48.500]  然後出來了
[00:02:48.500 --> 00:02:50.400]  蘇伊士運河就是這個位置
[00:02:50.400 --> 00:02:51.900]  奴隸海
[00:02:51.900 --> 00:02:54.400]  然後進去尋的曠野
[00:02:54.400 --> 00:02:56.500]  然後來到順的曠野
[00:02:56.500 --> 00:02:58.000]  就是米利巴的地方
[00:02:58.000 --> 00:02:59.200]  前幾次說
[00:02:59.200 --> 00:03:00.700]  沒有水喝
[00:03:00.700 --> 00:03:02.900]  發火了
[00:03:02.900 --> 00:03:05.500]  於是神就叫摩西
[00:03:05.500 --> 00:03:06.800]  拿著你的杖子
[00:03:06.800 --> 00:03:10.100]  去吩咐盆石出水
[00:03:10.100 --> 00:03:11.900]  誰知道摩西那一刻
[00:03:11.900 --> 00:03:18.500]  真的沒見過他內心這麼脾氣這麼憤怒
[00:03:18.500 --> 00:03:20.500]  擊打盆石兩下
[00:03:20.500 --> 00:03:23.300]  於是出了很多水
[00:03:23.300 --> 00:03:25.200]  所以盆石我上次說過
[00:03:25.200 --> 00:03:27.700]  是一個很大的一塊巨型
[00:03:27.700 --> 00:03:30.700]  好像山一樣的岩石
[00:03:30.700 --> 00:03:32.300]  不是一塊石板
[00:03:32.300 --> 00:03:34.500]  有一條水柱
[00:03:34.500 --> 00:03:36.800]  200萬人能喝到什麼時候
[00:03:36.800 --> 00:03:39.100]  而吩咐或者擊打盆石
[00:03:39.100 --> 00:03:43.000]  哇!整個山出水,這麼大
[00:03:43.000 --> 00:03:44.800]  就是米利巴
[00:03:44.800 --> 00:03:47.500]  然後去到河列山就有十界了
[00:03:47.500 --> 00:03:49.400]  然後要向上走
[00:03:49.400 --> 00:03:53.300]  就是加里斯曠野
[00:03:53.300 --> 00:03:55.600]  來到這裡有個山叫河爾山
[00:03:55.600 --> 00:03:57.600]  我記得我曾經說錯了
[00:03:57.600 --> 00:03:59.400]  就是河列山
[00:03:59.400 --> 00:04:01.100]  其實是河爾山記錯了
[00:04:01.100 --> 00:04:04.000]  亞倫死在河爾山
[00:04:04.000 --> 00:04:06.600]  死的時候123歲
[00:04:06.600 --> 00:04:08.100]  當時摩西還沒死
[00:04:08.100 --> 00:04:11.000]  繼續帶著他們走這段路
[00:04:11.000 --> 00:04:14.100]  差不多要進入加南
[00:04:14.100 --> 00:04:15.300]  死海
[00:04:15.300 --> 00:04:19.000]  然後這裡上面就是約旦河
[00:04:19.000 --> 00:04:22.200]  他們要在這裡過約旦河才進入耶利哥
[00:04:22.200 --> 00:04:26.100]  過了約旦河就叫進入英許之地
[00:04:26.100 --> 00:04:31.900]  當然神給他們不單止是約旦河的西邊
[00:04:31.900 --> 00:04:34.900]  東邊這一區都給了他們
[00:04:34.900 --> 00:04:37.400]  摩亞、阿滿、以東這些都給了他們
[00:04:37.400 --> 00:04:39.000]  一直上到很遠
[00:04:39.000 --> 00:04:41.100]  去到尼巴利遠那麼遠
[00:04:41.100 --> 00:04:44.100]  去到這裡有個山叫尼波山
[00:04:44.100 --> 00:04:46.100]  這個重要了
[00:04:46.100 --> 00:04:47.600]  實際上跟摩西說
[00:04:47.600 --> 00:04:50.000]  你曾經發脾氣
[00:04:50.000 --> 00:04:52.500]  所以你是不能夠進入英許之地了
[00:04:52.500 --> 00:04:54.500]  不過我帶你去尼波山
[00:04:54.500 --> 00:04:58.600]  看一看英許之地吧
[00:04:58.600 --> 00:05:00.600]  如果我是摩西真的慘
[00:05:00.600 --> 00:05:02.700]  真的第二次發火
[00:05:02.700 --> 00:05:04.400]  喂 你不是吧
[00:05:04.400 --> 00:05:07.600]  這麼辛苦走這麼遠的路四十年
[00:05:07.600 --> 00:05:09.200]  來到這個位置
[00:05:09.200 --> 00:05:11.200]  百姓埋怨得不得了
[00:05:11.200 --> 00:05:13.000]  去到這裡你不讓我進入
[00:05:13.000 --> 00:05:15.200]  就因為打了兩下
[00:05:15.200 --> 00:05:17.200]  好像比較敏感吧
[00:05:17.200 --> 00:05:17.800]  是不是
[00:05:17.800 --> 00:05:20.600]  好像比較苛刻
[00:05:20.600 --> 00:05:22.600]  但是摩西很信服
[00:05:22.600 --> 00:05:24.000]  沒有爭拗
[00:05:24.000 --> 00:05:24.700]  好啊好啊
[00:05:24.700 --> 00:05:26.000]  他就上山了
[00:05:26.000 --> 00:05:28.500]  看完之後他就死在那裡了
[00:05:28.500 --> 00:05:30.800]  誰撞在哪裡不知道
[00:05:30.800 --> 00:05:31.600]  誰撞他
[00:05:31.600 --> 00:05:34.000]  他怎樣被撞不知道
[00:05:34.000 --> 00:05:36.300]  就在尼波山看耶利哥
[00:05:36.300 --> 00:05:37.800]  然後他們繼續走上去
