
[00:00:00.000 --> 00:00:09.500]  讓我們再次來到同心祈禱
[00:00:09.500 --> 00:00:13.940]  主日求祢潔淨我們的心
[00:00:13.940 --> 00:00:18.200]  以致我們可以在祢的面前
[00:00:18.200 --> 00:00:22.260]  是守潔心清
[00:00:22.260 --> 00:00:25.680]  在混亂與罪惡的世代當中
[00:00:25.680 --> 00:00:30.200]  我們仍然可以靠著真理站立得穩
[00:00:30.200 --> 00:00:32.540]  有願僕人口中的言語
[00:00:32.540 --> 00:00:35.020]  領英姊妹的心思意念
[00:00:35.020 --> 00:00:36.640]  夢聖靈的啟迪
[00:00:36.640 --> 00:00:38.020]  夢珠月亮
[00:00:38.020 --> 00:00:40.600]  禱告藉主耶穌基督的聖名而求
[00:00:40.600 --> 00:00:42.600]  阿們
[00:00:42.600 --> 00:00:50.880]  我們人體的構造很特別
[00:00:50.880 --> 00:00:54.200]  為了幫助我們應付周圍的危機
[00:00:54.200 --> 00:00:57.840]  所以我們會有一些防衛的機制
[00:00:57.840 --> 00:00:59.840]  來通知我們
[00:00:59.840 --> 00:01:03.120]  周圍有甚麼問題存在
[00:01:03.120 --> 00:01:07.280]  不過當這些防衛機制很強的時候
[00:01:07.280 --> 00:01:10.440]  其實會令我們不太舒服
[00:01:10.440 --> 00:01:14.220]  我們稱這個機制為敏感
[00:01:14.220 --> 00:01:16.640]  我相信在都市裏
[00:01:16.640 --> 00:01:20.280]  很多都市人都會有這些情況
[00:01:20.280 --> 00:01:24.600]  例如剛才有幾個黑痴可能就是被敏感
[00:01:24.600 --> 00:01:29.320]  因為周圍的空氣不太好
[00:01:29.320 --> 00:01:31.800]  所以你的身體就發出一些訊號
[00:01:31.800 --> 00:01:33.080]  打擊黑痴
[00:01:33.080 --> 00:01:36.760]  令你知道這裏不太妥當
[00:01:36.760 --> 00:01:38.760]  又或者有些人有喉嚨敏感
[00:01:38.760 --> 00:01:42.400]  因為可能與空氣有關
[00:01:42.400 --> 00:01:44.280]  或者你的口很乾
[00:01:44.280 --> 00:01:47.160]  所以通知你可能要喝一口水
[00:01:47.160 --> 00:01:49.640]  或者離開這個環境
[00:01:49.640 --> 00:01:53.360]  亦都有些人會有皮膚的敏感
[00:01:53.360 --> 00:01:56.440]  你去到一個地方突然之間
[00:01:56.440 --> 00:02:00.600]  覺得渾身很癢、很不舒服
[00:02:00.600 --> 00:02:04.240]  可能是與空氣有關
[00:02:04.240 --> 00:02:07.760]  可能與你所接觸的物品有關
[00:02:07.760 --> 00:02:10.680]  但亦都可能與食物有關
[00:02:10.680 --> 00:02:13.800]  當有些人吃了海鮮
[00:02:13.800 --> 00:02:15.960]  就會渾身癢
[00:02:15.960 --> 00:02:19.680]  真是很可惜,有很多東西你不懂得
[00:02:19.680 --> 00:02:24.720]  或者你對某一種食物的敏感比較強烈
[00:02:24.720 --> 00:02:28.400]  而這些敏感如果是強烈的地步
[00:02:28.400 --> 00:02:31.280]  其實真的可能可以致命
[00:02:31.280 --> 00:02:35.600]  我們知道有些人對藥物有敏感的話
[00:02:35.600 --> 00:02:38.760]  太過強烈真的會致命
[00:02:38.760 --> 00:02:42.400]  記得幾年前在神學院裏面
[00:02:42.400 --> 00:02:46.240]  有一位在緬甸來到香港讀書的同學
[00:02:46.240 --> 00:02:50.320]  他去到醫院當中其實做了一個身體檢查
[00:02:50.320 --> 00:02:53.560]  要先打入一些所謂的顯影劑
[00:02:53.560 --> 00:02:55.920]  才可以做到檢查
[00:02:55.920 --> 00:03:01.480]  誰知他對這些顯影劑是一種過敏的反應
[00:03:01.480 --> 00:03:05.000]  在這個檢查當中他失去了生命
[00:03:05.000 --> 00:03:08.640]  都是一個很大的哀傷
[00:03:08.640 --> 00:03:11.680]  因為他離開了自己的地方
[00:03:11.680 --> 00:03:13.960]  來到香港讀神學
[00:03:13.960 --> 00:03:19.800]  誰知在這個檢查當中他失去了生命
[00:03:19.800 --> 00:03:23.080]  其實在我們人生當中
[00:03:23.080 --> 00:03:26.680]  還有一個情況的敏感是很重要的
[00:03:26.680 --> 00:03:29.720]  不過我們對它的敏感度是很低的
[00:03:29.720 --> 00:03:32.280]  不過它卻足以致命
[00:03:32.280 --> 00:03:36.320]  就如聖經所說,就是對罪的敏感
[00:03:36.320 --> 00:03:40.760]  我們很多人對罪的敏感是很低的
[00:03:40.760 --> 00:03:44.040]  但是這件事在聖經告訴我們
[00:03:44.040 --> 00:03:47.320]  它會帶來死亡
[00:03:47.320 --> 00:03:50.400]  我們對於罪看得太輕
[00:03:50.400 --> 00:03:53.120]  以致罪惡是無日無之
[00:03:53.120 --> 00:03:54.840]  在我們自己的生命
[00:03:54.840 --> 00:03:58.640]  在周圍的地方不斷地發生
[00:03:58.640 --> 00:04:03.680]  對於相信跟從耶穌基督的人來說
[00:04:03.680 --> 00:04:07.000]  罪仍然對我們會發生作用
[00:04:07.000 --> 00:04:09.240]  仍然會威脅著我們
[00:04:09.240 --> 00:04:11.520]  如果我們的敏感度是低的話
[00:04:11.520 --> 00:04:14.600]  它仍然可以將我們拖低
[00:04:14.600 --> 00:04:16.800]  所以在聖經裏面提醒我們
[00:04:16.800 --> 00:04:19.200]  需要在罪出現之前
[00:04:19.200 --> 00:04:21.320]  或者是影響我們之前
[00:04:21.320 --> 00:04:22.880]  加以防範
[00:04:22.880 --> 00:04:26.240]  不要令它擴散、蔓延
[00:04:26.240 --> 00:04:28.880]  以致不單只是影響我們自己
[00:04:28.880 --> 00:04:31.880]  甚至乎是影響其他人
[00:04:31.880 --> 00:04:33.760]  《雅各書》
[00:04:33.760 --> 00:04:38.120]  這本書有很多地方給我們提醒
[00:04:38.120 --> 00:04:41.040]  要對罪有敏感
[00:04:41.040 --> 00:04:44.320]  讓它繼續擴散、變大
[00:04:44.320 --> 00:04:45.200]  影響我們
[00:04:45.200 --> 00:04:47.080]  甚至乎影響其他人之前
[00:04:47.080 --> 00:04:48.760]  要加以制止
[00:04:48.760 --> 00:04:50.080]  如果不是的話
[00:04:50.080 --> 00:04:52.600]  後果就不堪設想
[00:04:52.600 --> 00:04:55.080]  在今天主日的經課裏面
[00:04:55.080 --> 00:04:59.440]  《雅各書》第一章十二到十八節
[00:04:59.440 --> 00:05:02.400]  正正就是給我們提醒
[00:05:02.400 --> 00:05:04.240]  一開始的第十二節
[00:05:04.240 --> 00:05:09.400]  其實就是將這段經文的重點講了出來
[00:05:09.400 --> 00:05:12.680]  它說「忍受試煉的人是有福的
[00:05:12.680 --> 00:05:15.360]  因為他經過考驗之後
[00:05:15.360 --> 00:05:17.680]  必會得到生命的冠冕
[00:05:17.680 --> 00:05:22.200]  這是主應許給愛他之人的」
[00:05:22.200 --> 00:05:24.400]  忍受試煉
[00:05:24.400 --> 00:05:27.920]  為要得到上主的肯定
[00:05:27.920 --> 00:05:30.520]  有一個生命的冠冕
[00:05:30.520 --> 00:05:32.760]  就好像作為一個運動員
[00:05:32.760 --> 00:05:34.800]  他要去參與比賽
[00:05:34.800 --> 00:05:39.240]  他必定是經過長時間艱苦的訓練
[00:05:39.240 --> 00:05:42.800]  然後才可以做出好的成績
[00:05:42.800 --> 00:05:46.160]  相信絕對不會是明天比賽
[00:05:46.160 --> 00:05:47.720]  今天才去練習
[00:05:47.720 --> 00:05:49.880]  然後就可以勝出
[00:05:49.880 --> 00:05:51.760]  我們看到很多的運動員
[00:05:51.760 --> 00:05:56.280]  他們每一天為了一個簡單的動作
[00:05:56.280 --> 00:05:57.720]  我們看來
[00:05:57.720 --> 00:06:01.360]  是每一天重複又重複地練習
[00:06:01.360 --> 00:06:04.920]  其中有一個比賽的項目
[00:06:04.920 --> 00:06:06.840]  我很喜歡看就是跳水
[00:06:06.840 --> 00:06:11.440]  大家看到跳水可以在空中做很多動作
[00:06:11.440 --> 00:06:12.520]  那個還不是最精彩
[00:06:12.520 --> 00:06:15.160]  最精彩就是下水那一刻
[00:06:15.160 --> 00:06:17.720]  最少水花才是最精彩
[00:06:17.720 --> 00:06:19.480]  我相信大家也試過
[00:06:19.480 --> 00:06:22.840]  不小心游水跌下水
[00:06:22.840 --> 00:06:24.200]  當你跌得不太好的時候
[00:06:24.200 --> 00:06:26.160]  「劈啪」就很痛
[00:06:26.160 --> 00:06:30.040]  你想想在這麼高的高度
[00:06:30.040 --> 00:06:31.560]  這樣插進水裡
[00:06:31.560 --> 00:06:33.720]  那個衝擊力有多大呢?
[00:06:33.720 --> 00:06:35.920]  但能夠做到很少的水花
[00:06:35.920 --> 00:06:37.400]  大家可以想像
[00:06:37.400 --> 00:06:39.400]  他們用了多少的時間
[00:06:39.400 --> 00:06:42.640]  去了解自己整個身體
[00:06:42.640 --> 00:06:45.040]  用什麼角度、什麼方式入水
[00:06:45.040 --> 00:06:48.320]  才可以產生最少的水花
[00:06:48.320 --> 00:06:50.840]  肯定是用了很長的時間
[00:06:50.840 --> 00:06:54.560]  才能夠得到這個結果
[00:06:54.560 --> 00:06:56.320]  人也是一樣
[00:06:56.320 --> 00:06:59.480]  我們經過這麼多的考驗
[00:06:59.480 --> 00:07:03.720]  為了得到上主給我們生命的冠冕
[00:07:03.720 --> 00:07:06.520]  絕對不是很簡單、很輕鬆
[00:07:06.520 --> 00:07:08.960]  這樣就可以得到的
[00:07:08.960 --> 00:07:13.080]  不過當人在這樣的試煉裡面的時候
[00:07:13.080 --> 00:07:16.920]  當然很多的機會可能是失敗
[00:07:16.920 --> 00:07:19.680]  沒有辦法勝過這樣的試煉
[00:07:19.680 --> 00:07:24.400]  以至出現了犯錯、犯罪的情況
[00:07:24.400 --> 00:07:26.480]  當人犯罪的時候
[00:07:26.480 --> 00:07:28.960]  有的反應是什麼呢?
[00:07:28.960 --> 00:07:30.680]  有的反應就是
[00:07:30.680 --> 00:07:34.560]  會將責任推給其他人
[00:07:34.560 --> 00:07:36.640]  或者將這個責任
[00:07:36.640 --> 00:07:40.680]  放在其他的環境、其他的情況當中
[00:07:40.680 --> 00:07:41.720]  大家想想
[00:07:41.720 --> 00:07:45.320]  這個會不會都是你自己的問題呢?
[00:07:45.320 --> 00:07:47.720]  就是當我們犯罪
[00:07:47.720 --> 00:07:50.120]  我們自己發現有錯誤的時候
[00:07:50.120 --> 00:07:53.880]  我們不願意去承認自己的問題
[00:07:53.880 --> 00:07:55.840]  我們會歸咎其他人
[00:07:55.840 --> 00:07:59.560]  甚至乎會將這個責任歸咎上帝
[00:07:59.560 --> 00:08:03.440]  所以在這段經文第十三節就告訴我們
[00:08:03.440 --> 00:08:05.000]  別人誘惑
[00:08:05.000 --> 00:08:10.280]  不可以說是上帝誘惑我的
[00:08:10.280 --> 00:08:11.200]  大家想想
