
[00:00:00.000 --> 00:00:04.000]  主啊,祢在這裏
[00:00:04.000 --> 00:00:07.000]  雖然我們眼看不到
[00:00:07.000 --> 00:00:10.000]  但祢所啟示的真理
[00:00:10.000 --> 00:00:12.000]  讓我們知道祢在這裏
[00:00:12.000 --> 00:00:15.000]  祢統管著萬有
[00:00:15.000 --> 00:00:18.000]  沒有一件事是在祢的計劃以外的
[00:00:18.000 --> 00:00:21.000]  上帝是祢完全的掌管
[00:00:21.000 --> 00:00:23.000]  祢是一位美善的神
[00:00:23.000 --> 00:00:26.000]  祢要讓我們經歷
[00:00:26.000 --> 00:00:28.000]  在這些經歷當中
[00:00:28.000 --> 00:00:31.000]  我們認識祢是一位怎樣的神
[00:00:31.000 --> 00:00:34.000]  並且我們經歷祢自己的拯救
[00:00:34.000 --> 00:00:35.000]  多謝主耶穌
[00:00:35.000 --> 00:00:38.000]  祢願意這樣來親近我們
[00:00:38.000 --> 00:00:40.000]  拯救我們
[00:00:40.000 --> 00:00:44.000]  讓我們這個生命不再一樣
[00:00:44.000 --> 00:00:45.000]  為求聖靈
[00:00:45.000 --> 00:00:47.000]  祢親自帶領著我們
[00:00:47.000 --> 00:00:49.000]  當我們打開這個話語的時候
[00:00:49.000 --> 00:00:52.000]  祢的光就進入我們的內心
[00:00:52.000 --> 00:00:54.000]  給我們新的力量
[00:00:54.000 --> 00:00:56.000]  當我們離開這個地方的時候
[00:00:56.000 --> 00:00:59.000]  我們會覺得不再一樣
[00:00:59.000 --> 00:01:00.000]  除非我們禱告
[00:01:00.000 --> 00:01:02.000]  奉耶穌基督的聖名祈求
[00:01:02.000 --> 00:01:03.000]  阿門坐下之前
[00:01:03.000 --> 00:01:06.000]  跟旁邊的姐妹很真誠地說
[00:01:06.000 --> 00:01:08.000]  神要祝福你
[00:01:08.000 --> 00:01:12.000]  請坐
[00:01:12.000 --> 00:01:15.000]  我不知道你有沒有一些事情是害怕的
[00:01:15.000 --> 00:01:17.000]  我也有些事情是害怕的
[00:01:17.000 --> 00:01:21.000]  不過我也不是一點點怕高
[00:01:21.000 --> 00:01:24.000]  但不及師母怕高
[00:01:24.000 --> 00:01:27.000]  因為有一次我們去新加坡
[00:01:27.000 --> 00:01:29.000]  去Garden by the Bay
[00:01:29.000 --> 00:01:32.000]  有一個人造的山
[00:01:32.000 --> 00:01:35.000]  其中有一段在高處
[00:01:35.000 --> 00:01:39.000]  有一條凌空的天橋
[00:01:39.000 --> 00:01:40.000]  跨了出去
[00:01:40.000 --> 00:01:43.000]  下面是空空漫漫的
[00:01:43.000 --> 00:01:45.000]  所以去到那層的時候
[00:01:45.000 --> 00:01:47.000]  師母走回頭
[00:01:47.000 --> 00:01:49.000]  就是在室內下去
[00:01:49.000 --> 00:01:51.000]  我就能走出去
[00:01:51.000 --> 00:01:55.000]  其實有一次我們九龍東的少年人
[00:01:55.000 --> 00:01:57.000]  他們有一個生活營的時候
[00:01:57.000 --> 00:01:58.000]  我們去到一個營會
[00:01:58.000 --> 00:02:01.000]  有一個城網陣
[00:02:01.000 --> 00:02:05.000]  有一個怪半空的獨木橋
[00:02:05.000 --> 00:02:08.000]  我們就要爬上去
[00:02:08.000 --> 00:02:12.000]  大概高度差不多在德勝的聖旨那裡
[00:02:12.000 --> 00:02:13.000]  那麼高
[00:02:13.000 --> 00:02:15.000]  那條獨木橋在那個地方
[00:02:15.000 --> 00:02:16.000]  就只有一條木
[00:02:16.000 --> 00:02:17.000]  釘住繩子
[00:02:17.000 --> 00:02:19.000]  然後中間有幾條繩子
[00:02:19.000 --> 00:02:21.000]  我們就要爬上去
[00:02:21.000 --> 00:02:22.000]  怕不怕
[00:02:22.000 --> 00:02:23.000]  怕
[00:02:23.000 --> 00:02:24.000]  但是他說不用怕
[00:02:24.000 --> 00:02:27.000]  因為教練有豐富的經驗
[00:02:27.000 --> 00:02:28.000]  不止一個教練
[00:02:28.000 --> 00:02:29.000]  有兩個教練
[00:02:29.000 --> 00:02:32.000]  他們很詳細將整個過程告訴我們
[00:02:32.000 --> 00:02:33.000]  不用怕
[00:02:33.000 --> 00:02:37.000]  因為我們會戴著安全帶
[00:02:37.000 --> 00:02:39.000]  只要你戴緊
[00:02:39.000 --> 00:02:40.000]  按著那個方法
[00:02:40.000 --> 00:02:42.000]  戴好之後就不用擔心了
[00:02:42.000 --> 00:02:43.000]  不用怕
[00:02:43.000 --> 00:02:45.000]  因為除了這條安全帶
[00:02:45.000 --> 00:02:46.000]  還有一條繩子
[00:02:46.000 --> 00:02:49.000]  在那個活輪下面
[00:02:49.000 --> 00:02:51.000]  我們有四五個少年人
[00:02:51.000 --> 00:02:52.000]  即是有份玩的那些
[00:02:52.000 --> 00:02:53.000]  就輪流做
[00:02:53.000 --> 00:02:54.000]  一個玩完之後
[00:02:54.000 --> 00:02:57.000]  其他人就在下面做保安
[00:02:57.000 --> 00:02:58.000]  即是拉住那些繩子
[00:02:58.000 --> 00:03:00.000]  萬一滑一滑腳的時候
[00:03:00.000 --> 00:03:01.000]  不用擔心
[00:03:01.000 --> 00:03:02.000]  因為會慢慢地滑下來
[00:03:02.000 --> 00:03:04.000]  像天外飛仙那樣
[00:03:04.000 --> 00:03:05.000]  飛下來
[00:03:05.000 --> 00:03:06.000]  不用怕
[00:03:06.000 --> 00:03:08.000]  因為有好的教練
[00:03:08.000 --> 00:03:10.000]  因為有安全帶
[00:03:10.000 --> 00:03:13.000]  因為有這些保安的人
[00:03:13.000 --> 00:03:14.000]  看著你
[00:03:14.000 --> 00:03:15.000]  不用怕
[00:03:15.000 --> 00:03:17.000]  你只要相信他們
[00:03:17.000 --> 00:03:19.000]  相信他們所說的是對的
[00:03:19.000 --> 00:03:21.000]  相信他們的安全帶
[00:03:21.000 --> 00:03:23.000]  真的穿得好
[00:03:23.000 --> 00:03:25.000]  相信那些少年人
[00:03:25.000 --> 00:03:28.000]  是撐得住的
[00:03:28.000 --> 00:03:29.000]  不用怕
[00:03:29.000 --> 00:03:32.000]  今天我一路禱告
[00:03:32.000 --> 00:03:34.000]  究竟我來到九龍東
[00:03:34.000 --> 00:03:35.000]  不是九龍東塘
[00:03:35.000 --> 00:03:39.000]  銅鑼灣塘要和大家分享什麼訊息呢
[00:03:39.000 --> 00:03:40.000]  有一天
[00:03:40.000 --> 00:03:42.000]  我上午跑步的時候
[00:03:42.000 --> 00:03:44.000]  突然間出了剛才那首歌
[00:03:44.000 --> 00:03:47.000]  接著有六個字跳了出來
[00:03:47.000 --> 00:03:48.000]  不要怕
[00:03:48.000 --> 00:03:50.000]  只要相信
[00:03:50.000 --> 00:03:53.000]  我今天就和大家分享一個這樣的訊息
[00:03:53.000 --> 00:03:56.000]  撒加利亞書對於我們大部份的弟兄姊妹來說
[00:03:56.000 --> 00:03:58.000]  是很陌生的
[00:03:58.000 --> 00:03:59.000]  在哪裡呢?
[00:03:59.000 --> 00:04:00.000]  在聖經
[00:04:00.000 --> 00:04:01.000]  我也知道
[00:04:01.000 --> 00:04:02.000]  在舊約
[00:04:02.000 --> 00:04:04.000]  舊約的《小仙之書》
[00:04:04.000 --> 00:04:05.000]  真的很冷門
[00:04:05.000 --> 00:04:10.000]  但是如果你識背舊約的目錄
[00:04:10.000 --> 00:04:14.000]  你就會知道最後的三卷
[00:04:14.000 --> 00:04:16.000]  該亞馬的亞
[00:04:16.000 --> 00:04:18.000]  就是撒加利亞書
[00:04:18.000 --> 00:04:19.000]  哈蓋書
[00:04:19.000 --> 00:04:20.000]  撒加利亞書
[00:04:20.000 --> 00:04:23.000]  最後那卷就是馬拉基書
[00:04:23.000 --> 00:04:26.000]  我相信大部份人都不太熟悉
[00:04:26.000 --> 00:04:27.000]  不過
[00:04:27.000 --> 00:04:28.000]  趁著這個機會
[00:04:28.000 --> 00:04:30.000]  我今天會和大家看
[00:04:30.000 --> 00:04:33.000]  在一至六章裏面的第一個二章
[00:04:33.000 --> 00:04:34.000]  一個有八個二章
[00:04:34.000 --> 00:04:37.000]  我沒有辦法一次過講完
[00:04:37.000 --> 00:04:39.000]  但是我們看第一個二章
[00:04:39.000 --> 00:04:41.000]  七節到第十七節
[00:04:41.000 --> 00:04:42.000]  我們可以翻開聖經
[00:04:42.000 --> 00:04:44.000]  雖然我知道大家沒有聖經
[00:04:44.000 --> 00:04:47.000]  我翻開你就看這個聖經
[00:04:47.000 --> 00:04:50.000]  我們一起來讀這幾節經文
[00:04:50.000 --> 00:04:51.000]  我們一起來讀
[00:04:51.000 --> 00:04:54.000]  大利烏第二年十一月
[00:04:54.000 --> 00:04:57.000]  就是西伯特月二十四日
[00:04:57.000 --> 00:05:00.000]  耶穌說臨到亦多的孫子
[00:05:00.000 --> 00:05:02.000]  比利加的兒子
[00:05:02.000 --> 00:05:04.000]  先知撒加利亞說
[00:05:04.000 --> 00:05:06.000]  我夜間觀看
[00:05:06.000 --> 00:05:08.000]  見一人騎著熊馬
[00:05:08.000 --> 00:05:11.000]  站在挖地翻石榴樹中間
[00:05:11.000 --> 00:05:14.000]  在他身後又有熊馬
[00:05:14.000 --> 00:05:16.000]  黃馬和白馬
[00:05:16.000 --> 00:05:19.000]  與我說話的天使說
[00:05:19.000 --> 00:05:22.000]  主啊這是什麼意思
[00:05:22.000 --> 00:05:24.000]  他說我要指示你
[00:05:24.000 --> 00:05:26.000]  這是什麼意思
[00:05:26.000 --> 00:05:30.000]  那站在翻石榴樹中間的人說
[00:05:30.000 --> 00:05:32.000]  這是奉耶華差遣
[00:05:32.000 --> 00:05:35.000]  在遍地走來走去的
[00:05:35.000 --> 00:05:36.000]  那些騎馬的
[00:05:36.000 --> 00:05:39.000]  就對站在翻石榴樹中間
[00:05:39.000 --> 00:05:41.000]  耶華的使者說
[00:05:41.000 --> 00:05:44.000]  我們已在遍地走來走去
[00:05:44.000 --> 00:05:47.000]  見全地都安息平靜
[00:05:47.000 --> 00:05:50.000]  於是耶華的使者說
[00:05:50.000 --> 00:05:51.000]  萬君子耶華啊
[00:05:51.000 --> 00:05:55.000]  你惱怒耶路撒冷和猶大的誠邑
[00:05:55.000 --> 00:05:57.000]  已經七十年
[00:05:57.000 --> 00:06:00.000]  你不施憐憫要到幾時呢
[00:06:00.000 --> 00:06:03.000]  耶華就用美善的安慰話
[00:06:03.000 --> 00:06:06.000]  回答那與我說話的天使
[00:06:06.000 --> 00:06:09.000]  與我說話的天使對我說
