
[00:00:00.000 --> 00:00:01.800]  各位靈姐妹 早安
[00:00:01.800 --> 00:00:05.800]  讓我們一齊低頭禱告
[00:00:05.800 --> 00:00:07.000]  親愛的天父
[00:00:07.000 --> 00:00:09.700]  當我們要讀你的話語的時候
[00:00:09.700 --> 00:00:13.000]  讓我們想起聖經裏面的應許
[00:00:13.000 --> 00:00:15.500]  你的話語一被解開
[00:00:15.500 --> 00:00:17.800]  就會發出亮光
[00:00:17.800 --> 00:00:19.200]  原真你的靈
[00:00:19.200 --> 00:00:21.400]  引導我們能夠明白
[00:00:21.400 --> 00:00:24.600]  讓你的話語成為我們腳前的燈
[00:00:24.600 --> 00:00:26.000]  路上的光
[00:00:26.000 --> 00:00:28.900]  使我們更加能夠明白你的旨意
[00:00:28.900 --> 00:00:32.200]  讓我們的生命被你轉化過來
[00:00:32.200 --> 00:00:34.800]  願聖靈帶領我們此刻
[00:00:34.800 --> 00:00:37.700]  一齊進入你的話語當中
[00:00:37.700 --> 00:00:39.100]  誰聽我們的禱告
[00:00:39.100 --> 00:00:41.500]  奉耶穌基督得聖的名求
[00:00:41.500 --> 00:00:42.500]  阿們
[00:00:42.500 --> 00:00:46.100]  最近中秋佳節
[00:00:46.100 --> 00:00:49.900]  可能大家家裏也有很多的水果
[00:00:49.900 --> 00:00:52.300]  有一次我嘗試拿起一個蘋果
[00:00:52.300 --> 00:00:53.800]  想吃之際
[00:00:53.800 --> 00:00:55.100]  怎知摸著摸著
[00:00:55.100 --> 00:00:57.100]  後面為甚麼是粗糙的呢
[00:00:57.100 --> 00:00:58.000]  轉一轉
[00:00:58.000 --> 00:01:00.200]  原來發霉了
[00:01:00.200 --> 00:01:01.800]  東西原來放得久
[00:01:01.800 --> 00:01:03.400]  是會壞的
[00:01:03.400 --> 00:01:05.100]  如果認識我的人
[00:01:05.100 --> 00:01:07.100]  都知道我喜歡養魚
[00:01:07.100 --> 00:01:08.900]  和養植物
[00:01:08.900 --> 00:01:11.900]  我養魚也相當有研究
[00:01:11.900 --> 00:01:13.500]  如果你有機會來我家
[00:01:13.500 --> 00:01:16.300]  我家的過濾有幾層高
[00:01:16.300 --> 00:01:18.400]  養了一些魚
[00:01:18.400 --> 00:01:21.600]  也陪了我兩年多
[00:01:21.600 --> 00:01:22.700]  最近不知為何
[00:01:22.700 --> 00:01:26.900]  一條又一條變成了鹹魚
[00:01:26.900 --> 00:01:29.000]  養了一些植物
[00:01:29.000 --> 00:01:30.900]  又開始發黃
[00:01:30.900 --> 00:01:33.800]  我心想難道秋天已經來臨
[00:01:33.800 --> 00:01:34.800]  可能你會說
[00:01:34.800 --> 00:01:37.300]  牧師為何你的技術這麼差
[00:01:37.300 --> 00:01:38.300]  可能是吧
[00:01:38.300 --> 00:01:39.300]  我心裏想
[00:01:39.300 --> 00:01:42.600]  東西不死又怎會有新呢
[00:01:42.600 --> 00:01:44.800]  最近也在籠底裏面
[00:01:44.800 --> 00:01:47.700]  找到一張二十年前
[00:01:47.700 --> 00:01:49.400]  拍過的一幅相
[00:01:49.400 --> 00:01:52.400]  和今天簡直是相差很遠
[00:01:52.400 --> 00:01:56.000]  發現原來人真的會老
[00:01:56.000 --> 00:02:00.600]  一個活了四十多年的地方
[00:02:00.600 --> 00:02:04.700]  也突然間變得很陌生
[00:02:04.700 --> 00:02:07.200]  一些從來沒想過的事情
[00:02:07.200 --> 00:02:11.300]  一幕又一幕在眼前出現
[00:02:11.300 --> 00:02:14.800]  感受到那種無力感
[00:02:14.800 --> 00:02:17.000]  也很無奈
[00:02:17.000 --> 00:02:19.400]  這段時間我在想
[00:02:19.400 --> 00:02:22.100]  原來在我們的生命裏面
[00:02:22.100 --> 00:02:25.600]  很多東西都不在我們掌握的裏面
[00:02:25.600 --> 00:02:28.000]  在我剛才一直所表述的時候
[00:02:28.000 --> 00:02:29.100]  我就發現
[00:02:29.100 --> 00:02:31.300]  原來自己真的很渺小
[00:02:31.300 --> 00:02:32.500]  很有限制
[00:02:32.500 --> 00:02:33.000]  沒錯
[00:02:33.000 --> 00:02:35.200]  縱使我們用了很多的努力
[00:02:35.200 --> 00:02:38.700]  來維持一個最佳的狀況
[00:02:38.700 --> 00:02:41.600]  但原來我們會發現到
[00:02:41.600 --> 00:02:46.100]  很多東西都不是在我們的計劃裏面
[00:02:46.100 --> 00:02:47.600]  總有一些事情
[00:02:47.600 --> 00:02:52.300]  是不在你和我手可以控制的裏面
[00:02:52.300 --> 00:02:54.000]  所謂神的兒女
[00:02:54.000 --> 00:02:57.900]  我們憑什麼生而有望呢?
[00:02:57.900 --> 00:02:59.300]  作為神的子民
[00:02:59.300 --> 00:03:03.600]  我們又怎樣來活在當下的裏面呢?
[00:03:03.600 --> 00:03:07.400]  聖經給我們每一個烏托邦的幻想
[00:03:07.400 --> 00:03:11.400]  沒想過在地上真的能夠找到一個
[00:03:11.400 --> 00:03:15.700]  沒有苦楚的樂園或者生活的方式
[00:03:15.700 --> 00:03:18.800]  但神卻給我們每一個跟從祂的人
[00:03:18.800 --> 00:03:20.700]  怎樣去學習
[00:03:20.700 --> 00:03:24.300]  沒錯我們要面對今生的苦楚
[00:03:24.300 --> 00:03:28.200]  但我們又是活出神的榮耀
[00:03:28.200 --> 00:03:31.700]  剛才主席也帶我們一起讀出第八章
[00:03:31.700 --> 00:03:33.400]  十八到三十節
[00:03:33.400 --> 00:03:36.800]  我覺得這段經文正好幫助我們
[00:03:36.800 --> 00:03:39.500]  在磨難的日子裏面
[00:03:39.500 --> 00:03:41.900]  我們怎樣能夠靠著上帝
[00:03:41.900 --> 00:03:44.600]  去有從祂而來的盼望
[00:03:44.600 --> 00:03:47.100]  來度過每一天
[00:03:47.100 --> 00:03:50.600]  十八到二十二節裏面
[00:03:50.600 --> 00:03:55.200]  給我們看到亂局裏面的真相
[00:03:55.200 --> 00:03:58.400]  我不知道大家剛才讀和聽的時候
[00:03:58.400 --> 00:04:01.300]  你又會有什麼感受呢?
[00:04:01.300 --> 00:04:04.800]  會不會瀰漫著一種的悲情?
[00:04:04.800 --> 00:04:10.600]  這也是確實此刻你和我所面對的這個世界
[00:04:10.600 --> 00:04:16.700]  保羅在這裏很深刻描述一個事實
[00:04:16.700 --> 00:04:20.600]  描繪到受造之物那份無奈
[00:04:20.600 --> 00:04:23.500]  由十九到二十二節裏面
[00:04:23.500 --> 00:04:26.400]  每一節你都會看到
[00:04:26.400 --> 00:04:29.800]  苦楚、虛空、敗壞、嘆息、勞苦
[00:04:29.800 --> 00:04:31.100]  直到如今
[00:04:31.100 --> 00:04:33.000]  比弟弟還要苦
[00:04:33.000 --> 00:04:34.000]  可能你也會想
[00:04:34.000 --> 00:04:36.600]  為什麼人生會這麼不快樂
[00:04:36.600 --> 00:04:39.300]  這麼多焦慮、這麼多折磨的事情
[00:04:39.300 --> 00:04:43.000]  就不斷在我們生活裏面出現
[00:04:43.000 --> 00:04:44.800]  十九至二十二節
[00:04:44.800 --> 00:04:50.700]  亦都一連四次講了受造之物
[00:04:50.700 --> 00:04:55.300]  受造之物所講的是上帝所創造的
[00:04:55.300 --> 00:04:59.000]  包括大地、山村、動物、植物、人類
[00:04:59.000 --> 00:05:00.500]  你和我
[00:05:00.500 --> 00:05:01.600]  經文裏面告訴我們
[00:05:01.600 --> 00:05:06.300]  一切受造之物都必然如此
[00:05:06.300 --> 00:05:10.200]  去到面對此刻這個境況
[00:05:10.200 --> 00:05:12.400]  聖經《創世紀》第三章裏面
[00:05:12.400 --> 00:05:16.100]  很清楚記述到我們始祖亞當夏
[00:05:16.100 --> 00:05:17.500]  犯罪的時候
[00:05:17.500 --> 00:05:20.800]  罪就進入這個世界裏面
