
[00:00:00.000 --> 00:00:04.400]  好,讓我們在聆聽主的說話之前,我們一齊從心低頭祈禱。
[00:00:04.400 --> 00:00:12.800]  父神多謝祢,多謝祢讓我們能夠再次回到祢的啟示當中去學習,
[00:00:12.800 --> 00:00:23.800]  求祢的幫助,從今天我們會開始看你僕人保羅在新約聖經裏面致信給哥羅西教會,
[00:00:24.600 --> 00:00:31.600]  讓我們在這篇書信裏面能夠更掌握一個成熟的生命,
[00:00:31.600 --> 00:00:40.400]  屬神的子民應是怎樣的,讓我們都能夠體貼侍奉的真正的動機,
[00:00:40.400 --> 00:00:51.600]  而不是好像今天的教會裏面,不少的人侍奉只是為滿足自己宗教的情慾,
[00:00:52.600 --> 00:00:58.600]  求主祢的幫助,讓我們在這段聖經裏面得到警醒和監察,
[00:00:58.600 --> 00:01:03.600]  禱告奉靠主耶穌基督,得成明智而求,阿們。
[00:01:03.600 --> 00:01:13.200]  雖然我的聲音是這樣,不過我也有條問題很有趣的,是一條IQ問題,
[00:01:13.200 --> 00:01:21.200]  大家知不知道數目字3和7他們有什麼關係呢?
[00:01:23.200 --> 00:01:25.200]  很費解吧?
[00:01:25.200 --> 00:01:35.200]  原來3這個數目字和7這個數目字,在廣東人裏面說他們是不認識的,
[00:01:35.200 --> 00:01:38.200]  正是3不認識7就是這樣來的,
[00:01:38.200 --> 00:01:43.200]  為什麼有一條這樣的IQ問題問大家呢?
[00:01:43.200 --> 00:01:47.200]  原因就是因為我們今天去看這段聖經,
[00:01:48.200 --> 00:01:55.200]  這段聖經說到有一個牧者,他的名字叫做保羅,
[00:01:55.200 --> 00:02:03.200]  他寫了一封信給,不是,我的聲音走了,不是激動,
[00:02:03.200 --> 00:02:09.200]  他寫了一封信給哥羅西的教會,
[00:02:09.200 --> 00:02:17.200]  而哥羅西教會也跟保羅是不相識的,
[00:02:18.200 --> 00:02:20.200]  最主要的原因就是,
[00:02:20.200 --> 00:02:28.200]  哥羅西教會從來都是保羅直接去傳道,然後建立的教會,
[00:02:28.200 --> 00:02:38.200]  倘若有一天,在馬來西亞浸信會,突然走進一個叫做牧師的人,
[00:02:38.200 --> 00:02:43.200]  或者叫做執事的人,或者長老的人,
[00:02:44.200 --> 00:02:50.200]  當他走進來,他說我要來參加馬來西亞浸信會的傳道工作,
[00:02:50.200 --> 00:02:56.200]  我們怎麼面對好呢?不認識的,
[00:02:56.200 --> 00:03:03.200]  又不是我們前任主任牧師,又不是我們前任的牧者,
[00:03:03.200 --> 00:03:06.200]  又不是我們差組去的孫教士,
[00:03:08.200 --> 00:03:21.200]  我們怎麼面對好呢?我們會不會在心裏面,暗底裏面去否定這個人呢?
[00:03:21.200 --> 00:03:30.200]  還是我們會用時間去跟他有相交認識,
[00:03:30.200 --> 00:03:34.200]  然後去了解他的信而一同侍奉呢?
[00:03:37.200 --> 00:03:46.200]  我有機會,也是一個榮幸,上帝帶我去到法國去侍奉過六個月的時間,
[00:03:46.200 --> 00:03:52.200]  在這六個月裏面,雖然分開三個月一次,三個月一次,
[00:03:52.200 --> 00:04:00.200]  當地的一間浸信會的弟兄姊妹其實對我毫無認識,
[00:04:02.200 --> 00:04:10.200]  但是他願意讓我去到他們當中,能夠跟他們一起有一個侍奉的機會,
[00:04:10.200 --> 00:04:17.200]  我也不怕這樣說,有很多弟兄姊妹在這裏會聽到的,
[00:04:17.200 --> 00:04:21.200]  他們每個星期仍然會聽見我說這番話,
[00:04:21.200 --> 00:04:26.200]  我現在直接這樣說,其實在你們當中,或許我所做的事,
[00:04:26.200 --> 00:04:29.200]  曾經是你們不喜悅的事,
[00:04:30.200 --> 00:04:34.200]  你不喜歡看到的事,甚至你是討厭我的事,
[00:04:34.200 --> 00:04:40.200]  但是我都想你們明白,我所做的事,
[00:04:40.200 --> 00:04:46.200]  都是為了你們的靈性最好的地方而去考量,
[00:04:46.200 --> 00:04:52.200]  而這個正正就是我們去讀哥羅西書的最大的特色,
[00:04:52.200 --> 00:04:57.200]  很多時候很多目者說哥羅西書都很喜歡說,
[00:04:58.200 --> 00:05:08.200]  哥羅西書其實裏面是說很多其他的超級傳道人在裏面很有影響力,
[00:05:08.200 --> 00:05:15.200]  於是乎保羅的傳道他們否定,而保羅於是乎寫這封書信,
[00:05:15.200 --> 00:05:20.200]  但是當我們去仔細看看哥羅西書的時候,
[00:05:20.200 --> 00:05:26.200]  保羅卻沒有針對這班人去作出一連串的指控,
[00:05:27.200 --> 00:05:33.200]  反而是保羅專注在哥羅西教會最需要,
[00:05:33.200 --> 00:05:38.200]  最適合他們的屬靈模樣,他就提供給他們,
[00:05:38.200 --> 00:05:45.200]  即使你不喜歡,但這仍然是你所喜悅的教導,
[00:05:45.200 --> 00:05:50.200]  是上帝喜悅的教導,是你需要去明白的,
[00:05:50.200 --> 00:05:54.200]  所以今天我和大家一起分享的這段聖經,
[00:05:55.200 --> 00:05:58.200]  是哥羅西書的第一章,第一召第二節,
[00:05:58.200 --> 00:06:06.200]  我給了一個題目,叫做「只想著你們在主裡好」,
[00:06:06.200 --> 00:06:11.200]  這個標題很台灣,很文藝的,
[00:06:11.200 --> 00:06:17.200]  希望大家帶著這份有些藝術性的欣賞,
[00:06:17.200 --> 00:06:21.200]  去看看保羅怎樣和哥羅西的教會去聯絡,
[00:06:22.200 --> 00:06:25.200]  我們先讀一下這段聖經,我們只有兩節,
[00:06:25.200 --> 00:06:30.200]  兩節我希望講45分鐘左右,
[00:06:30.200 --> 00:06:36.200]  或者有些弟兄姐妹說,兩節不是講15分鐘的嗎?
[00:06:36.200 --> 00:06:41.200]  是講45分鐘的嗎?是呀,很多東西講的,
[00:06:41.200 --> 00:06:45.200]  我們一起讀,第一,讀第二節,
[00:06:46.200 --> 00:06:52.200]  「奉上旨意,作基督耶穌使徒的保羅,
[00:06:52.200 --> 00:06:58.200]  和弟兄弟提摩太,寫信給哥羅西的聖徒,
[00:06:58.200 --> 00:07:03.200]  在基督裡有忠心的弟兄,願因為平安,
[00:07:03.200 --> 00:07:07.200]  從臣我們的父,貴於你們。」
[00:07:07.200 --> 00:07:11.200]  當我們一開始看到這段聖經的時候,
[00:07:12.200 --> 00:07:16.200]  我們就很清楚知道這是一封書信,
[00:07:16.200 --> 00:07:20.200]  寫信的人叫做保羅,
[00:07:20.200 --> 00:07:25.200]  而他有個同伴叫做提摩太,
[00:07:25.200 --> 00:07:31.200]  收信人叫做哥羅西的忠聖徒,
[00:07:31.200 --> 00:07:35.200]  所以我們第一個問題要問的就是,
[00:07:35.200 --> 00:07:39.200]  哥羅西是何處呢?
[00:07:41.200 --> 00:07:43.200]  除了很多弟兄姊妹來算,讀聖經,
[00:07:43.200 --> 00:07:47.200]  說不定他在哪裡,反正我也不認識,
[00:07:47.200 --> 00:07:51.200]  讓我介紹多一點給大家聽,
[00:07:51.200 --> 00:07:58.200]  哥羅西是屬於今天的小亞細亞的宗保,
[00:07:58.200 --> 00:08:03.200]  如果大家有機會參考司徒行傳第十六章,
[00:08:03.200 --> 00:08:05.200]  第六至十五節,
[00:08:07.200 --> 00:08:13.200]  會發現到原來正正就是今天的土耳其的西半部分的中心點,
[00:08:13.200 --> 00:08:17.200]  如果大家有少少印象的土耳其,
[00:08:17.200 --> 00:08:20.200]  是在以色列巴勒斯坦的宇北,
[00:08:20.200 --> 00:08:23.200]  但是還沒有去到歐洲的時候,
[00:08:23.200 --> 00:08:26.200]  有一片很大的半島突了出來,
[00:08:26.200 --> 00:08:30.200]  這個半島我們稱之為小亞細亞,
[00:08:30.200 --> 00:08:33.200]  它分為兩大部分,
[00:08:34.200 --> 00:08:41.200]  第一個部分就是我們先前常常說的加拉泰地區,
[00:08:41.200 --> 00:08:48.200]  加拉泰是屬於今天的土耳其東部的一半地區,
[00:08:48.200 --> 00:08:56.200]  而另外西邊的地區就是包括很多的小城市,
[00:08:56.200 --> 00:09:00.200]  譬如我們熟悉的爾佛索,
[00:09:01.200 --> 00:09:05.200]  我熟悉的史美娜都是在這個地方的,
[00:09:05.200 --> 00:09:12.200]  而哥羅西教會因為這個城市正處於西部的中心點,
[00:09:12.200 --> 00:09:15.200]  亦都成為了整個的交通要塞,
[00:09:15.200 --> 00:09:22.200]  它東北連貫著爾佛索和加拉泰,
[00:09:23.200 --> 00:09:32.200]  它南北貫穿了每西亞地區的特羅亞和史美娜,
[00:09:32.200 --> 00:09:36.200]  而我們所熟悉的其中一個叫魯底嘉城,
[00:09:36.200 --> 00:09:40.200]  這個城市不冷不熱的教會,
[00:09:40.200 --> 00:09:45.200]  原來正正就在這個哥羅西教會的側邊,
[00:09:45.200 --> 00:09:49.200]  所以他們稱之為一個雙子城,
[00:09:50.200 --> 00:09:56.200]  正因為哥羅西教會所處的城市是屬於交通要塞,
[00:09:56.200 --> 00:10:01.200]  所以哥羅西教會所涵括的人,
[00:10:01.200 --> 00:10:07.200]  是大部份都一定是在這個雙女上面有所參與的人,
