
[00:00:00.000 --> 00:00:02.000]  這幾天時間過得很快
[00:00:02.000 --> 00:00:07.700]  這兩天讓我們真的是在靈裡面有很豐厚的收穫
[00:00:07.700 --> 00:00:12.000]  那過去這兩個晚上裡面
[00:00:12.000 --> 00:00:16.200]  有一首詩歌說主耶穌是我們知心的朋友
[00:00:16.200 --> 00:00:18.400]  雖然曾經有人說
[00:00:18.400 --> 00:00:22.800]  曾經有人說這個不合乎聖經
[00:00:22.800 --> 00:00:24.700]  其實是合乎聖經的
[00:00:24.700 --> 00:00:27.400]  聖經也確實是這樣說
[00:00:27.400 --> 00:00:30.200]  在約翰福音第十五章裡面
[00:00:30.200 --> 00:00:34.600]  當主耶穌講到葡萄樹和葡萄汁的比喻之後
[00:00:34.600 --> 00:00:38.200]  下面他就介紹說
[00:00:38.200 --> 00:00:41.700]  僕人不知道主人所要做的事
[00:00:41.700 --> 00:00:44.100]  可主耶穌說
[00:00:44.100 --> 00:00:46.800]  我是你們的朋友
[00:00:46.800 --> 00:00:51.600]  我把我從父所聽見的跟你們說
[00:00:51.600 --> 00:00:53.300]  所以這裡講到什麼
[00:00:53.300 --> 00:01:02.300]  講到主耶穌跟他的門徒信靠他人的親密的關係
[00:01:02.300 --> 00:01:05.400]  不是在講主耶穌的神性
[00:01:05.400 --> 00:01:12.300]  不是在講主耶穌是全職全能全在聖潔供應的神
[00:01:12.300 --> 00:01:16.700]  是在講在生命中可以體會到主的心意
[00:01:16.700 --> 00:01:19.200]  可以體會到神的心意
[00:01:19.200 --> 00:01:22.100]  約翰福音第十五章我們去看
[00:01:22.100 --> 00:01:25.000]  完全是合乎聖經的
[00:01:25.000 --> 00:01:29.500]  那昨天我們跟遠之名牧師吃飯的時候
[00:01:29.500 --> 00:01:31.500]  吃午餐的時候
[00:01:31.500 --> 00:01:34.100]  我從他講話當中
[00:01:34.100 --> 00:01:36.400]  我深深體會到兩點
[00:01:36.400 --> 00:01:40.000]  因為我今天在準備這個信息之前
[00:01:40.000 --> 00:01:43.900]  還沒有到這個信息可以放任沒有問題
[00:01:43.900 --> 00:01:46.700]  我把最近我一些感受
[00:01:46.700 --> 00:01:49.500]  利用十分鐘的時間跟各位分享
[00:01:49.500 --> 00:01:56.600]  這也是我心中放在心中坦誠願意跟各位來交通的一件事
[00:01:56.600 --> 00:02:01.700]  跟各位溝通讓各位明白最近一兩天所發生的事
[00:02:01.700 --> 00:02:05.600]  那我心中的體會願意跟各位弟兄姐妹
[00:02:05.600 --> 00:02:11.600]  甚至剛覺知的弟兄姐妹來分享
[00:02:11.600 --> 00:02:13.700]  昨天我們中午吃飯的時候
[00:02:13.700 --> 00:02:15.400]  他講到一個比方
[00:02:15.400 --> 00:02:19.200]  講到果樹的比方
[00:02:19.200 --> 00:02:21.000]  他果樹的比方就是
[00:02:21.000 --> 00:02:25.400]  我們可以看到果樹都已經結滿果子了
[00:02:25.400 --> 00:02:28.600]  可是什麼果子會掉下來呢
[00:02:28.600 --> 00:02:31.300]  唯有熟的果子會掉下來
[00:02:31.300 --> 00:02:33.700]  什麼時候會掉下來呢
[00:02:33.700 --> 00:02:36.400]  當你去搖這個樹的時候
[00:02:36.400 --> 00:02:38.900]  熟的果子就會掉下來
[00:02:38.900 --> 00:02:41.300]  那他只講到這個比方
[00:02:41.300 --> 00:02:44.200]  那我自己在這裡揣摩之後
[00:02:44.200 --> 00:02:50.000]  我覺得這兩天誰搖這個樹
[00:02:50.000 --> 00:02:53.000]  神的福音來搖這個樹
[00:02:53.000 --> 00:02:55.500]  神的大能搖這個樹
[00:02:55.500 --> 00:03:02.900]  當過去一年兩年五年十年所栽種的
[00:03:02.900 --> 00:03:08.200]  所澆灌的果子在他們心中慢慢成熟
[00:03:08.200 --> 00:03:13.100]  當福音的大能來的時候來搖這個樹
[00:03:13.100 --> 00:03:16.900]  時機成熟果子就掉下來
[00:03:16.900 --> 00:03:19.200]  這是第一件他所講
[00:03:19.200 --> 00:03:22.600]  這有關福音的朋友
[00:03:22.600 --> 00:03:25.000]  在豐收的時候的一個比方
[00:03:25.000 --> 00:03:27.800]  他另外講另外一個比方
[00:03:27.800 --> 00:03:31.300]  另外一個比方是跟服飾的童工有關的
[00:03:31.300 --> 00:03:35.900]  我也願意每位都可以聽進去
[00:03:35.900 --> 00:03:39.300]  他用一個比方是一架飛機
[00:03:39.300 --> 00:03:41.900]  他一架飛機要起飛之前
[00:03:41.900 --> 00:03:47.600]  你會看到各不同崗位的工作人員
[00:03:47.600 --> 00:03:50.800]  或者有的是加油有的是清潔
[00:03:50.800 --> 00:03:54.300]  有的是這個那個
[00:03:54.300 --> 00:03:59.100]  每個人的工作都是有一個限定的
[00:03:59.100 --> 00:04:02.300]  當飛機起飛的時候
[00:04:02.300 --> 00:04:08.000]  每個人所做的都是讓這一架飛機
[00:04:08.000 --> 00:04:10.900]  多少千噸萬噸的飛機
[00:04:10.900 --> 00:04:13.200]  就這樣可以起飛
[00:04:13.200 --> 00:04:18.300]  如果加油的人不仔細做他的工作
[00:04:18.300 --> 00:04:23.600]  如果擋輪胎的不把擋的東西取掉
[00:04:23.600 --> 00:04:28.000]  關機艙的門的不關好
[00:04:28.000 --> 00:04:29.700]  任何一件事情
[00:04:29.700 --> 00:04:33.400]  當不做自己該盡的本分的時候
[00:04:33.400 --> 00:04:37.300]  這一架飛機起飛的時候就很危險
[00:04:37.300 --> 00:04:40.100]  雖然是很淺顯的例子
[00:04:40.100 --> 00:04:42.000]  給我們看到
[00:04:42.000 --> 00:04:44.200]  無論是師班
[00:04:44.200 --> 00:04:46.200]  無論是招待
[00:04:46.200 --> 00:04:48.000]  無論是陪台
[00:04:48.000 --> 00:04:50.500]  無論是嬰兒照顧
[00:04:50.500 --> 00:04:52.100]  指揮的
[00:04:52.100 --> 00:04:53.700]  清潔的
[00:04:53.700 --> 00:04:55.800]  任何一個崗位
[00:04:55.800 --> 00:04:59.000]  當你做到你該做的本分
[00:04:59.000 --> 00:05:01.100]  這一架飛機起飛的時候
[00:05:01.100 --> 00:05:02.700]  我們就可以看到
[00:05:02.700 --> 00:05:06.500]  這龐大的飛機就這樣升起來
[00:05:06.500 --> 00:05:09.500]  這升起來是神的大能
[00:05:09.500 --> 00:05:12.300]  借助眾同工的擺上
[00:05:12.300 --> 00:05:14.400]  雖然你擺上了
[00:05:14.400 --> 00:05:16.500]  覺得就這麼一點點
[00:05:16.500 --> 00:05:18.800]  可是在這麼一點點裡面
[00:05:18.800 --> 00:05:21.000]  就是整個侍奉
[00:05:21.000 --> 00:05:25.000]  這個整個神秘推動的一部分
[00:05:25.000 --> 00:05:26.100]  所以不要看輕
[00:05:26.100 --> 00:05:28.000]  我一定要做什麼
[00:05:28.000 --> 00:05:32.100]  才可以彰顯我
[00:05:32.100 --> 00:05:36.400]  不是說我要成為worship team
[00:05:36.400 --> 00:05:39.500]  站在師班60個人面前
[00:05:39.500 --> 00:05:41.800]  那個人才看得清楚
[00:05:41.800 --> 00:05:43.300]  不是的
[00:05:43.300 --> 00:05:46.500]  我覺得師班60個人
[00:05:46.500 --> 00:05:48.000]  我唱的時候
[00:05:48.000 --> 00:05:50.800]  我都已經被震撼
[00:05:50.800 --> 00:05:52.900]  被詩歌手震撼
[00:05:52.900 --> 00:05:55.300]  唱的人已經震撼
[00:05:55.300 --> 00:05:58.100]  聽的人我相信
[00:05:58.100 --> 00:06:01.800]  我們也是難得的機會
[00:06:01.800 --> 00:06:02.600]  有沒有想到
[00:06:02.600 --> 00:06:05.500]  有一天我們到天上的時候
[00:06:05.500 --> 00:06:08.100]  那千萬天君那種
[00:06:08.100 --> 00:06:10.300]  在那裡唱的詩歌
[00:06:10.300 --> 00:06:11.800]  你能體會到嗎
[00:06:11.800 --> 00:06:14.400]  當我們在地上可以體會到
[00:06:14.400 --> 00:06:16.300]  師班那樣的唱法
[00:06:16.300 --> 00:06:18.000]  我們還不是像
[00:06:18.000 --> 00:06:20.500]  那Sydney那樣的一個
[00:06:20.500 --> 00:06:24.700]  Sydney叫西尼
[00:06:24.700 --> 00:06:27.100]  那個詩歌班300人
[00:06:27.100 --> 00:06:29.200]  可是我們的60個人
[00:06:29.200 --> 00:06:35.600]  就已經足夠來搖動這會場
[00:06:35.600 --> 00:06:39.700]  所以這次同工的擺上
[00:06:39.700 --> 00:06:41.600]  我們也獻上感謝
[00:06:41.600 --> 00:06:44.000]  最後也就是
[00:06:44.000 --> 00:06:45.900]  今天我們的奉獻
[00:06:45.900 --> 00:06:49.300]  假如說為大會的奉獻
[00:06:49.300 --> 00:06:51.200]  步道會的奉獻
[00:06:51.200 --> 00:06:54.500]  你照樣可以寫我們教會的名稱
[00:06:54.500 --> 00:06:55.900]  AGCC
[00:06:55.900 --> 00:06:59.200]  可是在備注欄裡面
[00:06:59.200 --> 00:07:03.100]  在memo那段那一行
[00:07:03.100 --> 00:07:04.000]  你就寫一下
[00:07:04.000 --> 00:07:07.000]  遠志明牧師步道會
[00:07:07.000 --> 00:07:08.700]  不是步道會
[00:07:08.700 --> 00:07:11.300]  今天是最後一次
[00:07:11.300 --> 00:07:12.600]  我們下個禮拜
[00:07:12.600 --> 00:07:14.200]  我們就不再會有
[00:07:14.200 --> 00:07:16.300]  這樣一個特別奉獻
[00:07:16.300 --> 00:07:18.300]  所以任何我們在教會
[00:07:18.300 --> 00:07:21.700]  除了經常會以外的奉獻
[00:07:21.700 --> 00:07:24.500]  這些都是算特別的奉獻
[00:07:24.500 --> 00:07:29.000]  都是我們該奉獻之外
[00:07:29.000 --> 00:07:31.400]  神給我們心中的感動
[00:07:31.400 --> 00:07:32.700]  我們的奉獻
[00:07:32.700 --> 00:07:35.700]  所以這是有關奉獻方面
[00:07:35.700 --> 00:07:39.500]  最後一天做一個報告
[00:07:39.500 --> 00:07:41.000]  那有關決志
[00:07:41.000 --> 00:07:42.800]  我們看到我們的周報
[00:07:42.800 --> 00:07:45.500]  已經列出12個人的名字
[00:07:45.500 --> 00:07:48.500]  其實可能還有比這更多
[00:07:48.500 --> 00:07:53.200]  那我也是根據走到前面去
[00:07:53.200 --> 00:07:54.500]  有登記的
[00:07:54.500 --> 00:07:59.300]  那我把這些名字列在上面
[00:07:59.300 --> 00:08:00.800]  那在這方面
[00:08:00.800 --> 00:08:03.000]  我就想為決志的
[00:08:03.000 --> 00:08:04.800]  我做一些簡單的
[00:08:04.800 --> 00:08:08.900]  讓各位認識什麼是決志
[00:08:08.900 --> 00:08:12.800]  決志是回應
[00:08:12.800 --> 00:08:17.700]  講員在台上的呼召
[00:08:17.700 --> 00:08:21.300]  對福音的信息的回應
[00:08:21.300 --> 00:08:23.000]  然後他的決志
[00:08:23.000 --> 00:08:27.300]  他願意來跟隨主
[00:08:27.300 --> 00:08:29.600]  他的一個指向
[00:08:29.600 --> 00:08:32.400]  所以我們常常會聽到
[00:08:32.400 --> 00:08:36.500]  我是多少年前決志
[00:08:36.500 --> 00:08:39.100]  我是多久以前決志
[00:08:39.100 --> 00:08:44.800]  好像決志之後就沒有動靜了
[00:08:44.800 --> 00:08:47.700]  那我剛剛所講決志是什麼
[00:08:47.700 --> 00:08:51.700]  決志是回應講員的呼召
[00:08:51.700 --> 00:08:54.900]  願意來跟隨主
[00:08:54.900 --> 00:08:58.500]  立定你的志向
