
[00:00:00.000 --> 00:00:02.000]  弟子妹平安
[00:00:02.000 --> 00:00:06.060]  昨晚睡得好不好?
[00:00:06.060 --> 00:00:10.060]  好嗎?有沒有不好的?
[00:00:10.060 --> 00:00:12.660]  有嗎?
[00:00:12.660 --> 00:00:14.660]  不好有什麼心事?
[00:00:14.660 --> 00:00:17.480]  你自己想一想
[00:00:17.480 --> 00:00:21.500]  你什麼情況下會緊張焦慮呢?
[00:00:21.500 --> 00:00:25.340]  睡得不好其中一個原因就是因為你緊張焦慮
[00:00:27.520 --> 00:00:30.860]  什麼情況下小學生會睡得不好呢?
[00:00:30.860 --> 00:00:33.600]  從來沒有試過去旅行
[00:00:33.600 --> 00:00:35.600]  明天去旅行了
[00:00:35.600 --> 00:00:38.520]  我就是五十年前左右
[00:00:38.520 --> 00:00:40.520]  半世紀之前
[00:00:40.520 --> 00:00:42.520]  就會有這樣的日子
[00:00:42.520 --> 00:00:45.020]  你明天結婚睡得好不好?
[00:00:45.020 --> 00:00:47.800]  一般質素一般
[00:00:47.800 --> 00:00:50.900]  你明天跟一個女生要去拍拖第一次
[00:00:50.900 --> 00:00:53.120]  那你的感覺如何?
[00:00:53.120 --> 00:00:55.120]  可能今晚又很混亂
[00:00:56.000 --> 00:00:58.000]  你明天可能要做大手術
[00:00:58.000 --> 00:01:00.000]  你可能明天要光顧阿爾摩
[00:01:00.000 --> 00:01:02.000]  兩隻智慧齒
[00:01:02.000 --> 00:01:04.000]  你今晚可能會有焦慮
[00:01:04.000 --> 00:01:06.000]  你可能會睡不著
[00:01:06.000 --> 00:01:08.000]  人生總是有機會
[00:01:08.000 --> 00:01:10.000]  我們會面對一些重要的日子
[00:01:10.000 --> 00:01:12.000]  重要的時刻
[00:01:12.000 --> 00:01:14.000]  我們就需要上主去引導
[00:01:14.000 --> 00:01:16.000]  和帶領
[00:01:16.000 --> 00:01:18.000]  其實在過程中
[00:01:18.000 --> 00:01:20.000]  就會有焦慮甚至有恐懼
[00:01:20.000 --> 00:01:22.000]  我們看到約書亞
[00:01:22.000 --> 00:01:24.000]  剛剛接過摩西的朋友
[00:01:24.000 --> 00:01:26.000]  是摩西的朋友
[00:01:26.000 --> 00:01:28.000]  帶領以色列人去征戰
[00:01:28.000 --> 00:01:30.000]  看著耶利哥城
[00:01:30.000 --> 00:01:32.000]  我要征戰了
[00:01:32.000 --> 00:01:36.000]  進入迦南的過程
[00:01:36.000 --> 00:01:38.000]  經歷過神蹟
[00:01:38.000 --> 00:01:40.000]  經歷過長途跋涉
[00:01:40.000 --> 00:01:44.000]  第一章最重要那一章
[00:01:44.000 --> 00:01:46.000]  耶利哥城就在前面
[00:01:46.000 --> 00:01:48.000]  約書亞那一刻
[00:01:48.000 --> 00:01:50.000]  他是怎樣呢?
[00:01:50.000 --> 00:01:52.000]  聖經一段
[00:01:52.000 --> 00:01:56.000]  十三至十五節這一段
[00:01:56.000 --> 00:01:58.000]  就知道了
[00:01:58.000 --> 00:02:00.000]  他靠近耶利哥的時候
[00:02:00.000 --> 00:02:02.000]  他沒有說是日還是夜
[00:02:02.000 --> 00:02:04.000]  舉目觀看
[00:02:04.000 --> 00:02:06.000]  應該都不會是夜晚
[00:02:06.000 --> 00:02:08.000]  但是可能在黃昏
[00:02:08.000 --> 00:02:10.000]  日落看到
[00:02:10.000 --> 00:02:12.000]  我將要面對一個處境
[00:02:12.000 --> 00:02:14.000]  是什麼呢?
[00:02:14.000 --> 00:02:16.000]  突然一看
[00:02:16.000 --> 00:02:18.000]  有一個人站在那裡
[00:02:18.000 --> 00:02:20.000]  站在他對面
[00:02:20.000 --> 00:02:22.000]  手裡拿著一把刀
[00:02:22.000 --> 00:02:24.000]  拿著一把刀
[00:02:24.000 --> 00:02:26.000]  拔他出來
[00:02:26.000 --> 00:02:28.000]  即是說如果有槍
[00:02:28.000 --> 00:02:30.000]  上了子彈還拔了雞
[00:02:30.000 --> 00:02:32.000]  分分鐘射過來
[00:02:32.000 --> 00:02:34.000]  約書亞就去到他那裡
[00:02:34.000 --> 00:02:36.000]  你究竟是屬於我們呢?
[00:02:36.000 --> 00:02:38.000]  還是屬於敵人呢?
[00:02:38.000 --> 00:02:40.000]  問這個問題
[00:02:40.000 --> 00:02:42.000]  十四節
[00:02:42.000 --> 00:02:44.000]  他就說不是
