
[00:00:00.000 --> 00:00:04.400]  畢德森牧師在西方教會享負盛名
[00:00:04.400 --> 00:00:08.640]  畢德森牧師在西方教會被譽為牧師們的牧者
[00:00:08.640 --> 00:00:12.080]  他出名的原因
[00:00:12.080 --> 00:00:13.440]  他出名的原因
[00:00:13.440 --> 00:00:16.000]  不是因為他牧養一間大的教會
[00:00:16.000 --> 00:00:18.160]  不是因為他牧養一間大的教會
[00:00:18.160 --> 00:00:21.200]  他在美國一間教會只有大概二百人
[00:00:21.200 --> 00:00:22.880]  那裏侍奉了三十幾年
[00:00:22.880 --> 00:00:26.240]  他在美國的教會大概只有兩百多人的聚會
[00:00:26.240 --> 00:00:28.240]  他侍奉了三十幾年
[00:00:28.240 --> 00:00:29.600]  他侍奉了三十幾年
[00:00:29.600 --> 00:00:34.240]  他被大家稱為牧師們的牧師
[00:00:34.240 --> 00:00:36.400]  他被大家稱為牧師們的牧師
[00:00:36.400 --> 00:00:38.800]  要向他學習怎樣去牧養
[00:00:38.800 --> 00:00:40.800]  要向他學習怎樣去牧養
[00:00:40.800 --> 00:00:42.960]  因為他對牧養那份執著
[00:00:42.960 --> 00:00:44.960]  因為他對牧養那份執著
[00:00:44.960 --> 00:00:47.680]  他選擇一間二百人的教會
[00:00:47.680 --> 00:00:49.680]  他選擇一間兩百人的教會
[00:00:49.680 --> 00:00:53.040]  他立志是要記得每一個弟兄姐妹的名字
[00:00:53.040 --> 00:00:56.000]  他立志是要記得每一個弟兄姐妹的名字
[00:00:56.000 --> 00:00:57.760]  而且記得他們的特性
[00:00:57.760 --> 00:00:59.200]  而且記得他們的特性
[00:00:59.200 --> 00:01:00.480]  記得他們的需要
[00:01:00.480 --> 00:01:01.440]  記得他們的需要
[00:01:01.440 --> 00:01:02.480]  每天為他們祈禱
[00:01:02.480 --> 00:01:04.000]  每天為他們禱告
[00:01:04.000 --> 00:01:07.680]  所以我自己當然沒有辦法做到他這樣
[00:01:07.680 --> 00:01:10.000]  所以像我自己當然沒有辦法做到像他那樣
[00:01:10.000 --> 00:01:15.040]  但是我就參考他的書作為我自己牧養上面的學習
[00:01:15.040 --> 00:01:18.240]  但是我就參考他的書作為我牧養的一個學習
[00:01:18.240 --> 00:01:19.280]  如果大家有印象
[00:01:19.280 --> 00:01:22.480]  去年在那個牧鹹裏面我寫了五篇的文章
[00:01:22.480 --> 00:01:23.600]  如果大家有印象
[00:01:23.600 --> 00:01:26.000]  去年我在牧鹹當中我寫了五篇
[00:01:26.000 --> 00:01:31.120]  其實大部分的內容都引至一本書叫做《反璞歸真的牧養藝術》
[00:01:31.120 --> 00:01:36.160]  其實大部分的內容都是引述至《反璞歸真的牧養藝術》這本書
[00:01:36.160 --> 00:01:41.200]  這本書後來的內容成為我
[00:01:41.200 --> 00:01:47.680]  和國內一些童工分享的一些參考
[00:01:47.680 --> 00:01:52.240]  這本書的內容也成為我跟內地一些牧者們分享一些參考
[00:01:52.240 --> 00:01:56.400]  早上我介紹另一本書的書名叫做《聖經好好吃》
[00:01:56.400 --> 00:02:01.040]  今天早上我要介紹另外一本書的名字叫做《聖經好好吃》
[00:02:01.040 --> 00:02:02.480]  我幫教會買了這本書
[00:02:02.480 --> 00:02:03.920]  我幫教會買了這本書
[00:02:03.920 --> 00:02:04.880]  放在圖書館裏
[00:02:04.880 --> 00:02:05.920]  放在圖書館裏
[00:02:05.920 --> 00:02:07.280]  我估計應該沒有人讀過
[00:02:07.280 --> 00:02:09.040]  我估計應該沒有人讀過
[00:02:09.040 --> 00:02:13.280]  他用這本書作為一個很重要的
[00:02:13.280 --> 00:02:16.880]  去帶出研讀聖經的重要性和樂趣
[00:02:16.880 --> 00:02:21.840]  他用這本書強烈的帶出思考研讀聖經的重要性
[00:02:21.840 --> 00:02:23.520]  吃這本書
[00:02:23.520 --> 00:02:24.720]  吃這本書
[00:02:24.720 --> 00:02:29.600]  是畢德森牧師從啟示錄剛才讀的經文裏面拿出來的一個比喻
[00:02:29.600 --> 00:02:34.000]  是畢德森牧師從起述我們剛才讀的經文當中拿出來的比喻
[00:02:34.000 --> 00:02:38.400]  大家都知道吃是維持我們生命一個最基本的要求
[00:02:38.400 --> 00:02:41.680]  大家都知道吃是維持我們生命一個基本的要求
[00:02:41.680 --> 00:02:44.320]  如果用吃聖經的方式來讀聖經
[00:02:44.320 --> 00:02:47.120]  是表示一種塑造我們生命的象徵
[00:02:47.120 --> 00:02:50.960]  如果用吃聖經來維持我們的生命
[00:02:50.960 --> 00:02:53.680]  是來表達一個維持我們生命的象徵
[00:02:53.680 --> 00:02:55.680]  聖靈使用一個這樣的方法
[00:02:55.680 --> 00:02:57.280]  聖靈使用這樣的方法
[00:02:57.280 --> 00:03:02.000]  讓耶穌基督藉著神的話語在我們生命裏面成為養分
[00:03:02.000 --> 00:03:06.000]  讓耶穌基督藉著聖經在我們裏面成為我們生命的養分
[00:03:06.000 --> 00:03:08.800]  我們不只是在頭腦上知道更多
[00:03:08.800 --> 00:03:11.280]  我們不是只是在頭腦上知道更多
[00:03:11.280 --> 00:03:17.440]  而是去令自己的生命藉著聖言怎樣更像基督
[00:03:17.440 --> 00:03:21.440]  而是令自己如何藉著聖言能夠更像基督
[00:03:21.440 --> 00:03:22.960]  中國人很注重飲食
[00:03:22.960 --> 00:03:24.240]  中國人很注重飲食
[00:03:24.240 --> 00:03:28.960]  畢達森牧師就形容研讀聖經就好像享受一道的筵席
[00:03:28.960 --> 00:03:33.040]  畢達森牧師就形容聖經如同一道美食
[00:03:33.040 --> 00:03:35.600]  我們怎樣去享受這道豐富的筵席呢
[00:03:35.600 --> 00:03:38.880]  我們如何去欣賞去享受這份豐富的筵席
[00:03:38.880 --> 00:03:41.840]  享受聖經作為筵席帶出幾個觀念
[00:03:41.840 --> 00:03:45.600]  享受聖經作為一個比喻帶出幾個重要觀點
[00:03:45.600 --> 00:03:47.520]  第一個就是要享用的方法
[00:03:47.520 --> 00:03:49.040]  第一個就是享用的方法
[00:03:49.040 --> 00:03:50.720]  我們要用生命去閱讀
[00:03:50.720 --> 00:03:52.400]  我們要用生命去閱讀
[00:03:52.400 --> 00:03:55.600]  我們的心和經文是有一個互動交流
[00:03:55.600 --> 00:03:58.080]  我們的心和經文是有一個互動的交流
[00:03:58.080 --> 00:03:59.920]  這個過程要反覆去思想
[00:03:59.920 --> 00:04:01.760]  這個過程要反覆的去思想
[00:04:01.760 --> 00:04:03.040]  慢慢的咀嚼
[00:04:03.040 --> 00:04:04.160]  慢慢的咀嚼
[00:04:04.160 --> 00:04:06.000]  不是不假思索
[00:04:06.000 --> 00:04:07.360]  不是不假思索
[00:04:07.360 --> 00:04:10.560]  我們叫做忽倫吞棗
[00:04:10.560 --> 00:04:12.080]  我們叫做忽倫吞棗
[00:04:12.080 --> 00:04:15.440]  總之是很醜的吃了就算了
[00:04:15.440 --> 00:04:18.000]  總之就是不知道是什麼反正吃下去就對了
[00:04:18.000 --> 00:04:19.840]  而是一種很從容不迫
[00:04:19.840 --> 00:04:21.520]  而是一種從容不迫
[00:04:21.520 --> 00:04:22.560]  怡然自得
[00:04:22.560 --> 00:04:23.520]  怡然自得
[00:04:23.520 --> 00:04:25.040]  津津有味的去閱讀
[00:04:25.040 --> 00:04:26.720]  津津有味的去細讀
[00:04:26.720 --> 00:04:29.520]  所以我們中國人就說你懂得吃老饕
[00:04:29.520 --> 00:04:32.320]  所以我們中國人說懂得吃的人叫老饕
[00:04:32.320 --> 00:04:35.600]  我們要講究怎樣去享受聖經
[00:04:35.600 --> 00:04:37.760]  我們要講究怎樣去享受聖經
[00:04:37.760 --> 00:04:40.400]  第二個就是說我們要吸收和轉化
[00:04:40.400 --> 00:04:42.960]  第二個就是說我們要吸收和轉化
[00:04:42.960 --> 00:04:45.760]  在大學裏面都有宗教系的
[00:04:45.760 --> 00:04:47.760]  在大學裏面都有宗教系的
[00:04:47.760 --> 00:04:50.640]  浸會大學和中文大學都有宗教系
[00:04:50.640 --> 00:04:57.360]  進信學校跟中文大學都有這個科系
[00:04:57.360 --> 00:05:00.960]  大家可能將宗教當成一種研究的知識
[00:05:00.960 --> 00:05:03.600]  大家可能將宗教當成一個研究的機制
[00:05:03.600 --> 00:05:06.080]  但是如果我們說我們研讀聖經
[00:05:06.080 --> 00:05:08.880]  是成為我們屬靈操練的根源
[00:05:08.880 --> 00:05:10.880]  但是我們卻說研讀聖經
[00:05:10.880 --> 00:05:12.880]  成為我們一個屬靈操練的根源
[00:05:12.880 --> 00:05:16.240]  我們最怕一種很實用或者快餐式的去閱讀
[00:05:16.240 --> 00:05:19.280]  我們最怕一種很實用性或快餐性的去讀
[00:05:19.280 --> 00:05:22.000]  大家都去過快餐店
[00:05:22.000 --> 00:05:24.720]  總之填飽肚子就算了
[00:05:24.720 --> 00:05:27.680]  你不會坐下來慢慢享受的
[00:05:27.680 --> 00:05:30.240]  所以有人說去吃那些法國高級餐廳
[00:05:30.240 --> 00:05:32.400]  所以有些人說去吃法國的高級餐廳
[00:05:32.400 --> 00:05:34.320]  要三個小時
[00:05:34.320 --> 00:05:38.320]  你要每一道慢慢去嘴上
[00:05:38.320 --> 00:05:41.360]  所以我們要從讀聖經要活出聖經
[00:05:41.360 --> 00:05:43.680]  所以我們要從讀聖經到活出聖經
[00:05:43.680 --> 00:05:45.920]  我們要活出聖經再去讀聖經
[00:05:45.920 --> 00:05:48.080]  我們從活出聖經再回去讀聖經
[00:05:48.080 --> 00:05:50.080]  是一個來回消化的過程
[00:05:50.080 --> 00:05:52.080]  是一個來來回回消化的過程
[00:05:52.080 --> 00:05:54.400]  還有我們要享受不同的菜式
[00:05:54.400 --> 00:05:56.400]  而且我們要享受不同的菜色
[00:05:56.400 --> 00:06:00.720]  讀聖經的時候我們要保持一個不遠和不近的距離
[00:06:00.720 --> 00:06:03.760]  讀聖經我們要保持一個不遠不近的距離
[00:06:03.760 --> 00:06:09.280]  因為這個距離讓你每次讀的時候都產生新鮮感
[00:06:09.280 --> 00:06:12.960]  這樣的距離是讓你每一次在讀的時候都產生一個新鮮感
[00:06:12.960 --> 00:06:14.960]  因為神的話語向我們展示
[00:06:14.960 --> 00:06:16.960]  因為神的話語向我們展現
[00:06:16.960 --> 00:06:19.600]  透過不同的人展示那個真理
[00:06:19.600 --> 00:06:21.600]  透過不同的人去展現出那個真理
[00:06:21.600 --> 00:06:24.720]  所以有時候我們讀的時候要有一些想像力去讀聖經
[00:06:24.720 --> 00:06:27.360]  所以有時候我們讀需要一些想像力去讀
[00:06:27.360 --> 00:06:29.360]  不是即時要找到答案
[00:06:29.360 --> 00:06:31.360]  不是馬上要去找到一個答案
[00:06:31.360 --> 00:06:33.360]  又不是指點我人生的迷津
[00:06:33.360 --> 00:06:35.360]  也不是用來指點我人生的迷津
[00:06:35.360 --> 00:06:37.920]  我們是順服的去吃不同的菜式
[00:06:37.920 --> 00:06:40.720]  而我們是順服的去吃不同的菜式
[00:06:40.720 --> 00:06:43.520]  最後就是要懂得怎樣去覓食
[00:06:43.520 --> 00:06:45.520]  最後就是要懂得怎樣去覓食
[00:06:45.520 --> 00:06:47.520]  我們要在神的話語裏面去成長
[00:06:47.520 --> 00:06:49.520]  我們要在神的話語裏面去成長
[00:06:49.520 --> 00:06:52.800]  很多的弟兄姊妹很尊重牧者
[00:06:52.800 --> 00:06:55.120]  很多的弟兄姊妹都非常尊重牧者
[00:06:55.120 --> 00:06:57.520]  他們覺得牧師煮的菜是好吃的
[00:06:57.520 --> 00:06:59.520]  他們覺得牧師煮的菜是好吃的
[00:06:59.520 --> 00:07:02.560]  所以星期天就很依賴牧師那一邊的道
[00:07:02.560 --> 00:07:04.560]  所以星期天就很依賴牧師那一邊的道
[00:07:04.560 --> 00:07:07.440]  但是如果我們要提升食客的品味呢
[00:07:07.440 --> 00:07:09.440]  但是如果我們要提升食客的品味呢
[00:07:09.440 --> 00:07:11.440]  自己一定要懂得覓食
[00:07:11.440 --> 00:07:13.440]  自己一定要懂得覓食
[00:07:13.440 --> 00:07:15.440]  我經常聽到匯仲讚不絕口某位講員
[00:07:15.440 --> 00:07:17.440]  我經常聽到匯仲讚不絕口某位講員
[00:07:17.440 --> 00:07:19.440]  我經常聽到匯仲讚不絕口某位講員
[00:07:19.440 --> 00:07:21.440]  他一講完崇拜之後
[00:07:21.440 --> 00:07:23.440]  他一講完崇拜之後
[00:07:23.440 --> 00:07:25.440]  我就收到不同的訊息和電話
[00:07:25.440 --> 00:07:27.440]  我就收到不同的訊息和電話
[00:07:27.440 --> 00:07:29.440]  牧師你應該要多點請他來
[00:07:29.440 --> 00:07:31.440]  牧師你應該多點請他來
[00:07:31.440 --> 00:07:33.440]  言下之意這個人就會帶來我們教會的復興
[00:07:33.440 --> 00:07:35.440]  言下之意這個人就會帶來我們教會的復興
[00:07:35.440 --> 00:07:37.440]  我從來都不拒絕一些講道有恩賜的牧師
[00:07:37.440 --> 00:07:39.440]  我從來都不拒絕一些講道有恩賜的牧師
[00:07:39.440 --> 00:07:41.440]  我從來都不拒絕一些講道有恩賜的牧師
[00:07:41.440 --> 00:07:43.440]  我從來都不拒絕一些講道有恩賜的牧師
[00:07:43.440 --> 00:07:45.440]  我甚至要向他們學習
[00:07:45.440 --> 00:07:47.440]  我甚至要向他們學習
[00:07:47.440 --> 00:07:49.440]  但我想說如果我們過份依賴這些傳道人才懂得去覓食的話呢
[00:07:49.440 --> 00:07:51.440]  但我想說如果我們過份依賴這些傳道人才懂得去覓食的話呢
[00:07:51.440 --> 00:07:53.440]  但我想說如果我們過份依賴這些傳道人才懂得去覓食的話呢
[00:07:53.440 --> 00:07:55.440]  但我想說如果我們過份依賴這些傳道人才懂得去覓食的話呢
[00:07:55.440 --> 00:08:05.440]  我們永遠都不會去覓食
[00:08:05.440 --> 00:08:07.440]  今天早上我們就借著啟示錄這段經文
[00:08:07.440 --> 00:08:09.440]  今天早上我們就借著啟示錄這段經文
[00:08:09.440 --> 00:08:11.440]  今天早上我們就借著啟示錄這段經文
[00:08:11.440 --> 00:08:13.440]  我們來跟從約翰如何讀聖經
[00:08:13.440 --> 00:08:15.440]  我們來跟從約翰如何讀聖經
[00:08:15.440 --> 00:08:17.440]  我們來跟從約翰如何讀聖經
[00:08:17.440 --> 00:08:19.440]  我們來跟從約翰如何讀聖經
[00:08:19.440 --> 00:08:21.440]  我們來跟從約翰如何讀聖經
[00:08:21.440 --> 00:08:23.440]  我們來跟從約翰如何讀聖經
[00:08:23.440 --> 00:08:25.440]  我們來跟從約翰如何讀聖經
[00:08:25.440 --> 00:08:27.440]  我們來跟從約翰如何讀聖經
[00:08:27.440 --> 00:08:29.440]  我們來跟從約翰如何讀聖經
[00:08:29.440 --> 00:08:31.440]  我們來跟從約翰如何讀聖經
[00:08:31.440 --> 00:08:33.440]  我們來跟從約翰如何讀聖經
[00:08:33.440 --> 00:08:35.440]  我們來跟從約翰如何讀聖經
[00:08:35.440 --> 00:08:37.440]  我們來跟從約翰如何讀聖經
[00:08:37.440 --> 00:08:39.440]  我們來跟從約翰如何讀聖經
[00:08:39.440 --> 00:08:41.440]  我們來跟從約翰如何讀聖經
[00:08:41.440 --> 00:08:43.440]  我們來跟從約翰如何讀聖經
[00:08:43.440 --> 00:08:45.440]  我們來跟從約翰如何讀聖經
[00:08:45.440 --> 00:08:47.440]  我們來跟從約翰如何讀聖經
[00:08:47.440 --> 00:08:49.440]  我們來跟從約翰如何讀聖經
[00:08:49.440 --> 00:08:51.440]  我們來跟從約翰如何讀聖經
[00:08:51.440 --> 00:08:53.440]  我們來跟從約翰如何讀聖經
[00:08:53.440 --> 00:08:55.440]  我們來跟從約翰如何讀聖經
[00:08:55.440 --> 00:08:57.440]  我們來跟從約翰如何讀聖經
[00:08:57.440 --> 00:08:59.440]  我們來跟從約翰如何讀聖經
[00:08:59.440 --> 00:09:01.440]  我們來跟從約翰如何讀聖經
[00:09:01.440 --> 00:09:03.440]  我們來跟從約翰如何讀聖經
[00:09:03.440 --> 00:09:05.440]  我們來跟從約翰如何讀聖經
[00:09:05.440 --> 00:09:07.440]  我們來跟從約翰如何讀聖經
