
[00:00:00.000 --> 00:00:02.660]  「十年爭戰」很多人都提及
[00:00:02.660 --> 00:00:07.660]  雖然不想是一個事實
[00:00:07.660 --> 00:00:10.080]  所以還是要面對
[00:00:10.080 --> 00:00:13.880]  在《二佛所書》保羅特別講這個
[00:00:13.880 --> 00:00:17.060]  很高深的道理
[00:00:17.060 --> 00:00:21.400]  但是又講得很容易使人明白
[00:00:21.400 --> 00:00:24.920]  《二佛所書》就是
[00:00:24.920 --> 00:00:31.180]  開始的時候有一句很出名的中文翻譯
[00:00:31.180 --> 00:00:34.640]  我以前年輕的時候懂得背
[00:00:34.640 --> 00:00:36.300]  但是現在背不了
[00:00:36.300 --> 00:00:37.680]  很長的
[00:00:37.680 --> 00:00:40.720]  根據原文和英文
[00:00:40.720 --> 00:00:42.440]  都是一句句子
[00:00:42.440 --> 00:00:46.360]  所以中文的翻譯已經很高超
[00:00:46.360 --> 00:00:48.520]  能夠翻譯到現在的樣子
[00:00:48.520 --> 00:00:52.820]  整十節聖經都是一口氣讀完
[00:00:52.820 --> 00:00:55.560]  起初讀的時候你會不明白
[00:00:55.560 --> 00:00:58.160]  但是你真的嘗試拼命讀幾十遍
[00:00:58.160 --> 00:00:59.120]  讀到懂得背
[00:00:59.120 --> 00:01:01.400]  你就會得到一些味道
[00:01:01.400 --> 00:01:03.740]  不過主題今天不是講這個
[00:01:03.740 --> 00:01:07.160]  由開頭很快速地講
[00:01:07.160 --> 00:01:10.000]  《二佛所書》保羅在那裡講的就是說
[00:01:10.000 --> 00:01:13.840]  好像上一次我們看朱天術說神的榮耀
[00:01:13.840 --> 00:01:19.260]  他在那裡讚嘆神的大能和永遠的計劃
[00:01:19.260 --> 00:01:22.460]  原來在未曾創造世界之前
[00:01:22.460 --> 00:01:24.140]  他已經知道了所有的事情
[00:01:24.140 --> 00:01:27.720]  已經預先定了要揀選我們
[00:01:27.720 --> 00:01:30.140]  定了他的遺志要為我們死
[00:01:30.140 --> 00:01:35.220]  又在未曾做一切之前已經安排好了
[00:01:35.220 --> 00:01:39.140]  是很奇妙很偉大的一個事情
[00:01:39.140 --> 00:01:40.980]  保羅在第一章裡面講了
[00:01:40.980 --> 00:01:42.980]  然後他再講下去就是說
[00:01:42.980 --> 00:01:44.600]  原來這個福音
[00:01:44.600 --> 00:01:48.100]  原本神和以色列人立的約
[00:01:48.100 --> 00:01:49.900]  跟我們外邦人無關的
[00:01:49.900 --> 00:01:52.740]  只不過神真正的和應計劃
[00:01:52.740 --> 00:01:55.240]  原來其實包括了外邦人
[00:01:55.240 --> 00:01:59.700]  所以保羅自己是要被派傳福音給外邦人
[00:01:59.700 --> 00:02:01.620]  現在外邦人和猶太人
[00:02:01.620 --> 00:02:03.740]  在福音的下面成為一體
[00:02:03.740 --> 00:02:05.240]  我們得救了之後
[00:02:05.240 --> 00:02:07.380]  就要脫離以前的敗壞
[00:02:07.380 --> 00:02:10.000]  不要再被私欲迷惑
[00:02:10.000 --> 00:02:12.800]  要照著神的真理仁義聖潔來生活
[00:02:12.800 --> 00:02:14.840]  我們要憑著愛心行事
[00:02:14.840 --> 00:02:15.880]  要愛惜光陰
[00:02:15.880 --> 00:02:18.300]  在很多人類的關係上
[00:02:18.300 --> 00:02:20.220]  怎麼做妻子怎麼做丈夫
[00:02:20.220 --> 00:02:21.680]  也有很實際的教導
[00:02:21.680 --> 00:02:25.600]  原來這個是反映了神很偉大的奧秘
[00:02:25.600 --> 00:02:27.820]  代表了基督和教會的關係
[00:02:27.820 --> 00:02:30.400]  然後又再講到在社會上
[00:02:30.400 --> 00:02:36.360]  我們很多不同的一些地位
[00:02:36.360 --> 00:02:37.480]  怎麼做兒女
[00:02:37.480 --> 00:02:40.160]  怎麼做父親、僕人、主人
[00:02:40.160 --> 00:02:42.500]  在家庭在社會上的位分
[00:02:42.500 --> 00:02:45.740]  應該要怎麼樣來處理
[00:02:45.740 --> 00:02:46.580]  那麼
[00:02:46.580 --> 00:02:48.000]  再講下去
[00:02:48.000 --> 00:02:49.380]  這一節聖經
[00:02:49.380 --> 00:02:51.460]  開頭我講了這麼多
[00:02:51.460 --> 00:02:54.380]  現在所書一直從頭講給我們聽
[00:02:54.380 --> 00:02:56.340]  從一個神很偉大的計劃
[00:02:56.340 --> 00:03:00.260]  一直帶到很實際的現實那裡
[00:03:00.260 --> 00:03:04.560]  接著就講六章十節至二十節這一段經文
[00:03:04.560 --> 00:03:07.520]  我們一起來讀一讀這一節的經文
[00:03:07.520 --> 00:03:09.400]  大家一起讀吧
[00:03:18.240 --> 00:03:21.420]  「要知大神所賜的全副軍裝
[00:03:21.420 --> 00:03:24.120]  就能抵抗魔鬼的詭計
[00:03:24.120 --> 00:03:27.840]  因愛並不至於喪氣的真志
[00:03:27.840 --> 00:03:31.380]  但如化的、執政的、掌權的
[00:03:31.380 --> 00:03:33.760]  管轄罪、操控世界的
[00:03:33.760 --> 00:03:37.260]  而合天空屬靈氣的惡魔真志
[00:03:37.260 --> 00:03:41.140]  所以要拿取神所賜的全副軍裝
[00:03:41.140 --> 00:03:44.220]  好在羅那這日子大當受敵
[00:03:44.220 --> 00:03:48.560]  並且領袖了一切,還能站立得住
[00:03:48.560 --> 00:03:50.320]  所以要站穩了
[00:03:50.320 --> 00:03:53.060]  用真理當作大志促進
[00:03:53.060 --> 00:03:56.520]  用公義當作護身的遮風
[00:03:56.520 --> 00:03:58.400]  就用平安的福音
[00:03:58.400 --> 00:04:02.100]  當作預備走路的鞋穿在腳上
[00:04:02.100 --> 00:04:05.680]  此外又拿著信德當作藤牌
[00:04:05.680 --> 00:04:09.520]  可以遠進那惡者一切的可疑
[00:04:09.520 --> 00:04:12.060]  並戴上救恩的頭盔
[00:04:12.060 --> 00:04:15.680]  拿著聖名的寶劍就自尋的道
[00:04:15.680 --> 00:04:19.680]  靠著聖名隨時多方總報與傳球
[00:04:19.680 --> 00:04:22.140]  並要在此警醒不斷
[00:04:22.140 --> 00:04:24.180]  為眾星圖祈求
[00:04:24.180 --> 00:04:25.800]  也為我祈求
[00:04:25.800 --> 00:04:27.640]  使我一著口才
[00:04:27.640 --> 00:04:31.680]  可以放膽開口講明福音的奴婢
[00:04:31.680 --> 00:04:33.640]  我為這福音的奴婢
[00:04:33.640 --> 00:04:36.060]  就了解左廉的使者
[00:04:36.060 --> 00:04:40.560]  並使我照著周迅的本分放膽講論
[00:04:40.560 --> 00:04:45.680]  在第十節開始
[00:04:45.680 --> 00:04:50.220]  保羅剛才講了很多不同的遺訓
[00:04:50.220 --> 00:04:51.980]  應該要怎樣做
[00:04:51.980 --> 00:04:55.220]  怎樣做兒女、爸爸、僕人、主人等等
[00:04:55.220 --> 00:04:56.980]  接著就是這句話
[00:04:56.980 --> 00:04:58.980]  我還有末了的話
[00:04:58.980 --> 00:05:01.560]  意思是剛才講了這麼多
[00:05:01.560 --> 00:05:02.760]  我還有東西要講
[00:05:02.760 --> 00:05:08.180]  還有東西講就講到這個段落
[00:05:08.180 --> 00:05:14.100]  這個段落是保羅用一個打仗的人的軍裝
[00:05:14.100 --> 00:05:15.180]  來做一個比喻
[00:05:15.180 --> 00:05:16.680]  讓人們能夠明白
[00:05:16.680 --> 00:05:18.180]  究竟我們的真理
[00:05:18.180 --> 00:05:20.680]  要行在實際生活上
[00:05:20.680 --> 00:05:25.180]  是怎樣將這些真理來去應用
[00:05:25.180 --> 00:05:27.680]  他說要靠著主
[00:05:27.680 --> 00:05:29.680]  依賴他的大能大力
[00:05:29.680 --> 00:05:31.180]  靠著主
[00:05:31.180 --> 00:05:32.680]  依賴他的大能大力
[00:05:32.680 --> 00:05:34.180]  就是說
[00:05:34.180 --> 00:05:36.180]  跟我們現今很多人
[00:05:36.180 --> 00:05:39.680]  和很多時候我們所接受到的教導不同
[00:05:39.680 --> 00:05:41.180]  我們現今的社會很多時候
[00:05:41.180 --> 00:05:42.680]  人們教你
[00:05:42.680 --> 00:05:43.680]  你要靠自己
[00:05:43.680 --> 00:05:45.680]  你有能力的
[00:05:45.680 --> 00:05:46.680]  你可以的
[00:05:46.680 --> 00:05:47.680]  你要靠自己
[00:05:47.680 --> 00:05:49.180]  你不需要依賴別人的
[00:05:49.180 --> 00:05:51.180]  是很剛強的
[00:05:51.180 --> 00:05:52.180]  是這樣的
[00:05:52.180 --> 00:05:53.680]  不過在信仰裡面
[00:05:53.680 --> 00:05:55.180]  基督教告訴我們
[00:05:55.180 --> 00:05:56.180]  我們其實是不行的
[00:05:56.180 --> 00:05:57.680]  我們是軟弱的
[00:05:57.680 --> 00:05:59.680]  我們是要靠著主
[00:05:59.680 --> 00:06:01.680]  依賴他才可以的
[00:06:01.680 --> 00:06:03.180]  這是很重要的
[00:06:03.180 --> 00:06:06.680]  如果你不感覺到你自己需要依靠著
[00:06:06.680 --> 00:06:08.180]  那你就唯有靠自己
[00:06:08.180 --> 00:06:10.180]  很勇猛地衝出去
[00:06:10.180 --> 00:06:11.680]  那你就死定了
[00:06:11.680 --> 00:06:13.680]  就好像打仗的場面
[00:06:13.680 --> 00:06:17.180]  你以為自己很威猛地衝出去
[00:06:17.180 --> 00:06:20.180]  近期那些大陸的電影
[00:06:20.180 --> 00:06:23.180]  很多我都不是太喜歡
[00:06:23.180 --> 00:06:24.680]  經常看的
[00:06:24.680 --> 00:06:27.680]  但是有時候有些戰爭片
[00:06:27.680 --> 00:06:29.180]  我是會看的
[00:06:29.180 --> 00:06:30.680]  因為以前拍不到
[00:06:30.680 --> 00:06:33.680]  以前拍的最多是山頭幾十人在那裡
[00:06:33.680 --> 00:06:36.680]  這樣仰來仰去扮一個大戰
[00:06:36.680 --> 00:06:38.180]  很假的
[00:06:38.180 --> 00:06:39.180]  但是現在拍的那些
[00:06:39.180 --> 00:06:41.180]  真的像中國那樣的場景
[00:06:41.180 --> 00:06:46.180]  那些戰場一望無際
[00:06:46.180 --> 00:06:48.180]  全部都是沙場
[00:06:48.180 --> 00:06:51.680]  那些軍隊真的千軍萬馬
[00:06:51.680 --> 00:06:54.680]  跑來跑去這樣廝殺
[00:06:54.680 --> 00:06:57.180]  是很震撼的場面
[00:06:57.180 --> 00:06:59.180]  如果你去打仗
[00:06:59.180 --> 00:07:01.180]  不是有一些安排
[00:07:01.180 --> 00:07:04.180]  有些戰陣
[00:07:04.180 --> 00:07:06.180]  一個人衝出去真的死定了
[00:07:06.180 --> 00:07:08.180]  所以打仗
[00:07:08.180 --> 00:07:10.180]  有時候看一些戰爭片
[00:07:10.180 --> 00:07:12.180]  我們會了解到一點
[00:07:12.180 --> 00:07:14.180]  我們要知道自己是軟弱的
[00:07:14.180 --> 00:07:15.180]  我們要靠著
[00:07:15.180 --> 00:07:16.180]  要依賴他
[00:07:16.180 --> 00:07:19.180]  那怎樣叫做靠著呢
[00:07:19.180 --> 00:07:21.180]  怎樣叫做依賴他呢
[00:07:21.180 --> 00:07:22.180]  下面就說了
[00:07:22.180 --> 00:07:24.180]  就是說十一節那一段
[00:07:24.180 --> 00:07:27.180]  十次預了給我們
[00:07:27.180 --> 00:07:32.180]  有一個全副的軍裝
[00:07:32.180 --> 00:07:36.180]  神賜了一套軍裝給你
[00:07:36.180 --> 00:07:37.180]  不好意思 這裡有很多東西
[00:07:37.180 --> 00:07:38.180]  有點不舒服
[00:07:38.180 --> 00:07:40.180]  賜了一套軍裝給你
[00:07:40.180 --> 00:07:43.180]  那你穿還是不穿呢
[00:07:43.180 --> 00:07:45.180]  那你說不用了
[00:07:45.180 --> 00:07:46.180]  我覺得很棒
[00:07:46.180 --> 00:07:49.180]  不用靠這套神賜的軍裝
[00:07:49.180 --> 00:07:50.180]  那你就靠自己
[00:07:50.180 --> 00:07:52.180]  那你就不穿了
[00:07:52.180 --> 00:07:53.180]  但如果你說
[00:07:53.180 --> 00:07:57.180]  其實我也不太行
[00:07:57.180 --> 00:07:59.180]  神賜我還是穿吧
[00:07:59.180 --> 00:08:02.180]  那就靠神了
[00:08:02.180 --> 00:08:04.180]  你靠神賜給你那套軍裝
[00:08:04.180 --> 00:08:06.180]  你覺得自己不行了
[00:08:06.180 --> 00:08:08.180]  你要穿了上身
[00:08:08.180 --> 00:08:09.180]  那你就要依靠神了
[00:08:09.180 --> 00:08:12.180]  這個是很實際的表達
[00:08:12.180 --> 00:08:13.180]  你不肯穿
[00:08:13.180 --> 00:08:15.180]  那你就靠自己
[00:08:15.180 --> 00:08:16.180]  你肯穿上去
[00:08:16.180 --> 00:08:18.180]  那你只是承認自己不行
[00:08:18.180 --> 00:08:19.180]  承認自己軟弱
[00:08:19.180 --> 00:08:20.180]  你要依賴他
[00:08:20.180 --> 00:08:22.180]  你要靠這套軍裝
[00:08:22.180 --> 00:08:24.180]  那靠這套軍裝有什麼作用呢
[00:08:24.180 --> 00:08:28.180]  作用就是抵擋魔鬼的詭計
[00:08:28.180 --> 00:08:30.180]  那魔鬼呢
[00:08:30.180 --> 00:08:32.180]  其實他只有一招
[00:08:32.180 --> 00:08:33.180]  因為他呢
[00:08:33.180 --> 00:08:35.180]  魔鬼原來是一條蛇
[00:08:35.180 --> 00:08:37.180]  又沒有手又沒有腳
[00:08:37.180 --> 00:08:38.180]  只有一張嘴巴
[00:08:38.180 --> 00:08:40.180]  那他做不到什麼出來
[00:08:40.180 --> 00:08:42.180]  沒有手沒有腳做什麼呢
[00:08:42.180 --> 00:08:44.180]  他只能夠靠一張嘴巴
[00:08:44.180 --> 00:08:46.180]  但他的嘴巴很厲害
[00:08:46.180 --> 00:08:47.180]  那我們之前說過了
[00:08:47.180 --> 00:08:49.180]  在《創世紀》那裡
[00:08:49.180 --> 00:08:51.180]  亞當·夏娃
[00:08:51.180 --> 00:08:53.180]  出來
[00:08:53.180 --> 00:08:55.180]  就被這條蛇趕了幾趟
[00:08:55.180 --> 00:08:57.180]  那就將人類帶入了
[00:08:57.180 --> 00:08:59.180]  一個罪惡的世界了
[00:08:59.180 --> 00:09:01.180]  幸好
[00:09:01.180 --> 00:09:02.180]  耶穌呢
[00:09:02.180 --> 00:09:03.180]  又出來的時候呢
[00:09:03.180 --> 00:09:06.180]  魔鬼想使用同樣的伎倆
[00:09:06.180 --> 00:09:09.180]  向耶穌說一些話
[00:09:09.180 --> 00:09:10.180]  但是耶穌呢
[00:09:10.180 --> 00:09:12.180]  就勝過了他
[00:09:12.180 --> 00:09:15.180]  在耶穌受試探那一次的講章
[00:09:15.180 --> 00:09:16.180]  我們講過了
[00:09:16.180 --> 00:09:18.180]  那我們看到就是
[00:09:18.180 --> 00:09:20.180]  抵擋魔鬼的詭計
[00:09:20.180 --> 00:09:22.180]  是很重要的
[00:09:22.180 --> 00:09:23.180]  魔鬼呢
[00:09:23.180 --> 00:09:25.180]  他能夠用的就是詭計
[00:09:25.180 --> 00:09:26.180]  我們作為這個軍裝呢
[00:09:26.180 --> 00:09:30.180]  原來就可以抵擋他的詭計
[00:09:30.180 --> 00:09:33.180]  就好像耶穌那樣去得勝
[00:09:33.180 --> 00:09:36.180]  我們現在所身處呢
[00:09:36.180 --> 00:09:38.180]  就是一個這樣的社會
[00:09:38.180 --> 00:09:40.180]  這樣的屬靈的爭戰
[00:09:40.180 --> 00:09:41.180]  魔鬼呢
[00:09:41.180 --> 00:09:47.180]  就是掌權的管轄這個幽暗世界
[00:09:47.180 --> 00:09:50.180]  天空屬靈氣的惡魔
[00:09:50.180 --> 00:09:51.180]  我們呢
[00:09:51.180 --> 00:09:52.180]  現在呢
[00:09:52.180 --> 00:09:57.180]  正在與他進行一場這樣的屬靈爭戰
[00:09:57.180 --> 00:09:58.180]  屬靈呢
[00:09:58.180 --> 00:10:00.180]  就是不屬物質
[00:10:00.180 --> 00:10:05.180]  不屬我們世界所能夠看到摸到的東西
[00:10:05.180 --> 00:10:06.180]  就是說
[00:10:06.180 --> 00:10:07.180]  你其實看不到
[00:10:07.180 --> 00:10:08.180]  但是這一場呢
[00:10:08.180 --> 00:10:09.180]  是一場的爭戰
[00:10:09.180 --> 00:10:10.180]  那你又看不到又爭戰
[00:10:10.180 --> 00:10:12.180]  那你說吧
[00:10:12.180 --> 00:10:13.180]  那其實呢
[00:10:13.180 --> 00:10:14.180]  我們有這麼大的人呢
[00:10:14.180 --> 00:10:17.180]  感覺到很多這樣的爭戰
[00:10:17.180 --> 00:10:19.180]  那譬如像Conrad Becker說的那樣
[00:10:19.180 --> 00:10:21.180]  你交一份證件下去
[00:10:21.180 --> 00:10:23.180]  為什麼要放在抽屜裡一年呢
[00:10:23.180 --> 00:10:24.180]  因為你信耶穌嘛
[00:10:24.180 --> 00:10:25.180]  默數人嘛
[00:10:25.180 --> 00:10:27.180]  那就慢慢等囉
[00:10:27.180 --> 00:10:28.180]  是不是
[00:10:28.180 --> 00:10:30.180]  那如果不是神在後面
[00:10:30.180 --> 00:10:32.180]  非要成就這件事
[00:10:32.180 --> 00:10:34.180]  你多放兩年都還可以
[00:10:34.180 --> 00:10:35.180]  是不是
[00:10:35.180 --> 00:10:37.180]  那所以這些都是爭戰來的
[00:10:37.180 --> 00:10:40.180]  你想要用自己稍微一些
[00:10:40.180 --> 00:10:44.180]  好像都不是危害很大的方法
[00:10:44.180 --> 00:10:47.180]  來達成一些個人的目標
[00:10:47.180 --> 00:10:51.180]  還是你以信仰來凌駕你所有的決定
[00:10:51.180 --> 00:10:52.180]  死就死吧
[00:10:52.180 --> 00:10:54.180]  遲一點就遲一點吧
[00:10:54.180 --> 00:10:56.180]  那這些就是爭戰來的
[00:10:56.180 --> 00:10:58.180]  在我們日常的生活裡面
[00:10:58.180 --> 00:11:00.180]  很多這些決定呢
[00:11:00.180 --> 00:11:01.180]  都是一些屬靈爭戰
[00:11:01.180 --> 00:11:04.180]  我們其實就是在面對著這一些
[00:11:04.180 --> 00:11:09.180]  那如果你感覺不到有爭戰呢
[00:11:09.180 --> 00:11:12.180]  那我就不敢恭喜你了
[00:11:12.180 --> 00:11:13.180]  因為為什麼呢
[00:11:13.180 --> 00:11:16.180]  就是說在一場屬靈的爭戰裡面
[00:11:16.180 --> 00:11:18.180]  為什麼敵人不攻擊你呢
[00:11:18.180 --> 00:11:22.180]  想一下為什麼敵人不攻擊你呢
[00:11:22.180 --> 00:11:24.180]  其實你就是他的好朋友
[00:11:24.180 --> 00:11:26.180]  你是魔鬼的好朋友
[00:11:26.180 --> 00:11:28.180]  那他就不攻擊你囉
[00:11:28.180 --> 00:11:29.180]  大家是朋友嘛
[00:11:29.180 --> 00:11:30.180]  那就糟糕了
[00:11:30.180 --> 00:11:32.180]  所以我說不恭喜你
[00:11:32.180 --> 00:11:33.180]  那第二樣呢
[00:11:33.180 --> 00:11:35.180]  都有一個可能的
[00:11:35.180 --> 00:11:36.180]  不過都不恭喜你
[00:11:36.180 --> 00:11:39.180]  就是說你是一個基督徒
[00:11:39.180 --> 00:11:40.180]  那不過呢
[00:11:40.180 --> 00:11:42.180]  你就練精學爛
[00:11:42.180 --> 00:11:44.180]  有時候就閃
[00:11:44.180 --> 00:11:46.180]  有時候就定
[00:11:46.180 --> 00:11:47.180]  推
[00:11:47.180 --> 00:11:48.180]  不去侍奉
[00:11:48.180 --> 00:11:50.180]  不肯去毀身
[00:11:50.180 --> 00:11:52.180]  那魔鬼看到你
[00:11:52.180 --> 00:11:54.180]  嘩這個這麼懶散的基督徒
[00:11:54.180 --> 00:11:55.180]  沒什麼殺傷力
[00:11:55.180 --> 00:11:57.180]  那他就不理你了
[00:11:57.180 --> 00:11:58.180]  你做基督徒就做吧
[00:11:58.180 --> 00:12:02.180]  你又破壞不了他魔鬼的計劃
[00:12:02.180 --> 00:12:04.180]  你又不會去傳福音
[00:12:04.180 --> 00:12:06.180]  你又不會多去關心人
[00:12:06.180 --> 00:12:08.180]  你又沒怎麼聚會
[00:12:08.180 --> 00:12:09.180]  你又沒怎麼讀經
[00:12:09.180 --> 00:12:11.180]  有侍奉你又不多去
[00:12:11.180 --> 00:12:13.180]  這個這樣的基督徒呢
[00:12:13.180 --> 00:12:14.180]  魔鬼就覺得說
[00:12:14.180 --> 00:12:16.180]  這個可以不用理
[00:12:16.180 --> 00:12:19.180]  那你就沒什麼屬靈跟進囉
[00:12:19.180 --> 00:12:21.180]  那也不是好事來的
[00:12:21.180 --> 00:12:22.180]  明白嗎
[00:12:22.180 --> 00:12:24.180]  所以最好你是做第三種
[00:12:24.180 --> 00:12:25.180]  那我就恭喜你了
[00:12:25.180 --> 00:12:27.180]  就是說魔鬼呢
[00:12:27.180 --> 00:12:28.180]  其實呢
[00:12:28.180 --> 00:12:30.180]  很生氣你的
[00:12:30.180 --> 00:12:32.180]  你又說上教會
[00:12:32.180 --> 00:12:33.180]  又說做見證
[00:12:33.180 --> 00:12:35.180]  又說要讀經
[00:12:35.180 --> 00:12:36.180]  又說要傳福音
[00:12:36.180 --> 00:12:37.180]  又說要關心人
[00:12:37.180 --> 00:12:39.180]  又要告訴別人
[00:12:39.180 --> 00:12:41.180]  基督教怎樣好化
[00:12:41.180 --> 00:12:45.180]  到處去破壞他魔鬼的計劃
[00:12:45.180 --> 00:12:48.180]  那你說魔鬼會不會跟你對著幹呢
[00:12:48.180 --> 00:12:49.180]  肯定會的
[00:12:49.180 --> 00:12:52.180]  但你最應該其實就是做這種人
[00:12:52.180 --> 00:12:54.180]  你最應該就是做這種基督徒
[00:12:54.180 --> 00:12:56.180]  因此在你的生活上
[00:12:56.180 --> 00:12:58.180]  如果你完全感覺不到
[00:12:58.180 --> 00:13:00.180]  有這樣的屬靈跟進
[00:13:00.180 --> 00:13:02.180]  那你就要好好檢討了
[00:13:02.180 --> 00:13:04.180]  你應該是要
[00:13:04.180 --> 00:13:06.180]  有一些的屬靈跟進
[00:13:06.180 --> 00:13:07.180]  在你的生活上
[00:13:07.180 --> 00:13:09.180]  包括在你的工作上
[00:13:09.180 --> 00:13:10.180]  可能因著你的信仰
[00:13:10.180 --> 00:13:11.180]  你有些東西堅持
[00:13:11.180 --> 00:13:13.180]  別人會覺得你搞錯
[00:13:13.180 --> 00:13:14.180]  你是壞人來的
[00:13:14.180 --> 00:13:15.180]  起碼都會這樣
[00:13:15.180 --> 00:13:17.180]  這樣去將你
[00:13:17.180 --> 00:13:19.180]  分開做另一派的人
[00:13:19.180 --> 00:13:20.180]  你壞人來的
