
[00:00:00.000 --> 00:00:02.480]  我們在聽神的說話之前
[00:00:02.480 --> 00:00:04.220]  我們一起祈禱
[00:00:04.220 --> 00:00:07.480]  天王我們感謝祢
[00:00:07.480 --> 00:00:10.040]  祢的恩典是浩大
[00:00:10.040 --> 00:00:13.160]  祢在不同的角落
[00:00:13.160 --> 00:00:15.440]  祢在不同的轉彎位
[00:00:15.440 --> 00:00:17.600]  在不同的地方
[00:00:17.600 --> 00:00:19.200]  祢招聚了我們回來
[00:00:19.200 --> 00:00:25.440]  一個可能在街上看到教會的標誌
[00:00:25.440 --> 00:00:26.760]  祢也呼喚他
[00:00:26.760 --> 00:00:29.720]  祢也召他回到祢的家裏
[00:00:30.200 --> 00:00:31.320]  主我們感謝祢
[00:00:31.320 --> 00:00:33.680]  祢讓我們成為家人
[00:00:33.680 --> 00:00:38.080]  讓我們有一個和祢一起相聚的地方
[00:00:38.080 --> 00:00:39.000]  有愛的地方
[00:00:39.000 --> 00:00:39.880]  我們感謝祢
[00:00:39.880 --> 00:00:42.200]  我願意祢今天在我們中間
[00:00:42.200 --> 00:00:45.560]  來聽我們的心聲
[00:00:45.560 --> 00:00:50.680]  讓我們真的對今天祢的訊息有回應的時候
[00:00:50.680 --> 00:00:52.440]  讓祢給我們有力量
[00:00:52.440 --> 00:00:53.840]  我們今晚的禱告
[00:00:53.840 --> 00:00:55.400]  是奉主耶穌基督的名頭
[00:00:55.400 --> 00:00:56.480]  阿們
[00:00:57.360 --> 00:01:01.760]  我就用一個問題開始今天的引言
[00:01:01.760 --> 00:01:04.720]  問:你要不要愛呀?
[00:01:04.720 --> 00:01:06.920]  我相信不用回答
[00:01:06.920 --> 00:01:08.640]  剛才我自己的感受
[00:01:08.640 --> 00:01:10.320]  這麼多人回來
[00:01:10.320 --> 00:01:12.160]  這個問題一定是YES的
[00:01:12.160 --> 00:01:15.720]  但你不要以為這個是必然答案
[00:01:15.720 --> 00:01:17.440]  因為我聽過
[00:01:17.440 --> 00:01:19.080]  我真的聽過有人這樣說
[00:01:19.080 --> 00:01:24.200]  他說:沒有愛我都可以生活得很快樂
[00:01:24.200 --> 00:01:26.320]  我不知道你有沒有聽過
[00:01:26.640 --> 00:01:29.480]  在你身邊有一些開心的事
[00:01:29.480 --> 00:01:31.600]  我不需要愛
[00:01:31.600 --> 00:01:32.800]  我不去愛人
[00:01:32.800 --> 00:01:35.520]  也不需要別人來關心我
[00:01:35.520 --> 00:01:38.320]  我都可以讓人生活得很快樂
[00:01:38.320 --> 00:01:40.000]  我有工作就可以了
[00:01:40.000 --> 00:01:44.880]  我不知道是什麼扭曲了他
[00:01:44.880 --> 00:01:49.800]  令他發出一個這樣的說話
[00:01:49.800 --> 00:01:52.320]  我們知道《約翰一書》
[00:01:52.320 --> 00:01:53.600]  我們今天一直看下去
[00:01:53.600 --> 00:01:54.760]  我們現在看這個系列
[00:01:55.120 --> 00:02:02.240]  當時在教會裏面出現了一些異端的教導
[00:02:02.240 --> 00:02:06.120]  扭曲了很多的真理
[00:02:06.120 --> 00:02:11.000]  以致他寫這個《約翰一書》的時候
[00:02:11.000 --> 00:02:16.840]  要用一個方法將真理告訴我們
[00:02:16.840 --> 00:02:20.960]  撥亂來反正
[00:02:20.960 --> 00:02:24.960]  來將錯誤的事情展露出來
[00:02:24.960 --> 00:02:26.040]  讓我們去明白
[00:02:26.040 --> 00:02:27.920]  讓我們懂得去提防
[00:02:27.920 --> 00:02:29.720]  我相信這個就是《約翰》
[00:02:29.720 --> 00:02:31.760]  一個很重要
[00:02:31.760 --> 00:02:34.720]  他寫這個《約翰一書》的其中一個目的
[00:02:34.720 --> 00:02:36.400]  所以我們都是帶著這樣的目的
[00:02:36.400 --> 00:02:37.680]  來看《約翰一書》
[00:02:37.680 --> 00:02:38.320]  我們就會明白
[00:02:38.320 --> 00:02:40.600]  為什麼他講那麼多真理
[00:02:40.600 --> 00:02:43.960]  也講那麼多什麼是說方
[00:02:43.960 --> 00:02:48.040]  這個就是因為他要將那些錯誤的展露出來
[00:02:48.040 --> 00:02:50.680]  也告訴我們哪些是真的
[00:02:50.680 --> 00:02:52.640]  錯的真是層出不窮的
[00:02:52.920 --> 00:02:58.120]  唯有是真的就是有真的質地在裏面
[00:02:58.120 --> 00:03:00.520]  我經常用的都是這個例子
[00:03:00.520 --> 00:03:01.600]  你見過假蛋沒有
[00:03:01.600 --> 00:03:04.320]  我很有慶幸我見過假雞蛋
[00:03:04.320 --> 00:03:06.560]  我又懂得分什麼是假雞蛋
[00:03:06.560 --> 00:03:09.280]  因為我知道什麼是真雞蛋
[00:03:09.280 --> 00:03:12.160]  真雞蛋的特性我懂得去分辨
[00:03:12.160 --> 00:03:14.040]  我又聽過假電話
[00:03:14.040 --> 00:03:15.240]  那些欺騙電話
[00:03:15.240 --> 00:03:18.480]  因為我知道真電話是怎樣去分辨
[00:03:18.480 --> 00:03:24.240]  所以我那次就很快 剛剛初初很多電話騙案的時候
[00:03:24.240 --> 00:03:28.040]  我就沒有被墮入這些陷阱裏面
[00:03:28.040 --> 00:03:35.400]  而在今天我們相信給我們很多的影響力
[00:03:35.400 --> 00:03:40.480]  未必是教會裏面內部有人教錯
[00:03:40.480 --> 00:03:45.400]  而是我們很容易很快就和世界那種的文化
[00:03:45.800 --> 00:03:49.560]  那種世界的價值觀被他們影響了我們
[00:03:49.560 --> 00:03:54.360]  以致我們很多將這些世界的價值觀
[00:03:54.360 --> 00:03:57.200]  這些的想法以為是聖經講的
[00:03:57.200 --> 00:04:00.840]  或者以為和聖經講的差不多
[00:04:00.840 --> 00:04:06.600]  以致我們就出現了一個錯誤的判斷在裏面
[00:04:06.600 --> 00:04:09.520]  我覺得這個其實我們更難防
[00:04:09.520 --> 00:04:11.520]  為什麼更難防
[00:04:12.680 --> 00:04:18.000]  老實講 香港基督徒的數目是以幾個百分比來計算
[00:04:18.000 --> 00:04:20.040]  在我們生活 在我們家庭
[00:04:20.040 --> 00:04:21.440]  甚至在我們好朋友當中
[00:04:21.440 --> 00:04:23.880]  誤信的人可能更多
[00:04:23.880 --> 00:04:25.360]  這個世界的價值觀
[00:04:25.360 --> 00:04:28.040]  那個還對我們入侵
[00:04:28.040 --> 00:04:30.680]  可能更普遍
[00:04:30.680 --> 00:04:34.520]  如果你是一個很乖的基督徒
[00:04:34.520 --> 00:04:36.400]  可能你都是一個星期回來兩次
[00:04:36.400 --> 00:04:37.840]  如果以往這樣計算
[00:04:37.840 --> 00:04:40.640]  一次團契 一次崇拜
[00:04:40.960 --> 00:04:43.320]  甚至乎有些人說一暫息
[00:04:43.320 --> 00:04:45.480]  一次而已 一天回來一次
[00:04:45.480 --> 00:04:46.680]  但是你有六天
[00:04:46.680 --> 00:04:51.360]  是受很多不同的價值觀妥協的影響
[00:04:51.360 --> 00:04:55.160]  我希望今天令我們有提防的時候
[00:04:55.160 --> 00:04:56.600]  我們懂得去分辨
[00:04:56.600 --> 00:05:01.400]  我們今天來看的是約翰怎樣教導我們
[00:05:01.400 --> 00:05:06.520]  我們來看的是約翰一書二章七到十一節
[00:05:06.520 --> 00:05:10.680]  我們不如一起去重讀這段經文 好嗎
[00:05:10.960 --> 00:05:12.760]  很短的 五節的經文
[00:05:12.760 --> 00:05:15.840]  我只剩下大概二十五分鐘的時間
[00:05:15.840 --> 00:05:17.320]  來講這篇的導覽
[00:05:17.320 --> 00:05:18.760]  我們一起來讀
[00:05:18.760 --> 00:05:23.400]  親愛的 我捨給你們的不是一條新命令
[00:05:23.400 --> 00:05:27.200]  而是你們從起初所受的舊命令
[00:05:27.200 --> 00:05:31.440]  這命令就是你們所聽過的道
[00:05:31.440 --> 00:05:35.520]  然而 我捨給你們的是一條新命令
[00:05:35.520 --> 00:05:38.040]  在基督裡是真實的
[00:05:38.040 --> 00:05:40.480]  在你們裡是真實的
[00:05:40.880 --> 00:05:43.200]  因為黑暗漸漸消逝
[00:05:43.200 --> 00:05:45.640]  真光已經在照耀
[00:05:45.640 --> 00:05:48.680]  人若說自己在光明中
[00:05:48.680 --> 00:05:50.480]  卻恨他的弟兄
[00:05:50.480 --> 00:05:53.880]  他到如今還是在黑暗裡
[00:05:53.880 --> 00:05:57.720]  那愛弟兄的就是住在光明中
[00:05:57.720 --> 00:06:00.720]  他不會使人失足犯罪
[00:06:00.720 --> 00:06:04.720]  唯獨那恨弟兄的是在黑暗裡
[00:06:04.720 --> 00:06:07.040]  也在黑暗裡行走
[00:06:07.040 --> 00:06:09.160]  不知道往哪裡去
[00:06:09.560 --> 00:06:12.880]  因為黑暗使他的眼睛闔了
