
[00:00:00.000 --> 00:00:02.480]  當我們準備去聆聽神的話語的時候
[00:00:02.480 --> 00:00:03.800]  我們一同的祈禱
[00:00:03.800 --> 00:00:07.200]  親愛的恩主
[00:00:07.200 --> 00:00:08.520]  祢與我們同在
[00:00:08.520 --> 00:00:11.240]  在主日的早上
[00:00:11.240 --> 00:00:13.360]  當你復活的時候
[00:00:13.360 --> 00:00:17.440]  我們看得到一班門徒很驚訝
[00:00:17.440 --> 00:00:19.840]  當我們體會主耶穌基督的復活
[00:00:19.840 --> 00:00:22.440]  給我們生命的挑戰
[00:00:22.440 --> 00:00:24.400]  主求祢幫助我們
[00:00:24.400 --> 00:00:26.600]  藉著主祢自己的話語
[00:00:26.600 --> 00:00:28.680]  路加的描述
[00:00:28.680 --> 00:00:30.480]  是能夠給我們體會更多
[00:00:30.480 --> 00:00:33.240]  主祢自己要我們所作的一切
[00:00:33.240 --> 00:00:34.280]  多謝我們恩主
[00:00:34.280 --> 00:00:35.800]  你聽我們的祈禱
[00:00:35.800 --> 00:00:37.080]  奉主名求
[00:00:37.080 --> 00:00:37.880]  阿們
[00:00:37.880 --> 00:00:42.640]  為什麼望天
[00:00:42.640 --> 00:00:44.840]  今早大家早上起床的時候
[00:00:44.840 --> 00:00:48.040]  有沒有望向天空
[00:00:48.040 --> 00:00:49.400]  大多數都會望天空
[00:00:49.400 --> 00:00:51.320]  對不對
[00:00:51.320 --> 00:00:53.680]  我起床望見天空
[00:00:53.680 --> 00:00:55.880]  有少少太陽
[00:00:55.880 --> 00:00:57.760]  但是坐了半個小時
[00:00:57.760 --> 00:00:59.880]  烏雲就密佈了
[00:00:59.880 --> 00:01:02.120]  師母就很清楚告訴我
[00:01:02.120 --> 00:01:03.800]  不如你戴一把傘
[00:01:03.800 --> 00:01:05.240]  我是很不喜歡戴傘的人
[00:01:05.240 --> 00:01:06.080]  但是離得遠
[00:01:06.080 --> 00:01:07.440]  又穿著西裝
[00:01:07.440 --> 00:01:10.240]  那就戴了一把傘
[00:01:10.240 --> 00:01:13.320]  最後一滴雨水都沒有
[00:01:13.320 --> 00:01:15.720]  我們什麼情況下望天
[00:01:15.720 --> 00:01:18.320]  看天氣
[00:01:18.320 --> 00:01:20.560]  還記不記得你上一次很驚訝的
[00:01:20.560 --> 00:01:24.120]  望著天空是什麼時間
[00:01:24.120 --> 00:01:26.720]  有一年在法國看日蝕
[00:01:26.720 --> 00:01:28.200]  戴一副太陽眼鏡
[00:01:28.200 --> 00:01:30.000]  黑眼鏡
[00:01:30.000 --> 00:01:32.720]  就望著日頭的改變
[00:01:32.720 --> 00:01:37.160]  很驚訝自然界的現象
[00:01:37.160 --> 00:01:39.520]  但是這一班的門徒
[00:01:39.520 --> 00:01:42.400]  在什麼處境底下去望天
[00:01:42.400 --> 00:01:43.840]  在仕途行轉
[00:01:43.840 --> 00:01:46.040]  如果我們熟仕途行轉的時間
[00:01:46.040 --> 00:01:47.920]  我們就知道
[00:01:47.920 --> 00:01:52.760]  又稱為聖靈行轉
[00:01:52.760 --> 00:01:53.720]  英文有關
[00:01:53.720 --> 00:01:55.600]  仕途行轉其實就是說什麼
[00:01:55.600 --> 00:01:59.680]  這個字就叫做Action
[00:01:59.680 --> 00:02:03.400]  行動
[00:02:03.400 --> 00:02:06.640]  工作
[00:02:06.640 --> 00:02:08.320]  當我們去體會
[00:02:08.320 --> 00:02:09.320]  盧家醫生
[00:02:09.320 --> 00:02:10.640]  他一開始就說
[00:02:10.640 --> 00:02:11.640]  我作了前書
[00:02:11.640 --> 00:02:13.320]  我寫了前書
[00:02:13.320 --> 00:02:14.640]  現在就說
[00:02:14.640 --> 00:02:17.480]  提亞飛羅大人
[00:02:17.480 --> 00:02:19.480]  提亞飛羅先生
[00:02:19.480 --> 00:02:21.200]  是新譯本的翻譯
[00:02:21.200 --> 00:02:23.560]  不同解經家有不同的看法
[00:02:23.560 --> 00:02:26.600]  這個字 兩個字組成
[00:02:26.600 --> 00:02:27.680]  意思就是說
[00:02:27.680 --> 00:02:31.000]  神所愛的人
[00:02:31.000 --> 00:02:32.760]  神所愛的人
[00:02:32.760 --> 00:02:34.800]  換言之是一班的人
[00:02:34.800 --> 00:02:35.680]  又或者
[00:02:35.680 --> 00:02:37.800]  如果我們這一般的體會
[00:02:37.800 --> 00:02:39.880]  提亞飛羅大人
[00:02:39.880 --> 00:02:44.040]  是一個管理地方的一個首長
[00:02:44.040 --> 00:02:45.040]  就告訴他
[00:02:45.040 --> 00:02:46.440]  我寫了前書了
[00:02:46.440 --> 00:02:48.480]  就是《六官福音》
[00:02:48.480 --> 00:02:54.440]  它述說耶穌開始在地上作供的時候
[00:02:54.440 --> 00:02:55.760]  所教的一切
[00:02:55.760 --> 00:02:57.760]  現在我又要說了
[00:02:57.760 --> 00:03:00.200]  就是講述什麼呢
[00:03:00.200 --> 00:03:02.040]  祂藉著聖靈所吩咐
[00:03:02.040 --> 00:03:04.640]  祂所揀選的一班的仕途
[00:03:04.640 --> 00:03:05.440]  就是這一班
[00:03:05.440 --> 00:03:08.400]  祂被接上升的日子
[00:03:08.400 --> 00:03:10.960]  就是祂復活之後的日子
[00:03:10.960 --> 00:03:13.120]  所經歷的一切
[00:03:13.120 --> 00:03:15.280]  盧家醫生很精準
[00:03:15.280 --> 00:03:16.920]  幾卷的福音書
[00:03:16.920 --> 00:03:20.440]  都有講到有關主耶穌基督復活升天的時間
[00:03:20.440 --> 00:03:22.120]  他這裡就講得很清楚
[00:03:22.120 --> 00:03:24.760]  是四十天
[00:03:24.760 --> 00:03:26.240]  在這四十天裏面
[00:03:26.240 --> 00:03:28.880]  主耶穌復活
[00:03:28.880 --> 00:03:30.840]  給門徒看
[00:03:30.840 --> 00:03:32.920]  其實這一班的門徒
[00:03:32.920 --> 00:03:35.000]  在那幾十天
[00:03:35.000 --> 00:03:41.000]  都很大的心理的調節和適應
[00:03:41.000 --> 00:03:42.280]  耶穌叫死人復活
[00:03:42.280 --> 00:03:43.480]  見過了
[00:03:43.480 --> 00:03:45.960]  祂自己被釘死後第三天復活
[00:03:45.960 --> 00:03:47.680]  他們很驚訝
[00:03:47.680 --> 00:03:49.920]  當這一班的門徒聚集的時候
[00:03:49.920 --> 00:03:51.200]  耶穌就在他們中間
[00:03:51.200 --> 00:03:52.880]  門關了
[00:03:52.880 --> 00:03:54.880]  但是祂就在中間
[00:03:54.880 --> 00:03:57.080]  每個人都會很害怕
[00:03:57.080 --> 00:04:00.920]  又或者心理上有一個調節
[00:04:00.920 --> 00:04:03.200]  當下一班的門徒在房間的時候
[00:04:03.200 --> 00:04:05.040]  他們害怕什麼呢
[00:04:05.040 --> 00:04:06.880]  害怕這一班的猶太人要捉他們
[00:04:06.880 --> 00:04:09.320]  因為耶穌已經離開了
[00:04:09.320 --> 00:04:12.440]  被釘死了
[00:04:12.440 --> 00:04:14.800]  他們只是早上聽到一個消息
[00:04:14.800 --> 00:04:17.200]  一班的侍女告訴他
[00:04:17.200 --> 00:04:18.640]  告訴這一班的門徒
[00:04:18.640 --> 00:04:19.640]  耶穌復活了
[00:04:19.640 --> 00:04:22.440]  在晚上他們就關上門
[00:04:22.440 --> 00:04:24.400]  要去商議的時候
[00:04:24.400 --> 00:04:27.040]  耶穌就站在中間
[00:04:27.040 --> 00:04:30.200]  他們心理上、情緒上
[00:04:30.200 --> 00:04:33.840]  那種哀動、驚嚇
[00:04:33.840 --> 00:04:37.120]  就在那一晚開始
[00:04:37.120 --> 00:04:38.880]  在這一刻
[00:04:38.880 --> 00:04:40.680]  路加的描述
[00:04:40.680 --> 00:04:45.600]  就是耶穌和這一班的門徒聚集在一起四十天
[00:04:45.600 --> 00:04:47.840]  這四十天
[00:04:47.840 --> 00:04:51.640]  究竟耶穌和這一班的門徒
[00:04:51.640 --> 00:04:54.040]  做了些什麼呢
[00:04:54.040 --> 00:05:00.120]  聖經這一段第三節開始的技術是什麼呢
[00:05:00.120 --> 00:05:03.400]  他受難以後用許多憑據
[00:05:03.400 --> 00:05:09.560]  向仕途顯示自己是活著的
[00:05:09.560 --> 00:05:13.440]  聖經說活活的顯明給他們知道
[00:05:13.440 --> 00:05:14.880]  用許多的憑據
[00:05:14.880 --> 00:05:19.200]  四十天之久向他們顯現
[00:05:19.200 --> 00:05:21.800]  聖經這一節就很清楚
[00:05:21.800 --> 00:05:23.720]  用許多的憑據
[00:05:23.720 --> 00:05:25.080]  將自己
[00:05:25.080 --> 00:05:26.560]  他已經死了
[00:05:26.560 --> 00:05:27.840]  這裡的形容就是
[00:05:27.840 --> 00:05:32.880]  將他活活的顯現給仕途看見
[00:05:32.880 --> 00:05:35.520]  四十天這麼長
[00:05:35.520 --> 00:05:37.920]  做什麼呢
[00:05:37.920 --> 00:05:44.120]  講述神國的事
[00:05:44.120 --> 00:05:46.320]  耶穌和他們聚集的時候就告訴他們
[00:05:46.320 --> 00:05:48.760]  你不要離開耶路撒冷
[00:05:48.760 --> 00:05:51.040]  祂有祂自己的議程
[00:05:51.040 --> 00:05:52.080]  有祂的計劃
[00:05:52.080 --> 00:05:53.280]  有祂的策略
[00:05:53.280 --> 00:05:56.040]  要等候
[00:05:56.040 --> 00:05:57.400]  要等候
[00:05:57.400 --> 00:05:59.240]  要等候什麼
[00:05:59.240 --> 00:06:02.120]  父神給祂的應許
[00:06:02.120 --> 00:06:05.200]  就是你們聽我
[00:06:05.200 --> 00:06:08.280]  曾經我未被釘
[00:06:08.280 --> 00:06:09.400]  未復活之前
[00:06:09.400 --> 00:06:11.200]  在地上鍍成肉身的日子
[00:06:11.200 --> 00:06:14.760]  你聽我所講的一切
[00:06:14.760 --> 00:06:18.040]  這四十天真是好
[00:06:18.040 --> 00:06:21.840]  有沒有試過
[00:06:21.840 --> 00:06:23.880]  你很掛念的人
[00:06:23.880 --> 00:06:25.560]  離開你
[00:06:25.560 --> 00:06:29.840]  跟著之後重聚
[00:06:29.840 --> 00:06:32.840]  四十天
[00:06:32.840 --> 00:06:35.280]  耶穌被釘
[00:06:35.280 --> 00:06:37.720]  然後死後復活
[00:06:37.720 --> 00:06:42.400]  站在房間和一班仕途在一起
[00:06:42.400 --> 00:06:44.560]  聖經路加的記載就說
[00:06:44.560 --> 00:06:46.800]  四十日之久
[00:06:46.800 --> 00:06:49.920]  向他們顯現
[00:06:49.920 --> 00:06:51.000]  我會很相信
[00:06:51.000 --> 00:06:53.920]  這個就是一班門徒
[00:06:53.920 --> 00:06:58.640]  最美好的一段時光
[00:06:58.640 --> 00:07:03.600]  耶穌在世鍍成肉身三十三年
[00:07:03.600 --> 00:07:05.080]  和這班門徒
[00:07:05.080 --> 00:07:08.680]  有差不多三年的時間在一起
[00:07:08.680 --> 00:07:10.560]  跟著祂所講的一切
[00:07:10.560 --> 00:07:11.520]  祂所教導的一切
[00:07:11.520 --> 00:07:12.720]  祂所行的神蹟
[00:07:12.720 --> 00:07:13.480]  祂的醫病
[00:07:13.480 --> 00:07:15.360]  祂的趕鬼
[00:07:15.360 --> 00:07:17.720]  告訴這班門徒
[00:07:17.720 --> 00:07:20.600]  祂是天父的兒子
[00:07:20.600 --> 00:07:23.040]  誰不知被捉拿
[00:07:23.040 --> 00:07:27.360]  被釘死了
[00:07:27.360 --> 00:07:30.960]  然後跟著復活向他們顯現
[00:07:30.960 --> 00:07:31.920]  我們可以想像
[00:07:31.920 --> 00:07:32.720]  我們可以相信
[00:07:32.720 --> 00:07:37.600]  這四十日是一個美好的時間
[00:07:37.600 --> 00:07:39.520]  夫妻兩個人
[00:07:39.520 --> 00:07:40.240]  結了婚
[00:07:40.240 --> 00:07:42.400]  很少離開的
[00:07:42.400 --> 00:07:44.040]  離開一段時間
[00:07:44.040 --> 00:07:45.320]  如果再相聚
[00:07:45.320 --> 00:07:46.880]  我們叫甚麼
