
[00:00:00.000 --> 00:00:05.000]  如果打開報紙 橫觀這個世界 都發覺很亂
[00:00:05.000 --> 00:00:13.000]  四周都戰亂 人禍 罪惡 經濟 政制 恐襲等等
[00:00:13.000 --> 00:00:16.000]  我相信大家都會覺得這個世界很亂
[00:00:16.000 --> 00:00:21.000]  所以很多人都會覺得教會是一片樂土
[00:00:21.000 --> 00:00:24.000]  事實上教會都是一片樂土
[00:00:24.000 --> 00:00:28.000]  可能大家在不同的環境都經歷過
[00:00:28.000 --> 00:00:30.000]  教會不同類型的支持
[00:00:30.000 --> 00:00:36.000]  喪禮 婚禮 開心不開心 大興節目都常在左右
[00:00:36.000 --> 00:00:39.000]  教會的確給予很多人的支持關懷
[00:00:39.000 --> 00:00:43.000]  很需要的時候一起同行
[00:00:43.000 --> 00:00:46.000]  確實比起外面有時的人情冷暖
[00:00:46.000 --> 00:00:49.000]  比起更加窩心和溫暖
[00:00:49.000 --> 00:00:53.000]  這確實令到教會是一片樂土
[00:00:53.000 --> 00:00:56.000]  大家容許我分享我自己的成長故事
[00:00:56.000 --> 00:00:58.000]  我是教會的子弟
[00:00:58.000 --> 00:01:01.000]  我在媽媽的肚子裡已經回教會了
[00:01:01.000 --> 00:01:03.000]  作為第三代基督徒
[00:01:03.000 --> 00:01:06.000]  我一直都是教會成長
[00:01:06.000 --> 00:01:09.000]  不過在我16歲至21歲期間
[00:01:09.000 --> 00:01:10.000]  大概5至6年期間
[00:01:10.000 --> 00:01:12.000]  我經歷過兩次教會的分裂
[00:01:12.000 --> 00:01:16.000]  第一次因為我還是青少年 十幾歲
[00:01:16.000 --> 00:01:18.000]  所以未夠青參加會員大會
[00:01:18.000 --> 00:01:22.000]  都只是風聞當中的吵架
[00:01:22.000 --> 00:01:24.000]  不同的版本
[00:01:24.000 --> 00:01:27.000]  每個人都說他們的傷害
[00:01:27.000 --> 00:01:29.000]  我不知道你們知不知道
[00:01:29.000 --> 00:01:31.000]  作為一個青少年聽到
[00:01:31.000 --> 00:01:34.000]  會有一種難以言喻的不安
[00:01:34.000 --> 00:01:37.000]  因為說給你聽的人你都認識
[00:01:37.000 --> 00:01:39.000]  你都聽到不同的版本
[00:01:39.000 --> 00:01:43.000]  所以那時候的感覺是很無助和不安
[00:01:43.000 --> 00:01:46.000]  那時候我開始正式明白
[00:01:46.000 --> 00:01:49.000]  有時教會也不是樂土
[00:01:49.000 --> 00:01:51.000]  教會有時是戰場
[00:01:51.000 --> 00:01:53.000]  另一次就長大了
[00:01:53.000 --> 00:01:56.000]  這次比較特別
[00:01:56.000 --> 00:01:58.000]  因為分裂的兩班人中
[00:01:58.000 --> 00:02:02.000]  其中一班人是和我同齡的
[00:02:02.000 --> 00:02:04.000]  所以我認識了很久
[00:02:04.000 --> 00:02:08.000]  另外一邊有一個是我成長的導師
[00:02:08.000 --> 00:02:12.000]  其實兩邊都有他的道理
[00:02:12.000 --> 00:02:17.000]  但我在中間聽大家的
[00:02:17.000 --> 00:02:19.000]  其實很心痛 因為什麼都沒得做
[00:02:19.000 --> 00:02:21.000]  去到那個地步的時候
[00:02:21.000 --> 00:02:23.000]  你會越來越明白
[00:02:23.000 --> 00:02:27.000]  教會也有很多紛爭
[00:02:27.000 --> 00:02:29.000]  教會也有很多分裂
[00:02:29.000 --> 00:02:31.000]  教會也有很多傷害
[00:02:31.000 --> 00:02:33.000]  教會可能不是有事
[00:02:33.000 --> 00:02:35.000]  但也有很多事不是樂土
[00:02:35.000 --> 00:02:38.000]  到底教會是什麼來的呢?
[00:02:38.000 --> 00:02:41.000]  到底教會出了什麼問題呢?
[00:02:41.000 --> 00:02:44.000]  到底教會是否失去秩序呢?
[00:02:44.000 --> 00:02:47.000]  教會的本質是什麼呢?
[00:02:47.000 --> 00:02:48.000]  我們一直以來
[00:02:48.000 --> 00:02:51.000]  從《耳福所書》開始
[00:02:51.000 --> 00:02:53.000]  我們想一起去看教會是什麼
[00:02:53.000 --> 00:02:54.000]  今天我們一起去看
[00:02:54.000 --> 00:02:56.000]  《耳福所書》二章一至十節
[00:02:56.000 --> 00:02:57.000]  教會是什麼
[00:02:57.000 --> 00:02:59.000]  上文補充到
[00:02:59.000 --> 00:03:03.000]  神在耶穌基督所展現的大能
[00:03:03.000 --> 00:03:04.000]  在這段裏
[00:03:04.000 --> 00:03:05.000]  祂會詳細說
[00:03:05.000 --> 00:03:08.000]  基督的大能已經顯明在教會裏
[00:03:08.000 --> 00:03:09.000]  也可以說
[00:03:09.000 --> 00:03:12.000]  上文也略略提及
[00:03:12.000 --> 00:03:15.000]  耶穌基督是教會的元首
[00:03:15.000 --> 00:03:17.000]  開始鋪路說教會是什麼
[00:03:17.000 --> 00:03:19.000]  所以保羅在這裏
[00:03:19.000 --> 00:03:21.000]  正在解釋二章一至十節
[00:03:21.000 --> 00:03:24.000]  告訴你在基督裏的意思是什麼
[00:03:24.000 --> 00:03:25.000]  和第一章
[00:03:25.000 --> 00:03:27.000]  如果你記得第一次說到
[00:03:27.000 --> 00:03:29.000]  其實一章的三至十四節
[00:03:29.000 --> 00:03:31.000]  是一句說話
[00:03:31.000 --> 00:03:32.000]  保羅一寫起
[00:03:32.000 --> 00:03:33.000]  真的停不了
[00:03:33.000 --> 00:03:37.000]  水蛇春這麼長的一句說話
[00:03:37.000 --> 00:03:38.000]  這裏有一點相似
[00:03:38.000 --> 00:03:40.000]  二章一至七節都是一句說話
[00:03:40.000 --> 00:03:42.000]  很特別的是
[00:03:42.000 --> 00:03:43.000]  主詞
[00:03:43.000 --> 00:03:45.000]  主要最想說的話
[00:03:45.000 --> 00:03:46.000]  在第五節才出現
[00:03:46.000 --> 00:03:48.000]  前面有很多鋪排
[00:03:48.000 --> 00:03:51.000]  第二句是八至十節
[00:03:51.000 --> 00:03:53.000]  保羅我們一起看
[00:03:53.000 --> 00:03:55.000]  二章一至三節
[00:03:55.000 --> 00:03:58.000]  從前你們因著自己的過犯罪惡而死
[00:03:58.000 --> 00:04:00.000]  那時你們在過犯罪惡中生活
[00:04:00.000 --> 00:04:02.000]  隨從今世的風俗
[00:04:02.000 --> 00:04:05.000]  順從空中掌權者的領袖
[00:04:05.000 --> 00:04:09.000]  就是現今在活役的人心中混能的邪靈
[00:04:09.000 --> 00:04:11.000]  我們從前都是生活在他們當中
[00:04:11.000 --> 00:04:13.000]  放縱肉體的私慾
[00:04:13.000 --> 00:04:15.000]  隨著肉體和心中的意念去做
[00:04:15.000 --> 00:04:16.000]  和別人一樣
[00:04:16.000 --> 00:04:18.000]  生來就是該受懲罰的人
[00:04:18.000 --> 00:04:21.000]  保羅首先指出我們的問題
[00:04:21.000 --> 00:04:23.000]  剛剛在一章尾說完
[00:04:23.000 --> 00:04:24.000]  基督的大能
[00:04:24.000 --> 00:04:25.000]  他又復活
[00:04:25.000 --> 00:04:26.000]  又坐著為王
[00:04:26.000 --> 00:04:27.000]  又癡血萬有
[00:04:27.000 --> 00:04:30.000]  然後他又做了教會的元首
[00:04:30.000 --> 00:04:33.000]  保羅這裏很說教會的生成
[00:04:33.000 --> 00:04:35.000]  教會是什麼人呢
[00:04:35.000 --> 00:04:38.000]  教會是一群本來死的人
[00:04:38.000 --> 00:04:41.000]  我們本來是死的
[00:04:41.000 --> 00:04:42.000]  這裏很特別
[00:04:42.000 --> 00:04:46.000]  因為他所謂我們在動時
[00:04:46.000 --> 00:04:48.000]  其實是去到第五節才出現
[00:04:48.000 --> 00:04:50.000]  這裏一連串是一種形容
[00:04:50.000 --> 00:04:53.000]  一開始他就一至三至一連串
[00:04:53.000 --> 00:04:57.000]  說人類這種絕望的光景
[00:04:57.000 --> 00:05:01.000]  他強調人是真的沒得救
[00:05:01.000 --> 00:05:03.000]  人的光景是死
[00:05:03.000 --> 00:05:06.000]  我們每一個人都是死人
[00:05:06.000 --> 00:05:08.000]  這個保羅的意思
[00:05:08.000 --> 00:05:13.000]  不是說我們是一群喪屍走來走去
[00:05:13.000 --> 00:05:15.000]  肉體已經死了
[00:05:15.000 --> 00:05:17.000]  殭屍喪屍不知道在做什麼
[00:05:17.000 --> 00:05:20.000]  而是說我們好像創世紀二三章說
[00:05:20.000 --> 00:05:22.000]  吃了禁果必定死
[00:05:22.000 --> 00:05:24.000]  更加重要是說
[00:05:24.000 --> 00:05:27.000]  固然有肉體死的成份在當中
[00:05:27.000 --> 00:05:29.000]  但更加重要是這種死
[00:05:29.000 --> 00:05:31.000]  是和次生命的主隔絕
[00:05:31.000 --> 00:05:32.000]  和他沒有關係
[00:05:32.000 --> 00:05:34.000]  甚至和他們是仇敵
[00:05:34.000 --> 00:05:36.000]  令他們死的是什麼
[00:05:36.000 --> 00:05:38.000]  是過犯罪惡
[00:05:38.000 --> 00:05:40.000]  簡單來說是罪
[00:05:40.000 --> 00:05:42.000]  接著保羅就有三點提出
[00:05:42.000 --> 00:05:44.000]  到底或者三方面去說
[00:05:44.000 --> 00:05:47.000]  我們怎樣在罪惡裏面死
[00:05:47.000 --> 00:05:48.000]  或者這樣說
[00:05:48.000 --> 00:05:50.000]  我們在罪惡裏面框框框住
[00:05:50.000 --> 00:05:53.000]  是哪三個鎖鎖住我們
[00:05:53.000 --> 00:05:55.000]  第一個就是
[00:05:55.000 --> 00:05:57.000]  隨從或者應該這樣說
[00:05:57.000 --> 00:06:00.000]  是伏在今世的風俗之下
[00:06:00.000 --> 00:06:05.000]  第二個是伏在空中的掌權者的君王或者領袖之下
[00:06:05.000 --> 00:06:08.000]  第三就是放縱肉體
[00:06:08.000 --> 00:06:11.000]  或者肉體和私肉中間之下
[00:06:11.000 --> 00:06:13.000]  這個就是我們三個
[00:06:13.000 --> 00:06:15.000]  保羅所說的三個鎖鎖住
[00:06:15.000 --> 00:06:16.000]  第一個是
[00:06:16.000 --> 00:06:18.000]  應該好一點的翻譯
[00:06:18.000 --> 00:06:19.000]  不是隨從
[00:06:19.000 --> 00:06:21.000]  可能是翻譯是伏在
[00:06:21.000 --> 00:06:22.000]  被他壓住
[00:06:22.000 --> 00:06:24.000]  在這種權勢之下
[00:06:24.000 --> 00:06:27.000]  我們在過犯罪裏面生活是怎樣的
[00:06:27.000 --> 00:06:30.000]  我們是伏在今世的風俗
[00:06:30.000 --> 00:06:32.000]  今世的風俗的意思
[00:06:32.000 --> 00:06:36.000]  不是像我們今天說的世風日下那種風俗
[00:06:36.000 --> 00:06:39.000]  而是猶太人那種兩個世代的看法
[00:06:39.000 --> 00:06:43.000]  現今邪惡世代和將來要來的時代
[00:06:43.000 --> 00:06:46.000]  保羅指的是現今邪惡的世代
[00:06:46.000 --> 00:06:49.000]  這個就好像約翰福音裏面所說的世界
[00:06:49.000 --> 00:06:50.000]  簡單來說
[00:06:50.000 --> 00:06:53.000]  任何敵黨神的一個大制度
[00:06:53.000 --> 00:06:55.000]  或者一個大的勢力
[00:06:55.000 --> 00:06:58.000]  你可以用一個大環境
[00:06:58.000 --> 00:07:02.000]  大圍的環境去令你不得不犯罪
[00:07:02.000 --> 00:07:04.000]  不得不在罪惡裏面生活
[00:07:04.000 --> 00:07:07.000]  其實一個例子是怎樣呢
[00:07:07.000 --> 00:07:10.000]  就好像我兩年前做過家長
[00:07:10.000 --> 00:07:14.000]  近年經常說怪獸家長
[00:07:14.000 --> 00:07:17.000]  其實大家都很清楚知道
[00:07:17.000 --> 00:07:20.000]  做家長其實每一個人都想小朋友好
[00:07:20.000 --> 00:07:22.000]  給他最好的
[00:07:22.000 --> 00:07:26.000]  做家長的時候自然就開始探討讀書
[00:07:26.000 --> 00:07:29.000]  很快的一歲就有人問你讀N班
[00:07:29.000 --> 00:07:30.000]  讀幼稚園沒有
[00:07:30.000 --> 00:07:32.000]  要排隊沒有等等
[00:07:32.000 --> 00:07:35.000]  近年大家應該聽到很多
[00:07:35.000 --> 00:07:39.000]  說小朋友沒有童年
[00:07:39.000 --> 00:07:41.000]  很不開心
[00:07:41.000 --> 00:07:43.000]  為什麼呢 因為催谷
[00:07:43.000 --> 00:07:44.000]  為什麼催谷呢
[00:07:44.000 --> 00:07:48.000]  其實很多家長都不想折磨自己的子女
[00:07:48.000 --> 00:07:50.000]  沒有人會想立定心智
[00:07:50.000 --> 00:07:53.000]  我今天怎樣可以折磨我的子女呢
[00:07:53.000 --> 00:07:54.000]  不會有人這樣的
[00:07:54.000 --> 00:07:57.000]  之所以會一起催谷或者折磨
[00:07:57.000 --> 00:08:00.000]  其實源於現在的事情困難了很多
[00:08:00.000 --> 00:08:02.000]  你有沒有聽過K1都學寫字
[00:08:02.000 --> 00:08:06.000]  很基本很多人都學寫字
