
[00:00:00.000 --> 00:00:03.160]  今天這個訊息就是仕途保羅最後一篇
[00:00:03.160 --> 00:00:06.760]  今天的訊息就是仕途保羅最後一篇
[00:00:06.760 --> 00:00:10.080]  題目就叫做去到地極最後的地方
[00:00:10.080 --> 00:00:13.640]  題目就是去到地極最終的地方
[00:00:13.640 --> 00:00:16.120]  如果我們要學保羅的一生人
[00:00:16.120 --> 00:00:18.640]  如果我們要學習保羅的一生
[00:00:18.640 --> 00:00:20.680]  我們就要看到其實保羅
[00:00:20.680 --> 00:00:23.240]  他有什麼終極目標
[00:00:23.240 --> 00:00:26.840]  我們可以看到保羅有什麼他的終極目標
[00:00:26.840 --> 00:00:30.520]  他的目標就是將福音傳到最遠的地方
[00:00:30.520 --> 00:00:33.600]  他的目標就是把福音傳到最遠的地方
[00:00:33.600 --> 00:00:36.600]  問題是你看過保羅很長時間
[00:00:36.600 --> 00:00:39.760]  問題是你看了保羅很長時間了
[00:00:39.760 --> 00:00:41.880]  保羅是什麼人來的呢
[00:00:41.880 --> 00:00:43.240]  保羅到底是怎樣的一個人
[00:00:43.240 --> 00:00:45.400]  即他是一個怎樣的人呢
[00:00:45.400 --> 00:00:47.200]  他到底是怎樣的一個人呢
[00:00:47.200 --> 00:00:51.640]  我們什麼人才會用幾十年時間傳福音
[00:00:51.640 --> 00:00:54.800]  到底是怎樣的一個人才會用幾十年的時間傳福音
[00:00:54.800 --> 00:00:58.080]  什麼為人的人才會決定
[00:00:58.080 --> 00:01:03.480]  將福音要傳到這個世界最遠的地方
[00:01:03.480 --> 00:01:04.840]  到底是怎樣的一個人
[00:01:04.840 --> 00:01:09.760]  他才有這個心去把福音傳到世界最極的地方呢
[00:01:09.760 --> 00:01:13.920]  我們就是想看看仕途保羅是一個什麼人
[00:01:13.920 --> 00:01:17.000]  我們就看看仕途保羅到底是怎樣的一個人
[00:01:17.000 --> 00:01:19.600]  我們是什麼人受很多東西影響的
[00:01:19.600 --> 00:01:21.520]  我們到底是一個怎樣的人
[00:01:21.520 --> 00:01:23.040]  受很多因素影響
[00:01:23.040 --> 00:01:25.280]  父母的教導會影響我們
[00:01:25.280 --> 00:01:26.840]  父母的教導影響我們
[00:01:26.840 --> 00:01:28.480]  遭遇會影響我們
[00:01:28.480 --> 00:01:30.120]  人生的遭遇影響我們
[00:01:30.120 --> 00:01:33.680]  朋友還有同事也會影響我們
[00:01:33.680 --> 00:01:36.000]  還有朋友同事都會影響我們
[00:01:36.000 --> 00:01:39.120]  你的工作你的健康也會有影響
[00:01:39.120 --> 00:01:41.840]  還有你的工作健康也會影響
[00:01:41.840 --> 00:01:45.720]  簡單來說我們人不是一個個體
[00:01:45.720 --> 00:01:48.720]  簡單來說我們每個人就不是一個獨立的個體
[00:01:48.720 --> 00:01:51.760]  我們每天都受到很多的事情影響我們
[00:01:51.760 --> 00:01:54.720]  每天都受到很多因素事情影響我們
[00:01:54.720 --> 00:01:56.240]  我舉幾個例子好嗎
[00:01:56.240 --> 00:01:57.520]  我舉幾個例子吧
[00:01:57.520 --> 00:01:59.560]  如果有一個人你認識的
[00:01:59.560 --> 00:02:01.520]  如果你認識這樣一個人
[00:02:01.520 --> 00:02:07.560]  他時時刻刻都在說別人有什麼不好
[00:02:07.560 --> 00:02:10.120]  他無時無刻都在說別人怎樣不好
[00:02:10.120 --> 00:02:14.760]  去到一個地方就在說有什麼好不順眼
[00:02:14.760 --> 00:02:17.640]  去到哪都說什麼看不順眼
[00:02:17.640 --> 00:02:19.560]  你覺得這個是什麼人呢
[00:02:19.560 --> 00:02:21.640]  那你覺得這是怎樣一個人呢
[00:02:21.640 --> 00:02:26.000]  如果你跟一個人聊天
[00:02:26.000 --> 00:02:30.640]  他只是不斷不斷不斷地說自己的事情
[00:02:30.640 --> 00:02:32.920]  他就是不斷地在說自己的事情
[00:02:32.920 --> 00:02:35.840]  當你一想說自己的事情
[00:02:35.840 --> 00:02:38.280]  當你想開口說自己的事情的時候
[00:02:38.280 --> 00:02:40.720]  他沒有興趣聽差不多睡著了
[00:02:40.720 --> 00:02:43.360]  他就沒興趣聽就快睡著了
[00:02:43.360 --> 00:02:44.880]  你覺得這個是什麼人呢
[00:02:44.880 --> 00:02:46.720]  那你會覺得這是怎樣一個人呢
[00:02:46.720 --> 00:02:48.600]  或者有個例子
[00:02:48.600 --> 00:02:49.760]  或者還有一個例子
[00:02:49.760 --> 00:02:57.040]  一個人一開口就說自己有多棒
[00:02:57.040 --> 00:03:02.520]  我從前或者現在有多少個下屬
[00:03:02.520 --> 00:03:06.880]  我做過什麼大公司
[00:03:06.880 --> 00:03:10.600]  最厲害的是無論你轉去什麼題目
[00:03:10.600 --> 00:03:12.960]  就是無論你轉到哪一個話題
[00:03:12.960 --> 00:03:15.600]  他都可以轉回去說其實我有多棒
[00:03:15.600 --> 00:03:18.320]  他都可以回去說自己有多棒
[00:03:18.320 --> 00:03:20.160]  讓你覺得這種是什麼人呢
[00:03:20.160 --> 00:03:22.480]  那你又覺得這是怎樣的一個人呢
[00:03:22.480 --> 00:03:24.120]  其實人與人溝通
[00:03:24.120 --> 00:03:27.600]  我們感受到對方是什麼人
[00:03:27.600 --> 00:03:28.760]  人與人的溝通
[00:03:28.760 --> 00:03:31.880]  其實我們能感受對方是怎樣的一個人
[00:03:31.880 --> 00:03:33.520]  你覺得你自己是什麼人呢
[00:03:33.520 --> 00:03:35.400]  你覺得自己是怎樣一個人呢
[00:03:35.400 --> 00:03:37.000]  如果我問一下我們
[00:03:37.000 --> 00:03:39.600]  今天有什麼影響著我們呢
[00:03:39.600 --> 00:03:42.640]  如果我想問大家今天有什麼影響我們呢
[00:03:42.640 --> 00:03:46.760]  或者我們去問到底有什麼影響著保羅呢
[00:03:46.760 --> 00:03:49.320]  到底有什麼可以影響保羅呢
[00:03:49.320 --> 00:03:54.520]  令到保羅竟然將傳福音變成為他人生的目標
[00:03:54.520 --> 00:03:59.000]  可以讓保羅將傳福音成為他人生的終極目標
[00:03:59.000 --> 00:04:01.760]  而我相信有一個因素其實很重要
[00:04:01.760 --> 00:04:04.040]  我相信其中一個重要的因素
[00:04:04.040 --> 00:04:05.840]  對我們來說都很重要
[00:04:05.840 --> 00:04:07.320]  對我們也是很重要
[00:04:07.320 --> 00:04:14.840]  而這個因素偏偏其實是我們很多人都會忽略了的因素
[00:04:14.840 --> 00:04:19.040]  而偏偏這個因素就是我們很多人都會忽略了
[00:04:19.040 --> 00:04:22.040]  就是我們認識的神是一個怎樣的神
[00:04:22.040 --> 00:04:24.640]  就是我們認識的神是一個怎樣的神
[00:04:24.640 --> 00:04:28.920]  我們跟神的關係有一個容許我說的很簡單的方程式
[00:04:28.920 --> 00:04:30.960]  我們跟神的關係
[00:04:30.960 --> 00:04:33.920]  我們可以用一個簡單的方程式來解釋
[00:04:33.920 --> 00:04:38.160]  其實我認識神是一個怎樣的神
[00:04:38.160 --> 00:04:41.880]  是直接影響著我是一個怎樣的人
[00:04:41.880 --> 00:04:44.840]  就是說我認識的神是一個怎樣的神
[00:04:44.840 --> 00:04:47.360]  會直接影響到我是一個怎樣的人
[00:04:47.360 --> 00:04:50.800]  即是今天我有一個怎樣的神
[00:04:50.800 --> 00:04:53.840]  我就會成為怎樣的人
[00:04:53.840 --> 00:04:56.120]  就是今天我有一個怎樣的神
[00:04:56.120 --> 00:04:59.040]  就會影響我會成為一個怎樣的人
[00:04:59.040 --> 00:05:02.080]  我們今天一起看看保羅是一個怎樣的人
[00:05:02.080 --> 00:05:04.240]  而他又有一個怎樣的神
[00:05:04.240 --> 00:05:08.120]  我們今天一起來看一下保羅他有一個怎樣的神
[00:05:08.120 --> 00:05:09.800]  他到底是一個怎樣的人
[00:05:09.800 --> 00:05:11.120]  讓我們低頭祈禱好嗎
[00:05:11.120 --> 00:05:12.760]  讓我們低頭禱告
[00:05:12.760 --> 00:05:13.880]  親愛的恩主
[00:05:13.880 --> 00:05:15.720]  親愛的恩主
[00:05:15.720 --> 00:05:17.000]  求你開我們的眼睛
[00:05:17.000 --> 00:05:18.240]  求你開我們的眼睛
[00:05:18.240 --> 00:05:19.480]  叫我們認識你
[00:05:19.480 --> 00:05:20.800]  叫我們認識你
[00:05:20.800 --> 00:05:22.840]  真正認識到對我們來說
[00:05:22.840 --> 00:05:24.040]  主你是哪一個
[00:05:24.040 --> 00:05:26.480]  真正讓我們認識到主你是誰
[00:05:26.480 --> 00:05:28.560]  不是別人說你是誰
[00:05:28.560 --> 00:05:30.240]  不是別人說的是誰
[00:05:30.240 --> 00:05:32.200]  那是我們能夠口裡承認
[00:05:32.200 --> 00:05:33.440]  心裡相信
[00:05:33.440 --> 00:05:34.840]  情感上感受到
[00:05:34.840 --> 00:05:37.680]  主你是哪一個人
[00:05:37.680 --> 00:05:39.560]  而是我們口裡承認
[00:05:39.560 --> 00:05:40.720]  心裡相信
