
[00:00:00.000 --> 00:00:01.240]  我們一起來禱告
[00:00:01.240 --> 00:00:05.200]  主啊 應著祢給我們一口氣
[00:00:05.200 --> 00:00:08.600]  我們今天在靈跟靈的生活中
[00:00:08.600 --> 00:00:09.800]  我們認識祢
[00:00:09.800 --> 00:00:12.600]  應著祢給我們一個的吩咐
[00:00:12.600 --> 00:00:15.400]  教會就成為大使命的教會
[00:00:15.400 --> 00:00:18.400]  今天我們要重溫神所給我們的吩咐
[00:00:18.400 --> 00:00:22.800]  我們再次要高舉三位一體的真神
[00:00:22.800 --> 00:00:26.600]  我們感謝讚美那創造的阿爸父
[00:00:26.600 --> 00:00:29.000]  他創造萬人
[00:00:29.000 --> 00:00:32.000]  竟然在其中檢選了我們
[00:00:32.000 --> 00:00:36.400]  我們要讚美那一位救贖我們的主耶穌基督
[00:00:36.400 --> 00:00:41.800]  祂公身承受了罪的刑罰
[00:00:41.800 --> 00:00:44.400]  為要審診我們
[00:00:44.400 --> 00:00:46.400]  應著祂的寶血
[00:00:46.400 --> 00:00:48.000]  以祂的生命
[00:00:48.000 --> 00:00:52.600]  換取我們人類一切的指控
[00:00:52.600 --> 00:00:55.200]  我們要讚美那聖靈
[00:00:55.200 --> 00:00:58.400]  在我們教會中繼續的不住提醒
[00:00:58.400 --> 00:01:04.200]  我們當如何過著隨從真理跟聖潔的生活
[00:01:04.200 --> 00:01:08.000]  如今我們要再次的把我們在附加中
[00:01:08.000 --> 00:01:11.800]  我們所需用的暫時割下
[00:01:11.800 --> 00:01:15.400]  我們為要擁有神所給我們的意象
[00:01:15.400 --> 00:01:17.400]  神所給我們的提醒跟吩咐
[00:01:17.400 --> 00:01:18.800]  我們來禱告
[00:01:18.800 --> 00:01:21.200]  我們求父神祢在這個週末的當中
[00:01:21.200 --> 00:01:24.000]  再次的喚起了眾百姓
[00:01:24.000 --> 00:01:26.600]  眾門徒在祢面前的使命
[00:01:26.600 --> 00:01:29.400]  要我們隨著主所賜給我們的機會
[00:01:29.400 --> 00:01:34.400]  我們把福音接受祢自己的僕人來宣揚出去
[00:01:34.400 --> 00:01:39.200]  讓教會成為真的屬福神國度眾的教會
[00:01:39.200 --> 00:01:41.000]  知道父神的心意
[00:01:41.000 --> 00:01:43.400]  又明白祂的方向
[00:01:43.400 --> 00:01:46.400]  我們就願意跟隨前行
[00:01:46.400 --> 00:01:49.200]  感謝祢給我們在秋天的開始
[00:01:49.200 --> 00:01:52.800]  我們有機會能夠傳揚主的福音
[00:01:52.800 --> 00:01:56.600]  能夠在當中能宣揚主耶穌基督的榮美
[00:01:56.600 --> 00:02:00.600]  願我們的心都再次歸附在祢的名下
[00:02:00.600 --> 00:02:02.200]  應做祢的感動
[00:02:02.200 --> 00:02:05.200]  要我們能在這個週間
[00:02:05.200 --> 00:02:06.800]  我們準備好自己
[00:02:06.800 --> 00:02:09.400]  我們要在主祢奇妙的帶領的當中
[00:02:09.400 --> 00:02:11.800]  看見萬人都會向祢
[00:02:11.800 --> 00:02:15.800]  我們要看見教會中所高舉的十七架
[00:02:15.800 --> 00:02:18.400]  的確有救贖的大能
[00:02:18.400 --> 00:02:20.400]  保守的謝偉光牧師
[00:02:20.400 --> 00:02:23.800]  他是一個在你的面前擁有知識
[00:02:23.800 --> 00:02:26.200]  也擁有學問
[00:02:26.200 --> 00:02:28.400]  又擁有身份的人
[00:02:28.400 --> 00:02:30.400]  仍然在你的愛的當中
[00:02:30.400 --> 00:02:35.400]  他放下了他在工作當中的優越
[00:02:35.400 --> 00:02:39.000]  放下了他在學問中的這個成就
[00:02:39.000 --> 00:02:41.200]  單一的願意來服侍你
[00:02:41.200 --> 00:02:42.600]  我們願意在當中看見
[00:02:42.600 --> 00:02:45.800]  應做愛所承傳的這個見證
[00:02:45.800 --> 00:02:47.800]  我們在這個時候
[00:02:47.800 --> 00:02:51.600]  我們繼續為他在這一段時間
[00:02:51.600 --> 00:02:53.400]  在靈裡面的準備
[00:02:53.400 --> 00:02:55.200]  在心靈中的等候
[00:02:55.200 --> 00:02:56.400]  我們仰望你
[00:02:56.400 --> 00:02:58.200]  叫他按照你的心意
[00:02:58.200 --> 00:03:00.200]  傳掌真理的話語
[00:03:00.200 --> 00:03:03.800]  讓人紮心回頭歸向你之子
[00:03:03.800 --> 00:03:05.400]  我們繼續應做
[00:03:05.400 --> 00:03:08.000]  你所給我們同在的應許
[00:03:08.000 --> 00:03:10.000]  我們彼此的來相愛
[00:03:10.000 --> 00:03:13.400]  一同來見證神國的榮美
[00:03:13.400 --> 00:03:14.600]  今天幫助我們
[00:03:14.600 --> 00:03:16.600]  透過恩典的生活
[00:03:16.600 --> 00:03:18.600]  來告白你的實在
[00:03:18.600 --> 00:03:21.200]  也隨聽我們兒女們
[00:03:21.200 --> 00:03:25.400]  在周間不同的時候
[00:03:25.400 --> 00:03:28.200]  不同的光景中的復仇
[00:03:28.200 --> 00:03:30.400]  要我們實實在在
[00:03:30.400 --> 00:03:33.200]  能明白天父的心腸
[00:03:33.200 --> 00:03:34.600]  聽我們的禱告
[00:03:34.600 --> 00:03:37.600]  靠恩主耶穌基督得聖的名字
[00:03:37.600 --> 00:03:39.200]  Amen
[00:03:39.200 --> 00:03:41.000]  我相信今天是第三次
[00:03:41.000 --> 00:03:45.800]  跟大家來講到聖免的這個講題
[00:03:45.800 --> 00:03:48.000]  第一次跟大家來講到
[00:03:48.000 --> 00:03:50.400]  赦免的原理
[00:03:50.400 --> 00:03:55.000]  第二次講到赦免的為什麼
[00:03:55.000 --> 00:03:57.400]  今天跟大家來分享
[00:03:57.400 --> 00:04:00.600]  這個赦免的步驟
[00:04:00.600 --> 00:04:04.400]  也可以說饒恕的步驟
[00:04:04.400 --> 00:04:07.600]  在馬太福音18章15到17節
[00:04:07.600 --> 00:04:10.800]  有三節的聖經
[00:04:10.800 --> 00:04:13.800]  有很多人看這三節的聖經
[00:04:13.800 --> 00:04:17.800]  以為這個是教會
