
[00:00:00.000 --> 00:00:03.000]  最近我家發生了一件大事
[00:00:03.000 --> 00:00:09.000]  我做了成功人士
[00:00:09.000 --> 00:00:11.000]  我女兒生了一個女兒
[00:00:11.000 --> 00:00:14.000]  我做了童工
[00:00:14.000 --> 00:00:16.000]  我做了成功人士
[00:00:16.000 --> 00:00:18.000]  當中應該有些成功人士
[00:00:18.000 --> 00:00:20.000]  做成功人士是很開心的
[00:00:20.000 --> 00:00:21.000]  也是很難得的
[00:00:21.000 --> 00:00:24.000]  今早的寶寶大約十天
[00:00:24.000 --> 00:00:27.000]  今早太太跟我說
[00:00:27.000 --> 00:00:30.000]  星期三可不可以晚一點出去
[00:00:30.000 --> 00:00:32.000]  我就問她什麼事
[00:00:32.000 --> 00:00:34.000]  她的寶寶吃得不好
[00:00:34.000 --> 00:00:36.000]  不夠重
[00:00:36.000 --> 00:00:40.000]  增長得不夠理想
[00:00:40.000 --> 00:00:45.000]  所以要去健康院聽講座
[00:00:45.000 --> 00:00:47.000]  學習怎樣餵奶
[00:00:47.000 --> 00:00:49.000]  因為她沒有魚餵哺
[00:00:49.000 --> 00:00:54.000]  還有怎樣照顧寶寶
[00:00:56.000 --> 00:01:02.000]  寶寶出生最大的關心
[00:01:02.000 --> 00:01:05.000]  就是牠吃不吃
[00:01:05.000 --> 00:01:07.000]  吃不吃
[00:01:07.000 --> 00:01:09.000]  牠大不大
[00:01:09.000 --> 00:01:11.000]  人們說牠大得很快
[00:01:11.000 --> 00:01:13.000]  牠最初幾個月大得很快
[00:01:13.000 --> 00:01:16.000]  長大是我們人生一個
[00:01:16.000 --> 00:01:21.000]  很重要很重要的事情
[00:01:21.000 --> 00:01:23.000]  寶寶不大
[00:01:23.000 --> 00:01:26.000]  媽媽那種擔心
[00:01:26.000 --> 00:01:28.000]  家庭那種擔心
[00:01:28.000 --> 00:01:31.000]  是很難去想像的
[00:01:31.000 --> 00:01:32.000]  越大
[00:01:32.000 --> 00:01:35.000]  但是我們的身體大到一個階段
[00:01:35.000 --> 00:01:36.000]  就不大了
[00:01:36.000 --> 00:01:37.000]  就不會再繼續高
[00:01:37.000 --> 00:01:39.000]  就定在那裡
[00:01:39.000 --> 00:01:42.000]  但是我們的生命
[00:01:42.000 --> 00:01:45.000]  其實是不停地長大的
[00:01:45.000 --> 00:01:47.000]  是要繼續長大的
[00:01:47.000 --> 00:01:50.000]  不是說我們只是身高去到那裡
[00:01:50.000 --> 00:01:52.000]  我們就停在那裡
[00:01:52.000 --> 00:01:54.000]  今天讀的經文
[00:01:54.000 --> 00:01:56.000]  史陀保羅對提摩太說
[00:01:56.000 --> 00:01:59.000]  你不要叫人小看你年輕
[00:01:59.000 --> 00:02:01.000]  你要在言語行為
[00:02:01.000 --> 00:02:02.000]  愛心信心清潔上
[00:02:02.000 --> 00:02:04.000]  都做信徒的榜樣
[00:02:04.000 --> 00:02:06.000]  你又要去讀聖經
[00:02:06.000 --> 00:02:08.000]  勸勉人要教導為念
[00:02:08.000 --> 00:02:10.000]  又不要忽略你所得到的恩賜
[00:02:10.000 --> 00:02:12.000]  即是你有能力的
[00:02:12.000 --> 00:02:15.000]  你要藉著這些寓言
[00:02:15.000 --> 00:02:19.000]  眾長老按手給你的恩賜
[00:02:19.000 --> 00:02:20.000]  即是傳授給你的恩賜
[00:02:20.000 --> 00:02:22.000]  你要很殷勤地去做
[00:02:22.000 --> 00:02:24.000]  而且要專心
[00:02:24.000 --> 00:02:27.000]  讓人看到你的長進
[00:02:27.000 --> 00:02:29.000]  看到你的長進
[00:02:29.000 --> 00:02:33.000]  這段經文其實不是給年輕人看的
[00:02:33.000 --> 00:02:35.000]  或者單是給年輕人看的
[00:02:35.000 --> 00:02:38.000]  其實當時的提摩太都不年輕了
[00:02:38.000 --> 00:02:40.000]  他是一個成年人
[00:02:40.000 --> 00:02:42.000]  一個監督
[00:02:42.000 --> 00:02:45.000]  其實我們說年輕人
[00:02:45.000 --> 00:02:48.000]  成年人呢
[00:02:48.000 --> 00:02:51.000]  老年人呢
[00:02:51.000 --> 00:02:54.000]  用不用長進呢
[00:02:54.000 --> 00:02:56.000]  其實長進是每一個人的事
[00:02:56.000 --> 00:02:58.000]  我們不能在這裡畫了句號
[00:02:58.000 --> 00:02:59.000]  我們不用長進了
[00:02:59.000 --> 00:03:01.000]  讓年輕人去做
[00:03:01.000 --> 00:03:03.000]  工作可能就讓年輕人去做
[00:03:03.000 --> 00:03:06.000]  但是長進是關乎我們自己生命的事情
[00:03:06.000 --> 00:03:09.000]  我們仍然是繼續去長進的
[00:03:09.000 --> 00:03:15.000]  今天跟大家講的是
[00:03:15.000 --> 00:03:18.000]  信仰或者靈性上面
[00:03:18.000 --> 00:03:21.000]  兩個成長的向度
[00:03:21.000 --> 00:03:24.000]  或者我們生命成長的兩個向度
[00:03:24.000 --> 00:03:29.000]  第一個向度是由不清楚去到清楚
[00:03:29.000 --> 00:03:31.000]  也就是說由不知道去到知道
[00:03:31.000 --> 00:03:33.000]  由不明白去到明白
[00:03:33.000 --> 00:03:39.000]  知道明白清楚是很重要的
[00:03:39.000 --> 00:03:41.000]  嬰兒最初小的時候
[00:03:41.000 --> 00:03:43.000]  其實是不懂得認人的
[00:03:43.000 --> 00:03:45.000]  他看出來
[00:03:45.000 --> 00:03:46.000]  我們對嬰兒的認識
[00:03:46.000 --> 00:03:49.000]  他只看到前面有一個物體在那裡
[00:03:49.000 --> 00:03:51.000]  不太理解那是什麼東西
[00:03:51.000 --> 00:03:54.000]  他要慢慢長大到一個階段
[00:03:54.000 --> 00:03:56.000]  他就開始認人了
[00:03:56.000 --> 00:03:57.000]  哪些是陌生人
[00:03:57.000 --> 00:03:58.000]  哪些是親人
[00:03:58.000 --> 00:03:59.000]  他會認人
[00:03:59.000 --> 00:04:02.000]  他就會辨別到世界上的東西
[00:04:02.000 --> 00:04:07.000]  這個成長不是餵奶這麼簡單的
[00:04:07.000 --> 00:04:10.000]  是比較多一點的複雜一點的
[00:04:10.000 --> 00:04:13.000]  嬰兒也沒有是非的觀念
[00:04:13.000 --> 00:04:14.000]  沒有對錯的觀念
[00:04:14.000 --> 00:04:15.000]  沒有好壞的觀念
[00:04:15.000 --> 00:04:18.000]  沒有安全和危險的觀念
[00:04:18.000 --> 00:04:19.000]  沒有的
[00:04:19.000 --> 00:04:22.000]  這個世界對他來說是沒有分別的
[00:04:22.000 --> 00:04:23.000]  他要慢慢去長大
[00:04:23.000 --> 00:04:26.000]  他又要學會什麼叫做對錯
[00:04:26.000 --> 00:04:28.000]  什麼叫做是非
[00:04:28.000 --> 00:04:29.000]  什麼叫做好壞
[00:04:29.000 --> 00:04:32.000]  什麼叫做安全和危險
[00:04:32.000 --> 00:04:35.000]  從生物的角度來說
[00:04:35.000 --> 00:04:37.000]  或者從法律的角度來說
[00:04:37.000 --> 00:04:40.000]  嬰兒一出生他就是一個人
[00:04:40.000 --> 00:04:41.000]  他已經是一個人了
[00:04:41.000 --> 00:04:42.000]  一個人仔了
[00:04:42.000 --> 00:04:45.000]  但是從文化或者人格的角度來說
[00:04:45.000 --> 00:04:49.000]  人不是由開始的時候就有的
[00:04:49.000 --> 00:04:50.000]  不是出生就有的
[00:04:50.000 --> 00:04:52.000]  他是經過學習
[00:04:52.000 --> 00:04:54.000]  慢慢成長
[00:04:54.000 --> 00:04:57.000]  他才會成為一個人的
[00:04:57.000 --> 00:05:00.000]  人是要去學的
[00:05:00.000 --> 00:05:02.000]  我們有時候會說笑
[00:05:02.000 --> 00:05:05.000]  或者嘲笑人
[00:05:05.000 --> 00:05:08.000]  這是一塊雲
[00:05:08.000 --> 00:05:10.000]  一塊雲
[00:05:10.000 --> 00:05:12.000]  一塊飯
[00:05:12.000 --> 00:05:15.000]  我們形容那個其實是一個人
[00:05:15.000 --> 00:05:19.000]  不過這個人好像不是很像
[00:05:19.000 --> 00:05:20.000]  好像很蒙塞
[00:05:20.000 --> 00:05:22.000]  好像一塊東西
[00:05:22.000 --> 00:05:24.000]  未曾懂得
[00:05:24.000 --> 00:05:26.000]  未曾知道
[00:05:26.000 --> 00:05:31.000]  去分別一些是非對錯好壞等等
[00:05:31.000 --> 00:05:34.000]  其實學習是決定了我們
[00:05:34.000 --> 00:05:38.000]  是一個什麼樣的人
[00:05:38.000 --> 00:05:39.000]  有個人說
[00:05:39.000 --> 00:05:42.000]  他說女人不是生出來的
[00:05:42.000 --> 00:05:43.000]  是學出來的
[00:05:43.000 --> 00:05:45.000]  所以胡燕妮有一本書就寫了
[00:05:45.000 --> 00:05:46.000]  做女人的
[00:05:46.000 --> 00:05:48.000]  不知是七個
[00:05:48.000 --> 00:05:49.000]  就是類似
[00:05:49.000 --> 00:05:50.000]  我不記得了
[00:05:50.000 --> 00:05:51.000]  那本書的書名是這樣
[00:05:51.000 --> 00:05:53.000]  我看了也不太記得
[00:05:53.000 --> 00:05:56.000]  其實我們學的
[00:05:56.000 --> 00:05:58.000]  一個人他是勇敢的
[00:05:58.000 --> 00:06:00.000]  懦弱的
[00:06:00.000 --> 00:06:02.000]  是堅強的
[00:06:02.000 --> 00:06:03.000]  是大方的
[00:06:03.000 --> 00:06:06.000]  是溫文的
[00:06:06.000 --> 00:06:08.000]  他是學的
[00:06:08.000 --> 00:06:11.000]  我們學成一個怎樣的人
[00:06:11.000 --> 00:06:13.000]  基督徒也是學的
[00:06:13.000 --> 00:06:14.000]  我們雖然說信了主
[00:06:14.000 --> 00:06:16.000]  好像出世一樣
[00:06:16.000 --> 00:06:18.000]  成為一個怎樣的基督徒
[00:06:18.000 --> 00:06:20.000]  其實是學的
[00:06:20.000 --> 00:06:22.000]  學我們的先聖先賢
[00:06:22.000 --> 00:06:26.000]  或者透過聖經我們去學習
[00:06:26.000 --> 00:06:30.000]  我們打開聖經看一個圖像
[00:06:30.000 --> 00:06:41.000]  路加福音的第二章
[00:06:41.000 --> 00:06:46.000]  路加福音的第二章是很熟悉的經文
[00:06:46.000 --> 00:07:00.000]  第四十五到四十七節
[00:07:00.000 --> 00:07:03.000]  既找不著就回耶路撒冷去找他
[00:07:03.000 --> 00:07:05.000]  過了三天
[00:07:05.000 --> 00:07:07.000]  他們發現他在聖殿裡
[00:07:07.000 --> 00:07:09.000]  坐在教師中間
[00:07:09.000 --> 00:07:11.000]  一邊聽一邊問
[00:07:11.000 --> 00:07:16.000]  凡聽見他的人都對他的聰明
[00:07:16.000 --> 00:07:22.000]  應對感到驚奇
[00:07:22.000 --> 00:07:24.000]  聖經給我們看到主耶穌基督的形象
[00:07:24.000 --> 00:07:29.000]  第一個形象就是包著布
[00:07:29.000 --> 00:07:31.000]  臥在馬槽裡
[00:07:31.000 --> 00:07:33.000]  很圖像化的
[00:07:33.000 --> 00:07:37.000]  當上帝要將耶穌基督介紹給人的時候
[00:07:37.000 --> 00:07:40.000]  在聖經裡面留下了第一個形象
[00:07:40.000 --> 00:07:43.000]  就是一個很謙卑、很軟弱的
[00:07:43.000 --> 00:07:47.000]  包著布、臥在馬槽裡的形象
[00:07:47.000 --> 00:07:49.000]  每年的聖誕節
[00:07:49.000 --> 00:07:57.000]  這個形象都會再次很清楚地被人認識
[00:07:57.000 --> 00:08:03.000]  之後聖經對耶穌的形象的描述就少了
[00:08:03.000 --> 00:08:06.000]  這裡是關於耶穌基督的第一個
[00:08:06.000 --> 00:08:13.000]  而且祂有祂自己參與的形象的描述
[00:08:13.000 --> 00:08:16.000]  你從這個描述裡面
[00:08:16.000 --> 00:08:20.000]  彷彿可以看到或者感受到
[00:08:20.000 --> 00:08:23.000]  耶穌是怎麼樣呢?
[00:08:23.000 --> 00:08:29.000]  祂是坐在教師的中間
[00:08:29.000 --> 00:08:34.000]  祂在一個學習的環境或者學習的處境裡
[00:08:34.000 --> 00:08:36.000]  祂是在上課的
[00:08:36.000 --> 00:08:38.000]  或者祂是在學習的
[00:08:38.000 --> 00:08:39.000]  很重要的是
[00:08:39.000 --> 00:08:44.000]  聖經讓我們看到主耶穌基督的第一個形象
[00:08:44.000 --> 00:08:46.000]  這裡可以說是第一個
[00:08:46.000 --> 00:08:48.000]  你當第二個也可以
[00:08:48.000 --> 00:08:51.000]  是祂自己去表現祂自己
[00:08:51.000 --> 00:08:53.000]  或者上帝讓我們知道
[00:08:53.000 --> 00:08:57.000]  主耶穌基督是一個怎麼樣的形象
[00:08:57.000 --> 00:09:02.000]  就是坐在教師的中間
[00:09:02.000 --> 00:09:08.000]  一邊聽一邊聞
[00:09:08.000 --> 00:09:10.000]  很立體吧
[00:09:10.000 --> 00:09:12.000]  很有動感
[00:09:12.000 --> 00:09:13.000]  祂就坐在那裡
