
[00:00:00.000 --> 00:00:05.240]  好,今天講題是「幸出玉子晴」
[00:00:05.240 --> 00:00:08.160]  好了,我們都
[00:00:08.160 --> 00:00:10.360]  特別用路加科去講
[00:00:10.360 --> 00:00:12.440]  我不知道大家有沒有想起
[00:00:12.440 --> 00:00:15.600]  經歷過一個最難捱的一天
[00:00:15.600 --> 00:00:17.880]  最難捱的一天是什麼呢?
[00:00:17.880 --> 00:00:20.720]  可能是大家的大病
[00:00:20.720 --> 00:00:22.120]  我不知道中間有沒有人
[00:00:22.120 --> 00:00:23.720]  或者家裡有沒有人試過大病
[00:00:23.720 --> 00:00:24.880]  動都動不了
[00:00:24.880 --> 00:00:26.520]  有沒有人舉手
[00:00:26.520 --> 00:00:28.560]  有沒有人試過大病
[00:00:28.560 --> 00:00:29.960]  只有你一個人都沒有
[00:00:29.960 --> 00:00:31.840]  這麼少,那就恭喜你了
[00:00:31.840 --> 00:00:33.720]  又或者有些學生
[00:00:33.720 --> 00:00:35.920]  考試的時候很難捱
[00:00:35.920 --> 00:00:37.520]  因為又不能出街
[00:00:37.520 --> 00:00:39.360]  有沒有人試過考試在這裡舉手
[00:00:39.360 --> 00:00:40.320]  一定有吧
[00:00:40.320 --> 00:00:42.120]  你覺得考試難捱嗎?
[00:00:42.120 --> 00:00:43.360]  不難捱
[00:00:43.360 --> 00:00:45.800]  看你有多喜歡考試
[00:00:45.800 --> 00:00:49.160]  又或者颱風的時候不能出街
[00:00:49.160 --> 00:00:50.760]  或者被人炒魷魚
[00:00:50.760 --> 00:00:52.880]  或者無家可歸
[00:00:52.880 --> 00:00:56.360]  當然在這個時候
[00:00:56.360 --> 00:00:57.880]  其中的難捱是什麼呢?
[00:00:57.880 --> 00:00:59.240]  要隔離
[00:00:59.240 --> 00:01:01.760]  有些人去了外國探望家人
[00:01:01.760 --> 00:01:04.280]  或者送子女讀書回來
[00:01:04.280 --> 00:01:05.640]  隔離21天
[00:01:05.640 --> 00:01:06.880]  也是困難的
[00:01:06.880 --> 00:01:08.200]  有些人在酒店
[00:01:08.200 --> 00:01:11.600]  有些甚至要在竹篙灣檢疫
[00:01:11.600 --> 00:01:12.600]  這樣也很慘
[00:01:12.600 --> 00:01:15.480]  最近收到一些可靠消息
[00:01:15.480 --> 00:01:18.360]  竹篙灣的食物也是不錯的
[00:01:18.360 --> 00:01:18.960]  好吃嗎?
[00:01:18.960 --> 00:01:19.760]  看到這裡
[00:01:19.760 --> 00:01:21.440]  這個真正在吃的人
[00:01:21.440 --> 00:01:23.360]  現在裡面拍出來的
[00:01:23.360 --> 00:01:24.920]  清淡一點
[00:01:24.920 --> 00:01:26.920]  也是21天而已
[00:01:26.920 --> 00:01:27.920]  也有一段時間忙
[00:01:27.920 --> 00:01:30.920]  也比半年前曾經傳出
[00:01:30.920 --> 00:01:34.280]  竹篙灣的食物有些發霉
[00:01:34.280 --> 00:01:36.120]  也好很多
[00:01:36.120 --> 00:01:37.920]  開始有些人就說
[00:01:37.920 --> 00:01:41.640]  究竟我們在一個難捱的時間
[00:01:41.640 --> 00:01:43.720]  特別是隔離的時候
[00:01:43.720 --> 00:01:46.880]  或者颱風的時候
[00:01:46.880 --> 00:01:48.160]  或者檢疫的時候
[00:01:48.160 --> 00:01:49.320]  有些什麼可以做
[00:01:49.320 --> 00:01:53.240]  其中一件事我找到網上有5件事
[00:01:53.240 --> 00:01:54.680]  可以值得參考
[00:01:54.680 --> 00:01:58.000]  大家聽的時候準備要進去
[00:01:58.000 --> 00:02:01.280]  In case你進去了
[00:02:01.280 --> 00:02:02.080]  可以看看
[00:02:02.080 --> 00:02:02.880]  他說
[00:02:02.880 --> 00:02:03.280]  第一
[00:02:03.280 --> 00:02:06.120]  你要防疫不無聊
[00:02:06.120 --> 00:02:08.400]  所以要帶一些書
[00:02:08.400 --> 00:02:10.160]  推介、推薦的書
[00:02:10.160 --> 00:02:11.280]  挺有文化的
[00:02:11.280 --> 00:02:12.880]  這個提議不錯
[00:02:12.880 --> 00:02:13.480]  第二
[00:02:13.480 --> 00:02:15.160]  你要防止抑鬱
[00:02:15.160 --> 00:02:17.000]  無聊看書
[00:02:17.000 --> 00:02:18.400]  抑鬱就看電影
[00:02:18.400 --> 00:02:20.280]  不知道他在想什麼
[00:02:20.280 --> 00:02:22.000]  10部影集
[00:02:22.000 --> 00:02:23.600]  其實10部應該不夠
[00:02:23.600 --> 00:02:25.240]  應該是100部才行
[00:02:25.240 --> 00:02:26.680]  推薦你
[00:02:26.680 --> 00:02:30.440]  當然也要說到通識課
[00:02:30.440 --> 00:02:33.040]  在線上課程上課
[00:02:33.040 --> 00:02:34.080]  可以增加知識
[00:02:34.080 --> 00:02:36.680]  可能隔離也不錯
[00:02:36.680 --> 00:02:39.560]  還有刺激經濟
[00:02:39.560 --> 00:02:40.960]  全民網購
[00:02:40.960 --> 00:02:42.320]  我想問問大家
[00:02:42.320 --> 00:02:44.440]  過去一個月有沒有試過網購
[00:02:44.440 --> 00:02:45.920]  舉手看看
[00:02:45.920 --> 00:02:46.920]  百分比
[00:02:46.920 --> 00:02:49.240]  2個、3個、4個
[00:02:49.240 --> 00:02:50.040]  哇
[00:02:50.040 --> 00:02:52.200]  4個裡面有3個是男士
[00:02:52.200 --> 00:02:53.240]  這次行啊
[00:02:53.240 --> 00:02:54.680]  厲害啊
[00:02:54.680 --> 00:02:57.120]  我們真是不錯不錯
[00:02:57.120 --> 00:02:59.960]  沒理由只有這麼少女士
[00:02:59.960 --> 00:03:01.320]  真的沒買過
[00:03:01.320 --> 00:03:02.040]  好
[00:03:02.040 --> 00:03:04.240]  防疫期間
[00:03:04.240 --> 00:03:06.280]  一定要照顧自己的身體健康
[00:03:06.280 --> 00:03:07.000]  就是做運動
[00:03:07.000 --> 00:03:09.360]  我認識一個朋友
[00:03:09.360 --> 00:03:11.320]  剛剛去完英國回來
[00:03:11.320 --> 00:03:12.840]  在酒店隔離的時候
[00:03:12.840 --> 00:03:14.400]  他做了一些很特別的事情
[00:03:14.400 --> 00:03:17.880]  就是他買了21件T恤
[00:03:17.880 --> 00:03:18.960]  燙得很漂亮
[00:03:18.960 --> 00:03:20.160]  不同款式的
[00:03:20.160 --> 00:03:21.680]  每天穿一件
[00:03:21.680 --> 00:03:23.480]  然後拍個照放上臉書
[00:03:23.480 --> 00:03:27.400]  他也很懂得去娛樂自己
[00:03:27.400 --> 00:03:29.600]  不過無論多難也好
[00:03:29.600 --> 00:03:32.920]  始終這個難捱都會過
[00:03:32.920 --> 00:03:34.600]  21天都會過的
[00:03:34.600 --> 00:03:37.920]  或者遺風一晚都會過
[00:03:37.920 --> 00:03:40.520]  或者等等都會過
[00:03:40.520 --> 00:03:45.200]  我今天想講的這個經文的主角
[00:03:45.200 --> 00:03:48.120]  他的難捱是一輩子的
[00:03:48.120 --> 00:03:50.120]  不會過的
[00:03:50.120 --> 00:03:52.040]  沒有明天的
[00:03:52.040 --> 00:03:53.320]  天天都是這樣
[00:03:53.320 --> 00:03:55.800]  重複著那種困難
[00:03:55.800 --> 00:03:58.320]  就跟我們剛才所講的有點不同
[00:03:58.320 --> 00:03:59.960]  他是一個坦子
[00:03:59.960 --> 00:04:04.640]  一個在玉子上睡了不知道多少年的一個人
[00:04:04.640 --> 00:04:08.360]  我們先重溫這個內容
[00:04:08.360 --> 00:04:10.480]  然後我們仔細看看
[00:04:10.480 --> 00:04:13.080]  從他的身上我們學到些什麼
[00:04:13.080 --> 00:04:14.640]  有十節的經文
[00:04:14.640 --> 00:04:16.160]  不如我們一起讀好不好
[00:04:16.160 --> 00:04:17.440]  預備起
[00:04:17.440 --> 00:04:20.600]  「有一天耶穌教訓人
[00:04:20.600 --> 00:04:25.640]  有法利塞人和教法師在旁邊坐著
[00:04:25.640 --> 00:04:31.920]  他們始從加利利各鄉穿過猶太並列露出冷漠裡
[00:04:31.920 --> 00:04:35.040]  主的能力與耶穌同在
[00:04:35.040 --> 00:04:37.520]  使他能醫治病人
[00:04:37.520 --> 00:04:41.680]  有人用玉子抬著一個毯子
[00:04:41.680 --> 00:04:45.400]  要抬進去放在耶穌面前
[00:04:45.400 --> 00:04:49.760]  卻因人多沉不住髮紙抬進去
[00:04:49.760 --> 00:04:51.880]  就上了房頂
[00:04:51.880 --> 00:04:56.400]  從那間把他連玉子追到當中
[00:04:56.400 --> 00:04:58.840]  正在耶穌面前
[00:04:58.840 --> 00:05:01.400]  耶穌見他們的信心
[00:05:01.400 --> 00:05:03.280]  就對坦子說
[00:05:03.280 --> 00:05:05.360]  你的罪赦了
[00:05:05.360 --> 00:05:09.320]  問是王法利塞人就以論說
[00:05:09.320 --> 00:05:13.160]  說者前往的話是誰
[00:05:13.160 --> 00:05:14.920]  除了神以外
[00:05:14.920 --> 00:05:16.920]  誰能赦罪呢
[00:05:16.920 --> 00:05:20.120]  耶穌知道他們所議論的
[00:05:20.120 --> 00:05:24.520]  就算你們心裡議論的是什麼呢
[00:05:24.520 --> 00:05:27.040]  或說你的罪赦了
[00:05:27.040 --> 00:05:31.400]  或說你起來行走哪一樣容易呢
[00:05:31.400 --> 00:05:33.640]  但要叫你們知道
[00:05:33.640 --> 00:05:37.720]  人子在地上有赦罪的權柄
[00:05:37.720 --> 00:05:39.400]  對坦子說
[00:05:39.400 --> 00:05:44.960]  我吩咐你起來拿你的玉子回家去吧
[00:05:44.960 --> 00:05:48.880]  哪人當眾人面前立刻起來
[00:05:48.880 --> 00:05:53.400]  拿著他所堂外的玉子回家去
[00:05:53.400 --> 00:05:55.400]  歸榮耀與臣
[00:05:55.400 --> 00:06:00.120]  眾人都驚奇也歸榮耀與臣
[00:06:00.120 --> 00:06:03.080]  並且滿心懼怕說
[00:06:03.080 --> 00:06:07.720]  我們今日看見非常的事
[00:06:07.720 --> 00:06:12.600]  我估我們信主主內這個故事我們都見過
[00:06:12.600 --> 00:06:15.240]  我們今日再次重新進去看看
[00:06:15.240 --> 00:06:16.520]  這個故事一開始
[00:06:16.520 --> 00:06:19.640]  有一天帶給我們一個很特別的故事
[00:06:19.640 --> 00:06:23.080]  我們估我們人生每個人都有我們的故事
[00:06:23.080 --> 00:06:25.680]  但好像這個坦子的故事
[00:06:25.680 --> 00:06:28.920]  我相信在在中都沒有
[00:06:28.920 --> 00:06:32.520]  因為我見到你都不像他的狀態
[00:06:32.520 --> 00:06:35.120]  他的世界很簡單
[00:06:35.120 --> 00:06:41.560]  彷彿是三尺乘六尺的世界這個玉子
[00:06:41.560 --> 00:06:45.760]  但是他所面對的世界挑戰困難
[00:06:45.760 --> 00:06:48.600]  一點都不簡單
[00:06:48.600 --> 00:06:49.840]  他的衣服
[00:06:49.840 --> 00:06:51.320]  他的穿衣服跟我們不同
[00:06:51.320 --> 00:06:53.640]  我們不知道大家今早起床穿什麼衣服
[00:06:53.640 --> 00:06:56.480]  或者在家裡可能都未換睡衣
[00:06:56.480 --> 00:06:58.600]  但是你可以喜歡換也可以
[00:06:58.600 --> 00:06:59.480]  不喜歡換也可以
[00:06:59.480 --> 00:07:02.160]  Leo這麼愛美當然很美
[00:07:02.160 --> 00:07:05.720]  但是他不可以貪美因為他要人幫他
[00:07:05.720 --> 00:07:07.960]  他吃跟我們不同
[00:07:07.960 --> 00:07:10.920]  我們今早在這裡突然間有吃過早餐嗎?
[00:07:10.920 --> 00:07:12.720]  吃過了吧?
[00:07:12.720 --> 00:07:13.600]  他不行
[00:07:13.600 --> 00:07:15.200]  我這樣問他很難說
[00:07:15.200 --> 00:07:17.760]  因為要看誰幫他吃
[00:07:17.760 --> 00:07:19.840]  注意對他來說
[00:07:19.840 --> 00:07:22.840]  我不知道在座我們睡覺的時候
[00:07:22.840 --> 00:07:25.880]  很喜歡躺臥向上還是打側躺的
[00:07:25.880 --> 00:07:28.200]  先做個投票
[00:07:28.200 --> 00:07:30.160]  如果你是喜歡打側躺的
[00:07:30.160 --> 00:07:32.680]  先舉手
[00:07:32.680 --> 00:07:34.440]  這裡六成七成
[00:07:34.440 --> 00:07:35.680]  其他都躺臥
[00:07:35.680 --> 00:07:38.360]  不過對他來說他沒得選擇
[00:07:38.360 --> 00:07:39.760]  他沒得動
[00:07:39.760 --> 00:07:41.480]  但是他不動又很麻煩
[00:07:41.480 --> 00:07:43.920]  因為我們知道如果身體不動
[00:07:43.920 --> 00:07:45.800]  他會生什麼?
[00:07:45.800 --> 00:07:47.600]  生瘡
[00:07:47.600 --> 00:07:49.600]  他不動一下擦一下是不行的
[00:07:49.600 --> 00:07:52.120]  並且他的排泄物
[00:07:52.120 --> 00:07:53.960]  他自己處理不到
[00:07:53.960 --> 00:07:55.440]  跟我們現在不同
[00:07:55.440 --> 00:07:58.840]  我們現在可以有什麼叫默片
[00:07:58.840 --> 00:07:59.840]  可以穿什麼?
[00:07:59.840 --> 00:08:01.280]  尿片
[00:08:01.280 --> 00:08:02.320]  雀屎片
[00:08:02.320 --> 00:08:03.320]  總之是雀屎片
[00:08:03.320 --> 00:08:04.320]  以前沒有的
[00:08:04.320 --> 00:08:07.360]  以往是尿布
[00:08:07.360 --> 00:08:08.560]  是要清潔的
[00:08:08.560 --> 00:08:09.680]  不用說了
[00:08:09.680 --> 00:08:11.520]  他哪裡都去不了
[00:08:11.520 --> 00:08:13.400]  醫學上無計可施
[00:08:13.400 --> 00:08:14.800]  無法開刀
[00:08:14.800 --> 00:08:16.080]  沒得復原
[00:08:16.080 --> 00:08:16.960]  沒明天
[00:08:16.960 --> 00:08:17.680]  沒盼望
[00:08:17.680 --> 00:08:20.000]  對社會毫無貢獻
[00:08:20.000 --> 00:08:21.720]  是一個負擔
[00:08:21.720 --> 00:08:22.840]  對這個癱瘓來說
[00:08:22.840 --> 00:08:24.720]  要靠親友幫忙
[00:08:24.720 --> 00:08:26.640]  在今天的社會都很困難
[00:08:26.640 --> 00:08:28.920]  何況在古代
[00:08:28.920 --> 00:08:29.920]  在那個時刻
[00:08:29.920 --> 00:08:32.320]  通常都任憑死亡
[00:08:32.320 --> 00:08:34.000]  在羅馬的時代
[00:08:34.000 --> 00:08:36.080]  他們有些畸形的出生
[00:08:36.080 --> 00:08:37.520]  甚至一出生
[00:08:37.520 --> 00:08:41.720]  就會立刻被殺
[00:08:41.720 --> 00:08:43.880]  或者在猶太人的眼中
[00:08:43.880 --> 00:08:46.080]  當有這樣的事情出現
[00:08:46.080 --> 00:08:47.200]  他們只會想起
[00:08:47.200 --> 00:08:49.400]  就是他犯過什麼罪
[00:08:49.400 --> 00:08:51.240]  都是不被接受
[00:08:51.240 --> 00:08:52.760]  你問我他有沒有夢想?
[00:08:52.760 --> 00:08:54.760]  我覺得他可能有
[00:08:54.760 --> 00:08:56.560]  他的夢想如果真的有
[00:08:56.560 --> 00:08:58.840]  就可能跟Nick一樣
[00:08:58.840 --> 00:09:00.280]  我們都聽過
[00:09:00.280 --> 00:09:03.000]  一個很出名的演講家
[00:09:03.000 --> 00:09:04.360]  他都是無手無腳
[00:09:04.360 --> 00:09:06.120]  他不單是癱瘓了
[00:09:06.120 --> 00:09:07.920]  他是無手無腳
[00:09:07.920 --> 00:09:09.480]  他都有夢想
[00:09:09.480 --> 00:09:11.080]  他說他小時候
[00:09:11.080 --> 00:09:12.600]  就是夢想自己
[00:09:12.600 --> 00:09:13.920]  跟我們的夢想不同
[00:09:13.920 --> 00:09:15.640]  我們可能很想做老師
[00:09:15.640 --> 00:09:16.720]  做司機
[00:09:16.720 --> 00:09:17.920]  做醫生
[00:09:17.920 --> 00:09:20.640]  做廚師
[00:09:20.640 --> 00:09:22.720]  但是Nick的夢想
[00:09:22.720 --> 00:09:24.120]  他說過小時候
[00:09:24.120 --> 00:09:27.240]  就是很想做一個健全的人
[00:09:27.240 --> 00:09:30.040]  有手有腳就是這麼簡單
[00:09:30.040 --> 00:09:33.040]  一個你和我都不會想成為夢想的東西
[00:09:33.040 --> 00:09:34.800]  不過Nick說
[00:09:34.800 --> 00:09:36.520]  他每一次睡完覺
[00:09:36.520 --> 00:09:37.720]  早上起床
[00:09:37.720 --> 00:09:39.680]  這個夢想都是破滅的
[00:09:39.680 --> 00:09:41.720]  他的手腳都沒有出來
[00:09:41.720 --> 00:09:43.880]  我相信如果這個是
[00:09:43.880 --> 00:09:45.880]  一個癱瘓的夢想
[00:09:45.880 --> 00:09:47.080]  第二天早上出來
[00:09:47.080 --> 00:09:49.200]  都一樣是失望的
[00:09:49.200 --> 00:09:51.400]  甚至Nick說他當日
[00:09:51.400 --> 00:09:53.160]  他另一個期盼
[00:09:53.160 --> 00:09:57.200]  就是可以結束自己的生命
[00:09:57.200 --> 00:09:58.960]  但是他說這個期盼
[00:09:58.960 --> 00:10:01.080]  都不能夠實現
[00:10:01.080 --> 00:10:03.320]  因為他連結束自己的生命
[00:10:03.320 --> 00:10:06.200]  都沒有能力
[00:10:06.200 --> 00:10:07.240]  沒有工作
[00:10:07.240 --> 00:10:08.000]  沒有錢
[00:10:08.000 --> 00:10:08.880]  沒有貢獻
[00:10:08.880 --> 00:10:09.960]  沒有自由
[00:10:09.960 --> 00:10:13.040]  什麼都沒有的日子
[00:10:13.040 --> 00:10:14.320]  不過
[00:10:14.320 --> 00:10:16.520]  但是他好像什麼都沒有
[00:10:16.520 --> 00:10:18.880]  他有些東西是有的
[00:10:18.880 --> 00:10:20.320]  而他有的東西
[00:10:20.320 --> 00:10:21.920]  都是我們每一個人
[00:10:21.920 --> 00:10:25.760]  無論健全與否都很渴望得到
[00:10:25.760 --> 00:10:28.280]  一些可以幫到他前行
[00:10:28.280 --> 00:10:31.360]  幫到他成為他的動力的東西
[00:10:31.360 --> 00:10:32.840]  這些是什麼呢?
[00:10:32.840 --> 00:10:34.120]  陳牧師
[00:10:34.120 --> 00:10:36.360]  你當然說有神啦
[00:10:36.360 --> 00:10:37.440]  神當然啦
[00:10:37.440 --> 00:10:38.480]  不過
[00:10:38.480 --> 00:10:40.520]  在神以外還有一些東西
[00:10:40.520 --> 00:10:42.680]  我們都很渴求
[00:10:42.680 --> 00:10:46.240]  一個牧師和一個心理學家
[00:10:46.240 --> 00:10:47.520]  他有一本書
[00:10:47.520 --> 00:10:49.560]  他叫John Albert
[00:10:49.560 --> 00:10:50.920]  一個奧伯格
[00:10:50.920 --> 00:10:51.880]  有一本書
[00:10:51.880 --> 00:10:54.400]  叫《玉子團契》
[00:10:54.400 --> 00:10:58.200]  他講另一個角度看這個故事
[00:10:58.200 --> 00:11:00.000]  他說這個坦子有些東西
[00:11:00.000 --> 00:11:02.080]  我們每一個人都想有的
[00:11:02.080 --> 00:11:04.600]  就是朋友
[00:11:04.600 --> 00:11:06.000]  關係
[00:11:06.000 --> 00:11:06.960]  情
[00:11:06.960 --> 00:11:08.200]  一群死黨
[00:11:08.200 --> 00:11:09.960]  一群真誠的朋友
[00:11:09.960 --> 00:11:11.040]  陪伴他
[00:11:11.040 --> 00:11:12.760]  中原那些坦的
[00:11:12.760 --> 00:11:15.640]  都有四位的朋友
[00:11:15.640 --> 00:11:18.080]  抬著他出街
[00:11:18.080 --> 00:11:22.720]  和他成為一些重要關口
[00:11:22.720 --> 00:11:24.480]  重要的關係
[00:11:24.480 --> 00:11:26.240]  這些坦子的朋友
[00:11:26.240 --> 00:11:27.800]  如果沒有了他
[00:11:27.800 --> 00:11:29.600]  他不可以痊癒
[00:11:29.600 --> 00:11:31.840]  因為根本就去不到耶穌那裡
[00:11:31.840 --> 00:11:33.800]  根本就見不到耶穌
[00:11:33.800 --> 00:11:37.120]  甚至他的罪不能被赦
[00:11:37.120 --> 00:11:38.800]  所以我今天很想分享
[00:11:38.800 --> 00:11:40.440]  在這個坦子身上
[00:11:40.440 --> 00:11:42.120]  三個決定
[00:11:42.120 --> 00:11:44.400]  而他的決定改變了他的一生
[00:11:44.400 --> 00:11:45.960]  相信這個決定
[00:11:45.960 --> 00:11:47.880]  成為我們的祝福
[00:11:47.880 --> 00:11:49.520]  不如我們一起多學習
[00:11:49.520 --> 00:11:52.680]  這三個決定叫做SOS
[00:11:52.680 --> 00:11:54.360]  不如我們也跟旁邊的人說
[00:11:54.360 --> 00:11:58.120]  今天也是三個抉擇
[00:11:58.120 --> 00:11:59.200]  三個抉擇
[00:11:59.200 --> 00:12:00.800]  家裡的弟兄姊妹
[00:12:00.800 --> 00:12:02.240]  三個抉擇
[00:12:02.240 --> 00:12:02.760]  我們一起學
[00:12:02.760 --> 00:12:03.800]  第一個
[00:12:03.800 --> 00:12:04.760]  第一個決定
[00:12:04.760 --> 00:12:09.160]  也是我們最近自己也有看很多書
[00:12:09.160 --> 00:12:11.400]  哈佛剛剛說
[00:12:11.400 --> 00:12:15.320]  你人生中其中很重要的就是結交真誠的朋友
[00:12:15.320 --> 00:12:16.920]  其實是抄聖經的
[00:12:16.920 --> 00:12:18.080]  聖經講得很清楚
[00:12:18.080 --> 00:12:19.520]  我們第一樣要學的
[00:12:19.520 --> 00:12:22.440]  是結交真誠的朋友
[00:12:22.440 --> 00:12:25.960]  我們生命中要結交真誠的朋友
[00:12:25.960 --> 00:12:29.200]  我們知道他的身體狀態
[00:12:29.200 --> 00:12:30.200]  跟我們很不同
[00:12:30.200 --> 00:12:32.240]  我們今天可以出去看電影
[00:12:32.240 --> 00:12:34.120]  我們剛剛祈禱會也知道
[00:12:34.120 --> 00:12:37.640]  我們今年有五部電影
[00:12:37.640 --> 00:12:39.000]  大部份也看了三部
[00:12:39.000 --> 00:12:40.920]  不知道是不是太無聊
[00:12:40.920 --> 00:12:42.160]  我就看了四部
[00:12:42.160 --> 00:12:43.360]  包括《蜘蛛俠》
[00:12:43.360 --> 00:12:44.800]  不可以賣廣告
[00:12:44.800 --> 00:12:46.160]  包括《梅艷芳》
[00:12:46.160 --> 00:12:47.200]  都說不可以賣廣告
[00:12:47.200 --> 00:12:48.560]  真的很好看
[00:12:48.560 --> 00:12:50.480]  不過對他來說
[00:12:50.480 --> 00:12:52.200]  如果他今天出現
[00:12:52.200 --> 00:12:55.000]  他根本不可能去看電影
[00:12:55.000 --> 00:12:59.160]  不可以說六點後不能吃
[00:12:59.160 --> 00:13:00.800]  有得吃也不能吃
[00:13:00.800 --> 00:13:02.480]  很困難
[00:13:02.480 --> 00:13:04.880]  但是他做了一個決定
[00:13:04.880 --> 00:13:07.160]  他結識了一些朋友
[00:13:07.160 --> 00:13:08.440]  這個朋友願意
[00:13:08.440 --> 00:13:11.040]  最少有兩件事在他身上願意花
[00:13:11.040 --> 00:13:11.880]  第一
[00:13:11.880 --> 00:13:16.840]  願意花時間建立友誼
[00:13:16.840 --> 00:13:18.360]  這個坦子出街
[00:13:18.360 --> 00:13:19.600]  這麼多的難處
[00:13:19.600 --> 00:13:20.280]  這麼多的障礙
[00:13:20.280 --> 00:13:22.160]  這麼多的不方便
[00:13:22.160 --> 00:13:27.760]  而這群朋友願意跟他換衣服
[00:13:27.760 --> 00:13:29.520]  願意跟他出去的時候
[00:13:29.520 --> 00:13:33.120]  甚至要擦他的衣服
[00:13:33.120 --> 00:13:36.440]  吃飯的時候又要兼顧他
[00:13:36.440 --> 00:13:40.480]  這種時間才能建立的友情
[00:13:40.480 --> 00:13:41.840]  不是偶然發生
[00:13:41.840 --> 00:13:44.600]  也不是順其自然發生
[00:13:44.600 --> 00:13:46.680]  其實今天也是
[00:13:46.680 --> 00:13:47.920]  在我們教會也好
[00:13:47.920 --> 00:13:50.760]  我們家庭的關係也好
[00:13:50.760 --> 00:13:54.920]  我們需要時間去建立
[00:13:54.920 --> 00:13:56.480]  在聖經裏面描述到
[00:13:56.480 --> 00:13:58.840]  這些關係是甚麼關係呢?
[00:13:58.840 --> 00:13:59.880]  我們一起讀
[00:13:59.880 --> 00:14:04.360]  在《使徒行傳》二章四十二和四十六節
[00:14:04.360 --> 00:14:07.240]  這種我們叫團契的關係
[00:14:07.240 --> 00:14:08.720]  我們叫交接的關係
[00:14:08.720 --> 00:14:09.760]  我們一起讀
[00:14:09.760 --> 00:14:11.000]  一二三
[00:14:11.000 --> 00:14:17.120]  都行深遵守使徒的教訓
[00:14:17.120 --> 00:14:24.280]  抹餅祈禱
[00:14:24.280 --> 00:14:26.400]  這在家中抹餅
[00:14:26.400 --> 00:14:30.560]  全著歡喜誠實的心用法
