
[00:00:00.000 --> 00:00:02.840]  今天是第一個主日
[00:00:02.840 --> 00:00:07.200]  願意跟各位來分享我們今年的教會的意向
[00:00:07.200 --> 00:00:10.560]  建立新光愛的核心價值
[00:00:10.560 --> 00:00:12.360]  The core value
[00:00:12.360 --> 00:00:13.840]  你知道嗎
[00:00:13.840 --> 00:00:19.280]  每一個人 每一個社會 每一個國家 每一個教會
[00:00:19.280 --> 00:00:22.000]  都有它的核心價值
[00:00:22.000 --> 00:00:24.400]  劉同學牧師曾經說過
[00:00:24.400 --> 00:00:27.600]  像是那個咖啡店Starbucks
[00:00:27.600 --> 00:00:30.000]  就是星巴克咖啡啊
[00:00:30.000 --> 00:00:34.320]  它的核心價值就是讓你覺得
[00:00:34.320 --> 00:00:37.920]  你除了上班工作場所
[00:00:37.920 --> 00:00:40.640]  你回家 你的家
[00:00:40.640 --> 00:00:42.560]  The third place
[00:00:42.560 --> 00:00:45.120]  第三個地方就是Starbucks
[00:00:45.120 --> 00:00:46.800]  就是星巴克
[00:00:46.800 --> 00:00:49.920]  這就是它的一個核心價值
[00:00:49.920 --> 00:00:52.560]  在國內有一個廣告
[00:00:52.560 --> 00:00:55.560]  它是Kentucky Fried Chicken
[00:00:55.560 --> 00:00:58.440]  就是Kentucky炸雞做的
[00:00:58.440 --> 00:01:00.240]  它那個廣告呢
[00:01:00.240 --> 00:01:03.120]  就是一個女的穿著制服
[00:01:03.120 --> 00:01:07.080]  上面是Kentucky炸雞 KFC
[00:01:07.080 --> 00:01:10.320]  在成都的火車站等人
[00:01:10.320 --> 00:01:14.560]  結果從鄉下來了一個女孩子
[00:01:14.560 --> 00:01:16.800]  那麼下了火車
[00:01:16.800 --> 00:01:18.320]  她就把它接了
[00:01:18.320 --> 00:01:21.440]  到Kentucky的宿舍
[00:01:21.440 --> 00:01:24.480]  然後學習 等等
[00:01:24.480 --> 00:01:26.120]  又下一個鏡頭
[00:01:26.120 --> 00:01:28.600]  就是這個新到的女的
[00:01:28.600 --> 00:01:30.280]  大概過了幾個月
[00:01:30.280 --> 00:01:31.880]  她也穿著制服
[00:01:31.880 --> 00:01:34.560]  也是在火車站接人
[00:01:34.560 --> 00:01:36.520]  她就透露一個信息
[00:01:36.520 --> 00:01:38.880]  這是Kentucky Fried Chicken
[00:01:38.880 --> 00:01:41.440]  從頭到尾沒有說你來吃我的雞啊
[00:01:41.440 --> 00:01:42.920]  或者啃它的雞啊
[00:01:42.920 --> 00:01:45.520]  或者是多好吃啊 或者多便宜
[00:01:45.520 --> 00:01:46.320]  沒有
[00:01:46.320 --> 00:01:48.800]  它就是一個讓你覺得
[00:01:48.800 --> 00:01:51.680]  這就是它的核心價值
[00:01:51.680 --> 00:01:54.760]  我們人也有我們的核心價值
[00:01:54.760 --> 00:01:56.760]  就是你的品格
[00:01:56.760 --> 00:01:58.120]  你的素養
[00:01:58.120 --> 00:02:00.280]  就是我們的核心價值
[00:02:00.280 --> 00:02:03.760]  我們教會也有我們核心價值
[00:02:03.760 --> 00:02:06.400]  譬如我們一提到安提拉教會
[00:02:06.400 --> 00:02:09.840]  就說是一個宣教的教會
[00:02:09.840 --> 00:02:12.960]  我們甚至一看到神
[00:02:12.960 --> 00:02:14.800]  怎麼說教會呢
[00:02:14.800 --> 00:02:17.880]  神對自美娜的教會祂說
[00:02:17.880 --> 00:02:22.120]  你們太自貧窮實際上是富足的
[00:02:22.120 --> 00:02:24.960]  你們要被撕裂 要受患難
[00:02:24.960 --> 00:02:27.520]  務要誓死忠心
[00:02:27.520 --> 00:02:29.800]  要得生命的光明
[00:02:29.800 --> 00:02:34.560]  這是神對自美娜教會的一個評語
[00:02:34.560 --> 00:02:38.040]  就是這是他們的核心價值
[00:02:38.040 --> 00:02:39.880]  這個社會也有核心價值
[00:02:39.880 --> 00:02:42.320]  這個國家也有核心價值
[00:02:42.320 --> 00:02:43.800]  它的文化
[00:02:43.800 --> 00:02:45.640]  它的社會風氣
[00:02:45.640 --> 00:02:48.240]  就是它的核心價值
[00:02:48.240 --> 00:02:49.800]  哈雷勒亞
[00:02:49.800 --> 00:02:51.040]  一月份第一個禮拜
[00:02:51.040 --> 00:02:53.520]  我講了第一個核心價值
[00:02:53.520 --> 00:02:54.360]  就是什麼
[00:02:54.360 --> 00:02:57.360]  格林多前書十三節
[00:02:57.360 --> 00:03:01.160]  如今常存的有信 有望 有愛
[00:03:01.160 --> 00:03:04.840]  這三樣其中最大的就是愛
[00:03:04.840 --> 00:03:06.840]  但是我特別講
[00:03:06.840 --> 00:03:09.160]  我們說的有信
[00:03:09.160 --> 00:03:11.280]  不是說I believe
[00:03:11.280 --> 00:03:13.520]  那個信是神
[00:03:13.520 --> 00:03:17.880]  他所界定的那個堅定的信心
[00:03:17.880 --> 00:03:19.280]  我舉了兩個例子
[00:03:19.280 --> 00:03:20.960]  一個例子是說
[00:03:20.960 --> 00:03:24.920]  假如我今天走鋼索
[00:03:24.920 --> 00:03:27.000]  那麼我拿著一個平衡槓
[00:03:27.000 --> 00:03:29.400]  走在鋼索上面
[00:03:29.400 --> 00:03:30.840]  你說好棒 好棒 好棒
[00:03:30.840 --> 00:03:32.240]  都不會掉下來
[00:03:32.240 --> 00:03:33.160]  我問你
[00:03:33.160 --> 00:03:35.840]  你敢不敢坐在我的肩膀上面
[00:03:35.840 --> 00:03:37.240]  我帶你走
[00:03:37.240 --> 00:03:38.640]  這叫信心
[00:03:38.640 --> 00:03:41.480]  我如果是一個神射手
[00:03:41.480 --> 00:03:42.760]  射給你看
[00:03:42.760 --> 00:03:44.400]  百米外的一個蘋果
[00:03:44.400 --> 00:03:46.200]  我百發百中
[00:03:46.200 --> 00:03:47.800]  每發皆中
[00:03:47.800 --> 00:03:50.800]  但是問題是你敢不敢站在那邊
[00:03:50.800 --> 00:03:52.880]  把蘋果放在你的頭上
[00:03:52.880 --> 00:03:54.360]  這叫信心
[00:03:54.360 --> 00:03:56.480]  你不能只說我相信
[00:03:56.480 --> 00:03:58.280]  你敢不敢
[00:03:58.280 --> 00:03:59.760]  問題是你願不願意
[00:03:59.760 --> 00:04:02.160]  把自己完全地放下來
[00:04:02.160 --> 00:04:03.960]  跟隨耶穌基督
[00:04:03.960 --> 00:04:06.560]  那對他的信靠
[00:04:06.560 --> 00:04:07.800]  對他的仰望
[00:04:07.800 --> 00:04:09.840]  這個叫做信
[00:04:09.840 --> 00:04:12.760]  望 不是說I hope I wish
[00:04:12.760 --> 00:04:13.880]  望是說
[00:04:13.880 --> 00:04:15.400]  就好像我們姐妹懷了孕
[00:04:15.400 --> 00:04:17.240]  你就知道九個半月十個月
[00:04:17.240 --> 00:04:19.760]  會有一個baby會生出來
[00:04:19.760 --> 00:04:21.800]  是說I expect
[00:04:21.800 --> 00:04:23.360]  我期待
[00:04:23.360 --> 00:04:25.480]  所以這是我們的盼望
[00:04:25.480 --> 00:04:27.160]  還有愛
[00:04:27.160 --> 00:04:29.800]  愛不是男歡女愛
[00:04:29.800 --> 00:04:32.120]  或者不是像我說
[00:04:32.120 --> 00:04:35.880]  我跟我的孩子以前在玩遊戲說
[00:04:35.880 --> 00:04:37.040]  I love you
[00:04:37.040 --> 00:04:39.200]  那他就說I love you too
[00:04:39.200 --> 00:04:40.920]  然後我說I love you three
[00:04:40.920 --> 00:04:42.040]  I love you four
[00:04:42.040 --> 00:04:43.280]  愛來愛去
[00:04:43.280 --> 00:04:44.400]  那樣子愛
[00:04:44.400 --> 00:04:47.920]  那個愛是說愛不可愛的人
[00:04:47.920 --> 00:04:51.480]  像神愛我們一樣
[00:04:51.480 --> 00:04:52.760]  您知道嗎
[00:04:52.760 --> 00:04:54.440]  這叫信望愛
[00:04:54.440 --> 00:04:58.680]  今天我多麼希望人家想到信望愛
[00:04:58.680 --> 00:05:00.800]  林家堂就說這個教會是
[00:05:00.800 --> 00:05:04.600]  有信有望有愛的教會
[00:05:04.600 --> 00:05:07.560]  其中最大的就是愛
[00:05:07.560 --> 00:05:10.320]  這是我們第一個核心價值
[00:05:10.320 --> 00:05:12.760]  今天第二個核心價值
[00:05:12.760 --> 00:05:15.320]  我跟各位來分享這個信息
[00:05:15.320 --> 00:05:20.120]  就是我們在貼撒諾尼加前書
[00:05:20.120 --> 00:05:23.880]  四章十五到十八節所說的
[00:05:23.880 --> 00:05:26.760]  要常常喜樂不住地禱告
[00:05:26.760 --> 00:05:28.320]  凡事謝恩
[00:05:28.320 --> 00:05:31.520]  這是神在基督耶穌里
[00:05:31.520 --> 00:05:35.400]  向你們所定的旨意
[00:05:35.400 --> 00:05:38.400]  神要我們常常喜樂
[00:05:38.400 --> 00:05:41.120]  神要我們不住地禱告
[00:05:41.120 --> 00:05:44.560]  神要我們凡事謝恩
[00:05:44.560 --> 00:05:47.480]  這是我們的第二個核心價值
[00:05:47.480 --> 00:05:48.640]  讓我們低頭禱告
[00:05:48.640 --> 00:05:49.760]  阿瑪夫
[00:05:49.760 --> 00:05:51.880]  我們感謝你贊美你
[00:05:51.880 --> 00:05:54.000]  你是偉大奇妙神
[00:05:54.000 --> 00:05:57.040]  我一切的好處不在你以外
[00:05:57.040 --> 00:05:58.320]  求你智慧的原因
[00:05:58.320 --> 00:06:00.960]  知識的原因降下來
[00:06:00.960 --> 00:06:03.240]  求你來高孩子的口高
[00:06:03.240 --> 00:06:06.960]  到我們每一位弟兄姐妹朋友的耳朵
[00:06:06.960 --> 00:06:10.960]  讓我們講的聽的都同德造就
[00:06:10.960 --> 00:06:12.680]  願一切榮耀歸給你
[00:06:12.680 --> 00:06:16.320]  這樣禱告是奉主耶穌基督的名
[00:06:16.320 --> 00:06:17.400]  阿瑪
[00:06:17.400 --> 00:06:19.080]  要常常喜樂
[00:06:19.080 --> 00:06:21.560]  您覺得您做得到嗎
[00:06:21.560 --> 00:06:25.040]  我有的時候早上起來
[00:06:25.040 --> 00:06:29.480]  最常常觸我眉頭的就是我太太
[00:06:29.480 --> 00:06:31.520]  一大早起來
[00:06:31.520 --> 00:06:35.680]  連我起來晚了或者是不幫忙了
[00:06:35.680 --> 00:06:38.080]  我一天心情都不好
[00:06:38.080 --> 00:06:39.600]  您知道嗎
[00:06:39.600 --> 00:06:43.000]  這個就不能夠算是常常喜樂了
