
[00:00:00.000 --> 00:00:04.000]  我們一起中讀這幾節聖經,第十節。
[00:00:30.000 --> 00:00:39.000]  對眾人說:「有六天應當做工,那六天之內可以來求醫,在安息日卻不可。」
[00:00:39.000 --> 00:00:58.000]  主回答他:「假冒為善的人啊!難道你們各人在安息日不解開曹上的牛和牢,先去學水嗎?何況他本是阿不罕的後裔,被撒旦捆綁了十八年,不該在安息日這天解開他的綁嗎?」
[00:00:58.000 --> 00:01:07.000]  耶穌說:「他的地人都懺悔了,所有的人因他所做的一切榮耀的事都肯歡喜。」
[00:01:07.000 --> 00:01:09.000]  請我們同心,我們一同祈禱。
[00:01:09.000 --> 00:01:14.000]  天父,我再次感謝祢,給祢寶貴的話語作為我們生命的指引。
[00:01:14.000 --> 00:01:18.000]  因為祢已經釋放我們,讓我們活著一個自由的人生。
[00:01:18.000 --> 00:01:24.000]  祢祝福引領我們,用祢的說話提醒、勸勉、教導、安慰、釋放我們。
[00:01:24.000 --> 00:01:28.000]  祈禱奉耶穌基督的名,阿們。
[00:01:54.000 --> 00:02:03.000]  英國導演湯姆·霍帕根據1980年的舞台劇改編拍成導演,拍成一套電影,非常賣座。
[00:02:03.000 --> 00:02:12.000]  故事發生在1815年的囚犯Sean Mason,因為偷了一個麵包被判入獄19年。
[00:02:12.000 --> 00:02:16.000]  19年他出獄,獲假釋出獄。
[00:02:16.000 --> 00:02:25.000]  他雖然不再坐牢,但他假釋的身份到處不受歡迎。
[00:02:25.000 --> 00:02:35.000]  他坐牢的經歷,他這個假釋囚犯的身份就好像落印一樣,永遠不離開他。
[00:02:35.000 --> 00:02:43.000]  他雖然好像自由,但仍然是一個被捆綁的人。
[00:02:43.000 --> 00:02:47.000]  到處不受歡迎,沒有工作,他實在太餓了。
[00:02:47.000 --> 00:02:53.000]  去到一個教堂,看到這個神父接濟,供他吃粟。
[00:02:53.000 --> 00:03:00.000]  他趁著夜深人靜的時候,偷偷地偷了教堂的一些銀器,
[00:03:00.000 --> 00:03:04.000]  但就被當局抓住,帶回教堂認人。
[00:03:04.000 --> 00:03:14.000]  但神父對著這些警察說,他不是小偷,他沒有偷我任何的東西,是我送給他的禮物。
[00:03:14.000 --> 00:03:23.000]  又笑著對Sean說,你還漏了一件,然後走去拿了一件銀器送給他。
[00:03:23.000 --> 00:03:31.000]  Sean深受感動,他決意要離開這個假釋的身份,囚犯的身份。
[00:03:31.000 --> 00:03:38.000]  他沒有再去警局報到,他改名換姓,重新過著一個新的生活。
[00:03:38.000 --> 00:03:45.000]  但負責看守他的警官,就決意要將他緝拿歸案。
[00:03:45.000 --> 00:03:56.000]  八年後,Sean已經發達了,一個成功的人士,開了工廠,又是一個受人尊重的市長。
[00:03:56.000 --> 00:04:05.000]  但因為有一次,他為了要救一個在工廠做的女工,因為被廠長欺壓,而要去做妓女。
[00:04:05.000 --> 00:04:13.000]  他為了救這個販攤的女工,結果就被這個警官認了出來。
[00:04:13.000 --> 00:04:23.000]  當時,他心裏面很矛盾,他又要逃避。
[00:04:23.000 --> 00:04:30.000]  剛剛這個時候,這個警官找到他就跟他說,對不起,我認錯人。
[00:04:30.000 --> 00:04:35.000]  因為警察已經捉到另一個疑犯。
[00:04:35.000 --> 00:04:42.000]  但是這個事實,擺在Sean面前,令他更加矛盾。
[00:04:42.000 --> 00:04:47.000]  他心裏面有很大的掙扎,很大的矛盾。
[00:04:47.000 --> 00:04:52.000]  一方面他可以絕口不認,現在有替死鬼了。
[00:04:52.000 --> 00:05:00.000]  以後一生不需要再夢想囚犯的身份,不再背著這個落印,不再有這個陰影。
[00:05:00.000 --> 00:05:07.000]  但另一方面,他知道他這樣做,良心會責備他。
[00:05:07.000 --> 00:05:17.000]  一個無辜的人,替他死亡,永遠良心過意不去。
[00:05:17.000 --> 00:05:27.000]  終於他決定,在法庭承認自己就是一個囚犯Sean。
[00:05:27.000 --> 00:05:32.000]  但是他的枷鎖,就是因為他誠實而得到釋放。
[00:05:32.000 --> 00:05:40.000]  但是他為了要救這個犯天的女兒,他就逃避,成為一個逃犯。
[00:05:40.000 --> 00:05:44.000]  但是他是一個被釋放的逃犯。
[00:05:44.000 --> 00:05:50.000]  從某個角度看來,我們和Sean都沒有什麼分別。
[00:05:50.000 --> 00:05:58.000]  我們有不同的際遇,有不同的枷鎖,不同的綑綁去綁著我們。
[00:05:58.000 --> 00:06:10.000]  但其實最痛苦的,都不是這些有形的枷鎖,都不是我們的際遇,而是內心的枷鎖。
[00:06:10.000 --> 00:06:22.000]  想到我爸爸,1950年,大江大海這個時間,他帶著我們一家來到香港,在一間孤院工作。
[00:06:22.000 --> 00:06:29.000]  但心有不甘,他捨不得在大陸的財產,他的前途。
[00:06:29.000 --> 00:06:35.000]  於是,就叫我媽帶著我弟弟和妹妹回大陸。
[00:06:35.000 --> 00:06:42.000]  想都想不到一去不返,媽媽被拉去公審,後來原諒自盡。
[00:06:42.000 --> 00:06:52.000]  弟弟交給姑媽撫養,後來才逃離來到香港,即是現在恩福堂的牧師蘇永志。
[00:06:52.000 --> 00:07:02.000]  妹妹就沒那麼幸運,送了給一戶水上人家,過著一些極淒涼、痛苦、艱難、窮困的生活。
[00:07:02.000 --> 00:07:14.000]  是因為一次的錯誤決定,爸爸就一直被囚在內疚的枷鎖裡,難過、自責。
[00:07:14.000 --> 00:07:25.000]  我現在才想起,我記得有一次,我姐姐在學校上音樂課,就學了一首歌。
[00:07:25.000 --> 00:07:35.000]  回到家,你知道小孩子回到家就在學校唱,在家就唱,那首歌是《人家有無,唯獨我無》。
[00:07:35.000 --> 00:07:39.000]  爸爸一聽到的時候,就在哭喊著蓋住他爸爸。
[00:07:39.000 --> 00:07:47.000]  當時我姐姐都不知道發生什麼事,哭又不敢哭,呆殺在裡面。
[00:07:47.000 --> 00:07:57.000]  她的內心是被這些內疚、這些枷鎖捆綁了足足二十年。
[00:07:57.000 --> 00:08:06.000]  直到她六十九歲那年,信了耶穌,在某個程度上她才得到釋放。
[00:08:06.000 --> 00:08:14.000]  因為我媽媽的離開,我也都被囚在一個不安全的人生裡面。
[00:08:14.000 --> 00:08:19.000]  有時都覺得很怕生離死別。
[00:08:19.000 --> 00:08:24.000]  我太太跟我說,你有些東西真的很怪。
[00:08:24.000 --> 00:08:27.000]  我想起我也有些東西很怪。
[00:08:27.000 --> 00:08:31.000]  我太太叫我買一斤菜,通常我不買一斤,我買一塊斤半。
[00:08:31.000 --> 00:08:36.000]  她問我為什麼一斤就夠了,因為我怕不夠。
[00:08:36.000 --> 00:08:40.000]  我買了一些新衣新鞋,我會不穿的。
[00:08:40.000 --> 00:08:43.000]  為什麼呢?不知道,我也不知道為什麼。
[00:08:43.000 --> 00:08:50.000]  有時我會很緊張,回到家不見了子女,不見了太太的時候,我會很緊張,很明白。
[00:08:50.000 --> 00:08:59.000]  年幼的時候突然間沒有了母親,生活在恐懼,沒有安全裡面,在這些枷鎖裡面生存。
[00:08:59.000 --> 00:09:05.000]  直到我有機會認識耶穌,才稍微得到釋放。
[00:09:05.000 --> 00:09:14.000]  我又想到我的孫子Ryan,去年我有機會去到家裡,
[00:09:14.000 --> 00:09:22.000]  我兒子剛剛要出差,剩下我一個看著他們兩個,我陪他們。
[00:09:22.000 --> 00:09:27.000]  Ryan就在樓上睡,我就在樓下睡。
[00:09:27.000 --> 00:09:31.000]  我叫他,你睡覺了,跟你一起祈禱去睡覺了。
[00:09:31.000 --> 00:09:35.000]  不夠三分鐘,他就下來,他就怎麼說呢?
[00:09:35.000 --> 00:09:41.000]  爺爺,你OK嗎?你沒問題嗎?有問題來找我。
[00:09:41.000 --> 00:09:47.000]  他三歲多,其實他的意思就是我有問題。
[00:09:47.000 --> 00:09:51.000]  我說,爺爺沒問題,你儘管放心,上回去。
[00:09:51.000 --> 00:09:56.000]  不夠兩分鐘,又說爺爺,我下來看看你OK還是不OK。
[00:09:56.000 --> 00:10:01.000]  我跟他說,Ryan,你是不是想爺爺上去陪陪你?
[00:10:01.000 --> 00:10:06.000]  他說,是呀,是呀,我上去陪他,然後他就哭了。
[00:10:06.000 --> 00:10:16.000]  他說,I miss mommy。
[00:10:16.000 --> 00:10:22.000]  很淒涼。
[00:10:22.000 --> 00:10:29.000]  三、四歲的新嬰兒,媽媽都要離開了。
[00:10:29.000 --> 00:10:37.000]  我想都想到我自己,困在一個不是很安全的境況裏面。
[00:10:37.000 --> 00:10:44.000]  其實有很多人都是被這些際遇裏面有很多枷鎖。
[00:10:44.000 --> 00:10:51.000]  可能我們自己都不知道,有很多枷鎖纏著我們的時候,
[00:10:51.000 --> 00:10:56.000]  習慣了,以為這個是我們一部分。
[00:10:56.000 --> 00:11:04.000]  但我覺得最大的囚牢,最大的捆綁,都不是這些環境造成的,
[00:11:04.000 --> 00:11:11.000]  而是孤星裏的景觀,是一個律法主義者。
[00:11:11.000 --> 00:11:17.000]  他的眼裏面只有黑和白,只有是和非,
[00:11:17.000 --> 00:11:21.000]  只有法律,沒有人情,沒有人性,
[00:11:21.000 --> 00:11:26.000]  只有規矩,只有規條,沒有愛。
[00:11:26.000 --> 00:11:31.000]  他才是一個真正被囚牢的一個人。
[00:11:31.000 --> 00:11:36.000]  當他最後發覺到,他所捉拿的這個孫子,
[00:11:36.000 --> 00:11:40.000]  竟然之間不照規矩,在饒他一命的時候,
[00:11:40.000 --> 00:11:43.000]  他開始有點迷惑了。
[00:11:43.000 --> 00:11:50.000]  最後在他痛苦掙扎當中,他選上了自殺的一條路。
[00:11:50.000 --> 00:11:58.000]  我想世界上最大的一個捆鎖,都是沒有了人性的捆鎖。
[00:11:58.000 --> 00:12:05.000]  今日我們看這段聖經,很有意思,我們看到有兩個被囚禁的人,
[00:12:05.000 --> 00:12:14.000]  一個是一個婦人,她軟弱的身軀,疾病的纏繞,足足有十八年之久,
[00:12:14.000 --> 00:12:18.000]  過著一些非常痛苦的人生。
[00:12:18.000 --> 00:12:26.000]  一個是一個會堂的主管,她被那種律法主義,宗教規條,
[00:12:26.000 --> 00:12:33.000]  就好像一個警官一樣,被囚禁了,而自己找不到出路。
[00:12:33.000 --> 00:12:38.000]  問一問我們自己,我們是不是都被囚禁了?
[00:12:38.000 --> 00:12:40.000]  你屬於哪一類人?
[00:12:40.000 --> 00:12:47.000]  我們試試藉著這一段聖經,去真正來看看,究竟我們是不是被釋放了。
[00:12:47.000 --> 00:12:53.000]  首先我們來看看第十節和第十一節,我們一起再讀讀第十節和第十一節。
[00:12:53.000 --> 00:12:57.000]  「安息日,耶穌在一個會堂裡教導人,
[00:12:57.000 --> 00:13:05.000]  有一個女人,臂齡負身,病了十八年,腰彎得一點都直不起來。」
[00:13:05.000 --> 00:13:08.000]  我們就看到這個位置。
[00:13:08.000 --> 00:13:15.000]  首先我們留意路加描述得非常有趣,中文的譯本就說,
[00:13:15.000 --> 00:13:18.000]  「安息日,耶穌在一個會堂裡教導人。」
[00:13:18.000 --> 00:13:26.000]  翻譯得非常輕描淡寫,但在原文裡面不是這樣的意思。
[00:13:26.000 --> 00:13:31.000]  如果我將原文直譯,它可以這樣譯法:
[00:13:31.000 --> 00:13:38.000]  「在其中的一個會堂裡,在其中的一個安息日,耶穌教訓人。」
[00:13:38.000 --> 00:13:41.000]  為什麼路加要這樣描述?
[00:13:41.000 --> 00:13:50.000]  「在其中的一個安息日,在其中的一個會堂裡,耶穌教訓人。」
[00:13:50.000 --> 00:13:56.000]  首先這個表明這是耶穌的習慣,耶穌在很多很多會堂裡,
[00:13:56.000 --> 00:14:00.000]  在很多很多安息日裡都是這樣做,都是去教訓人。
[00:14:00.000 --> 00:14:03.000]  但在這一個,在這一個,其中的一個會堂裡,
[00:14:03.000 --> 00:14:08.000]  在這一個主日,在這一個安息日裡去教訓人。
[00:14:08.000 --> 00:14:13.000]  其次,路加這樣描述是要加強這件事的重要性。
[00:14:13.000 --> 00:14:22.000]  沒錯,耶穌有很多的教導,耶穌有很多的醫治,但在這一個是特別重要,特別有意思。
[00:14:22.000 --> 00:14:32.000]  如果你看一看整個路加福音,你就會知道原來這一次是耶穌最後一次在會堂裡面講道。
[00:14:32.000 --> 00:14:36.000]  這一次之後,耶穌再沒有在會堂裡面講道。
[00:14:36.000 --> 00:14:43.000]  這一次是最後在一個安息日的會堂裡面講道,所以這個是特別有意思的。
[00:14:43.000 --> 00:14:46.000]  為什麼是最後一次呢?你看這個內容你就知道了。
[00:14:46.000 --> 00:14:51.000]  因為這一次很明顯是和所謂當局發生了衝突,
[00:14:51.000 --> 00:14:57.000]  耶穌在會堂講道的這個權利就被剝奪了。
[00:14:57.000 --> 00:15:06.000]  最後,路加這樣描述,是因為他想強調這個經文的重要性,不是在醫治這個神蹟。
[00:15:06.000 --> 00:15:12.000]  不是說,哇,耶穌多厲害,這樣醫好。不是的,路加不是有意去放大這個神蹟。
[00:15:12.000 --> 00:15:19.000]  路加是透過這樣的技術,重點是在安息日做功而帶來的爭議。
[00:15:19.000 --> 00:15:28.000]  路加有意叫我們的注意力放在安息日,醫病這個命題裡面,而不是放在耶穌醫治的能力裡面。
[00:15:28.000 --> 00:15:37.000]  我們看十一字,有一個女人被靈附身,病了十八年,腰彎得一點直不起來。
[00:15:37.000 --> 00:15:46.000]  中文翻譯為被靈附身,是錯誤地帶領我們一個錯誤的思想。
[00:15:46.000 --> 00:15:55.000]  以為這個女人是鬼附身,這個鬼就叫做駝背鬼,有很多靈恩派是這樣解法的。
[00:15:55.000 --> 00:16:02.000]  靈恩派相信有很多東西是被鬼纏著的,你為什麼經常想打麻將呢?
[00:16:02.000 --> 00:16:05.000]  因為有個貪生鬼纏著你,所以你經常想打麻將。
[00:16:05.000 --> 00:16:11.000]  為什麼你有個長短腳呢?因為有個長短腳鬼纏著你,所以你有長短腳。
[00:16:11.000 --> 00:16:15.000]  為什麼你是駝背呢?因為有個駝背鬼纏著你,所以你駝背。
[00:16:15.000 --> 00:16:22.000]  為什麼你睡不著呢?因為有個貪睡鬼纏著你,聽蘇慕斯講道都說睡不著。
[00:16:22.000 --> 00:16:37.000]  因為這個緣故,靈恩派就很著重趕鬼醫病,趕走鬼,趕走鬼的時候就叫做驅魔人。
[00:16:37.000 --> 00:16:42.000]  但是我們看看路加的描述,路加絕沒有這樣的意思。
[00:16:42.000 --> 00:16:51.000]  在這段聖經的直譯,有一個女人被靈附身,這個翻譯是一個意譯。
[00:16:51.000 --> 00:16:58.000]  直譯我們可以這樣譯法,她有一個軟弱的靈,十八年之久。
[00:16:58.000 --> 00:17:02.000]  附身的附字是翻譯的聖經人自己作上去的。
[00:17:02.000 --> 00:17:06.000]  其實原文完全沒有echo這個字,是有這樣的意思。
[00:17:06.000 --> 00:17:12.000]  就是說這個女人有這個軟弱的靈,是有十八年之久。
[00:17:12.000 --> 00:17:18.000]  什麼叫軟弱的靈?我們可以翻譯說,這個女人軟弱了十八年。
[00:17:18.000 --> 00:17:27.000]  但是,路加雖然不是一個醫生,他又不是純粹從一個肉身的角度去看。
[00:17:27.000 --> 00:17:32.000]  因為我們看下去的時候,在十六節你會看到耶穌有另外一個描述。
[00:17:32.000 --> 00:17:37.000]  耶穌形容她是被撒旦捆綁了十八年。
[00:17:37.000 --> 00:17:44.000]  對路加來看,這個女人軟弱了十八年,駝背了十八年。
[00:17:44.000 --> 00:17:48.000]  從另外一個角度來看,她是被撒旦捆綁了十八年。
[00:17:48.000 --> 00:17:51.000]  路加給我們一個很重要的神學觀念。
[00:17:51.000 --> 00:17:56.000]  人身體的疾病不是因為她犯罪所以要這樣,不是。
[00:17:56.000 --> 00:18:04.000]  而是象徵了在今天這個世代,在我們這個世代,是被撒旦捆綁著。
[00:18:04.000 --> 00:18:12.000]  是不是因為亞當,始終亞當犯了罪,這個死亡的勢力就籠罩著整個世界。
[00:18:12.000 --> 00:18:21.000]  死亡就是分離,各樣的苦楚,死亡的權勢,撒旦的權勢去捆綁著我們。
[00:18:21.000 --> 00:18:27.000]  C.S. Lewis 在他寫的小說裡面,一個最好的描述就是,
[00:18:27.000 --> 00:18:35.000]  當人犯了罪的時候,好像整個天地都已經封了雙雪一樣。
[00:18:35.000 --> 00:18:40.000]  是被死亡的權勢,撒旦的權勢在彰顯著。
[00:18:40.000 --> 00:18:50.000]  事實上,疾病帶來的苦楚,不只是身體,而是生命被捆綁著一樣。
[00:18:50.000 --> 00:18:59.000]  真正的捆綁,不只是失去了職業,失戀,失去健康,失去生命。
[00:18:59.000 --> 00:19:07.000]  而是這些失所帶來的創傷和捆綁,結果就陷在自卑、自憐、苦澀、失敗的裡面。
[00:19:07.000 --> 00:19:10.000]  這些才是真正的困楚。
[00:19:10.000 --> 00:19:14.000]  《羅家講》第四章第十八節,耶穌第一次講道的時候,
[00:19:14.000 --> 00:19:20.000]  他就在會堂裡面宣佈,我來是要被老的得釋放。
[00:19:20.000 --> 00:19:24.000]  這個故事和依次,是表明耶穌一路來到的時候,
[00:19:24.000 --> 00:19:29.000]  他帶來一個很重要的使命,是叫我們能夠得到釋放。
[00:19:29.000 --> 00:19:34.000]  這個是象徵耶穌一路來到世界上的時候,是讓我們得到釋放。
[00:19:34.000 --> 00:19:40.000]  但是另一方面,我們看到耶穌一路,沒錯,是已經來到了,已經叫他得釋放。
[00:19:40.000 --> 00:19:44.000]  但是我們看另外一些經文,我們發覺到,我們又沒有完全得到釋放。
[00:19:44.000 --> 00:19:48.000]  好像《羅馬書》第八章,在第十八至二十二,
[00:19:48.000 --> 00:19:54.000]  「我想現在的苦楚,若比起將來要顯在我們的榮耀,就不足介意。
[00:19:54.000 --> 00:19:58.000]  受造之物,切望等候神的眾子顯出來。
[00:19:58.000 --> 00:20:03.000]  因為受造之物伏在虛空之下,不是自己願意乃是因那叫他如此的,
[00:20:03.000 --> 00:20:09.000]  但受造之物仍然指望脫離敗壞的痕跡,得享神而屢自由榮耀。
[00:20:09.000 --> 00:20:15.000]  我們知道,這一切受造之物,一同嘆息,勞苦直到如今。」
[00:20:15.000 --> 00:20:21.000]  保羅告訴你一件事,沒錯,耶穌一路來到這個世上,我們已經得釋放。
[00:20:21.000 --> 00:20:27.000]  但是另一方面,我們又很渴望最終的一個釋放。
