
[00:00:00.000 --> 00:00:25.000]  祈禱
[00:00:30.000 --> 00:00:48.000]  自上次會議後發出的信息
[00:01:00.000 --> 00:01:11.000]  今天記載的事跡主要發生在保羅第二次宣教旅程
[00:01:11.000 --> 00:01:15.000]  他去到雅典遇到的事
[00:01:15.000 --> 00:01:35.000]  特別記載了一篇廣章的大綱
[00:01:35.000 --> 00:01:48.000]  先讓我們了解一下雅典城的地理位置和背景資料
[00:01:48.000 --> 00:01:53.000]  第二次宣教旅程保羅從安提亞出發
[00:01:53.000 --> 00:01:56.000]  經過內盧地區到達特羅亞
[00:01:56.000 --> 00:02:00.000]  看到馬其頓的二將到達歐洲
[00:02:00.000 --> 00:02:02.000]  到達菲律賓
[00:02:02.000 --> 00:02:06.000]  菲律賓坐牢後被趕走
[00:02:06.000 --> 00:02:12.000]  去到貼薩羅尼加,然後去到比利亞
[00:02:12.000 --> 00:02:15.000]  然後他自己下了雅典
[00:02:15.000 --> 00:02:17.000]  雅典就在這裡
[00:02:17.000 --> 00:02:24.000]  他在等他兩位同工西拉和提摩泰過去
[00:02:24.000 --> 00:02:31.000]  雅典在歷史上曾經是一個非常輝煌的大城市
[00:02:31.000 --> 00:02:35.000]  但是在保羅時代已經沒落了
[00:02:35.000 --> 00:02:39.000]  不過仍然是一個文化和教育的中心
[00:02:39.000 --> 00:02:45.000]  雖然羅馬帝國是當時世界的統治者
[00:02:45.000 --> 00:02:52.000]  但是影響當時世界主流文化的卻是希臘文化
[00:02:52.000 --> 00:02:57.000]  所以新約聖經是用希臘文寫成的
[00:02:57.000 --> 00:03:04.000]  因為希臘文是當時羅馬世界的共通語文
[00:03:04.000 --> 00:03:07.000]  有點像今天的英文
[00:03:07.000 --> 00:03:12.000]  雅典人由於曾經在政治上反對羅馬
[00:03:12.000 --> 00:03:14.000]  所以在保羅時代
[00:03:14.000 --> 00:03:19.000]  雅典就變成了一座大學城
[00:03:19.000 --> 00:03:21.000]  發展文化和哲學
[00:03:21.000 --> 00:03:28.000]  當時在那裡的永久居民只有二萬至二萬五千人左右
[00:03:28.000 --> 00:03:31.000]  只可以算是一座很小的城市
[00:03:31.000 --> 00:03:35.000]  因此今天二十一節的經文就告訴我們
[00:03:35.000 --> 00:03:39.000]  雅典人和所有旅居在那裡的外國人
[00:03:39.000 --> 00:03:45.000]  都喜歡把時間存花在談論新聞、打聽消息上
[00:03:45.000 --> 00:03:47.000]  我們可能會問
[00:03:47.000 --> 00:03:49.000]  為什麼這裡的人這麼有趣?
[00:03:49.000 --> 00:03:51.000]  不用工作嗎?
[00:03:51.000 --> 00:03:53.000]  不用做生意賺錢嗎?
[00:03:53.000 --> 00:03:58.000]  每個人都像新聞記者一樣到處採訪
[00:03:58.000 --> 00:04:01.000]  原因是這裡是一個大學城
[00:04:01.000 --> 00:04:03.000]  人口不多
[00:04:03.000 --> 00:04:08.000]  那裡的哲學家如果收學生
[00:04:08.000 --> 00:04:10.000]  就不會免費教學
[00:04:10.000 --> 00:04:12.000]  一般都會收錢
[00:04:12.000 --> 00:04:15.000]  靠教書為生
[00:04:15.000 --> 00:04:17.000]  雅典在宗教方面
[00:04:17.000 --> 00:04:19.000]  就有點像今天的台灣
[00:04:19.000 --> 00:04:22.000]  將人物神化了
[00:04:22.000 --> 00:04:24.000]  以至有些人說
[00:04:24.000 --> 00:04:27.000]  在雅典神比人還要多
[00:04:27.000 --> 00:04:31.000]  了解過雅典城的背景之後
[00:04:31.000 --> 00:04:34.000]  我們一起思想今天的經文
[00:04:34.000 --> 00:04:36.000]  在第十六節說保羅去到那裡
[00:04:36.000 --> 00:04:39.000]  看到滿城都是偶像
[00:04:39.000 --> 00:04:41.000]  心裡非常難過
[00:04:41.000 --> 00:04:44.000]  當一個人心裡難過的時候
[00:04:44.000 --> 00:04:45.000]  就會有些行動
[00:04:45.000 --> 00:04:47.000]  在第十七節
[00:04:47.000 --> 00:04:49.000]  我們看到保羅很忙
[00:04:49.000 --> 00:04:52.000]  他去到猶太人的會堂
[00:04:52.000 --> 00:04:54.000]  跟那裡的人辯論
[00:04:54.000 --> 00:04:56.000]  猶太人會堂裡的人
[00:04:56.000 --> 00:04:59.000]  無論是猶太人也好
[00:04:59.000 --> 00:05:04.000]  或是敬拜上帝的外邦人也好
[00:05:04.000 --> 00:05:07.000]  他們都是敬拜耶和華上帝
[00:05:07.000 --> 00:05:10.000]  但他們不認識耶穌
[00:05:10.000 --> 00:05:13.000]  所以當保羅跟他們辯論的時候
[00:05:13.000 --> 00:05:17.000]  大概都會像28章23節所說
[00:05:17.000 --> 00:05:19.000]  引證摩西法律和先知書
[00:05:19.000 --> 00:05:22.000]  要他們信耶穌
[00:05:22.000 --> 00:05:24.000]  因為在會堂裡的人
[00:05:24.000 --> 00:05:29.000]  一定會接受舊約聖經
[00:05:29.000 --> 00:05:33.000]  保羅除了在會堂裡傳福音之外
[00:05:33.000 --> 00:05:38.000]  保羅也去到雅典的廣場
[00:05:38.000 --> 00:05:41.000]  英文翻譯成Marketplace也不錯
[00:05:41.000 --> 00:05:44.000]  市集,很多人的地方
[00:05:44.000 --> 00:05:46.000]  遇到任何的人
[00:05:46.000 --> 00:05:48.000]  偶然遇到
[00:05:48.000 --> 00:05:52.000]  如果他願意停下來聽保羅講福音的人
[00:05:52.000 --> 00:05:55.000]  保羅也樂意跟他講
[00:05:55.000 --> 00:05:58.000]  樂意跟他辯論
[00:05:58.000 --> 00:05:59.000]  在第十八節
[00:05:59.000 --> 00:06:02.000]  我們看到當時有兩派
[00:06:02.000 --> 00:06:05.000]  當時有兩派很流行的哲學家
[00:06:05.000 --> 00:06:09.000]  他們很有興趣跟保羅辯論
[00:06:09.000 --> 00:06:13.000]  因為凡是哲學家都會問一個問題
[00:06:13.000 --> 00:06:16.000]  很重要的人生問題
[00:06:16.000 --> 00:06:18.000]  人為什麼存在?
[00:06:18.000 --> 00:06:21.000]  我為什麼存在?
[00:06:21.000 --> 00:06:25.000]  這個人生問題
[00:06:25.000 --> 00:06:31.000]  因此他們想聽保羅所說的人生復活的問題
[00:06:31.000 --> 00:06:37.000]  還約了保羅去阿勒巴古的議會上演講
[00:06:37.000 --> 00:06:42.000]  阿勒巴古離雅典市集不遠
[00:06:42.000 --> 00:06:46.000]  是一座山上的名字
[00:06:46.000 --> 00:06:50.000]  也是雅典人審訊案件的地方
[00:06:50.000 --> 00:06:55.000]  這裡經常有大約三十人處理當地的兇殺案件
[00:06:55.000 --> 00:06:59.000]  並且監督大眾的品行
[00:06:59.000 --> 00:07:04.000]  保羅被邀請到這裡來講他的信仰
[00:07:04.000 --> 00:07:10.000]  我們首先介紹兩派哲學家的主要思想
[00:07:10.000 --> 00:07:13.000]  伊碧溝魯派
[00:07:13.000 --> 00:07:16.000]  他們最主要的主張
[00:07:16.000 --> 00:07:21.000]  就是以享樂作為人生的主要目標
[00:07:21.000 --> 00:07:24.000]  他們認為天上諸神
[00:07:24.000 --> 00:07:26.000]  當時信很多神
[00:07:26.000 --> 00:07:29.000]  都是住在一些很聖潔的地方
[00:07:29.000 --> 00:07:33.000]  過著一些非常安靜幸福的生活
[00:07:33.000 --> 00:07:36.000]  不理會人間的事務
[00:07:36.000 --> 00:07:39.000]  他們不相信靈魂不死
[00:07:39.000 --> 00:07:42.000]  也不相信人會復活
[00:07:42.000 --> 00:07:45.000]  因此他們不怕死
[00:07:45.000 --> 00:07:47.000]  由於這種信念
[00:07:47.000 --> 00:07:53.000]  他們的生活方式是隨意放縱犯罪
[00:07:53.000 --> 00:07:55.000]  盡情享樂
[00:07:55.000 --> 00:07:58.000]  只要我感到開心就行了
[00:07:58.000 --> 00:08:03.000]  不需要受任何道德觀念約束
[00:08:03.000 --> 00:08:08.000]  他們也不理會宇宙的來源
[00:08:08.000 --> 00:08:12.000]  相信物質是由一些小的原子迎合而成
[00:08:12.000 --> 00:08:14.000]  與神沒有太大關係
[00:08:14.000 --> 00:08:15.000]  不是神創造
[00:08:15.000 --> 00:08:17.000]  死後就會散去
[00:08:17.000 --> 00:08:21.000]  其實很多現代人都有這種思想
[00:08:21.000 --> 00:08:23.000]  認為人生最重要的事
[00:08:23.000 --> 00:08:26.000]  莫過於追求享受
[00:08:26.000 --> 00:08:28.000]  尤其是感性的享受
[00:08:28.000 --> 00:08:30.000]  包括吃美食
[00:08:30.000 --> 00:08:31.000]  用好東西
[00:08:31.000 --> 00:08:33.000]  保持心靈平靜
[00:08:33.000 --> 00:08:35.000]  擺脫痛苦
[00:08:35.000 --> 00:08:40.000]  這些思想令他們可以吃軟性毒品
[00:08:40.000 --> 00:08:41.000]  大麻
[00:08:41.000 --> 00:08:42.000]  迷幻藥
[00:08:42.000 --> 00:08:43.000]  冰毒
[00:08:43.000 --> 00:08:45.000]  都可以了
[00:08:45.000 --> 00:08:48.000]  現在介紹一下士多亞派的人
[00:08:48.000 --> 00:08:50.000]  他們不拜偶像
[00:08:50.000 --> 00:08:53.000]  但他們相信有一位世界神
[00:08:53.000 --> 00:08:56.000]  但他們不是相信獨一的真神
[00:08:56.000 --> 00:08:59.000]  而是相信萬物都是神
[00:08:59.000 --> 00:09:02.000]  我們一般稱之為「泛神論」
[00:09:02.000 --> 00:09:03.000]  什麼都是神牛
[00:09:03.000 --> 00:09:04.000]  什麼都是神豬
[00:09:04.000 --> 00:09:06.000]  什麼都是神
[00:09:06.000 --> 00:09:10.000]  他們不太認同享樂主義
[00:09:10.000 --> 00:09:14.000]  他們不認同追求享受是人生的至善
[00:09:14.000 --> 00:09:20.000]  也不認為痛苦一定是壞事
[00:09:20.000 --> 00:09:22.000]  他們不認為痛苦是壞事
[00:09:22.000 --> 00:09:25.000]  他們追求與萬物合一
[00:09:25.000 --> 00:09:30.000]  他們鼓勵做人要活出高尚的品格
[00:09:30.000 --> 00:09:32.000]  不過他們的品格
[00:09:32.000 --> 00:09:35.000]  最重要的品格就是智勇
[00:09:35.000 --> 00:09:37.000]  有智有勇
[00:09:37.000 --> 00:09:41.000]  以及要非常有自制的能力
[00:09:41.000 --> 00:09:43.000]  以及公正
[00:09:43.000 --> 00:09:48.000]  他們時時勸人要實行一種嚴格的自制主義
