
[00:00:00.000 --> 00:00:05.120]  今日這段正道經文其實是一段先知書的審判訊息
[00:00:05.120 --> 00:00:07.680]  其實當預備這段英文的時候
[00:00:07.680 --> 00:00:11.520]  一看到神向一班牧羊人開火的時候
[00:00:11.520 --> 00:00:15.120]  我就覺得其實做領袖很不容易
[00:00:15.120 --> 00:00:17.760]  我不知道今天你聽到要做領袖
[00:00:17.760 --> 00:00:19.280]  你會想起些什麼
[00:00:19.280 --> 00:00:21.680]  我就會想起正如剛才所說
[00:00:21.680 --> 00:00:24.240]  其實做領袖一點都不容易
[00:00:24.240 --> 00:00:27.840]  因為今天的資訊實在太發達
[00:00:27.840 --> 00:00:30.560]  作為領袖你一做錯事
[00:00:30.560 --> 00:00:33.120]  馬上就會成為全世界的焦點
[00:00:33.120 --> 00:00:36.400]  圖文並茂 千夫所指
[00:00:36.400 --> 00:00:39.120]  甚至會成為代罪羔羊
[00:00:39.120 --> 00:00:43.760]  又或者會成為千萬人嘲笑的醜角
[00:00:43.760 --> 00:00:45.440]  當中所承受的壓力
[00:00:45.440 --> 00:00:49.040]  相信作為領袖一點都不容易
[00:00:49.040 --> 00:00:51.680]  近日大家看新聞的時候
[00:00:51.680 --> 00:00:53.920]  你會知道香港政府一日裏面
[00:00:53.920 --> 00:00:57.920]  撤換了兩個問責局的局長
[00:00:57.920 --> 00:00:59.680]  惹來一片猜測
[00:00:59.680 --> 00:01:02.880]  我們就會猜 為什麼要換班呢
[00:01:02.880 --> 00:01:05.920]  是不是做得不稱職 做得不好
[00:01:05.920 --> 00:01:07.680]  被人炒魷魚
[00:01:07.680 --> 00:01:10.320]  我想無論如何我們未必會知道答案
[00:01:10.320 --> 00:01:11.920]  但是我們卻會知道
[00:01:11.920 --> 00:01:15.200]  其實身處其位的人一點都不好受
[00:01:15.200 --> 00:01:18.240]  也一點都不容易做
[00:01:18.240 --> 00:01:20.000]  剛才我說今天講道經文
[00:01:20.000 --> 00:01:23.440]  是在耶利米蘇耶三章一至八節
[00:01:23.440 --> 00:01:28.080]  其實剛才我講到讀到這段審判經文的時候
[00:01:28.080 --> 00:01:30.480]  我同樣覺得今天做領袖
[00:01:30.480 --> 00:01:32.400]  做教會的領袖 做牧者
[00:01:32.400 --> 00:01:34.160]  真的一點都不容易做
[00:01:34.160 --> 00:01:38.800]  甚至會覺得要講這段訊息其實都很難
[00:01:38.800 --> 00:01:42.080]  特別當你見到神要向一班牧羊人
[00:01:42.080 --> 00:01:46.480]  其實就是包括當時的王 先知 祭司
[00:01:46.480 --> 00:01:50.080]  就是這一班領袖去問責的時候
[00:01:50.080 --> 00:01:52.400]  我們見到祂一開口是什麼
[00:01:52.400 --> 00:01:54.080]  祂說禍災
[00:01:54.080 --> 00:01:57.840]  其實禍災是廣東人所講的大件事
[00:01:57.840 --> 00:02:00.080]  你們死定了
[00:02:00.080 --> 00:02:03.280]  神說你們趕散我的羊群
[00:02:03.280 --> 00:02:05.040]  並沒有看顧他們
[00:02:05.040 --> 00:02:08.240]  我必討你們這行惡的罪
[00:02:08.240 --> 00:02:10.240]  當你閱讀下去的時候
[00:02:10.240 --> 00:02:14.080]  我彷彿會看到當教會出現問題的時候
[00:02:14.080 --> 00:02:15.440]  有什麼不對勁
[00:02:15.440 --> 00:02:18.320]  做領袖的就要負上所有責任
[00:02:18.320 --> 00:02:21.360]  會眾就好像一點都不關事
[00:02:21.360 --> 00:02:24.560]  為什麼呢?你見經文寫到當領袖犯錯
[00:02:24.560 --> 00:02:26.960]  要接受神的大懲罰的時候
[00:02:26.960 --> 00:02:30.080]  會眾怎麼說呢?會眾是怎樣的呢?
[00:02:30.080 --> 00:02:33.680]  神說祂會將他們帶回羊圈
[00:02:33.680 --> 00:02:36.400]  叫他們以後都不用怕怕
[00:02:36.400 --> 00:02:38.400]  你說做會眾多好呢?
[00:02:38.400 --> 00:02:40.400]  以後教會如果出現什麼問題
[00:02:40.400 --> 00:02:42.960]  奉獻不夠 聚會人數下跌
[00:02:42.960 --> 00:02:46.160]  崇拜又或者另外一些侍奉人手不夠的話
[00:02:46.160 --> 00:02:48.240]  大家就可以說
[00:02:48.240 --> 00:02:50.560]  神啊 你去找那班牧羊人
[00:02:50.560 --> 00:02:52.240]  你去找那班領袖
[00:02:52.240 --> 00:02:53.760]  有事就進他們的羊圈
[00:02:53.760 --> 00:02:54.800]  不關我的事
[00:02:54.800 --> 00:02:59.280]  我不過是羊仔 羊女而已
[00:02:59.280 --> 00:03:02.080]  但是 是不是真的這樣呢?
[00:03:02.080 --> 00:03:04.720]  是不是只是關領袖的事呢?
[00:03:04.720 --> 00:03:06.960]  我們其實知道在舊約聖經裡面
[00:03:06.960 --> 00:03:08.960]  當我們見到屬神的子民
[00:03:08.960 --> 00:03:11.360]  是從一個家開始
[00:03:11.360 --> 00:03:15.280]  我們見到神是揀選了阿不拉罕這個家
[00:03:15.280 --> 00:03:17.120]  然後從這個家開始
[00:03:17.120 --> 00:03:19.120]  去演變成為一個民族
[00:03:19.120 --> 00:03:21.440]  然後再變成一個國家
[00:03:21.440 --> 00:03:23.440]  我們見到這個組織是從家
[00:03:23.440 --> 00:03:25.440]  從族 從國
[00:03:25.440 --> 00:03:28.400]  無論如何都是一個共通的特質
[00:03:28.400 --> 00:03:30.400]  說的是人人有份
[00:03:30.400 --> 00:03:31.920]  你作為一家之主
[00:03:31.920 --> 00:03:33.920]  你都是一個領袖
[00:03:33.920 --> 00:03:35.920]  而我們見到其實在舊約聖經裡面
[00:03:35.920 --> 00:03:39.360]  很多時候神罵一班以色列的領袖的時候
[00:03:39.360 --> 00:03:42.560]  他在罵的就是那班群體
[00:03:42.560 --> 00:03:44.560]  說的不只是領袖層
[00:03:44.560 --> 00:03:47.680]  是整個以色列的群體
[00:03:47.680 --> 00:03:53.360]  我不是在這裡想推卸作為教會領袖一份子的責任
[00:03:53.360 --> 00:03:56.720]  其實事實上我相信作為教會的領袖
[00:03:56.720 --> 00:03:59.760]  要承擔責任是很應該的
[00:03:59.760 --> 00:04:03.680]  我想說的是其實當我們細心看這段經文的時候
[00:04:03.680 --> 00:04:06.480]  它似乎不是叫我們手指指
[00:04:06.480 --> 00:04:09.120]  去指出誰要負責任
[00:04:09.120 --> 00:04:10.640]  這段經文的焦點
[00:04:10.640 --> 00:04:14.640]  其實說出的一件事無論是神的羊群
[00:04:14.640 --> 00:04:17.440]  神的百姓落在什麼處境
[00:04:17.440 --> 00:04:19.760]  神仍然定義愛我們
[00:04:19.760 --> 00:04:22.400]  神仍然定義尋找我們
[00:04:22.400 --> 00:04:26.240]  不過想進一步去說這個信息之先
[00:04:26.240 --> 00:04:28.240]  我想和大家首先去看一下
[00:04:28.240 --> 00:04:30.640]  究竟這班領袖在當天
[00:04:30.640 --> 00:04:32.640]  又真正在發生什麼事呢
[00:04:32.640 --> 00:04:36.640]  神為什麼會對這班領袖作出大懲罰
[00:04:36.640 --> 00:04:38.640]  原因是什麼呢
[00:04:38.640 --> 00:04:41.680]  我講一講這個經文的背景
[00:04:41.680 --> 00:04:45.520]  其實當時就在主前589年
[00:04:45.520 --> 00:04:49.040]  耶利米是當時猶大國的先知
[00:04:49.040 --> 00:04:52.640]  聖經說神父召耶利米做先知
[00:04:52.640 --> 00:04:54.320]  他的職責是什麼呢
[00:04:54.320 --> 00:04:59.200]  就是要施行拔出、拆毀、毀壞、傾覆
[00:04:59.200 --> 00:05:03.280]  然後又要建立災籍
[00:05:03.280 --> 00:05:06.000]  神是要讓那班百姓知道
[00:05:06.000 --> 00:05:08.320]  當他們要叛逆神的時候
[00:05:08.320 --> 00:05:10.720]  神就會拆毀、毀壞
[00:05:10.720 --> 00:05:12.560]  而當他們信服神的時候
[00:05:12.560 --> 00:05:15.600]  神就會重新建立他們的生命
[00:05:15.600 --> 00:05:20.560]  而當時北國以色列已經被滅一百多年
[00:05:20.560 --> 00:05:24.240]  剩下的就是南國猶大這兩個支派
[00:05:24.240 --> 00:05:27.760]  雖然見到以色列的國家前車可鑒
[00:05:27.760 --> 00:05:31.760]  但是這幾個猶大懦弱無能的君王
[00:05:31.760 --> 00:05:35.520]  他們仍然將先知的警告當做以邊封
[00:05:35.520 --> 00:05:40.320]  整個猶大的民族做了很多惹神生氣的事情
[00:05:40.320 --> 00:05:44.160]  而至於神最終要出手管教他們
[00:05:44.160 --> 00:05:45.680]  當時是怎樣的呢
[00:05:45.680 --> 00:05:49.840]  當時是猶大王西底加受他的神僕慫恿
[00:05:49.840 --> 00:05:52.800]  他想要脫離巴比倫的轄制
[00:05:52.800 --> 00:05:56.480]  於是他就想借助埃及的介入
