
[00:00:00.000 --> 00:00:11.600]  今天我們要跟弟兄姊妹一同來看這個四篇一百二十七篇跟一百二十八篇
[00:00:11.600 --> 00:00:15.000]  這兩首上行之詩
[00:00:15.000 --> 00:00:23.000]  我們現在在讀的就是上行之詩的其中兩首
[00:00:23.000 --> 00:00:26.600]  上行之詩從一百二十首開始
[00:00:26.600 --> 00:00:31.600]  一直到一百三十四首
[00:00:31.600 --> 00:00:35.000]  一共有十五首都是上行之詩
[00:00:35.000 --> 00:00:41.800]  現在我們來到一百二十五首
[00:00:41.800 --> 00:00:45.200]  一百二十七首到一百二十八首
[00:00:45.200 --> 00:00:53.600]  我們先來讀四篇一百二十七篇
[00:00:53.600 --> 00:00:56.000]  我們一起來
[00:00:56.000 --> 00:00:59.200]  若不是爺華建造房屋
[00:00:59.200 --> 00:01:02.200]  建造的人就枉然勞力
[00:01:02.200 --> 00:01:05.400]  若不是爺華看守城池
[00:01:05.400 --> 00:01:08.600]  看守的人就枉然精心
[00:01:08.600 --> 00:01:10.600]  你們清晨早起
[00:01:10.600 --> 00:01:12.200]  夜晚安歇
[00:01:12.200 --> 00:01:14.400]  吃勞碌得來的飯
[00:01:14.400 --> 00:01:16.000]  本是枉然
[00:01:16.000 --> 00:01:19.000]  唯有爺華所親愛的
[00:01:19.000 --> 00:01:22.000]  就叫他安然睡覺
[00:01:22.000 --> 00:01:26.000]  兒女是爺華所賜的產業
[00:01:26.000 --> 00:01:29.600]  所懷的胎是他所給的賞賜
[00:01:29.600 --> 00:01:32.400]  少年時所收藏的兒女
[00:01:32.400 --> 00:01:35.000]  好像永世所送的箭
[00:01:35.000 --> 00:01:39.000]  箭袋充滿了血味有無
[00:01:39.000 --> 00:01:41.000]  他們在城門口
[00:01:41.000 --> 00:01:43.400]  和仇敵說話的時候
[00:01:43.400 --> 00:01:52.400]  並不知有多愧
[00:01:52.400 --> 00:01:56.400]  《尚行之詩》的一百二十七首
[00:01:56.400 --> 00:01:58.800]  我把它定的題目是
[00:01:58.800 --> 00:02:00.400]  蒙古的家
[00:02:00.400 --> 00:02:03.200]  因為這裡面都講到一個家
[00:02:03.200 --> 00:02:06.800]  怎麼樣的家是蒙古的
[00:02:06.800 --> 00:02:09.800]  因為每一首《尚行之詩》
[00:02:09.800 --> 00:02:13.800]  它就是把重點
[00:02:13.800 --> 00:02:17.800]  把注意力放在神的身上
[00:02:17.800 --> 00:02:20.200]  這一首就叫我們看見
[00:02:20.200 --> 00:02:28.200]  這一首是怎樣成為一個美滿的家庭
[00:02:28.200 --> 00:02:31.400]  就是有神在當中
[00:02:31.400 --> 00:02:32.600]  師父
[00:02:32.600 --> 00:02:34.600]  那麼這樣的家
[00:02:34.600 --> 00:02:36.200]  才能依靠神
[00:02:36.200 --> 00:02:38.400]  才能夠被建立起來
[00:02:38.400 --> 00:02:41.200]  才能夠來享受神
[00:02:41.200 --> 00:02:46.200]  給的家庭的一個福氣
[00:02:46.200 --> 00:02:49.800]  因為在希伯來書也就說到
[00:02:49.800 --> 00:02:53.200]  第三章第四節就說到
[00:02:53.200 --> 00:02:58.000]  他說房屋呢
[00:02:58.000 --> 00:03:01.800]  因為房屋都必有人建造
[00:03:01.800 --> 00:03:05.800]  但是建造萬物的就是神
[00:03:05.800 --> 00:03:08.400]  建造萬物的神就包括說
[00:03:08.400 --> 00:03:11.800]  建造一個家也是神
[00:03:11.800 --> 00:03:14.000]  雖然我們人看起來一個家
[00:03:14.000 --> 00:03:18.000]  就是男女雙方願意在一起的話
[00:03:18.000 --> 00:03:20.600]  養兒育女就成了家了
[00:03:20.600 --> 00:03:23.400]  但真正的神的心目中
[00:03:23.400 --> 00:03:27.200]  家庭的建立也離不開神
[00:03:27.200 --> 00:03:29.600]  所以建立房屋的
[00:03:29.600 --> 00:03:34.000]  建立萬物的就是神
[00:03:34.000 --> 00:03:37.000]  在這個希伯來文
[00:03:37.000 --> 00:03:41.200]  兒子跟女兒這兩個字的話
[00:03:41.200 --> 00:03:44.600]  都是一個字根
[00:03:44.600 --> 00:03:49.200]  這個字根裡頭就說是建造
[00:03:49.200 --> 00:03:51.600]  女兒是建造
[00:03:51.600 --> 00:03:52.800]  要建造
[00:03:52.800 --> 00:03:54.400]  兒子也建造
[00:03:54.400 --> 00:03:56.600]  一個家就要建造
[00:03:56.600 --> 00:03:59.600]  不是無緣無故就來的
[00:03:59.600 --> 00:04:02.600]  不是無緣無故就能夠蒙福的
[00:04:02.600 --> 00:04:05.800]  都是從神來的一個建造
[00:04:05.800 --> 00:04:08.200]  如果不是神來建立這個家
[00:04:08.200 --> 00:04:10.800]  神賜福給這個家的話
[00:04:10.800 --> 00:04:13.000]  靠著我們自己
[00:04:13.000 --> 00:04:19.400]  很難建立一個健康又蒙福的一個家
[00:04:19.400 --> 00:04:24.200]  尤其現在這樣一個時代當中
[00:04:24.200 --> 00:04:28.600]  一個家不管你父母怎麼努力的話
[00:04:28.600 --> 00:04:31.800]  因為你的家是在一個社會當中
[00:04:31.800 --> 00:04:34.000]  一個不信神的時代當中
[00:04:34.000 --> 00:04:35.800]  要保持這個家的話
[00:04:35.800 --> 00:04:41.600]  蒙福實在是不是靠著父母的力量
[00:04:41.600 --> 00:04:44.600]  而是真的需要神來保守
[00:04:44.600 --> 00:04:46.200]  神來賜福
[00:04:46.200 --> 00:04:49.600]  神來賜力量
[00:04:49.600 --> 00:04:53.200]  所以現在你看
[00:04:53.200 --> 00:04:56.400]  在建造這個父母
[00:04:56.400 --> 00:04:59.400]  好像也像建造房屋一樣的
[00:04:59.400 --> 00:05:03.600]  你很多古代的時候遺留下來的這些
[00:05:03.600 --> 00:05:05.800]  很有名的建築的話
[00:05:05.800 --> 00:05:09.400]  也是好像看起來很輝煌
[00:05:09.400 --> 00:05:14.400]  可是很多過去古代的建築物
[00:05:14.400 --> 00:05:17.200]  現在好多都成為廢墟了
[00:05:17.200 --> 00:05:19.200]  現在遺留下來的話
[00:05:19.200 --> 00:05:20.800]  也是不多
[00:05:20.800 --> 00:05:23.200]  也是很危險
[00:05:23.200 --> 00:05:26.000]  什麼時候有點災禍
[00:05:26.000 --> 00:05:31.200]  有些火災這個房子就報廢了
[00:05:31.200 --> 00:05:33.400]  就壞了
[00:05:33.400 --> 00:05:35.600]  所以一個房子都是這樣的
[00:05:35.600 --> 00:05:39.400]  有可能已經有一千年兩千年了
[00:05:39.400 --> 00:05:43.000]  可是過了這天就毀壞了
[00:05:43.000 --> 00:05:45.200]  所以我們要看到
[00:05:45.200 --> 00:05:48.200]  一個房子能保存下來不容易
[00:05:48.200 --> 00:05:54.200]  一個家庭能夠蒙恩蒙福也不容易
[00:05:54.200 --> 00:05:58.000]  第一節就說到
[00:05:58.000 --> 00:06:00.600]  勒布什葉花建造房屋
[00:06:00.600 --> 00:06:03.600]  建造的人有往來勞力
[00:06:03.600 --> 00:06:08.000]  這房屋就指的我們的家
[00:06:08.000 --> 00:06:10.000]  下面又說
[00:06:10.000 --> 00:06:13.000]  勒布什葉花看守城池
[00:06:13.000 --> 00:06:15.600]  看守的人有往來警醒
[00:06:15.600 --> 00:06:18.400]  這個城池就是城市
[00:06:18.400 --> 00:06:21.400]  城市就是好多家在一起的
[00:06:21.400 --> 00:06:23.600]  這個地方就叫城市
[00:06:23.600 --> 00:06:28.600]  所以這兩個都說到
[00:06:28.600 --> 00:06:31.000]  若是沒有省的恩典
[00:06:31.000 --> 00:06:34.200]  和沒有省的幫助的話
[00:06:34.200 --> 00:06:37.200]  我們的努力都是落空的
[00:06:37.200 --> 00:06:41.000]  所以從個體到集體
[00:06:41.000 --> 00:06:43.600]  從一個個人一個小家
[00:06:43.600 --> 00:06:45.600]  到一個大的城市
[00:06:45.600 --> 00:06:48.000]  都是這樣的情形
[00:06:48.000 --> 00:06:50.400]  都是要靠省的恩典
[00:06:50.400 --> 00:06:53.600]  靠省的幫助
[00:06:53.600 --> 00:06:56.200]  所以這個第一節裡頭就說到
[00:06:56.200 --> 00:06:58.800]  兩個往來
[00:06:58.800 --> 00:07:00.600]  一個就是
[00:07:00.600 --> 00:07:04.200]  勒布什省的建造的話
[00:07:04.200 --> 00:07:07.200]  你建造的人就往來勞力的
[00:07:07.200 --> 00:07:09.400]  可能你費了好多的力氣
[00:07:09.400 --> 00:07:11.000]  花了好多的錢
[00:07:11.000 --> 00:07:14.800]  但是這個家沒有被建立起來
[00:07:14.800 --> 00:07:16.400]  一個城也是這樣
[00:07:16.400 --> 00:07:18.200]  勒布什省的建造
[00:07:18.200 --> 00:07:19.600]  省看護的話
[00:07:19.600 --> 00:07:22.400]  這個城也建立不起來
[00:07:22.400 --> 00:07:23.800]  即使有個城
[00:07:23.800 --> 00:07:26.200]  也是一個名無其實的
[00:07:26.200 --> 00:07:28.200]  我沒有安全
[00:07:28.200 --> 00:07:30.400]  不能給城帶來繁榮
[00:07:30.400 --> 00:07:32.000]  不能使中間的人
[00:07:32.000 --> 00:07:33.800]  能夠安居樂業
[00:07:33.800 --> 00:07:35.600]  那麼這個都是看到
[00:07:35.600 --> 00:07:37.600]  現在這個世界上的情形
[00:07:37.600 --> 00:07:41.400]  都是很多有這樣的情形
[00:07:41.400 --> 00:07:42.800]  所以一個是
[00:07:42.800 --> 00:07:44.600]  往來勞力
[00:07:44.600 --> 00:07:46.000]  花了不少力氣
[00:07:46.000 --> 00:07:48.000]  但是效果不大
[00:07:48.000 --> 00:07:50.000]  還有往來警醒
[00:07:50.000 --> 00:07:51.200]  你看守這個城市
[00:07:51.200 --> 00:07:52.800]  要把它弄得很好
[00:07:52.800 --> 00:07:54.200]  很放心
[00:07:54.200 --> 00:07:55.800]  很安全
[00:07:55.800 --> 00:07:58.600]  但是有時候也花了不少力氣
[00:07:58.600 --> 00:08:01.000]  也是往來的警醒
[00:08:01.000 --> 00:08:02.200]  所以這裡說
[00:08:02.200 --> 00:08:03.800]  不管你是個人的
[00:08:03.800 --> 00:08:06.200]  個人是集體的
[00:08:06.200 --> 00:08:08.800]  都是要省的恩典
[00:08:08.800 --> 00:08:10.200]  省的保守
[00:08:10.200 --> 00:08:11.200]  幫助
[00:08:11.200 --> 00:08:16.000]  才可以達到一個美好的地步
