
[00:00:00.000 --> 00:00:04.000]  大家早上好高興在這麼特別的日子
[00:00:04.000 --> 00:00:07.000]  再一次來到你們當中來分享神的話語
[00:00:07.000 --> 00:00:09.000]  我想這個是
[00:00:09.000 --> 00:00:13.000]  好像不知道第幾次的母親節我們在這裡分享
[00:00:13.000 --> 00:00:15.000]  不過很開心能夠有機會來
[00:00:15.000 --> 00:00:19.000]  在這裡特別祝賀所有的母親母親節快樂
[00:00:19.000 --> 00:00:23.000]  我想提醒你也提醒我們自己
[00:00:23.000 --> 00:00:25.000]  我們所拜相的
[00:00:25.000 --> 00:00:26.000]  為了子女拜相的
[00:00:26.000 --> 00:00:28.000]  神都看見神都知道
[00:00:28.000 --> 00:00:30.000]  雖然我們有些子女未必會提醒
[00:00:30.000 --> 00:00:32.000]  未必會欣賞你所做的
[00:00:32.000 --> 00:00:34.000]  但是神看見神都知道
[00:00:34.000 --> 00:00:37.000]  見神自己長上你
[00:00:37.000 --> 00:00:40.000]  今天就想跟大家分享這個題目
[00:00:40.000 --> 00:00:43.000]  為何望鹿?為誰活?
[00:00:43.000 --> 00:00:45.000]  我想大部分的母親
[00:00:45.000 --> 00:00:47.000]  即是小孩在家的時候
[00:00:47.000 --> 00:00:50.000]  很多時間都是為了小孩望鹿的
[00:00:50.000 --> 00:00:53.000]  但是當小孩長大了之後
[00:00:53.000 --> 00:00:57.000]  可能爸爸媽媽都會感覺到有些失落
[00:00:57.000 --> 00:00:59.000]  現在好像沒那麼忙
[00:00:59.000 --> 00:01:01.000]  現在做甚麼呢?
[00:01:01.000 --> 00:01:05.000]  幾個月前有一個教會的領袖
[00:01:05.000 --> 00:01:07.000]  他就跟我聯絡
[00:01:07.000 --> 00:01:09.000]  他說我想請你幫我
[00:01:09.000 --> 00:01:14.000]  鼓勵我們的空巢期團契的弟兄姊妹
[00:01:14.000 --> 00:01:16.000]  繼續成長
[00:01:16.000 --> 00:01:20.000]  他們的團契有很多剛剛進入空巢期的人
[00:01:20.000 --> 00:01:25.000]  他就說他們有些失落
[00:01:25.000 --> 00:01:27.000]  不知道下一步要怎樣
[00:01:27.000 --> 00:01:30.000]  他們還有精力、有體力、有時間
[00:01:30.000 --> 00:01:32.000]  但是有些失落
[00:01:32.000 --> 00:01:35.000]  他說我相信神在他們身上
[00:01:35.000 --> 00:01:37.000]  還是有美好的計劃的
[00:01:37.000 --> 00:01:38.000]  還有旨意的
[00:01:38.000 --> 00:01:40.000]  但是他們需要神給他們
[00:01:40.000 --> 00:01:42.000]  一些帶領清楚的指引
[00:01:42.000 --> 00:01:44.000]  他們需要一個答案
[00:01:44.000 --> 00:01:46.000]  就是小孩長大了
[00:01:46.000 --> 00:01:47.000]  事業穩定了
[00:01:47.000 --> 00:01:49.000]  經濟穩定了
[00:01:49.000 --> 00:01:52.000]  那我還有甚麼可以讓我忙碌呢?
[00:01:52.000 --> 00:01:55.000]  我還有甚麼值得我活下去呢?
[00:01:55.000 --> 00:02:00.000]  我下一個階段的生命的焦點和目標是甚麼?
[00:02:00.000 --> 00:02:03.000]  我看到我們當中
[00:02:03.000 --> 00:02:06.000]  其實我想很多都是空巢期階段的
[00:02:06.000 --> 00:02:08.000]  或者已經空巢一段時間了
[00:02:08.000 --> 00:02:10.000]  不知道你有沒有問過這個問題呢?
[00:02:10.000 --> 00:02:12.000]  或者曾經問過這個問題
[00:02:12.000 --> 00:02:14.000]  那你的答案是甚麼呢?
[00:02:14.000 --> 00:02:16.000]  為孫子而活?
[00:02:16.000 --> 00:02:18.000]  我知道我有些朋友都是在照顧孫子
[00:02:18.000 --> 00:02:20.000]  一個星期照顧三天四天
[00:02:20.000 --> 00:02:21.000]  照顧孫子
[00:02:21.000 --> 00:02:23.000]  如果我和他們去度假
[00:02:23.000 --> 00:02:25.000]  也要等他們放假
[00:02:25.000 --> 00:02:28.000]  小孩有爸爸媽媽照顧
[00:02:28.000 --> 00:02:29.000]  他才可以去
[00:02:29.000 --> 00:02:32.000]  是否為了遊船河而活呢?
[00:02:32.000 --> 00:02:33.000]  去遊艇
[00:02:33.000 --> 00:02:35.000]  我知道我有些朋友是去遊艇
[00:02:35.000 --> 00:02:37.000]  是否為了打高爾夫球
[00:02:37.000 --> 00:02:39.000]  或者為了嗜好而活呢?
[00:02:39.000 --> 00:02:41.000]  看電視?
[00:02:41.000 --> 00:02:42.000]  看報紙?
[00:02:42.000 --> 00:02:44.000]  看手機?
[00:02:44.000 --> 00:02:47.000]  你覺得現在在這個階段
[00:02:47.000 --> 00:02:50.000]  神給你的生命目標的意義是甚麼?
[00:02:50.000 --> 00:02:54.000]  或者有些當中你們還在忙著照顧小孩
[00:02:54.000 --> 00:02:55.000]  小孩在家裡
[00:02:55.000 --> 00:02:57.000]  或者是青少年
[00:02:57.000 --> 00:02:59.000]  沒有時間去想這些問題
[00:02:59.000 --> 00:03:03.000]  但是你都可能因為這個問題的答案
[00:03:03.000 --> 00:03:05.000]  來引導你的生活
[00:03:05.000 --> 00:03:09.000]  潛意識有可能是為了你的小孩來生活
[00:03:09.000 --> 00:03:12.000]  為了你的小孩可以進了好的大學
[00:03:12.000 --> 00:03:14.000]  有好的專業來活
[00:03:14.000 --> 00:03:16.000]  你可以想想你的時間表
[00:03:16.000 --> 00:03:18.000]  一個星期的時間表
[00:03:18.000 --> 00:03:20.000]  還有你每一天和你的家人
[00:03:20.000 --> 00:03:23.000]  或者小孩聊天
[00:03:23.000 --> 00:03:24.000]  做的事
[00:03:24.000 --> 00:03:25.000]  甚至有的衝突
[00:03:25.000 --> 00:03:29.000]  是否都是和這些目標有關?
[00:03:29.000 --> 00:03:32.000]  或者你已經事業成功了
[00:03:32.000 --> 00:03:33.000]  那你事業穩定
[00:03:33.000 --> 00:03:34.000]  退休之後
[00:03:34.000 --> 00:03:37.000]  到底你為甚麼來活呢?
[00:03:37.000 --> 00:03:40.000]  為甚麼來忙?
[00:03:40.000 --> 00:03:41.000]  沒有小孩的人
[00:03:41.000 --> 00:03:43.000]  更加應該會想到這個問題
[00:03:43.000 --> 00:03:45.000]  特別過去兩年的疫情
[00:03:45.000 --> 00:03:48.000]  令很多人有機會去反思人生
[00:03:48.000 --> 00:03:49.000]  因為生命是這麼脆弱
[00:03:49.000 --> 00:03:52.000]  隨時都可以失去生命的
[00:03:52.000 --> 00:03:54.000]  到底為甚麼來忙?
[00:03:54.000 --> 00:03:57.000]  青少年都是想這個問題
[00:03:57.000 --> 00:04:00.000]  大學生我的主修是甚麼?
[00:04:00.000 --> 00:04:01.000]  中年人反思
[00:04:01.000 --> 00:04:02.000]  中年危機
[00:04:02.000 --> 00:04:05.000]  很多時候都是在想人生是甚麼回事
[00:04:05.000 --> 00:04:07.000]  環境改變
[00:04:07.000 --> 00:04:08.000]  熟悉的人離開
[00:04:08.000 --> 00:04:11.000]  都可能會想這些問題
[00:04:11.000 --> 00:04:13.000]  我自己在十六歲的時候
[00:04:13.000 --> 00:04:15.000]  都深入去想這個問題
[00:04:15.000 --> 00:04:16.000]  為甚麼呢?
[00:04:16.000 --> 00:04:17.000]  因為那一年
[00:04:17.000 --> 00:04:18.000]  一方面我是青少年
[00:04:18.000 --> 00:04:20.000]  在想我人生到底做甚麼
[00:04:20.000 --> 00:04:21.000]  另一方面
[00:04:21.000 --> 00:04:22.000]  我爸爸在那一年
[00:04:22.000 --> 00:04:24.000]  突然心臟病離開
[00:04:24.000 --> 00:04:25.000]  我就在想
[00:04:25.000 --> 00:04:27.000]  那時候他的離開
[00:04:27.000 --> 00:04:28.000]  令我這個書蟲
[00:04:28.000 --> 00:04:30.000]  那時候是書蟲
[00:04:30.000 --> 00:04:31.000]  經常讀書
[00:04:31.000 --> 00:04:33.000]  一天到晚讀書
[00:04:33.000 --> 00:04:34.000]  書蟲說
[00:04:34.000 --> 00:04:36.000]  為甚麼要這麼拼命讀書呢?
[00:04:36.000 --> 00:04:37.000]  拼命讀書
[00:04:37.000 --> 00:04:40.000]  最後就是一場空
[00:04:40.000 --> 00:04:42.000]  最初我沒有答案的時候
[00:04:42.000 --> 00:04:44.000]  我覺得很失落
[00:04:44.000 --> 00:04:46.000]  甚至感到憂鬱
[00:04:46.000 --> 00:04:48.000]  沒有生命的動力目標
[00:04:48.000 --> 00:04:50.000]  覺得很虛空
[00:04:50.000 --> 00:04:51.000]  好像阻撓門網一樣
[00:04:51.000 --> 00:04:53.000]  一切都很虛空
[00:04:53.000 --> 00:04:54.000]  直到我遇見耶穌
[00:04:54.000 --> 00:04:56.000]  在那一年的青少年
[00:04:56.000 --> 00:04:59.000]  仍然有機會認識耶穌
