
[00:00:00.000 --> 00:00:09.000]  今天選擇跟大家來看約翰福音十二章開始這個部分
[00:00:09.000 --> 00:00:13.000]  這是一個很熟悉的故事
[00:00:13.000 --> 00:00:22.000]  四福音裡面似乎都有類似的耶穌被告的故事
[00:00:22.000 --> 00:00:26.000]  不過全部都有出入的
[00:00:26.000 --> 00:00:30.000]  你想嘗試對比一下是不是差不多你會發覺
[00:00:30.000 --> 00:00:33.000]  四個故事都有不同
[00:00:33.000 --> 00:00:40.000]  有一點像耶穌基督唯一一個的神蹟是四個福音書都有的
[00:00:40.000 --> 00:00:42.000]  就是五餅二魚的神蹟
[00:00:42.000 --> 00:00:46.000]  你會發覺四個福音書講的都不同的
[00:00:46.000 --> 00:00:48.000]  有一個沒有小孩子的
[00:00:48.000 --> 00:00:49.000]  有一個是有小孩子的
[00:00:49.000 --> 00:00:52.000]  小孩子是被人帶來還是自己來
[00:00:52.000 --> 00:00:54.000]  全部不同的
[00:00:54.000 --> 00:00:57.000]  這裡一樣在馬太福音二十六章
[00:00:57.000 --> 00:00:59.000]  馬可福音十四章
[00:00:59.000 --> 00:01:04.000]  和路加福音第七章都有類似的故事
[00:01:04.000 --> 00:01:07.000]  究竟是不是呢
[00:01:07.000 --> 00:01:10.000]  我們不花時間在這裡討論了
[00:01:10.000 --> 00:01:17.000]  因為也都有在耶穌入聖前還是入聖後的分別
[00:01:17.000 --> 00:01:20.000]  所以我們不花時間
[00:01:20.000 --> 00:01:24.000]  也都是很明顯的
[00:01:24.000 --> 00:01:28.000]  即使都是同一個的故事
[00:01:28.000 --> 00:01:30.000]  我們需要明白
[00:01:30.000 --> 00:01:38.000]  四個福音書作者選擇四個不同的角度來看耶穌這件事情
[00:01:38.000 --> 00:01:44.000]  正正就是告訴我們他們要我們學到的是不同的功課
[00:01:44.000 --> 00:01:51.000]  所以今天我們單單來看約翰究竟想我們學到什麼
[00:01:51.000 --> 00:01:55.000]  所以你就不要想馬太又說什麼呢
[00:01:55.000 --> 00:01:57.000]  路加又為什麼這樣說呢
[00:01:57.000 --> 00:01:59.000]  這些等他們說
[00:01:59.000 --> 00:02:02.000]  你第二次再請我來我再告訴你
[00:02:02.000 --> 00:02:05.000]  我們今天只看約翰福音
[00:02:05.000 --> 00:02:12.000]  約翰究竟說了些什麼呢
[00:02:12.000 --> 00:02:19.000]  他就告訴我們有人在八大尼這個地方為耶穌預備了賢職
[00:02:19.000 --> 00:02:24.000]  當然我們屏幕用的是修訂本的和合本
[00:02:24.000 --> 00:02:29.000]  我用的是傳統的和合本
[00:02:29.000 --> 00:02:32.000]  有一點點出入的
[00:02:32.000 --> 00:02:35.000]  新的和合本修訂了
[00:02:35.000 --> 00:02:45.000]  他在解釋上面加了一些現在的今天中文比較通順的一種的翻譯
[00:02:45.000 --> 00:02:47.000]  也是這樣的緣故
[00:02:47.000 --> 00:02:52.000]  以致容易明白
[00:02:52.000 --> 00:02:54.000]  但也有另外一個問題了
[00:02:54.000 --> 00:03:01.000]  就是變成他會有一些地方我們看不到他有多少其他的可能性
[00:03:01.000 --> 00:03:05.000]  這個是古舊和合本的好處
[00:03:05.000 --> 00:03:09.000]  給了我們多一些思考的空間
[00:03:09.000 --> 00:03:12.000]  經文裡面說
[00:03:12.000 --> 00:03:17.000]  耶穌去參加了一個賢職是特意為耶穌預備的
[00:03:17.000 --> 00:03:20.000]  在這段經文裡面提到有很多人
[00:03:20.000 --> 00:03:24.000]  不過只有五個人有名字
[00:03:24.000 --> 00:03:26.000]  有學者認為
[00:03:26.000 --> 00:03:32.000]  這裏又提到馬大在這裏事後顯示
[00:03:32.000 --> 00:03:40.000]  可能是在馬大的家裏就好像上次耶穌去他們家裏作下一樣
[00:03:40.000 --> 00:03:48.000]  但是當我們看經文的時候似乎不是這樣
[00:03:48.000 --> 00:03:51.000]  第二節裡面形容到拉撒路的時候
[00:03:51.000 --> 00:03:58.000]  聖經是這樣說的 拉撒路也在那裏和耶穌一起坐席的人當中
[00:03:58.000 --> 00:04:00.000]  這樣的說法表示
[00:04:00.000 --> 00:04:04.000]  他是和耶穌一樣都是賓客
[00:04:04.000 --> 00:04:10.000]  都是被請去赴賢職的人之一
[00:04:10.000 --> 00:04:15.000]  所以雖然地點是在拉撒路復活的地方伯大尼
[00:04:15.000 --> 00:04:19.000]  但是似乎不是在這家人裏面
[00:04:19.000 --> 00:04:23.000]  那你說都不在他家裏 為什麽馬大又去事後呢
[00:04:23.000 --> 00:04:27.000]  你可能就想起《路加福音》第十章
[00:04:27.000 --> 00:04:30.000]  馬大那次又事後
[00:04:30.000 --> 00:04:33.000]  不過就被耶穌罵 是不是
[00:04:33.000 --> 00:04:36.000]  那你說不一定罵的 只是罵他而已
[00:04:36.000 --> 00:04:39.000]  但是這裏耶穌這次又沒有罵他
[00:04:39.000 --> 00:04:42.000]  馬大仍然在這裏事後
[00:04:42.000 --> 00:04:44.000]  所以我們要明白
[00:04:44.000 --> 00:04:47.000]  《路加福音》那次絕對不是因為
[00:04:47.000 --> 00:04:52.000]  馬大不乖乖坐在這裏聽耶穌說話 所以被罵的
[00:04:52.000 --> 00:04:54.000]  因為如果是這樣的話
[00:04:54.000 --> 00:04:57.000]  馬大這次都不應該在這裏事後
[00:04:57.000 --> 00:04:59.000]  聖經講得很清楚了
[00:04:59.000 --> 00:05:04.000]  當時耶穌責備他 是因為他心裏忙亂
[00:05:04.000 --> 00:05:08.000]  所以你千萬不要拿這段經文作為不侍奉的藉口
[00:05:08.000 --> 00:05:11.000]  穆斯林我乖乖坐在這裏聽而已
[00:05:11.000 --> 00:05:16.000]  我不用侍奉的 耶穌會罵的 對不起
[00:05:16.000 --> 00:05:21.000]  你仍然要侍奉 不過不要心裏忙亂就行了
[00:05:21.000 --> 00:05:24.000]  所以馬大仍然在這裏事後
[00:05:24.000 --> 00:05:27.000]  在當時的文化來說
[00:05:27.000 --> 00:05:31.000]  如果你的朋友請了一些大人物
[00:05:31.000 --> 00:05:37.000]  很多時候都會請隔離鄰舍過來幫忙招呼
[00:05:37.000 --> 00:05:43.000]  所以馬大在這裏事後是很正常的事情
[00:05:43.000 --> 00:05:48.000]  聖經告訴我們 當時就是一個這樣的環境當中
[00:05:48.000 --> 00:05:52.000]  產生了一個故事
[00:05:52.000 --> 00:05:55.000]  這個故事有兩個很重要的人物
[00:05:55.000 --> 00:06:00.000]  一個是瑪麗亞 一個是猶大
[00:06:00.000 --> 00:06:07.000]  這兩個人和一些說話構成了這個故事的中心
[00:06:07.000 --> 00:06:13.000]  也讓我們覺得我們已經很熟悉這個故事
[00:06:13.000 --> 00:06:17.000]  我不用你舉手 我相信大部份的弟兄姊妹
[00:06:17.000 --> 00:06:22.000]  你應該都聽過這個故事了
[00:06:22.000 --> 00:06:26.000]  問題是這個故事在說什麽呢
[00:06:26.000 --> 00:06:30.000]  為什麽要在這個時間約翰選擇
[00:06:30.000 --> 00:06:36.000]  記載這個故事在這個地方呢
[00:06:36.000 --> 00:06:41.000]  耶穌在故事最後給了一個結論
[00:06:41.000 --> 00:06:50.000]  祂說 由他吧 他是為我安葬之日存留的
[00:06:50.000 --> 00:06:53.000]  因為常有窮人和你們同在
[00:06:53.000 --> 00:06:58.000]  只是你們不常有我
[00:06:58.000 --> 00:07:06.000]  為什麽耶穌說容許瑪麗亞去做這件事
[00:07:06.000 --> 00:07:10.000]  不要再責備她
[00:07:10.000 --> 00:07:16.000]  而且強調做這件事是對的
[00:07:16.000 --> 00:07:23.000]  而原因是因為你們不常有耶穌基督
[00:07:23.000 --> 00:07:26.000]  究竟耶穌在說什麽呢
[00:07:26.000 --> 00:07:31.000]  今天我選擇的題目就是耶穌這句話
[00:07:31.000 --> 00:07:34.000]  只是你們不常有我
[00:07:34.000 --> 00:07:39.000]  為什麽只是不常有耶穌
[00:07:39.000 --> 00:07:44.000]  瑪麗亞就要有這樣的行動呢
[00:07:44.000 --> 00:07:46.000]  讓我們一起再有一個祈禱
[00:07:46.000 --> 00:07:51.000]  我們求聖令 引導我們進入真理裏面
[00:07:51.000 --> 00:07:56.000]  我們天上下包庫感謝你
[00:07:56.000 --> 00:08:02.000]  因為你藉著你的話語上上來教導我們
[00:08:02.000 --> 00:08:05.000]  改變我們的生命
[00:08:05.000 --> 00:08:08.000]  我們今天在這一刻又來到你的面前
[00:08:08.000 --> 00:08:11.000]  我們準備要進入你的話語當中
[00:08:11.000 --> 00:08:15.000]  我們求你的聖令就來引導我們
[00:08:15.000 --> 00:08:17.000]  讓我們能夠明白
[00:08:17.000 --> 00:08:22.000]  不單止明白 又能夠被你的話語感動
[00:08:22.000 --> 00:08:27.000]  以致我們能夠生命有改變
[00:08:27.000 --> 00:08:30.000]  對你的話語有回應
[00:08:30.000 --> 00:08:32.000]  恭敬我們每一個人
[00:08:32.000 --> 00:08:34.000]  我們仰望在你的手中
[00:08:34.000 --> 00:08:36.000]  求你親自對我們說話
[00:08:36.000 --> 00:08:39.000]  我們這樣禱告 奉耶穌基督的名求
[00:08:39.000 --> 00:08:40.000]  阿們
[00:08:45.000 --> 00:08:52.000]  第二章其實就是耶穌最後公開活動的一章的聖經
[00:08:52.000 --> 00:08:56.000]  由十三章開始 耶穌就再沒有公開活動了
[00:08:56.000 --> 00:08:58.000]  什麼叫公開活動呢
[00:08:58.000 --> 00:09:01.000]  公開活動就是和所有人接觸
[00:09:01.000 --> 00:09:05.000]  祂的教導是對所有人的 對群眾的
[00:09:05.000 --> 00:09:09.000]  由十三章開始 祂只是對著祂的門徒
[00:09:09.000 --> 00:09:12.000]  一直到丁十字架的路上
[00:09:15.000 --> 00:09:20.000]  無獨有偶 約翰選擇的記載是很有意思的
[00:09:20.000 --> 00:09:26.000]  有人說 約翰眼中的耶穌很喜歡吃
[00:09:26.000 --> 00:09:29.000]  聖誕節了 我不知道你是不是也很喜歡吃
[00:09:29.000 --> 00:09:32.000]  我很記得當年還在教會 木會的時候
[00:09:32.000 --> 00:09:35.000]  很怕聖誕節的 你知不知道
[00:09:35.000 --> 00:09:38.000]  我不知道 怕不怕
[00:09:38.000 --> 00:09:41.000]  為什麼怕聖誕節呢 因為太多東西吃了
[00:09:41.000 --> 00:09:43.000]  每次都增磅的
[00:09:43.000 --> 00:09:47.000]  這個團契又吃飯 那個團契又吃 那個又吃
[00:09:47.000 --> 00:09:50.000]  你去的一個 你不去第二個就不給面子了
[00:09:50.000 --> 00:09:53.000]  所以所有都要去 所有都要吃
[00:09:53.000 --> 00:09:55.000]  那就不行了
[00:09:55.000 --> 00:10:00.000]  所以聖誕節經常都是吃的時間
[00:10:00.000 --> 00:10:06.000]  剛才吳牧師也叫大家請人去家裡吃飯
[00:10:06.000 --> 00:10:08.000]  耶穌也吃的
[00:10:08.000 --> 00:10:11.000]  約翰福音裡面記載耶穌的公開工作
[00:10:11.000 --> 00:10:15.000]  由吃飯開始 由吃飯結束
[00:10:15.000 --> 00:10:20.000]  耶穌一開始的工作是去加拿來參加一個訓練
[00:10:20.000 --> 00:10:24.000]  又是被請客 被請去的
[00:10:24.000 --> 00:10:26.000]  行了第一個神蹟
[00:10:26.000 --> 00:10:28.000]  還要將水變為酒
[00:10:28.000 --> 00:10:33.000]  讓你和我有喝酒的聖經根據
[00:10:33.000 --> 00:10:36.000]  接著去到最後十二章
[00:10:36.000 --> 00:10:38.000]  當祂準備要離開世界之前
[00:10:38.000 --> 00:10:43.000]  最後一次和群眾接觸
[00:10:43.000 --> 00:10:46.000]  祂又在一個炎席上面
[00:10:46.000 --> 00:10:50.000]  又是被人請去 門徒都被請去
[00:10:50.000 --> 00:10:56.000]  在當中就產生了今天這個故事
[00:10:56.000 --> 00:11:00.000]  這個故事似乎很簡單直接
[00:11:00.000 --> 00:11:04.000]  就是一個這樣的炎席當中
[00:11:04.000 --> 00:11:09.000]  突然間馬利亞是耶穌很熟悉的一家人
[00:11:09.000 --> 00:11:14.000]  祂三姐弟是耶穌很愛的三姐弟
[00:11:14.000 --> 00:11:17.000]  耶穌很關心他們
[00:11:17.000 --> 00:11:19.000]  其實之前在十一章
[00:11:19.000 --> 00:11:22.000]  耶穌剛剛叫拉撒路
[00:11:22.000 --> 00:11:27.000]  就是祂們最小的弟弟從死裡復活過來
[00:11:27.000 --> 00:11:29.000]  馬利亞在這個地方
[00:11:29.000 --> 00:11:37.000]  突然間用一瓶香膏來膏抹耶穌的腳
[00:11:37.000 --> 00:11:40.000]  引起了猶大的不滿
[00:11:40.000 --> 00:11:43.000]  說了一番話
[00:11:43.000 --> 00:11:47.000]  有一個這樣的短短的故事
[00:11:47.000 --> 00:11:52.000]  究竟約翰要我們學習什麼功課呢
[00:11:52.000 --> 00:11:54.000]  首先約翰一開始
[00:11:54.000 --> 00:11:58.000]  這裡其實的確是跟前面有關的
[00:11:58.000 --> 00:12:02.000]  我們和合本沒有譯成"所以"這個字
[00:12:02.000 --> 00:12:04.000]  在第一節有"所以"
[00:12:04.000 --> 00:12:08.000]  所以如月節前六日
[00:12:08.000 --> 00:12:11.000]  很明顯的就是說這裡所說的
[00:12:11.000 --> 00:12:15.000]  這個故事之所以發生是跟前面有關
[00:12:15.000 --> 00:12:17.000]  因為前面的事情
[00:12:17.000 --> 00:12:19.000]  所以有這件事情
[00:12:19.000 --> 00:12:21.000]  前面在說什麼呢
[00:12:21.000 --> 00:12:23.000]  上面一節 第五十七節
[00:12:23.000 --> 00:12:27.000]  那時祭司掌和法例賽人早已吩咐說
[00:12:27.000 --> 00:12:29.000]  若有人知道耶穌在那裡
[00:12:29.000 --> 00:12:34.000]  就要報名好去拿他
[00:12:34.000 --> 00:12:37.000]  為什麼要抓耶穌呢
[00:12:37.000 --> 00:12:38.000]  再追上去的時候
[00:12:38.000 --> 00:12:45.000]  因為耶穌復活了 拘捕了他
[00:12:45.000 --> 00:12:49.000]  本來已經不太妥當
[00:12:49.000 --> 00:12:51.000]  不過已經去到極點了
[00:12:51.000 --> 00:12:56.000]  因為祂已經可以叫死人都復活
[00:12:56.000 --> 00:12:58.000]  祭司掌做不到
[00:12:58.000 --> 00:13:01.000]  法例賽人更做不到
