
[00:00:00.000 --> 00:00:02.000]  他特別喜歡的東西
[00:00:02.000 --> 00:00:04.000]  如果你一般你怎麼要呢
[00:00:04.000 --> 00:00:06.000]  是要不過來的
[00:00:06.000 --> 00:00:07.000]  唯一有一種方法
[00:00:07.000 --> 00:00:09.000]  你告訴他說
[00:00:09.000 --> 00:00:10.000]  你這個東西挺好的
[00:00:10.000 --> 00:00:12.000]  我們大家一起分享吧
[00:00:12.000 --> 00:00:13.000]  他就很樂意的
[00:00:13.000 --> 00:00:14.000]  把他的東西拿出來
[00:00:14.000 --> 00:00:16.000]  與別人分享
[00:00:16.000 --> 00:00:17.000]  但是久而久之
[00:00:17.000 --> 00:00:19.000]  有個問題習慣了
[00:00:19.000 --> 00:00:20.000]  他看見別人好吃的東西
[00:00:20.000 --> 00:00:21.000]  他想吃說
[00:00:21.000 --> 00:00:24.000]  我們大家一起分享吧
[00:00:24.000 --> 00:00:25.000]  所以呢
[00:00:25.000 --> 00:00:26.000]  結果也把別人的東西
[00:00:26.000 --> 00:00:28.000]  一起分享掉了
[00:00:28.000 --> 00:00:30.000]  但是有一點我感受到了
[00:00:30.000 --> 00:00:31.000]  不管是他自己
[00:00:31.000 --> 00:00:33.000]  去分享東西給別人
[00:00:33.000 --> 00:00:34.000]  還是他去分享了
[00:00:34.000 --> 00:00:36.000]  別人的東西
[00:00:36.000 --> 00:00:39.000]  最起碼大家都是快樂的
[00:00:39.000 --> 00:00:40.000]  當我們彼此在經歷
[00:00:40.000 --> 00:00:42.000]  那個過程的時候
[00:00:42.000 --> 00:00:44.000]  是一個很快樂的過程
[00:00:44.000 --> 00:00:46.000]  是一個很得我們
[00:00:46.000 --> 00:00:48.000]  覺得內心裡面那種
[00:00:48.000 --> 00:00:50.000]  很喜悅的一個過程
[00:00:50.000 --> 00:00:52.000]  所以有人說
[00:00:52.000 --> 00:00:55.000]  他說分享是一種博愛的心境
[00:00:55.000 --> 00:00:57.000]  他說如果你學會了分享
[00:00:57.000 --> 00:00:59.000]  你就學會了生活
[00:00:59.000 --> 00:01:00.000]  因為你願意
[00:01:00.000 --> 00:01:02.000]  把自己的好東西給別人
[00:01:02.000 --> 00:01:03.000]  別人也願意
[00:01:03.000 --> 00:01:06.000]  把他的東西與你一起分享
[00:01:06.000 --> 00:01:08.000]  有人說
[00:01:08.000 --> 00:01:11.000]  分享也是一種思想的深度
[00:01:11.000 --> 00:01:13.000]  他說你深思的同時
[00:01:13.000 --> 00:01:17.000]  你同樣也分享了朋友的痛苦
[00:01:17.000 --> 00:01:19.000]  又有一個人講得特別好
[00:01:19.000 --> 00:01:22.000]  他說分享是一種生活的信念
[00:01:22.000 --> 00:01:25.000]  他當你明白分享的同時
[00:01:25.000 --> 00:01:28.000]  你就明白了存在的意義
[00:01:28.000 --> 00:01:30.000]  其實在座的各位
[00:01:30.000 --> 00:01:31.000]  事實上面
[00:01:31.000 --> 00:01:34.000]  我們人活在這個世界上面
[00:01:34.000 --> 00:01:36.000]  很多時候我們人很自私
[00:01:36.000 --> 00:01:39.000]  我們都想自己得到
[00:01:39.000 --> 00:01:42.000]  但是我們不想自己去失去
[00:01:42.000 --> 00:01:45.000]  其實在我們整個現實的裡面
[00:01:45.000 --> 00:01:47.000]  當你與別人的分享
[00:01:47.000 --> 00:01:48.000]  當你賜予別人
[00:01:48.000 --> 00:01:50.000]  和你所得到的同時
[00:01:50.000 --> 00:01:52.000]  有人說
[00:01:52.000 --> 00:01:55.000]  我得到的快樂
[00:01:55.000 --> 00:01:57.000]  要遠遠的小於
[00:01:57.000 --> 00:02:00.000]  我賜予別人的那種快樂
[00:02:00.000 --> 00:02:03.000]  我不知道大家有沒有這種經驗
[00:02:03.000 --> 00:02:05.000]  其實在我們的生活裡面
[00:02:05.000 --> 00:02:09.000]  我們中國人特別講究那種關係
[00:02:09.000 --> 00:02:11.000]  朋友關係
[00:02:11.000 --> 00:02:13.000]  什麼親戚關係
[00:02:13.000 --> 00:02:14.000]  弟兄姊妹關係
[00:02:14.000 --> 00:02:16.000]  那種關係很重要
[00:02:16.000 --> 00:02:17.000]  其實你知道
[00:02:17.000 --> 00:02:19.000]  每一種的關係裡面
[00:02:19.000 --> 00:02:21.000]  能維持得很好的時候
[00:02:21.000 --> 00:02:25.000]  一個重要的秘訣就在於分享
[00:02:25.000 --> 00:02:27.000]  一個人懂得去分享
[00:02:27.000 --> 00:02:30.000]  他就有一個好的人際關係
[00:02:30.000 --> 00:02:32.000]  一個人懂得去分享
[00:02:32.000 --> 00:02:33.000]  他與他的親人
[00:02:33.000 --> 00:02:34.000]  他與他的朋友
[00:02:34.000 --> 00:02:35.000]  他與他的同學
[00:02:35.000 --> 00:02:37.000]  他與他的弟兄姊妹之間
[00:02:37.000 --> 00:02:41.000]  都能建立一個很好的關係
[00:02:41.000 --> 00:02:45.000]  當然了在我們基督教的裡面
[00:02:45.000 --> 00:02:46.000]  我們的約翰
[00:02:46.000 --> 00:02:50.000]  他更加深入的去看待了說
[00:02:50.000 --> 00:02:51.000]  我們基督教的裡面
[00:02:51.000 --> 00:02:54.000]  我們不僅僅是物質上的分享
[00:02:54.000 --> 00:02:57.000]  我們不只是生活上的分享
[00:02:57.000 --> 00:02:59.000]  他說我們更重要的是什麼
[00:02:59.000 --> 00:03:01.000]  他說我們更重要的是
[00:03:01.000 --> 00:03:04.000]  我們的生命上的分享
[00:03:04.000 --> 00:03:06.000]  所以約翰在約翰的一書
[00:03:06.000 --> 00:03:09.000]  一章一到第四節裡面
[00:03:09.000 --> 00:03:11.000]  他給我們分享了這麼一段話
[00:03:11.000 --> 00:03:13.000]  他說我們寫這封信
[00:03:13.000 --> 00:03:15.000]  向你們陳述
[00:03:15.000 --> 00:03:17.000]  那從起初就在
[00:03:17.000 --> 00:03:19.000]  現在存在的生命之道
[00:03:19.000 --> 00:03:22.000]  這生命之道我們聽見了
[00:03:22.000 --> 00:03:23.000]  親眼看見了
[00:03:23.000 --> 00:03:24.000]  他說是的
[00:03:24.000 --> 00:03:26.000]  我們已經看見了
[00:03:26.000 --> 00:03:28.000]  而且親手摸過的
[00:03:28.000 --> 00:03:30.000]  他說這生命出現的時候
[00:03:30.000 --> 00:03:31.000]  我們見到了
[00:03:31.000 --> 00:03:34.000]  因此我們向你們見證
[00:03:34.000 --> 00:03:38.000]  並傳揚我們原來與天父同在
[00:03:38.000 --> 00:03:42.000]  而且已經向我們寫洩了的永恆生命
[00:03:42.000 --> 00:03:44.000]  第三節說
[00:03:44.000 --> 00:03:45.000]  我們把所看見
[00:03:45.000 --> 00:03:48.000]  所聽見的也傳給你們
[00:03:48.000 --> 00:03:53.000]  好是你們能跟我們共享團契
[00:03:53.000 --> 00:03:56.000]  這團契就是我們與天父
[00:03:56.000 --> 00:03:59.000]  和他的兒子耶穌基督所共有的
[00:03:59.000 --> 00:04:00.000]  我們寫這些
[00:04:00.000 --> 00:04:06.000]  是要讓我們大家的喜樂滿意
[00:04:06.000 --> 00:04:08.000]  我發現特別第三節和第四節
[00:04:08.000 --> 00:04:10.000]  這兩節經文的時候
[00:04:10.000 --> 00:04:13.000]  告訴我們一個很好的
[00:04:13.000 --> 00:04:14.000]  他告訴我們說
[00:04:14.000 --> 00:04:17.000]  我們要彼此的共享團契
[00:04:17.000 --> 00:04:19.000]  其實什麼叫共享團契呢
[00:04:19.000 --> 00:04:20.000]  他說這個團契
[00:04:20.000 --> 00:04:25.000]  就是天父和他的兒子耶穌基督所存有的
[00:04:25.000 --> 00:04:27.000]  各位在聖經裡面曾經告訴我們說
[00:04:27.000 --> 00:04:29.000]  我們基督徒要團契
[00:04:29.000 --> 00:04:31.000]  我們教會有很多團契
[00:04:31.000 --> 00:04:34.000]  因為我們教會本身就是小主的教會
[00:04:34.000 --> 00:04:36.000]  你知道有很多團契的時候
[00:04:36.000 --> 00:04:38.000]  有人說什麼叫團契呢
[00:04:38.000 --> 00:04:40.000]  團契就是彼此相交
[00:04:40.000 --> 00:04:42.000]  但是你知道在現實的裡面
[00:04:42.000 --> 00:04:45.000]  我們能相交得了嗎
[00:04:45.000 --> 00:04:48.000]  你發現我們灣區很多的教會
[00:04:48.000 --> 00:04:51.000]  灣區很多的教會也在做小主
[00:04:51.000 --> 00:04:53.000]  很多的教會也在做團契
[00:04:53.000 --> 00:04:56.000]  結果在相交的過程裡面
[00:04:56.000 --> 00:04:59.000]  真的變成了相交
[00:04:59.000 --> 00:05:04.000]  變成我們能吃的相交
[00:05:04.000 --> 00:05:05.000]  為什麼呢
[00:05:05.000 --> 00:05:08.000]  因為你知道我們能吃的那種相交
[00:05:08.000 --> 00:05:10.000]  那種水果裡面特別容易腐爛
[00:05:10.000 --> 00:05:12.000]  你放在那裡沒幾天就沒用了
[00:05:12.000 --> 00:05:17.000]  所以很多時候我們的相交保質期不長
[00:05:17.000 --> 00:05:19.000]  原因是為什麼呢
[00:05:19.000 --> 00:05:21.000]  因為你沒有基礎
[00:05:21.000 --> 00:05:24.000]  因為聖經裡面告訴我們說
[00:05:24.000 --> 00:05:26.000]  他說團契的基礎是什麼
[00:05:26.000 --> 00:05:29.000]  它是神與神直接的團契
[00:05:29.000 --> 00:05:32.000]  再是我們人與神直接的團契
[00:05:32.000 --> 00:05:36.000]  再能達到人與人直接的團契
[00:05:36.000 --> 00:05:38.000]  如果你沒有辦法
[00:05:38.000 --> 00:05:43.000]  在你的相交的前面加一個保質期的時候
[00:05:43.000 --> 00:05:46.000]  我相信一切都是空話
[00:05:46.000 --> 00:05:50.000]  這好像你發現很多的小青年
[00:05:50.000 --> 00:05:52.000]  當然了我也年輕過
[00:05:52.000 --> 00:05:53.000]  當我們談戀愛的時候
[00:05:53.000 --> 00:05:55.000]  可能那個時候
[00:05:55.000 --> 00:05:57.000]  當然了男生比較厲害
[00:05:57.000 --> 00:06:01.000]  經常在那裡跟女生講一些海事山門的
[00:06:01.000 --> 00:06:11.000]  我不知道有沒有看到周星馳跟朱英演的
[00:06:11.000 --> 00:06:13.000]  他借駕在他的脖子上
[00:06:13.000 --> 00:06:15.000]  他說我曾經錯過了怎麼樣
[00:06:15.000 --> 00:06:18.000]  結果他說如果我要遇到那個女孩的時候
[00:06:18.000 --> 00:06:20.000]  我要跟她說三個字叫我愛你
[00:06:20.000 --> 00:06:24.000]  結果在前面加一個年限就是一萬年
[00:06:24.000 --> 00:06:25.000]  但是你知道
[00:06:25.000 --> 00:06:28.000]  一個人能真的打到說
