
[00:00:00.000 --> 00:00:02.000]  好,我們一起祈禱,好嗎?
[00:00:02.000 --> 00:00:06.000]  親愛的主,我們多謝你給我們有機會今天在這裡敬拜你
[00:00:06.000 --> 00:00:12.000]  讓我們在你裡面的時候,我們知道我們一切的滿足和快樂都是從你而來
[00:00:12.000 --> 00:00:15.000]  願意今天我們對你的敬拜,你是越立我們
[00:00:15.000 --> 00:00:19.000]  讓我們的內心再一次被上帝你去洗滌
[00:00:19.000 --> 00:00:23.000]  用你自己的話語,用你自己的思覺再一次去激勵鼓勵我們
[00:00:23.000 --> 00:00:27.000]  讓我們在你裡面凡事知足,讓我們可以學會這個功課
[00:00:27.000 --> 00:00:31.000]  我們多謝你給我們這麼多的恩典,我們祈禱教託馮主明求阿們
[00:00:31.000 --> 00:00:38.000]  OK,我們一直都在探討學習這個知足
[00:00:38.000 --> 00:00:41.000]  講到在菲律賓書裡面的一個功課
[00:00:41.000 --> 00:00:43.000]  大家都知道這個功課是要學的
[00:00:43.000 --> 00:00:47.000]  就是不會突然間你很知足這樣,是不是?
[00:00:47.000 --> 00:00:50.000]  即使你現在坐在這裡,可能你都很不滿足
[00:00:50.000 --> 00:00:55.000]  但是怎樣去學呢?我們發覺這個功課其實又不容易學的
[00:00:55.000 --> 00:01:01.000]  我記得以前我有個中學老師,他就講到知足是怎樣
[00:01:01.000 --> 00:01:07.000]  他說人不單止是要有優秀的道德修養
[00:01:07.000 --> 00:01:10.000]  也要有完美的人格魅力
[00:01:10.000 --> 00:01:16.000]  更加是要有這個堅固自律的思想防線
[00:01:16.000 --> 00:01:21.000]  而這個令到這個防線最穩固的就是知足
[00:01:21.000 --> 00:01:26.000]  那我聽完之後,我想和大家在座一樣,是不是?
[00:01:26.000 --> 00:01:28.000]  有人知道你剛才講什麼嗎?
[00:01:28.000 --> 00:01:33.000]  我問一下,那些中學老師有問題嗎?
[00:01:33.000 --> 00:01:36.000]  就是有時候是這樣,有些很深的東西
[00:01:36.000 --> 00:01:38.000]  你講完之後好像真的不太明白,是不是?
[00:01:38.000 --> 00:01:42.000]  知足我們在菲律賓書看到
[00:01:42.000 --> 00:01:46.000]  它不單止是一份你覺得很滿足
[00:01:46.000 --> 00:01:52.000]  它是有一個很大的力量帶給你去面對很多事情
[00:01:52.000 --> 00:01:55.000]  所以今天的題目叫知足是無懼的
[00:01:55.000 --> 00:01:59.000]  保羅怎樣在菲律賓書告訴你知足是什麼
[00:01:59.000 --> 00:02:05.000]  他怎樣靠著這一份知足去為無懼的,為主去擺上
[00:02:05.000 --> 00:02:08.000]  但是這一刻,當我們講到知足的時候
[00:02:08.000 --> 00:02:10.000]  我不知道你會聯想起什麼
[00:02:10.000 --> 00:02:13.000]  你會聯想起什麼呢?
[00:02:13.000 --> 00:02:15.000]  你會不會都跟我一樣呢?
[00:02:15.000 --> 00:02:19.000]  我聯想起的就是知足羊腩布
[00:02:19.000 --> 00:02:22.000]  不是很愛吃
[00:02:22.000 --> 00:02:25.000]  為什麼會想起這個知足羊腩布呢?
[00:02:25.000 --> 00:02:27.000]  其實就是很多年
[00:02:27.000 --> 00:02:30.000]  如果你跟我差不多年紀,你知道來到美國的時候
[00:02:30.000 --> 00:02:32.000]  真的沒什麼好吃的,沒什麼好吃的,是不是?
[00:02:32.000 --> 00:02:37.000]  那時候就有一幫基督徒帶了我去一個中國餐館
[00:02:37.000 --> 00:02:41.000]  你知道中國餐館都是那幾味的,是不是?
[00:02:41.000 --> 00:02:46.000]  就是咕嚕肉、宮保雞丁那些
[00:02:46.000 --> 00:02:49.000]  但是他叫了一個知足羊腩布出來
[00:02:49.000 --> 00:02:53.000]  我覺得很奇怪,知足羊腩布,他還有一個腐乳醬在旁邊
[00:02:53.000 --> 00:02:57.000]  那時候我吃下去的時候,真的覺得很知足
[00:02:57.000 --> 00:03:00.000]  當時跟那幫基督徒一起的時候
[00:03:00.000 --> 00:03:03.000]  我發覺我就好像在菲律賓教會一樣
[00:03:03.000 --> 00:03:06.000]  菲律賓教會的特色是怎樣的?
[00:03:06.000 --> 00:03:09.000]  菲律賓教會是不是很喜樂?
[00:03:09.000 --> 00:03:11.000]  就是很喜樂的時候
[00:03:11.000 --> 00:03:13.000]  你看菲律賓書的時候
[00:03:13.000 --> 00:03:16.000]  你有沒有覺得菲律賓教會是很喜樂的?
[00:03:16.000 --> 00:03:18.000]  這個問題有點複雜的
[00:03:18.000 --> 00:03:23.000]  其實菲律賓教會本身不是真的這麼喜樂
[00:03:23.000 --> 00:03:24.000]  為什麼這麼說呢?
[00:03:24.000 --> 00:03:29.000]  因為每一章的聖經,你會看到保羅都在跟他說
[00:03:29.000 --> 00:03:34.000]  你要在信上面,又要長進,又要喜樂
[00:03:34.000 --> 00:03:38.000]  在第二章他說,你們要照樣喜樂,並且與我一同喜樂
[00:03:38.000 --> 00:03:41.000]  第三章的時候,他又說,弟兄們,我還有話要說
[00:03:41.000 --> 00:03:42.000]  你們要靠主喜樂
[00:03:42.000 --> 00:03:44.000]  他甚至到了第四章最後
[00:03:44.000 --> 00:03:49.000]  他說你們要靠主喜樂,我再說你們要喜樂
[00:03:49.000 --> 00:03:52.000]  其實每一章都在說這個喜樂
[00:03:52.000 --> 00:03:57.000]  其實當時菲律賓教會不是真的這麼喜樂
[00:03:57.000 --> 00:04:00.000]  以至喜樂這個字
[00:04:00.000 --> 00:04:04.000]  其實在菲律賓書是其中一個弱字
[00:04:04.000 --> 00:04:05.000]  我們叫做很重要的字
[00:04:05.000 --> 00:04:11.000]  所以上幾個禮拜前,我們一直探討喜樂的事情
[00:04:11.000 --> 00:04:14.000]  其實菲律賓書有另一個字
[00:04:14.000 --> 00:04:17.000]  是跟喜樂的字差不多份量的重要性
[00:04:17.000 --> 00:04:21.000]  都是一個差不多是整本書的弱字
[00:04:21.000 --> 00:04:24.000]  你猜猜這是什麼字呢?
[00:04:24.000 --> 00:04:29.000]  你可能猜今次我們一直在說知足,當然是知足
[00:04:29.000 --> 00:04:32.000]  但其實你看菲律賓書
[00:04:32.000 --> 00:04:36.000]  知足這個字不是每一章都有的
[00:04:36.000 --> 00:04:39.000]  它只是在第四章才出現
[00:04:39.000 --> 00:04:40.000]  我們剛才也說過
[00:04:40.000 --> 00:04:44.000]  為什麼其實保羅無端端在菲律賓書裡面
[00:04:44.000 --> 00:04:47.000]  跟菲律賓教會的信徒去說這個知足的事情呢
[00:04:47.000 --> 00:04:49.000]  為什麼呢?無端端
[00:04:49.000 --> 00:04:53.000]  喜樂我們知道,因為他覺得他們不喜樂
[00:04:53.000 --> 00:04:55.000]  所以保羅在寫封信的時候寫了很多
[00:04:55.000 --> 00:04:58.000]  你們要怎麼喜樂,我教你,我感染你
[00:04:58.000 --> 00:04:59.000]  但是說到知足的時候
[00:04:59.000 --> 00:05:01.000]  是不是因為菲律賓教會不知足
[00:05:01.000 --> 00:05:03.000]  所以他要說知足呢?
[00:05:03.000 --> 00:05:06.000]  我們知道其實不是的
[00:05:06.000 --> 00:05:07.000]  在第四章的時候
[00:05:07.000 --> 00:05:11.000]  你會看到保羅寫
[00:05:11.000 --> 00:05:13.000]  他說我在主裡面大大喜樂
[00:05:13.000 --> 00:05:16.000]  因為你們現在又思又想念我
[00:05:16.000 --> 00:05:21.000]  其實他說這裡有一件事
[00:05:21.000 --> 00:05:25.000]  是你思念我,只是沒有機會表示
[00:05:25.000 --> 00:05:28.000]  表示這個字我想你留意
[00:05:28.000 --> 00:05:31.000]  到底菲律賓教會表示了什麼呢?
[00:05:31.000 --> 00:05:33.000]  接著他就開始說
[00:05:33.000 --> 00:05:35.000]  我並不是因為缺乏才知而說
[00:05:35.000 --> 00:05:36.000]  我已經學會了
[00:05:36.000 --> 00:05:40.000]  無論在任何情況下我都學會了知足
[00:05:40.000 --> 00:05:42.000]  我們其實看到
[00:05:42.000 --> 00:05:46.000]  他一邊說一邊表示
[00:05:46.000 --> 00:05:48.000]  保羅說我除了你們
[00:05:48.000 --> 00:05:52.000]  我沒有收過任何教會的供給
[00:05:52.000 --> 00:05:53.000]  就是那個表示
[00:05:53.000 --> 00:05:57.000]  其實菲律賓教會一直供給他
[00:05:57.000 --> 00:05:58.000]  無論他在哪裡
[00:05:58.000 --> 00:06:01.000]  這裡看到他在最初的時候
[00:06:01.000 --> 00:06:04.000]  他已經供給給他了
[00:06:04.000 --> 00:06:06.000]  在貼索羅尼加的時候
[00:06:06.000 --> 00:06:10.000]  他說你們都還一再將所需要的給我
[00:06:10.000 --> 00:06:12.000]  我並不是求禮物
[00:06:12.000 --> 00:06:15.000]  只是求你的果子不斷增加
[00:06:15.000 --> 00:06:16.000]  歸在你們掌上
[00:06:16.000 --> 00:06:18.000]  你們所送的
[00:06:18.000 --> 00:06:20.000]  我都已經全部收到
[00:06:20.000 --> 00:06:22.000]  徹徹有餘我已經足夠了
[00:06:22.000 --> 00:06:24.000]  他講到這個知足的原因
[00:06:24.000 --> 00:06:29.000]  是因為菲律賓教會真的給了他很多禮物
[00:06:29.000 --> 00:06:31.000]  菲律賓書是一份Thank you letter
[00:06:31.000 --> 00:06:32.000]  多謝他
[00:06:32.000 --> 00:06:34.000]  其實我不是要貪你的東西
[00:06:34.000 --> 00:06:36.000]  我是夠了
[00:06:36.000 --> 00:06:39.000]  就是這樣去講這個知足
[00:06:39.000 --> 00:06:42.000]  但是令我們去好奇的是
[00:06:42.000 --> 00:06:44.000]  他講知足的時候
[00:06:44.000 --> 00:06:45.000]  我們又發覺
[00:06:45.000 --> 00:06:50.000]  保羅其實他又不是單單在講一個物質上的知足
[00:06:50.000 --> 00:06:53.000]  就是他不是說我有衣有食我就夠了
[00:06:53.000 --> 00:06:55.000]  因為他那句話
[00:06:55.000 --> 00:06:58.000]  他說他隨時隨在我都有了秘訣
[00:06:58.000 --> 00:07:02.000]  他說在無論任何情況下都學會知足
[00:07:02.000 --> 00:07:05.000]  重點就是在無論任何情況下
[00:07:05.000 --> 00:07:08.000]  在什麼情況下
[00:07:08.000 --> 00:07:10.000]  我們當我們看菲律賓書的時候
[00:07:10.000 --> 00:07:13.000]  我們除了看到喜樂一直連串著證券書
[00:07:13.000 --> 00:07:17.000]  有另一個字其實都是連串著證券書的
[00:07:17.000 --> 00:07:21.000]  這個字就是Colonel
[00:07:21.000 --> 00:07:23.000]  原文是Colonel
[00:07:23.000 --> 00:07:25.000]  就是中文是叫共享
[00:07:25.000 --> 00:07:29.000]  或者團結我們認識的親密的關係
[00:07:29.000 --> 00:07:31.000]  一個在監獄的保羅
[00:07:31.000 --> 00:07:32.000]  他自己
[00:07:32.000 --> 00:07:34.000]  他說我知足
[00:07:34.000 --> 00:07:37.000]  他不是說我還有一條命
[00:07:37.000 --> 00:07:39.000]  他坐在監獄裡我可以了
[00:07:39.000 --> 00:07:42.000]  他說到他在任何情況下
[00:07:42.000 --> 00:07:43.000]  他都學會知足
[00:07:43.000 --> 00:07:46.000]  他想在很多的情況當中
[00:07:46.000 --> 00:07:51.000]  我們說real containment begins with colonel
[00:07:51.000 --> 00:07:53.000]  在保羅的身上
[00:07:53.000 --> 00:07:55.000]  今天在菲律賓書上
[00:07:55.000 --> 00:07:57.000]  要跟我們說
[00:07:57.000 --> 00:07:59.000]  怎樣學這個知足
[00:07:59.000 --> 00:08:02.000]  其實是要在不同情況裡面學習
[00:08:02.000 --> 00:08:04.000]  當然有很多個人不同的情況
[00:08:04.000 --> 00:08:07.000]  但是在保羅寫信給菲律賓的時候
[00:08:07.000 --> 00:08:10.000]  他當中說了有三個四個情況
[00:08:10.000 --> 00:08:12.000]  因為Colonel這個字
[00:08:12.000 --> 00:08:15.000]  每一章都出現過
[00:08:15.000 --> 00:08:17.000]  我們看看第一個
[00:08:17.000 --> 00:08:19.000]  他說為了你們
[00:08:19.000 --> 00:08:21.000]  從頭一天
[00:08:21.000 --> 00:08:22.000]  我們一起讀吧
[00:08:22.000 --> 00:08:23.000]  一二三
[00:08:23.000 --> 00:08:27.000]  從頭一天直到如今
[00:08:27.000 --> 00:08:32.000]  有份我就感謝我的神
[00:08:32.000 --> 00:08:35.000]  接著他在第二章的第一節
[00:08:35.000 --> 00:08:37.000]  Colonel又再出現
[00:08:37.000 --> 00:08:38.000]  一起讀吧
[00:08:38.000 --> 00:08:40.000]  所以你們在基督裡
[00:08:40.000 --> 00:08:42.000]  若有什麼勸勉
[00:08:42.000 --> 00:08:45.000]  有什麼愛心的安慰
[00:08:45.000 --> 00:08:48.000]  有什麼凌淚的分享
[00:08:48.000 --> 00:08:52.000]  有什麼慈悲和憐憫
[00:08:52.000 --> 00:08:55.000]  就應當有同樣的思念
[00:08:55.000 --> 00:08:56.000]  思想
[00:08:56.000 --> 00:08:58.000]  同樣的愛心
[00:08:58.000 --> 00:09:00.000]  要心智相同
[00:09:00.000 --> 00:09:01.000]  思想一致
[00:09:01.000 --> 00:09:04.000]  使我滿足
[00:09:04.000 --> 00:09:05.000]  充滿喜樂
[00:09:05.000 --> 00:09:07.000]  接著第三章又再出現
[00:09:07.000 --> 00:09:09.000]  這個Colonel這個字
