
[00:00:00.000 --> 00:00:02.000]  復活的主,我們獻上感恩
[00:00:02.000 --> 00:00:08.000]  因著祢的復活,令這個世界得以很大的改變
[00:00:08.000 --> 00:00:14.000]  因著祢的復活,讓失喪灰心的人得到盼望
[00:00:14.000 --> 00:00:20.000]  因著祢的復活,令到很多人
[00:00:20.000 --> 00:00:23.000]  因著祢的名,能夠成為基督徒
[00:00:23.000 --> 00:00:27.000]  有更新的生命,去影響,去見證
[00:00:27.000 --> 00:00:31.000]  去為祢的名作功
[00:00:31.000 --> 00:00:35.000]  主啊,祢賜給我們這個身體
[00:00:35.000 --> 00:00:44.000]  祢應許說,將來我們可以有一個復活的身體
[00:00:44.000 --> 00:00:57.000]  將我們相信,求主今天打開我們每人的心
[00:00:57.000 --> 00:01:06.000]  讓這個信仰,成為我們今天充滿無力感的社會
[00:01:06.000 --> 00:01:10.000]  成為我們的明燈,方向至人
[00:01:10.000 --> 00:01:13.000]  奉耶穌基督的名,阿們
[00:01:13.000 --> 00:01:19.000]  很多時候,去探訪長期病患者
[00:01:19.000 --> 00:01:22.000]  有時候都會聽到一句說話
[00:01:22.000 --> 00:01:24.000]  不知道你有沒有聽過
[00:01:24.000 --> 00:01:30.000]  哎呀,病得這麼辛苦,不如快點走囉
[00:01:30.000 --> 00:01:33.000]  每次你聽到這句說話,你會有什麼反應?
[00:01:33.000 --> 00:01:38.000]  你會怎樣回答他?
[00:01:38.000 --> 00:01:42.000]  有些會說,哎呀,不要想這些了
[00:01:42.000 --> 00:01:46.000]  有些會說,你口水說過
[00:01:46.000 --> 00:01:49.000]  所以很想知道他在說什麼
[00:01:49.000 --> 00:01:57.000]  當然,我們因為不捨得他,所以不希望他想一面
[00:01:57.000 --> 00:02:02.000]  但是,你想一下,他為什麼會說這句話呢?
[00:02:02.000 --> 00:02:08.000]  或者,我們可以怎樣回應他,才真真正正回應到他呢?
[00:02:08.000 --> 00:02:15.000]  我做了十幾年傳道人,我就想到一個問題,反問他
[00:02:15.000 --> 00:02:20.000]  目前為止,暫時來說,都很有效
[00:02:20.000 --> 00:02:25.000]  我就會說,你是不是很辛苦?
[00:02:25.000 --> 00:02:27.000]  你哪裡辛苦?
[00:02:27.000 --> 00:02:29.000]  讓他說一下
[00:02:29.000 --> 00:02:31.000]  你想一下,一個人長期病患
[00:02:31.000 --> 00:02:38.000]  辛苦是我們外界的人,其實不太明白的
[00:02:38.000 --> 00:02:43.000]  他說得辛苦的時候,我們又不能給他一個明白的反應
[00:02:43.000 --> 00:02:45.000]  其實他很孤單的
[00:02:45.000 --> 00:02:52.000]  因為,我連辛苦到一個地步,想離開我這個肉體
[00:02:52.000 --> 00:02:55.000]  我說完之後,都被人否定
[00:02:55.000 --> 00:03:02.000]  有時,反而你讓他說一下,為什麼他覺得辛苦的位置在哪裡
[00:03:02.000 --> 00:03:05.000]  讓他說一下,反而他更舒服
[00:03:05.000 --> 00:03:10.000]  當然,只可以暫時令他有一個舒緩
[00:03:10.000 --> 00:03:13.000]  不能夠真的解決他身體的疼痛
[00:03:13.000 --> 00:03:19.000]  但是,我想一個人在痛苦裡面被明白,被聆聽
[00:03:19.000 --> 00:03:24.000]  其實已經可以幫助他去處理很多事情
[00:03:24.000 --> 00:03:31.000]  當說病的時候,或者有些不是病,長期困擾我們的情況
[00:03:31.000 --> 00:03:37.000]  有時,我們生活到一個程度,我們會開始明白一個道理
[00:03:37.000 --> 00:03:42.000]  不是你說不要,不是你說我受不了,你不要給我
[00:03:42.000 --> 00:03:45.000]  就不會臨到我們這裡
[00:03:45.000 --> 00:03:48.000]  很多時候,不是我們能夠決定到
[00:03:48.000 --> 00:03:59.000]  當在我們沒有預計,沒有想像之下,它突然發生在我們身上
[00:03:59.000 --> 00:04:05.000]  我們不可能說一句,我聽不順了,我不要
[00:04:05.000 --> 00:04:09.000]  這樣就可以當作沒事發生
[00:04:09.000 --> 00:04:13.000]  正正是這樣,我們就要想一下
[00:04:13.000 --> 00:04:17.000]  我們每個月都會讀仕途信經
[00:04:17.000 --> 00:04:21.000]  仕途信經哪一部份講到身體復活?
[00:04:21.000 --> 00:04:23.000]  尾段那部份
[00:04:23.000 --> 00:04:27.000]  我們有感毒,有感酸刑
[00:04:27.000 --> 00:04:33.000]  但是對我們的生命,特別在人生裡面這麼多無奈
[00:04:33.000 --> 00:04:38.000]  這麼多疼痛,這麼多病,這麼多意外
[00:04:38.000 --> 00:04:43.000]  身體復活給我們有什麼指引和盼望呢?
[00:04:43.000 --> 00:04:47.000]  今天跟大家思想哥倫多後書四章十六節到五章五節
[00:04:47.000 --> 00:04:49.000]  這段經文
[00:04:49.000 --> 00:04:53.000]  下星期陳英明牧師會和大家分享這段經文的上文
[00:04:53.000 --> 00:04:55.000]  四章七節到十七節
[00:04:55.000 --> 00:05:00.000]  他會和我們思考到保羅如何引用基督的死去活來
[00:05:00.000 --> 00:05:03.000]  去面對他的苦難
[00:05:03.000 --> 00:05:05.000]  今天我們先看下文
[00:05:05.000 --> 00:05:10.000]  我們會思想基督徒如何可以不灰心,不喪志
[00:05:10.000 --> 00:05:12.000]  究竟有什麼秘訣呢?
[00:05:12.000 --> 00:05:15.000]  秘訣其實就在四章十六節那裡
[00:05:15.000 --> 00:05:19.000]  雖然我們外在的人日漸扭壞
[00:05:19.000 --> 00:05:22.000]  內在的人卻日日更新
[00:05:22.000 --> 00:05:25.000]  究竟是什麼安慰說話呢?
[00:05:25.000 --> 00:05:29.000]  在我們看每一節的經文裡面
[00:05:29.000 --> 00:05:32.000]  我們去看下四章十六到五章五節
[00:05:32.000 --> 00:05:35.000]  有沒有留意到很多的對比
[00:05:35.000 --> 00:05:37.000]  四章十六
[00:05:37.000 --> 00:05:41.000]  外在的人對比內在的人
[00:05:41.000 --> 00:05:42.000]  四章十七
[00:05:42.000 --> 00:05:49.000]  短暫而輕微的對比極重無比永遠
[00:05:49.000 --> 00:05:51.000]  四章十八
[00:05:51.000 --> 00:05:57.000]  看得見對比看不見
[00:05:57.000 --> 00:06:02.000]  五章一到四節就是地上對比天上
[00:06:02.000 --> 00:06:05.000]  究竟這個對比是什麼呢?
[00:06:05.000 --> 00:06:10.000]  其實聖經裡面一向很關心我們整個人的全人
[00:06:10.000 --> 00:06:14.000]  當四章十六節說到外在的人
[00:06:14.000 --> 00:06:16.000]  其實不難理解
[00:06:16.000 --> 00:06:19.000]  其實我們每個人都有一個外表
[00:06:19.000 --> 00:06:23.000]  外表是不是就是我們的全部?
[00:06:23.000 --> 00:06:25.000]  有時好像是,有時好像不是
[00:06:25.000 --> 00:06:28.000]  因為我們能夠看到人的
[00:06:28.000 --> 00:06:30.000]  就是他的外表
[00:06:30.000 --> 00:06:33.000]  有時在香港這個文化扭曲到一個地步
[00:06:33.000 --> 00:06:36.000]  我們就當他是人
[00:06:36.000 --> 00:06:40.000]  他的全部,他的外表是這樣,他的所有東西都是這樣
[00:06:40.000 --> 00:06:42.000]  因為我們看到的就是這麼多
[00:06:42.000 --> 00:06:45.000]  我們是這樣判斷人
[00:06:45.000 --> 00:06:48.000]  但是你想一想,不可能是這樣
[00:06:48.000 --> 00:06:53.000]  一個人他有外在,外表,也有內心
[00:06:53.000 --> 00:06:57.000]  他內心想什麼,是沒有人看到,也沒有人知道
[00:06:57.000 --> 00:07:05.000]  但是外表加上內心,這個才是一個整全的人
[00:07:05.000 --> 00:07:08.000]  外表只是一個形式
[00:07:08.000 --> 00:07:11.000]  但是這個形式不論你怎麼裝扮
[00:07:11.000 --> 00:07:13.000]  你花多少錢護膚
[00:07:13.000 --> 00:07:16.000]  甚至是天生麗質
[00:07:16.000 --> 00:07:19.000]  他都有一天衰老
[00:07:19.000 --> 00:07:24.000]  我近來多了去一些學校
[00:07:24.000 --> 00:07:26.000]  以前讀書的聚會
[00:07:26.000 --> 00:07:28.000]  每個人見到我都說我樣子沒變
[00:07:28.000 --> 00:07:30.000]  除了頭髮少了之外
[00:07:30.000 --> 00:07:32.000]  那你想像一下多恐怖
[00:07:32.000 --> 00:07:35.000]  我20歲的時候已經是這個樣子
[00:07:35.000 --> 00:07:37.000]  所以他們經常都覺得我沒變
[00:07:37.000 --> 00:07:39.000]  我照鏡子也沒怎麼變
[00:07:39.000 --> 00:07:41.000]  除了頭髮少了一點
[00:07:41.000 --> 00:07:43.000]  說是這麼說
[00:07:43.000 --> 00:07:45.000]  其實變了很多
[00:07:45.000 --> 00:07:47.000]  內心變了很多
[00:07:47.000 --> 00:07:49.000]  現在我很怕死
[00:07:49.000 --> 00:07:53.000]  以前什麼都不怕,衝啊
[00:07:53.000 --> 00:07:56.000]  現在什麼都怕死
[00:07:56.000 --> 00:07:58.000]  但是我很感恩
[00:07:58.000 --> 00:08:00.000]  聖經就說
[00:08:00.000 --> 00:08:03.000]  日漸會扭壞
[00:08:03.000 --> 00:08:07.000]  我們的內心又怎麼樣呢
[00:08:07.000 --> 00:08:11.000]  是不是同樣一樣扭壞呢
[00:08:11.000 --> 00:08:14.000]  但是四章十六節告訴我們不是這樣
[00:08:14.000 --> 00:08:17.000]  如果用一個例子去形容四章十六節
[00:08:17.000 --> 00:08:20.000]  我就想起我們的陳欣明牧師
[00:08:20.000 --> 00:08:24.000]  你認識他
[00:08:24.000 --> 00:08:27.000]  你真的不覺得他是退休人士
[00:08:27.000 --> 00:08:30.000]  他今天仍然充滿活力
[00:08:30.000 --> 00:08:33.000]  彈彈跳跳
[00:08:33.000 --> 00:08:35.000]  他外表
[00:08:35.000 --> 00:08:38.000]  我在座有些人認識他超過20年
[00:08:38.000 --> 00:08:41.000]  由他黑頭髮變到他白頭髮
[00:08:41.000 --> 00:08:43.000]  由他見到他很多頭髮
[00:08:43.000 --> 00:08:45.000]  見到他沒什麼頭髮
[00:08:45.000 --> 00:08:47.000]  但是你有沒有留意
[00:08:47.000 --> 00:08:49.000]  你和他相處最吸引你的地方
[00:08:49.000 --> 00:08:52.000]  不是他這個外表的改變
[00:08:52.000 --> 00:08:55.000]  是他生命所散發出一個
[00:08:55.000 --> 00:08:58.000]  根本就不是一個退休人士的心態
[00:08:58.000 --> 00:09:00.000]  他仍然想去玩
[00:09:00.000 --> 00:09:02.000]  仍然覺得要去試
[00:09:02.000 --> 00:09:06.000]  仍然覺得生命是有很多可能的
[00:09:06.000 --> 00:09:10.000]  這個會不會就是保羅
[00:09:10.000 --> 00:09:12.000]  他跟我們說
[00:09:12.000 --> 00:09:14.000]  一天身
[00:09:14.000 --> 00:09:18.000]  過一天一個的內在呢
[00:09:18.000 --> 00:09:20.000]  是不是就這樣告訴我們
[00:09:20.000 --> 00:09:22.000]  這樣的話就很簡單
[00:09:22.000 --> 00:09:27.000]  忠視我們的外表肉體
[00:09:27.000 --> 00:09:30.000]  集中多一些去關注我們的心靈
[00:09:30.000 --> 00:09:32.000]  這段經文是不是這個意思
[00:09:32.000 --> 00:09:38.000]  這種想法其實是一世紀的希羅哲學的想法
[00:09:38.000 --> 00:09:42.000]  他們認為身體是邪惡的
[00:09:42.000 --> 00:09:46.000]  唯有心靈或者靈魂才能夠被提升
[00:09:46.000 --> 00:09:50.000]  但是這種想法一直都不被聖經認同
[00:09:50.000 --> 00:09:53.000]  因為人的肉體都是上帝的創造
[00:09:53.000 --> 00:09:57.000]  甚至是上帝的設計
[00:09:57.000 --> 00:09:59.000]  難道上帝創造的東西
[00:09:59.000 --> 00:10:03.000]  上帝又覺得自己會憎惡嗎
[00:10:03.000 --> 00:10:05.000]  如果是這樣說的話
[00:10:05.000 --> 00:10:08.000]  四章十六節說完的話就不需要有五章
[00:10:08.000 --> 00:10:09.000]  為什麼
[00:10:09.000 --> 00:10:11.000]  如果是興翰身體
[00:10:11.000 --> 00:10:12.000]  重視心靈的
[00:10:12.000 --> 00:10:15.000]  五章應該全部都是說
[00:10:15.000 --> 00:10:18.000]  我們應該在心靈上怎樣提升自己
[00:10:18.000 --> 00:10:21.000]  不是五章一至五節正正告訴我們
[00:10:21.000 --> 00:10:25.000]  我們要關注的是我們的身體
[00:10:25.000 --> 00:10:27.000]  我們看看第四章第五章
[00:10:27.000 --> 00:10:33.000]  經常用雅氣 衣服 居所 帳篷的比喻
[00:10:33.000 --> 00:10:37.000]  去比喻我們人的身體
[00:10:37.000 --> 00:10:40.000]  如果在五章一至
[00:10:40.000 --> 00:10:43.000]  去理解五章一至五節
[00:10:43.000 --> 00:10:49.000]  我們強調這是死後上天堂的比喻
[00:10:49.000 --> 00:10:51.000]  我們就很難明白
[00:10:51.000 --> 00:10:56.000]  五章二至和四節經常出現穿上和脫下
[00:10:56.000 --> 00:10:57.000]  你試想一下
[00:10:57.000 --> 00:10:59.000]  有沒有人跟你說
[00:10:59.000 --> 00:11:03.000]  穿上某個地方
[00:11:03.000 --> 00:11:06.000]  脫下某個地方
[00:11:06.000 --> 00:11:09.000]  很正常不會這樣說的
[00:11:09.000 --> 00:11:14.000]  不會說你穿上天堂脫下地獄
[00:11:14.000 --> 00:11:16.000]  我們不認識希臘文
[00:11:16.000 --> 00:11:19.000]  就憑一般語言的理解
[00:11:19.000 --> 00:11:22.000]  我們覺得穿上和脫下
[00:11:22.000 --> 00:11:27.000]  不是配合地方或空間
[00:11:27.000 --> 00:11:32.000]  是物件
[00:11:32.000 --> 00:11:35.000]  因此當我們這樣想
[00:11:35.000 --> 00:11:36.000]  用這個理解的時候
[00:11:36.000 --> 00:11:40.000]  我們看回五章一至到五節
[00:11:40.000 --> 00:11:42.000]  我們可以這樣去理解
[00:11:42.000 --> 00:11:45.000]  我試試去意譯給大家理解
[00:11:45.000 --> 00:11:47.000]  五章一至
[00:11:47.000 --> 00:11:49.000]  我們這個地上的身體
[00:11:49.000 --> 00:11:52.000]  去到臨終
[00:11:52.000 --> 00:11:55.000]  我們將會擁有一個天上的身體
[00:11:55.000 --> 00:11:57.000]  這個身體是神造的
[00:11:57.000 --> 00:12:00.000]  是天上永恆的身體
[00:12:00.000 --> 00:12:01.000]  第二節說
[00:12:01.000 --> 00:12:05.000]  我們現今的身體終日嘆息
[00:12:05.000 --> 00:12:09.000]  當然我們就渴望天上永恆的身體
[00:12:09.000 --> 00:12:12.000]  因為就好像穿上新衣服一樣
[00:12:12.000 --> 00:12:13.000]  第三節
[00:12:13.000 --> 00:12:16.000]  倘若脫下現今的身體
[00:12:16.000 --> 00:12:21.000]  或者穿上現在永恆將來的身體
[00:12:21.000 --> 00:12:24.000]  就不至於赤身
[00:12:24.000 --> 00:12:26.000]  不至於赤身
[00:12:26.000 --> 00:12:29.000]  其實是一世紀古代希臘文的用語
[00:12:29.000 --> 00:12:33.000]  是形容離開身體的靈魂
[00:12:33.000 --> 00:12:35.000]  第四節就說
[00:12:35.000 --> 00:12:38.000]  其實我們現今的身體
[00:12:38.000 --> 00:12:41.000]  身淫又嘆息
[00:12:41.000 --> 00:12:46.000]  不是想用死去擺脫現在的身體
[00:12:46.000 --> 00:12:48.000]  而是我們很想穿上的
[00:12:48.000 --> 00:12:51.000]  那個永恆的身體
[00:12:51.000 --> 00:12:55.000]  好讓這個必死的身體
[00:12:55.000 --> 00:12:58.000]  被這個永恆不朽的生命
[00:12:58.000 --> 00:13:00.000]  完全的取締
[00:13:00.000 --> 00:13:01.000]  第五節
[00:13:01.000 --> 00:13:06.000]  神已經親自預備我們
[00:13:06.000 --> 00:13:10.000]  要使聖靈作憑據
[00:13:10.000 --> 00:13:13.000]  憑據這件事其實不難理解
[00:13:13.000 --> 00:13:15.000]  就好像我們訂了貨物
[00:13:15.000 --> 00:13:17.000]  那件貨物是不是你的
[00:13:17.000 --> 00:13:18.000]  是你的
[00:13:18.000 --> 00:13:19.000]  不過你沒有拿到貨物
[00:13:19.000 --> 00:13:20.000]  那還是不是你的
[00:13:20.000 --> 00:13:21.000]  是
[00:13:21.000 --> 00:13:23.000]  因為你有張單
[00:13:23.000 --> 00:13:24.000]  拿不到怎麼辦
[00:13:24.000 --> 00:13:25.000]  告他
[00:13:25.000 --> 00:13:27.000]  投訴他
[00:13:27.000 --> 00:13:32.000]  聖經用憑據去做這個比喻
[00:13:32.000 --> 00:13:33.000]  告訴我們
[00:13:33.000 --> 00:13:34.000]  我們有聖靈
[00:13:34.000 --> 00:13:40.000]  我們這個將來擁有永恆不朽的身體
[00:13:40.000 --> 00:13:41.000]  有的了
[00:13:41.000 --> 00:13:43.000]  訂了的了
[00:13:43.000 --> 00:13:46.000]  聖靈做一個憑證給我們
[00:13:46.000 --> 00:13:47.000]  讓我們知道
[00:13:47.000 --> 00:13:50.000]  我們將來會有的了
[00:13:50.000 --> 00:13:51.000]  現在已經有了
[00:13:51.000 --> 00:13:53.000]  因為我們訂了的了
[00:13:53.000 --> 00:13:55.000]  一個這樣的意思
[00:13:55.000 --> 00:13:57.000]  聖經用意其實是告訴我們
[00:13:57.000 --> 00:13:59.000]  這種天上永恆的身體
[00:13:59.000 --> 00:14:02.000]  就是我們的盼望
[00:14:02.000 --> 00:14:04.000]  但我們就在想
[00:14:04.000 --> 00:14:06.000]  因為實在太吸引了
[00:14:06.000 --> 00:14:10.000]  還有我們現在的身體實在太不吸引了
[00:14:10.000 --> 00:14:12.000]  有時候會不會覺得
[00:14:12.000 --> 00:14:15.000]  不如早點離開現在的身體
[00:14:15.000 --> 00:14:19.000]  去獲取這個永恆不朽的身體
[00:14:19.000 --> 00:14:21.000]  會不會更好呢
[00:14:21.000 --> 00:14:22.000]  聖經在這裡
[00:14:22.000 --> 00:14:24.000]  沒有詳細去說
[00:14:24.000 --> 00:14:25.000]  究竟好不好
[00:14:25.000 --> 00:14:27.000]  它只是問我們一個問題
[00:14:27.000 --> 00:14:29.000]  我們準備好了沒有
[00:14:29.000 --> 00:14:31.000]  五章九字十節
[00:14:31.000 --> 00:14:32.000]  它這樣說
[00:14:32.000 --> 00:14:35.000]  所以無論是住在身內
[00:14:35.000 --> 00:14:38.000]  或住在身外
[00:14:38.000 --> 00:14:40.000]  我們納了志向
[00:14:40.000 --> 00:14:42.000]  要得主的喜悅
[00:14:42.000 --> 00:14:44.000]  因為我們眾人
[00:14:44.000 --> 00:14:49.000]  必須站在基督審判台前受審
[00:14:49.000 --> 00:14:54.000]  為使各人按著本身所行的
[00:14:54.000 --> 00:14:56.000]  或善或惡
[00:14:56.000 --> 00:14:57.000]  受報
[00:14:57.000 --> 00:14:59.000]  段景文強調
[00:14:59.000 --> 00:15:02.000]  讓我們反思今天我們怎樣善用
[00:15:02.000 --> 00:15:05.000]  我們現今的身體
[00:15:05.000 --> 00:15:08.000]  是據為己有
[00:15:08.000 --> 00:15:12.000]  放縱私慾
[00:15:12.000 --> 00:15:17.000]  還是得著神喜悅呢
[00:15:17.000 --> 00:15:19.000]  我們要記住將來
[00:15:19.000 --> 00:15:22.000]  基督必定按我們身體所行的
[00:15:22.000 --> 00:15:24.000]  善事惡事
[00:15:24.000 --> 00:15:28.000]  做一個賞善罰惡
[00:15:28.000 --> 00:15:31.000]  這個說法對我們現代人來說
[00:15:31.000 --> 00:15:32.000]  一點都不吸引
[00:15:32.000 --> 00:15:34.000]  因為我們今天最吸引的是
[00:15:34.000 --> 00:15:36.000]  身體自主
[00:15:36.000 --> 00:15:38.000]  我在這裡
[00:15:38.000 --> 00:15:41.000]  不會跳進一個很複雜的倫理討論
[00:15:41.000 --> 00:15:43.000]  但我們試想一下
[00:15:43.000 --> 00:15:46.000]  我們身體是否真的可以自主呢
[00:15:46.000 --> 00:15:48.000]  有一次有個弟兄
[00:15:48.000 --> 00:15:51.000]  我們一起去做一些
[00:15:51.000 --> 00:15:53.000]  祈禱的練習
[00:15:53.000 --> 00:15:55.000]  在祈禱前
[00:15:55.000 --> 00:15:57.000]  我們有些簡單的呼吸練習
[00:15:57.000 --> 00:15:58.000]  去做
[00:15:58.000 --> 00:16:00.000]  我相信在座有些人都做過
[00:16:00.000 --> 00:16:03.000]  他做完之後
[00:16:03.000 --> 00:16:05.000]  他有一個很大的反思
[00:16:05.000 --> 00:16:07.000]  令我覺得很有意思
[00:16:07.000 --> 00:16:09.000]  他做完之後
[00:16:09.000 --> 00:16:10.000]  十幾分鐘
[00:16:10.000 --> 00:16:13.000]  大家分享一下過中的體會
[00:16:13.000 --> 00:16:15.000]  他就這樣分享
[00:16:15.000 --> 00:16:18.000]  他說我們這些香港人
[00:16:18.000 --> 00:16:20.000]  整個腦子裡
[00:16:20.000 --> 00:16:24.000]  就是想著怎樣控制我所有的東西
[00:16:24.000 --> 00:16:25.000]  操控
[00:16:25.000 --> 00:16:28.000]  嘗試去操控我現有的東西
[00:16:28.000 --> 00:16:29.000]  但原來
[00:16:29.000 --> 00:16:30.000]  我發覺
[00:16:30.000 --> 00:16:33.000]  我要控制我呼吸緩慢
[00:16:33.000 --> 00:16:37.000]  我發覺原來不是說做就做到
[00:16:37.000 --> 00:16:40.000]  我覺得很有意思
[00:16:40.000 --> 00:16:42.000]  這個正正好像給我們
[00:16:42.000 --> 00:16:46.000]  今天香港人有一個很大的向導
[00:16:46.000 --> 00:16:48.000]  提醒
