
[00:00:00.000 --> 00:00:02.000]  好,我們一起來禱告
[00:00:02.000 --> 00:00:04.000]  先耶穌我們讚美祢
[00:00:04.000 --> 00:00:06.000]  因為祢實在是愛我們
[00:00:06.000 --> 00:00:08.000]  主在我們生命當中
[00:00:08.000 --> 00:00:10.000]  不斷有祢的豐富跟恩典
[00:00:10.000 --> 00:00:12.000]  主,祢幫助我們
[00:00:12.000 --> 00:00:14.000]  用我們心靈的眼睛
[00:00:14.000 --> 00:00:16.000]  來看見
[00:00:16.000 --> 00:00:18.000]  祢放在我們生命當中那些美好
[00:00:18.000 --> 00:00:20.000]  主也用我們心的眼睛
[00:00:20.000 --> 00:00:22.000]  來看見
[00:00:22.000 --> 00:00:24.000]  祢為我們預備的豐盛
[00:00:24.000 --> 00:00:26.000]  看見祢是何等的榮美
[00:00:26.000 --> 00:00:28.000]  因此今天早晨
[00:00:28.000 --> 00:00:30.000]  我們一起來敬拜祢
[00:00:30.000 --> 00:00:32.000]  再次懇求此愛的聖靈
[00:00:32.000 --> 00:00:34.000]  請祢來幫助我們
[00:00:34.000 --> 00:00:36.000]  帶我們進入真理的自由
[00:00:36.000 --> 00:00:38.000]  進入真理的智慧
[00:00:38.000 --> 00:00:40.000]  進入真理的啟示當中
[00:00:40.000 --> 00:00:42.000]  以致我們裡頭被開啟
[00:00:42.000 --> 00:00:44.000]  我們就更認識祢
[00:00:44.000 --> 00:00:46.000]  主我們奉祢的名
[00:00:46.000 --> 00:00:48.000]  要來向每一個心靈來說話
[00:00:48.000 --> 00:00:50.000]  主今天要成為我們
[00:00:50.000 --> 00:00:52.000]  幾大門府的日子
[00:00:52.000 --> 00:00:54.000]  因為我們愛祢
[00:00:54.000 --> 00:00:56.000]  因為祢也實在要我們顯出祢的愛來
[00:00:56.000 --> 00:00:58.000]  請祢來每一組奉耶穌基督的名道
[00:00:58.000 --> 00:01:00.000]  告阿們
[00:01:00.000 --> 00:01:02.000]  今天我們要來讀
[00:01:02.000 --> 00:01:04.000]  一段經文在
[00:01:04.000 --> 00:01:06.000]  以伯所書第一章一到二節
[00:01:06.000 --> 00:01:12.000]  在新約聖經269頁
[00:01:12.000 --> 00:01:20.000]  找到了我們一起來讀
[00:01:20.000 --> 00:01:22.000]  從一節讀到第二節
[00:01:22.000 --> 00:01:24.000]  奉神旨意
[00:01:24.000 --> 00:01:26.000]  做基督耶穌使徒的保羅
[00:01:26.000 --> 00:01:28.000]  寫信給在
[00:01:28.000 --> 00:01:30.000]  以伯所的聖徒
[00:01:30.000 --> 00:01:32.000]  就是在基督耶穌裡有忠心的人
[00:01:32.000 --> 00:01:34.000]  願恩惠平安
[00:01:34.000 --> 00:01:36.000]  從神我們的父和主
[00:01:36.000 --> 00:01:38.000]  耶穌基督歸於你們
[00:01:38.000 --> 00:01:40.000]  這是一段經文
[00:01:40.000 --> 00:01:42.000]  這個經文
[00:01:42.000 --> 00:01:44.000]  是每一個書信
[00:01:44.000 --> 00:01:46.000]  前面都有一個開口的問候語
[00:01:46.000 --> 00:01:48.000]  格式大概都是這樣子
[00:01:48.000 --> 00:01:50.000]  就是提告
[00:01:50.000 --> 00:01:52.000]  誰寫這封信
[00:01:52.000 --> 00:01:54.000]  寫信給誰
[00:01:54.000 --> 00:01:56.000]  最後來問安
[00:01:56.000 --> 00:01:58.000]  祝福大家有恩惠平安
[00:01:58.000 --> 00:02:00.000]  從上帝從聖人
[00:02:00.000 --> 00:02:02.000]  從聖子來賜給我們
[00:02:02.000 --> 00:02:04.000]  這段經文提到很特別的一件事
[00:02:04.000 --> 00:02:06.000]  在伯所書裡面
[00:02:06.000 --> 00:02:08.000]  他說
[00:02:08.000 --> 00:02:10.000]  保羅說我是奉神的旨意
[00:02:10.000 --> 00:02:12.000]  做基督耶穌的使徒
[00:02:12.000 --> 00:02:14.000]  保羅提到他的身分
[00:02:14.000 --> 00:02:16.000]  提到他要寫信給誰
[00:02:16.000 --> 00:02:18.000]  在以伯所的聖徒
[00:02:18.000 --> 00:02:20.000]  請你跟我說聖徒
[00:02:20.000 --> 00:02:22.000]  意思是
[00:02:22.000 --> 00:02:24.000]  我們每一個人
[00:02:24.000 --> 00:02:26.000]  在神的眼光當中
[00:02:26.000 --> 00:02:28.000]  我們已經分別出來
[00:02:28.000 --> 00:02:30.000]  成為神的百姓
[00:02:30.000 --> 00:02:32.000]  分別出來
[00:02:32.000 --> 00:02:34.000]  歸於神的一群百姓
[00:02:34.000 --> 00:02:36.000]  這叫聖徒
[00:02:36.000 --> 00:02:38.000]  所以他說我寫信給以伯所教會的
[00:02:38.000 --> 00:02:40.000]  這群弟兄姊妹
[00:02:40.000 --> 00:02:42.000]  所以其實聖徒指的就是你我
[00:02:42.000 --> 00:02:44.000]  但是特別在這段經文裡面
[00:02:44.000 --> 00:02:46.000]  他講到是聖徒
[00:02:46.000 --> 00:02:48.000]  講到是你我的時候
[00:02:48.000 --> 00:02:50.000]  就在保羅在給
[00:02:50.000 --> 00:02:52.000]  以伯所教會寫書信的時候
[00:02:52.000 --> 00:02:54.000]  他有一個記號
[00:02:54.000 --> 00:02:56.000]  要告訴我們說
[00:02:56.000 --> 00:02:58.000]  這一群聖徒是怎麼樣的一個人
[00:02:58.000 --> 00:03:00.000]  聖經只有一個解釋
[00:03:00.000 --> 00:03:02.000]  那解釋他說
[00:03:02.000 --> 00:03:04.000]  就是在基督耶穌裡有
[00:03:04.000 --> 00:03:06.000]  忠心的人
[00:03:06.000 --> 00:03:08.000]  所以這個整個教會
[00:03:08.000 --> 00:03:10.000]  保羅說
[00:03:10.000 --> 00:03:12.000]  這個教會是一個忠心的教會
[00:03:12.000 --> 00:03:14.000]  所以這些弟兄姊妹
[00:03:14.000 --> 00:03:16.000]  應該是一個忠心的弟兄姊妹
[00:03:16.000 --> 00:03:18.000]  所以在你我的生命當中
[00:03:18.000 --> 00:03:20.000]  應該有一個忠心的記號
[00:03:20.000 --> 00:03:22.000]  才跟這個聖徒
[00:03:22.000 --> 00:03:24.000]  這個位分相匹配
[00:03:24.000 --> 00:03:26.000]  所以在這裡保羅就說
[00:03:26.000 --> 00:03:28.000]  在以伯所教會
[00:03:28.000 --> 00:03:30.000]  他們是有忠心的一群人
[00:03:30.000 --> 00:03:32.000]  在基督耶穌裡面有忠心的
[00:03:32.000 --> 00:03:34.000]  所以今天我們就來思想
[00:03:34.000 --> 00:03:36.000]  到底你我
[00:03:36.000 --> 00:03:38.000]  既然得著聖徒的位置
[00:03:38.000 --> 00:03:40.000]  既然在聖經裡面告訴我們
[00:03:40.000 --> 00:03:42.000]  要成為忠心的聖徒
[00:03:42.000 --> 00:03:44.000]  那什麼叫忠心呢
[00:03:44.000 --> 00:03:46.000]  在我們生命當中怎麼樣來回應主
[00:03:46.000 --> 00:03:48.000]  讓他忠心的表現
[00:03:48.000 --> 00:03:50.000]  回應在我們生命當中
[00:03:50.000 --> 00:03:52.000]  所以我們就要來看
[00:03:52.000 --> 00:03:54.000]  所以我們現在來做一點
[00:03:54.000 --> 00:03:56.000]  智異的研究
[00:03:56.000 --> 00:03:58.000]  在聖經裡面
[00:03:58.000 --> 00:04:00.000]  在新約裡面有許多
[00:04:00.000 --> 00:04:02.000]  忠心這個字眼
[00:04:02.000 --> 00:04:04.000]  它有很多個翻譯
[00:04:04.000 --> 00:04:06.000]  它有翻譯成信實
[00:04:06.000 --> 00:04:08.000]  有翻譯成信心
[00:04:08.000 --> 00:04:10.000]  有翻譯成信徒
[00:04:10.000 --> 00:04:12.000]  這等一下會來跟大家來分享
[00:04:12.000 --> 00:04:14.000]  在字眼裡面
[00:04:14.000 --> 00:04:16.000]  忠心有這樣的意思
[00:04:16.000 --> 00:04:18.000]  第一個叫做值得信賴
[00:04:18.000 --> 00:04:20.000]  來跟我說值得信賴
[00:04:20.000 --> 00:04:22.000]  這是很重要的一件事
[00:04:22.000 --> 00:04:24.000]  在你我生命當中你會發現
[00:04:24.000 --> 00:04:26.000]  值得信賴是很重要的
[00:04:26.000 --> 00:04:28.000]  就代表我被肯定
[00:04:28.000 --> 00:04:30.000]  值得信賴就代表我可以被賦予任務
[00:04:30.000 --> 00:04:32.000]  值得信賴就代表
[00:04:32.000 --> 00:04:34.000]  我的職位會越來越高
[00:04:34.000 --> 00:04:36.000]  事情會做得越多
[00:04:36.000 --> 00:04:38.000]  為什麼 因為我值得信賴
[00:04:38.000 --> 00:04:40.000]  所以其實在我們生命當中
[00:04:40.000 --> 00:04:42.000]  你是值得信賴的人
[00:04:42.000 --> 00:04:44.000]  這是很重要
[00:04:44.000 --> 00:04:46.000]  所以我們要去思想
[00:04:46.000 --> 00:04:48.000]  那你是否值得信賴呢
[00:04:48.000 --> 00:04:50.000]  過去不值得信賴
[00:04:50.000 --> 00:04:52.000]  但是至少從今天開始我要值得信賴
[00:04:52.000 --> 00:04:54.000]  過去人家知道我有事情
[00:04:54.000 --> 00:04:56.000]  我都忘記了
[00:04:56.000 --> 00:04:58.000]  忘了很久還真的忘記了
[00:04:58.000 --> 00:05:00.000]  但是從今天開始
[00:05:00.000 --> 00:05:02.000]  我可不可以不要忘記呢
[00:05:02.000 --> 00:05:04.000]  真的會忘記
[00:05:04.000 --> 00:05:06.000]  昨天我在對一群
[00:05:06.000 --> 00:05:08.000]  年輕的弟兄妹做分錢舞蹈
[00:05:08.000 --> 00:05:10.000]  不是加拿大這一隊
[00:05:10.000 --> 00:05:12.000]  那已經做完了
[00:05:12.000 --> 00:05:14.000]  那不斷有人來打岔
[00:05:14.000 --> 00:05:16.000]  就是來問我問題
[00:05:16.000 --> 00:05:18.000]  所以敲那個小房間門
[00:05:18.000 --> 00:05:20.000]  敲門進來
[00:05:20.000 --> 00:05:22.000]  我是傻眼了
[00:05:22.000 --> 00:05:24.000]  因為回答問題我就傻眼了
[00:05:24.000 --> 00:05:26.000]  因為我忘記我講到哪裡
[00:05:26.000 --> 00:05:28.000]  連續三次
[00:05:28.000 --> 00:05:30.000]  連續三次我都忘記講到哪裡
[00:05:30.000 --> 00:05:32.000]  最後一次我說不行
[00:05:32.000 --> 00:05:34.000]  這次不能再忘記了
[00:05:34.000 --> 00:05:36.000]  拼命記下來
[00:05:36.000 --> 00:05:38.000]  我承認我年紀大了
[00:05:38.000 --> 00:05:42.000]  所以我開始
[00:05:42.000 --> 00:05:44.000]  勤做很多的
[00:05:44.000 --> 00:05:46.000]  紀錄的管理
[00:05:46.000 --> 00:05:48.000]  以前根本
[00:05:48.000 --> 00:05:50.000]  真的記在腦袋裡面
[00:05:50.000 --> 00:05:52.000]  跟誰約什麼做什麼事
[00:05:52.000 --> 00:05:54.000]  現在不行了
[00:05:54.000 --> 00:05:56.000]  現在後來記在筆記本上面
[00:05:56.000 --> 00:05:58.000]  現在因為有手機就記在手機裡面
[00:05:58.000 --> 00:06:00.000]  隨時可以看
[00:06:00.000 --> 00:06:02.000]  所以我就記得常常會發現
[00:06:02.000 --> 00:06:04.000]  到底有沒有什麼事
[00:06:04.000 --> 00:06:06.000]  我就真的明白
[00:06:06.000 --> 00:06:08.000]  這是什麼
[00:06:08.000 --> 00:06:10.000]  就是我要學習被信賴
[00:06:10.000 --> 00:06:12.000]  因為我年紀大了就不被信賴
[00:06:12.000 --> 00:06:14.000]  忘記很多事情
[00:06:14.000 --> 00:06:16.000]  像邵師就很厲害
[00:06:16.000 --> 00:06:18.000]  多久以前都記得
[00:06:18.000 --> 00:06:20.000]  我就很佩服他
[00:06:20.000 --> 00:06:22.000]  所以我覺得我們開始要學習
[00:06:22.000 --> 00:06:24.000]  中心的字眼叫資格信賴
[00:06:24.000 --> 00:06:26.000]  中心在字典裡面
[00:06:26.000 --> 00:06:28.000]  還有珍惜信仰的意思
[00:06:28.000 --> 00:06:32.000]  這個信仰是很珍貴的
[00:06:34.000 --> 00:06:36.000]  因為基督我很樂意跟他連結
[00:06:36.000 --> 00:06:40.000]  我很需要跟他在一起
[00:06:40.000 --> 00:06:42.000]  我很珍惜耶穌對我的救恩
[00:06:42.000 --> 00:06:46.000]  中心裡頭就會有一個表達
[00:06:46.000 --> 00:06:48.000]  就是你會發現
[00:06:48.000 --> 00:06:50.000]  我真的要跟他在一起
[00:06:50.000 --> 00:06:52.000]  這叫珍惜信仰
[00:06:52.000 --> 00:06:54.000]  另外一個在美國
[00:06:54.000 --> 00:06:56.000]  培基協會裡面
[00:06:56.000 --> 00:06:58.000]  他真善美的品格
[00:06:58.000 --> 00:07:00.000]  教育的技藝
[00:07:00.000 --> 00:07:02.000]  他說什麼是中心呢
[00:07:02.000 --> 00:07:04.000]  在艱難的時刻
[00:07:04.000 --> 00:07:06.000]  堅定表明對服務對象的承諾
[00:07:06.000 --> 00:07:10.000]  在艱難的時刻
[00:07:10.000 --> 00:07:12.000]  堅定表明對服務對象的承諾
[00:07:12.000 --> 00:07:16.000]  這裡說在艱難的時刻
[00:07:16.000 --> 00:07:18.000]  艱難的時刻
[00:07:18.000 --> 00:07:20.000]  為什麼要講艱難的時刻呢
[00:07:20.000 --> 00:07:22.000]  原來在很多的場景裡面
[00:07:22.000 --> 00:07:24.000]  你很容易遵守承諾
[00:07:24.000 --> 00:07:28.000]  但是面對壓力
[00:07:28.000 --> 00:07:30.000]  面對很多的選擇
[00:07:30.000 --> 00:07:32.000]  怎麼辦呢
[00:07:32.000 --> 00:07:34.000]  我該怎麼回應呢
[00:07:34.000 --> 00:07:36.000]  在艱難的時刻
[00:07:36.000 --> 00:07:38.000]  但是是不是你在艱難的時刻
[00:07:38.000 --> 00:07:40.000]  仍然可以表明你是中心的
[00:07:40.000 --> 00:07:42.000]  我們都知道馬丁路德
[00:07:42.000 --> 00:07:44.000]  在教育史上很重要
[00:07:44.000 --> 00:07:46.000]  這馬丁路德其實
[00:07:46.000 --> 00:07:48.000]  他就面對當局
[00:07:48.000 --> 00:07:50.000]  他就提出了
[00:07:50.000 --> 00:07:52.000]  九十五條的那些
[00:07:52.000 --> 00:07:54.000]  對教育的一些辯論
[00:07:54.000 --> 00:07:56.000]  他就競在一個教堂的門口
[00:07:56.000 --> 00:07:58.000]  所以其實就開始
[00:07:58.000 --> 00:08:00.000]  很多人就開始討論
[00:08:00.000 --> 00:08:02.000]  所以造成很大的動盪
[00:08:02.000 --> 00:08:04.000]  所以馬丁路德只好被迫
[00:08:04.000 --> 00:08:06.000]  就離開
[00:08:06.000 --> 00:08:08.000]  他本來服侍的地方
[00:08:08.000 --> 00:08:10.000]  他就專心寫作
[00:08:10.000 --> 00:08:12.000]  但是有一次機會
[00:08:12.000 --> 00:08:14.000]  他們就要求他
[00:08:14.000 --> 00:08:16.000]  到一個會議裡面
[00:08:16.000 --> 00:08:18.000]  就當時的會議裡面
[00:08:18.000 --> 00:08:20.000]  就是要來成名他的立場
[00:08:20.000 --> 00:08:22.000]  成名他所要說的事
[00:08:22.000 --> 00:08:24.000]  所以他就去
[00:08:24.000 --> 00:08:26.000]  很多人就說你不要去
[00:08:26.000 --> 00:08:28.000]  紅門宴你不要去
[00:08:28.000 --> 00:08:30.000]  但是他說我要去
[00:08:30.000 --> 00:08:32.000]  所以他去了以後
[00:08:32.000 --> 00:08:34.000]  他就開始針對他們所說的事情
[00:08:34.000 --> 00:08:36.000]  一個一個辯論
[00:08:36.000 --> 00:08:38.000]  一個一個講
[00:08:38.000 --> 00:08:40.000]  陳述他的立場
[00:08:40.000 --> 00:08:42.000]  講完以後
[00:08:42.000 --> 00:08:44.000]  他講了在教育史上很重要的一句話
[00:08:44.000 --> 00:08:46.000]  那一句話我不會講
[00:08:46.000 --> 00:08:48.000]  因為是德文
[00:08:48.000 --> 00:08:50.000]  我只知道他叫英文是什麼
[00:08:50.000 --> 00:08:52.000]  叫Here I stand
[00:08:52.000 --> 00:08:54.000]  翻譯成中文就是
[00:08:54.000 --> 00:08:56.000]  這就是我的立場
[00:08:56.000 --> 00:08:58.000]  沒有了
[00:08:58.000 --> 00:09:00.000]  當時鴉雀無聲
[00:09:00.000 --> 00:09:02.000]  大家就覺得
[00:09:02.000 --> 00:09:04.000]  他講了沒有人可以辯駁
[00:09:04.000 --> 00:09:06.000]  所以我要說的一件事是
[00:09:06.000 --> 00:09:08.000]  就在這麼艱難的壓力裡面
[00:09:08.000 --> 00:09:10.000]  因為他所做的就是
[00:09:10.000 --> 00:09:12.000]  不討當局的喜悅
[00:09:12.000 --> 00:09:14.000]  他是可以被判為異端
[00:09:14.000 --> 00:09:16.000]  下在監牢被火燒死
[00:09:16.000 --> 00:09:18.000]  有很多的危險會引到他身上
[00:09:18.000 --> 00:09:20.000]  但是他說沒有
[00:09:20.000 --> 00:09:22.000]  這是我堅持的信仰
[00:09:22.000 --> 00:09:24.000]  我認識我的上帝
[00:09:24.000 --> 00:09:26.000]  我知道我要做什麼
