
[00:00:00.000 --> 00:00:04.800]  好,各位大英姊妹,午安,剛才也說了午安
[00:00:04.800 --> 00:00:10.900]  好,今天是家庭主日,會說一下婚姻和家庭
[00:00:10.900 --> 00:00:13.700]  但是對於未結婚的人來說
[00:00:13.700 --> 00:00:21.000]  如果你有心想去尋找,並且擁有一個終身伴侶,一個結婚對象
[00:00:21.000 --> 00:00:24.600]  當你遇到一個可能合適的人選的時候
[00:00:24.600 --> 00:00:30.600]  有人提出,有五個重要問題要問
[00:00:30.600 --> 00:00:33.600]  有五個重要問題要問,我們先看看
[00:00:33.600 --> 00:00:41.000]  第一,就是你想進入婚姻的時候,你可能遇到一個合適的人
[00:00:41.000 --> 00:00:44.200]  第一個問題要問的是,我們有沒有共同的生活目標呢?
[00:00:44.200 --> 00:00:48.400]  即是你和這位對象,有沒有共同的生活目標呢?
[00:00:48.400 --> 00:00:53.400]  第二個問題是,跟這個人分享我的感覺和思想的時候
[00:00:53.400 --> 00:00:55.200]  我覺得安不安全呢?
[00:00:55.200 --> 00:00:57.500]  不只是說他去哪裡吃飯這麼簡單
[00:00:57.500 --> 00:01:02.700]  是說你的感受,你的思想,你的想法,對一些事情的看法
[00:01:02.700 --> 00:01:07.100]  你覺得是否安全呢?你對他是否有絕對的信任呢?
[00:01:07.100 --> 00:01:11.800]  第三個問題是,他是否一個值得敬佩的人呢?
[00:01:11.800 --> 00:01:18.900]  他是智力地追求個人成長,還是很智力地追求過舒適的生活呢?
[00:01:18.900 --> 00:01:20.900]  他是否一個值得敬佩的人呢?
[00:01:20.900 --> 00:01:23.900]  你如何知道呢?你可以了解一下他
[00:01:23.900 --> 00:01:25.900]  他平時如何用時間呢?
[00:01:25.900 --> 00:01:29.900]  他如何看待物質,如何看待金錢呢?
[00:01:29.900 --> 00:01:32.900]  他是否很認真地想改善自己呢?
[00:01:32.900 --> 00:01:37.900]  改善自己並不是改善生活程度高一點,而是改善自己的品格
[00:01:37.900 --> 00:01:40.900]  這個你也可以考慮一下
[00:01:40.900 --> 00:01:44.700]  另外就是,他如何對待其他人呢?
[00:01:44.700 --> 00:01:46.400]  例如他會不會感恩呢?
[00:01:46.400 --> 00:01:50.900]  如果他對他照顧他的父母也不懂得感恩的話
[00:01:50.900 --> 00:01:53.900]  那這個人將來成為你的結婚對象
[00:01:53.900 --> 00:01:56.900]  那你也要想一下,他會不會懂得感恩呢?
[00:01:56.900 --> 00:01:58.400]  這個也要考慮
[00:01:58.400 --> 00:02:02.900]  另外就是,他對待其他人,除了他不懂得感恩之外
[00:02:02.900 --> 00:02:06.900]  他會不會經常說別人壞話,很喜歡
[00:02:06.900 --> 00:02:09.900]  第五個問題,最後一個問題是
[00:02:09.900 --> 00:02:12.900]  婚後我是否希望改變這個人呢?
[00:02:12.900 --> 00:02:17.400]  如果你想改變這個人,即是你現在不太接受他現在的狀況
[00:02:17.400 --> 00:02:19.400]  那你就要想清楚一點
[00:02:19.400 --> 00:02:22.900]  這些問題其實也是跟婚姻有關的
[00:02:22.900 --> 00:02:26.400]  婚前就應該先去問這些問題
[00:02:26.400 --> 00:02:29.900]  如果你現在結了婚才問,就遲了一點
[00:02:29.900 --> 00:02:32.900]  希望可以繼續進步
[00:02:32.900 --> 00:02:35.900]  今天是家庭主日,提到家庭
[00:02:35.900 --> 00:02:39.900]  我們往往將注意力集中在小朋友身上
[00:02:39.900 --> 00:02:42.900]  彷彿這些小朋友就是家庭的重心
[00:02:42.900 --> 00:02:46.400]  好像有小朋友的才算是家庭
[00:02:46.400 --> 00:02:49.900]  今天我就和大家一起在聖經的啟示裡面
[00:02:49.900 --> 00:02:52.400]  看看婚姻和家庭
[00:02:52.400 --> 00:02:56.400]  認識一下原來婚姻和家庭都是神所設立的
[00:02:56.400 --> 00:02:58.900]  婚姻不只是一男一女的結合
[00:02:58.900 --> 00:03:02.400]  更加是建構家庭的重要元素
[00:03:02.400 --> 00:03:06.900]  當中是涉及不同層面的關係
[00:03:06.900 --> 00:03:09.400]  觀察現今的世代
[00:03:09.400 --> 00:03:11.900]  無論在西方或者東方
[00:03:11.900 --> 00:03:17.900]  不少的男女現在都寧願選擇同居而不去結婚
[00:03:17.900 --> 00:03:20.400]  當中也可能有不同的原因
[00:03:20.400 --> 00:03:25.400]  今天就不去探討為什麼他們選擇同居而不結婚了
[00:03:25.400 --> 00:03:28.400]  到底結婚有什麼意義呢?
[00:03:28.400 --> 00:03:32.400]  婚姻制度是不是已經落伍呢?
[00:03:32.400 --> 00:03:34.900]  這篇講到就是要和大家一起
[00:03:34.900 --> 00:03:37.400]  去思想一下神設立的婚姻
[00:03:37.400 --> 00:03:41.400]  在建構家庭裡面的意義和重要性
[00:03:41.400 --> 00:03:45.400]  並且認識到婚姻和正當的性關係
[00:03:45.400 --> 00:03:48.400]  所以盼望無論你是不是結了婚
[00:03:48.400 --> 00:03:52.400]  都能夠欣賞神創造的美好
[00:03:52.400 --> 00:03:55.400]  首先講一下經文的背景
[00:03:55.400 --> 00:03:58.900]  剛才主席和我們讀出了幾節的經文
[00:03:58.900 --> 00:04:04.400]  就是《創世紀》第64章第63至67節
[00:04:04.400 --> 00:04:11.400]  其實由創世紀第24章全章開始講了一個故事
[00:04:11.400 --> 00:04:15.400]  就是阿伯拉罕的老僕人為阿伯拉罕的兒子
[00:04:15.400 --> 00:04:17.900]  以撒去娶妻的故事
[00:04:17.900 --> 00:04:21.400]  話說當時阿伯拉罕年紀大了
[00:04:21.400 --> 00:04:27.900]  他的兒子以撒40歲還沒娶太太
[00:04:27.900 --> 00:04:30.400]  他又記得神已經許過他
[00:04:30.400 --> 00:04:33.900]  要給他地上有很多兒孫
[00:04:33.900 --> 00:04:37.400]  好像天上的星星地上的沙那麼多
[00:04:37.400 --> 00:04:41.400]  於是他找了他全族最信得過的老僕人來
[00:04:41.400 --> 00:04:45.900]  跟他說你要為我的兒子娶媳婦的時候
[00:04:45.900 --> 00:04:46.900]  不可以在這個地方
[00:04:46.900 --> 00:04:50.900]  在加南地他們當時寄居的地方去找太太
[00:04:50.900 --> 00:04:55.400]  回到我本族本地我的故鄉那裡
[00:04:55.400 --> 00:04:59.900]  去找一個女子給我的兒子做太太
[00:04:59.900 --> 00:05:02.400]  當時老僕人說好我可以去找
[00:05:02.400 --> 00:05:04.900]  但是如果我找到那個女子適合的話
[00:05:04.900 --> 00:05:07.400]  他又不肯來到這個地方
[00:05:07.400 --> 00:05:08.400]  而是來到加南地
[00:05:08.400 --> 00:05:12.900]  我是不是應該帶以撒回去那個地方
[00:05:12.900 --> 00:05:14.900]  和他一起生活呢
[00:05:14.900 --> 00:05:15.900]  阿伯拉罕說不行
[00:05:15.900 --> 00:05:17.900]  因為神已經去了這個地方是給我們的
[00:05:17.900 --> 00:05:20.400]  所以如果那個女子不肯和你回來的話
[00:05:20.400 --> 00:05:22.900]  那算了你和我答應了我的事情
[00:05:22.900 --> 00:05:25.400]  就可以不需要去進行了
[00:05:25.400 --> 00:05:28.400]  這個老僕人發誓
[00:05:28.400 --> 00:05:31.400]  起了誓之後就出發了
[00:05:31.400 --> 00:05:33.400]  帶了十隻駱駝
[00:05:33.400 --> 00:05:34.400]  整個駱駝隊伍
[00:05:34.400 --> 00:05:35.400]  一堆老僕人
[00:05:35.400 --> 00:05:36.900]  一些財物
[00:05:36.900 --> 00:05:37.900]  還有一些衣服
[00:05:37.900 --> 00:05:39.400]  一些很名貴的東西
