
[00:00:00.000 --> 00:00:06.280]  大家是否覺得寬恕別人是一件很容易的事情呢?
[00:00:06.280 --> 00:00:08.680]  不過我可以肯定的是
[00:00:08.680 --> 00:00:11.560]  當我們做錯事的時候
[00:00:11.560 --> 00:00:17.200]  我相信大家都很喜歡、很期望得到原諒
[00:00:17.200 --> 00:00:19.840]  我相信每一個人在我們一生之中
[00:00:19.840 --> 00:00:22.840]  年紀越大就越有同感
[00:00:22.840 --> 00:00:25.880]  我們必然會曾經做錯一些事情
[00:00:25.880 --> 00:00:29.320]  或者說了一些我們不應該說的話
[00:00:29.320 --> 00:00:31.600]  我相信大家都會同意一點
[00:00:31.600 --> 00:00:34.320]  我們所犯的錯越嚴重
[00:00:34.320 --> 00:00:36.880]  我們得到別人的寬恕的時候
[00:00:36.880 --> 00:00:40.600]  被釋放的感覺就會越大
[00:00:40.600 --> 00:00:42.120]  相反來說
[00:00:42.120 --> 00:00:47.920]  你會發覺當別人越冒犯我們的時候
[00:00:47.920 --> 00:00:52.520]  我們就越難去原諒得罪我們的人
[00:00:52.520 --> 00:00:57.080]  更加不要說得罪我們的是同一個人
[00:00:57.080 --> 00:00:59.920]  經常得罪我們、經常冒犯我們
[00:00:59.920 --> 00:01:02.880]  而且沒有一次是道歉的
[00:01:02.880 --> 00:01:09.720]  我問大家你會不會仍然願意寬恕一個這樣的人呢?
[00:01:09.720 --> 00:01:12.280]  有一次彼得問耶穌
[00:01:12.280 --> 00:01:17.920]  祂說祂應該寬恕那些得罪祂的人多少次呢?
[00:01:17.920 --> 00:01:20.920]  耶穌未回答彼得之前
[00:01:20.920 --> 00:01:22.280]  彼得就這樣說了
[00:01:22.280 --> 00:01:24.840]  七次
[00:01:24.840 --> 00:01:28.400]  當時那個文化的教導就是說
[00:01:28.400 --> 00:01:31.720]  我們需要寬恕別人三次
[00:01:31.720 --> 00:01:35.000]  就是說當彼得說七次的時候
[00:01:35.000 --> 00:01:39.280]  比當時的文化的要求更加慷慨
[00:01:39.280 --> 00:01:41.480]  更加包容
[00:01:41.480 --> 00:01:42.760]  但是耶穌說不是
[00:01:42.760 --> 00:01:45.760]  不是七次,而是七十個七次
[00:01:45.760 --> 00:01:48.720]  有些翻譯的譯本就不是譯七十個七次
[00:01:48.720 --> 00:01:50.720]  是譯七十次
[00:01:50.720 --> 00:01:56.640]  不過這裡的教導似乎著重點並不是說多少次
[00:01:56.640 --> 00:02:01.800]  著重點是我們要經常原諒
[00:02:01.800 --> 00:02:02.840]  如果是這樣說的話
[00:02:02.840 --> 00:02:05.720]  我們不禁要問一個問題就是
[00:02:05.720 --> 00:02:12.280]  我們是否真的能夠經常地原諒別人
[00:02:12.280 --> 00:02:18.720]  耶穌就用了一個故事來跟我們講解寬恕的道理
[00:02:18.720 --> 00:02:21.160]  第一件事我們首先需要知道的就是
[00:02:21.160 --> 00:02:23.760]  我們寬恕別人
[00:02:23.760 --> 00:02:27.280]  寬恕這件事本身的必要性
[00:02:27.280 --> 00:02:31.680]  特別當我們沒辦法償還我們所犯的過錯的時候
[00:02:31.680 --> 00:02:34.080]  就好像剛才我們所讀的故事
[00:02:34.080 --> 00:02:36.000]  這個王和他的僕人
[00:02:36.000 --> 00:02:38.000]  僕人欠了王多少錢
[00:02:38.000 --> 00:02:40.160]  聖經告訴我們他欠了一筆債
[00:02:40.160 --> 00:02:42.160]  而這筆債是沒辦法償還的
[00:02:42.160 --> 00:02:45.840]  這個金額是去到一千萬的銀子
[00:02:45.840 --> 00:02:46.600]  什麼觀念?
[00:02:46.600 --> 00:02:48.080]  一千萬即是多少?
[00:02:48.080 --> 00:02:52.960]  你猜當時一個工人一年的年資大概是多少?
[00:02:52.960 --> 00:02:58.000]  一年的年資一個普通的工人大概是五十兩的銀子
[00:02:58.000 --> 00:03:01.120]  現在這裡是說一千萬的銀子
[00:03:01.120 --> 00:03:04.440]  要做多少年才能償還這筆債?
[00:03:04.440 --> 00:03:05.280]  算一算
[00:03:05.280 --> 00:03:09.600]  是二十萬年才能償還這筆債
[00:03:09.600 --> 00:03:10.640]  那就是沒辦法了
[00:03:10.640 --> 00:03:11.880]  你怎麼償還都不能償還
[00:03:11.880 --> 00:03:15.520]  所以這個僕人知道他不可能償還這筆債
[00:03:15.520 --> 00:03:17.680]  國王也知道
[00:03:17.680 --> 00:03:20.400]  國王就下令將這個僕人
[00:03:20.400 --> 00:03:24.040]  將他所有的一切全部賣掉
[00:03:24.040 --> 00:03:26.160]  包括他的妻子和孩子
[00:03:26.160 --> 00:03:28.440]  全部賣掉你都還了
[00:03:28.440 --> 00:03:32.360]  很明顯這個故事大家可以引申到的比喻就是
[00:03:32.360 --> 00:03:36.480]  這個國王就是比喻我們的天父上帝
[00:03:36.480 --> 00:03:41.120]  而僕人就是比喻到我們世界上的每一個人
[00:03:41.120 --> 00:03:42.160]  包括你
[00:03:42.160 --> 00:03:43.560]  也包括我
[00:03:43.560 --> 00:03:47.720]  就好像羅馬書三章二十三節
[00:03:47.720 --> 00:03:50.320]  使徒保羅在那裡告訴我們
[00:03:50.320 --> 00:03:52.880]  所有人都犯了罪
[00:03:52.880 --> 00:03:55.640]  規缺了神的榮耀
[00:03:55.640 --> 00:03:57.600]  因此聖經告訴我們
[00:03:57.600 --> 00:03:59.920]  這個世界上沒有一個二人
[00:03:59.920 --> 00:04:01.480]  一個都沒有
[00:04:01.480 --> 00:04:05.480]  換句話來說我們每一個人都是罪人
[00:04:05.480 --> 00:04:09.960]  我們每一個人都欠了神的債
[00:04:09.960 --> 00:04:11.840]  就好像這個故事裡面
[00:04:11.840 --> 00:04:15.000]  這個僕人欠國王的債一樣
[00:04:15.000 --> 00:04:17.840]  沒辦法還得了這筆債
[00:04:17.840 --> 00:04:20.920]  剛才所說的對於今天大部分的人來說
[00:04:20.920 --> 00:04:23.560]  都是一個很難接受
[00:04:23.560 --> 00:04:26.560]  很難理解的一個事實
[00:04:26.560 --> 00:04:27.880]  為什麼?
[00:04:27.880 --> 00:04:31.960]  因為沒有一個人願意承認自己是一個罪人
[00:04:31.960 --> 00:04:35.320]  更加不要說其實今天世界上大部分的人
[00:04:35.320 --> 00:04:37.480]  甚至不相信神的存在
[00:04:37.480 --> 00:04:40.440]  不過這個故事告訴我們是容易的
[00:04:40.440 --> 00:04:44.120]  這個故事告訴我們如果這個世界真的有上帝
[00:04:44.120 --> 00:04:47.680]  那麼這個上帝不單止創造了這個世界
[00:04:47.680 --> 00:04:50.960]  也是將我們安放在這個世界裡面
[00:04:50.960 --> 00:04:53.160]  讓我們在這個世界上生活
[00:04:53.160 --> 00:04:55.800]  讓我們可以做我們想做的事情
[00:04:55.800 --> 00:04:59.480]  用這個比喻裡面的用詞
[00:04:59.480 --> 00:05:04.560]  這個國王要和他的僕人算賬
[00:05:04.560 --> 00:05:09.560]  同樣我們創造天地的上帝
[00:05:09.560 --> 00:05:13.360]  也都要和世上的人算賬
[00:05:13.360 --> 00:05:15.240]  包括你和我
[00:05:15.240 --> 00:05:18.720]  就是說在所有神創造的裡面
[00:05:18.720 --> 00:05:20.560]  在這個借來的地方
[00:05:20.560 --> 00:05:23.240]  在這個借來的時間裡面生活的人
[00:05:23.240 --> 00:05:24.880]  無論大家喜不喜歡
[00:05:24.880 --> 00:05:26.280]  無論大家相不相信
[00:05:26.280 --> 00:05:28.480]  或者大家預備好了沒有
[00:05:28.480 --> 00:05:31.280]  有一天
[00:05:31.280 --> 00:05:33.840]  我們需要向這個造物主
[00:05:33.840 --> 00:05:39.640]  整個宇宙的君王面前來交賬
[00:05:39.640 --> 00:05:41.320]  或者我問大家一個問題
[00:05:41.320 --> 00:05:43.800]  在你整個人生裡面
[00:05:43.800 --> 00:05:48.120]  對你來說最珍貴的是什麼?
[00:05:48.120 --> 00:05:49.080]  財富
[00:05:49.080 --> 00:05:51.000]  銀行裡面的錢
[00:05:51.000 --> 00:05:52.520]  房子
[00:05:52.520 --> 00:05:53.800]  知識
[00:05:53.800 --> 00:05:54.480]  名譽
[00:05:54.480 --> 00:05:55.360]  地位
[00:05:55.360 --> 00:05:58.320]  我周圍所愛的人
[00:05:58.320 --> 00:06:00.080]  我相信大家都坐過飛機
[00:06:00.080 --> 00:06:01.400]  大家有沒有留意一件事
[00:06:01.400 --> 00:06:03.280]  你坐飛機的時候
