
[00:00:00.000 --> 00:00:08.000]  今天不知道大家看著我有沒有不順眼的感覺呢?
[00:00:08.000 --> 00:00:12.000]  有奇怪的感覺,是不是?
[00:00:12.000 --> 00:00:16.000]  好像每一次我要講道的時候就要搞一下鬼
[00:00:16.000 --> 00:00:23.000]  刺激一下你們,挑戰一下你們
[00:00:23.000 --> 00:00:28.000]  這個不是浸信會傳統牧師的造型
[00:00:28.000 --> 00:00:35.000]  這個是我在反思很久之後
[00:00:35.000 --> 00:00:38.000]  這個也是我受案的時候的禮物
[00:00:38.000 --> 00:00:43.000]  所以我都願意去嘗試去面對浸信會的傳統
[00:00:43.000 --> 00:00:48.000]  有沒有空間去用這件牧師的襯衫
[00:00:48.000 --> 00:00:54.000]  適當地在這些場合裡面去傳達訊息呢?
[00:00:54.000 --> 00:00:58.000]  為什麼要這樣穿呢?有沒有人想過的?
[00:00:58.000 --> 00:01:02.000]  其實我在上次講道也有提到
[00:01:02.000 --> 00:01:10.000]  浸信會是沒有平順度和性積的觀念
[00:01:10.000 --> 00:01:13.000]  所以這個造型是性積的觀念
[00:01:13.000 --> 00:01:16.000]  好像很不一致
[00:01:16.000 --> 00:01:20.000]  但其實我自己在這麼多年的牧釀裡面
[00:01:20.000 --> 00:01:23.000]  我是很不喜歡穿西裝打領帶的
[00:01:23.000 --> 00:01:27.000]  就是因為這個原因而這樣穿
[00:01:27.000 --> 00:01:34.000]  而是這個世界越來越以商以利為核心
[00:01:34.000 --> 00:01:38.000]  產生了很多很多的社會問題
[00:01:38.000 --> 00:01:42.000]  甚至政治問題,生命的問題
[00:01:42.000 --> 00:01:47.000]  中國人士農工商將商放在最低
[00:01:47.000 --> 00:01:52.000]  為什麼呢?因為不想利字當頭
[00:01:52.000 --> 00:01:55.000]  當什麼都是利益的時候
[00:01:55.000 --> 00:01:58.000]  什麼都會變質
[00:01:58.000 --> 00:02:01.000]  我不知道大家有沒有想過
[00:02:01.000 --> 00:02:03.000]  西方有很多這些反省
[00:02:03.000 --> 00:02:07.000]  很多老人家一天要吃一粒藥
[00:02:07.000 --> 00:02:09.000]  十幾粒藥
[00:02:09.000 --> 00:02:13.000]  其實是不是必須的呢?
[00:02:13.000 --> 00:02:20.000]  最近剛剛遇到一個跟我買強積金的經紀
[00:02:20.000 --> 00:02:22.000]  介紹一隻股票
[00:02:22.000 --> 00:02:25.000]  這個股票基金賺硬
[00:02:25.000 --> 00:02:27.000]  為什麼呢?因為是一個藥廠的基金
[00:02:27.000 --> 00:02:29.000]  美國藥廠的基金
[00:02:29.000 --> 00:02:34.000]  我說現在越來越多人吃藥
[00:02:34.000 --> 00:02:36.000]  你看到我的年紀
[00:02:36.000 --> 00:02:40.000]  過多幾年我都要吃很多粒藥
[00:02:40.000 --> 00:02:43.000]  市場越來越大,怎麼會不賺呢?
[00:02:43.000 --> 00:02:47.000]  看那條成長的曲線
[00:02:47.000 --> 00:02:48.000]  雖然都有上有落
[00:02:48.000 --> 00:02:52.000]  基本上是45度增長
[00:02:52.000 --> 00:02:54.000]  實在很吸引
[00:02:54.000 --> 00:02:59.000]  但我心裏很不舒服
[00:02:59.000 --> 00:03:02.000]  21世紀應該是中醫的世紀
[00:03:02.000 --> 00:03:10.000]  中醫有機會用一些不需要用藥物的方法去養生
[00:03:10.000 --> 00:03:14.000]  令中老年人不需要太依賴藥物
[00:03:14.000 --> 00:03:18.000]  但是這些都是不受西醫歡迎的,為什麼呢?
[00:03:18.000 --> 00:03:23.000]  不用藥就養不了藥廠
[00:03:23.000 --> 00:03:26.000]  養不了藥廠就沒有人支持研究
[00:03:26.000 --> 00:03:29.000]  又沒有人去支持醫生
[00:03:29.000 --> 00:03:31.000]  養少了很多人
[00:03:31.000 --> 00:03:37.000]  所以中醫本身都有不歡迎某些中醫的養生技術
[00:03:37.000 --> 00:03:43.000]  因為不用藥,養少了很多人
[00:03:43.000 --> 00:03:46.000]  我穿西裝時經常有一個感覺
[00:03:46.000 --> 00:03:48.000]  我胖胖的,圓圓的
[00:03:48.000 --> 00:03:51.000]  好像很想賺錢的人
[00:03:51.000 --> 00:03:53.000]  我不太喜歡這個形象
[00:03:53.000 --> 00:04:00.000]  所以我想是一個簡樸、平實、比較僕人的形象
[00:04:00.000 --> 00:04:04.000]  我覺得這個恤衫給了我這個訊息
[00:04:04.000 --> 00:04:07.000]  但當你看見我這樣穿的時候
[00:04:07.000 --> 00:04:10.000]  你有沒有感覺不舒服呢?
[00:04:10.000 --> 00:04:12.000]  你有沒有覺得被挑戰呢?
[00:04:12.000 --> 00:04:14.000]  可能沒有
[00:04:14.000 --> 00:04:16.000]  不過你有沒有意識到
[00:04:16.000 --> 00:04:18.000]  當你看見一些不舒服的時候
[00:04:18.000 --> 00:04:23.000]  某些人做了一些你覺得不妥的時候
[00:04:23.000 --> 00:04:25.000]  你有沒有好像聖經那樣說
[00:04:25.000 --> 00:04:29.000]  你看見弟兄裏面的刺的時候
[00:04:29.000 --> 00:04:35.000]  有沒有思考你眼裏面有良目呢?
[00:04:35.000 --> 00:04:39.000]  我曾經在教會侍奉裏面聽過一些教會
[00:04:39.000 --> 00:04:41.000]  不是這間教會
[00:04:41.000 --> 00:04:44.000]  那些執事是會準九點鐘打電話回辦公室的
[00:04:44.000 --> 00:04:46.000]  為什麼呢?
[00:04:46.000 --> 00:04:48.000]  看下童工在不在
[00:04:48.000 --> 00:04:52.000]  他們最重視的童工有那種誠信
[00:04:52.000 --> 00:04:59.000]  九點鐘在辦公室開始進行他們的服事
[00:04:59.000 --> 00:05:01.000]  我也聽過一些弟兄妹妹
[00:05:01.000 --> 00:05:05.000]  說看見童工九點鐘還在外面吃早餐
[00:05:05.000 --> 00:05:09.000]  而心裏面不舒服
[00:05:09.000 --> 00:05:16.000]  九點鐘還看見童工帶著自己的小朋友去上學
[00:05:16.000 --> 00:05:19.000]  心裏面不舒服
[00:05:19.000 --> 00:05:22.000]  我不知道大家有沒有這樣的經歷
[00:05:22.000 --> 00:05:25.000]  有這種不舒服
[00:05:25.000 --> 00:05:28.000]  其實當我們看見這些問題的時候
[00:05:28.000 --> 00:05:38.000]  看見一些刺覺得違背了某些期望或信仰的一些行為守則的時候
[00:05:38.000 --> 00:05:42.000]  有沒有看到自己裏面的不妥呢?
[00:05:42.000 --> 00:05:46.000]  其實大家都是憑著一個好意
[00:05:46.000 --> 00:05:53.000]  想去令到教會有一個更好的成長運作或帶領
[00:05:53.000 --> 00:05:59.000]  但很多時候自己的框框表現出來的時候
[00:05:59.000 --> 00:06:05.000]  卻是進入了、跌落了這段經文所說的
[00:06:05.000 --> 00:06:14.000]  那種在論斷裏面那種生命的試探和危機
[00:06:14.000 --> 00:06:16.000]  我們再看一段經文
[00:06:16.000 --> 00:06:22.000]  為什麼你看見弟兄眼中有刺卻不想自己有良目呢?
[00:06:22.000 --> 00:06:26.000]  你自己眼中有良目怎能對你的弟兄說
[00:06:26.000 --> 00:06:28.000]  容我去掉你眼中的刺呢?
[00:06:28.000 --> 00:06:32.000]  你這假冒為善的人先去掉自己眼中的良目
[00:06:32.000 --> 00:06:40.000]  然後才能看得清楚
[00:06:40.000 --> 00:06:43.000]  才能去掉你弟兄眼中的刺
[00:06:43.000 --> 00:06:47.000]  所以原來當我們活在一種緊密的關係
[00:06:47.000 --> 00:06:49.000]  我們想建立一個緊密的關係
[00:06:49.000 --> 00:06:51.000]  教會其實是一個家庭的村落
[00:06:51.000 --> 00:06:54.000]  是一個緊密的關係的時候
[00:06:54.000 --> 00:06:57.000]  我們很多時候我們這些性格的不同
[00:06:57.000 --> 00:07:02.000]  我們那些對生命、對領袖、對侍奉
[00:07:02.000 --> 00:07:06.000]  對很多不同信仰的行為觀點的差異
[00:07:06.000 --> 00:07:11.000]  都會很容易跌落論斷的效應裏面
[00:07:11.000 --> 00:07:16.000]  我們有沒有想過當你看見童工九點鐘還在吃早餐的時候
[00:07:16.000 --> 00:07:22.000]  其實他七點半已經和弟兄在餐廳裏面靈修
[00:07:22.000 --> 00:07:24.000]  可不可以呢?
[00:07:24.000 --> 00:07:30.000]  當你看見一個童工九點半鐘和大家的兒子上學的時候
[00:07:30.000 --> 00:07:34.000]  你有沒有想像過這個童工可能連續加班了三、四晚
[00:07:34.000 --> 00:07:37.000]  他已經沒有時間陪自己的家人
[00:07:37.000 --> 00:07:42.000]  所以他要爭取陪兒子上學
[00:07:42.000 --> 00:07:44.000]  短短的半個小時
[00:07:44.000 --> 00:07:50.000]  和他一起走、等車、諸如此類的經歷呢?
[00:07:50.000 --> 00:07:56.000]  如果我們不能夠走近一點去了解、去明白
[00:07:56.000 --> 00:08:00.000]  很多時候我們落在自己一些不健康的心態裏面的時候
[00:08:00.000 --> 00:08:07.000]  我們就跌落去論斷那種生命裏面去
[00:08:07.000 --> 00:08:09.000]  下一張
[00:08:09.000 --> 00:08:13.000]  一根良木的真理的核心是告訴我們
[00:08:13.000 --> 00:08:17.000]  我們要謙卑
[00:08:17.000 --> 00:08:20.000]  因為一個人的謙卑和柔和
[00:08:20.000 --> 00:08:24.000]  學校主的生命是能夠發揮很大的能力
[00:08:24.000 --> 00:08:29.000]  令到婚姻、親鄰、緊密的群體的關係能夠去改變
[00:08:29.000 --> 00:08:34.000]  論斷最大的問題是驕傲
[00:08:34.000 --> 00:08:38.000]  神說驕傲人不能夠承受他的覺
[00:08:38.000 --> 00:08:40.000]  不能夠承受他的能力
