
[00:00:00.000 --> 00:00:02.720]  弟兄姊妹,早安
[00:00:02.720 --> 00:00:07.500]  今天很奇怪,座位有一部分是沒有座位的
[00:00:07.500 --> 00:00:12.600]  今天很奇怪,座位有一部分是沒有了
[00:00:12.600 --> 00:00:18.000]  希望大家能夠專心去敬拜主
[00:00:18.000 --> 00:00:24.120]  因為我們的敬拜不單是聽到
[00:00:24.120 --> 00:00:29.460]  我們是要用我們的心對準我們的神
[00:00:29.460 --> 00:00:32.980]  我們還是要用我們的心來對準我們的神
[00:00:32.980 --> 00:00:35.980]  所以我們禱告、唱詩都是敬拜
[00:00:35.980 --> 00:00:42.120]  所以我們禱告、唱詩也是敬拜
[00:00:42.120 --> 00:00:48.620]  有一宗謀殺案發生了
[00:00:48.620 --> 00:00:53.660]  主審法官要引導陪審團作出判決
[00:00:53.660 --> 00:00:59.320]  主審法官要引導陪審團作出判決
[00:00:59.320 --> 00:01:04.000]  究竟誰是謀殺犯,他的罪名成立嗎?
[00:01:04.000 --> 00:01:08.840]  究竟誰是謀殺犯,他的罪名成立嗎?
[00:01:08.840 --> 00:01:13.740]  我們看今天頭兩節的經文
[00:01:13.740 --> 00:01:16.420]  我們看今天頭兩節的經文
[00:01:16.420 --> 00:01:22.920]  大家首先可否數一數這個經文裏面有多少個人物
[00:01:22.920 --> 00:01:31.000]  大家首先可否數一數這個經文裏面有多少個人物出現過呢?
[00:01:31.000 --> 00:01:38.140]  不如都請Raymond你讀出來第26、27節
[00:01:38.140 --> 00:01:40.240]  不如都請Raymond你讀出來第26、27節
[00:01:40.240 --> 00:01:43.740]  烏尼亞的妻聽見丈夫烏尼亞死了
[00:01:43.740 --> 00:01:45.480]  就為他哀哭
[00:01:45.480 --> 00:01:47.480]  哀哭的日子過了
[00:01:47.480 --> 00:01:50.240]  大衛差人將他接到宮裏
[00:01:50.240 --> 00:01:52.640]  他就捉了大衛的妻
[00:01:52.640 --> 00:01:54.640]  給大衛生了一個兒子
[00:01:54.640 --> 00:01:56.640]  但大衛所行的這事
[00:01:56.640 --> 00:01:58.920]  葉和華甚不喜悅
[00:01:58.920 --> 00:02:00.920]  大家數到有多少個人物呢?
[00:02:00.920 --> 00:02:02.520]  大家數到有多少個人物呢?
[00:02:02.520 --> 00:02:04.460]  大家數到有多少個人物呢?
[00:02:04.460 --> 00:02:05.260]  四個
[00:02:05.260 --> 00:02:05.760]  四個
[00:02:05.760 --> 00:02:06.720]  有沒有其他答案呢?
[00:02:06.720 --> 00:02:08.720]  還有沒有其他答案呢?
[00:02:08.720 --> 00:02:10.720]  還有沒有其他答案呢?
[00:02:10.720 --> 00:02:12.720]  還有沒有其他答案呢?
[00:02:12.720 --> 00:02:14.300]  沒錯了
[00:02:14.300 --> 00:02:16.300]  沒錯了
[00:02:16.300 --> 00:02:20.200]  如果是人就應該有四個
[00:02:20.200 --> 00:02:22.940]  如果是人就應該有四個
[00:02:22.940 --> 00:02:25.840]  如果連葉和華在內就有五個
[00:02:25.840 --> 00:02:29.840]  如果連葉和華在內就有五個
[00:02:29.840 --> 00:02:32.740]  當我們看第二幅PowerPoint的時候
[00:02:32.740 --> 00:02:34.580]  就會看得很清楚了
[00:02:34.580 --> 00:02:38.380]  我們在看的時候就看得很清楚了
[00:02:38.380 --> 00:02:44.260]  當中有兩個人是妻子
[00:02:44.260 --> 00:02:46.460]  當中有兩個人是妻子
[00:02:46.460 --> 00:02:46.560]  當中有兩個人是妻子
[00:02:46.560 --> 00:02:47.760]  當中有兩個人是妻子
[00:02:47.760 --> 00:02:49.760]  是人家的妻子
[00:02:49.760 --> 00:02:51.500]  但是都是同一個人
[00:02:51.500 --> 00:02:53.160]  但是都是同一個人
[00:02:53.160 --> 00:02:56.300]  這個女人的名字叫做拔士巴
[00:02:56.300 --> 00:02:56.300]  這個女人的名字叫做拔士巴
[00:02:56.300 --> 00:02:58.800]  這個女人的名字叫做拔士巴
[00:02:58.800 --> 00:03:03.680]  她本來是一個赫族人的勇士烏利亞的妻子
[00:03:03.680 --> 00:03:03.680]  她本來是一個赫族人的勇士烏利亞的妻子
[00:03:03.680 --> 00:03:07.520]  她本來是一個赫族人的勇士烏利亞的妻子
[00:03:07.520 --> 00:03:10.020]  但是當她的丈夫死了之後
[00:03:10.020 --> 00:03:15.980]  她就被當時的君王大衛接到宮內
[00:03:15.980 --> 00:03:20.560]  當她的丈夫死了之後
[00:03:20.560 --> 00:03:20.600]  她就被當時的君王大衛接到宮內
[00:03:20.600 --> 00:03:21.460]  她就被當時的君王大衛接到宮內
[00:03:21.460 --> 00:03:23.900]  就成為了大衛的妻子
[00:03:23.900 --> 00:03:23.920]  就成為了大衛的妻子
[00:03:23.920 --> 00:03:26.140]  就成為了大衛的妻子
[00:03:26.140 --> 00:03:30.640]  大家可以看到還有其他
[00:03:30.640 --> 00:03:30.660]  大家可以看到還有其他
[00:03:30.660 --> 00:03:34.480]  大家可以看到還有其他
[00:03:34.480 --> 00:03:34.480]  大家應該知道被謀殺的人就是烏利亞
[00:03:34.480 --> 00:03:38.440]  大家應該知道被謀殺的人就是烏利亞
[00:03:38.440 --> 00:03:38.480]  大家應該知道被謀殺的人是烏利亞
[00:03:38.480 --> 00:03:43.440]  大家應該知道被謀殺的人是烏利亞
[00:03:43.440 --> 00:03:48.080]  大家猜猜謀殺犯是誰?
[00:03:48.080 --> 00:03:48.080]  大家猜猜謀殺犯究竟是誰?
[00:03:48.080 --> 00:03:51.220]  大家猜猜謀殺犯究竟是誰?
[00:03:51.220 --> 00:03:51.220]  在這麼多人當中,誰是謀殺犯?
[00:03:51.220 --> 00:03:54.560]  在這麼多人當中,誰是謀殺犯?
[00:03:54.560 --> 00:03:58.720]  在這幾個人當中,誰是謀殺犯?
[00:03:58.720 --> 00:03:58.760]  在這幾個人當中,誰是謀殺犯?
[00:03:58.760 --> 00:03:58.760]  在這幾個人當中,誰是謀殺犯?
[00:03:58.760 --> 00:03:58.760]  在這幾個人當中,誰是謀殺犯?
[00:03:58.760 --> 00:03:58.800]  在這幾個人當中,誰是謀殺犯?
[00:03:58.800 --> 00:03:58.800]  在這幾個人當中,誰是謀殺犯?
[00:03:58.800 --> 00:03:58.860]  在這幾個人當中,誰是謀殺犯?
[00:03:58.860 --> 00:04:25.020]  是大衛王,他是謀殺犯,但他同時也是以色列人當中的首席大法官
[00:04:25.020 --> 00:04:39.740]  大法官竟然殺人,大衛的殺人動機是甚麼?
[00:04:39.740 --> 00:05:01.180]  大法官竟然殺人,大衛的殺人動機是甚麼?
[00:05:01.180 --> 00:05:12.940]  經文指出,葉和華差遣先知拿丹去見大衛
[00:05:12.940 --> 00:05:17.900]  原因就是上半節
[00:05:17.900 --> 00:05:28.580]  因為葉和華甚不喜悅大衛所行的這事
[00:05:28.580 --> 00:05:41.940]  為了讓大衛知道他做了令神甚不喜悅的事
[00:05:41.940 --> 00:05:56.340]  先知拿丹講了一個富戶與窮人的比喻
[00:05:56.340 --> 00:06:04.780]  這個比喻是請Raymond讀出來的
[00:06:04.780 --> 00:06:13.420]  第十章第一節,葉和華拿丹到了大衛那裡對他說
[00:06:13.420 --> 00:06:19.420]  在一座城裡有兩個人,一個是富戶,一個是窮人
[00:06:19.420 --> 00:06:23.420]  富戶有許多牛群羊群
[00:06:23.420 --> 00:06:33.420]  窮人除了所買來養活的一隻小母羊羔之外別無所有
[00:06:33.420 --> 00:06:37.020]  羊羔在他家裡和他兒女一同長大
[00:06:37.020 --> 00:06:40.620]  吃他所吃的,喝他所喝的
[00:06:40.620 --> 00:06:45.220]  睡在他懷中,在他看來如同女兒一樣
[00:06:45.220 --> 00:06:48.820]  有一客人來到這富戶家裡
[00:06:48.820 --> 00:06:52.820]  富戶捨不得從自己的牛群羊群中
[00:06:52.820 --> 00:06:55.820]  取一隻預備給客人吃
[00:06:55.820 --> 00:07:01.220]  卻取了窮人的羊羔預備給客人吃
[00:07:01.220 --> 00:07:06.020]  在比喻裡,這個富戶雖然擁有很多牛羊
[00:07:06.020 --> 00:07:11.020]  在比喻當中,那個富戶雖然已經擁有很多牛羊
[00:07:11.020 --> 00:07:18.620]  卻強行取去窮人的小母羊羔給客人吃
[00:07:18.620 --> 00:07:26.020]  卻強行取去窮人的小母羊羔給客人吃
[00:07:26.020 --> 00:07:28.620]  這是何等的不合理呢?
[00:07:28.620 --> 00:07:31.420]  這是不合理的事情
[00:07:31.420 --> 00:07:38.820]  所以當拿丹說完這個比喻之後
[00:07:38.820 --> 00:07:43.020]  大衛立即感到很氣憤很憤怒
[00:07:43.020 --> 00:07:47.020]  大衛馬上感到很氣憤和憤怒
[00:07:47.020 --> 00:07:54.820]  他說這個強搶窮人小母羊羔的富戶真是該死
[00:07:54.820 --> 00:08:01.220]  他說強搶窮人的小母羊羔的富戶真是該死
