
[00:00:00.000 --> 00:00:12.500]  各位弟兄姊妹,各位朋友,很開心今天早上繼續和大家在網上一起敬拜,一起言讀神的話
[00:00:12.500 --> 00:00:18.500]  讓我們知道神對我們在世上生活的時候的心意
[00:00:18.500 --> 00:00:26.000]  我們如何預備自己更有效地侍奉和跟從我們的神
[00:00:26.000 --> 00:00:33.500]  今天和大家分享的經文是在馬太福音第十六章二十一至二十八節
[00:00:33.500 --> 00:00:39.500]  今天和大家定了一個題目叫做一生何求
[00:00:39.500 --> 00:00:43.500]  本來是一首流行曲,很多年前
[00:00:43.500 --> 00:00:49.500]  很多時候我們做一些報道會或者傳福音的時候
[00:00:49.500 --> 00:00:52.500]  都是一個不錯的題目
[00:00:52.500 --> 00:00:58.500]  今天我用這個題目也是和大家一起思想一下
[00:00:58.500 --> 00:01:05.500]  究竟我們的人生應該追尋什麼是最重要的呢?
[00:01:05.500 --> 00:01:10.500]  我們先來讀經文,馬太福音的十六章二十一至二十八節
[00:01:10.500 --> 00:01:14.500]  也邀請大家如果你是可以的話就和我一起讀
[00:01:14.500 --> 00:01:18.500]  無論你是小聲讀,或者你可以大聲讀的
[00:01:18.500 --> 00:01:22.500]  或者你在心裏讀的,都沒有問題的
[00:01:22.500 --> 00:01:28.500]  跟著我一起分享這段經文
[00:01:28.500 --> 00:01:35.500]  二十一節,聖經說:從此耶穌才只是門徒
[00:01:35.500 --> 00:01:38.500]  他必須上耶路撒冷去
[00:01:38.500 --> 00:01:44.500]  受長老濟斯長文士許多的苦,並且被殺
[00:01:44.500 --> 00:01:52.500]  第三日復活,彼得就拉著他,勸他說:主啊,萬不可如此
[00:01:52.500 --> 00:01:55.500]  這是必不臨到你身上
[00:01:55.500 --> 00:02:02.500]  耶穌轉過來對彼得說:撒旦,退我後邊去吧
[00:02:02.500 --> 00:02:09.500]  你是伴我腳的,因為你不體貼神的意思,只體貼人的意思
[00:02:09.500 --> 00:02:17.500]  於是耶穌對門徒說:若有人要跟從我,就當捨己
[00:02:17.500 --> 00:02:21.500]  背起他的十字架來,跟從我
[00:02:21.500 --> 00:02:25.500]  因為凡要救自己生命的,必喪掉生命
[00:02:25.500 --> 00:02:31.500]  凡為自己喪掉生命的,必得著生命
[00:02:31.500 --> 00:02:38.500]  人若賺得全世界,賠上自己的生命,有什麼益處呢?
[00:02:38.500 --> 00:02:43.500]  人還能拿什麼換生命呢?
[00:02:43.500 --> 00:02:49.500]  人子要在他父女的榮耀裡,同著重事者降臨
[00:02:49.500 --> 00:02:55.500]  那時候,他要照各人的行為,報應各人
[00:02:55.500 --> 00:03:02.500]  我實在告訴你們,站在這裡的,有人在沒嘗死味以前
[00:03:02.500 --> 00:03:06.500]  必看見人子降臨在他的國裡
[00:03:06.500 --> 00:03:11.500]  邀請大家在一起禱告,求聖靈的帶領
[00:03:11.500 --> 00:03:16.500]  全能的天父,我們的主耶穌,再次多謝你
[00:03:16.500 --> 00:03:21.500]  給我們寶貴的說話,引導我們的生命
[00:03:21.500 --> 00:03:27.500]  讓我們了解,我們所相信的是一位怎樣的神
[00:03:27.500 --> 00:03:34.500]  透過你的話語,我們知道,你要我們在世上怎樣生活
[00:03:34.500 --> 00:03:38.500]  怎樣跟從你,怎樣侍奉你
[00:03:38.500 --> 00:03:43.500]  願真理的靈教導我們,在我們的心中
[00:03:43.500 --> 00:03:48.500]  讓我們明白你的真理,你的旨意
[00:03:48.500 --> 00:03:54.500]  又讓我們有能力去實踐神理的教導
[00:03:54.500 --> 00:04:00.500]  這樣祈求禱告,奉靠我們的主,耶穌基督的名,阿們
[00:04:00.500 --> 00:04:08.500]  剛才提過,其中一些經文,是我們時時都會聽到
[00:04:08.500 --> 00:04:14.500]  譬如第26節就是,人若讚得全世界,賠上自己的生命
[00:04:14.500 --> 00:04:16.500]  又有什麼益處呢?
[00:04:16.500 --> 00:04:20.500]  我們報導的時候,很多時候都會用這一句話
[00:04:20.500 --> 00:04:24.500]  有時候我們甚至跟別人開玩笑的時候
[00:04:24.500 --> 00:04:28.500]  我們都會用,撒旦退我後邊去吧
[00:04:28.500 --> 00:04:33.500]  因為有時候,可能都有人跟你開玩笑
[00:04:33.500 --> 00:04:38.500]  將一些好像是試探的東西放在你面前
[00:04:38.500 --> 00:04:41.500]  或者說一些不是很合宜的話
[00:04:41.500 --> 00:04:46.500]  你又跟他開玩笑,用這一句話來回答他
[00:04:46.500 --> 00:04:54.500]  但是真的很重要的經文,都包括在這一段我們所讀的
[00:04:54.500 --> 00:05:00.500]  譬如耶穌對門徒說,若有人要跟從我,就當捨己
[00:05:00.500 --> 00:05:05.500]  背起他的十字架來,跟從我
[00:05:05.500 --> 00:05:08.500]  非常之重要的真理
[00:05:08.500 --> 00:05:14.500]  但是我們住在澳洲,似乎不是遇到有這樣的情況
[00:05:14.500 --> 00:05:21.500]  在澳洲,始終我們是有信仰的自由,宗教的自由
[00:05:21.500 --> 00:05:28.500]  我們可以信任何的宗教,沒有人會阻止我們
[00:05:28.500 --> 00:05:33.500]  雖然這個世界上仍然有一些國家,我們稱為
[00:05:33.500 --> 00:05:39.500]  在那裏做基督徒,是其中一些最危險的國家
[00:05:39.500 --> 00:05:43.500]  但是起碼澳洲,現在不是,將來是不是呢?
[00:05:43.500 --> 00:05:46.500]  多數都應該不是,現在一定不是
[00:05:46.500 --> 00:05:53.500]  所以我們說到要捨己背起十架,我們要效法主耶穌的死
[00:05:53.500 --> 00:05:56.500]  因為他要受苦,又要死在十字架
[00:05:56.500 --> 00:06:05.500]  我們似乎沒有什麼機會去學習耶穌基督的樣式
[00:06:05.500 --> 00:06:11.500]  但是,又不等於我們完全不用學習這些功課
[00:06:11.500 --> 00:06:17.500]  尤其是捨己背起十字架,我們都要學習的
[00:06:17.500 --> 00:06:22.500]  我曾經聽過一些故事,我不知道有多真
[00:06:22.500 --> 00:06:27.500]  但是都能夠幫助我們去思想,反省我們的信仰
[00:06:27.500 --> 00:06:33.500]  看看我們的信心究竟有多大
[00:06:33.500 --> 00:06:36.500]  話說在初期的教會的時候
[00:06:36.500 --> 00:06:41.500]  因為羅馬政府知道有人信耶穌
[00:06:41.500 --> 00:06:46.500]  他們不肯拜海撒的像的時候
[00:06:46.500 --> 00:06:50.500]  就會抓他們去坐牢,有些扔到獅子坑
[00:06:50.500 --> 00:06:55.500]  有些會扔到懸崖,讓他們粉身碎骨
[00:06:55.500 --> 00:07:02.500]  話說有一班基督徒,他們被羅馬兵抓到懸崖邊
[00:07:02.500 --> 00:07:06.500]  然後逐個站在懸崖邊問他們
[00:07:06.500 --> 00:07:10.500]  你是否真的相信耶穌
[00:07:10.500 --> 00:07:15.500]  他們說是的,就把他們推到懸崖,讓他們粉身碎骨
[00:07:15.500 --> 00:07:23.500]  好像嚇唬一下周圍的基督徒,讓他們放棄信仰
[00:07:23.500 --> 00:07:34.500]  但是這件事就是說,一個基督徒被人推到山崖,粉身碎骨的時候
[00:07:34.500 --> 00:07:41.500]  就聽到有神的天使天君在唱歌,吹號角
[00:07:41.500 --> 00:07:44.500]  然後歡迎他們進入天堂
[00:07:44.500 --> 00:07:50.500]  每一個都是這樣,逐個基督徒就被他們殺了
[00:07:50.500 --> 00:07:56.500]  這些基督徒全部都被殺了
[00:07:56.500 --> 00:08:02.500]  有一個羅馬兵,沒有人問他,你是不是信耶穌
[00:08:02.500 --> 00:08:05.500]  你信耶穌,我就會把你推到懸崖
[00:08:05.500 --> 00:08:10.500]  但是他自己跑到懸崖邊大聲喊,我要信耶穌
[00:08:10.500 --> 00:08:15.500]  然後自己跳到懸崖邊,他不是自殺
[00:08:15.500 --> 00:08:21.500]  不過他是相信,信耶穌的是會得到永遠的生命
[00:08:21.500 --> 00:08:24.500]  得到神的閱立
[00:08:24.500 --> 00:08:27.500]  所以他有這樣的信心
[00:08:27.500 --> 00:08:31.500]  他願意捨己,願意背起十甲
[00:08:31.500 --> 00:08:36.500]  願意和耶穌一起受苦受死
[00:08:36.500 --> 00:08:41.500]  我們有沒有這種信念呢?
[00:08:41.500 --> 00:08:44.500]  有時候我們的信心會有些軟弱的時候
[00:08:44.500 --> 00:08:47.500]  我們就覺得跟從耶穌真的很不容易
[00:08:47.500 --> 00:08:51.500]  要實踐聖經的真理有很多困難
[00:08:51.500 --> 00:08:55.500]  於是我們就會覺得這樣跟從耶穌
[00:08:55.500 --> 00:08:59.500]  這樣緊貼,真的不是太好
[00:08:59.500 --> 00:09:04.500]  不如我們遠遠地跟,我們所謂的跟蹤耶穌
[00:09:04.500 --> 00:09:08.500]  我不跟從耶穌,遠遠地跟著他
[00:09:08.500 --> 00:09:11.500]  這樣也不錯,也很好
[00:09:11.500 --> 00:09:16.500]  但是如果這樣的時候,我們就做一個半桶水的基督徒
[00:09:16.500 --> 00:09:19.500]  做一個半桶水的耶穌門徒
[00:09:19.500 --> 00:09:22.500]  這個不是耶穌的心意
[00:09:22.500 --> 00:09:28.500]  也實際上是沒有理由這樣,也沒有可能這樣
[00:09:28.500 --> 00:09:31.500]  所以今天和大家思想一下
[00:09:31.500 --> 00:09:39.500]  究竟捨己背起十甲是一個怎樣的道理呢?
[00:09:39.500 --> 00:09:42.500]  在我們學習這一段經文的時候
[00:09:42.500 --> 00:09:45.500]  我們想到一生何求?
[00:09:45.500 --> 00:09:51.500]  首先要想的就是,其實我在這個世上生活
[00:09:51.500 --> 00:09:54.500]  我追求的是什麼呢?
[00:09:54.500 --> 00:10:00.500]  有時候想這個問題,有些抽象,有些難答
[00:10:00.500 --> 00:10:09.500]  普通在社會上工作,生活,我們起碼就知道
[00:10:09.500 --> 00:10:14.500]  其中一些我們需要去追尋的東西
[00:10:14.500 --> 00:10:19.500]  就會是財富,有家庭,我們想成功
[00:10:19.500 --> 00:10:25.500]  因為我們這樣才可以照顧到自己的家庭
[00:10:25.500 --> 00:10:30.500]  當然還有其他人,他們所謂野心大一點的
