
[00:00:00.000 --> 00:00:04.440]  當一個人遇到一些不順境
[00:00:04.440 --> 00:00:07.600]  或者是一些莫名其妙的事情
[00:00:07.600 --> 00:00:10.680]  總會有很多疑問
[00:00:10.680 --> 00:00:14.840]  就會在我們的腦海當中浮現出來
[00:00:14.840 --> 00:00:19.120]  隨之而來就會有很多的問題
[00:00:19.120 --> 00:00:21.280]  我們去問我們的上帝
[00:00:21.280 --> 00:00:23.720]  尤其是信主的人
[00:00:23.720 --> 00:00:28.120]  我其實在去年這個時間
[00:00:28.120 --> 00:00:29.960]  大家如果還記得的話
[00:00:29.960 --> 00:00:39.760]  我也曾經感染到新冠狀病毒肺炎(COVID-19)
[00:00:39.760 --> 00:00:44.800]  在那段時間我曾經也跟上帝這樣說過
[00:00:44.800 --> 00:00:47.160]  跟上帝有這樣的對談
[00:00:47.160 --> 00:00:51.080]  我說上帝為什麼在這次裡面
[00:00:51.080 --> 00:00:52.880]  我要有這樣的遭遇呢
[00:00:52.880 --> 00:00:54.800]  是不是一次的不幸呢
[00:00:54.800 --> 00:00:58.640]  在過去三年的時間裡面
[00:00:58.640 --> 00:01:02.200]  我都能夠保住沒有去受到感染
[00:01:02.200 --> 00:01:04.120]  但是為什麼來到這一刻
[00:01:04.120 --> 00:01:05.880]  我才會有感染呢
[00:01:05.880 --> 00:01:09.520]  還有我發現到很多人
[00:01:09.520 --> 00:01:11.440]  即使感染了之後
[00:01:11.440 --> 00:01:14.120]  包括我自己的女兒在內
[00:01:14.120 --> 00:01:17.800]  她感染了之後只是在家裡臥床
[00:01:17.800 --> 00:01:21.320]  或者休息一個多兩個星期就康復
[00:01:21.320 --> 00:01:23.200]  但是我到現在今時今日
[00:01:23.200 --> 00:01:28.800]  還有很多找不到問題的來源
[00:01:28.800 --> 00:01:31.480]  的一些問題在我的身體裡面
[00:01:31.480 --> 00:01:36.440]  接下來這個星期又要再次驗眼了
[00:01:36.440 --> 00:01:40.080]  下個星期我又要再去照老了
[00:01:40.080 --> 00:01:44.880]  那麼上帝究竟為什麼要有這樣的情況
[00:01:44.880 --> 00:01:46.920]  我是不是跟人不同
[00:01:46.920 --> 00:01:48.880]  是不是更加不幸呢
[00:01:49.560 --> 00:01:53.720]  當時其實我曾經有一些憤憤不平的問上帝
[00:01:53.720 --> 00:01:58.800]  但是當來到這個復活節的節期的時候
[00:01:58.800 --> 00:02:03.240]  我重新思想到耶穌基督丁在十字架上面
[00:02:03.240 --> 00:02:06.160]  他最後曾經說過一句這樣的說話
[00:02:06.160 --> 00:02:08.720]  也都是今天在讀經裡面的時候
[00:02:08.720 --> 00:02:10.720]  我曾經為大家讀出的
[00:02:10.720 --> 00:02:15.880]  就是在馬太福音第27章45至47字裡面
[00:02:15.880 --> 00:02:17.640]  有這樣說過
[00:02:17.640 --> 00:02:20.480]  他說原來在五正到新初的時候
[00:02:20.480 --> 00:02:22.960]  遍地都黑暗了
[00:02:22.960 --> 00:02:26.520]  我想大家特別留意這個黑暗的事情
[00:02:26.520 --> 00:02:27.440]  在新初的時候
[00:02:27.440 --> 00:02:30.000]  耶穌就大聲喊著說
[00:02:30.000 --> 00:02:35.040]  以你以你拉瑪撒巴各大利
[00:02:35.040 --> 00:02:37.880]  按照這句聖經的翻譯
[00:02:37.880 --> 00:02:41.320]  很多時候我們就會將它回顧回
[00:02:41.320 --> 00:02:48.040]  司篇第22篇第1至第2節的翻譯
[00:02:48.040 --> 00:02:53.720]  我的神我的神為甚麼離棄我
[00:02:53.720 --> 00:02:55.760]  但是其實當我們去了解
[00:02:55.760 --> 00:02:58.600]  聖經更深入的認識的時候
[00:02:58.600 --> 00:03:01.240]  特別我自己來算
[00:03:01.240 --> 00:03:02.880]  很多時候我看一段聖經
[00:03:02.880 --> 00:03:06.600]  我都會回去希臘文的聖經裡面看的時候
[00:03:06.600 --> 00:03:10.240]  我就發覺原來這段聖經的翻譯上面
[00:03:10.240 --> 00:03:14.200]  不是指出耶穌在懷疑上帝
[00:03:14.200 --> 00:03:17.360]  不是說上帝上帝為甚麼要離開我
[00:03:17.360 --> 00:03:19.800]  反而他是要作出一個宣告
[00:03:19.800 --> 00:03:22.360]  他告訴眾人上帝上帝
[00:03:22.360 --> 00:03:25.680]  現在我就和你是分離了
[00:03:25.680 --> 00:03:27.160]  因為在漁民聖經裡面
[00:03:27.160 --> 00:03:29.960]  沒有像希伯來文的聖經裡面
[00:03:29.960 --> 00:03:34.360]  加上一個問句的標號
[00:03:34.360 --> 00:03:35.560]  在希臘文的裡面
[00:03:35.560 --> 00:03:42.080]  也同樣沒有用上一個常有的希臘文問句的標號
[00:03:42.080 --> 00:03:43.920]  放在裡面
[00:03:43.920 --> 00:03:45.200]  所以這句話
[00:03:45.200 --> 00:03:47.720]  如果將它翻譯成為一個問句的話
[00:03:47.720 --> 00:03:49.800]  其實是有一個問題的
[00:03:49.800 --> 00:03:52.000]  我們以為耶穌在那一刻
[00:03:52.000 --> 00:03:53.840]  很不相信上帝
[00:03:53.840 --> 00:03:54.760]  挑戰上帝
[00:03:54.760 --> 00:03:56.240]  就來問上帝
[00:03:56.240 --> 00:03:59.640]  好像適應我自己患Covid-19的時候
[00:03:59.640 --> 00:04:02.360]  我們要問上帝為甚麼要這樣出現
[00:04:02.360 --> 00:04:03.760]  但原來不是
[00:04:03.760 --> 00:04:07.800]  原來耶穌是宣告了在那一刻
[00:04:07.800 --> 00:04:10.640]  他和上帝要分離
[00:04:10.640 --> 00:04:14.320]  相反給我們看見不是不信上帝
[00:04:14.320 --> 00:04:16.160]  而是他相信上帝
[00:04:16.160 --> 00:04:19.880]  而成就了在他的計劃當中
[00:04:19.880 --> 00:04:22.680]  當我看到這段聖經的時候
[00:04:22.680 --> 00:04:25.640]  就讓我再重新去思想
[00:04:25.640 --> 00:04:27.560]  當我們遇見一些不平
[00:04:27.560 --> 00:04:31.120]  或者不順暢的事情的時候
[00:04:31.120 --> 00:04:35.280]  其實我們是不是真的仍然去挑戰上帝
[00:04:35.280 --> 00:04:36.600]  問上帝
[00:04:36.600 --> 00:04:38.880]  為甚麼這些事情發生在我們身上
[00:04:38.880 --> 00:04:43.640]  還是我們是願意馴服在上帝的裡面
[00:04:43.640 --> 00:04:47.760]  並且嘗試了解上帝的心思意念呢
[00:04:47.760 --> 00:04:50.640]  這是一個很不同的處理方法
[00:04:50.640 --> 00:04:54.120]  所以當我們再重新去看這段聖經
[00:04:54.120 --> 00:04:58.880]  也都藉著聖誕復活節期的時候
[00:04:58.880 --> 00:05:01.040]  我們想到耶穌說這番話
[00:05:01.040 --> 00:05:04.600]  其實想帶出來一個甚麼的意義
[00:05:04.600 --> 00:05:06.560]  我希望用這句說話
[00:05:06.560 --> 00:05:08.440]  帶我們回去預備好
[00:05:08.440 --> 00:05:11.240]  進入這個復活節的節期的裡面
[00:05:11.240 --> 00:05:14.880]  重新去看看上帝的心腸
[00:05:14.880 --> 00:05:20.000]  所以我特別選了一個很出名的人物
[00:05:20.000 --> 00:05:23.240]  在《九約聖經》裡面
[00:05:23.240 --> 00:05:25.120]  有很多的問題
[00:05:25.120 --> 00:05:26.320]  走來去問上帝
[00:05:26.320 --> 00:05:29.520]  而這個人也都很多時候被教會的人士稱為
[00:05:29.520 --> 00:05:32.040]  沒有信心的人物,這個叫做阿巴拉罕
[00:05:32.040 --> 00:05:34.480]  很有信心的人竟然在上帝的面前
[00:05:34.480 --> 00:05:36.320]  不斷的去詢問上帝
[00:05:36.320 --> 00:05:39.360]  究竟他的動機是甚麼呢
[00:05:39.360 --> 00:05:41.360]  而上帝要容許他這樣做
[00:05:41.360 --> 00:05:42.600]  是有甚麼原因呢
[00:05:42.600 --> 00:05:44.480]  這段聖經就是今天我們所說的
[00:05:44.480 --> 00:05:47.320]  經文講道的主題的經文
[00:05:47.320 --> 00:05:53.400]  就是《創世紀》第十八章
[00:05:53.400 --> 00:05:57.040]  第十六節至第三十三節的經文
[00:05:57.040 --> 00:05:58.800]  我希望透過這段聖經
[00:05:58.800 --> 00:06:03.720]  一方面讓我們更準確拿捏到上帝的心思意念
[00:06:03.720 --> 00:06:06.720]  但同時間我希望透過這段聖經
[00:06:06.720 --> 00:06:10.400]  為我們今天仍然住在醫院裡面的
[00:06:10.400 --> 00:06:13.840]  Joe和Sandy姐妹打打氣
[00:06:13.840 --> 00:06:17.720]  讓我們一起去明白到上帝的心思意念
[00:06:17.720 --> 00:06:21.360]  在他們突然遭遇的時候
[00:06:21.360 --> 00:06:24.760]  好像看為一件很不幸的事情
[00:06:24.760 --> 00:06:27.040]  但原來可能上帝在當中
[00:06:27.040 --> 00:06:29.240]  有一個更重要更深層的意思
[00:06:29.240 --> 00:06:31.680]  要讓我們學習
[00:06:31.680 --> 00:06:34.480]  我們一起去看看這段聖經
[00:06:34.480 --> 00:06:36.600]  首先我想跟大家去看看
[00:06:36.600 --> 00:06:39.000]  第一部分是我剛才所讀的
[00:06:39.000 --> 00:06:40.800]  《馬太福音》第二十七章
[00:06:40.800 --> 00:06:43.880]  第四十五至四十七節
[00:06:43.880 --> 00:06:46.520]  這段經文我給了它一個副題
[00:06:46.520 --> 00:06:47.600]  這個副題叫做
[00:06:47.600 --> 00:06:50.600]  當其他人都以為
[00:06:50.600 --> 00:06:54.160]  神似乎已經離棄我們的時候
[00:06:54.160 --> 00:06:56.240]  我們應該怎樣想呢
[00:06:56.240 --> 00:06:58.360]  我們回到剛才這段聖經裡面
[00:06:58.360 --> 00:07:01.560]  這段聖經我剛才特別跟大家講到的
[00:07:01.560 --> 00:07:03.160]  留意那個時間
[00:07:03.160 --> 00:07:05.280]  它說從五正到新初
[00:07:05.280 --> 00:07:08.720]  遍地都黑暗了
[00:07:08.720 --> 00:07:10.240]  留意這個黑暗
[00:07:10.240 --> 00:07:10.680]  為什麼呢
[00:07:10.680 --> 00:07:11.760]  因為這個黑暗
[00:07:11.760 --> 00:07:13.640]  其實在跟著我們所看的
[00:07:13.640 --> 00:07:15.240]  《創世紀》十八章
[00:07:15.240 --> 00:07:18.320]  第三十四節之後就發生的
[00:07:18.320 --> 00:07:19.840]  不過我們一會兒再去看看
[00:07:19.840 --> 00:07:21.360]  《創世紀》那段經文
[00:07:21.360 --> 00:07:22.960]  才再詳細的解釋
[00:07:22.960 --> 00:07:28.920]  不過在黑暗淋在這個世界的時候
[00:07:28.920 --> 00:07:31.600]  耶穌竟然在這裡作出一個宣告
[00:07:31.600 --> 00:07:32.160]  祂說
[00:07:32.160 --> 00:07:36.000]  上帝跟我真正分離了
[00:07:36.000 --> 00:07:40.280]  為什麼上帝要耶穌與祂分離呢
[00:07:40.280 --> 00:07:43.360]  最主要的原因是
[00:07:43.360 --> 00:07:46.160]  因為祂真的承擔人的罪
[00:07:46.160 --> 00:07:49.320]  人的罪所帶來的結果
[00:07:49.320 --> 00:07:52.960]  最終的結果就是與上帝的分離
[00:07:52.960 --> 00:07:55.240]  永恆的分離
[00:07:55.240 --> 00:07:57.280]  耶穌在這裡要宣告
[00:07:57.280 --> 00:08:01.200]  祂要承擔所有人因罪而帶來
[00:08:01.200 --> 00:08:03.920]  與上帝分離的那個遭遇
[00:08:03.920 --> 00:08:06.600]  祂將它揹在身上
[00:08:06.600 --> 00:08:08.760]  但是這個時候
[00:08:08.760 --> 00:08:10.400]  第四十七節
[00:08:10.400 --> 00:08:11.000]  留意一下
[00:08:11.000 --> 00:08:13.840]  看看第四十七節說什麼
[00:08:13.840 --> 00:08:15.680]  四十七節裡面說
[00:08:15.680 --> 00:08:22.720]  站在那裡的人 有的聽見就這樣回答了
[00:08:22.720 --> 00:08:23.640]  這個人
[00:08:23.640 --> 00:08:26.760]  就是指十字架上的耶穌基督
[00:08:26.760 --> 00:08:30.040]  在呼叫以利亞
[00:08:30.040 --> 00:08:32.080]  如果大家熟悉《馬太福音》的時候
[00:08:32.080 --> 00:08:33.280]  你們會不會記得
[00:08:33.280 --> 00:08:35.120]  墨爾利亞這個人物
[00:08:35.120 --> 00:08:36.720]  在《馬太福音》裡面
[00:08:36.720 --> 00:08:39.280]  可以說是一個舉足輕重的人物
[00:08:39.280 --> 00:08:43.120]  因為他象徵著舊約先知的代表
[00:08:43.120 --> 00:08:45.800]  也都代表著拯救以色列民
[00:08:45.800 --> 00:08:49.080]  將上帝信息傳遞給以色列民的
[00:08:49.080 --> 00:08:53.680]  重要先知的代表之一
[00:08:53.680 --> 00:08:55.080]  在這一刻
[00:08:55.080 --> 00:08:57.360]  身邊所有的人
[00:08:57.360 --> 00:09:01.200]  當他聽到耶穌基督
[00:09:01.200 --> 00:09:05.280]  宣告與上帝分離的時候
[00:09:05.280 --> 00:09:11.040]  這幫人竟然不了解耶穌基督的想法
[00:09:11.040 --> 00:09:15.600]  反而誤會耶穌想脫身
[00:09:15.600 --> 00:09:16.920]  所以他們說什麼
[00:09:16.920 --> 00:09:20.560]  這個人當然是走來要求以利亞
[00:09:20.560 --> 00:09:23.800]  以他們的了解來拯救以色列民
[00:09:23.800 --> 00:09:26.640]  就是耶穌想來找人
[00:09:26.640 --> 00:09:29.480]  找以利亞來幫他脫身
