
[00:00:00.000 --> 00:00:06.840]  很高興有機會在下午跟大家茶經講福音
[00:00:06.840 --> 00:00:10.500]  今天是我第一次來福音午餐
[00:00:10.500 --> 00:00:12.500]  也很有可能是我最後一次
[00:00:12.500 --> 00:00:14.000]  為甚麼呢?
[00:00:14.000 --> 00:00:19.000]  因為香港有人有句話:講錢失感情
[00:00:19.000 --> 00:00:22.000]  如果你剛才有機會去看
[00:00:22.000 --> 00:00:24.500]  我剛才選了那段經文
[00:00:24.500 --> 00:00:26.000]  就是講錢的
[00:00:26.000 --> 00:00:28.000]  而且不單是講錢
[00:00:28.000 --> 00:00:30.000]  如果你知道我剛才選的那段經文
[00:00:30.000 --> 00:00:32.000]  是講《馬克福日》第十章
[00:00:32.000 --> 00:00:34.000]  這段經文不單是講錢
[00:00:34.000 --> 00:00:36.000]  是要你整副身家的
[00:00:36.000 --> 00:00:41.000]  那為甚麼我要選這段經文呢?
[00:00:41.000 --> 00:00:43.000]  聖經學者告訴我們
[00:00:43.000 --> 00:00:47.000]  耶穌除了講天國以外
[00:00:47.000 --> 00:00:49.000]  都是喜歡講錢的
[00:00:49.000 --> 00:00:53.000]  但是你如果讀多一點耶穌的教導
[00:00:53.000 --> 00:00:55.000]  你會發覺祂講錢
[00:00:55.000 --> 00:00:57.000]  其實跟天國都是有關係的
[00:00:57.000 --> 00:00:58.000]  祂不是在講錢
[00:00:58.000 --> 00:01:00.000]  祂在講天國
[00:01:00.000 --> 00:01:03.000]  所以我今天來跟你們講錢
[00:01:03.000 --> 00:01:06.000]  如果你剛才有機會去看那段聖經的時候
[00:01:06.000 --> 00:01:09.000]  你會發覺最後當耶穌跟他說錢的時候
[00:01:09.000 --> 00:01:11.000]  耶穌是看著這個年輕人
[00:01:11.000 --> 00:01:16.000]  而他愛他
[00:01:16.000 --> 00:01:20.000]  他是愛他而要了他所有的錢
[00:01:20.000 --> 00:01:24.000]  所以如果你打開聖經去看的時候
[00:01:24.000 --> 00:01:26.000]  其實就不是講錢失感情
[00:01:26.000 --> 00:01:29.000]  而是講錢才是真感情
[00:01:29.000 --> 00:01:33.000]  我不是來做售貨員
[00:01:33.000 --> 00:01:35.000]  我不是來跟你買東西
[00:01:35.000 --> 00:01:37.000]  叫你信福音就甚麼鬼
[00:01:37.000 --> 00:01:40.000]  風水佬騙你十年八載
[00:01:40.000 --> 00:01:43.000]  今天你去很多教會都可能騙你
[00:01:43.000 --> 00:01:46.000]  但我不是要你來騙你的
[00:01:46.000 --> 00:01:48.000]  我想你聽這個故事
[00:01:48.000 --> 00:01:50.000]  因為這個是最後的故事
[00:01:50.000 --> 00:01:57.000]  但是我不是想你cheap cheap地去買這東西
[00:01:57.000 --> 00:02:00.000]  我希望你用心地去聽
[00:02:00.000 --> 00:02:03.000]  我希望你聽完之後回去繼續去思考
[00:02:03.000 --> 00:02:05.000]  我希望你回去之後
[00:02:05.000 --> 00:02:09.000]  可能有機會跟你一些基督徒的朋友或者同事
[00:02:09.000 --> 00:02:11.000]  甚至有機會去教會
[00:02:11.000 --> 00:02:13.000]  繼續去思考這個信仰
[00:02:13.000 --> 00:02:16.000]  究竟這個信仰跟我們這個世界有甚麼關係
[00:02:16.000 --> 00:02:19.000]  甚至你可以email我
[00:02:19.000 --> 00:02:23.000]  我會很開心跟你討論回答你的問題
[00:02:23.000 --> 00:02:26.000]  kim.lam@cgst.edu
[00:02:26.000 --> 00:02:31.000]  參不低你可以問這裡的同工一起
[00:02:31.000 --> 00:02:34.000]  今天我要講的題目是兩個富有的青年
[00:02:34.000 --> 00:02:37.000]  有沒有看過這幅中國名畫
[00:02:37.000 --> 00:02:41.000]  這幅中國名畫叫做兩個富有的青年
[00:02:41.000 --> 00:02:43.000]  其實就是剛才那個故事裏面
[00:02:43.000 --> 00:02:45.000]  有個年青人去找耶穌
[00:02:45.000 --> 00:02:48.000]  然後耶穌叫他要他所有的錢的時候
[00:02:48.000 --> 00:02:51.000]  他就幽幽守守地走了
[00:02:51.000 --> 00:02:52.000]  這個圖畫裏面很明顯
[00:02:52.000 --> 00:02:55.000]  這個就是那個有錢的年青人
[00:02:55.000 --> 00:02:59.000]  這個圖畫裏面我說有兩個富有的年青人
[00:02:59.000 --> 00:03:02.000]  還有另外一個富有的年青人是誰呢
[00:03:02.000 --> 00:03:05.000]  希望你聽到最後的時候你會知道
[00:03:05.000 --> 00:03:09.000]  我今天要講的有一個很簡單的大綱
[00:03:09.000 --> 00:03:11.000]  三點而已
[00:03:11.000 --> 00:03:13.000]  都不用背了都知道
[00:03:13.000 --> 00:03:17.000]  第一一個追求永生的青年
[00:03:17.000 --> 00:03:19.000]  一個追求永生的青年
[00:03:19.000 --> 00:03:22.000]  第二一個擦身永生的青年
[00:03:22.000 --> 00:03:24.000]  當你說一個人擦身一些東西
[00:03:24.000 --> 00:03:26.000]  就是說他有沒有得到呢
[00:03:26.000 --> 00:03:27.000]  沒有
[00:03:27.000 --> 00:03:28.000]  他擦身而過
[00:03:28.000 --> 00:03:29.000]  他很近
[00:03:29.000 --> 00:03:32.000]  但他最後沒有得到這個永生
[00:03:32.000 --> 00:03:35.000]  最後一個成全永生的青年
[00:03:35.000 --> 00:03:37.000]  追求永生的青年
[00:03:37.000 --> 00:03:38.000]  擦身永生的青年
[00:03:38.000 --> 00:03:41.000]  成全永生的青年
[00:03:41.000 --> 00:03:43.000]  我們去看這個故事
[00:03:43.000 --> 00:03:46.000]  馬古人第十章第十七節這樣講
[00:03:46.000 --> 00:03:48.000]  耶穌剛上路的時候
[00:03:48.000 --> 00:03:51.000]  有一個人跑過來跪在他面前問他
[00:03:51.000 --> 00:03:53.000]  這個人是跑過來
[00:03:53.000 --> 00:03:54.000]  他不是走過來
[00:03:54.000 --> 00:03:56.000]  這個人是跪在耶穌面前
[00:03:56.000 --> 00:03:58.000]  他不是站在耶穌面前
[00:03:58.000 --> 00:04:00.000]  他非常之誠懇
[00:04:00.000 --> 00:04:02.000]  如果你有機會回去看聖經
[00:04:02.000 --> 00:04:04.000]  聖經有四本福音書
[00:04:04.000 --> 00:04:07.000]  還有另外馬太路加都有記載這個故事
[00:04:07.000 --> 00:04:09.000]  他告訴我們這是一個年青人
[00:04:09.000 --> 00:04:10.000]  他不老的
[00:04:10.000 --> 00:04:11.000]  他很年輕
[00:04:11.000 --> 00:04:13.000]  但他雖然年輕
[00:04:13.000 --> 00:04:15.000]  他已經是當時的一個宗教領袖
[00:04:15.000 --> 00:04:18.000]  他有很崇高的道德
[00:04:18.000 --> 00:04:21.000]  他在他自己猶太人當中
[00:04:21.000 --> 00:04:24.000]  他是一個領袖
[00:04:24.000 --> 00:04:27.000]  最重要的是他非常有錢
[00:04:27.000 --> 00:04:32.000]  三個福音書都說這個人極度非常之有錢
[00:04:32.000 --> 00:04:36.000]  這個有錢的年輕人來問耶穌
[00:04:36.000 --> 00:04:38.000]  問耶穌什麼問題呢
[00:04:38.000 --> 00:04:40.000]  他說善良的老師
[00:04:40.000 --> 00:04:43.000]  我該做什麼事才能承受永生
[00:04:43.000 --> 00:04:47.000]  我該做什麼事才能承受永生
