
[00:00:00.000 --> 00:00:01.720]  HELLO 各位聽衆朋友們好
[00:00:01.720 --> 00:00:04.600]  我們生活在新冠病毒的陰影下
[00:00:04.600 --> 00:00:07.480]  轉眼間已經過了五個月
[00:00:07.480 --> 00:00:09.640]  我們基督徒時時都說
[00:00:09.640 --> 00:00:12.320]  我們在耶穌基督裏面是有盼望的
[00:00:12.320 --> 00:00:14.240]  特別是在患難當中
[00:00:14.240 --> 00:00:16.280]  不知道在這個時候
[00:00:16.280 --> 00:00:19.840]  我們能夠帶給人一些什麼樣的盼望呢?
[00:00:19.840 --> 00:00:23.120]  我們的盼望到底是什麼呢?
[00:00:23.120 --> 00:00:24.560]  在這個疫情下
[00:00:24.560 --> 00:00:26.240]  不知道我們給人的盼望
[00:00:26.240 --> 00:00:27.640]  會不會是告訴人知道
[00:00:27.640 --> 00:00:35.920]  新冠肺炎是一個遍及全球的大邏輯
[00:00:35.920 --> 00:00:38.000]  但是大邏輯嘛
[00:00:38.000 --> 00:00:39.000]  早晚都會過去的
[00:00:39.000 --> 00:00:42.240]  所以都不需要擔心的
[00:00:42.240 --> 00:00:45.000]  不知道我們會不會這樣去安慰人呢?
[00:00:45.000 --> 00:00:45.800]  告訴人知道
[00:00:45.800 --> 00:00:49.640]  其實美國的經濟應該都很快會復甦的了
[00:00:49.640 --> 00:00:50.160]  爲什麼呢?
[00:00:50.160 --> 00:00:52.600]  因爲美國大家都知道
[00:00:52.600 --> 00:00:57.680]  是一個比較有健全和穩固的經濟基礎
[00:00:57.680 --> 00:00:59.560]  而且資源豐富
[00:00:59.560 --> 00:01:04.760]  政府也已經推出了很多解禁的措施
[00:01:04.760 --> 00:01:07.000]  不知道有多少人會安慰別人這樣說
[00:01:07.000 --> 00:01:08.440]  有口疫苗
[00:01:08.440 --> 00:01:10.080]  人們增商研究
[00:01:10.080 --> 00:01:11.600]  很快就會出來
[00:01:11.600 --> 00:01:14.280]  而且甚至總統說
[00:01:14.280 --> 00:01:16.720]  到年底前就會量產的了
[00:01:16.720 --> 00:01:22.000]  所以我們不用擔心疫情會繼續肆虐
[00:01:22.000 --> 00:01:25.400]  如果這些是我們給別人安慰的說話
[00:01:25.400 --> 00:01:28.080]  或者是帶給別人的盼望的時候
[00:01:28.080 --> 00:01:29.400]  I guarantee you
[00:01:29.400 --> 00:01:30.720]  我可以向你保證
[00:01:30.720 --> 00:01:34.640]  我們給別人的盼望是必定會實現的
[00:01:34.640 --> 00:01:36.120]  問題就是when
[00:01:36.120 --> 00:01:37.840]  就是什麼時候
[00:01:37.840 --> 00:01:39.040]  但是保羅說
[00:01:39.040 --> 00:01:41.320]  所見的盼望就不是盼望了
[00:01:41.320 --> 00:01:43.000]  早晚都會發生的
[00:01:43.000 --> 00:01:45.840]  那你盼望來做什麼呢?
[00:01:45.840 --> 00:01:48.720]  其實我相信在疫情裏面
[00:01:48.720 --> 00:01:52.160]  有很多人真的盼望快點找到工作
[00:01:52.160 --> 00:01:54.520]  或者希望不會失業
[00:01:54.520 --> 00:01:57.600]  或者是盼望如果你是經營小生意的話
[00:01:57.600 --> 00:01:59.080]  你能夠撐得過去
[00:01:59.080 --> 00:02:00.200]  self-employed的
[00:02:00.200 --> 00:02:04.520]  能夠快點過疫情之後重新再來過
[00:02:04.520 --> 00:02:06.400]  或者我們會盼望我們的子女
[00:02:06.400 --> 00:02:07.760]  能夠聽教聽話
[00:02:07.760 --> 00:02:09.080]  不要讓自己生氣
[00:02:09.080 --> 00:02:10.800]  又希望他讀書
[00:02:10.800 --> 00:02:11.920]  生生性性
[00:02:11.920 --> 00:02:13.640]  不需要我們自己擔心
[00:02:13.640 --> 00:02:15.720]  更加不會變成癡肥
[00:02:15.720 --> 00:02:18.520]  因爲經常留在家裏面看東西喫東西
[00:02:18.520 --> 00:02:20.640]  又不會變成憂鬱
[00:02:20.640 --> 00:02:23.360]  有些人可能比較小目一點
[00:02:23.360 --> 00:02:24.680]  在疫情當中
[00:02:24.680 --> 00:02:26.720]  留意到一個機會
[00:02:26.720 --> 00:02:28.720]  盼望能夠創業
[00:02:28.720 --> 00:02:32.280]  又可能有些人會希望找一個終身伴侶
[00:02:32.280 --> 00:02:34.600]  不需要自己躲在房間裏面這麼悶
[00:02:34.600 --> 00:02:36.520]  有人陪陪你聊聊天
[00:02:36.520 --> 00:02:39.720]  也有人可能是盼望自己的太太
[00:02:39.720 --> 00:02:41.680]  不要天天挑剔你
[00:02:41.680 --> 00:02:42.480]  囉嗦你
[00:02:42.480 --> 00:02:43.280]  埋怨你
[00:02:43.280 --> 00:02:45.920]  可能做太太的又希望你的丈夫
[00:02:45.920 --> 00:02:47.960]  不要滴這麼多就發脾氣
[00:02:47.960 --> 00:02:50.440]  忽然之間就點火了
[00:02:50.440 --> 00:02:53.120]  而我們這些比較年長的
[00:02:53.120 --> 00:02:57.720]  我相信是盼望我們的子女能夠關心自己多一點
[00:02:57.720 --> 00:02:59.160]  少一點病痛
[00:02:59.160 --> 00:03:01.480]  或者可以生活無憂
[00:03:01.480 --> 00:03:02.760]  安享晚年
[00:03:02.760 --> 00:03:06.520]  不過這一類的盼望
[00:03:06.520 --> 00:03:08.520]  不一定會實現
[00:03:08.520 --> 00:03:10.320]  或者是完全實現的
[00:03:10.320 --> 00:03:13.160]  甚至有時某些盼望對我們來說
[00:03:13.160 --> 00:03:16.680]  我們發覺似乎是永遠都不會實現的
[00:03:17.760 --> 00:03:20.080]  今天我發覺很多人
[00:03:20.080 --> 00:03:25.560]  如果不是活在這些可預期會實現的盼望當中
[00:03:25.560 --> 00:03:29.520]  就是活在那些無法預期
[00:03:29.520 --> 00:03:33.160]  不一定會實現的願望裏面
[00:03:33.160 --> 00:03:37.520]  可預見、可預期的盼望
[00:03:37.520 --> 00:03:39.760]  或者會帶給我們一些力量
[00:03:39.760 --> 00:03:42.320]  讓我們能夠去面對明天
[00:03:42.320 --> 00:03:45.040]  但是就不會給我們帶來很多的安慰
[00:03:45.040 --> 00:03:45.880]  爲什麼呢?
[00:03:45.880 --> 00:03:49.520]  因爲這些不是我們真正有把握的盼望
[00:03:49.520 --> 00:03:53.600]  只能夠鼓勵我們對將來樂觀一點
[00:03:53.600 --> 00:03:54.960]  沒有那麼悲觀
[00:03:54.960 --> 00:03:58.720]  這些盼望不會帶給我們有無比的能力
[00:03:58.720 --> 00:04:03.520]  讓我們能夠去面對和克服前面的困難
[00:04:03.520 --> 00:04:04.760]  而且很多時候相反
[00:04:04.760 --> 00:04:09.360]  還會帶給我們很多很無奈、很沮喪的感覺
[00:04:09.360 --> 00:04:14.960]  但是今天我想和大家分享的一個盼望
[00:04:14.960 --> 00:04:16.800]  是一個活的盼望
[00:04:16.800 --> 00:04:19.160]  活的盼望是什麼呢?
[00:04:19.160 --> 00:04:22.440]  活的盼望就是還沒有實現的盼望
[00:04:22.440 --> 00:04:26.280]  但是它既然不是那些有等於無的盼望
[00:04:26.280 --> 00:04:31.160]  也不是那些沒有把握會實現的一些願望
[00:04:31.160 --> 00:04:34.120]  它是全能上帝給我們的應許
[00:04:34.120 --> 00:04:36.600]  上帝我們知道不會說謊的
[00:04:36.600 --> 00:04:37.600]  他是上帝來的
[00:04:37.600 --> 00:04:38.520]  他就是真理
[00:04:38.520 --> 00:04:43.200]  所以他給我們的盼望是必定會實現
[00:04:43.520 --> 00:04:48.120]  這個盼望還可以帶給我們有無比的能力
[00:04:48.120 --> 00:04:50.280]  以及極大的安慰
[00:04:50.280 --> 00:04:55.600]  可以面對貧窮、飢餓、地震、瘟疫、洪水戰亂
[00:04:55.600 --> 00:04:59.160]  政府的壓迫、無力的迫害、朋友的出賣
[00:04:59.160 --> 00:05:02.680]  甚至是和至親分離的那些種種痛苦
[00:05:02.680 --> 00:05:04.520]  這個盼望在哪裏呢?
[00:05:04.520 --> 00:05:05.520]  記載在哪裏呢?
[00:05:05.520 --> 00:05:08.560]  比特前書的第一章第三到第五節
[00:05:08.560 --> 00:05:10.080]  如果大家願意的話
[00:05:10.080 --> 00:05:12.520]  我們一起讀一讀這幾節聖經吧
[00:05:12.520 --> 00:05:13.600]  聖經裏說
[00:05:13.600 --> 00:05:16.520]  原縱贊歸我們主耶穌基督的父神
[00:05:16.520 --> 00:05:19.240]  他曾經照着自己的大連文
[00:05:19.240 --> 00:05:22.080]  藉着耶穌基督從死裏復活
[00:05:22.080 --> 00:05:23.920]  重生了我們
[00:05:23.920 --> 00:05:26.480]  叫我們有活潑的盼望
[00:05:26.480 --> 00:05:31.160]  可以得着不能扭壞、不能佔污、不能衰殘
[00:05:31.160 --> 00:05:34.120]  爲你們存留在天上的基業
[00:05:34.120 --> 00:05:37.160]  這些盼望是必定會實現的
[00:05:37.160 --> 00:05:39.000]  所以我們必須要相信
[00:05:39.000 --> 00:05:43.280]  雖殘爲你們存留在天上的基業
[00:05:43.280 --> 00:05:46.920]  我們因信蒙神能力保守的人
[00:05:46.920 --> 00:05:48.960]  必能得着所預備
[00:05:48.960 --> 00:05:52.760]  到末世要顯現的舊日
[00:05:52.760 --> 00:05:54.320]  活的盼望
[00:05:54.320 --> 00:05:57.800]  英文翻譯叫做Living Hope
[00:05:57.800 --> 00:06:02.200]  但是我覺得更加貼切的翻譯是活盼望
[00:06:02.200 --> 00:06:07.120]  是可以帶給我們有無窮生命力的一個盼望
[00:06:07.120 --> 00:06:08.920]  這個盼望到底是什麼呢?
[00:06:08.920 --> 00:06:12.240]  盼望的物體是什麼呢?
[00:06:12.240 --> 00:06:16.400]  原來這個盼望就是在天上爲我們存留的基業
[00:06:16.400 --> 00:06:20.880]  上帝爲我們在天上留下一些產業
[00:06:20.880 --> 00:06:22.800]  這到底是什麼呢?
[00:06:22.800 --> 00:06:24.400]  在聖經裏面
[00:06:24.400 --> 00:06:25.560]  地上的產業
[00:06:25.560 --> 00:06:26.200]  如果看聖經
[00:06:26.200 --> 00:06:27.680]  特別是舊約聖經的時候
[00:06:27.680 --> 00:06:30.320]  就是指上帝應許賜給阿伯拉罕
[00:06:30.320 --> 00:06:32.680]  和他們後裔的基業
[00:06:32.680 --> 00:06:33.480]  是什麼?
[00:06:33.480 --> 00:06:35.320]  就是迦南美地
[00:06:35.320 --> 00:06:38.160]  以色列人在盼望上來說
[00:06:38.160 --> 00:06:39.320]  已經看到它實現了
[00:06:39.320 --> 00:06:40.240]  已經實現了
[00:06:40.240 --> 00:06:41.000]  OK?
[00:06:41.000 --> 00:06:42.840]  而天上的基業是什麼呢?
[00:06:42.840 --> 00:06:46.120]  就是比迦南、比世界更加美
[00:06:46.120 --> 00:06:49.200]  更加好千百萬倍的天堂
[00:06:49.200 --> 00:06:50.600]  一個全新的世界
[00:06:50.600 --> 00:06:53.640]  一個永恆的國度
