
[00:00:00.000 --> 00:00:04.000]  大家準備好了沒有?
[00:00:04.000 --> 00:00:07.000]  先問大家一個較為刺激的問題
[00:00:07.000 --> 00:00:09.000]  不過你不用回答我
[00:00:09.000 --> 00:00:12.000]  你愛不愛神?
[00:00:12.000 --> 00:00:14.000]  我叫你不要回答我
[00:00:14.000 --> 00:00:16.000]  堂堂都是這樣
[00:00:16.000 --> 00:00:18.000]  堂堂都有人回答我
[00:00:18.000 --> 00:00:21.000]  不知你們問這個問題的時候
[00:00:21.000 --> 00:00:23.000]  你們覺得怎樣?
[00:00:23.000 --> 00:00:25.000]  會不會突然停一停呢?
[00:00:25.000 --> 00:00:27.000]  有些人回答得很快
[00:00:27.000 --> 00:00:29.000]  我再問第二個問題
[00:00:29.000 --> 00:00:31.000]  神愛不愛你?
[00:00:31.000 --> 00:00:32.000]  又回答我
[00:00:32.000 --> 00:00:35.000]  大家又很肯定
[00:00:35.000 --> 00:00:37.000]  其實神的愛
[00:00:37.000 --> 00:00:40.000]  或者我們要回應神的愛
[00:00:40.000 --> 00:00:42.000]  要知道我們懂得去愛的時候
[00:00:42.000 --> 00:00:44.000]  這個都是很關鍵的
[00:00:44.000 --> 00:00:46.000]  基督徒的生命來說
[00:00:46.000 --> 00:00:50.000]  但其實今天和大家講的
[00:00:50.000 --> 00:00:52.000]  這個馬拉基書
[00:00:52.000 --> 00:00:56.000]  正正他們就在當中失落了
[00:00:56.000 --> 00:00:58.000]  所以今天我定的講題是
[00:00:58.000 --> 00:01:03.000]  從覓主珍愛燃起敬畏心
[00:01:03.000 --> 00:01:05.000]  他們怎樣去失落呢?
[00:01:05.000 --> 00:01:07.000]  大家都想不到會這麼快
[00:01:07.000 --> 00:01:11.000]  因為他們正正回歸了
[00:01:11.000 --> 00:01:13.000]  重建了聖殿
[00:01:13.000 --> 00:01:15.000]  他們被擄的時候
[00:01:15.000 --> 00:01:18.000]  神就派遣了很多人去幫助
[00:01:18.000 --> 00:01:20.000]  特別是尼西米 以斯拉
[00:01:20.000 --> 00:01:23.000]  就帶領他們重建了聖殿
[00:01:23.000 --> 00:01:25.000]  和敬拜的生活
[00:01:25.000 --> 00:01:26.000]  是很重要的
[00:01:26.000 --> 00:01:30.000]  因為當中其實他們曾經停過工
[00:01:30.000 --> 00:01:32.000]  因為種種原因
[00:01:32.000 --> 00:01:34.000]  之後他們復工再去聖殿的時候
[00:01:34.000 --> 00:01:36.000]  撒加利亞才知道
[00:01:36.000 --> 00:01:38.000]  其實在當中就鼓勵他們
[00:01:38.000 --> 00:01:40.000]  還有我當中有一個很重要的訊息
[00:01:40.000 --> 00:01:42.000]  就和他們講的
[00:01:42.000 --> 00:01:44.000]  很重要很重要的就是
[00:01:44.000 --> 00:01:46.000]  你們要重建聖殿
[00:01:46.000 --> 00:01:48.000]  預備好自己
[00:01:48.000 --> 00:01:50.000]  即是你的屬靈的生命
[00:01:50.000 --> 00:01:52.000]  是不是已經預備好
[00:01:52.000 --> 00:01:54.000]  去敬拜這位神
[00:01:54.000 --> 00:01:56.000]  因為聖殿的敬拜
[00:01:56.000 --> 00:01:57.000]  在舊約來說很重要
[00:01:57.000 --> 00:01:59.000]  代表著神的同在
[00:01:59.000 --> 00:02:01.000]  代表著神和他們同行
[00:02:01.000 --> 00:02:04.000]  所以很重要很重要的一件事
[00:02:04.000 --> 00:02:07.000]  而且他們已經開始了
[00:02:07.000 --> 00:02:09.000]  但是好景不常
[00:02:09.000 --> 00:02:11.000]  想不到真的快得這麼厲害
[00:02:11.000 --> 00:02:14.000]  因為尼西米逗留了十二年之後
[00:02:14.000 --> 00:02:17.000]  他就要回到波斯
[00:02:17.000 --> 00:02:19.000]  短短幾年間
[00:02:19.000 --> 00:02:21.000]  就出現了問題
[00:02:21.000 --> 00:02:22.000]  就和剛才所講
[00:02:22.000 --> 00:02:25.000]  他們竟然離棄神
[00:02:25.000 --> 00:02:29.000]  離棄法就不是不去敬拜
[00:02:29.000 --> 00:02:32.000]  那種離棄是他們生命的顯現
[00:02:32.000 --> 00:02:34.000]  或者他們獻祭的態度
[00:02:34.000 --> 00:02:36.000]  獻一些什麼
[00:02:36.000 --> 00:02:38.000]  他們有沒有所謂奉獻
[00:02:38.000 --> 00:02:40.000]  他們行事為人是怎樣
[00:02:40.000 --> 00:02:44.000]  是表現出他們已經遠離了神
[00:02:44.000 --> 00:02:46.000]  很快很短的時間
[00:02:46.000 --> 00:02:48.000]  所以馬拉基就在這個時間
[00:02:48.000 --> 00:02:50.000]  作先知
[00:02:50.000 --> 00:02:52.000]  去勸喻他們
[00:02:52.000 --> 00:02:53.000]  去迴轉
[00:02:53.000 --> 00:02:55.000]  去歸向神
[00:02:55.000 --> 00:02:58.000]  馬拉基先知其實是很特別的
[00:02:58.000 --> 00:02:59.000]  因為這本書
[00:02:59.000 --> 00:03:02.000]  是聖經裡面舊約最後一卷
[00:03:02.000 --> 00:03:05.000]  所以是最後一位先知
[00:03:05.000 --> 00:03:07.000]  很出名的就是說
[00:03:07.000 --> 00:03:08.000]  這本書之後
[00:03:08.000 --> 00:03:11.000]  就沉默了四百年
[00:03:11.000 --> 00:03:15.000]  好像神再沒有和異星人去講訊息
[00:03:15.000 --> 00:03:17.000]  而且有些學者認為
[00:03:17.000 --> 00:03:19.000]  這個好像是一個舊約的總結
[00:03:19.000 --> 00:03:22.000]  也是邁向新約的開始
[00:03:22.000 --> 00:03:23.000]  這個總結
[00:03:23.000 --> 00:03:26.000]  其實最後的說話是講什麼的呢
[00:03:26.000 --> 00:03:28.000]  或者最後那隻字是講什麼的呢
[00:03:28.000 --> 00:03:29.000]  大家知不知道
[00:03:29.000 --> 00:03:32.000]  最後那隻字就是講奏坐
[00:03:32.000 --> 00:03:35.000]  究竟是不是以奏坐為結束呢
[00:03:35.000 --> 00:03:37.000]  一會兒會和大家去分享
[00:03:37.000 --> 00:03:40.000]  但是在這樣的環境裡面
[00:03:40.000 --> 00:03:42.000]  剛才說他回歸了
[00:03:42.000 --> 00:03:44.000]  剛剛見到聖殿
[00:03:44.000 --> 00:03:46.000]  你應該就好的敬拜
[00:03:46.000 --> 00:03:48.000]  和和神應該有建立的關係
[00:03:48.000 --> 00:03:50.000]  為什麼這麼短時間
[00:03:50.000 --> 00:03:52.000]  因為尼西米離開了
[00:03:52.000 --> 00:03:54.000]  就會出現這樣的問題呢
[00:03:54.000 --> 00:03:56.000]  客觀的環境
[00:03:56.000 --> 00:03:58.000]  可能是導致這個原因
[00:03:58.000 --> 00:04:02.000]  因為當時波斯王國的統治下
[00:04:02.000 --> 00:04:05.000]  他們都是一個很小的省份
[00:04:05.000 --> 00:04:07.000]  寄人籬下
[00:04:07.000 --> 00:04:08.000]  而且還有一樣東西
[00:04:08.000 --> 00:04:10.000]  就是當中先知
[00:04:10.000 --> 00:04:13.000]  一路撒加利亞他們講的一些大好訊息
[00:04:13.000 --> 00:04:14.000]  將來會怎樣
[00:04:14.000 --> 00:04:18.000]  警察應該是輝煌榮美的
[00:04:18.000 --> 00:04:22.000]  但是似乎又見不到
[00:04:22.000 --> 00:04:25.000]  尼西米又回去了波斯
[00:04:25.000 --> 00:04:27.000]  他們失去了方向
[00:04:27.000 --> 00:04:28.000]  以致慢慢地
[00:04:28.000 --> 00:04:30.000]  很短的時間裡面
[00:04:30.000 --> 00:04:32.000]  快得令你驚訝
[00:04:32.000 --> 00:04:33.000]  一會兒你會看到
[00:04:33.000 --> 00:04:35.000]  就去到拜拜的程度
[00:04:35.000 --> 00:04:37.000]  都令你震驚
[00:04:37.000 --> 00:04:38.000]  還有一樣東西
[00:04:38.000 --> 00:04:40.000]  剛才我講了
[00:04:40.000 --> 00:04:42.000]  他們已經在聖殿裡面敬拜
[00:04:42.000 --> 00:04:44.000]  我們都知道親近神
[00:04:44.000 --> 00:04:46.000]  是要很小心的
[00:04:46.000 --> 00:04:48.000]  特別是在舊約裡面
[00:04:48.000 --> 00:04:49.000]  而且他們當中
[00:04:49.000 --> 00:04:51.000]  剛才我說他們好像
[00:04:51.000 --> 00:04:53.000]  連獻祭都有問題
[00:04:53.000 --> 00:04:55.000]  但他們又見不到神即時的
[00:04:55.000 --> 00:04:57.000]  彰顯他的權威
[00:04:57.000 --> 00:04:58.000]  審判
[00:04:58.000 --> 00:05:00.000]  因為你知道當時
[00:05:00.000 --> 00:05:01.000]  倫敦的兒子
[00:05:01.000 --> 00:05:02.000]  獻梵火的時候
[00:05:02.000 --> 00:05:03.000]  即時死的
[00:05:03.000 --> 00:05:04.000]  對不對
[00:05:04.000 --> 00:05:07.000]  他們比獻梵火更離譜
[00:05:07.000 --> 00:05:10.000]  但是都見不到神有什麼權威
[00:05:10.000 --> 00:05:11.000]  有什麼權柄彰顯
[00:05:11.000 --> 00:05:12.000]  會不會因為這樣
[00:05:12.000 --> 00:05:13.000]  所以他們覺得
[00:05:13.000 --> 00:05:15.000]  其實神都不知道在不在
[00:05:15.000 --> 00:05:17.000]  又見不到他
[00:05:17.000 --> 00:05:18.000]  他又沒有工作
[00:05:18.000 --> 00:05:20.000]  我們又不能夠復興
[00:05:20.000 --> 00:05:22.000]  似乎神好像都不在
[00:05:22.000 --> 00:05:24.000]  所以可能是這樣的原因
[00:05:24.000 --> 00:05:27.000]  他們很快就進入了一個
[00:05:27.000 --> 00:05:29.000]  同神疏離的境況
[00:05:29.000 --> 00:05:31.000]  冷淡的境況
[00:05:31.000 --> 00:05:33.000]  是很誇張
[00:05:33.000 --> 00:05:34.000]  我先看看
[00:05:34.000 --> 00:05:36.000]  馬拉基書第一句說話是講什麼
[00:05:36.000 --> 00:05:37.000]  那裡說
[00:05:37.000 --> 00:05:41.000]  耶和華是馬拉基傳給以色列的密使
[00:05:41.000 --> 00:05:43.000]  很清楚講到
[00:05:43.000 --> 00:05:44.000]  耶和華的密使
[00:05:44.000 --> 00:05:49.000]  是在馬拉基先知傳給他們的
[00:05:49.000 --> 00:05:51.000]  這是神對他們的提醒
[00:05:51.000 --> 00:05:55.000]  讓他們能夠回轉的提醒
[00:05:55.000 --> 00:05:58.000]  馬拉基先知
[00:05:58.000 --> 00:05:59.000]  有時候有些人就知道
[00:05:59.000 --> 00:06:01.000]  可能未必有這個人
[00:06:01.000 --> 00:06:03.000]  除了出現這個字之外
[00:06:03.000 --> 00:06:04.000]  未見過這個人
[00:06:04.000 --> 00:06:06.000]  其實在馬拉基書第三章第一次都說
[00:06:06.000 --> 00:06:08.000]  我要差遣我的使者
[00:06:08.000 --> 00:06:11.000]  在我前面預備道路
[00:06:11.000 --> 00:06:14.000]  馬拉基這個字就是我的使者的意思
[00:06:14.000 --> 00:06:15.000]  總而言之
[00:06:15.000 --> 00:06:17.000]  這個就是神的代言人
[00:06:17.000 --> 00:06:20.000]  當陣時就為神發聲
[00:06:20.000 --> 00:06:22.000]  而且在馬克福音
[00:06:22.000 --> 00:06:25.000]  同樣都引用過馬拉基書
[00:06:25.000 --> 00:06:27.000]  那裡就講到
[00:06:27.000 --> 00:06:29.000]  可能我要差遣我的使者
[00:06:29.000 --> 00:06:31.000]  在你面前預備道路
[00:06:31.000 --> 00:06:33.000]  同樣都是譯為我的使者
[00:06:33.000 --> 00:06:35.000]  所以在當中
[00:06:35.000 --> 00:06:38.000]  無論是否真的有馬拉基這個人
[00:06:38.000 --> 00:06:39.000]  還是我的使者
[00:06:39.000 --> 00:06:42.000]  最重要的第一節訊息就是
[00:06:42.000 --> 00:06:44.000]  神是藉著他的使者
[00:06:44.000 --> 00:06:48.000]  去和這些以色列民講說話
[00:06:48.000 --> 00:06:50.000]  而且在講說話裡
[00:06:50.000 --> 00:06:52.000]  不是普通的講說話
[00:06:52.000 --> 00:06:55.000]  在裡面是一種辯論的形式
[00:06:55.000 --> 00:06:57.000]  是有六組的辯論
[00:06:57.000 --> 00:06:58.000]  所以在當中
[00:06:58.000 --> 00:07:00.000]  我們要看一看
[00:07:00.000 --> 00:07:01.000]  在這六組的辯論
[00:07:01.000 --> 00:07:03.000]  究竟裡面的內容是什麼
[00:07:03.000 --> 00:07:05.000]  以示我們清楚知道
[00:07:05.000 --> 00:07:07.000]  其實以色列民當時的問題
[00:07:07.000 --> 00:07:09.000]  不過可能我們覺得
[00:07:09.000 --> 00:07:10.000]  辯論好像吵架一樣
[00:07:10.000 --> 00:07:12.000]  即是神最後
[00:07:12.000 --> 00:07:14.000]  去到藉著馬拉基先知
[00:07:14.000 --> 00:07:15.000]  去和他們講說話
[00:07:15.000 --> 00:07:16.000]  是不是好像剛才所說
[00:07:16.000 --> 00:07:17.000]  是咒詛他們
[00:07:17.000 --> 00:07:19.000]  因為他們真的太離譜了
[00:07:19.000 --> 00:07:22.000]  其實也不是的
[00:07:22.000 --> 00:07:25.000]  因為在馬拉基書最後那節
[00:07:25.000 --> 00:07:27.000]  那裡其實是在講什麼呢
[00:07:27.000 --> 00:07:30.000]  他必使父親的心轉向兒女
[00:07:30.000 --> 00:07:33.000]  而這心轉向父親
[00:07:33.000 --> 00:07:35.000]  免得我來咒詛遍地
[00:07:35.000 --> 00:07:36.000]  不是咒詛他們
[00:07:36.000 --> 00:07:39.000]  是很想大家去迴轉
[00:07:39.000 --> 00:07:40.000]  去迴轉
[00:07:40.000 --> 00:07:42.000]  讓大家的關係能夠重新建立
[00:07:42.000 --> 00:07:43.000]  修好
[00:07:43.000 --> 00:07:45.000]  看到神的恩使
[00:07:45.000 --> 00:07:46.000]  神不是想咒詛
[00:07:46.000 --> 00:07:48.000]  是想致福
