
[00:00:00.000 --> 00:00:03.020]  而我們今星期的思想就是要常常喜樂
[00:00:03.020 --> 00:00:04.420]  這一句經文
[00:00:04.420 --> 00:00:07.700]  我想開心快樂
[00:00:07.700 --> 00:00:10.820]  也是全世界的人都想去追求的
[00:00:10.820 --> 00:00:12.820]  過往怎樣去平衡呢?
[00:00:12.820 --> 00:00:14.820]  往往都是用經濟
[00:00:14.820 --> 00:00:17.100]  譬如GDP這個本地
[00:00:17.100 --> 00:00:19.600]  或者是國民生產的總值
[00:00:19.600 --> 00:00:21.700]  覺得賺得很多錢
[00:00:21.700 --> 00:00:24.620]  社會應該就會更加進步
[00:00:24.620 --> 00:00:26.200]  或者更加快樂
[00:00:26.200 --> 00:00:27.700]  但其實不是的
[00:00:27.700 --> 00:00:30.600]  就算計算的時候都會有些不同的差別
[00:00:30.600 --> 00:00:33.100]  譬如現在有兩家人
[00:00:33.100 --> 00:00:37.300]  小朋友假如互相交給對方照顧
[00:00:37.300 --> 00:00:39.600]  135你幫我照顧小朋友
[00:00:39.600 --> 00:00:41.600]  246我幫你看你的小朋友
[00:00:41.600 --> 00:00:43.600]  就不計算進GDP裡面的
[00:00:43.600 --> 00:00:46.600]  但是假如大家好像托兒一樣
[00:00:46.600 --> 00:00:49.400]  我收回你的錢,你收回我的錢
[00:00:49.400 --> 00:00:51.300]  這個就變成經濟活動了
[00:00:51.300 --> 00:00:53.300]  所以很多事情是很難計算的
[00:00:53.300 --> 00:00:55.100]  但是就發覺
[00:00:55.100 --> 00:00:57.100]  就算經濟發達又怎樣呢?
[00:00:57.100 --> 00:01:00.300]  於是可能是若干年前開始
[00:01:00.300 --> 00:01:02.600]  就有這個全球快樂指數
[00:01:02.600 --> 00:01:05.100]  World Happiness Report 裡面的報告
[00:01:05.100 --> 00:01:06.400]  就去到平衡了
[00:01:06.400 --> 00:01:07.900]  各方面不只是經濟
[00:01:07.900 --> 00:01:10.100]  譬如社會的支援
[00:01:10.100 --> 00:01:12.600]  或者自由度等等之類
[00:01:12.600 --> 00:01:15.500]  或者選擇的程度去計算的
[00:01:15.500 --> 00:01:17.700]  全球快樂指數
[00:01:17.700 --> 00:01:19.600]  香港是排第77位
[00:01:19.600 --> 00:01:23.600]  雖然我們以GDP來說是高的
[00:01:23.600 --> 00:01:25.600]  但是快樂可能也不是很快樂
[00:01:25.600 --> 00:01:29.400]  當然它的報告是評核
[00:01:29.400 --> 00:01:32.300]  世界149個國家、地區
[00:01:32.300 --> 00:01:33.900]  來做這些報告的
[00:01:33.900 --> 00:01:39.600]  變成香港好像僅僅是49%左右的位置
[00:01:39.600 --> 00:01:43.600]  當然全球最快樂的就是芬蘭
[00:01:43.600 --> 00:01:47.600]  它各方面都進步
[00:01:47.600 --> 00:01:50.600]  看來香港人
[00:01:50.600 --> 00:01:55.900]  可能生活相對上對於全世界來說是富裕
[00:01:55.900 --> 00:01:59.600]  但是原來也不一定這麼開心
[00:01:59.600 --> 00:02:02.600]  但是我們在主耶穌基督裡面
[00:02:02.600 --> 00:02:05.100]  保羅又吩咐我們常常喜樂
[00:02:05.100 --> 00:02:07.900]  我們怎樣才有這份喜樂呢?
[00:02:07.900 --> 00:02:10.100]  或者保羅所說的喜樂是什麼呢?
[00:02:10.100 --> 00:02:13.100]  希望今天跟大家可以講解
[00:02:13.100 --> 00:02:14.600]  在我繼續之前
[00:02:14.600 --> 00:02:15.600]  我們一起祈禱
[00:02:15.600 --> 00:02:17.600]  求神幫助我們
[00:02:17.600 --> 00:02:20.600]  我們天父上帝很感謝你
[00:02:20.600 --> 00:02:22.600]  因為你差遣士徒保羅
[00:02:22.600 --> 00:02:24.600]  去將你的話語寫出來
[00:02:24.600 --> 00:02:26.600]  你勸勉當日的教會
[00:02:26.600 --> 00:02:27.600]  要常常喜樂
[00:02:27.600 --> 00:02:30.600]  天父我們都很想明白
[00:02:30.600 --> 00:02:31.600]  也都很想擁有
[00:02:31.600 --> 00:02:34.600]  求神你的聖靈開啟我們的心竅
[00:02:34.600 --> 00:02:36.600]  讓我們能夠明白你的真理
[00:02:36.600 --> 00:02:39.600]  並且讓我們有能力去領受
[00:02:39.600 --> 00:02:41.600]  並且走出來
[00:02:41.600 --> 00:02:43.600]  求神你保守我們
[00:02:43.600 --> 00:02:45.600]  我們祈禱奉主明求
[00:02:45.600 --> 00:02:47.600]  阿門
[00:02:47.600 --> 00:02:52.600]  當保羅寫出要常常喜樂的時候
[00:02:52.600 --> 00:02:55.600]  他所指的是什麼呢?
[00:02:55.600 --> 00:02:58.600]  而為什麼他以一個命令的方式
[00:02:58.600 --> 00:03:01.600]  去吩咐當時接受來的信徒呢?
[00:03:01.600 --> 00:03:02.600]  首先我們要明白
[00:03:02.600 --> 00:03:04.600]  「喜樂」這個字原文
[00:03:04.600 --> 00:03:05.600]  「Kairo」
[00:03:05.600 --> 00:03:06.600]  在新約裡面
[00:03:06.600 --> 00:03:08.600]  都是出現頗多的字
[00:03:08.600 --> 00:03:10.600]  主要在福音書
[00:03:10.600 --> 00:03:11.600]  《史特王傳》
[00:03:11.600 --> 00:03:13.600]  保羅書信裡面出現
[00:03:13.600 --> 00:03:14.600]  我們比較熟悉的
[00:03:14.600 --> 00:03:16.600]  可能是在保羅所列舉的
[00:03:16.600 --> 00:03:18.600]  屬靈的果子裡面
[00:03:18.600 --> 00:03:20.600]  有包含人愛
[00:03:20.600 --> 00:03:22.600]  第二個就是喜樂
[00:03:22.600 --> 00:03:24.600]  這個我們都認知的
[00:03:24.600 --> 00:03:25.600]  而同一個字
[00:03:25.600 --> 00:03:26.600]  也都引伸到新約裡面
[00:03:26.600 --> 00:03:27.600]  作為打招呼
[00:03:27.600 --> 00:03:29.600]  問安的用字
[00:03:29.600 --> 00:03:31.600]  在中文聖經未必看得出來
[00:03:31.600 --> 00:03:32.600]  當主耶穌基督
[00:03:32.600 --> 00:03:33.600]  祂勝過死亡
[00:03:33.600 --> 00:03:34.600]  復活
[00:03:34.600 --> 00:03:35.600]  在《瑪特福音》28章
[00:03:35.600 --> 00:03:38.600]  向兩位的瑪利亞顯現的時候
[00:03:38.600 --> 00:03:40.600]  聖經記載
[00:03:40.600 --> 00:03:41.600]  忽然耶穌遇見他們說
[00:03:41.600 --> 00:03:43.600]  「願你們平安」
[00:03:43.600 --> 00:03:45.600]  中文翻譯成為很得體的
[00:03:45.600 --> 00:03:46.600]  「願你們平安」
[00:03:46.600 --> 00:03:49.600]  原文在保羅五章十六節
[00:03:49.600 --> 00:03:51.600]  「要喜樂」是同一個字
[00:03:51.600 --> 00:03:52.600]  同一個語法
[00:03:52.600 --> 00:03:54.600]  所以原來都可以用來打招呼
[00:03:54.600 --> 00:03:57.600]  而舊的聖經說到喜樂方面
[00:03:57.600 --> 00:03:59.600]  都是用一個常用的字
[00:03:59.600 --> 00:04:00.600]  Sama
[00:04:00.600 --> 00:04:01.600]  意思就是開心
[00:04:01.600 --> 00:04:02.600]  喜樂
[00:04:02.600 --> 00:04:03.600]  很闊的意思
[00:04:03.600 --> 00:04:04.600]  當然我們聖經
[00:04:04.600 --> 00:04:06.600]  因為翻譯上的限制
[00:04:06.600 --> 00:04:07.600]  很難就這樣
[00:04:07.600 --> 00:04:09.600]  從中文的字面裡面分別
[00:04:09.600 --> 00:04:10.600]  每逢喜樂
[00:04:10.600 --> 00:04:11.600]  就是指屬靈的
[00:04:11.600 --> 00:04:12.600]  屬神的
[00:04:12.600 --> 00:04:14.600]  快樂、喜歡、開心
[00:04:14.600 --> 00:04:15.600]  就是屬世的
[00:04:15.600 --> 00:04:17.600]  這個不能這樣分辨的
[00:04:17.600 --> 00:04:18.600]  也不應該這樣分辨
[00:04:18.600 --> 00:04:19.600]  事實上
[00:04:19.600 --> 00:04:21.600]  聖經裡面也有以喜樂來形容
[00:04:21.600 --> 00:04:23.600]  那些屬世的情感
[00:04:23.600 --> 00:04:24.600]  最極端的好像
[00:04:24.600 --> 00:04:26.600]  《約伯記》第20章那裡
[00:04:26.600 --> 00:04:27.600]  說到惡人
[00:04:27.600 --> 00:04:29.600]  誇盛是暫時的
[00:04:29.600 --> 00:04:31.600]  不敬虔的人的喜樂
[00:04:31.600 --> 00:04:33.600]  不過是轉眼之間
[00:04:33.600 --> 00:04:34.600]  也用喜樂來形容
[00:04:34.600 --> 00:04:35.600]  那些不敬虔的人
[00:04:35.600 --> 00:04:37.600]  他們的心情
[00:04:37.600 --> 00:04:40.600]  所以不可以純粹用字面去解釋
[00:04:40.600 --> 00:04:42.600]  大家希望帶出的
[00:04:42.600 --> 00:04:44.600]  也希望大家明白的
[00:04:44.600 --> 00:04:46.600]  就是保羅所寫的喜樂
[00:04:46.600 --> 00:04:49.600]  是指向一種屬靈的特質
[00:04:49.600 --> 00:04:51.600]  一種特質是有內涵的
[00:04:51.600 --> 00:04:53.600]  住在我們心裡面的
[00:04:53.600 --> 00:04:56.600]  可以長遠地影響我們生命的
[00:04:56.600 --> 00:04:58.600]  這份喜樂
[00:04:58.600 --> 00:05:00.600]  而相對比較的就是那些短暫
[00:05:00.600 --> 00:05:03.600]  會過去的那些開心的反應
[00:05:03.600 --> 00:05:06.600]  保羅他作為一位熟悉舊約的使徒
[00:05:06.600 --> 00:05:07.600]  也都很熟悉
[00:05:07.600 --> 00:05:09.600]  耶穌基督的福音
[00:05:09.600 --> 00:05:10.600]  祂所指的喜樂
[00:05:10.600 --> 00:05:12.600]  究竟是指什麼呢?
[00:05:12.600 --> 00:05:14.600]  我就這條進路
[00:05:14.600 --> 00:05:16.600]  和大家簡單歸納三大方面
[00:05:16.600 --> 00:05:18.600]  原來都是和神有結連的
[00:05:18.600 --> 00:05:20.600]  首先第一點
[00:05:20.600 --> 00:05:21.600]  在聖經裡面我們看到
[00:05:21.600 --> 00:05:23.600]  真正的喜樂的來源
[00:05:23.600 --> 00:05:25.600]  是來自上帝
[00:05:25.600 --> 00:05:27.600]  從舊約聖經開始
[00:05:27.600 --> 00:05:29.600]  就啟示給我們知道
[00:05:29.600 --> 00:05:32.600]  喜樂的源頭是來自神
[00:05:32.600 --> 00:05:35.600]  例如傳道書第二章那裡說到
[00:05:35.600 --> 00:05:36.600]  神喜悅誰
[00:05:36.600 --> 00:05:39.600]  就給誰智慧、知識和喜樂
[00:05:39.600 --> 00:05:42.600]  唯有罪人神使他們勞苦
[00:05:42.600 --> 00:05:44.600]  可見智慧、知識和喜樂
[00:05:44.600 --> 00:05:46.600]  都是出自神的主權
[00:05:46.600 --> 00:05:48.600]  祂要給誰就給誰
[00:05:48.600 --> 00:05:50.600]  但當然我們人都有責任的
[00:05:50.600 --> 00:05:53.600]  怎樣才能夠成為神所喜悅的人
[00:05:53.600 --> 00:05:55.600]  以致神喜悅誰
[00:05:55.600 --> 00:05:56.600]  就給誰去喜樂呢?
[00:05:56.600 --> 00:05:58.600]  以致神給他智慧呢?
[00:05:58.600 --> 00:06:00.600]  此篇四十五篇我們看到了
[00:06:00.600 --> 00:06:02.600]  「你喜愛公義」
[00:06:02.600 --> 00:06:05.600]  這個「你」四十五篇是一個君王詩
[00:06:05.600 --> 00:06:08.600]  是指神所揀選的那位領袖
[00:06:08.600 --> 00:06:11.600]  「你喜愛公義,恨惡罪惡」
[00:06:11.600 --> 00:06:13.600]  所以神就是你的神
[00:06:13.600 --> 00:06:15.600]  「用喜樂的柔告你」
[00:06:15.600 --> 00:06:17.600]  「勝過告你的同伴」
[00:06:17.600 --> 00:06:19.600]  意思就是這位君王
[00:06:19.600 --> 00:06:22.600]  他是行在神的旨意當中的
[00:06:22.600 --> 00:06:24.600]  他喜愛公義、恨惡罪惡
[00:06:24.600 --> 00:06:26.600]  所以神用喜樂的柔去告他
[00:06:26.600 --> 00:06:29.600]  揀選他為神作供
[00:06:29.600 --> 00:06:33.600]  另外摩西在詩篇九十篇的祈禱
[00:06:33.600 --> 00:06:35.600]  亦提到「求你」
[00:06:35.600 --> 00:06:36.600]  這個「你」是指神
[00:06:36.600 --> 00:06:39.600]  「求神使我們早早飽得祢慈愛」
[00:06:39.600 --> 00:06:42.600]  「好叫我們一生一世歡呼喜樂」
[00:06:42.600 --> 00:06:46.600]  「求神招著祢使我們受苦的日子」
[00:06:46.600 --> 00:06:49.600]  「和我們租賃年稅叫我們喜樂」
[00:06:49.600 --> 00:06:52.600]  摩西為神的子民去祈求
[00:06:52.600 --> 00:06:54.600]  這個喜樂是一生一世的
[00:06:54.600 --> 00:06:57.600]  甚至是他們在世間受苦的日子
[00:06:57.600 --> 00:06:59.600]  因為我們知道他們在曠野兜兜轉轉
[00:06:59.600 --> 00:07:05.600]  從神而來的喜樂是足以讓他們承受
[00:07:05.600 --> 00:07:07.600]  捱過這個糟爛的年日
[00:07:07.600 --> 00:07:10.600]  可見神所賜的喜樂是長遠的
[00:07:10.600 --> 00:07:13.600]  有超越物質的滿足
[00:07:13.600 --> 00:07:15.600]  另外在神的創造當中
[00:07:15.600 --> 00:07:18.600]  亦有我們所謂的普及的因典
[00:07:18.600 --> 00:07:20.600]  意思是就算他認不認識神都好
[00:07:20.600 --> 00:07:23.600]  都可以在神的普及因典當中受惠
[00:07:23.600 --> 00:07:27.600]  照傳道書傳道者所述的觀察
[00:07:27.600 --> 00:07:31.600]  我知道世人莫強於終身喜樂行善
[00:07:31.600 --> 00:07:34.600]  並且日日吃喝在他一切勞碌中享福
[00:07:34.600 --> 00:07:37.600]  這也是神的恩賜
[00:07:37.600 --> 00:07:39.600]  意思是我們在日常生活當中
[00:07:39.600 --> 00:07:40.600]  在世界裏面
[00:07:40.600 --> 00:07:42.600]  在神的創造保守之下
[00:07:42.600 --> 00:07:45.600]  都有很多事情可以讓人去享受
