
[00:00:00.000 --> 00:00:01.720]  大興姐妹處內平安
[00:00:01.720 --> 00:00:05.440]  很高興在2024年見到大家
[00:00:05.440 --> 00:00:08.960]  不過今天不拋頭露面
[00:00:08.960 --> 00:00:10.720]  遮蓋著半邊面
[00:00:10.720 --> 00:00:12.720]  因為有點不舒服
[00:00:12.720 --> 00:00:14.720]  懶得感染大家
[00:00:14.720 --> 00:00:17.160]  我們一起祈禱
[00:00:17.160 --> 00:00:18.720]  好處是求祢幫助我們
[00:00:18.720 --> 00:00:20.480]  讓我們開我們的心
[00:00:20.480 --> 00:00:22.480]  開我們的耳朵
[00:00:22.480 --> 00:00:24.600]  讓我們聆聽祢的說話
[00:00:24.600 --> 00:00:27.080]  讓祢的說話入在我們心裡
[00:00:27.080 --> 00:00:28.840]  被祢建造
[00:00:28.840 --> 00:00:30.840]  圓轉祢就是幫助我們
[00:00:30.840 --> 00:00:32.160]  聽我們祈禱
[00:00:32.160 --> 00:00:34.160]  奉耶穌名字而求
[00:00:34.160 --> 00:00:36.160]  阿們
[00:00:36.160 --> 00:00:38.560]  我們去到2024年
[00:00:38.560 --> 00:00:41.160]  踏入教會的新年度
[00:00:41.160 --> 00:00:43.880]  所以很希望我們由一個
[00:00:43.880 --> 00:00:46.600]  動起來的教會開始
[00:00:46.600 --> 00:00:48.600]  我們要啟動的教會
[00:00:48.600 --> 00:00:49.960]  所以你見得到
[00:00:49.960 --> 00:00:51.960]  我們恩福華人浸信門
[00:00:51.960 --> 00:00:53.960]  我們成為一間有腳
[00:00:53.960 --> 00:00:56.560]  會走動的教會
[00:00:56.560 --> 00:00:59.440]  我們有動力走出去
[00:00:59.440 --> 00:01:02.240]  不過今天我們先去想想
[00:01:02.240 --> 00:01:04.240]  如何思考一個
[00:01:04.240 --> 00:01:06.920]  有動力的教會
[00:01:06.920 --> 00:01:09.920]  首先我想和大家講一個故事
[00:01:09.920 --> 00:01:12.360]  講一個大家耳熟能詳的故事
[00:01:12.360 --> 00:01:16.160]  就是三隻小豬的故事
[00:01:16.160 --> 00:01:18.160]  有沒有誰未聽過?
[00:01:18.160 --> 00:01:19.360]  未聽過
[00:01:19.360 --> 00:01:21.360]  未聽過三隻小豬
[00:01:21.360 --> 00:01:23.360]  唉呀 這樣聽一下吧
[00:01:23.360 --> 00:01:25.360]  三隻小豬的故事裡
[00:01:25.360 --> 00:01:28.360]  從前有三隻小豬
[00:01:28.360 --> 00:01:32.360]  他們要各自去找自己的
[00:01:32.360 --> 00:01:34.360]  建立自己的家
[00:01:34.360 --> 00:01:37.360]  當中有一隻苦事擔擔的狼
[00:01:37.360 --> 00:01:39.360]  在那裡想吃牠們
[00:01:39.360 --> 00:01:44.360]  結果大豬就建了一間稻草的屋
[00:01:44.360 --> 00:01:47.360]  他想著很安全 很安穩的時候
[00:01:47.360 --> 00:01:49.360]  然後狼就來到
[00:01:49.360 --> 00:01:51.360]  見到這間稻草屋
[00:01:51.360 --> 00:01:53.360]  他就用大口氣吹
[00:01:53.360 --> 00:01:55.360]  狼很厲害
[00:01:55.360 --> 00:01:57.360]  一吹就吹散了這間屋
[00:01:57.360 --> 00:01:59.360]  大豬就害怕了
[00:01:59.360 --> 00:02:01.360]  就去找二豬
[00:02:01.360 --> 00:02:05.360]  二豬就建了一間木屋
[00:02:05.360 --> 00:02:08.360]  然後就躲在二豬的家裡
[00:02:08.360 --> 00:02:10.360]  大豬二豬一起
[00:02:10.360 --> 00:02:11.360]  然後狼又來了
[00:02:11.360 --> 00:02:13.360]  見到他們一間木屋的時候
[00:02:13.360 --> 00:02:15.360]  怎樣對付他們呢?
[00:02:15.360 --> 00:02:17.360]  應該是燒他們的屋
[00:02:17.360 --> 00:02:19.360]  用火燒他們的屋的時候
[00:02:19.360 --> 00:02:21.360]  屋子著火
[00:02:21.360 --> 00:02:23.360]  大豬二豬又很害怕
[00:02:23.360 --> 00:02:25.360]  又要逃避這隻狼
[00:02:25.360 --> 00:02:28.360]  然後又走到三豬的家裡
[00:02:28.360 --> 00:02:30.360]  這個小豬
[00:02:30.360 --> 00:02:33.360]  他是一間用磚牆做的屋
[00:02:33.360 --> 00:02:35.360]  是一間很安全的屋
[00:02:35.360 --> 00:02:37.360]  結果這隻狼又吹又不行
[00:02:37.360 --> 00:02:39.360]  用火燒不起
[00:02:39.360 --> 00:02:41.360]  沒有辦法進入屋子裡
[00:02:41.360 --> 00:02:45.360]  結果這隻狼就很灰心地離開了
[00:02:45.360 --> 00:02:47.360]  吃不到這三隻小豬
[00:02:47.360 --> 00:02:51.360]  這個故事現在有印象吧
[00:02:51.360 --> 00:02:53.360]  真是一個很特別的故事
[00:02:53.360 --> 00:02:55.360]  不過這個故事原來還有續篇
[00:02:55.360 --> 00:02:57.360]  不過你可能沒聽過
[00:02:57.360 --> 00:02:59.360]  讓我由我去講解
[00:02:59.360 --> 00:03:01.360]  因為我也是第一次講
[00:03:01.360 --> 00:03:05.360]  因為是我撞出來的
[00:03:05.360 --> 00:03:07.360]  這個三隻小豬的故事
[00:03:07.360 --> 00:03:08.360]  延續是什麼呢?
[00:03:08.360 --> 00:03:10.360]  原來這三隻小豬後來
[00:03:10.360 --> 00:03:11.360]  很感恩地
[00:03:11.360 --> 00:03:14.360]  他們有一天信了耶穌
[00:03:14.360 --> 00:03:16.360]  三隻小豬信了耶穌之後
[00:03:16.360 --> 00:03:19.360]  他們就很熱心教會侍奉
[00:03:19.360 --> 00:03:22.360]  亦都很想去成就上帝的心意
[00:03:22.360 --> 00:03:24.360]  去建立教會
[00:03:24.360 --> 00:03:27.360]  於是三隻小豬都分別想
[00:03:27.360 --> 00:03:30.360]  怎樣去為神去建立一間教會呢
[00:03:30.360 --> 00:03:36.360]  大豬就很想去為神
[00:03:36.360 --> 00:03:40.360]  去建立一間很華麗的教會
[00:03:40.360 --> 00:03:42.360]  就好像現在去想像到
[00:03:42.360 --> 00:03:45.360]  在台灣裡面也有一間這樣的教會
[00:03:45.360 --> 00:03:47.360]  你知道這是什麼嗎?
[00:03:47.360 --> 00:03:48.360]  玻璃鞋
[00:03:48.360 --> 00:03:49.360]  玻璃鞋來的
[00:03:49.360 --> 00:03:51.360]  真的不是開玩笑的
[00:03:51.360 --> 00:03:55.360]  真的是在台灣嘉義裡面
[00:03:55.360 --> 00:04:00.360]  有一個這樣的高跟鞋的教會
[00:04:00.360 --> 00:04:02.360]  一個叫玻璃鞋教會
[00:04:02.360 --> 00:04:03.360]  很漂亮的
[00:04:03.360 --> 00:04:04.360]  兩層高
[00:04:04.360 --> 00:04:06.360]  你看得到全國的景物
[00:04:06.360 --> 00:04:10.360]  都是由一堆很漂亮的玻璃砌成
[00:04:10.360 --> 00:04:12.360]  有三百二十片的玻璃
[00:04:12.360 --> 00:04:15.360]  去造成一間這樣的教堂
[00:04:15.360 --> 00:04:16.360]  大豬也很興奮
[00:04:16.360 --> 00:04:18.360]  很想建立一間這樣的教堂
[00:04:18.360 --> 00:04:19.360]  不過你知不知道
[00:04:19.360 --> 00:04:21.360]  台灣這間教堂是用來做什麼的?
[00:04:21.360 --> 00:04:23.360]  這間教堂不是用來崇拜
[00:04:23.360 --> 00:04:25.360]  不是用來彌撒
[00:04:25.360 --> 00:04:29.360]  是用來結婚用的
[00:04:29.360 --> 00:04:30.360]  所以基本上這間教堂
[00:04:30.360 --> 00:04:32.360]  只是用來結婚
[00:04:32.360 --> 00:04:33.360]  給一個很漂亮的場地
[00:04:33.360 --> 00:04:35.360]  給別人去租借
[00:04:35.360 --> 00:04:37.360]  來行禮用的
[00:04:37.360 --> 00:04:38.360]  大豬就很想想
[00:04:38.360 --> 00:04:41.360]  是不是建立一間這樣的教會呢
[00:04:41.360 --> 00:04:44.360]  你看得到裡面是很華麗的
[00:04:44.360 --> 00:04:48.360]  看上去是一個很漂亮的高跟鞋
[00:04:48.360 --> 00:04:50.360]  大豬就想
[00:04:50.360 --> 00:04:53.360]  究竟這是不是上帝期望去的教會呢
[00:04:53.360 --> 00:04:55.360]  因為我稍後看看二豬
[00:04:55.360 --> 00:04:58.360]  二豬就想
[00:04:58.360 --> 00:04:59.360]  為了建立一間教會
[00:04:59.360 --> 00:05:00.360]  不如建立一間大一點
[00:05:00.360 --> 00:05:01.360]  更厲害
[00:05:01.360 --> 00:05:03.360]  很多地方的教會
[00:05:03.360 --> 00:05:06.360]  他又想起另外一個圖畫
[00:05:06.360 --> 00:05:08.360]  他想在台灣另外一個地方很漂亮的
[00:05:08.360 --> 00:05:10.360]  就是在日月潭裡面
[00:05:10.360 --> 00:05:12.360]  有一個很漂亮的教會
[00:05:12.360 --> 00:05:14.360]  一個教堂
[00:05:14.360 --> 00:05:16.360]  你去過這個地方嗎
[00:05:16.360 --> 00:05:18.360]  沒有人去過
[00:05:18.360 --> 00:05:19.360]  這個地方有什麼特別呢
[00:05:19.360 --> 00:05:21.360]  你見不見到什麼特別
[00:05:21.360 --> 00:05:26.360]  開放式的
[00:05:26.360 --> 00:05:28.360]  這個建築物
[00:05:28.360 --> 00:05:30.360]  它最特別的地方
[00:05:30.360 --> 00:05:33.360]  主要用一種材料做
[00:05:33.360 --> 00:05:36.360]  就是紙
[00:05:36.360 --> 00:05:39.360]  這間就叫紙教堂
[00:05:39.360 --> 00:05:41.360]  在台灣裡面是很出名的
[00:05:41.360 --> 00:05:45.360]  這間教堂的來源是來自日本的
[00:05:45.360 --> 00:05:48.360]  因為日本原本就在
[00:05:48.360 --> 00:05:51.360]  板墳的地方就有地震
[00:05:51.360 --> 00:05:54.360]  當時有一個設計家就是
[00:05:54.360 --> 00:05:57.360]  用紙做了一間教堂去紀念
[00:05:57.360 --> 00:06:01.360]  這個日本的地震
[00:06:01.360 --> 00:06:03.360]  後來到台灣有地震的時候
[00:06:03.360 --> 00:06:06.360]  他們就將這個建築
[00:06:06.360 --> 00:06:08.360]  搬到台灣裡面
[00:06:08.360 --> 00:06:11.360]  紀念台灣的地震
[00:06:11.360 --> 00:06:15.360]  日本後來到了台灣有地震的時候
[00:06:15.360 --> 00:06:19.360]  他們就將整個建築送給台灣
[00:06:19.360 --> 00:06:22.360]  給他們紀念台灣的地震
[00:06:22.360 --> 00:06:24.360]  所以這間紙的教堂很特別
[00:06:24.360 --> 00:06:27.360]  整個教堂都是紙做的
[00:06:27.360 --> 00:06:29.360]  你見到裡面的椅子
[00:06:29.360 --> 00:06:31.360]  全部都是用一些紙的物質
[00:06:31.360 --> 00:06:33.360]  去造成
[00:06:33.360 --> 00:06:36.360]  是一個很大的地方
[00:06:36.360 --> 00:06:41.360]  在一個很大的郊區裡面進行
[00:06:41.360 --> 00:06:43.360]  今天這個地方
[00:06:43.360 --> 00:06:46.360]  同樣是很優雅的地方
[00:06:46.360 --> 00:06:47.360]  很大的地方
[00:06:47.360 --> 00:06:51.360]  不過是用來成為一個旅遊的景點
[00:06:51.360 --> 00:06:55.360]  不知道二豬的教會
[00:06:55.360 --> 00:06:58.360]  是不是上帝期望的教會呢
[00:06:58.360 --> 00:07:03.360]  去到三豬
[00:07:03.360 --> 00:07:05.360]  三豬又怎麼想呢
[00:07:05.360 --> 00:07:07.360]  他就不同了
[00:07:07.360 --> 00:07:11.360]  他就不只是看看世界各地有什麼教會
[00:07:11.360 --> 00:07:14.360]  而是他打開聖經
[00:07:14.360 --> 00:07:19.360]  看看聖經說的教會是怎樣的呢
[00:07:19.360 --> 00:07:20.360]  於是他就打開
[00:07:20.360 --> 00:07:22.360]  剛剛看到今天的經文
[00:07:22.360 --> 00:07:25.360]  提摩太后書二章一節七節
[00:07:25.360 --> 00:07:27.360]  所以他就想想
[00:07:27.360 --> 00:07:28.360]  有什麼啟發
[00:07:28.360 --> 00:07:31.360]  怎樣去建立一間教會呢
[00:07:31.360 --> 00:07:35.360]  所以讓我們都去學一下三豬
[00:07:35.360 --> 00:07:36.360]  在這個經文裡面
[00:07:36.360 --> 00:07:38.360]  看看有什麼啟發
[00:07:38.360 --> 00:07:41.360]  我們怎樣去建立一間教會
[00:07:41.360 --> 00:07:45.360]  二章一節開始說
[00:07:45.360 --> 00:07:46.360]  我而你
[00:07:46.360 --> 00:07:48.360]  要在基督耶穌的恩典上
[00:07:48.360 --> 00:07:50.360]  光強起來
[00:07:50.360 --> 00:07:52.360]  這個就是提摩太后書
[00:07:52.360 --> 00:07:56.360]  其實正正好就是保羅所寫的書信
[00:07:56.360 --> 00:08:00.360]  保羅寫的書信大約有十三卷的書信
[00:08:00.360 --> 00:08:04.360]  主要都是寫給不同地方的教會
[00:08:04.360 --> 00:08:06.360]  但唯有有三封是很不一樣的
[00:08:06.360 --> 00:08:09.360]  就是寫給指定的某一些人
[00:08:09.360 --> 00:08:12.360]  而這個人就包括了兩個很重要的人
[00:08:12.360 --> 00:08:14.360]  一個就叫提摩太
[00:08:14.360 --> 00:08:16.360]  一個就叫提多
[00:08:16.360 --> 00:08:19.360]  提摩太就有前書後書
[00:08:19.360 --> 00:08:22.360]  就寫給在以忽所的提摩太
[00:08:22.360 --> 00:08:26.360]  而保羅也寫了提多書
[00:08:26.360 --> 00:08:31.360]  就寫給在旁邊的提多
[00:08:31.360 --> 00:08:33.360]  這三卷書信
[00:08:33.360 --> 00:08:35.360]  其實都是保羅想寫給
[00:08:35.360 --> 00:08:39.360]  他所愛的屬靈的兒子
[00:08:39.360 --> 00:08:41.360]  希望將教會
[00:08:41.360 --> 00:08:42.360]  怎樣去建立教會
[00:08:42.360 --> 00:08:44.360]  怎樣去管理教會的時候
[00:08:44.360 --> 00:08:48.360]  就交託給提摩太和提多
[00:08:48.360 --> 00:08:49.360]  所以這三卷書信
[00:08:49.360 --> 00:08:52.360]  我們有時候會稱為叫教木書信
[00:08:52.360 --> 00:08:54.360]  給這兩位的木者
[00:08:54.360 --> 00:08:56.360]  承接保羅的木者
[00:08:56.360 --> 00:08:59.360]  承接著怎樣延續教會的發展
[00:08:59.360 --> 00:09:02.360]  怎樣去建立教會
[00:09:02.360 --> 00:09:05.360]  所以經文裏面一開始就說
[00:09:05.360 --> 00:09:07.360]  我兒啊
[00:09:07.360 --> 00:09:09.360]  保羅和提摩太說
[00:09:09.360 --> 00:09:11.360]  我的兒子啊
[00:09:11.360 --> 00:09:15.360]  而事實上提摩太不是保羅生的
[00:09:15.360 --> 00:09:17.360]  不過在屬靈上面
[00:09:17.360 --> 00:09:21.360]  是由保羅去餵養照顧教導培育
[00:09:21.360 --> 00:09:23.360]  提摩太成長成為
[00:09:23.360 --> 00:09:25.360]  他的接班人
[00:09:25.360 --> 00:09:27.360]  所以在屬靈身份上面
[00:09:27.360 --> 00:09:30.360]  就好像我們教會裏面
[00:09:30.360 --> 00:09:32.360]  有時候我們有些長者
[00:09:32.360 --> 00:09:33.360]  有些導師
[00:09:33.360 --> 00:09:34.360]  有些領袖
[00:09:34.360 --> 00:09:36.360]  去培育下一批人的時候
[00:09:36.360 --> 00:09:38.360]  我們培育的下一批人
[00:09:38.360 --> 00:09:40.360]  就是我們屬靈的兒子一樣
[00:09:40.360 --> 00:09:42.360]  所以保羅就一開始說
[00:09:42.360 --> 00:09:45.360]  我兒啊
[00:09:45.360 --> 00:09:46.360]  就是以忽所的提摩太
[00:09:46.360 --> 00:09:48.360]  就是他屬靈的兒子
[00:09:48.360 --> 00:09:49.360]  他跟他怎樣說呢
[00:09:49.360 --> 00:09:55.360]  他說你要剛強起來
[00:09:55.360 --> 00:09:57.360]  保羅給提摩太的提醒就是
[00:09:57.360 --> 00:09:59.360]  你要剛強起來
[00:09:59.360 --> 00:10:01.360]  be strong
[00:10:01.360 --> 00:10:03.360]  要剛強起來的時候
[00:10:03.360 --> 00:10:06.360]  這裏正正好就是
[00:10:06.360 --> 00:10:10.360]  保羅希望提摩太能夠做到的
[00:10:10.360 --> 00:10:12.360]  但是當你想一下
[00:10:12.360 --> 00:10:14.360]  當有一個人叫你剛強的時候
[00:10:14.360 --> 00:10:16.360]  正正好代表了什麼
[00:10:16.360 --> 00:10:18.360]  這一刻他很需要剛強
[00:10:18.360 --> 00:10:21.360]  代表這一刻是相對比較軟弱
[00:10:21.360 --> 00:10:22.360]  比較微弱
[00:10:22.360 --> 00:10:24.360]  所以保羅希望鼓勵他
[00:10:24.360 --> 00:10:26.360]  你要剛強起來
[00:10:26.360 --> 00:10:30.360]  所以你看到提摩太的書信的時候
[00:10:30.360 --> 00:10:32.360]  都說要鼓勵
[00:10:32.360 --> 00:10:35.360]  叫人不可小看提摩太年輕
[00:10:35.360 --> 00:10:38.360]  因為實在需要很多的鼓勵
[00:10:38.360 --> 00:10:40.360]  其實正正好就在說
[00:10:40.360 --> 00:10:42.360]  原來提摩太本身
[00:10:42.360 --> 00:10:44.360]  似乎在一個軟弱之中
[00:10:44.360 --> 00:10:46.360]  在一個不足之中
[00:10:46.360 --> 00:10:48.360]  他知道他需要保羅
[00:10:48.360 --> 00:10:50.360]  給他一個很大的鼓勵
[00:10:50.360 --> 00:10:52.360]  要他剛強起來
[00:10:52.360 --> 00:10:54.360]  當我們看回舊約聖經裏面
[00:10:54.360 --> 00:10:56.360]  我們說剛強的時候
[00:10:56.360 --> 00:10:57.360]  都有另一個人物
[00:10:57.360 --> 00:10:59.360]  我們常常都聽到
[00:10:59.360 --> 00:11:02.360]  神怎樣要鼓勵他要剛強
[00:11:02.360 --> 00:11:04.360]  就在約書亞記裏面就說到
[00:11:04.360 --> 00:11:06.360]  當摩西死後
[00:11:06.360 --> 00:11:08.360]  約書亞記第一章的時候
[00:11:08.360 --> 00:11:10.360]  已經說到摩西死後之後
[00:11:10.360 --> 00:11:15.360]  神要交棒給約書亞
[00:11:15.360 --> 00:11:17.360]  所以神就吩咐約書亞的時候
[00:11:17.360 --> 00:11:19.360]  說過幾次
[00:11:19.360 --> 00:11:21.360]  你當剛強壯膽
[00:11:21.360 --> 00:11:24.360]  接著又說到只要剛強大大壯膽
[00:11:24.360 --> 00:11:27.360]  你當剛強壯膽
[00:11:27.360 --> 00:11:30.360]  因為你無論往哪裏去要
[00:11:30.360 --> 00:11:33.360]  你的神必與你同在
[00:11:33.360 --> 00:11:36.360]  因為原來對於約書亞來講
[00:11:36.360 --> 00:11:38.360]  本來是一個大能的勇士
[00:11:38.360 --> 00:11:40.360]  你知道他是很勇猛的
[00:11:40.360 --> 00:11:44.360]  他和迦勒一起去為神爭戰
[00:11:44.360 --> 00:11:46.360]  他們是很有眼光的
[00:11:46.360 --> 00:11:49.360]  你知道當去做探子探地的時候
[00:11:49.360 --> 00:11:53.360]  他們是帶好消息回來那兩個
[00:11:53.360 --> 00:11:57.360]  但是一直跟著摩西這個
[00:11:57.360 --> 00:11:59.360]  屬靈的領袖的時候
[00:11:59.360 --> 00:12:00.360]  他就很安心
[00:12:00.360 --> 00:12:03.360]  有什麼事聽摩西講話
[00:12:03.360 --> 00:12:05.360]  接著就做得了
[00:12:05.360 --> 00:12:07.360]  但這一刻要由摩西
[00:12:07.360 --> 00:12:08.360]  由摩西交給約書亞
[00:12:08.360 --> 00:12:10.360]  約書亞親自去發板
[00:12:10.360 --> 00:12:11.360]  他怎樣去帶著
[00:12:11.360 --> 00:12:13.360]  整幫以色列人的時候
[00:12:13.360 --> 00:12:15.360]  是另外一回事
[00:12:15.360 --> 00:12:17.360]  沒有人跟的時候
[00:12:17.360 --> 00:12:18.360]  要自己接棒的時候
[00:12:18.360 --> 00:12:21.360]  是不一樣的事
[00:12:21.360 --> 00:12:24.360]  所以在約書亞面對著
[00:12:24.360 --> 00:12:25.360]  要接摩西棒的時候
[00:12:25.360 --> 00:12:28.360]  他同樣顯出他的軟弱
[00:12:28.360 --> 00:12:29.360]  顯出他的需要
[00:12:29.360 --> 00:12:32.360]  顯出他的微小
[00:12:32.360 --> 00:12:34.360]  以致神就告訴他
[00:12:34.360 --> 00:12:36.360]  你要剛強壯膽
[00:12:36.360 --> 00:12:39.360]  只要剛強
[00:12:39.360 --> 00:12:42.360]  在這裏我們見得到就是
[00:12:42.360 --> 00:12:44.360]  原來我們很多教會的
[00:12:44.360 --> 00:12:46.360]  屬靈的領袖
[00:12:46.360 --> 00:12:48.360]  你不要以為他們真的很厲害
[00:12:48.360 --> 00:12:49.360]  很厲害
[00:12:49.360 --> 00:12:52.360]  但其實有時候他有軟弱的地方
[00:12:52.360 --> 00:12:53.360]  有不足的地方
[00:12:53.360 --> 00:12:56.360]  他需要上帝鼓勵的地方
[00:12:56.360 --> 00:12:57.360]  他需要告訴我們
[00:12:57.360 --> 00:12:59.360]  我們要剛強
[00:12:59.360 --> 00:13:01.360]  今天我們要去面對的就是
[00:13:01.360 --> 00:13:03.360]  我們都要去想一想
[00:13:03.360 --> 00:13:05.360]  我們教會的屬靈領袖
[00:13:05.360 --> 00:13:06.360]  我們都要承認我們
[00:13:06.360 --> 00:13:08.360]  有不足有軟弱的地方
[00:13:08.360 --> 00:13:10.360]  事實上今時今日
[00:13:10.360 --> 00:13:13.360]  我們每一個人都是軟弱的
[00:13:13.360 --> 00:13:14.360]  我們要承認
[00:13:14.360 --> 00:13:16.360]  我們自己有不足軟弱的時候
[00:13:16.360 --> 00:13:19.360]  我們才能夠更加靠上帝
[00:13:19.360 --> 00:13:22.360]  最近我自己仍然都很留意
[00:13:22.360 --> 00:13:24.360]  世界各地不同的新聞
[00:13:24.360 --> 00:13:26.360]  特別是香港的新聞
[00:13:26.360 --> 00:13:29.360]  其中香港最近有一單新聞就是什麼呢
[00:13:29.360 --> 00:13:31.360]  就是一個無綫
[00:13:31.360 --> 00:13:33.360]  大家有看香港無綫電視節目
[00:13:33.360 --> 00:13:37.360]  無綫的前新聞主播柳俊江
[00:13:37.360 --> 00:13:40.360]  就是自殺輕生了
[00:13:40.360 --> 00:13:43.360]  全部人都覺得很突然
[00:13:43.360 --> 00:13:47.360]  因為早一些時間還在講一些好的狀況
[00:13:47.360 --> 00:13:48.360]  但是不知道怎麼樣
[00:13:48.360 --> 00:13:51.360]  傳聞說可能跟女朋友吵架還是什麼
[00:13:51.360 --> 00:13:55.360]  總之就說突然間輕生了
[00:13:55.360 --> 00:13:57.360]  又有另一個就是什麼
[00:13:57.360 --> 00:14:00.360]  韓國的影帝李善君
[00:14:00.360 --> 00:14:06.360]  早前也都自殺離世
[00:14:06.360 --> 00:14:09.360]  一個好像很年輕的有為的年輕人
[00:14:09.360 --> 00:14:11.360]  他會選擇輕生
[00:14:11.360 --> 00:14:13.360]  一個很有前途的影帝
[00:14:13.360 --> 00:14:16.360]  雖然牽涉了一些毒品的案件裏面
[00:14:16.360 --> 00:14:19.360]  但是他又選擇輕生
[00:14:19.360 --> 00:14:22.360]  原來今天很多人在軟弱裏面
[00:14:22.360 --> 00:14:25.360]  他不能夠承認自己的軟弱
[00:14:25.360 --> 00:14:27.360]  或者軟弱到一個地步就是
[00:14:27.360 --> 00:14:29.360]  選擇了一種逃避的方法
[00:14:29.360 --> 00:14:33.360]  輕生的方法去逃避問題
[00:14:33.360 --> 00:14:37.360]  這裏說香港在2024年的新聞裏面
[00:14:37.360 --> 00:14:39.360]  原來他做了一個訪問就說
[00:14:39.360 --> 00:14:47.360]  原來香港有3.7%的中學生都曾經想過自殺
[00:14:47.360 --> 00:14:51.360]  3.7%的中學生都曾經想過自殺
[00:14:51.360 --> 00:14:56.360]  是一個很高的傾向自殺率
[00:14:56.360 --> 00:14:59.360]  聽節目原來我們今天面對我們的社會的時候
[00:14:59.360 --> 00:15:01.360]  有時候我們覺得自己很勁
[00:15:01.360 --> 00:15:04.360]  很厲害 但是有時候我們不能夠看出
[00:15:04.360 --> 00:15:07.360]  也不能夠接納到自己原來很軟弱
[00:15:07.360 --> 00:15:10.360]  很無助 很不足
[00:15:10.360 --> 00:15:13.360]  這個正正是我們要思考
[00:15:13.360 --> 00:15:15.360]  特別對於提摩特來説
[00:15:15.360 --> 00:15:16.360]  他都要認真思考
[00:15:16.360 --> 00:15:19.360]  他其實都是很微笑
[00:15:19.360 --> 00:15:21.360]  不過太外話又問
[00:15:21.360 --> 00:15:27.360]  你知不知道對於想自殺的人來説
[00:15:27.360 --> 00:15:32.360]  你知不知道男性的比率高一點還是女性的比率高一點
[00:15:32.360 --> 00:15:35.360]  經常想怎樣去自殺
[00:15:35.360 --> 00:15:39.360]  經常說要自殺的男性的比率高一點
[00:15:39.360 --> 00:15:41.360]  還是女性的比率高一點
[00:15:41.360 --> 00:15:44.360]  男性 錯
[00:15:44.360 --> 00:15:49.360]  我是說說要自殺的
[00:15:49.360 --> 00:15:57.360]  原來說要自殺的百分比是女性高一點
[00:15:57.360 --> 00:16:00.360]  女性經常說我想死了
[00:16:00.360 --> 00:16:03.360]  真的想著我要死了
[00:16:03.360 --> 00:16:07.360]  原來女性說要自殺
[00:16:07.360 --> 00:16:10.360]  特別講出來說她要自殺的百分比
[00:16:10.360 --> 00:16:13.360]  是遠遠高過男性的
[00:16:13.360 --> 00:16:16.360]  但是自殺的成功率
[00:16:16.360 --> 00:16:21.360]  就是男人高過女人
[00:16:21.360 --> 00:16:23.360]  這個真的要小心
[00:16:23.360 --> 00:16:25.360]  當然你知不知道為甚麼
[00:16:25.360 --> 00:16:27.360]  你知為甚麼 講來聽聽
[00:16:27.360 --> 00:16:30.360]  因為男人通常不表達自己的情緒
[00:16:30.360 --> 00:16:33.360]  不像一個snowball那樣
[00:16:33.360 --> 00:16:35.360]  女人肯講
[00:16:35.360 --> 00:16:39.360]  女人甚麼 講完就當自殺了
[00:16:39.360 --> 00:16:42.360]  講了就是了
[00:16:42.360 --> 00:16:47.360]  講完就沒事 繼續去飲茶 買菜
[00:16:47.360 --> 00:16:49.360]  但是男性不是 男性積在裡面
[00:16:49.360 --> 00:16:52.360]  越積越多 還有男性的特質是甚麼
[00:16:52.360 --> 00:16:55.360]  他是會想步驟的
[00:16:55.360 --> 00:16:58.360]  講自殺他不是說講完就算
[00:16:58.360 --> 00:17:01.360]  步驟怎樣做 step one step two
[00:17:01.360 --> 00:17:04.360]  怎樣去有仔細 成功做到
[00:17:04.360 --> 00:17:06.360]  因為男性不能輸
[00:17:06.360 --> 00:17:09.360]  連自殺都要成功給人看
