
[00:00:00.000 --> 00:00:03.400]  今天我們繼續看若拿書的講道系列
[00:00:03.400 --> 00:00:05.700]  今天我已經來到第四章
[00:00:05.700 --> 00:00:11.900]  若若書的故事主要只講尼尼眉城的心和死的話
[00:00:11.900 --> 00:00:16.300]  大概若拿書只應該有一章誠敬
[00:00:16.300 --> 00:00:17.600]  就是第三章
[00:00:17.600 --> 00:00:21.400]  因為第一和第二章其實都不是講尼尼眉這個城
[00:00:21.400 --> 00:00:24.200]  而第四章更加可以剷除它
[00:00:24.200 --> 00:00:26.700]  不過我們仍然有第四章
[00:00:26.700 --> 00:00:29.200]  第四章為什麼可以剷除它不要呢?
[00:00:29.200 --> 00:00:34.500]  因為第四章主要是講若拿和上帝之間的真情的對白
[00:00:34.500 --> 00:00:38.900]  如果我們把三章第十節歸入去一起去讀的話
[00:00:38.900 --> 00:00:40.800]  我們就能夠更加體會到
[00:00:40.800 --> 00:00:45.100]  更加發現到若拿眼中的兩個大惡
[00:00:45.100 --> 00:00:49.400]  所以今天我們的主題是若拿眼中的大惡
[00:00:49.400 --> 00:00:54.400]  若拿眼中的大惡No.1就是上帝的回心轉移
[00:00:54.400 --> 00:00:55.800]  在第三章的第十節
[00:00:55.800 --> 00:01:01.800]  「於是上帝查看他們的行為,見他們離開惡道,他就後悔」
[00:01:01.800 --> 00:01:05.700]  「不將所說的災禍降於他們了」
[00:01:05.700 --> 00:01:08.600]  在這裡故意重複了「惡」這個字
[00:01:08.600 --> 00:01:10.400]  「哇」這個字兩次
[00:01:10.400 --> 00:01:13.400]  第一次就是惡道的惡
[00:01:13.400 --> 00:01:18.200]  現在尼尼眉城的人離開了他們過去一直在做的惡
[00:01:18.200 --> 00:01:20.000]  大概我們應該很感恩吧?
[00:01:20.000 --> 00:01:21.900]  大概我們應該很不開心
[00:01:21.900 --> 00:01:26.300]  甚至我們會唱兩句「聖哈哩利亞徒得羅」
[00:01:26.300 --> 00:01:28.200]  應該很感謝主啊
[00:01:28.200 --> 00:01:31.000]  而第二個「惡」就是中文聖經翻譯成
[00:01:31.000 --> 00:01:35.600]  「不把所說的災禍降於他們了」
[00:01:35.600 --> 00:01:37.900]  「的災禍」這個字
[00:01:37.900 --> 00:01:43.400]  不過原文原來「災禍」這個字就是「惡」這個字
[00:01:43.400 --> 00:01:45.000]  「哇」又是這個字
[00:01:45.000 --> 00:01:53.000]  所以這裡說「神就不將所說的惡降於他們」
[00:01:53.000 --> 00:01:56.300]  而另一方面我想你知道的就是「後悔」這個字
[00:01:56.300 --> 00:01:59.400]  「後悔」這個字在伯倫文「lecham」這個字
[00:01:59.400 --> 00:02:02.600]  這個字是可以指「回心轉意」
[00:02:02.600 --> 00:02:06.600]  上帝看到這些尼尼眉城的人
[00:02:06.600 --> 00:02:09.300]  「哇」多麼認真離開惡道
[00:02:09.300 --> 00:02:12.200]  上帝就回心轉意
[00:02:12.200 --> 00:02:18.300]  經文說「不把所說的災禍降於他們了」
[00:02:18.300 --> 00:02:24.500]  就是上帝沒有做出在祂眼中看為惡的事
[00:02:24.500 --> 00:02:27.500]  請問什麼是上帝眼中的惡?
[00:02:27.500 --> 00:02:29.400]  就是滅城這件事
[00:02:29.400 --> 00:02:31.500]  原來滅城的這個舉動
[00:02:31.500 --> 00:02:33.500]  滅尼尼眉城這個舉動
[00:02:33.500 --> 00:02:37.500]  在上帝眼中是看為一件惡的事
[00:02:37.500 --> 00:02:40.700]  喂 殺人啊 屠城啊
[00:02:40.700 --> 00:02:42.700]  在上帝的眼中
[00:02:42.700 --> 00:02:46.300]  原來是一件惡的事
[00:02:46.300 --> 00:02:49.500]  尼尼眉的人在上帝眼中行惡
[00:02:49.500 --> 00:02:52.000]  沒錯 絕對是邪惡
[00:02:52.000 --> 00:02:55.000]  但是上帝因為他們的惡
[00:02:55.000 --> 00:02:58.100]  而要去毀滅這個城
[00:02:58.100 --> 00:03:00.200]  要殺這麼多的人
[00:03:00.200 --> 00:03:03.200]  原來竟然在上帝的眼中裡面
[00:03:03.200 --> 00:03:08.000]  都是一樣是一件惡的事
[00:03:08.000 --> 00:03:13.200]  所以就不把所說的惡降於他們
[00:03:13.200 --> 00:03:15.400]  但原來上帝這樣做
[00:03:15.400 --> 00:03:16.700]  有人不高興
[00:03:16.700 --> 00:03:18.000]  有人不開心
[00:03:18.000 --> 00:03:20.400]  所以在第四章的第一節
[00:03:20.400 --> 00:03:22.400]  馬上就說出來了
[00:03:22.400 --> 00:03:30.200]  他說「這是若拿就大大不悅,且甚發怒」
[00:03:30.200 --> 00:03:33.100]  其實希伯來文原文直接翻譯這句話
[00:03:33.100 --> 00:03:35.200]  就是「成為邪惡」
[00:03:35.200 --> 00:03:43.000]  「但這事對若拿卻是大惡,且他甚發怒」
[00:03:43.000 --> 00:03:45.100]  「成為邪惡」這個字
[00:03:45.100 --> 00:03:46.400]  「惡」這個字
[00:03:46.400 --> 00:03:47.800]  這個字的字根
[00:03:47.800 --> 00:03:51.700]  也正正就是「惡」這個「惡」這個字
[00:03:51.700 --> 00:03:53.500]  同一樣的字根
[00:03:53.500 --> 00:03:56.400]  而「大大不悅」這個表達就是
[00:03:56.400 --> 00:04:00.600]  大惡又是一次用「惡」這個字
[00:04:00.600 --> 00:04:02.400]  所以這裡說
[00:04:02.400 --> 00:04:05.700]  現在因為這件事對若拿來說
[00:04:05.700 --> 00:04:08.500]  是一件大惡
[00:04:08.500 --> 00:04:12.000]  惡出現了兩次
[00:04:12.000 --> 00:04:16.100]  你未成的人犯罪是一件惡的事
[00:04:16.100 --> 00:04:17.500]  是邪惡的
[00:04:17.500 --> 00:04:21.200]  到上帝要宣佈毀滅這個城
[00:04:21.200 --> 00:04:22.800]  原來都是惡
[00:04:22.800 --> 00:04:23.800]  沒錯
[00:04:23.800 --> 00:04:27.000]  在第三章上帝看到全城悔改
[00:04:27.000 --> 00:04:29.600]  所以就不施行惡
[00:04:29.600 --> 00:04:35.700]  這個對城和人民的毀滅
[00:04:35.700 --> 00:04:38.900]  這個對上帝來說是惡
[00:04:38.900 --> 00:04:41.000]  現在若拿眼中認為
[00:04:41.000 --> 00:04:42.100]  上帝這樣做
[00:04:42.100 --> 00:04:45.600]  沒有去執行這件上帝眼中的惡事
[00:04:45.600 --> 00:04:49.900]  若拿覺得對他自己來說是一件惡
[00:04:49.900 --> 00:04:51.500]  簡直是大惡
[00:04:51.500 --> 00:04:54.800]  難怪若拿「甚發怒」
[00:04:54.800 --> 00:04:57.600]  不過在第三章第九節
[00:04:57.600 --> 00:05:03.100]  其實也提到「甚不發烈怒」
[00:05:03.100 --> 00:05:04.800]  第四章第二節再說
[00:05:04.800 --> 00:05:07.500]  「甚不輕而發怒」
[00:05:07.500 --> 00:05:09.300]  不過說到若拿的時候
[00:05:09.300 --> 00:05:13.600]  若拿一樣有好幾次用「發怒」這件事
[00:05:13.600 --> 00:05:14.900]  第四章第一節
[00:05:14.900 --> 00:05:16.200]  第四章第四節
[00:05:16.200 --> 00:05:17.600]  第四章第九節
[00:05:17.600 --> 00:05:19.600]  提到若拿發怒的時候
[00:05:19.600 --> 00:05:22.400]  是故意用了另一個字眼的表達
[00:05:22.400 --> 00:05:23.700]  「厚啊」這個字
[00:05:23.700 --> 00:05:28.100]  就是若拿的「厚」發怒的意思
[00:05:28.100 --> 00:05:30.000]  意思就是說激怒了
[00:05:30.000 --> 00:05:32.200]  怒中燒著了
[00:05:32.200 --> 00:05:34.000]  好像火一樣燒著
[00:05:34.000 --> 00:05:36.000]  廣東話就很傳神的
[00:05:36.000 --> 00:05:37.600]  意思就是火都來了
[00:05:37.600 --> 00:05:38.700]  火都扯了
[00:05:38.700 --> 00:05:40.600]  就要爆了
[00:05:40.600 --> 00:05:46.200]  把神那種不發怒和若拿連串的發火
[00:05:46.200 --> 00:05:48.200]  發怒、火都扯了
[00:05:48.200 --> 00:05:51.000]  擺在我們面前做一個對比
[00:05:51.000 --> 00:05:54.100]  若拿書明顯是故意這樣做
[00:05:54.100 --> 00:05:58.500]  是刻意把若拿和上帝做一個對比
[00:05:58.500 --> 00:06:00.400]  若拿對上帝
[00:06:00.400 --> 00:06:03.200]  並沒有去執行毀滅
[00:06:03.200 --> 00:06:06.100]  利利美成的這件事
[00:06:06.100 --> 00:06:09.800]  所以他發怒發瘋
[00:06:09.800 --> 00:06:12.100]  我不知道大家有沒有記得
[00:06:12.100 --> 00:06:15.800]  香港開埠以來第一宗法庭的旁聽師
[00:06:15.800 --> 00:06:19.100]  竟然被判入罪
[00:06:19.100 --> 00:06:20.600]  有時候我們覺得
[00:06:20.600 --> 00:06:24.500]  真的是一個很不公平的事
[00:06:24.500 --> 00:06:26.300]  拍幾下手掌
[00:06:26.300 --> 00:06:27.800]  評論一點點
[00:06:27.800 --> 00:06:32.300]  為什麼都會被判入罪呢?
[00:06:32.300 --> 00:06:34.600]  我們都知道
[00:06:34.600 --> 00:06:36.600]  這些事情一點都不例外
[00:06:36.600 --> 00:06:37.300]  坦白說
[00:06:37.300 --> 00:06:38.700]  因為我們看到的
[00:06:38.700 --> 00:06:40.500]  很多的司法界
[00:06:40.500 --> 00:06:43.100]  醫監的狀況
[00:06:43.100 --> 00:06:47.800]  不少的地方都會有這樣的情況發生
[00:06:47.800 --> 00:06:51.900]  大家有沒有聽過一個平洲
[00:06:51.900 --> 00:06:53.900]  造底藏屍案呢?
[00:06:53.900 --> 00:06:55.800]  當時被告
[00:06:55.800 --> 00:06:58.300]  只是給了錢兩個的盜友
[00:06:58.300 --> 00:07:00.900]  把自己的岳母殺死了
[00:07:00.900 --> 00:07:02.400]  這兩個盜友
[00:07:02.400 --> 00:07:06.400]  當然這個背後的黑手是坐牢的
[00:07:06.400 --> 00:07:09.000]  但是竟然之間這兩個盜友
[00:07:09.000 --> 00:07:10.900]  因為他做了污點證人
[00:07:10.900 --> 00:07:13.300]  是可以全身而退
[00:07:13.300 --> 00:07:16.400]  他是殺人的那兩個
[00:07:16.400 --> 00:07:19.700]  竟然之間是可以無罪
[00:07:19.700 --> 00:07:21.600]  這是一個什麼樣的世界?
[00:07:21.600 --> 00:07:23.100]  為什麼會這樣?
[00:07:23.100 --> 00:07:27.700]  為什麼那些拿著空氣的人
[00:07:27.700 --> 00:07:31.800]  那些在鬧事裡面打人的人
[00:07:31.800 --> 00:07:34.200]  他們明明可以拍到他們
[00:07:34.200 --> 00:07:36.200]  但是抓不到那麼多人
[00:07:36.200 --> 00:07:39.000]  甚至起訴他們也非常少
[00:07:39.000 --> 00:07:44.300]  為什麼這個世界會變成這樣?
[00:07:44.300 --> 00:07:46.200]  在前幾年
[00:07:46.200 --> 00:07:48.600]  根據美國法院的一份文件
[00:07:48.600 --> 00:07:50.600]  已故的英女皇
[00:07:50.600 --> 00:07:52.900]  另一個兒子安德魯王子
[00:07:52.900 --> 00:07:56.400]  和他的長期指控者
[00:07:56.400 --> 00:07:58.800]  Jeffrey這個指控者
[00:07:58.800 --> 00:08:04.400]  已經就這個性侵的訴訟達成了和解
[00:08:04.400 --> 00:08:05.700]  而一般的估計
[00:08:05.700 --> 00:08:08.400]  這個和解的金額應該不少
[00:08:08.400 --> 00:08:09.700]  而且英國的皇室
[00:08:09.700 --> 00:08:17.900]  就將這個Jeffrey建立的一個支持的性販賣受害者的慈善機構
[00:08:17.900 --> 00:08:20.300]  提供了大量的官款
[00:08:20.300 --> 00:08:26.200]  這樣和和解似乎拉上一個很大的直接的關係
[00:08:26.200 --> 00:08:30.500]  令到這位臭名昭著的英國皇室人員
[00:08:30.500 --> 00:08:35.200]  免受審判的公開的羞辱
[00:08:35.200 --> 00:08:39.100]  其實Jeffrey七歲的時候
[00:08:39.100 --> 00:08:44.000]  就被一名家人的朋友性侵過
[00:08:44.000 --> 00:08:47.400]  令到他童年的時候
[00:08:47.400 --> 00:08:49.500]  感覺到非常之不快樂
[00:08:49.500 --> 00:08:51.200]  而在2019年
[00:08:51.200 --> 00:08:54.500]  他告訴BBC的港國鏡的節目
[00:08:54.500 --> 00:08:58.200]  他說我年紀輕輕就已經飽受了心靈的創傷
[00:08:58.200 --> 00:08:59.700]  我試圖去逃離
[00:08:59.700 --> 00:09:05.000]  隨後他就輾轉在不同寄居的家庭去寄居
[00:09:05.000 --> 00:09:06.600]  到了14歲的時候
[00:09:06.600 --> 00:09:08.100]  他流浪街頭
[00:09:08.100 --> 00:09:10.600]  在那個形容的那段時間裡面
[00:09:10.600 --> 00:09:12.400]  又飢餓又痛苦
[00:09:12.400 --> 00:09:15.600]  以及更加受到虐待
[00:09:15.600 --> 00:09:19.000]  幾乎是非常之痛苦的人生
[00:09:19.000 --> 00:09:20.500]  到了2000年的時候
[00:09:20.500 --> 00:09:21.700]  他就遇人不淑
[00:09:21.700 --> 00:09:23.900]  認識了英國社交名門
[00:09:23.900 --> 00:09:27.200]  這個叫做Gillian Maxwell
[00:09:27.200 --> 00:09:30.500]  Gillian Maxwell這個人物
[00:09:30.500 --> 00:09:31.500]  在這個期間
[00:09:31.500 --> 00:09:34.100]  他雖然可以乘坐私人飛機
[00:09:34.100 --> 00:09:36.600]  被帶到處去暢遊世界
[00:09:36.600 --> 00:09:39.800]  但是他形容自己就像一盤水果籃一樣
[00:09:39.800 --> 00:09:42.400]  被有權有勢的他所謂的人
[00:09:42.400 --> 00:09:45.400]  輪流地去享用
[00:09:45.400 --> 00:09:47.600]  而在2001年3月的時候
[00:09:47.600 --> 00:09:50.700]  當時Jeffrey都只不過是17歲
[00:09:50.700 --> 00:09:53.000]  原來這個Gillian Maxwell
[00:09:53.000 --> 00:09:55.400]  是認識英國安德魯王子
[00:09:55.400 --> 00:10:01.900]  而他就是Gillian Maxwell倫敦的家中跳舞之後
[00:10:01.900 --> 00:10:04.500]  就對他進行了性侵
[00:10:04.500 --> 00:10:09.300]  隨後也就有了這個
[00:10:09.300 --> 00:10:13.000]  你看到這個圖畫的相片裡面
[00:10:13.000 --> 00:10:18.000]  你就會看到裡面其實是他們幾個在一起的
[00:10:18.000 --> 00:10:20.500]  而安德魯王子後期更加在紐約
[00:10:20.500 --> 00:10:22.400]  以及在一個私人的島嶼上面
[00:10:22.400 --> 00:10:25.900]  發生另外兩次對Jeffrey的性侵
[00:10:25.900 --> 00:10:30.400]  王子竟然沒有受到任何刑事的指控
[00:10:30.400 --> 00:10:32.400]  而且否認了這些指控
[00:10:32.400 --> 00:10:36.200]  這種案件不僅揭露了有錢人和權貴之間
[00:10:36.200 --> 00:10:38.600]  那種骯髒的性交易的世界
[00:10:38.600 --> 00:10:42.400]  而且更加把英國的皇室人員拉進這個案裡面
[00:10:42.400 --> 00:10:44.700]  但隨著金錢的和解
[00:10:44.700 --> 00:10:47.800]  安德魯王子竟然在這樣的緣故之下
[00:10:47.800 --> 00:10:50.800]  逃避了任何的起訴
[00:10:50.800 --> 00:10:53.300]  為什麼這個世界會是這樣?
[00:10:53.300 --> 00:10:56.700]  甚至司法界也是這樣?
[00:10:56.700 --> 00:11:00.100]  我們很想真的上帝出手
[00:11:00.100 --> 00:11:01.900]  去管、去約束
[00:11:01.900 --> 00:11:03.900]  甚至插手也好
[00:11:03.900 --> 00:11:05.500]  但是竟然之間
[00:11:05.500 --> 00:11:07.900]  一點東西都看不到
[00:11:07.900 --> 00:11:09.700]  是的 我們可以看看以色列
[00:11:09.700 --> 00:11:12.800]  人在埃及圍牢幾百年
[00:11:12.800 --> 00:11:15.900]  才隨後出到埃及
[00:11:15.900 --> 00:11:17.900]  你看猶太人經歷了多少
[00:11:17.900 --> 00:11:20.500]  像球一樣踢來踢去的日子
[00:11:20.500 --> 00:11:23.600]  在二次世界的期間
[00:11:23.600 --> 00:11:25.200]  死了多少百萬人
[00:11:25.200 --> 00:11:28.800]  才可以慢慢重建他們的國家
[00:11:28.800 --> 00:11:30.200]  甚至復國
[00:11:30.200 --> 00:11:31.800]  而且我們不要忘記
[00:11:31.800 --> 00:11:35.400]  神並不是要什麼
[00:11:35.400 --> 00:11:38.000]  馬上就插手干預這些事情
[00:11:38.000 --> 00:11:40.200]  我們知道上帝有上帝的計劃
[00:11:40.200 --> 00:11:42.800]  況且將來都有審判
[00:11:42.800 --> 00:11:45.400]  為什麼硬要我們將
[00:11:45.400 --> 00:11:48.100]  硬要就好像將我們所要的
[00:11:48.100 --> 00:11:52.300]  那些東西要實踐在上帝的身上?
[00:11:52.300 --> 00:11:54.900]  也有人說在新約的時代
[00:11:54.900 --> 00:11:56.100]  不同舊約的時代
[00:11:56.100 --> 00:11:58.200]  因為耶穌已經成就了救恩
[00:11:58.200 --> 00:12:01.000]  罪人只要藉著真心相信耶穌
[00:12:01.000 --> 00:12:02.500]  就可以罪得赦免
[00:12:02.500 --> 00:12:04.100]  去到上帝那一道
[00:12:04.100 --> 00:12:08.000]  但這不代表祂不需要負刑責
[00:12:08.000 --> 00:12:11.300]  我們仍然期待惡有惡報的
[00:12:11.300 --> 00:12:13.200]  公義的場面出現
[00:12:13.200 --> 00:12:14.700]  不過我想告訴你
[00:12:14.700 --> 00:12:15.800]  是一定有的
[00:12:15.800 --> 00:12:17.900]  就算你今世見不到
[00:12:17.900 --> 00:12:20.000]  將來在審判台前
[00:12:20.000 --> 00:12:23.800]  上帝都一樣會出手
[00:12:23.800 --> 00:12:26.100]  約拿眼中的大惡第二
[00:12:26.100 --> 00:12:29.600]  就是「頭遭暴晒而發昏」
[00:12:29.600 --> 00:12:31.300]  留意第四章第五節
[00:12:31.300 --> 00:12:33.100]  「於是約拿就出城
[00:12:33.100 --> 00:12:34.700]  坐在城的東邊
[00:12:34.700 --> 00:12:37.200]  在那裡為自己搭了一座棚
[00:12:37.200 --> 00:12:39.300]  坐在棚的任下
[00:12:39.300 --> 00:12:43.300]  要看看那城究竟如何」
[00:12:43.300 --> 00:12:45.000]  第四章第五節
[00:12:45.000 --> 00:12:47.700]  一口氣就出現了五個動詞
[00:12:47.700 --> 00:12:49.500]  去講到約拿的行動
[00:12:49.500 --> 00:12:51.000]  首先他出城
[00:12:51.000 --> 00:12:54.100]  他坐下停留
[00:12:54.100 --> 00:12:55.000]  他搭棚
[00:12:55.000 --> 00:12:56.800]  他做了一個草棚
[00:12:56.800 --> 00:12:58.600]  然後他再坐下
[00:12:58.600 --> 00:13:01.400]  最後約拿要去看
[00:13:01.400 --> 00:13:02.900]  五個的動作
[00:13:02.900 --> 00:13:04.400]  目的只有一個
[00:13:04.400 --> 00:13:05.500]  就是要去知道
[00:13:05.500 --> 00:13:06.900]  到底這個尼尼眉
[00:13:06.900 --> 00:13:09.200]  最惡滿形的「城」
[00:13:09.200 --> 00:13:12.900]  到底究竟會變成怎樣
[00:13:12.900 --> 00:13:15.100]  留意「城邑」這個字
[00:13:15.100 --> 00:13:17.300]  在這節經文出現了三次
[00:13:17.300 --> 00:13:19.400]  頭兩次是跟約拿有關的
[00:13:19.400 --> 00:13:21.800]  第一次是講到約拿出城
[00:13:21.800 --> 00:13:23.600]  他離開了尼尼眉城
[00:13:23.600 --> 00:13:25.100]  而第二次就講到約拿
[00:13:25.100 --> 00:13:27.000]  坐在尼尼眉城的東邊
[00:13:27.000 --> 00:13:27.800]  為什麼呢?
[00:13:27.800 --> 00:13:30.900]  為什麼他坐在東邊呢?
[00:13:30.900 --> 00:13:33.900]  所以就是有第三個「城」出現了
[00:13:33.900 --> 00:13:36.200]  就是約拿要看一下
[00:13:36.200 --> 00:13:39.800]  這個「城」到底會變成怎樣
[00:13:39.800 --> 00:13:40.700]  當然了
[00:13:40.700 --> 00:13:43.800]  約拿不是擔心這個「城」裡面的老百姓
[00:13:43.800 --> 00:13:45.100]  你千萬不要誤會
[00:13:45.100 --> 00:13:47.200]  他也不是擔心這個「城」
[00:13:47.200 --> 00:13:48.900]  而是他很想知道
[00:13:48.900 --> 00:13:53.400]  上帝會怎樣對待這個「城」
[00:13:53.400 --> 00:13:57.600]  會不會照原本的計劃不滅「城」
[00:13:57.600 --> 00:14:00.200]  約拿這一連串的部署
[00:14:00.200 --> 00:14:03.300]  正正就反映了他內心仍然很確信
[00:14:03.300 --> 00:14:06.100]  他自己的想法是對的
[00:14:06.100 --> 00:14:08.800]  離尼尼眉城的人是活該的
[00:14:08.800 --> 00:14:11.600]  罪惡偷天的尼尼眉城的人應該
[00:14:11.600 --> 00:14:15.000]  應該要為他們的罪惡而被毀滅的
[00:14:15.000 --> 00:14:19.400]  雖然約拿知道上帝是會回心轉意
[00:14:19.400 --> 00:14:21.800]  但是他始終認定
[00:14:21.800 --> 00:14:26.000]  真理最後應該要站在約拿的那一邊
[00:14:26.000 --> 00:14:29.000]  約拿是對的
[00:14:29.000 --> 00:14:33.300]  上帝,你這次如果放過這一幫
[00:14:33.300 --> 00:14:35.600]  罪惡的「城」和人民的話
[00:14:35.600 --> 00:14:37.700]  你就真的不對
[00:14:37.700 --> 00:14:40.300]  我就看看你怎麼收貨
[00:14:40.300 --> 00:14:41.800]  我知道,在第一章
[00:14:41.800 --> 00:14:45.400]  上帝你認為船上的人又憲制
[00:14:45.400 --> 00:14:46.600]  又敬畏你
[00:14:46.600 --> 00:14:48.900]  你覺得他們很認真,是不是?
[00:14:48.900 --> 00:14:51.000]  而第三章那裡
[00:14:51.000 --> 00:14:54.300]  你又覺得你又肯定尼尼眉城這一幫人
[00:14:54.300 --> 00:14:56.800]  又從皇上到平民、百姓
[00:14:56.800 --> 00:15:00.300]  甚至連生畜都認認真真悔改
[00:15:00.300 --> 00:15:02.400]  都夠認真了,是不是?
[00:15:02.400 --> 00:15:04.400]  那我呢?我約拿呢?
[00:15:04.400 --> 00:15:07.700]  我約拿在你面前其實一樣這麼認真的
[00:15:07.700 --> 00:15:10.200]  我就看看你上帝
[00:15:10.200 --> 00:15:13.200]  你又會最後站在哪一邊?
[00:15:13.200 --> 00:15:14.900]  所以經文就說
[00:15:14.900 --> 00:15:19.300]  約拿就在城外的東邊樓有一段時間
[00:15:19.300 --> 00:15:20.800]  你可以想像
[00:15:20.800 --> 00:15:24.400]  既然約拿在第三章第十節已經告訴我們
[00:15:24.400 --> 00:15:28.200]  上帝已經回心轉意
[00:15:28.200 --> 00:15:30.400]  不滅尼尼眉城
[00:15:30.400 --> 00:15:32.000]  既然約拿都知道了
[00:15:32.000 --> 00:15:33.500]  正常的情況之下
[00:15:33.500 --> 00:15:35.400]  約拿應該要收拾好包袱
[00:15:35.400 --> 00:15:37.700]  回去以色列過,是不是?
[00:15:37.700 --> 00:15:39.000]  你猜很近嗎?
[00:15:39.000 --> 00:15:40.700]  從尼尼眉城
[00:15:40.700 --> 00:15:44.100]  回去以色列的路途真是漫長遙遠
[00:15:44.100 --> 00:15:46.100]  都不知道要走多少個月才走得成
[00:15:46.100 --> 00:15:48.400]  就算讓你搬到一批好人
[00:15:48.400 --> 00:15:51.700]  都好像一段時間才回到家裡
[00:15:51.700 --> 00:15:53.500]  真是早就早著了,是不是?
[00:15:53.500 --> 00:15:55.200]  沒有眼屎乾淨了
[00:15:55.200 --> 00:15:58.200]  但是約拿竟然沒有走
[00:15:58.200 --> 00:15:59.300]  而這個舉動
[00:15:59.300 --> 00:16:04.000]  約拿似乎仍然抱著一絲對上帝滅城的希望
[00:16:04.000 --> 00:16:07.800]  所以他選擇了在城的東邊
[00:16:07.800 --> 00:16:11.300]  留了一段時間去看城
[00:16:11.300 --> 00:16:15.300]  東邊自然就不會怕西邪的影響,是不是?
[00:16:15.300 --> 00:16:18.900]  剛剛來英國的朋友或者弟兄姊妹
[00:16:18.900 --> 00:16:20.000]  我相信
[00:16:20.000 --> 00:16:21.300]  有沒有試過
[00:16:21.300 --> 00:16:25.100]  大家有沒有看看天然自然的天氣狀況?
[00:16:25.100 --> 00:16:30.600]  有時候這些狀況對於開車都頗為危險的
[00:16:30.600 --> 00:16:34.800]  事實上,我不知道你有沒有想過
[00:16:34.800 --> 00:16:36.800]  譬如說大霧的時候
[00:16:36.800 --> 00:16:38.800]  真是伸手不見五指
[00:16:38.800 --> 00:16:42.500]  是非常對於開車的人士頗為危險的
[00:16:42.500 --> 00:16:46.100]  特別是從曼城的M62
[00:16:46.100 --> 00:16:49.900]  那裡的山路又是山的高峰
[00:16:49.900 --> 00:16:53.000]  所以其實都頗為危險的
[00:16:53.000 --> 00:16:55.600]  你可以簡單的開車三十分鐘
[00:16:55.600 --> 00:17:00.900]  你就已經經歷了春夏秋冬的四季了
[00:17:00.900 --> 00:17:03.000]  另一種危險的地方
[00:17:03.000 --> 00:17:06.000]  就是太陽很猛烈的時候
[00:17:06.000 --> 00:17:08.800]  特別很刺眼,太光了
[00:17:08.800 --> 00:17:13.200]  根本你有多少副太陽眼鏡戴在頭上根本頂不住
[00:17:13.200 --> 00:17:16.000]  那些刺的太陽
[00:17:16.000 --> 00:17:17.500]  太猛烈的太陽
