
[00:00:00.000 --> 00:00:02.000]  主持人:各位聽眾早晨
[00:00:02.000 --> 00:00:07.080]  主持人:《新穎記》第八章第一到第四節是這樣記載的
[00:00:07.080 --> 00:00:09.880]  主持人:耶和華吩咐摩西說你要吩咐亞倫對她說
[00:00:09.880 --> 00:00:14.000]  主持人:點燈的時候七盞燈都要照亮燈台前面
[00:00:14.000 --> 00:00:15.480]  主持人:亞倫就照樣做了
[00:00:15.480 --> 00:00:18.440]  主持人:她點燈照亮了燈台的前面
[00:00:18.440 --> 00:00:21.240]  主持人:正如耶和華所吩咐摩西的
[00:00:21.240 --> 00:00:22.480]  主持人:燈台是這樣做的
[00:00:22.480 --> 00:00:25.120]  主持人:燈台是用金打出來的
[00:00:25.120 --> 00:00:28.720]  主持人:連座帶花都是打出來的
[00:00:28.720 --> 00:00:32.160]  主持人:整個沒有任何配件加進去
[00:00:32.160 --> 00:00:38.240]  主持人:摩西照著耶和華所吩咐的樣式做了燈台
[00:00:38.240 --> 00:00:44.920]  主持人:《文俗記》第七章詳細記載了回望奉獻禮的詳情
[00:00:44.920 --> 00:00:46.440]  主持人:有時候我們看這章經文
[00:00:46.440 --> 00:00:47.240]  主持人:我們通常都是這樣的
[00:00:47.240 --> 00:00:48.440]  主持人:看一看下面的都差不多
[00:00:48.440 --> 00:00:49.800]  主持人:讀完一段就停了
[00:00:49.800 --> 00:00:52.360]  主持人:因為覺得下面說的都是差不多
[00:00:52.360 --> 00:00:54.120]  主持人:但上次林牧師告訴我們
[00:00:54.120 --> 00:00:57.880]  主持人:為什麼《聖經》要這樣記載十二次
[00:00:57.880 --> 00:01:01.800]  主持人:回望的奉獻代表了聖所器具的啟用
[00:01:01.800 --> 00:01:05.680]  主持人:也是祭司侍奉的開始
[00:01:05.680 --> 00:01:08.200]  主持人:再按《中埃及記》三十七章的記載
[00:01:08.200 --> 00:01:10.880]  主持人:聖所裡面安神的命令
[00:01:10.880 --> 00:01:16.240]  主持人:有祭壇、香壇、燈台和公桌
[00:01:16.240 --> 00:01:21.280]  主持人:公桌就是我們擺陳設餅的那張桌子
[00:01:21.280 --> 00:01:23.480]  主持人:祭壇和香壇在前一章
[00:01:23.480 --> 00:01:28.360]  主持人:當以色列十二支派的領袖來到回望作出奉獻的時候
[00:01:28.360 --> 00:01:31.880]  主持人:如果我們細心留意已經啟用了
[00:01:31.880 --> 00:01:34.320]  主持人:但在祭司進入回望侍奉之前
[00:01:34.320 --> 00:01:37.960]  主持人:燈台和桌子也都要被啟用
[00:01:37.960 --> 00:01:40.680]  主持人:即是說所有的器物要先被啟用
[00:01:40.680 --> 00:01:44.240]  主持人:然後祭司先進入回望
[00:01:44.240 --> 00:01:46.120]  主持人:燈台的火被點著之後
[00:01:46.120 --> 00:01:51.160]  主持人:《聖經》告訴我們要永遠都點著
[00:01:51.160 --> 00:01:53.760]  主持人:在港澳堂崇拜完結之後
[00:01:53.760 --> 00:01:55.560]  主持人:這裡的燈就會熄滅
[00:01:55.560 --> 00:01:57.320]  主持人:但在回望裡面不是
[00:01:57.320 --> 00:01:59.160]  主持人:不是在祭司進入之前才點著
[00:01:59.160 --> 00:02:00.120]  主持人:不能省的
[00:02:00.120 --> 00:02:02.800]  主持人:點著就要永遠點著
[00:02:02.800 --> 00:02:05.080]  主持人:不能夠讓它熄滅
[00:02:05.080 --> 00:02:07.440]  主持人:《利美記》二十四章第二第三節告訴我們
[00:02:07.440 --> 00:02:11.200]  主持人:這麼重要的職責是由大祭司負責
[00:02:11.200 --> 00:02:13.640]  主持人:他每天都要看油夠不夠
[00:02:13.640 --> 00:02:17.680]  主持人:讓這盞燈不會熄滅
[00:02:17.680 --> 00:02:19.440]  主持人:而桌子當中的陳設餅
[00:02:19.440 --> 00:02:22.040]  主持人:也要由祭司定期更換
[00:02:22.040 --> 00:02:25.120]  主持人:相信是一個星期換一次
[00:02:25.120 --> 00:02:27.920]  主持人:而這層設餅只有祭司可以吃
[00:02:27.920 --> 00:02:30.920]  主持人:我想七天之後好不好吃呢?
[00:02:30.920 --> 00:02:32.520]  主持人:不知道
[00:02:32.520 --> 00:02:33.480]  主持人:不過《聖經》裡面告訴我們
[00:02:33.480 --> 00:02:34.160]  主持人:還有人吃過的
[00:02:34.160 --> 00:02:35.280]  主持人:記得是誰嗎?
[00:02:35.280 --> 00:02:36.520]  主持人:大衛
[00:02:36.520 --> 00:02:38.640]  主持人:但按《聖經》這裡說
[00:02:38.640 --> 00:02:39.920]  主持人:在《聖經》的教導裡面
[00:02:39.920 --> 00:02:42.120]  主持人:只是祭司吃的
[00:02:42.120 --> 00:02:44.520]  主持人:當回望一切的器皿完成啟用禮之後
[00:02:44.520 --> 00:02:46.600]  主持人:回望就可以用了
[00:02:46.600 --> 00:02:49.760]  主持人:不過硬件預備好了
[00:02:49.760 --> 00:02:52.400]  主持人:軟件也是不能怠慢
[00:02:52.400 --> 00:02:54.480]  主持人:所以接著就是利美人進入
[00:02:54.480 --> 00:03:01.400]  主持人:預備承擔服事之責的潔淨儀式
[00:03:01.400 --> 00:03:03.240]  主持人:利美人是十二支派之一
[00:03:03.240 --> 00:03:05.760]  主持人:大臣將他們分別出來
[00:03:05.760 --> 00:03:09.280]  主持人:代替以色列人當中的長子
[00:03:09.280 --> 00:03:11.920]  主持人:在《民俗記》第三章十一到十三節是這樣記載
[00:03:11.920 --> 00:03:14.640]  主持人:耶和華吩咐摩西雪漢
[00:03:14.640 --> 00:03:17.840]  主持人:我從以色列人中選了利美人
[00:03:17.840 --> 00:03:22.000]  主持人:代替以色列人中所有投胎的長子
[00:03:22.000 --> 00:03:23.320]  主持人:利美人要歸我
[00:03:23.320 --> 00:03:25.840]  主持人:因為凡投生的是我的
[00:03:25.840 --> 00:03:28.760]  主持人:我在埃及地擊殺所有投生的那日
[00:03:28.760 --> 00:03:31.320]  主持人:就把以色列中所有投生的
[00:03:31.320 --> 00:03:33.480]  主持人:無論私人或牲畜
[00:03:33.480 --> 00:03:35.840]  主持人:都分別遺姓歸我
[00:03:35.840 --> 00:03:37.880]  主持人:他們定要屬我
[00:03:37.880 --> 00:03:39.600]  主持人:我是耶和華
[00:03:39.600 --> 00:03:41.400]  主持人:我想大家記得
[00:03:41.400 --> 00:03:45.360]  主持人:所有以色列的家庭門尾門框抹了血之後
[00:03:45.360 --> 00:03:47.640]  主持人:奪命的天使就越過去
[00:03:47.640 --> 00:03:50.560]  主持人:以至這些以色列房屋的長子無被殺
[00:03:50.560 --> 00:03:54.400]  主持人:但神說以後這些長子是屬於我的
[00:03:54.400 --> 00:03:57.440]  主持人:對於這一班被分別出來服侍祂的人
[00:03:57.440 --> 00:03:59.480]  主持人:在進入會幕之先
[00:03:59.480 --> 00:04:02.400]  主持人:神說他們先要進行一個潔淨的禮儀
[00:04:02.400 --> 00:04:04.200]  主持人:這個禮儀的目的
[00:04:04.200 --> 00:04:10.000]  主持人:是要將利美人從世界當中分別出來獻給神
[00:04:10.000 --> 00:04:13.640]  主持人:所以神說你要從以色列人當中選出利美人來潔淨他們
[00:04:13.640 --> 00:04:14.840]  主持人:我們知道進入迦南地
[00:04:14.840 --> 00:04:17.360]  主持人:神說利美人沒有地沒有田
[00:04:17.360 --> 00:04:18.840]  主持人:沒有屬於他們的財產
[00:04:18.840 --> 00:04:22.200]  主持人:因為他們是被選召出來服侍神的人
[00:04:22.200 --> 00:04:25.160]  主持人:其他的人就會將他們的奉獻
[00:04:25.160 --> 00:04:27.200]  主持人:奉獻到會幕或者聖殿的時候
[00:04:27.200 --> 00:04:28.920]  主持人:這班利美人就從當中
[00:04:28.920 --> 00:04:30.520]  主持人:從他們的侍奉裡面
[00:04:30.520 --> 00:04:35.800]  主持人:來得著他們的公認
