
[00:00:00.000 --> 00:00:04.280]  宗告的主,我們多謝禰,因爲來到禰的面前
[00:00:04.280 --> 00:00:08.480]  有禰的同在,然後經歷主禰的豐盛
[00:00:08.480 --> 00:00:12.640]  因爲耶穌禰來,是叫人得生命,並且得得更豐盛
[00:00:12.640 --> 00:00:16.600]  我們多謝禰給我們這個豐盛的生命,給我們豐盛的教會
[00:00:16.600 --> 00:00:19.120]  多謝主,我們在禰面前討告交託
[00:00:19.120 --> 00:00:21.680]  敬拜奉耶穌得聖的名字祈求
[00:00:21.680 --> 00:00:22.480]  阿們
[00:00:22.480 --> 00:00:25.000]  好,下去坐一坐,坐完之後呢
[00:00:25.000 --> 00:00:28.440]  跟大英姐妹說,耶穌使你有豐盛的生命
[00:00:31.000 --> 00:00:33.560]  那我們豐盛是因爲耶穌,阿們
[00:00:33.560 --> 00:00:34.560]  好
[00:00:34.560 --> 00:00:39.320]  要保持這個豐盛的生命,有一個方法
[00:00:39.320 --> 00:00:42.080]  就是今天宣講的題目,看一看
[00:00:42.080 --> 00:00:46.760]  就是屬靈的生命的系列裏面,就是讀經和禱告
[00:00:46.760 --> 00:00:50.960]  今天大家讀經和禱告,大家可能很熟悉,很熟悉
[00:00:50.960 --> 00:00:52.840]  你可能有很大的期望
[00:00:52.840 --> 00:00:56.480]  但我求主耶穌幫助我們,回到最基礎的地方
[00:00:56.480 --> 00:01:00.600]  OK,好,那我就在裏面,我們看一看
[00:01:00.600 --> 00:01:03.240]  求主都預備我們的心
[00:01:03.240 --> 00:01:05.960]  在今天裏面,當我們讀經,禱告的時候
[00:01:05.960 --> 00:01:09.080]  要保持着這把火,應該如何的方法
[00:01:09.080 --> 00:01:10.480]  用什麼樣的態度
[00:01:10.480 --> 00:01:12.560]  今天我們去重申
[00:01:12.560 --> 00:01:16.160]  在我們當中裏面,接下來這一季,同工會講
[00:01:16.160 --> 00:01:19.320]  一些的重整
[00:01:19.320 --> 00:01:22.160]  上次講了順服的重整
[00:01:22.160 --> 00:01:24.040]  我們今天講生命的重整
[00:01:24.040 --> 00:01:27.400]  我就會講屬靈的生命系列
[00:01:27.400 --> 00:01:29.560]  有1,有2,有3,有4
[00:01:29.560 --> 00:01:33.600]  我來於是,最近我們有清泉,我教了兩年
[00:01:33.600 --> 00:01:36.880]  我發覺,清泉裏面有很多好的東西
[00:01:36.880 --> 00:01:39.200]  但是參加的人不多
[00:01:39.200 --> 00:01:42.360]  唯一的方法,就是透過講道
[00:01:42.360 --> 00:01:44.680]  去將裏面的重點講出來
[00:01:44.680 --> 00:01:46.800]  所以在屬靈生命系列1,2,3裏面
[00:01:46.800 --> 00:01:49.120]  我都會講到借用清泉的材料
[00:01:49.120 --> 00:01:52.480]  如果你聽過清泉的,想過的,可以重溫
[00:01:52.480 --> 00:01:54.960]  如果你沒想過的,可以瞭解一下
[00:01:54.960 --> 00:01:58.240]  有機會,你可以參與清泉
[00:01:58.240 --> 00:01:59.840]  好,我們有個祈禱先
[00:01:59.840 --> 00:02:01.560]  天父求你幫助我們
[00:02:01.560 --> 00:02:03.800]  讓我們的生命在你的面前
[00:02:03.800 --> 00:02:07.840]  得到主,你自己豐盛的恩高
[00:02:07.840 --> 00:02:09.880]  也都求你幫助我們
[00:02:09.880 --> 00:02:13.200]  每一天,我們能夠跟你有一個親密的關係
[00:02:13.200 --> 00:02:14.760]  讓金塘的信息
[00:02:14.760 --> 00:02:17.240]  講的,聽的,都能夠明白
[00:02:17.240 --> 00:02:21.360]  而且,生命有轉化
[00:02:21.360 --> 00:02:22.680]  這樣禱告交託
[00:02:22.680 --> 00:02:24.840]  奉耶穌德性的明治祈求
[00:02:24.840 --> 00:02:26.840]  阿們
[00:02:26.840 --> 00:02:28.360]  最近我們七樓裏面
[00:02:28.360 --> 00:02:31.680]  童工有一個
[00:02:31.680 --> 00:02:32.400]  什麼呢
[00:02:32.400 --> 00:02:34.960]  可以說是消遣也好,還義也好,興趣也好
[00:02:34.960 --> 00:02:37.120]  就是種一些小盆栽
[00:02:37.120 --> 00:02:38.920]  在裏面,這些小盆栽裏面
[00:02:38.920 --> 00:02:41.040]  就好像下面這張powerpoint裏面
[00:02:41.040 --> 00:02:43.320]  一些小盆栽裏面,就很小一棵的
[00:02:43.320 --> 00:02:44.440]  如果你有興趣
[00:02:44.440 --> 00:02:46.080]  上來七樓參觀一下
[00:02:46.080 --> 00:02:48.760]  原來發覺我們教會很多大部分的人
[00:02:48.760 --> 00:02:50.240]  都沒上過office
[00:02:50.240 --> 00:02:52.040]  原來昔日的office上去
[00:02:52.040 --> 00:02:53.840]  是可以給大家喝茶,聊聊天的
[00:02:53.840 --> 00:02:55.280]  不過呢,很少人上來
[00:02:55.280 --> 00:02:57.120]  我想問有多少人上過七樓office的
[00:02:57.120 --> 00:02:58.360]  請舉一下手
[00:02:58.360 --> 00:03:00.480]  也不少啊
[00:03:00.480 --> 00:03:02.040]  請我們多點來啊
[00:03:02.040 --> 00:03:04.840]  我們可以跟他們打氣,祝福我們的地方
[00:03:04.840 --> 00:03:06.080]  這個裏面呢
[00:03:06.080 --> 00:03:09.240]  它就能夠長出這些植物裏面
[00:03:09.240 --> 00:03:12.600]  相信有一些地方就有泥土
[00:03:12.600 --> 00:03:13.640]  還有什麼
[00:03:13.640 --> 00:03:15.160]  有水分
[00:03:15.160 --> 00:03:16.280]  有陽光
[00:03:16.280 --> 00:03:17.280]  有空氣
[00:03:17.280 --> 00:03:18.600]  還有愛心
[00:03:18.600 --> 00:03:20.440]  還有一樣一定要有的
[00:03:20.440 --> 00:03:22.600]  你知道是什麼嗎
[00:03:22.600 --> 00:03:23.920]  就是有生命的種子嘛
[00:03:23.920 --> 00:03:25.480]  你有陽光空氣水分
[00:03:25.480 --> 00:03:27.160]  沒有種子怎麼會來生呢
[00:03:27.160 --> 00:03:28.440]  所以有種子
[00:03:28.440 --> 00:03:30.000]  要有生命的種子
[00:03:30.000 --> 00:03:31.040]  才能長出來
[00:03:31.040 --> 00:03:33.680]  在這棵小小的盆栽裏面
[00:03:33.680 --> 00:03:34.600]  你發覺呢
[00:03:34.600 --> 00:03:36.720]  這些綠色的動物是有生命的種子
[00:03:36.720 --> 00:03:37.680]  但它又富於
[00:03:37.680 --> 00:03:38.600]  七樓也是的
[00:03:38.600 --> 00:03:39.560]  富於那些公仔
[00:03:39.560 --> 00:03:41.320]  那些公仔永遠都是這麼大的
[00:03:41.320 --> 00:03:42.680]  因爲它是什麼
[00:03:42.680 --> 00:03:43.880]  沒生命
[00:03:43.880 --> 00:03:45.080]  所以我今天想跟大家講
[00:03:45.080 --> 00:03:47.160]  就是有生命會來自有生命
[00:03:47.160 --> 00:03:49.160]  沒生命就是沒生命
[00:03:49.160 --> 00:03:50.480]  今天想跟大家分享
[00:03:50.480 --> 00:03:52.600]  這個屬靈生命的系列裏面
[00:03:52.600 --> 00:03:54.560]  我想看的題目就是
[00:03:54.560 --> 00:03:55.760]  最簡單
[00:03:55.760 --> 00:03:58.440]  靈脩的讀經
[00:03:58.440 --> 00:04:00.680]  靈脩的土局
[00:04:00.680 --> 00:04:02.440]  我們先看兩節經文
[00:04:02.440 --> 00:04:04.080]  我們先去了解一下
[00:04:04.080 --> 00:04:06.920]  爲什麼我們要有這個系列裏面
[00:04:06.920 --> 00:04:07.960]  好,一起讀一讀
[00:04:07.960 --> 00:04:10.960]  在《爾弗所書》二章一到四節
[00:04:10.960 --> 00:04:11.880]  然後呢
[00:04:11.880 --> 00:04:13.720]  在《貼哨人家前書》第23節
[00:04:13.720 --> 00:04:15.240]  我們按着powerpoint讀就可以了
[00:04:15.240 --> 00:04:17.040]  好,預備,來
[00:04:17.040 --> 00:04:20.360]  你們死在過犯罪惡之中
[00:04:20.360 --> 00:04:22.720]  他們你們活過來
[00:04:22.720 --> 00:04:26.200]  那時你們在其中行事爲人
[00:04:26.200 --> 00:04:28.560]  隨從今世的風俗
[00:04:28.560 --> 00:04:31.920]  順服空中掌權者的手領
[00:04:31.920 --> 00:04:34.560]  就是現今在搏弈之子
[00:04:34.560 --> 00:04:37.080]  心中運行的邪靈
[00:04:37.080 --> 00:04:40.440]  我們從前也都在他們中間
[00:04:40.440 --> 00:04:42.640]  放縱肉體的私慾
[00:04:42.640 --> 00:04:46.760]  隨着肉體和心中所喜好的去行
[00:04:46.760 --> 00:04:50.760]  本爲可怒之子和別人一樣
[00:04:50.760 --> 00:04:54.760]  然而神既有豐盛的憐憫
[00:04:54.760 --> 00:04:57.440]  因他愛我們的大愛
