
[00:00:00.000 --> 00:00:02.120]  讓我們首先一起同心低頭
[00:00:02.120 --> 00:00:03.720]  求聖靈帶領我們
[00:00:03.720 --> 00:00:05.320]  在以下來這段時間
[00:00:05.320 --> 00:00:07.220]  同心的仰望在主的當中
[00:00:07.220 --> 00:00:11.020]  讓我們同心低頭禱告
[00:00:11.020 --> 00:00:12.320]  慈悲的天父多謝祢
[00:00:12.320 --> 00:00:14.120]  讓我們能夠再次回來
[00:00:14.120 --> 00:00:17.320]  在祢寶貴的說話面前學習
[00:00:17.320 --> 00:00:19.820]  求祢的聖靈幫助我們
[00:00:19.820 --> 00:00:21.200]  能夠明白
[00:00:21.200 --> 00:00:25.520]  祢怎樣差派祢做生兒子耶穌基督
[00:00:25.520 --> 00:00:28.320]  成就這個救恩在我們生命的上面
[00:00:28.320 --> 00:00:31.120]  並且讓我們可以逐步去明白
[00:00:31.120 --> 00:00:32.720]  父神祢的心意
[00:00:32.720 --> 00:00:35.620]  求祢帶領我們在這個崇拜當中
[00:00:35.620 --> 00:00:38.120]  能夠真正藉著祢的啟示
[00:00:38.120 --> 00:00:39.820]  能夠學會怎樣
[00:00:39.820 --> 00:00:42.220]  預備在榮幸當中與祢同活
[00:00:42.220 --> 00:00:45.220]  要讓我們能夠在今天的日子裏面
[00:00:45.220 --> 00:00:47.720]  能夠在地上見證出
[00:00:47.720 --> 00:00:50.120]  屬神祢子民的應有的生命
[00:00:50.120 --> 00:00:51.520]  感動更多的人
[00:00:51.520 --> 00:00:53.720]  能夠可以回到祢當中
[00:00:53.720 --> 00:00:55.520]  我們同心的禱告
[00:00:55.520 --> 00:00:57.120]  奉靠主耶穌基督
[00:00:57.120 --> 00:00:58.520]  得聖名自求
[00:00:58.520 --> 00:00:59.320]  阿們
[00:00:59.320 --> 00:01:03.120]  今天我和大家一起分享的經文
[00:01:03.120 --> 00:01:06.520]  是出自《馬太福音》第五章
[00:01:06.520 --> 00:01:09.320]  第33至第37節
[00:01:09.320 --> 00:01:11.520]  今天我們的講題是
[00:01:11.520 --> 00:01:13.520]  「多次一舉的信仰」
[00:01:13.520 --> 00:01:15.920]  Religious Falsehood
[00:01:15.920 --> 00:01:20.120]  仍然是登山補訓的其中一部份
[00:01:20.120 --> 00:01:23.320]  在教會這麼多年的裏面
[00:01:23.320 --> 00:01:24.920]  我會留意到一件事
[00:01:24.920 --> 00:01:28.720]  就是教會很喜歡去創作很多
[00:01:28.720 --> 00:01:32.720]  所謂神學的口號或者一些宣言
[00:01:32.720 --> 00:01:36.120]  通常我們看到的一些例子就是
[00:01:36.120 --> 00:01:38.120]  譬如「神是愛」
[00:01:38.120 --> 00:01:40.520]  「信耶穌可以得永生」
[00:01:40.520 --> 00:01:43.520]  「要彼此相愛」
[00:01:43.520 --> 00:01:46.520]  「信者得救」等等
[00:01:46.520 --> 00:01:49.520]  你可以環顧一下
[00:01:49.520 --> 00:01:50.520]  看看今天的教會
[00:01:50.520 --> 00:01:51.920]  有很多各式各樣
[00:01:51.920 --> 00:01:54.920]  甚至有些你想都沒想過的一些口號
[00:01:54.920 --> 00:01:56.320]  他們創作出來的
[00:01:56.320 --> 00:01:59.320]  但是如果當我們再仔細去看看
[00:01:59.320 --> 00:02:02.720]  在初期教會的歷史的時候
[00:02:02.720 --> 00:02:04.120]  我們發現到
[00:02:04.120 --> 00:02:06.520]  其實原來初期教會的時間
[00:02:06.520 --> 00:02:09.320]  人們都已經很喜歡創作一些
[00:02:09.320 --> 00:02:12.120]  所謂神學宣言
[00:02:12.120 --> 00:02:13.720]  不過用了一個字眼
[00:02:13.720 --> 00:02:15.320]  叫做「信經」
[00:02:15.320 --> 00:02:16.520]  Creed
[00:02:16.520 --> 00:02:19.520]  其實當我們仔細去看看
[00:02:19.520 --> 00:02:22.720]  這些所謂的信經或者這些口號
[00:02:22.720 --> 00:02:27.520]  其實都是嘗試用一些最簡單的文字
[00:02:27.520 --> 00:02:32.920]  來嘗試總括出一些神學的觀念
[00:02:32.920 --> 00:02:36.120]  所以今天當大家如果有機會
[00:02:36.120 --> 00:02:40.320]  去參加一些不同宗派的教會的時候
[00:02:40.320 --> 00:02:43.720]  我很喜歡當我們去旅行的時候
[00:02:43.720 --> 00:02:46.920]  去參加一下其他不同宗派的教會
[00:02:46.920 --> 00:02:50.520]  看看不同宗派的教會的現況是怎麼樣
[00:02:50.520 --> 00:02:53.120]  你就會留意到
[00:02:53.120 --> 00:02:57.520]  原來在其他宗派的崇拜裡面
[00:02:57.520 --> 00:03:01.720]  原來他們仍然很喜歡有一個環節
[00:03:01.720 --> 00:03:04.520]  叫做「念頌信經」
[00:03:04.520 --> 00:03:10.120]  這些念頌信經的習慣其實都很特別
[00:03:10.120 --> 00:03:16.720]  他們一群信徒都會一起齊聲念頌這些
[00:03:16.720 --> 00:03:19.320]  所謂信經的條文
[00:03:19.320 --> 00:03:21.520]  但是你會留意到
[00:03:21.520 --> 00:03:25.120]  在二馬內地華人浸信會這麼多年的裡面
[00:03:25.120 --> 00:03:29.920]  我們都沒有去念頌信經這個環節的
[00:03:29.920 --> 00:03:31.520]  為什麼呢?
[00:03:31.520 --> 00:03:35.320]  只需要我們去留心看一下的時候
[00:03:35.320 --> 00:03:38.120]  很多的信經
[00:03:38.120 --> 00:03:41.120]  其實他們的發展過程當中
[00:03:41.120 --> 00:03:44.320]  都有很多時的更改、更動
[00:03:44.320 --> 00:03:47.920]  將原本一篇的信經又將它增加一些
[00:03:47.920 --> 00:03:49.920]  又將它減省一些
[00:03:49.920 --> 00:03:53.320]  譬如大家很熟悉的《仕途信經》
[00:03:53.320 --> 00:03:55.120]  Apostle Creed
[00:03:55.120 --> 00:03:58.520]  而因為它的鹹酷的內容
[00:03:58.520 --> 00:04:01.720]  有些地方也未能盡善盡美
[00:04:01.720 --> 00:04:04.320]  所以後來又有一些更新的版本
[00:04:04.320 --> 00:04:09.520]  有後來所謂的《尼西亞君士坦丁堡信經》
[00:04:09.520 --> 00:04:13.720]  Nazin Constantinople Creed
[00:04:13.920 --> 00:04:16.920]  而更加有些的宗派
[00:04:16.920 --> 00:04:20.920]  還會去背誦譬如阿他拿修信經
[00:04:20.920 --> 00:04:23.320]  Athanasian Creed
[00:04:23.320 --> 00:04:25.720]  以及一些所謂的另一個信經
[00:04:25.720 --> 00:04:27.720]  叫做加克敦信經
[00:04:27.720 --> 00:04:30.520]  Chalcedonian Creed
[00:04:30.520 --> 00:04:33.120]  你會在二馬內地華人浸信會
[00:04:33.120 --> 00:04:36.520]  只見到我們去背誦主禱文
[00:04:36.520 --> 00:04:40.320]  但是我們從來不去背誦頌經
[00:04:40.520 --> 00:04:43.920]  因為這些頌經很多時候
[00:04:43.920 --> 00:04:46.520]  都是一些神學的口號
[00:04:46.520 --> 00:04:47.920]  或者宣言
[00:04:47.920 --> 00:04:51.120]  是藉著當時的教父
[00:04:51.120 --> 00:04:52.920]  他們的神學思想
[00:04:52.920 --> 00:04:56.720]  而進行不斷的更新改變
[00:04:56.720 --> 00:04:59.320]  所以大家要了解
[00:04:59.320 --> 00:05:02.120]  教父就不是黑社會的教父
[00:05:02.120 --> 00:05:07.120]  是說一些在教會的教父
[00:05:07.120 --> 00:05:08.720]  在教會裏面
[00:05:08.720 --> 00:05:11.920]  可以說是作為一個目者的身份
[00:05:11.920 --> 00:05:14.720]  他們去嘗試去理解
[00:05:14.720 --> 00:05:16.920]  頌經裏面的教導
[00:05:16.920 --> 00:05:20.720]  並且將它去演繹給當時的信徒知道
[00:05:20.720 --> 00:05:23.520]  而這種的習慣
[00:05:23.520 --> 00:05:25.720]  久而久之就傳流了
[00:05:25.720 --> 00:05:28.320]  在很多不同的宗派裏面
[00:05:28.320 --> 00:05:31.320]  正因為這些的頌經
[00:05:31.320 --> 00:05:34.120]  只不過是人的一種產物
[00:05:34.120 --> 00:05:38.120]  就不是由神原本的啟示
[00:05:38.120 --> 00:05:40.320]  按照它原本的內容
[00:05:40.320 --> 00:05:43.920]  直接用原則完美的說話去陳述
[00:05:43.920 --> 00:05:46.520]  所以很多時候
[00:05:46.520 --> 00:05:50.520]  很多的教會去背誦這些頌經的時候
[00:05:50.520 --> 00:05:53.720]  都會有一些神學的偏頗
[00:05:53.720 --> 00:05:55.320]  而我們在
[00:05:55.320 --> 00:05:58.720]  耀馬內華人贈信會這麼多年的裏面
[00:05:58.720 --> 00:06:00.520]  強調的一點
[00:06:00.520 --> 00:06:03.720]  是我們回到上帝的說話裏面
[00:06:03.720 --> 00:06:06.320]  去明白上帝的意思
