
[00:00:00.000 --> 00:00:07.500]  今日和大家一起看「肥臘比書」第四章一至九節
[00:00:07.500 --> 00:00:11.500]  題目是「從心合一」
[00:00:11.500 --> 00:00:16.000]  我們首先讀讀這段經文
[00:00:16.000 --> 00:00:19.500]  「肥臘比書」第四章第一至九節
[00:00:19.500 --> 00:00:22.500]  預備起
[00:00:22.500 --> 00:00:26.500]  我所親愛、所想念的弟兄們
[00:00:26.500 --> 00:00:32.000]  你們就是我的喜樂、我的冠冕、我親愛的
[00:00:32.000 --> 00:00:35.000]  你們應當靠主站立得穩
[00:00:35.000 --> 00:00:40.500]  我勸有阿諜和秦都基要在主裡同心
[00:00:40.500 --> 00:00:47.500]  我也求你這真實和富一額的要幫助這兩個女人
[00:00:47.500 --> 00:00:56.000]  因為她們在福音上曾與我、甲理冕和我其餘的同工一同勞苦
[00:00:56.000 --> 00:01:00.000]  她們的名字都在生命冊上
[00:01:00.000 --> 00:01:03.500]  你們要靠主常常喜樂
[00:01:03.500 --> 00:01:06.500]  我再說你們要喜樂
[00:01:06.500 --> 00:01:10.000]  要讓眾人知道你們謙讓的心
[00:01:10.000 --> 00:01:12.000]  主已經近了
[00:01:12.000 --> 00:01:14.500]  應當一無掛慮
[00:01:14.500 --> 00:01:19.500]  只要凡事直著禱告、祈求和感謝
[00:01:19.500 --> 00:01:23.000]  將你們所要的告訴上帝
[00:01:23.000 --> 00:01:28.000]  上帝所賜那超越人所能了解的平安
[00:01:28.000 --> 00:01:33.500]  必在基督耶穌裡保守你們的心懷意念
[00:01:33.500 --> 00:01:36.000]  末了,弟兄們
[00:01:36.000 --> 00:01:46.500]  凡是真實的、凡是可敬的、凡是公義的、凡是清潔的、凡是可愛的、凡是有美名的
[00:01:46.500 --> 00:01:50.500]  若有什麼不幸、若有什麼稱讚
[00:01:50.500 --> 00:01:53.000]  你們都要留意
[00:01:53.000 --> 00:02:00.500]  你們從我所學習的、所領受的、所聽見的、所看見的事
[00:02:00.500 --> 00:02:03.000]  你們都要繼續去做
[00:02:03.000 --> 00:02:08.000]  賜平安的上帝就必與你們同在
[00:02:08.000 --> 00:02:13.500]  可能我們對於這段經文
[00:02:13.500 --> 00:02:20.000]  由第六節打後會比較熟
[00:02:20.000 --> 00:02:24.000]  前面那幾節未必那麼熟
[00:02:24.000 --> 00:02:27.000]  但是在這段經文裡
[00:02:27.000 --> 00:02:31.000]  我們都需要從第一節開始看下去
[00:02:31.000 --> 00:02:34.000]  這樣會比較容易理解
[00:02:34.000 --> 00:02:37.000]  我相信大家都聽過這句話
[00:02:37.000 --> 00:02:39.500]  二人同心
[00:02:39.500 --> 00:02:41.500]  然後會怎樣?
[00:02:41.500 --> 00:02:44.000]  其利斷金
[00:02:44.000 --> 00:02:48.000]  就是說如果兩個人都很齊心的話
[00:02:48.000 --> 00:02:51.000]  就可以發揮一個很大的力量
[00:02:51.000 --> 00:02:58.000]  大到好像可以將這麼堅硬的金屬切開
[00:02:58.000 --> 00:03:02.000]  但其實這句話還有下一句
[00:03:02.000 --> 00:03:04.000]  大家知不知道?
[00:03:04.000 --> 00:03:07.000]  二人同心,其利斷金
[00:03:07.000 --> 00:03:09.000]  還未完,還有下一句
[00:03:09.000 --> 00:03:10.000]  是什麼呢?
[00:03:10.000 --> 00:03:14.000]  叫做同心之言,其臭如蘭
[00:03:14.000 --> 00:03:16.000]  什麼意思呢?
[00:03:16.000 --> 00:03:18.000]  同心之言就是說
[00:03:18.000 --> 00:03:22.000]  一同想法、意見、心思的人
[00:03:22.000 --> 00:03:24.000]  他們講出的意見
[00:03:24.000 --> 00:03:26.000]  給人的感覺是什麼呢?
[00:03:26.000 --> 00:03:29.000]  臭的意思不是很難聞的那種臭
[00:03:29.000 --> 00:03:31.000]  是味道的意思
[00:03:31.000 --> 00:03:35.000]  給人感覺到味道好像蘭花那種香味
[00:03:35.000 --> 00:03:39.000]  聽下去你會覺得對你有幫助
[00:03:39.000 --> 00:03:41.000]  所謂很聰明
[00:03:41.000 --> 00:03:45.000]  因為那些話不是用來批評你的
[00:03:45.000 --> 00:03:47.000]  是一些好的意見幫助你
[00:03:47.000 --> 00:03:53.000]  令到大家的做法、想法等等
[00:03:53.000 --> 00:03:55.000]  都會有一個一致的
[00:03:55.000 --> 00:03:58.000]  所以在這一句話裡面
[00:03:58.000 --> 00:04:01.000]  其實就是希望我們能夠
[00:04:01.000 --> 00:04:04.000]  大家齊心、努力
[00:04:04.000 --> 00:04:07.000]  就可以發揮最大的效果
[00:04:07.000 --> 00:04:11.000]  這個人生道理其實很顯淺
[00:04:11.000 --> 00:04:13.000]  一聽下去大家都明白
[00:04:13.000 --> 00:04:15.000]  不過在實踐的時候
[00:04:15.000 --> 00:04:18.000]  就給人一個很大的考驗
[00:04:18.000 --> 00:04:21.000]  就算是基督徒、教會的領袖
[00:04:21.000 --> 00:04:23.000]  教牧童工
[00:04:23.000 --> 00:04:25.000]  在這個世上面
[00:04:25.000 --> 00:04:28.000]  其實面對的挑戰仍然很大
[00:04:28.000 --> 00:04:30.000]  因為我們每一個人
[00:04:30.000 --> 00:04:34.000]  受到我們成長的經驗、喜好
[00:04:34.000 --> 00:04:37.000]  還有一些偏執來限制
[00:04:37.000 --> 00:04:40.000]  所以如果能夠和另外一個人
[00:04:40.000 --> 00:04:42.000]  達至一個同心的境界
[00:04:42.000 --> 00:04:44.000]  實在是很不簡單的
[00:04:44.000 --> 00:04:45.000]  如果有的話
[00:04:45.000 --> 00:04:48.000]  當然也是非常高興的
[00:04:48.000 --> 00:04:50.000]  我們怎樣才能達到
[00:04:50.000 --> 00:04:52.000]  一個同心的境界呢?
[00:04:52.000 --> 00:04:55.000]  第一你要懂得去欣賞別人
[00:04:55.000 --> 00:04:58.000]  你看到別人有些好的東西
[00:04:58.000 --> 00:05:00.000]  看上去順眼
[00:05:00.000 --> 00:05:03.000]  你才有機會繼續和他相處
[00:05:03.000 --> 00:05:05.000]  去了解他的想法
[00:05:05.000 --> 00:05:07.000]  然後還要放下自己
[00:05:07.000 --> 00:05:10.000]  你看到他很好
[00:05:10.000 --> 00:05:12.000]  但你不能放下自己的話
[00:05:12.000 --> 00:05:14.000]  就沒有辦法去同心了
[00:05:14.000 --> 00:05:17.000]  當人越大
[00:05:17.000 --> 00:05:20.000]  你想想越來越大的時候
[00:05:20.000 --> 00:05:22.000]  其實面對這個挑戰就會越大
[00:05:22.000 --> 00:05:23.000]  為什麼呢?
[00:05:23.000 --> 00:05:26.000]  因為人越大越難放下自己
[00:05:26.000 --> 00:05:27.000]  小朋友不同
[00:05:27.000 --> 00:05:30.000]  小朋友小時候很容易會放下自己
[00:05:30.000 --> 00:05:32.000]  你看看小朋友就知道
[00:05:32.000 --> 00:05:33.000]  可能玩著玩著
[00:05:33.000 --> 00:05:35.000]  突然間大家鬧翻了
[00:05:35.000 --> 00:05:36.000]  然後會說什麼呢?
[00:05:36.000 --> 00:05:37.000]  不和你玩
[00:05:37.000 --> 00:05:38.000]  以後不和你玩
[00:05:38.000 --> 00:05:41.000]  但其實轉個頭就一起玩了
[00:05:41.000 --> 00:05:44.000]  因為玩的東西比其他東西大
[00:05:44.000 --> 00:05:45.000]  很快就放下自己
[00:05:45.000 --> 00:05:48.000]  又和其他的小朋友一起玩
[00:05:48.000 --> 00:05:50.000]  但大人就很難
[00:05:50.000 --> 00:05:52.000]  就算是很好的朋友
[00:05:52.000 --> 00:05:54.000]  可能只是一個誤會
[00:05:54.000 --> 00:05:57.000]  就可能真的會鬧翻了
[00:05:57.000 --> 00:05:58.000]  大家想想
[00:05:58.000 --> 00:06:00.000]  以往可能都有很多好朋友
[00:06:00.000 --> 00:06:03.000]  都可能是因為一些很小的事鬧翻了之後
[00:06:03.000 --> 00:06:06.000]  大家以後就沒有朋友做了
[00:06:06.000 --> 00:06:08.000]  今天
[00:06:08.000 --> 00:06:09.000]  今時今日
[00:06:09.000 --> 00:06:12.000]  就更加出現了什麼情況呢?
[00:06:12.000 --> 00:06:14.000]  本來是Facebook朋友
[00:06:14.000 --> 00:06:16.000]  現在是Unfriend他
[00:06:16.000 --> 00:06:18.000]  所有東西都封鎖了
[00:06:18.000 --> 00:06:19.000]  然後他看不到你
[00:06:19.000 --> 00:06:21.000]  發生任何的事
[00:06:21.000 --> 00:06:25.000]  這個實在是一個很大的挑戰
[00:06:25.000 --> 00:06:29.000]  不僅是人越大越難放下自己
[00:06:29.000 --> 00:06:33.000]  當你個人的成功經驗越多
[00:06:33.000 --> 00:06:35.000]  這個限制就越大了
[00:06:35.000 --> 00:06:38.000]  因為你覺得你行的
[00:06:38.000 --> 00:06:40.000]  你越多的成功經驗
[00:06:40.000 --> 00:06:42.000]  越肯定你自己
[00:06:42.000 --> 00:06:43.000]  你不去接受
[00:06:43.000 --> 00:06:46.000]  別人的看法是會強過你的
[00:06:46.000 --> 00:06:47.000]  所以有一句話
[00:06:47.000 --> 00:06:48.000]  不知道大家有沒有聽過
[00:06:48.000 --> 00:06:51.000]  叫做失敗皆因你自大
[00:06:51.000 --> 00:06:54.000]  就是因為你覺得自己行的
[00:06:54.000 --> 00:06:56.000]  結果你因為覺得自己行的
[00:06:56.000 --> 00:06:59.000]  就令到你失敗了
[00:06:59.000 --> 00:07:01.000]  在教會裏面
[00:07:01.000 --> 00:07:05.000]  其實我們不要製造一些所謂英雄人物
[00:07:05.000 --> 00:07:07.000]  或者一些偶像
[00:07:07.000 --> 00:07:10.000]  每一個人在上帝的眼中都是這麼重要
[00:07:10.000 --> 00:07:13.000]  當我們能夠在一起的時候
[00:07:13.000 --> 00:07:15.000]  在基督的大令下
[00:07:15.000 --> 00:07:18.000]  就真真正正去建立屬於基督的教會
[00:07:18.000 --> 00:07:19.000]  不過很可惜
[00:07:19.000 --> 00:07:21.000]  今時今日我們看見
[00:07:21.000 --> 00:07:23.000]  有些教會可能真的走錯路
[00:07:23.000 --> 00:07:26.000]  他們很想建立一些英雄的人物
[00:07:26.000 --> 00:07:28.000]  或者有些人覺得在教會裏
[00:07:28.000 --> 00:07:30.000]  就可以成為很多人的偶像
[00:07:30.000 --> 00:07:33.000]  有很多人會來跟隨他
[00:07:33.000 --> 00:07:36.000]  這個其實是非常危險的
[00:07:36.000 --> 00:07:39.000]  而這件事其實在聖經的時代已經出現
[00:07:39.000 --> 00:07:42.000]  不是到今天才讓我們看見的
[00:07:42.000 --> 00:07:45.000]  所以保羅在《肥納比書》裏面
[00:07:45.000 --> 00:07:48.000]  就做了一個這樣的提醒
[00:07:48.000 --> 00:07:50.000]  希望當時的教會
[00:07:50.000 --> 00:07:52.000]  還有到今天我們有機會
