
[00:00:00.000 --> 00:00:01.000]  我們一起讀好不好?
[00:00:01.000 --> 00:00:02.000]  一二三
[00:00:02.000 --> 00:00:05.600]  讓紅土區成為土鎮牧羊的社區
[00:00:05.600 --> 00:00:09.000]  讓街坊成為我們的弟兄姊妹
[00:00:09.000 --> 00:00:11.600]  願以今天透過耶穌基督
[00:00:11.600 --> 00:00:15.000]  在瑪利芳第八第九章的行事
[00:00:15.000 --> 00:00:19.000]  讓我們對這段經文有更大的反省
[00:00:19.000 --> 00:00:21.000]  讓我們對這個社區的使命
[00:00:21.000 --> 00:00:23.000]  能夠有更透徹的反思
[00:00:23.000 --> 00:00:25.000]  我們獻上禱告
[00:00:25.000 --> 00:00:27.000]  請求聖靈求你這一刻幫助我們
[00:00:27.000 --> 00:00:29.000]  願祢的靈對我們說話
[00:00:29.000 --> 00:00:30.000]  透過你的話語
[00:00:30.000 --> 00:00:32.000]  讓我們看見耶穌基督昔日
[00:00:32.000 --> 00:00:34.000]  在各城各鄉裡
[00:00:34.000 --> 00:00:36.000]  怎樣走遍各村各落
[00:00:36.000 --> 00:00:39.000]  去傳揚主祢的福音
[00:00:39.000 --> 00:00:41.000]  去醫治各樣有需要的人
[00:00:41.000 --> 00:00:44.000]  同樣今天紅磡土瓜人區
[00:00:44.000 --> 00:00:46.000]  是不是我們牧羊的社區呢?
[00:00:46.000 --> 00:00:48.000]  土瓜人浸信會在這個社區裡
[00:00:48.000 --> 00:00:51.000]  可以為主祢做什麼事呢?
[00:00:51.000 --> 00:00:52.000]  求聖靈你感動我
[00:00:52.000 --> 00:00:54.000]  讓我能夠將你的話語
[00:00:54.000 --> 00:00:56.000]  和弟兄姊妹分享
[00:00:56.000 --> 00:00:59.000]  求你的靈帶領我們聆聽神的說話
[00:00:59.000 --> 00:01:00.000]  我們禱告交託
[00:01:00.000 --> 00:01:02.000]  奉耶穌基督明求
[00:01:02.000 --> 00:01:03.000]  Amen
[00:01:03.000 --> 00:01:05.000]  我們再次進入到經文裡
[00:01:05.000 --> 00:01:07.000]  《馬太福音》
[00:01:07.000 --> 00:01:08.000]  我知道這個星期
[00:01:08.000 --> 00:01:10.000]  我們有第二次會唱《生命之道》
[00:01:10.000 --> 00:01:11.000]  不知道我講的東西
[00:01:11.000 --> 00:01:14.000]  和《生命之道》講的東西是否一致
[00:01:14.000 --> 00:01:16.000]  《馬太福音》有五篇講章
[00:01:16.000 --> 00:01:19.000]  這五篇講章可以成為一個主要結構
[00:01:19.000 --> 00:01:21.000]  在頭講耶穌基督出世
[00:01:21.000 --> 00:01:22.000]  受浸
[00:01:22.000 --> 00:01:24.000]  在尾講耶穌的十字架
[00:01:24.000 --> 00:01:26.000]  死亡復活
[00:01:26.000 --> 00:01:27.000]  而中間這五篇講章裡面
[00:01:27.000 --> 00:01:29.000]  也夾雜著耶穌的教導
[00:01:29.000 --> 00:01:31.000]  對門徒的教導
[00:01:31.000 --> 00:01:32.000]  怎知道呢?
[00:01:32.000 --> 00:01:34.000]  特別是在第一篇的講章
[00:01:34.000 --> 00:01:35.000]  登山補訓
[00:01:35.000 --> 00:01:36.000]  或者第二篇的講章
[00:01:36.000 --> 00:01:38.000]  差遣門徒之後
[00:01:38.000 --> 00:01:40.000]  都同樣有類似的說話
[00:01:40.000 --> 00:01:42.000]  就是耶穌講完這番說話
[00:01:42.000 --> 00:01:43.000]  作人稀奇地去教訓
[00:01:43.000 --> 00:01:44.000]  因為去教訓
[00:01:44.000 --> 00:01:46.000]  好像有個權柄的人士
[00:01:46.000 --> 00:01:47.000]  不像他們的文字
[00:01:47.000 --> 00:01:48.000]  應該是七章二十八二十九節
[00:01:48.000 --> 00:01:50.000]  在十一章一節就說
[00:01:50.000 --> 00:01:51.000]  耶穌吩咐原料十二個門徒
[00:01:51.000 --> 00:01:52.000]  就離開那裡
[00:01:52.000 --> 00:01:54.000]  往郭城去傳道教訓人
[00:01:54.000 --> 00:01:56.000]  你見到在每篇的講章
[00:01:56.000 --> 00:01:57.000]  也有類似的說話
[00:01:57.000 --> 00:01:59.000]  有興趣可以翻閱經文看看
[00:01:59.000 --> 00:02:01.000]  我們今天集中說
[00:02:01.000 --> 00:02:06.000]  在第一和第二篇的講章之間的經文
[00:02:06.000 --> 00:02:08.000]  即是第八和第九章
[00:02:08.000 --> 00:02:10.000]  第八和第九章裡面
[00:02:10.000 --> 00:02:14.000]  記述了耶穌行了很多的神蹟
[00:02:14.000 --> 00:02:16.000]  可以分成三個組別
[00:02:16.000 --> 00:02:18.000]  每個組別都有三件神蹟
[00:02:18.000 --> 00:02:19.000]  以及夾雜著一些
[00:02:19.000 --> 00:02:21.000]  耶穌對門徒的教導
[00:02:21.000 --> 00:02:24.000]  再細緻一點
[00:02:24.000 --> 00:02:27.000]  因為我們進入了九章三十五至三十八節
[00:02:27.000 --> 00:02:29.000]  在第一組別裡面
[00:02:29.000 --> 00:02:31.000]  你看PowerPoint就可以
[00:02:31.000 --> 00:02:33.000]  看聖經
[00:02:33.000 --> 00:02:35.000]  有些標題就可以了
[00:02:35.000 --> 00:02:36.000]  不用看太多
[00:02:36.000 --> 00:02:38.000]  我們看到第八章一節四節
[00:02:38.000 --> 00:02:40.000]  在聖經的標題就是
[00:02:40.000 --> 00:02:43.000]  「潔淨長大麻風的人」
[00:02:43.000 --> 00:02:45.000]  第八章第一節的標題
[00:02:45.000 --> 00:02:48.000]  我不說太多了
[00:02:48.000 --> 00:02:52.000]  第二個耶穌醫治的就是
[00:02:52.000 --> 00:02:55.000]  在標題「治好伯夫長的僕人」
[00:02:55.000 --> 00:02:56.000]  伯夫長是外邦人
[00:02:56.000 --> 00:02:58.000]  是羅曼軍官
[00:02:58.000 --> 00:03:00.000]  伯夫長還很大信心
[00:03:00.000 --> 00:03:01.000]  「耶穌你不用來了
[00:03:01.000 --> 00:03:03.000]  你說肯醫我的僕人
[00:03:03.000 --> 00:03:04.000]  他就會康復」
[00:03:04.000 --> 00:03:06.000]  耶穌有多大信心呢
[00:03:06.000 --> 00:03:08.000]  第三個醫治的是
[00:03:08.000 --> 00:03:11.000]  「耶穌的門徒彼得的愛母」
[00:03:11.000 --> 00:03:13.000]  在十四十五節
[00:03:13.000 --> 00:03:14.000]  有些是教導
[00:03:14.000 --> 00:03:16.000]  第三個組別
[00:03:16.000 --> 00:03:18.000]  八章二十三、二十七節
[00:03:18.000 --> 00:03:19.000]  「斥責風浪停止」
[00:03:19.000 --> 00:03:20.000]  二十四、三十四節
[00:03:20.000 --> 00:03:22.000]  「命令污鬼穿珠裙」
[00:03:22.000 --> 00:03:23.000]  第三個組別是
[00:03:23.000 --> 00:03:25.000]  「赦免癱子的罪」
[00:03:25.000 --> 00:03:27.000]  最後一個組別是
[00:03:27.000 --> 00:03:29.000]  「雙重醫治」
[00:03:29.000 --> 00:03:30.000]  耶穌在十八至二十六節
[00:03:30.000 --> 00:03:32.000]  醫治了古墓堂的女兒
[00:03:32.000 --> 00:03:34.000]  同一時間醫治了血流的女人
[00:03:34.000 --> 00:03:35.000]  二十七、三十一節
[00:03:35.000 --> 00:03:36.000]  醫治了兩個核子
[00:03:36.000 --> 00:03:38.000]  三十二、三十四節
[00:03:38.000 --> 00:03:40.000]  醫治了被鬼附
[00:03:40.000 --> 00:03:42.000]  又有啞窒的病人
[00:03:42.000 --> 00:03:43.000]  一個啞巴
[00:03:43.000 --> 00:03:46.000]  有什麼特別在這幾組裡
[00:03:46.000 --> 00:03:47.000]  一些《釋經》書說
[00:03:47.000 --> 00:03:48.000]  第一組別
[00:03:48.000 --> 00:03:50.000]  麻風病人
[00:03:50.000 --> 00:03:52.000]  八夫長的一個奴隸
[00:03:52.000 --> 00:03:54.000]  和彼得的愛母
[00:03:54.000 --> 00:03:57.000]  有什麼相容之處呢?
[00:03:57.000 --> 00:03:59.000]  這個有一點性別歧視
[00:03:59.000 --> 00:04:00.000]  對不起
[00:04:00.000 --> 00:04:02.000]  因為這是當時的文化
[00:04:02.000 --> 00:04:04.000]  這些都是比較次等的人
[00:04:04.000 --> 00:04:05.000]  麻風病人
[00:04:05.000 --> 00:04:06.000]  病人會傳染的
[00:04:06.000 --> 00:04:08.000]  當然怕走了他
[00:04:08.000 --> 00:04:10.000]  幫外邦人
[00:04:10.000 --> 00:04:12.000]  即是猶太人很自負
[00:04:12.000 --> 00:04:14.000]  對外族是看不起的
[00:04:14.000 --> 00:04:16.000]  做外邦人的奴隸
[00:04:16.000 --> 00:04:17.000]  更加看不起
[00:04:17.000 --> 00:04:18.000]  對不起
[00:04:18.000 --> 00:04:20.000]  當時是男女歧視的
