
[00:00:00.000 --> 00:00:05.000]  主持人:今天已經來到了蔣道熙的最後一講
[00:00:05.000 --> 00:00:10.000]  主持人:過去的三講我們都通過了李希敏的故事
[00:00:10.000 --> 00:00:16.000]  主持人:嘗試去理解當我們遇到人生問題的時候
[00:00:16.000 --> 00:00:24.000]  主持人:有些什麼具體的方案我們可以走出我們人生的困局
[00:00:24.000 --> 00:00:28.000]  主持人:到底有什麼具體的方案我們可以走出人生的困局
[00:00:28.000 --> 00:00:32.000]  主持人:其實連著今天的這四講相當互相關聯
[00:00:32.000 --> 00:00:36.000]  主持人:連著今天的這四講這四講都是互相關聯的
[00:00:36.000 --> 00:00:39.000]  主持人:所以如果大家是沒有聽到前面留了聽的話
[00:00:39.000 --> 00:00:41.000]  主持人:都很鼓勵大家上網來聽
[00:00:41.000 --> 00:00:45.000]  主持人:如果你沒有聽以前的那幾講或者是你漏了一點
[00:00:45.000 --> 00:00:47.000]  主持人:可以上網去再聽回來
[00:00:47.000 --> 00:00:49.000]  主持人:今天來到最後一講的時候
[00:00:49.000 --> 00:00:51.000]  主持人:今天來到最後的一講
[00:00:51.000 --> 00:00:53.000]  主持人:我想去探索一個很基本的問題
[00:00:53.000 --> 00:00:56.000]  主持人:我想去探索一個很基本的問題
[00:00:56.000 --> 00:01:00.000]  主持人:為什麼人要在困境之中找出路?
[00:01:00.000 --> 00:01:04.000]  主持人:為什麼人要在困境之中找出路?
[00:01:04.000 --> 00:01:06.000]  主持人:這樣的問題都要問?
[00:01:06.000 --> 00:01:09.000]  主持人:這樣的問題都要問?
[00:01:09.000 --> 00:01:12.000]  主持人:每個人遇到不愉快的事情都想快點過去
[00:01:12.000 --> 00:01:15.000]  主持人:每個人遇到不愉快的事情都想快點過去?
[00:01:15.000 --> 00:01:17.000]  主持人:好像我們病那樣
[00:01:17.000 --> 00:01:20.000]  主持人:馬上找醫生去治病
[00:01:20.000 --> 00:01:25.000]  主持人:馬上找醫生去治病
[00:01:25.000 --> 00:01:27.000]  主持人:我們身體上的痛楚可以得到解決
[00:01:27.000 --> 00:01:30.000]  主持人:我們身體上的痛楚可以得到解決
[00:01:30.000 --> 00:01:32.000]  主持人:人遇到生命的困難是一樣的
[00:01:32.000 --> 00:01:34.000]  主持人:人遇到生命的困難是一樣的
[00:01:34.000 --> 00:01:39.000]  主持人:人在困難的當中心裡會有很多不開心的情緒出現
[00:01:39.000 --> 00:01:43.000]  主持人:人在困難的當中心裡會有很多不開心的情緒出現
[00:01:43.000 --> 00:01:45.000]  主持人:人在困難的當中心裡會有很多不開心的情緒出現
[00:01:45.000 --> 00:01:48.000]  主持人:我們總是希望事情趕快過去
[00:01:48.000 --> 00:01:51.000]  主持人:我們總是希望事情趕快過去
[00:01:51.000 --> 00:01:56.000]  主持人:以致我們的情緒可以恢復到原來那樣開心
[00:01:56.000 --> 00:01:59.000]  主持人:以致我們的情緒可以恢復到原來那樣開心
[00:01:59.000 --> 00:02:01.000]  主持人:以致我們的情緒可以恢復到原來那樣開心
[00:02:01.000 --> 00:02:03.000]  主持人:以致我們的情緒可以恢復到原來那樣開心
