
[00:00:00.000 --> 00:00:03.000]  好 那我們開始之前低頭祈禱
[00:00:03.000 --> 00:00:07.000]  天父我們多謝你 因為你愛我們
[00:00:07.000 --> 00:00:09.000]  在新的一年2024年
[00:00:09.000 --> 00:00:12.000]  我們在新的一年當中
[00:00:12.000 --> 00:00:15.000]  我們期待著你有新的工作
[00:00:15.000 --> 00:00:18.000]  我們期待著你在我們生命當中
[00:00:18.000 --> 00:00:20.000]  更加顯得你是真實
[00:00:20.000 --> 00:00:23.000]  我們更多的可以投靠你
[00:00:23.000 --> 00:00:25.000]  更多的委身於你
[00:00:25.000 --> 00:00:27.000]  我們願你帶領我們
[00:00:27.000 --> 00:00:29.000]  我們將新的一年奉獻在你的面前
[00:00:29.000 --> 00:00:32.000]  願你自己親自的私恩帶領
[00:00:32.000 --> 00:00:34.000]  亦都在閱讀我們的奉獻
[00:00:34.000 --> 00:00:36.000]  奉耶穌基督的祈求 阿們
[00:00:36.000 --> 00:00:41.000]  好 在新的一年當中
[00:00:41.000 --> 00:00:44.000]  我就去思想究竟
[00:00:44.000 --> 00:00:46.000]  今年我們開始的時候
[00:00:46.000 --> 00:00:48.000]  有一個新的系列
[00:00:48.000 --> 00:00:50.000]  去年的系列就完了的時候
[00:00:50.000 --> 00:00:53.000]  我就想和大家一起
[00:00:53.000 --> 00:00:56.000]  藉著接下來的時間
[00:00:56.000 --> 00:00:59.000]  就是去思想《約翰福音》
[00:00:59.000 --> 00:01:01.000]  為什麼會選《約翰福音》呢
[00:01:01.000 --> 00:01:03.000]  其實《約翰福音》是
[00:01:03.000 --> 00:01:05.000]  當然對於我自己來說
[00:01:05.000 --> 00:01:07.000]  是其中一卷聖經當中
[00:01:07.000 --> 00:01:12.000]  都很有感受
[00:01:12.000 --> 00:01:17.000]  亦都是很愛去讀的一卷福音書
[00:01:17.000 --> 00:01:20.000]  但是其實《約翰福音》當中
[00:01:20.000 --> 00:01:29.000]  發現它是用一個非常親密的方法
[00:01:29.000 --> 00:01:33.000]  嘗試將人帶到神的面前
[00:01:33.000 --> 00:01:36.000]  這一個是《約翰福音》很特別的
[00:01:36.000 --> 00:01:42.000]  事實上當我們去認識神的時候
[00:01:42.000 --> 00:01:44.000]  神不單止是一位
[00:01:44.000 --> 00:01:47.000]  高高在上 遙不可及的神
[00:01:47.000 --> 00:01:53.000]  神是很想和人有親密的接觸
[00:01:53.000 --> 00:01:57.000]  而在神親密的和人接觸的時候
[00:01:57.000 --> 00:02:00.000]  祂將祂自己啟示
[00:02:00.000 --> 00:02:07.000]  在過程當中就好像神學家John Calvin
[00:02:07.000 --> 00:02:09.000]  他曾經說過
[00:02:09.000 --> 00:02:11.000]  當人越是認識神的時候
[00:02:11.000 --> 00:02:14.000]  人也會越是認識自己
[00:02:14.000 --> 00:02:19.000]  而《約翰福音》其實就是一個這樣的過程
[00:02:19.000 --> 00:02:21.000]  《約翰福音》揭示到
[00:02:21.000 --> 00:02:25.000]  讓人看到神究竟是一位怎樣的神
[00:02:25.000 --> 00:02:28.000]  祂怎樣來到我們中間
[00:02:28.000 --> 00:02:30.000]  想和我們建立關係
[00:02:30.000 --> 00:02:32.000]  但是在這個過程當中
[00:02:32.000 --> 00:02:35.000]  亦都揭示了給我們看到
[00:02:35.000 --> 00:02:38.000]  我們究竟是一些怎樣的人
[00:02:38.000 --> 00:02:44.000]  我們內心究竟是一個怎樣的內心
[00:02:44.000 --> 00:02:46.000]  而我們這個世界
[00:02:46.000 --> 00:02:49.000]  我們活在這個世界究竟是一個怎樣的世界
[00:02:49.000 --> 00:02:55.000]  這一切的內容是非常之重要
[00:02:55.000 --> 00:03:00.000]  因為我們認識神 認識自己
[00:03:00.000 --> 00:03:04.000]  認識人 認識世界
[00:03:04.000 --> 00:03:08.000]  這個基本上就是包括我們整個人的全部
[00:03:08.000 --> 00:03:10.000]  如果我們這些
[00:03:10.000 --> 00:03:13.000]  隨便有一方面是出了偏差
[00:03:13.000 --> 00:03:18.000]  或者我們所認識的和真實是偏離的
[00:03:18.000 --> 00:03:23.000]  我們很容易都落在一個自我欺騙的情況當中
[00:03:23.000 --> 00:03:25.000]  我們都一無所知
[00:03:25.000 --> 00:03:27.000]  而《約翰福音》
[00:03:27.000 --> 00:03:31.000]  正正祂就是想告訴我們
[00:03:31.000 --> 00:03:37.000]  究竟剛才所說的神 世界 人 自己
[00:03:37.000 --> 00:03:39.000]  究竟是一個什麼樣的境況
[00:03:39.000 --> 00:03:41.000]  以致我們不是落在一個
[00:03:41.000 --> 00:03:44.000]  自我欺騙的一個境況當中
[00:03:44.000 --> 00:03:47.000]  以致好像《約翰福音》常常都說
[00:03:47.000 --> 00:03:50.000]  好像我們走近光明一樣
[00:03:50.000 --> 00:03:52.000]  好像在黑暗當中走向光明
[00:03:52.000 --> 00:03:55.000]  這個就是《約翰福音》
[00:03:55.000 --> 00:04:01.000]  很特別的 祂在《約翰福音》寫的時候
[00:04:01.000 --> 00:04:05.000]  祂的編排 祂所選擇的內容
[00:04:05.000 --> 00:04:06.000]  都是很特別的
[00:04:06.000 --> 00:04:09.000]  和其他三本福音書是很不同的
[00:04:09.000 --> 00:04:12.000]  因為祂是有特別的
[00:04:12.000 --> 00:04:15.000]  想祂陳述的角度
[00:04:15.000 --> 00:04:16.000]  讓我們來到 好像
[00:04:16.000 --> 00:04:20.000]  不只是看一些客觀外在的內容
[00:04:20.000 --> 00:04:22.000]  其實《約翰福音》
[00:04:22.000 --> 00:04:24.000]  當《約翰》寫《約翰福音》的時候
[00:04:24.000 --> 00:04:30.000]  祂像是一位很有經驗的導遊
[00:04:30.000 --> 00:04:31.000]  如果你去過旅行
[00:04:31.000 --> 00:04:34.000]  你遇過很有經驗的導遊
[00:04:34.000 --> 00:04:38.000]  你都會有這樣的經驗
[00:04:38.000 --> 00:04:42.000]  就是祂不只是講解給你知道
[00:04:42.000 --> 00:04:43.000]  那裡怎樣 那裡怎樣
[00:04:43.000 --> 00:04:44.000]  這個名勝又怎樣
[00:04:44.000 --> 00:04:46.000]  祂不是這樣的
[00:04:46.000 --> 00:04:51.000]  祂是直接帶你深入其中
[00:04:51.000 --> 00:04:54.000]  在其中的時候
[00:04:54.000 --> 00:04:57.000]  你不覺得是聽一個旁觀者的介紹
[00:04:57.000 --> 00:05:01.000]  而是你自己根本就是
[00:05:01.000 --> 00:05:04.000]  參與一個歷程當中
[00:05:04.000 --> 00:05:07.000]  有一個新鮮的經歷
[00:05:07.000 --> 00:05:08.000]  而《約翰福音》
[00:05:08.000 --> 00:05:11.000]  當我們一直跟著下來
[00:05:11.000 --> 00:05:12.000]  去看《約翰福音》的時候
[00:05:12.000 --> 00:05:15.000]  希望我們都是
[00:05:15.000 --> 00:05:17.000]  好像跟《約翰》一起
[00:05:17.000 --> 00:05:19.000]  走過這一段的路
[00:05:19.000 --> 00:05:21.000]  經歷一個歷程
[00:05:21.000 --> 00:05:27.000]  而去看到《約翰》所要給我們看到的
[00:05:27.000 --> 00:05:30.000]  這個就是希望新的一年
[00:05:30.000 --> 00:05:31.000]  我們的目標
[00:05:31.000 --> 00:05:33.000]  更多認識《約翰福音》的時候
[00:05:33.000 --> 00:05:39.000]  也都更多走近我們的神
[00:05:39.000 --> 00:05:40.000]  《約翰福音》
[00:05:40.000 --> 00:05:42.000]  首先《約翰福音》第一章
[00:05:42.000 --> 00:05:45.000]  第一至到第十八節
[00:05:45.000 --> 00:05:49.000]  基本上就是《約翰福音》的一個
[00:05:49.000 --> 00:05:51.000]  很多人來解釋就是
[00:05:51.000 --> 00:05:54.000]  《約翰福音》的一個前奏
[00:05:54.000 --> 00:05:56.000]  或者是序言
[00:05:56.000 --> 00:05:58.000]  而這個前奏和序言
[00:05:58.000 --> 00:06:02.000]  和一般的聖經的寫作有什麼不同呢
[00:06:02.000 --> 00:06:04.000]  就是基本上
[00:06:04.000 --> 00:06:08.000]  它是將整卷《約翰福音》
[00:06:08.000 --> 00:06:13.000]  所有重要的主題
[00:06:13.000 --> 00:06:16.000]  用一個很濃縮的方式
[00:06:16.000 --> 00:06:19.000]  在那裏去好像preview
[00:06:19.000 --> 00:06:22.000]  預先去陳述一次
[00:06:22.000 --> 00:06:23.000]  正如剛才我說過
[00:06:23.000 --> 00:06:24.000]  如果《約翰福音》是一個
[00:06:24.000 --> 00:06:26.000]  很有經驗的導遊
[00:06:26.000 --> 00:06:29.000]  很有經驗的導遊都會一樣
[00:06:29.000 --> 00:06:31.000]  當你未進去那個
[00:06:31.000 --> 00:06:33.000]  譬如《大英博物館》之前
[00:06:33.000 --> 00:06:35.000]  它首先給你一個preview
[00:06:35.000 --> 00:06:36.000]  告訴你
[00:06:36.000 --> 00:06:39.000]  這個博物館分了哪幾部分
[00:06:39.000 --> 00:06:41.000]  這個就是古希臘的
[00:06:41.000 --> 00:06:43.000]  那邊就是羅馬的
[00:06:43.000 --> 00:06:47.000]  那邊就是可能是亞洲的
[00:06:47.000 --> 00:06:48.000]  有不同的朝代的
[00:06:48.000 --> 00:06:53.000]  它首先就給你一個很概覽的
[00:06:53.000 --> 00:06:56.000]  知道你會有什麼看
[00:06:56.000 --> 00:07:00.000]  《約翰福音》第一節到第十八節
[00:07:00.000 --> 00:07:02.000]  基本上就是這樣
[00:07:02.000 --> 00:07:05.000]  它很概覽的將《約翰福音》
[00:07:05.000 --> 00:07:09.000]  接下來所有的重要的課題
[00:07:09.000 --> 00:07:12.000]  它在那裏有一個非常深切的
[00:07:12.000 --> 00:07:14.000]  一個濃縮的表達
[00:07:14.000 --> 00:07:17.000]  將它濃縮在一起
[00:07:17.000 --> 00:07:20.000]  在這一至到第十八節那裏
[00:07:20.000 --> 00:07:23.000]  就陳述出來
[00:07:23.000 --> 00:07:24.000]  好像你去
[00:07:24.000 --> 00:07:27.000]  或者用剛才導遊是一個比喻
[00:07:27.000 --> 00:07:30.000]  用另一個比喻就好像你去到
[00:07:30.000 --> 00:07:38.000]  一些演奏廳去聽一些歌劇音樂的時候
[00:07:38.000 --> 00:07:40.000]  你還沒開場的時候
[00:07:40.000 --> 00:07:41.000]  你有一個秩序表
[00:07:41.000 --> 00:07:43.000]  這個秩序表就告訴你
[00:07:43.000 --> 00:07:45.000]  大概跟著這個歌劇
[00:07:45.000 --> 00:07:47.000]  就是一些什麼的內容
[00:07:47.000 --> 00:07:48.000]  有什麼背景
[00:07:48.000 --> 00:07:52.000]  那個指揮家想帶我們去領略些什麼
[00:07:52.000 --> 00:07:54.000]  其實就是類似是這樣
[00:07:54.000 --> 00:07:57.000]  所以這個是非常之重要
[00:07:57.000 --> 00:07:58.000]  《約翰福音》第一章
[00:07:58.000 --> 00:08:00.000]  第一節到第十八節是非常之重要
[00:08:00.000 --> 00:08:04.000]  如果你是有背聖經的習慣
[00:08:04.000 --> 00:08:06.000]  這一段聖經絕對值得背
[00:08:06.000 --> 00:08:10.000]  我記得我中學
[00:08:10.000 --> 00:08:13.000]  我信耶穌的時候回教會
[00:08:13.000 --> 00:08:15.000]  這一段是其中一段
[00:08:15.000 --> 00:08:17.000]  去學習要去背的一段聖經
[00:08:17.000 --> 00:08:19.000]  是非常值得背
[00:08:19.000 --> 00:08:24.000]  所以我們今天第一章就說這一段的時候
[00:08:24.000 --> 00:08:30.000]  所以你會有一個感覺是有些抽象
[00:08:30.000 --> 00:08:32.000]  因為抽象的原因就是
[00:08:32.000 --> 00:08:34.000]  因為它不是講故事那樣
[00:08:34.000 --> 00:08:36.000]  後面《約翰福音》就好像講故事那樣
[00:08:36.000 --> 00:08:39.000]  逐段逐段講出來
[00:08:39.000 --> 00:08:44.000]  但是它是將所有《約翰福音》重要的主題濃縮
[00:08:44.000 --> 00:08:46.000]  好像插了一個罐頭
[00:08:46.000 --> 00:08:48.000]  這個罐頭非常濃縮的一樣
[00:08:48.000 --> 00:08:49.000]  就放在前面
[00:08:49.000 --> 00:08:50.000]  所以你一邊看的時候
[00:08:50.000 --> 00:08:53.000]  你會發覺有些東西好像似明非明
[00:08:53.000 --> 00:08:54.000]  很抽象
[00:08:54.000 --> 00:08:57.000]  就因為那些都是它的精華
[00:08:57.000 --> 00:09:01.000]  我們今天就嘗試去看一看
[00:09:01.000 --> 00:09:06.000]  這一段究竟講了些什麼內容
[00:09:06.000 --> 00:09:08.000]  一開始的時候
[00:09:08.000 --> 00:09:10.000]  約翰說
[00:09:10.000 --> 00:09:13.000]  太初有道 道與神同在
[00:09:13.000 --> 00:09:15.000]  道就是神
[00:09:15.000 --> 00:09:19.000]  寫道 太初與神同在
[00:09:19.000 --> 00:09:20.000]  約翰用道這個字
[00:09:20.000 --> 00:09:22.000]  Logos這個字
[00:09:22.000 --> 00:09:26.000]  在希臘人他們是非常明白的
[00:09:26.000 --> 00:09:29.000]  Logos這個字的意思是
[00:09:29.000 --> 00:09:31.000]  當然中文譯做道
[00:09:31.000 --> 00:09:34.000]  也都有它那個很深切的
[00:09:34.000 --> 00:09:38.000]  在翻譯的人其實都是千挑萬選的時候
[00:09:38.000 --> 00:09:39.000]  選了道這個字
[00:09:39.000 --> 00:09:41.000]  也都有它的意思
[00:09:41.000 --> 00:09:45.000]  Logos當然也是說話這樣的意思
[00:09:45.000 --> 00:09:47.000]  所以中文譯做道
[00:09:47.000 --> 00:09:50.000]  你知道古文講什麼文道
[00:09:50.000 --> 00:09:52.000]  就是講說話
[00:09:52.000 --> 00:09:55.000]  所以是很類似的
[00:09:55.000 --> 00:09:57.000]  Logos是講說話
[00:09:57.000 --> 00:10:00.000]  希臘人用Logos這個字是講說話
[00:10:00.000 --> 00:10:05.000]  但是希臘人也都有另外一個
[00:10:05.000 --> 00:10:08.000]  很重要講到說話
[00:10:08.000 --> 00:10:11.000]  講到道的觀念
[00:10:11.000 --> 00:10:14.000]  就是原來說話
[00:10:14.000 --> 00:10:21.000]  道就是一個人的深切
[00:10:21.000 --> 00:10:23.000]  在他內心裡面
[00:10:23.000 --> 00:10:29.000]  最深處的思想的表達
[00:10:29.000 --> 00:10:31.000]  你想想是不是
[00:10:31.000 --> 00:10:33.000]  有些東西你自己搞不清楚
[00:10:33.000 --> 00:10:36.000]  你不知道自己想得不透徹的時候
[00:10:36.000 --> 00:10:38.000]  你講不出來的
[00:10:38.000 --> 00:10:41.000]  當你去講出來的時候
[00:10:41.000 --> 00:10:44.000]  其實那些東西是你的思想
[00:10:44.000 --> 00:10:48.000]  用一些語言表達出來的
[00:10:48.000 --> 00:10:50.000]  所以一個人講什麼
[00:10:50.000 --> 00:10:52.000]  其實是表達了他想什麼的
[00:10:52.000 --> 00:10:55.000]  一個人經常都講一些不好的東西
[00:10:55.000 --> 00:11:00.000]  他一定是腦子裡想很多不好的東西
[00:11:00.000 --> 00:11:02.000]  你想想是不是
[00:11:02.000 --> 00:11:04.000]  舉例來說
[00:11:04.000 --> 00:11:05.000]  不講不好
[00:11:05.000 --> 00:11:08.000]  舉例一個運動迷
[00:11:08.000 --> 00:11:11.000]  經常想著看球賽
[00:11:11.000 --> 00:11:13.000]  從早到晚都想著球賽
[00:11:13.000 --> 00:11:16.000]  你會發覺他跟別人走在一起
[00:11:16.000 --> 00:11:19.000]  經常都講球經
[00:11:19.000 --> 00:11:20.000]  是不是
[00:11:20.000 --> 00:11:22.000]  因為人的思想
[00:11:22.000 --> 00:11:26.000]  會用言語來表達出來
[00:11:26.000 --> 00:11:28.000]  而最深切的思想
[00:11:28.000 --> 00:11:31.000]  就是用最深切的言語去表達
[00:11:31.000 --> 00:11:34.000]  所以你可以講到那些東西
[00:11:34.000 --> 00:11:42.000]  一定是你反映到你內心深處的想法
[00:11:42.000 --> 00:11:44.000]  當然你所有內心深處的想法
[00:11:44.000 --> 00:11:46.000]  你不會完全講出來
[00:11:46.000 --> 00:11:50.000]  但是你講出來的都是你的思想的一部分
[00:11:50.000 --> 00:11:52.000]  所以希律賓他們明白到
[00:11:52.000 --> 00:11:55.000]  他說太初有道與神
[00:11:55.000 --> 00:11:57.000]  和在道就是神
[00:11:57.000 --> 00:12:02.000]  神自己的思想
[00:12:02.000 --> 00:12:05.000]  神自己的深處的表達
[00:12:05.000 --> 00:12:08.000]  藉著他的言語來表達出來
[00:12:08.000 --> 00:12:10.000]  所以若何在揀究竟
[00:12:10.000 --> 00:12:13.000]  神如果來到我們中間的時候
[00:12:13.000 --> 00:12:16.000]  他怎樣來告訴我們
[00:12:16.000 --> 00:12:21.000]  去揭示、啟示他是一位怎樣的神
[00:12:21.000 --> 00:12:24.000]  就好像用言語來表達出來
[00:12:24.000 --> 00:12:27.000]  但是希臘人更加去想到
[00:12:27.000 --> 00:12:30.000]  一個很重要的觀念
[00:12:30.000 --> 00:12:33.000]  他說人說得出就是言語
[00:12:33.000 --> 00:12:35.000]  但在宇宙萬物之中
[00:12:35.000 --> 00:12:40.000]  你看到宇宙萬物不是混亂作一團
[00:12:40.000 --> 00:12:44.000]  宇宙萬物各樣東西是有其秩序的
[00:12:44.000 --> 00:12:47.000]  你看看太陽月亮星宿
[00:12:47.000 --> 00:12:49.000]  按著軌跡來運行
[00:12:49.000 --> 00:12:51.000]  有其秩序
[00:12:51.000 --> 00:12:53.000]  每樣東西不是混亂的
[00:12:53.000 --> 00:12:57.000]  春夏秋冬是按著軌跡來運行的
[00:12:57.000 --> 00:13:00.000]  希臘人他們思想到
[00:13:00.000 --> 00:13:02.000]  宇宙萬物的時候
[00:13:02.000 --> 00:13:07.000]  其實好像背後都是很有秩序地進行
[00:13:07.000 --> 00:13:13.000]  他說這樣的秩序就是道
[00:13:13.000 --> 00:13:17.000]  就是Logos
[00:13:17.000 --> 00:13:20.000]  一切東西尤其是秩序的運行
[00:13:20.000 --> 00:13:23.000]  就好像是將神的心意
