
[00:00:00.000 --> 00:00:03.120]  今天的講題叫做「另類神蹟的保護」
[00:00:03.120 --> 00:00:06.680]  經文是記載在《哲行傳》第23章
[00:00:06.680 --> 00:00:12.400]  11到35節
[00:00:12.400 --> 00:00:17.880]  我們先讀第11到15節
[00:00:17.880 --> 00:00:20.480]  先讀這個小段,好嗎?
[00:00:20.480 --> 00:00:24.280]  當夜主站在保羅旁邊說
[00:00:24.280 --> 00:00:28.840]  放心吧,你怎樣在耶路撒冷為我作見證
[00:00:28.840 --> 00:00:32.520]  也必怎樣在羅馬為我作見證
[00:00:32.520 --> 00:00:36.240]  到了天亮,猶太人同謀起誓說
[00:00:36.240 --> 00:00:40.720]  若不先殺保羅,就不吃不喝
[00:00:40.720 --> 00:00:44.520]  參與者陰謀的有四十多人
[00:00:44.520 --> 00:00:48.080]  他們內建制司長和長老說
[00:00:48.080 --> 00:00:50.360]  我們已經發了重誓
[00:00:50.360 --> 00:00:53.760]  若不先殺保羅,就什麼也不吃
[00:00:53.760 --> 00:00:59.080]  現在你們和議會都要通知千夫長
[00:00:59.080 --> 00:01:02.560]  叫他把保羅帶到你們這裡來
[00:01:02.560 --> 00:01:05.920]  假裝要詳細調查他的事
[00:01:05.920 --> 00:01:07.640]  我們已經預備好
[00:01:07.640 --> 00:01:12.320]  在他來到這裡之前就殺掉他
[00:01:12.320 --> 00:01:14.240]  今天講到保羅
[00:01:14.240 --> 00:01:16.640]  他遇著被追殺
[00:01:16.640 --> 00:01:19.840]  他的生命受到嚴重的威脅
[00:01:19.840 --> 00:01:23.040]  如果你和他一樣,你有沒有恐懼呢?
[00:01:23.040 --> 00:01:25.880]  讓我們一起在神裡面再禱告
[00:01:25.880 --> 00:01:30.600]  求神引導我們去讀明白神的聖經
[00:01:30.600 --> 00:01:32.040]  我們一起祈禱
[00:01:32.040 --> 00:01:37.880]  天父,當我們安靜下來
[00:01:37.880 --> 00:01:41.440]  求祢的聖靈在我們心裡面動功
[00:01:41.440 --> 00:01:44.640]  求神祢的旨意在我們身上成就
[00:01:44.640 --> 00:01:47.120]  主我們會很自我
[00:01:47.120 --> 00:01:49.400]  我們喜歡走自己的路
[00:01:49.400 --> 00:01:53.960]  但求祢的話語引領我們
[00:01:53.960 --> 00:01:58.120]  祢的話語對我們有益
[00:01:58.120 --> 00:02:01.240]  與我們教訓、督責、使我們歸正
[00:02:01.240 --> 00:02:04.120]  教我們學義都很寶貴
[00:02:04.120 --> 00:02:06.120]  主求祢幫我們從經文
[00:02:06.120 --> 00:02:09.760]  去看到神在保羅身上的應許
[00:02:09.760 --> 00:02:11.240]  是怎樣成就
[00:02:11.240 --> 00:02:14.080]  你怎樣去保護他
[00:02:14.080 --> 00:02:16.680]  你怎樣去帶領他
[00:02:16.680 --> 00:02:17.800]  多謝你聽我們祈禱
[00:02:17.800 --> 00:02:20.000]  奉耶穌的聖名,阿們
[00:02:48.800 --> 00:02:55.160]  最近我岳父在安老院遇到疫情的困擾
[00:02:55.160 --> 00:02:59.280]  本來每天都可以進去陪伴他的工人姐姐
[00:02:59.280 --> 00:03:00.280]  都不可以進去
[00:03:00.280 --> 00:03:04.480]  本來家人間中可以進去探望
[00:03:04.480 --> 00:03:05.480]  現在都不可以
[00:03:05.480 --> 00:03:07.920]  我便出了一個計謀
[00:03:07.920 --> 00:03:09.520]  我跟太太說
[00:03:09.520 --> 00:03:11.040]  因為她以前是護士
[00:03:11.040 --> 00:03:13.360]  我說你現在有些彈性
[00:03:13.360 --> 00:03:16.880]  你去應徵安老院裡面的護士姑娘
[00:03:16.880 --> 00:03:18.120]  做兼職
[00:03:18.120 --> 00:03:20.720]  一個星期做兩三天
[00:03:20.720 --> 00:03:24.360]  做幾節就可以探討
[00:03:24.360 --> 00:03:26.720]  早幾天收到在美國
[00:03:26.720 --> 00:03:31.120]  原來有一個女CEO叫Mary Daniel的人
[00:03:31.120 --> 00:03:34.840]  她因為跟她患了腦退化症的丈夫
[00:03:34.840 --> 00:03:38.160]  有六十多歲的丈夫叫Steve
[00:03:38.160 --> 00:03:40.680]  因為三月開始不能探望
[00:03:40.680 --> 00:03:43.360]  只能隔著玻璃窗見了兩次
[00:03:43.360 --> 00:03:47.680]  她隔著玻璃窗見到丈夫很呆滯
[00:03:47.680 --> 00:03:49.960]  她隔著玻璃窗對著他哭
[00:03:49.960 --> 00:03:53.760]  她見到她的丈夫下刑
[00:03:53.760 --> 00:03:55.880]  跟平時是完全不同
[00:03:55.880 --> 00:03:57.480]  她知道疫情
[00:03:57.480 --> 00:03:58.680]  她不能跟他聊天
[00:03:58.680 --> 00:03:59.560]  不能見面
[00:03:59.560 --> 00:04:01.040]  作為一個腦退化的病人
[00:04:01.040 --> 00:04:02.480]  對她很大影響
[00:04:02.480 --> 00:04:05.000]  她作為一個醫療公司的CEO
[00:04:05.000 --> 00:04:07.160]  她想盡辦法申請做義工
[00:04:07.160 --> 00:04:08.160]  或者用不同的方法
[00:04:08.160 --> 00:04:10.080]  想去探望都不可以
[00:04:10.080 --> 00:04:12.880]  最後那個院舍說
[00:04:12.880 --> 00:04:18.080]  我們現在有一個兼職的清潔洗碗工
[00:04:18.080 --> 00:04:20.520]  一個小時九塊美金
[00:04:20.520 --> 00:04:23.160]  如果你可以考慮
[00:04:23.160 --> 00:04:25.520]  就試試應徵這份工作
[00:04:25.520 --> 00:04:26.400]  她真的去學
[00:04:26.400 --> 00:04:27.200]  她要受訓
[00:04:27.200 --> 00:04:27.920]  不知道你有沒有想過
[00:04:27.920 --> 00:04:29.680]  做洗碗工要受訓
[00:04:29.680 --> 00:04:31.600]  受訓完她就進去應徵
[00:04:31.600 --> 00:04:32.680]  她真的進去
[00:04:32.680 --> 00:04:34.120]  一個星期有兩天
[00:04:34.120 --> 00:04:35.760]  她進去做
[00:04:35.760 --> 00:04:36.600]  她很勤力
[00:04:36.600 --> 00:04:38.320]  做好她要做的工作
[00:04:38.320 --> 00:04:41.560]  之後她就在院舍有機會
[00:04:41.560 --> 00:04:44.160]  去探望她的丈夫
[00:04:44.160 --> 00:04:45.120]  真的完全不同
[00:04:45.120 --> 00:04:46.880]  一有探望
[00:04:46.880 --> 00:04:49.920]  她的丈夫就對著她哭
[00:04:49.920 --> 00:04:52.480]  她丈夫很掛念妻子
[00:04:52.480 --> 00:04:57.240]  一對五六十歲的配偶
[00:04:57.240 --> 00:04:58.360]  你有沒有想過
[00:04:58.360 --> 00:05:02.120]  又怕探望不到你的親人
[00:05:02.120 --> 00:05:04.160]  去不到院舍醫院去探望
[00:05:04.160 --> 00:05:08.280]  甚至現在出街都有困難
[00:05:08.280 --> 00:05:09.280]  如果要隔離
[00:05:09.280 --> 00:05:11.560]  探望不到要去外國
[00:05:11.560 --> 00:05:13.280]  過不了
[00:05:13.280 --> 00:05:14.600]  你有沒有害怕呢?
[00:05:14.600 --> 00:05:15.360]  或者反過來
[00:05:15.360 --> 00:05:16.480]  你不是去探望那個人
[00:05:16.480 --> 00:05:18.120]  你是被探望的那個
[00:05:18.120 --> 00:05:19.920]  有些什麼在今天
[00:05:19.920 --> 00:05:22.160]  在疫症下令你聯想到
[00:05:22.160 --> 00:05:24.000]  令你很恐懼的事情
[00:05:24.000 --> 00:05:26.160]  甚至你有沒有好過今天
[00:05:26.160 --> 00:05:27.640]  好像今天聖經說的
[00:05:27.640 --> 00:05:30.240]  保羅去經歷死亡的陰霾
[00:05:30.240 --> 00:05:31.960]  威脅
[00:05:31.960 --> 00:05:33.360]  我們如果好像保羅一樣
[00:05:33.360 --> 00:05:35.280]  面對死亡的威脅
[00:05:35.280 --> 00:05:37.720]  我們有沒有預備
[00:05:37.720 --> 00:05:39.160]  神又怎樣幫助我們
[00:05:39.160 --> 00:05:41.080]  今天就讓我們嘗試
[00:05:41.080 --> 00:05:44.440]  在保羅的生命裏面去看到
[00:05:44.440 --> 00:05:47.800]  保羅在耶路撒冷
[00:05:47.800 --> 00:05:49.600]  被宗教迫害
[00:05:49.600 --> 00:05:51.400]  很明顯
[00:05:51.400 --> 00:05:55.800]  讓我想起有五百年前
[00:05:55.800 --> 00:05:59.280]  我們基督教改革的先鋒
[00:05:59.280 --> 00:06:00.840]  馬丁路德
[00:06:00.840 --> 00:06:05.000]  今天另類神蹟的保護
[00:06:05.000 --> 00:06:07.480]  我們看到神怎樣
[00:06:07.480 --> 00:06:09.200]  他有時可以用神蹟
[00:06:09.200 --> 00:06:12.600]  可以又不用神蹟
[00:06:12.600 --> 00:06:14.760]  但是沒有神蹟的時候
[00:06:14.760 --> 00:06:19.640]  神怎樣彰顯他對我們的保護呢
[00:06:19.640 --> 00:06:23.560]  有兩段是馬丁路德寫的詩歌
[00:06:23.560 --> 00:06:25.800]  在三十八首所寫的詩歌裏面
[00:06:25.800 --> 00:06:28.160]  這首是在整個歐洲
[00:06:28.160 --> 00:06:29.280]  整個德國
[00:06:29.280 --> 00:06:31.360]  很振奮人心的詩歌
[00:06:31.360 --> 00:06:35.080]  我請Anita幫我讀這兩段詩歌
[00:06:35.080 --> 00:06:38.280]  四節,我選了第三節和第四節
[00:06:38.280 --> 00:06:41.000]  眾全世界充滿鬼魔
[00:06:41.000 --> 00:06:43.160]  恐嚇要將我毀滅
[00:06:43.160 --> 00:06:44.520]  我們不怕
[00:06:44.520 --> 00:06:46.200]  因有神子
[00:06:46.200 --> 00:06:49.280]  靠主真理必告捷
[00:06:49.280 --> 00:06:51.400]  有暗之君雖猛
[00:06:51.400 --> 00:06:53.520]  我們也不心驚
[00:06:53.520 --> 00:06:55.520]  狂暴我們能忍
[00:06:55.520 --> 00:06:57.480]  因他永盈已定
[00:06:57.480 --> 00:07:01.840]  主言一出即倒傾
[00:07:01.840 --> 00:07:04.600]  主言權能無邊無量
[00:07:04.600 --> 00:07:07.120]  完成世上眾君王
[00:07:07.120 --> 00:07:09.640]  我們領受聖靈恩典
[00:07:09.640 --> 00:07:13.320]  因主是上在我旁
[00:07:13.320 --> 00:07:15.520]  親戚貨才可捨
[00:07:15.520 --> 00:07:17.720]  渺小浮生可喪
[00:07:17.720 --> 00:07:19.800]  身體眾被殺害
[00:07:19.800 --> 00:07:21.760]  真理依然興旺
[00:07:21.760 --> 00:07:24.920]  上主國道永久長
[00:07:24.920 --> 00:07:26.640]  謝謝
[00:07:26.640 --> 00:07:30.400]  大家可能聽過這首叫《堅固保障》
[00:07:30.400 --> 00:07:32.800]  我請我們的Playlist Team
[00:07:32.800 --> 00:07:35.400]  唱一聽第四節給大家聽聽
[00:07:35.400 --> 00:07:37.000]  或者大家聽一聽旋律
[00:07:37.000 --> 00:07:41.200]  聽一聽第四節的歌詞
[00:07:41.200 --> 00:07:43.720]  正在第四節
[00:07:43.720 --> 00:07:56.520]  主言權能無邊無量
[00:07:56.520 --> 00:08:02.720]  完成世上眾君王
[00:08:02.720 --> 00:08:08.520]  我們領受聖靈恩典
[00:08:08.520 --> 00:08:14.400]  因主是上在我旁
[00:08:14.400 --> 00:08:20.120]  親戚貨才可捨
[00:08:20.120 --> 00:08:25.920]  渺小浮生可喪
[00:08:25.920 --> 00:08:31.320]  身體眾被殺害
[00:08:31.320 --> 00:08:36.920]  真理依然興旺
[00:08:36.920 --> 00:08:44.320]  上主國道永久長
[00:08:44.320 --> 00:08:45.920]  謝謝
[00:08:45.920 --> 00:08:47.320]  唱完詩歌之後
[00:08:47.320 --> 00:08:50.920]  你還會聽到一首《堅固保障》
[00:08:50.920 --> 00:08:52.920]  今天我想用這段經文
[00:08:52.920 --> 00:08:54.520]  用寶來的經歷
[00:08:54.520 --> 00:08:56.920]  也引用馬丁路德的經歷
[00:08:56.920 --> 00:09:00.520]  他們一樣遇到宗教的迫害
[00:09:00.520 --> 00:09:03.920]  一樣遇到追殺
[00:09:03.920 --> 00:09:06.520]  但神怎樣拯救保羅
[00:09:06.520 --> 00:09:09.520]  一樣拯救了馬丁路德
[00:09:09.520 --> 00:09:11.320]  我們回來看經文
[00:09:11.320 --> 00:09:12.720]  在引言的部分
[00:09:12.720 --> 00:09:16.320]  神的神跡和神的安排
[00:09:16.320 --> 00:09:19.520]  我們怎樣對比呢?
[00:09:19.520 --> 00:09:22.120]  意思是你在《史能傳》
[00:09:22.120 --> 00:09:23.520]  或者在整個聖經裡面
[00:09:23.520 --> 00:09:26.920]  看到神很多時候用神跡騎士去拯救
[00:09:26.920 --> 00:09:28.720]  去介入
[00:09:28.720 --> 00:09:30.720]  在某些特定的時候
[00:09:30.720 --> 00:09:34.120]  神用超自然的法則
[00:09:34.120 --> 00:09:36.120]  好像耶利哥城的賭塔
[00:09:36.120 --> 00:09:39.520]  好像以色列人過紅海
[00:09:39.520 --> 00:09:41.320]  在特別的時刻
[00:09:41.320 --> 00:09:45.120]  神施展祂奇妙大能的手
[00:09:45.120 --> 00:09:46.320]  看到神的拯救
[00:09:46.320 --> 00:09:48.120]  用神跡騎士
[00:09:48.120 --> 00:09:49.320]  但你有沒有記得
[00:09:49.320 --> 00:09:51.720]  在舊約聖經也有一本書
[00:09:51.720 --> 00:09:53.120]  是講神的拯救
[00:09:53.120 --> 00:09:54.120]  但裡面
[00:09:54.120 --> 00:09:56.720]  整本書連上帝這個字都沒有
[00:09:56.720 --> 00:09:58.520]  沒有神跡騎士
[00:09:58.520 --> 00:10:03.120]  只有神在事情巧妙的安排裡面
[00:10:03.120 --> 00:10:05.520]  去拯救了人
[00:10:05.520 --> 00:10:10.520]  以色列的記載
[00:10:10.520 --> 00:10:11.920]  其實在《史能傳》裡面
[00:10:11.920 --> 00:10:14.920]  由第一章到二十二章
[00:10:14.920 --> 00:10:17.720]  到保羅上耶路撒冷之前
[00:10:17.720 --> 00:10:20.120]  你都看到保羅和彼得
[00:10:20.120 --> 00:10:22.120]  他們經歷很多不同的神跡
[00:10:22.120 --> 00:10:25.320]  你還記得彼得坐牢
[00:10:25.320 --> 00:10:28.520]  雖然他們也會被打
[00:10:28.520 --> 00:10:30.720]  但他好像做夢一樣
[00:10:30.720 --> 00:10:31.720]  到了十二章
[00:10:31.720 --> 00:10:34.720]  有一個彼得被囚
[00:10:34.720 --> 00:10:36.720]  身邊有冰釘和他一起
[00:10:36.720 --> 00:10:38.520]  但他以為自己做夢
[00:10:38.520 --> 00:10:39.920]  是天使拯救他出來
[00:10:39.920 --> 00:10:41.520]  有神跡騎士拯救他
[00:10:41.520 --> 00:10:43.920]  保羅和西拉菲勒比的監獄
