
[00:00:00.000 --> 00:00:04.000]  今天新的一代,我覺得他們很幸福。
[00:00:04.000 --> 00:00:06.000]  因為我覺得現在新的一代非常幸福。
[00:00:06.000 --> 00:00:11.000]  不過呢,他們幸福得來,我覺得可能是他們一份的危機。
[00:00:11.000 --> 00:00:14.000]  所以,似乎個人我覺得現在可能存在一種危機。
[00:00:14.000 --> 00:00:18.000]  現在的年輕人一年到晚都很多時候收禮物的。
[00:00:18.000 --> 00:00:22.000]  就是年輕人一年從頭到晚經常收到禮物。
[00:00:22.000 --> 00:00:24.000]  新年就收禮物啦。
[00:00:24.000 --> 00:00:25.000]  新年有禮物。
[00:00:25.000 --> 00:00:26.000]  生日就收禮物啦。
[00:00:26.000 --> 00:00:27.000]  十日有禮物。
[00:00:27.000 --> 00:00:28.000]  聖誕就收禮物啦。
[00:00:28.000 --> 00:00:29.000]  聖誕也有禮物。
[00:00:29.000 --> 00:00:32.000]  我剛剛回香港。
[00:00:32.000 --> 00:00:34.000]  我剛剛回香港。
[00:00:34.000 --> 00:00:41.000]  回來的時候,我回香港的時候,特別是我媽媽就整天都掛著兩個孫子。
[00:00:41.000 --> 00:00:46.000]  其實我回香港的時候,我的母親整天掛念著這兩個在北美的孫子。
[00:00:46.000 --> 00:00:52.000]  我就不怕老實地這樣跟大家說,我拿著四千多塊港幣回香港而已。
[00:00:52.000 --> 00:00:56.000]  所以我說我不怕老實跟大家說,我帶了四千多塊錢回香港。
[00:00:56.000 --> 00:01:00.000]  四千多塊港幣回香港,我回了一個半月。
[00:01:00.000 --> 00:01:02.000]  我在香港待了一個半月。
[00:01:02.000 --> 00:01:08.000]  其實如果大家懂得計算,四千多塊港幣回一個半月,其實每天只有幾十塊港幣用。
[00:01:08.000 --> 00:01:13.000]  如果說四千多塊港幣的話,我每天自己十塊錢可以用。
[00:01:13.000 --> 00:01:16.000]  多少錢?其實應該不是很多啦。
[00:01:16.000 --> 00:01:17.000]  一百塊錢吧。
[00:01:17.000 --> 00:01:19.000]  一百塊港幣到一天啦。
[00:01:19.000 --> 00:01:22.000]  一百塊港幣在香港只能夠坐車一天。
[00:01:22.000 --> 00:01:25.000]  就是說一百塊港幣在香港足夠坐車用。
[00:01:25.000 --> 00:01:26.000]  我不是嚇你的。
[00:01:26.000 --> 00:01:27.000]  我不是開玩笑。
[00:01:27.000 --> 00:01:32.000]  只是坐巴士過九龍,深水埗再坐巴士回香港就已經是二十塊了。
[00:01:32.000 --> 00:01:37.000]  如果從香港坐車到深水埗再回來,就要二十塊錢。
[00:01:37.000 --> 00:01:39.000]  吃一碗餛飩麵三十七塊。
[00:01:39.000 --> 00:01:42.000]  吃完餛飩麵才七塊錢。
[00:01:42.000 --> 00:01:43.000]  那你只剩下幾十塊而已。
[00:01:43.000 --> 00:01:44.000]  而且只剩下二十塊。
[00:01:44.000 --> 00:01:47.000]  你那幾十塊一個不經意呢?
[00:01:47.000 --> 00:01:49.000]  如果稍不留意呢?
[00:01:49.000 --> 00:01:52.000]  口渴喝多一瓶水,十二塊。
[00:01:52.000 --> 00:01:56.000]  二十幾塊是沒有用的。
[00:01:56.000 --> 00:01:58.000]  二十塊錢是沒有用的。
[00:01:58.000 --> 00:01:59.000]  捐錢都沒有人要的。
[00:01:59.000 --> 00:02:01.000]  捐錢都沒有人要的。
[00:02:01.000 --> 00:02:06.000]  所以我媽媽就經常用這個做理由。
[00:02:06.000 --> 00:02:09.000]  我媽媽經常用這個做理由。
[00:02:09.000 --> 00:02:11.000]  我想買些禮物送給兩個孫子。
[00:02:11.000 --> 00:02:13.000]  我想買些禮物送給兩個孫子。
[00:02:13.000 --> 00:02:16.000]  我說可以了,不用買東西給他們,我會買的。
[00:02:16.000 --> 00:02:18.000]  行,我會買的。
[00:02:18.000 --> 00:02:19.000]  要的,要的。
[00:02:19.000 --> 00:02:20.000]  一定要的。
[00:02:20.000 --> 00:02:24.000]  然後在我身邊又塞了幾百塊給我。
[00:02:24.000 --> 00:02:26.000]  不塞,給我幾百塊錢。
[00:02:26.000 --> 00:02:30.000]  然後我說,好了好了,都收你幾百塊了。
[00:02:30.000 --> 00:02:31.000]  好了,我收下了。
[00:02:31.000 --> 00:02:35.000]  然後過兩天之後呢,他又來問我,
[00:02:35.000 --> 00:02:37.000]  你買了禮物沒有?
[00:02:37.000 --> 00:02:38.000]  你買了禮物沒有?
[00:02:38.000 --> 00:02:39.000]  還沒買。
[00:02:39.000 --> 00:02:40.000]  還沒買?
[00:02:40.000 --> 00:02:41.000]  不過我想起他們都快生日了。
[00:02:41.000 --> 00:02:42.000]  不過我想起他們都快生日了。
[00:02:42.000 --> 00:02:45.000]  剛才才九月他們生完日而已。
[00:02:45.000 --> 00:02:47.000]  九月,剛剛生日過了。
[00:02:47.000 --> 00:02:49.000]  他又說要補回禮物。
[00:02:49.000 --> 00:02:50.000]  要補回禮物。
[00:02:50.000 --> 00:02:51.000]  又塞幾百塊。
[00:02:51.000 --> 00:02:52.000]  又給幾百塊錢。
[00:02:52.000 --> 00:02:54.000]  就是經常塞幾百塊,幾百塊,幾百塊。
[00:02:54.000 --> 00:02:56.000]  對,對,經常塞幾百塊錢。
[00:02:56.000 --> 00:02:57.000]  我拒絕過很多次。
[00:02:57.000 --> 00:02:58.000]  我拒絕過很多次。
[00:02:58.000 --> 00:03:01.000]  其實他的心就是經常想買些禮物送給兩個孫子。
[00:03:01.000 --> 00:03:05.000]  就是經常想著買些禮物送給這兩個孫子。
[00:03:05.000 --> 00:03:08.000]  沒想到就說買來送給我和我的媳婦。
[00:03:08.000 --> 00:03:12.000]  沒有想不到的理由,就說買禮物送給我和媳婦。
[00:03:12.000 --> 00:03:14.000]  那又塞些錢給我。
[00:03:14.000 --> 00:03:15.000]  又給你錢。
[00:03:15.000 --> 00:03:17.000]  所以其實我帶著四千多塊回去呢。
[00:03:17.000 --> 00:03:18.000]  我帶了四千多塊回去。
[00:03:18.000 --> 00:03:20.000]  結果不是有四千多塊花的。
[00:03:20.000 --> 00:03:22.000]  結果不是有四千多塊花的。
[00:03:22.000 --> 00:03:24.000]  都有差不多七千塊左右。
[00:03:24.000 --> 00:03:25.000]  都有差不多七千塊花的。
[00:03:25.000 --> 00:03:26.000]  所以用了七千多塊錢。
[00:03:26.000 --> 00:03:28.000]  後來就叫師母匯些錢過來香港。
