
[00:00:00.000 --> 00:00:06.320]  2025年生命樹宣教御府祈靈修40天
[00:00:06.320 --> 00:00:10.640]  大家都知道是主吩咐我選擇這個題目
[00:00:10.640 --> 00:00:12.640]  「我主我神」
[00:00:12.640 --> 00:00:14.640]  來到第23段
[00:00:14.640 --> 00:00:16.640]  第23天落後了一點
[00:00:16.640 --> 00:00:18.640]  不過希望會追上
[00:00:18.640 --> 00:00:21.280]  是主耶穌在聖州裡面
[00:00:21.280 --> 00:00:24.400]  Holy Week最後一個星期在地上
[00:00:24.400 --> 00:00:28.240]  有很多事情發生
[00:00:28.240 --> 00:00:33.120]  選一些更重要的跟大家分享
[00:00:33.120 --> 00:00:35.760]  來到聖州的第七講
[00:00:35.760 --> 00:00:38.640]  「上帝的物歸上帝」
[00:00:38.640 --> 00:00:41.040]  這句話很有名
[00:00:41.040 --> 00:00:43.280]  「上帝的物歸給上帝」
[00:00:43.280 --> 00:00:45.520]  當然你一定會熟悉
[00:00:45.520 --> 00:00:49.680]  上一句「該殺的物歸給該殺」
[00:00:49.680 --> 00:00:52.720]  「上帝的物歸給上帝」
[00:00:52.720 --> 00:00:56.160]  這是很有名的說話
[00:00:56.160 --> 00:01:00.640]  我們開始吧 馬上禱告
[00:01:00.640 --> 00:01:02.160]  求主耶穌教導我們
[00:01:02.160 --> 00:01:06.800]  讓我們更明白你自己的心意與話語
[00:01:06.800 --> 00:01:08.800]  聖經是神所默示的
[00:01:08.800 --> 00:01:12.320]  是聖靈默示感動
[00:01:12.320 --> 00:01:14.320]  因此我們就先到你面前
[00:01:14.320 --> 00:01:18.560]  祈求聖靈指教我們這些說話裡面的意思
[00:01:18.560 --> 00:01:22.000]  幫助我們更加了解你的心意
[00:01:22.000 --> 00:01:24.000]  如果我們實在很不足
[00:01:24.000 --> 00:01:26.000]  很絕口奔涉
[00:01:26.000 --> 00:01:28.880]  而且又思考不精明
[00:01:28.880 --> 00:01:31.440]  不能完全的通達
[00:01:31.440 --> 00:01:35.760]  求聖靈教我們更加了解你的說話
[00:01:35.760 --> 00:01:40.400]  三一上主是無所不能、無所不知、無所不在
[00:01:40.400 --> 00:01:42.400]  要知道我們的軟弱
[00:01:42.400 --> 00:01:45.200]  你扶持我們、教導我們
[00:01:45.200 --> 00:01:50.160]  讚美你這位色在今在、以後永在的上主
[00:01:50.160 --> 00:01:51.680]  求你施展大能
[00:01:51.680 --> 00:01:55.760]  叫這個多苦的世界得到你自己的眷有
[00:01:55.760 --> 00:01:57.760]  叫我這個這麼卑微的人
[00:01:57.760 --> 00:01:59.760]  得到你的看顧
[00:01:59.760 --> 00:02:01.760]  多謝主慈悲為懷
[00:02:01.760 --> 00:02:05.120]  讚美你自己好施恩惠、廣行赦免
[00:02:05.120 --> 00:02:07.680]  接納每一個到你面前的人
[00:02:07.680 --> 00:02:09.680]  幫助我們、吸引我們
[00:02:09.680 --> 00:02:12.720]  讓我們更多的獻上自己
[00:02:12.720 --> 00:02:14.720]  天父我敬拜你
[00:02:14.720 --> 00:02:17.200]  我尊崇你、我高舉你
[00:02:17.200 --> 00:02:20.160]  願你得著榮耀稱讚
[00:02:20.160 --> 00:02:23.920]  我確信各道權並榮耀全是你的
[00:02:23.920 --> 00:02:25.920]  直到永遠 阿們
[00:02:25.920 --> 00:02:30.480]  我們看看這段聖經
[00:02:30.480 --> 00:02:32.480]  仍然在聖殿裏面
[00:02:32.480 --> 00:02:36.480]  馬太福音二十二章十五節
[00:02:36.480 --> 00:02:40.480]  當時發理賽人出去商議
[00:02:40.480 --> 00:02:45.120]  怎樣就著耶穌的話要陷害他
[00:02:45.120 --> 00:02:47.120]  為何會這樣呢?
[00:02:47.120 --> 00:02:50.160]  主要原因是他們在聖殿裏面
[00:02:50.160 --> 00:02:56.320]  見到耶穌這樣又在做診所、治病
[00:02:56.320 --> 00:02:59.920]  又治好黑眼、治好腿的人
[00:02:59.920 --> 00:03:02.960]  又將他們的生意斷了路
[00:03:02.960 --> 00:03:04.960]  趕出做買賣的人
[00:03:04.960 --> 00:03:06.960]  接著天天在那裏廣道
[00:03:06.960 --> 00:03:08.960]  很多人聽
[00:03:08.960 --> 00:03:10.960]  這樣還行嗎?
[00:03:10.960 --> 00:03:14.560]  誰給你牌子、權柄在這裏廣道?
[00:03:14.560 --> 00:03:18.160]  聖殿是我們民事在這裏廣道
[00:03:18.160 --> 00:03:21.360]  是我們專利的 為何你會在這裏做呢?
[00:03:21.360 --> 00:03:23.360]  耶穌一一回答他們
[00:03:23.360 --> 00:03:25.360]  接著還說一些比喻
[00:03:25.360 --> 00:03:27.360]  那些比喻就說到
[00:03:27.360 --> 00:03:32.960]  你們這班人霸佔著聖殿都一無作為
[00:03:32.960 --> 00:03:34.960]  最後還陷至說
[00:03:34.960 --> 00:03:36.960]  我是防國石
[00:03:36.960 --> 00:03:38.960]  誰衝撞 踏在我這裏
[00:03:38.960 --> 00:03:40.960]  以為想撞爛我
[00:03:40.960 --> 00:03:42.960]  你會變成粉碎
[00:03:42.960 --> 00:03:44.960]  我砸在你這裏
[00:03:44.960 --> 00:03:46.960]  你就沒命了 變成稀爛
[00:03:46.960 --> 00:03:53.360]  那些祭司長、民間長老、民事派來找人知道
[00:03:53.360 --> 00:03:57.360]  咦 跟我們說 罵我們 不行
[00:03:57.360 --> 00:04:00.560]  那就想辦法要去商議
[00:04:00.560 --> 00:04:02.560]  陷害他怎麼做呢?
[00:04:02.560 --> 00:04:05.760]  終於想到一個絕世好主意
[00:04:05.760 --> 00:04:07.760]  就是今天發生的了
[00:04:07.760 --> 00:04:13.760]  就打發他們的門徒和希律黨的人去見耶穌
[00:04:13.760 --> 00:04:17.760]  他們的門徒 你不要以為是耶穌的門徒
[00:04:17.760 --> 00:04:24.960]  就是發理塞人或民事祭司長等他們的門徒去找一個黨的人
[00:04:24.960 --> 00:04:29.760]  這個黨的人平時未必有很多來往
[00:04:29.760 --> 00:04:31.760]  因為他們是希律黨
[00:04:31.760 --> 00:04:33.760]  平時沒什麼來往
[00:04:33.760 --> 00:04:35.760]  希律黨我推測沒什麼來往
[00:04:35.760 --> 00:04:37.760]  希律黨的意思是什麼呢?
[00:04:37.760 --> 00:04:39.760]  就是他們是支持希律的
[00:04:39.760 --> 00:04:45.760]  希律王是代表羅馬人來統治他們的
[00:04:45.760 --> 00:04:49.760]  所以希律黨的人是保皇黨的
[00:04:49.760 --> 00:04:55.760]  保住希律王的和他家人支持他們的
[00:04:55.760 --> 00:04:59.760]  那希律黨 咦 為什麼不找個羅馬黨呢?
[00:04:59.760 --> 00:05:01.760]  羅馬的黨在這裡沒什麼出現的
[00:05:01.760 --> 00:05:11.760]  希律是羅馬的凱撒分了一塊地給希律
[00:05:11.760 --> 00:05:16.760]  在耶路撒冷附近或者應該說是巴勒斯坦
[00:05:16.760 --> 00:05:18.760]  一部分給他的
[00:05:18.760 --> 00:05:24.760]  不過一部分就是派一個巡撫去管的
[00:05:24.760 --> 00:05:28.760]  所以有希律管的地方 有巡撫管的地方
[00:05:28.760 --> 00:05:32.760]  但是大希律死了之後
[00:05:32.760 --> 00:05:38.760]  就將他自己的封地交給三個兒子承接了
[00:05:38.760 --> 00:05:43.760]  但是大兒子阿基努為人被爸爸重殘暴
[00:05:43.760 --> 00:05:45.760]  於是那些人就投訴他
[00:05:45.760 --> 00:05:50.760]  於是希律 於是這個凱撒大帝就很生氣
[00:05:50.760 --> 00:05:52.760]  對了 趁機會這樣
[00:05:52.760 --> 00:05:55.760]  我收回你的領地 我收回你的封地
[00:05:55.760 --> 00:05:59.760]  就將他調去高盧 歐洲的高盧
[00:05:59.760 --> 00:06:03.760]  高盧按道理就是現在法國的地方
[00:06:03.760 --> 00:06:08.760]  調去那裡 希律 阿基努就去了那裡
[00:06:08.760 --> 00:06:11.760]  剩下來的地誰管呢? 收回了
[00:06:11.760 --> 00:06:18.760]  那就更好 我派我自己屬下的總督去管
[00:06:18.760 --> 00:06:22.760]  當時耶穌時代的總督就是本丟比拉多
[00:06:22.760 --> 00:06:26.760]  大家知道了 但是仍然有些人是贊成希律的
[00:06:26.760 --> 00:06:30.760]  而希律由於他是屬於羅馬分封下來的
[00:06:30.760 --> 00:06:34.760]  所以他們都是親羅馬的
[00:06:34.760 --> 00:06:37.760]  打發那些法理財源的叛徒
[00:06:37.760 --> 00:06:40.760]  去和希律黨的人商議 一起去找耶穌
[00:06:40.760 --> 00:06:45.760]  你幫我詢問他 看看他怎麼樣
[00:06:45.760 --> 00:06:49.760]  然後你幫我搞一搞 好啊
[00:06:49.760 --> 00:06:55.760]  於是就問 夫子 我們知道你是誠實人
[00:06:55.760 --> 00:06:58.760]  並且誠誠實實傳上帝的道
[00:06:58.760 --> 00:07:01.760]  什麼人都不順情面
[00:07:01.760 --> 00:07:04.760]  因為你不看人的外貌
[00:07:04.760 --> 00:07:08.760]  希律黨的人來到就這樣問耶穌
[00:07:08.760 --> 00:07:14.760]  老師 我們都知道你是誠實人
[00:07:14.760 --> 00:07:21.760]  講老實話 不順情面 不看外貌 老實人
[00:07:21.760 --> 00:07:25.760]  既然是老實人 就想問你一件事
[00:07:25.760 --> 00:07:28.760]  就是說 如果這樣說 今天我們說的
[00:07:28.760 --> 00:07:31.760]  你老老實實回答我
[00:07:31.760 --> 00:07:36.760]  上面那段話 夫子 你是誠實人
[00:07:36.760 --> 00:07:41.760]  誠實傳道 不順情面 不看人的外貌來反映
[00:07:41.760 --> 00:07:46.760]  講了四行字這麼多 四句這麼長
[00:07:46.760 --> 00:07:49.760]  簡單一點 就是我們今天說
[00:07:49.760 --> 00:07:51.760]  你老老實實告訴我
[00:07:51.760 --> 00:07:56.760]  你覺得納粹級凱撒可以不可以?
[00:07:56.760 --> 00:08:00.760]  留意喔 你的意見怎麼樣?
[00:08:00.760 --> 00:08:03.760]  意見就是你講的 也就是說你的意見
[00:08:03.760 --> 00:08:06.760]  也就是說你講的 也就是說你贊成
[00:08:06.760 --> 00:08:09.760]  那就可以有把柄了
[00:08:09.760 --> 00:08:15.760]  可不可以納粹級蓋撒 或者叫凱撒?
[00:08:15.760 --> 00:08:18.760]  耶穌看出他們的惡意就說
[00:08:18.760 --> 00:08:22.760]  你們這幫假冒為善的人 幹嘛試探我呢?
[00:08:22.760 --> 00:08:24.760]  假冒為善在哪裡?
[00:08:24.760 --> 00:08:26.760]  假冒為善就是在那裡
[00:08:26.760 --> 00:08:30.760]  哎呀 老師 老師 我們很想多認識一些東西
[00:08:30.760 --> 00:08:33.760]  很想知道你的教導是怎麼樣
[00:08:33.760 --> 00:08:36.760]  你教教我們吧 我們都很迷茫
[00:08:36.760 --> 00:08:40.760]  不知道納粹比凱撒好不好
[00:08:40.760 --> 00:08:45.760]  扮來求學問 扮來求神的心意
[00:08:45.760 --> 00:08:47.760]  扮來這樣 假冒為善
[00:08:47.760 --> 00:08:50.760]  那你幹嘛試探我呢?
[00:08:50.760 --> 00:08:54.760]  試探呢 這個試探真的是想你死的那種
[00:08:54.760 --> 00:08:57.760]  看出他們的惡意
[00:08:57.760 --> 00:08:59.760]  所以這個試探呢 這個Temptation呢
[00:08:59.760 --> 00:09:03.760]  是真的想你跌低了 想你沒命了
[00:09:03.760 --> 00:09:07.760]  真是跌低沒命的
[00:09:07.760 --> 00:09:12.760]  耶穌就說 哪一個上帥的淺級我看呢?
[00:09:12.760 --> 00:09:14.760]  納粹行不行?
[00:09:14.760 --> 00:09:21.760]  你們這幫裝模作樣 又說我是誠誠實實
[00:09:21.760 --> 00:09:26.760]  老老實實的人 你說納粹比羅馬行不行?
[00:09:26.760 --> 00:09:28.760]  納粹比凱撒行不行?
[00:09:28.760 --> 00:09:31.760]  就是納粹比羅馬
[00:09:31.760 --> 00:09:37.760]  耶穌就說好啊 主耶穌的反應真是很厲害 很快
[00:09:37.760 --> 00:09:41.760]  哪一個上帥的淺級我看?
[00:09:41.760 --> 00:09:43.760]  如果要來交稅的時候
[00:09:43.760 --> 00:09:45.760]  上帥的淺是什麼呢?
[00:09:45.760 --> 00:09:47.760]  就是羅馬接受的錢
[00:09:47.760 --> 00:09:49.760]  你找個聖殿的錢去交稅
[00:09:49.760 --> 00:09:53.760]  不收你的 不流通的貨幣
[00:09:53.760 --> 00:09:56.760]  是要羅馬本地用的錢
[00:09:56.760 --> 00:09:59.760]  拿個錢幣來看看
[00:09:59.760 --> 00:10:02.760]  他們就拿一個銀錢來給他
[00:10:02.760 --> 00:10:04.760]  耶穌就問你
[00:10:04.760 --> 00:10:11.760]  這個錢幣上面有個象和有號
[00:10:11.760 --> 00:10:13.760]  是誰來的?
[00:10:13.760 --> 00:10:15.760]  是寫什麼字?
[00:10:15.760 --> 00:10:18.760]  「這象和這號是誰的?」
[00:10:18.760 --> 00:10:22.760]  這個象是形象的意思
[00:10:22.760 --> 00:10:26.760]  形象上面有個標誌
[00:10:26.760 --> 00:10:29.760]  這個形象是誰來的?
[00:10:29.760 --> 00:10:31.760]  這個標誌是誰的?
[00:10:31.760 --> 00:10:34.760]  這個號這個字也不夠準確
[00:10:34.760 --> 00:10:36.760]  這個號就是名號
[00:10:36.760 --> 00:10:38.760]  看下去其實意思就是
[00:10:38.760 --> 00:10:41.760]  上面的黑字是誰的?
[00:10:41.760 --> 00:10:44.760]  就好像譬如我們看到一張照片
[00:10:44.760 --> 00:10:46.760]  這張照片不知道是誰的
[00:10:46.760 --> 00:10:49.760]  不過如果下面有Caption寫著某某名
[00:10:49.760 --> 00:10:52.760]  就知道這張照片是他了
[00:10:52.760 --> 00:10:55.760]  或者這幅畫在哪個位置
[00:10:55.760 --> 00:10:57.760]  很多畫家喜歡在一個
[00:10:57.760 --> 00:10:59.760]  你看不到不留意的角落那裡
[00:10:59.760 --> 00:11:01.760]  簽個名在那裡
[00:11:01.760 --> 00:11:04.760]  又或者這幅畫在下面標記著
[00:11:04.760 --> 00:11:06.760]  這幅畫是誰的
[00:11:06.760 --> 00:11:09.760]  畢加索
[00:11:09.760 --> 00:11:10.760]  耶穌就問
[00:11:10.760 --> 00:11:11.760]  拿著錢幣
[00:11:11.760 --> 00:11:15.760]  這個樣子是誰的?
[00:11:15.760 --> 00:11:17.760]  後面黑了些字
[00:11:17.760 --> 00:11:19.760]  那些字是寫什麼?
[00:11:19.760 --> 00:11:21.760]  是寫什麼字?
[00:11:21.760 --> 00:11:25.760]  他們就說我是凱撒的樣子
[00:11:25.760 --> 00:11:27.760]  後面那些字就是凱撒的統治
[00:11:27.760 --> 00:11:29.760]  什麼時候到什麼時候
[00:11:29.760 --> 00:11:31.760]  大家都見過錢幣
[00:11:31.760 --> 00:11:35.760]  以前我們的錢幣是有英女皇的頭像
[00:11:35.760 --> 00:11:37.760]  我小時候再早一點
[00:11:37.760 --> 00:11:41.760]  是有英男皇的
[00:11:41.760 --> 00:11:45.760]  男士的英國皇帝
[00:11:45.760 --> 00:11:47.760]  然後後面沒有了
