
[00:00:00.000 --> 00:00:07.040]  好,讓我們好好的安靜,我們心先禱告
[00:00:07.040 --> 00:00:09.280]  主耶穌基督,多謝祢
[00:00:09.280 --> 00:00:13.960]  在新的時代,祢對我們有新的希望
[00:00:13.960 --> 00:00:19.480]  求祢讓我們現在心回到加尼尼海邊
[00:00:19.480 --> 00:00:24.040]  叫我們重新聽到主祢的呼召
[00:00:24.040 --> 00:00:27.840]  來,跟從我
[00:00:27.840 --> 00:00:35.240]  叫弟兄姊妹所聽的不是軟弱的氣鳴吳家駒的發聲
[00:00:35.240 --> 00:00:40.720]  而是基督透過孩子嘴裡的發聲
[00:00:40.720 --> 00:00:46.440]  聲音裏面,言語裏面,說話裏面有權柄
[00:00:46.440 --> 00:00:49.840]  有改變人心的能力
[00:00:49.840 --> 00:00:51.840]  能夠引起共鳴
[00:00:51.840 --> 00:00:59.760]  令弟兄姊妹更加貼近你,跟隨你,成為你喜愛的門徒
[00:00:59.760 --> 00:01:01.760]  多謝你聽我們的禱告
[00:01:01.760 --> 00:01:04.680]  奉基督耶穌的名,阿們
[00:01:04.680 --> 00:01:11.200]  我們一起來看馬可福音一章十四至二十節
[00:01:11.200 --> 00:01:18.680]  我自己會將這段經文分開三個點跟大家說
[00:01:18.680 --> 00:01:22.640]  第一點就是一章十四至十五
[00:01:22.640 --> 00:01:26.840]  就是神在新時代對我們的希望
[00:01:26.840 --> 00:01:31.400]  神在新時代對我們的希望
[00:01:31.400 --> 00:01:37.000]  第二,十六至十八節
[00:01:37.000 --> 00:01:44.240]  就是從整人生的方向滿足神的希望
[00:01:44.240 --> 00:01:50.160]  從整人生的方向滿足神的希望
[00:01:50.160 --> 00:01:54.040]  第三個點就是十九至二十節
[00:01:54.040 --> 00:02:00.320]  重新釐定人生的優次,滿足神的希望
[00:02:00.320 --> 00:02:10.560]  十九至二十節,重新釐定人生的優次,滿足神的希望
[00:02:10.560 --> 00:02:12.560]  好,我們一起去看
[00:02:12.560 --> 00:02:18.520]  第十四節說到約翰落監以後
[00:02:18.520 --> 00:02:21.480]  耶穌來到加利利傳福音
[00:02:21.480 --> 00:02:28.680]  祂說,日其滿,神的國近,你要悔改順福音
[00:02:28.680 --> 00:02:33.840]  這就是新時代神對我們的希望
[00:02:33.840 --> 00:02:37.520]  就是要我們悔改順福音
[00:02:37.520 --> 00:02:46.600]  頂姐妹我們知道一章十四節說明是一章,是馬禾福音剛剛記載耶穌事公的起頭
[00:02:46.600 --> 00:02:51.640]  但是我們知道第十三節,如果你看前面說的是甚麼
[00:02:51.640 --> 00:02:59.480]  你馬上看到,是說到耶穌被聖靈引到曠野受魔鬼的試探
[00:02:59.480 --> 00:03:03.960]  第十三節說到天使來自候耶穌
[00:03:03.960 --> 00:03:10.720]  頂姐妹,你要知道十三和十四節之間
[00:03:10.720 --> 00:03:15.240]  相距約有一年的時間
[00:03:15.240 --> 00:03:22.200]  那你就知道,原來十三和十四節的時間不是立刻發生的
[00:03:22.200 --> 00:03:25.200]  原來是相距了一年左右
[00:03:25.200 --> 00:03:28.480]  在這一年裡面,耶穌去了哪裡呢?
[00:03:28.480 --> 00:03:33.040]  耶穌就在猶太的地方去傳講福音
[00:03:33.040 --> 00:03:36.320]  在猶太的地方傳講福音
[00:03:36.320 --> 00:03:41.400]  而第十四節一開就是說,約翰下監以後
[00:03:41.400 --> 00:03:43.720]  約翰是施洗約翰
[00:03:43.720 --> 00:03:45.440]  他為甚麼下監呢?
[00:03:45.440 --> 00:03:47.960]  因為他批評希律
[00:03:47.960 --> 00:03:52.160]  批評他娶了他兄弟的妻子為妻
[00:03:52.160 --> 00:03:56.280]  因此哪怕希律是尊重約翰
[00:03:56.280 --> 00:03:58.440]  是尊敬約翰也好
[00:03:58.440 --> 00:04:02.320]  當他牽涉到他的私人問題的時候
[00:04:02.320 --> 00:04:06.240]  希律就惱羞成怒,將約翰下監
[00:04:06.240 --> 00:04:09.800]  而耶穌就在這個時候
[00:04:09.800 --> 00:04:11.800]  約翰下監的時候
[00:04:11.800 --> 00:04:15.280]  有一些經文說耶穌是退到加利利
[00:04:15.280 --> 00:04:18.840]  而馬可說祂來到加利利
[00:04:18.840 --> 00:04:24.040]  你就知道原來以前耶穌不是在加利利
[00:04:24.040 --> 00:04:27.240]  原來以前耶穌在猶太地
[00:04:27.240 --> 00:04:29.400]  這裡是十分重要
[00:04:29.400 --> 00:04:33.440]  接著說到彼得安德烈的時候
[00:04:33.440 --> 00:04:35.440]  我們再一起來看
[00:04:35.440 --> 00:04:37.040]  耶穌來到加利利
[00:04:37.040 --> 00:04:44.000]  祂說「日期滿,神的國近,你們要悔改,順福音」
[00:04:44.000 --> 00:04:46.840]  甚麼叫做「日期滿」呢?
[00:04:46.840 --> 00:04:50.880]  「日期滿」即是神計劃
[00:04:50.880 --> 00:04:53.080]  祂舊的計劃
[00:04:53.080 --> 00:04:58.800]  已經是夠時間改換一個新的篇章
[00:04:58.800 --> 00:05:01.080]  「滿」即是成熟
[00:05:01.080 --> 00:05:04.120]  即是時機已經到了
[00:05:04.120 --> 00:05:06.680]  新的時候開始
[00:05:06.680 --> 00:05:08.440]  「天國近」
[00:05:08.440 --> 00:05:10.440]  「天國」是甚麼意思呢?
[00:05:10.440 --> 00:05:12.800]  即是說上帝的統治
[00:05:12.800 --> 00:05:14.480]  上帝的權柄
[00:05:14.480 --> 00:05:16.480]  上帝的管治
[00:05:16.480 --> 00:05:17.480]  近了
[00:05:17.480 --> 00:05:20.800]  尼賽亞來到這個世界
[00:05:20.800 --> 00:05:22.680]  耶穌渡成肉身
[00:05:22.680 --> 00:05:26.800]  耶穌對我們對人類的管治是近了
[00:05:26.800 --> 00:05:32.720]  所以耶穌在新的時代對我們的希望是甚麼呢?
[00:05:32.720 --> 00:05:35.120]  你們要悔改
[00:05:35.120 --> 00:05:37.520]  悔改思想裏面
[00:05:37.520 --> 00:05:39.640]  重新反省
[00:05:39.640 --> 00:05:43.040]  重新將舊有的挪開
[00:05:43.040 --> 00:05:45.320]  幻想是上帝的心
[00:05:45.320 --> 00:05:46.960]  順福音
[00:05:46.960 --> 00:05:48.160]  接受的
[00:05:48.160 --> 00:05:50.200]  完全聽命的
[00:05:50.200 --> 00:05:52.000]  順而靠
[00:05:52.000 --> 00:05:54.240]  而下面的經文那裏
[00:05:54.240 --> 00:05:56.640]  耶穌說「來,跟從我」
[00:05:56.640 --> 00:05:59.960]  這個是信的一個表達
[00:05:59.960 --> 00:06:01.760]  完全接受的
[00:06:01.760 --> 00:06:03.520]  毫無疑問的
[00:06:03.520 --> 00:06:04.920]  跟隨耶穌
[00:06:04.920 --> 00:06:06.880]  耶穌對我們的希望就是
[00:06:06.880 --> 00:06:08.640]  你們要悔改
[00:06:08.640 --> 00:06:10.520]  順福音
[00:06:10.520 --> 00:06:11.320]  弟兄姊妹
[00:06:11.320 --> 00:06:12.080]  你記得
[00:06:12.080 --> 00:06:13.760]  你看回十四節
[00:06:13.760 --> 00:06:15.880]  耶穌為甚麼會來到加利利
[00:06:15.880 --> 00:06:18.840]  因為約翰下監
[00:06:18.840 --> 00:06:20.280]  為甚麼約翰下監
[00:06:20.280 --> 00:06:22.600]  因為希律被批評
[00:06:22.600 --> 00:06:23.960]  希律不滿
[00:06:23.960 --> 00:06:26.520]  於是將約翰下監
[00:06:26.520 --> 00:06:28.280]  耶穌在這個時候
[00:06:28.280 --> 00:06:31.320]  因為猶太人不聽祂說福音
[00:06:31.320 --> 00:06:33.360]  所以祂來到加利利地
[00:06:33.360 --> 00:06:35.080]  外邦的地
[00:06:35.080 --> 00:06:38.000]  向加利利的居民
[00:06:38.000 --> 00:06:40.280]  宣講這個福音
[00:06:40.280 --> 00:06:42.160]  祂說你們要悔改
[00:06:42.160 --> 00:06:44.400]  順福音
[00:06:44.400 --> 00:06:45.240]  弟兄姊妹
[00:06:45.240 --> 00:06:48.280]  我預備這篇講道的時候
[00:06:48.280 --> 00:06:50.320]  早幾天聽過新聞
[00:06:50.320 --> 00:06:52.040]  不知道大家有沒有看
[00:06:52.040 --> 00:06:55.480]  有一個世界末日鐘
[00:06:55.480 --> 00:06:56.680]  大家記得
[00:06:56.680 --> 00:06:59.440]  有一班原子能的科學家
[00:06:59.440 --> 00:07:01.440]  他們有份創造
[00:07:01.440 --> 00:07:05.480]  世界第一顆原子彈的科學家
[00:07:05.480 --> 00:07:08.720]  他們創設這個世界末日鐘
[00:07:08.720 --> 00:07:11.320]  世界末日鐘在哪一年開始生效
[00:07:11.320 --> 00:07:13.720]  開始正式運作呢
[00:07:13.720 --> 00:07:16.640]  就是1947年
[00:07:16.640 --> 00:07:19.120]  1947年開始運作
[00:07:19.120 --> 00:07:23.880]  而由1947年到最近前幾天
[00:07:23.880 --> 00:07:25.680]  再調校時鐘
[00:07:25.680 --> 00:07:30.040]  才知道現在是幾點鐘
[00:07:30.040 --> 00:07:32.800]  我現在不是問現在這個時候
[00:07:32.800 --> 00:07:35.600]  我問世界末日鐘
[00:07:35.600 --> 00:07:38.800]  你知道凌晨12點是什麼時間嗎
[00:07:38.800 --> 00:07:40.280]  就是世界末日
[00:07:40.280 --> 00:07:42.920]  不過他們所說的世界末日
[00:07:42.920 --> 00:07:44.720]  不是說耶穌第二次降臨
[00:07:44.720 --> 00:07:45.240]  這個末日
[00:07:45.240 --> 00:07:46.600]  不是這個意思
[00:07:46.600 --> 00:07:48.320]  是說他們認為
[00:07:48.320 --> 00:07:51.120]  地球將會受到核彈的攻擊
[00:07:51.120 --> 00:07:52.040]  或者是爆炸
[00:07:52.040 --> 00:07:54.000]  或者是毀滅
[00:07:54.000 --> 00:07:56.880]  或者是環境的極度污染
[00:07:56.880 --> 00:07:59.560]  以致人類不能夠生存
[00:07:59.560 --> 00:08:03.800]  現在是11點58分
[00:08:03.800 --> 00:08:08.040]  那三分鐘是最近調校的
[00:08:08.040 --> 00:08:09.600]  本來是55
[00:08:09.600 --> 00:08:12.320]  現在去到58
[00:08:12.320 --> 00:08:15.400]  由1947年到現在為止
[00:08:15.400 --> 00:08:19.080]  已經調校了18次
[00:08:19.080 --> 00:08:21.840]  現在是非常接近
[00:08:21.840 --> 00:08:22.960]  弟兄姊妹
[00:08:22.960 --> 00:08:25.000]  這個時代
