
[00:00:00.000 --> 00:00:03.400]  大家預備好心去聆聽神的說話了嗎?
[00:00:03.400 --> 00:00:05.300]  我們一起有個祈禱吧
[00:00:05.300 --> 00:00:09.240]  主我們去滿心感謝祢
[00:00:09.240 --> 00:00:12.520]  感受到祢愛我們每一個
[00:00:12.520 --> 00:00:16.520]  祢愛我們超過我們所想像
[00:00:16.520 --> 00:00:19.260]  主我們來到祢的面前
[00:00:19.260 --> 00:00:21.920]  願意去躺開我們的心
[00:00:21.920 --> 00:00:27.240]  願真理的聖靈此刻在我們心裡默默工作
[00:00:27.740 --> 00:00:30.940]  帶領我們進入祢的真理裡面
[00:00:30.940 --> 00:00:34.480]  一瞬間無論是說的、聽的
[00:00:34.480 --> 00:00:35.960]  都夢你月亮
[00:00:35.960 --> 00:00:39.320]  更加夢你的真理來引導
[00:00:39.320 --> 00:00:43.320]  來引導我們的生命更加靠近你
[00:00:43.320 --> 00:00:44.460]  我們祈禱
[00:00:44.460 --> 00:00:47.140]  奉主耶穌基督的聖名至祈求
[00:00:47.140 --> 00:00:48.320]  阿們
[00:00:48.320 --> 00:00:53.440]  好,我們首先去看一看
[00:00:53.440 --> 00:00:56.320]  有圖片給大家看的
[00:00:58.060 --> 00:00:59.060]  對了
[00:00:59.060 --> 00:01:01.680]  小朋友在做什麼呢?
[00:01:01.680 --> 00:01:07.140]  你發現他在動鼻子的位置在做什麼呢?
[00:01:07.140 --> 00:01:09.060]  啊?
[00:01:09.060 --> 00:01:11.040]  他在做什麼呢?
[00:01:11.040 --> 00:01:13.600]  在生氣嗎?
[00:01:13.600 --> 00:01:16.120]  是啊,他好像在生豬氣
[00:01:16.120 --> 00:01:19.560]  不過小朋友生氣也是很可愛的
[00:01:19.560 --> 00:01:23.720]  原來在生氣的時候
[00:01:23.720 --> 00:01:25.220]  鼻子會怎樣呢?
[00:01:25.860 --> 00:01:29.060]  會撞起來的,大家有沒有見過自己這樣的樣子呢?
[00:01:29.060 --> 00:01:32.700]  有沒有見過別人這樣的樣子呢?
[00:01:32.700 --> 00:01:34.120]  有沒有呢?
[00:01:34.120 --> 00:01:37.480]  如果有人生氣的時候
[00:01:37.480 --> 00:01:39.400]  通常會先聽到聲音
[00:01:39.400 --> 00:01:42.360]  在大聲地罵人
[00:01:42.360 --> 00:01:43.560]  就知道他生氣了
[00:01:43.560 --> 00:01:46.000]  但很少看到他的鼻子會撞起來的
[00:01:46.000 --> 00:01:50.080]  原來聖經在《針研》十九章十一節這樣說的
[00:01:50.080 --> 00:01:54.180]  人有見識就不輕易發怒
[00:01:54.180 --> 00:01:58.280]  寬恕人的過失便是自己的榮耀
[00:01:58.280 --> 00:02:00.280]  這個不輕易發怒
[00:02:00.280 --> 00:02:03.320]  原來在原文裡面我覺得很有趣的
[00:02:03.320 --> 00:02:06.320]  它說「使鼻子變長」
[00:02:06.320 --> 00:02:08.600]  好像是一個成語
[00:02:08.600 --> 00:02:09.800]  「使鼻子變長」
[00:02:09.800 --> 00:02:12.400]  你不生氣的時候鼻子就長一點
[00:02:12.400 --> 00:02:14.840]  你生氣的時候原來鼻子也變短了
[00:02:14.840 --> 00:02:16.760]  臉也縮起來了
[00:02:16.760 --> 00:02:19.280]  臉和鼻子也撞起來了
[00:02:19.280 --> 00:02:23.080]  原來聖經有些地方也很有趣
[00:02:23.080 --> 00:02:24.440]  和大家分享
[00:02:24.440 --> 00:02:25.440]  好
[00:02:25.440 --> 00:02:27.960]  我們今天要說什麼題目呢?
[00:02:27.960 --> 00:02:30.960]  剛才配音傳道已經說了
[00:02:30.960 --> 00:02:32.360]  是關於饒恕的
[00:02:32.360 --> 00:02:33.680]  我給了一個題目
[00:02:33.680 --> 00:02:37.360]  講題是「清理未了結的帳」
[00:02:37.360 --> 00:02:38.600]  「饒恕」
[00:02:38.600 --> 00:02:43.880]  在《馬太福音》十八章二十一至三十五節
[00:02:43.880 --> 00:02:49.680]  我會和大家分段讀出這段落的經文
[00:02:49.680 --> 00:02:51.280]  首先第一個段落
[00:02:51.280 --> 00:02:52.520]  我們看一看
[00:02:53.240 --> 00:02:55.800]  就是「有限度的饒恕」
[00:02:55.800 --> 00:02:58.480]  對Verbis
[00:02:58.480 --> 00:03:01.160]  「無限度的饒恕」
[00:03:01.160 --> 00:03:04.440]  就是二十一至二十二節
[00:03:04.440 --> 00:03:06.000]  我們一起讀
[00:03:06.000 --> 00:03:06.360]  預備
[00:03:06.360 --> 00:03:07.240]  一二三
[00:03:07.240 --> 00:03:11.160]  「那時彼得進前來對耶穌說
[00:03:11.160 --> 00:03:13.760]  主呀!我弟兄得罪我
[00:03:13.760 --> 00:03:16.240]  我當饒恕他幾次呢?
[00:03:16.240 --> 00:03:18.280]  到七次可以嗎?
[00:03:18.280 --> 00:03:20.600]  耶穌說:我對你說
[00:03:20.600 --> 00:03:25.120]  亦不是到七次,乃是到七十個七次。」
[00:03:25.120 --> 00:03:28.000]  那彼得為什麼會這樣問呢?
[00:03:28.000 --> 00:03:31.120]  原來由前面說了一些東西
[00:03:31.120 --> 00:03:32.880]  前面說了些什麼呢?
[00:03:32.880 --> 00:03:34.680]  由十八章開始
[00:03:34.680 --> 00:03:37.040]  就在說什麼叫愛
[00:03:37.040 --> 00:03:40.960]  譬如第六至第七節都會說到
[00:03:40.960 --> 00:03:47.840]  如果你令信我的一個小子跌倒
[00:03:47.840 --> 00:03:52.840]  不如像大石頭穿著他的頸
[00:03:52.840 --> 00:03:54.640]  將他沉入海裡
[00:03:54.640 --> 00:03:56.880]  令他絆倒
[00:03:56.880 --> 00:03:59.520]  這些人就會有禍
[00:03:59.520 --> 00:04:03.520]  而且不可以輕看當中每一個小子
[00:04:03.520 --> 00:04:07.240]  還有在第十五至十六節說到
[00:04:07.240 --> 00:04:11.520]  如果有弟兄得罪你的話
[00:04:11.520 --> 00:04:15.640]  就要找他走到一旁跟他說話
[00:04:15.640 --> 00:04:16.840]  說回這件事
[00:04:16.840 --> 00:04:18.960]  和說清這件事
[00:04:18.960 --> 00:04:20.440]  哪裡錯誤
[00:04:20.440 --> 00:04:23.160]  如果弟兄不聽你的話
[00:04:23.160 --> 00:04:24.800]  就找另一個人去
[00:04:24.800 --> 00:04:26.000]  如果也搞不定
[00:04:26.000 --> 00:04:26.800]  就怎樣呢?
[00:04:26.800 --> 00:04:28.480]  就去回教會處理
[00:04:28.480 --> 00:04:29.960]  其實是說
[00:04:29.960 --> 00:04:31.880]  如果有人得罪你
[00:04:31.880 --> 00:04:34.200]  你應該怎樣去做
[00:04:34.200 --> 00:04:37.000]  所以我們看回剛才的經文
[00:04:37.000 --> 00:04:40.840]  所以彼得來到耶穌面前
[00:04:40.840 --> 00:04:42.320]  去問耶穌
[00:04:42.320 --> 00:04:43.440]  主啊
[00:04:43.440 --> 00:04:46.240]  如果弟兄得罪了我
[00:04:46.240 --> 00:04:49.240]  我去饒恕他多少次呢?
[00:04:49.240 --> 00:04:51.680]  七次可以嗎?
[00:04:51.680 --> 00:04:53.920]  你覺得七次多不多?
[00:04:53.920 --> 00:04:55.080]  都多
[00:04:55.080 --> 00:04:58.000]  大家的標準都很有限
[00:04:58.000 --> 00:05:02.360]  原來猶太人的教導是這樣的
[00:05:02.360 --> 00:05:04.800]  如果饒恕別人
[00:05:04.800 --> 00:05:06.600]  最多三次
[00:05:06.600 --> 00:05:07.480]  第四次
[00:05:07.480 --> 00:05:08.720]  不行了
[00:05:08.720 --> 00:05:09.720]  為什麼呢?
[00:05:09.720 --> 00:05:11.800]  我們再看一看
[00:05:11.800 --> 00:05:13.120]  因為
[00:05:13.120 --> 00:05:18.960]  猶太人饒恕別人的習慣
[00:05:18.960 --> 00:05:19.840]  不超過三次
[00:05:19.840 --> 00:05:25.440]  是出自摩斯書一至二章的格式
[00:05:25.440 --> 00:05:27.240]  和學本說到
[00:05:27.240 --> 00:05:28.800]  什麼什麼
[00:05:28.800 --> 00:05:30.080]  譬如大馬士革
[00:05:30.080 --> 00:05:31.720]  加薩推羅
[00:05:31.720 --> 00:05:33.480]  是一個模式
[00:05:33.480 --> 00:05:35.280]  是一種寫作格式
[00:05:35.280 --> 00:05:38.400]  三番四次犯罪
[00:05:38.400 --> 00:05:41.920]  我必不免去他的刑罰
[00:05:41.920 --> 00:05:44.040]  如果是英文會看得更加清楚
[00:05:44.040 --> 00:05:47.000]  選了一個經典版的King James Version
[00:05:47.000 --> 00:05:48.240]  寫著
[00:05:48.240 --> 00:05:51.240]  for three transgressions of XXX
[00:05:51.240 --> 00:05:52.400]  and for four
[00:05:52.400 --> 00:05:55.440]  I will not turn away the punishment thereof
[00:05:55.440 --> 00:05:56.280]  就是說
[00:05:56.280 --> 00:05:58.320]  第四次就不行了
[00:05:58.320 --> 00:06:00.920]  第四次就要受刑罰
[00:06:00.920 --> 00:06:04.640]  所以猶太人會根據這個出處
[00:06:04.640 --> 00:06:08.160]  來作出饒恕別人的習慣和教導
[00:06:08.160 --> 00:06:09.000]  好了
[00:06:09.000 --> 00:06:12.200]  耶穌說到
[00:06:12.200 --> 00:06:14.000]  不是七次
[00:06:14.000 --> 00:06:14.920]  答阿彼得
[00:06:14.920 --> 00:06:16.520]  答他多少次
[00:06:16.520 --> 00:06:18.520]  七十個七次
[00:06:18.520 --> 00:06:22.080]  七是一個完全的意思
[00:06:22.080 --> 00:06:28.200]  其實已經超出人律法所要定的規例規條
[00:06:28.200 --> 00:06:30.200]  已經是人的極限
[00:06:30.200 --> 00:06:31.280]  七十個七次
[00:06:31.280 --> 00:06:33.240]  意思是完完全全
[00:06:33.240 --> 00:06:36.960]  無限次的原諒和寬恕
[00:06:36.960 --> 00:06:40.600]  好了 什麼叫做饒恕呢
[00:06:40.600 --> 00:06:42.320]  查了字典
[00:06:42.320 --> 00:06:44.600]  查了英文字典
[00:06:44.600 --> 00:06:46.120]  Cambridge的字典
[00:06:46.120 --> 00:06:47.320]  有個解釋的
