
[00:00:00.000 --> 00:00:02.000]  大英姊妹 主日平安
[00:00:02.000 --> 00:00:08.000]  你會覺得很奇怪 為什麼這個宣教士會穿成這樣
[00:00:08.000 --> 00:00:17.000]  因為我在學員傳導會做宣教士 每天都接觸很多大學生
[00:00:17.000 --> 00:00:29.000]  所以穿成這樣 跟他們一起打球 玩 看電影 扮年輕
[00:00:30.000 --> 00:00:40.000]  所以穿成這樣 跟他們一起打球 玩 看電影 扮年輕
[00:00:40.000 --> 00:00:44.000]  上次站在這個講台已經是兩年前了
[00:00:44.000 --> 00:00:48.000]  我之前站在這個講台已經是兩年前了
[00:00:48.000 --> 00:00:51.000]  上次來是宣教分享
[00:00:51.000 --> 00:00:54.000]  上一次來是為了宣教的分享
[00:00:54.000 --> 00:00:58.000]  跟我一起來的姊妹叫Doccus
[00:00:58.000 --> 00:01:01.000]  跟我一起來的姊妹叫Doccus
[00:01:01.000 --> 00:01:05.000]  謝謝你們的支持 她很快就完成她兩年的工作實習
[00:01:05.000 --> 00:01:12.000]  謝謝你們的支持 她很快就完成她兩年的工作實習
[00:01:12.000 --> 00:01:17.000]  我們往後有少許時間可以多分享
[00:01:17.000 --> 00:01:19.000]  等一下我會多點分享
[00:01:19.000 --> 00:01:21.000]  我們進入主題
[00:01:21.000 --> 00:01:23.000]  現在我們進入主題
[00:01:23.000 --> 00:01:25.000]  安息的真意
[00:01:25.000 --> 00:01:27.000]  安息的真正意義
[00:01:27.000 --> 00:01:29.000]  進入上帝的安息裡頭
[00:01:29.000 --> 00:01:31.000]  進入上帝的安息裡頭
[00:01:31.000 --> 00:01:35.000]  我們開始之前一起做一個禱告
[00:01:35.000 --> 00:01:37.000]  我們開始之前一起做一個禱告
[00:01:37.000 --> 00:01:40.000]  親愛的恩主 我們今天聚集在你的面前
[00:01:40.000 --> 00:01:44.000]  親愛的恩主 今天我們聚集在你的面前
[00:01:44.000 --> 00:01:47.000]  心靈渴望得到你的安息
[00:01:47.000 --> 00:01:50.000]  我們心裡渴望得到你的安息
[00:01:50.000 --> 00:01:52.000]  在這個忙碌的世界裡
[00:01:52.000 --> 00:01:54.000]  在這個忙碌的世界裡
[00:01:54.000 --> 00:01:58.000]  求你幫助我們學習信靠你的供應
[00:01:58.000 --> 00:02:02.000]  求你幫助我們學習信靠你的供應
[00:02:02.000 --> 00:02:07.000]  進入你所設計工作和休息的節奏裡
[00:02:07.000 --> 00:02:12.000]  進入你設計的工作和安息的節奏裡
[00:02:12.000 --> 00:02:15.000]  求你打開我們的心
[00:02:15.000 --> 00:02:17.000]  求你打開我們的心
[00:02:17.000 --> 00:02:19.000]  使我們能夠明白你的話語
[00:02:19.000 --> 00:02:22.000]  使我們能夠明白你的話語
[00:02:22.000 --> 00:02:25.000]  帶領我們進入你所供應的安息裡
[00:02:25.000 --> 00:02:27.000]  帶領我們進入你所供應的安息裡
[00:02:27.000 --> 00:02:30.000]  帶領我們進入你所供應的安息裡
[00:02:30.000 --> 00:02:32.000]  我們奉主耶穌名求
[00:02:32.000 --> 00:02:34.000]  我們奉主耶穌的名求
[00:02:34.000 --> 00:02:36.000]  阿們
[00:02:36.000 --> 00:02:39.000]  剛才已經讀過
[00:02:39.000 --> 00:02:45.000]  在悉尼這個節奏這麼快的地方裡頭
[00:02:45.000 --> 00:02:49.000]  在悉尼這個節奏這麼快的城市裡
[00:02:49.000 --> 00:02:54.000]  我們有工作 家庭 照顧子女 甚至孫子孫女
[00:02:54.000 --> 00:02:57.000]  我們有工作 我們要照顧家庭
[00:02:57.000 --> 00:02:59.000]  甚至是照顧我們的孫子
[00:02:59.000 --> 00:03:04.000]  作為基督徒也要有教會的侍功
[00:03:04.000 --> 00:03:07.000]  作為基督徒我們也有教會的侍功
[00:03:07.000 --> 00:03:11.000]  我們常常都好像一部不停下來的機器一樣
[00:03:11.000 --> 00:03:14.000]  我們好像一部不能停下來的機器
[00:03:14.000 --> 00:03:19.000]  但是在創世紀二章一至三節裡頭告訴我們
[00:03:19.000 --> 00:03:23.000]  但是在創世紀二章一至三節裡邊提到
[00:03:23.000 --> 00:03:25.000]  上帝創造世界之後
[00:03:25.000 --> 00:03:27.000]  在第七天去休息
[00:03:27.000 --> 00:03:30.000]  上帝創造了這個世界以後
[00:03:30.000 --> 00:03:32.000]  在第七天休息
[00:03:32.000 --> 00:03:35.000]  上帝的休息不是因為他累
[00:03:35.000 --> 00:03:38.000]  上帝的休息並不是他疲倦了
[00:03:38.000 --> 00:03:41.000]  因為他工作已經完成
[00:03:41.000 --> 00:03:43.000]  因為他的工作已經完成
[00:03:43.000 --> 00:03:45.000]  他很滿意自己的創造
[00:03:45.000 --> 00:03:48.000]  他很滿意自己的創造
[00:03:48.000 --> 00:03:54.000]  他停下來邀請我們一起跟他享受這份安息
[00:03:54.000 --> 00:03:59.000]  他停下來邀請我們和他一起分享這份安息
[00:03:59.000 --> 00:04:03.000]  我記得我剛剛成為基督徒的時候
[00:04:03.000 --> 00:04:06.000]  我記得我剛剛成為基督徒的時候
[00:04:06.000 --> 00:04:09.000]  我經常聽到以上這個問題
[00:04:09.000 --> 00:04:11.000]  我經常聽到以上這個問題
[00:04:11.000 --> 00:04:13.000]  我相信耶穌
[00:04:13.000 --> 00:04:14.000]  我相信耶穌
[00:04:14.000 --> 00:04:16.000]  我是一個基督徒
[00:04:16.000 --> 00:04:17.000]  我是基督徒
[00:04:17.000 --> 00:04:20.000]  但是我覺得我不需要回教會
[00:04:20.000 --> 00:04:23.000]  但是我覺得我不需要回教會
[00:04:23.000 --> 00:04:26.000]  我自己和神的關係更重要
[00:04:26.000 --> 00:04:28.000]  我和神的關係才是最重要的
[00:04:28.000 --> 00:04:30.000]  我有讀經有靈修
[00:04:30.000 --> 00:04:32.000]  我有讀經有靈修
[00:04:32.000 --> 00:04:36.000]  不需要回星期天的教會崇拜
[00:04:36.000 --> 00:04:39.000]  不需要回星期天教會的崇拜
[00:04:39.000 --> 00:04:43.000]  前幾個月我有位朋友邀請我
[00:04:43.000 --> 00:04:49.000]  參加一個在香港的網上讀經研究
[00:04:49.000 --> 00:04:53.000]  前幾個月我有一位香港的朋友邀請我
[00:04:53.000 --> 00:04:57.000]  出席網上的讀經研究
[00:04:57.000 --> 00:05:00.000]  但是我不認識這位講員
[00:05:00.000 --> 00:05:02.000]  但是我不認識這位講員
[00:05:02.000 --> 00:05:04.000]  我有八卦
[00:05:04.000 --> 00:05:07.000]  但是我有一點好奇心 有一點八卦
[00:05:07.000 --> 00:05:10.000]  我就上網去搜尋一下他是誰
[00:05:10.000 --> 00:05:14.000]  我就上網搜尋一下他是誰
[00:05:14.000 --> 00:05:18.000]  接著發現一樣很特別的東西
[00:05:18.000 --> 00:05:21.000]  我發現有一點很奇怪的東西
[00:05:21.000 --> 00:05:23.000]  他公開這麼說
[00:05:23.000 --> 00:05:27.000]  在他其中一個YouTube的影片裡這麼說
[00:05:27.000 --> 00:05:32.000]  他在他YouTube的其中一個影片裡提到過
[00:05:32.000 --> 00:05:33.000]  大家都知道的
[00:05:33.000 --> 00:05:36.000]  我星期天不會回教會崇拜的
[00:05:36.000 --> 00:05:40.000]  大家都知道我不回星期天教會的崇拜
[00:05:40.000 --> 00:05:44.000]  後來我發現原來他是某間英國的大學
[00:05:44.000 --> 00:05:48.000]  博士讀關於音樂崇拜的
[00:05:48.000 --> 00:05:52.000]  他是某一所英國的大學
[00:05:52.000 --> 00:05:56.000]  修讀博士的關於音樂的崇拜
[00:05:56.000 --> 00:05:59.000]  在這裡我就發覺
