
[00:00:00.000 --> 00:00:07.360]  今天想和大家分享今次的一個新系列的講道
[00:00:07.360 --> 00:00:11.680]  這個系列叫做「毅行者」
[00:00:11.680 --> 00:00:15.560]  是講述蓬佩奧的關係
[00:00:15.560 --> 00:00:17.840]  不知道大家有沒有印象
[00:00:17.840 --> 00:00:19.600]  可能你太年輕 未必有印象
[00:00:19.600 --> 00:00:21.480]  但我猜你應該聽過這句話
[00:00:21.480 --> 00:00:23.360]  你有沒有聽過一個廣告有一句這樣的說話
[00:00:23.360 --> 00:00:27.080]  它說「人生有一個真正的朋友的確好極」
[00:00:27.080 --> 00:00:30.120]  那是什麼廣告呢
[00:00:30.120 --> 00:00:33.200]  你應該知道應該是某一個啤酒牌子
[00:00:33.200 --> 00:00:37.320]  那你記不記得廣告裡面是不是一個人呢
[00:00:37.320 --> 00:00:39.520]  當然不是啦 很多人的嘛
[00:00:39.520 --> 00:00:43.920]  所以其實我們今次這個系列「毅行者」是講述蓬佩奧的關係
[00:00:43.920 --> 00:00:45.600]  有很多朋友
[00:00:45.600 --> 00:00:49.680]  我不知道你在你人生不同的階段都會認識到不同的朋友
[00:00:49.680 --> 00:00:54.600]  幼稚園開始 小學 中學 大學
[00:00:54.600 --> 00:00:58.600]  教會 鄰居 興趣班 補習 不同的活動聚會
[00:00:58.600 --> 00:01:01.760]  教會 小組 公司 職場
[00:01:01.760 --> 00:01:04.400]  很多不同的朋友你都認識到很多
[00:01:04.400 --> 00:01:09.600]  但是有多少的朋友是你保存得到的呢
[00:01:09.600 --> 00:01:11.800]  是生存的呢
[00:01:11.800 --> 00:01:14.800]  應該不是很多吧
[00:01:14.800 --> 00:01:17.440]  今次我們很想透過這個系列
[00:01:17.440 --> 00:01:22.080]  我們透過三篇的道去跟大家探討一下
[00:01:22.080 --> 00:01:25.360]  在蓬佩奧的關係裡面
[00:01:25.360 --> 00:01:29.840]  有幾樣很重要會遇到的情況和問題
[00:01:29.840 --> 00:01:31.240]  以致我們都去學
[00:01:31.240 --> 00:01:33.000]  如何在蓬佩奧的關係裡面
[00:01:33.000 --> 00:01:36.840]  可能希望不只是某一個階段認識完可能就停了
[00:01:36.840 --> 00:01:38.640]  而是可能是一些突破
[00:01:38.640 --> 00:01:41.440]  或者可以令到關係可以保持到
[00:01:41.440 --> 00:01:45.480]  十年 二十年 或者三十年
[00:01:45.480 --> 00:01:47.760]  那之後那兩堂講什麼呢
[00:01:47.760 --> 00:01:49.720]  那你記得要翻這個崇拜
[00:01:49.720 --> 00:01:51.920]  那你就知道下兩次的時候講什麼了
[00:01:51.920 --> 00:01:54.120]  那今天我會講什麼呢
[00:01:54.120 --> 00:01:57.640]  今天的講題是破繭而出
[00:01:57.640 --> 00:02:00.760]  我選了一段經文
[00:02:00.760 --> 00:02:04.880]  比特前書四章一到十一節
[00:02:04.880 --> 00:02:06.480]  透過這個講題
[00:02:06.480 --> 00:02:08.160]  關於什麼朋友的什麼呢
[00:02:08.160 --> 00:02:09.360]  不知道你能不能猜到
[00:02:09.360 --> 00:02:11.280]  我數三聲 你就開估了
[00:02:11.280 --> 00:02:13.640]  一 二 三
[00:02:13.640 --> 00:02:18.200]  對了 這個就出來了
[00:02:18.200 --> 00:02:20.280]  peer pressure
[00:02:20.280 --> 00:02:22.800]  peer pressure就是我查過字典
[00:02:22.800 --> 00:02:24.280]  講什麼呢
[00:02:24.280 --> 00:02:28.160]  the pressure that you feel to behave
[00:02:28.160 --> 00:02:33.520]  in a certain way because your friends or people in your group expect it
[00:02:33.520 --> 00:02:34.920]  即是那班人呢
[00:02:34.920 --> 00:02:37.640]  預了你是這樣做的
[00:02:37.640 --> 00:02:39.040]  在蓬佩奧的關係
[00:02:39.040 --> 00:02:40.560]  在那班朋友裡面
[00:02:40.560 --> 00:02:43.000]  他預了可能形成了一些壓力
[00:02:43.000 --> 00:02:45.320]  或者形成了你預計是這樣的
[00:02:45.320 --> 00:02:46.520]  譬如說你那班朋友
[00:02:46.520 --> 00:02:47.080]  我不知道你
[00:02:47.080 --> 00:02:48.040]  我以前中學的時候
[00:02:48.040 --> 00:02:49.280]  所有的中學同學很多
[00:02:49.280 --> 00:02:51.880]  不是所有 很多都是穿皮鞋
[00:02:51.880 --> 00:02:53.480]  一定穿Dr.Martin
[00:02:53.480 --> 00:02:55.080]  牛仔褲一定是Levi's的
[00:02:55.080 --> 00:02:56.520]  那你很貴的
[00:02:56.520 --> 00:02:57.760]  我那時候小時候
[00:02:57.760 --> 00:02:58.920]  我當然不是穿那些
[00:02:58.920 --> 00:03:01.280]  有些人就是我不穿那些就不行的
[00:03:01.280 --> 00:03:03.200]  有一些壓力
[00:03:03.200 --> 00:03:06.480]  蓬佩奧的壓力有好的影響
[00:03:06.480 --> 00:03:09.040]  也有不好的影響
[00:03:09.040 --> 00:03:11.320]  如果聖經裡面拿兩個例子
[00:03:11.320 --> 00:03:13.240]  好的影響是什麼呢
[00:03:13.240 --> 00:03:14.200]  大衛有個朋友
[00:03:14.200 --> 00:03:15.120]  你記得了
[00:03:15.120 --> 00:03:17.400]  死黨約拿丹
[00:03:17.400 --> 00:03:19.880]  為了他 連命都可以不要
[00:03:19.880 --> 00:03:23.280]  但是有些不好的影響呢
[00:03:23.280 --> 00:03:25.400]  你記得約了八個三個朋友嗎
[00:03:25.400 --> 00:03:26.760]  哇 很慘的
[00:03:26.760 --> 00:03:28.400]  你突然間什麼都沒有的時候
[00:03:28.400 --> 00:03:30.640]  他還要三個朋友在旁邊不停地按摩
[00:03:30.640 --> 00:03:36.240]  按到你餓到你覺得比死更難受
[00:03:36.240 --> 00:03:38.000]  等一會當我們出來工作
[00:03:38.000 --> 00:03:40.960]  面對著可能有不同的同事
[00:03:40.960 --> 00:03:42.840]  排隊呢
[00:03:42.840 --> 00:03:43.840]  他做的事情
[00:03:43.840 --> 00:03:46.880]  我心裡面覺得搞錯了 壞事
[00:03:46.880 --> 00:03:48.000]  不要做了
[00:03:48.000 --> 00:03:50.440]  但是又好像不敢表達
[00:03:50.440 --> 00:03:53.520]  好像破壞了關係
[00:03:53.520 --> 00:03:56.200]  又或者當你有些中學的朋友
[00:03:56.200 --> 00:03:57.680]  你心裡面那句就覺得
[00:03:57.680 --> 00:03:59.400]  他以前都沒有我這麼厲害
[00:03:59.400 --> 00:04:01.800]  但是現在發展得挺好的
[00:04:01.800 --> 00:04:05.240]  心裡面覺得有點酸酸的
[00:04:05.240 --> 00:04:08.480]  不是很能夠真心的替他高興
[00:04:08.480 --> 00:04:11.480]  又或者很怕得失一些朋友
[00:04:11.480 --> 00:04:12.960]  認識了很久的
[00:04:12.960 --> 00:04:16.120]  不是很敢表達
[00:04:16.120 --> 00:04:17.160]  又很想他認同
[00:04:17.160 --> 00:04:18.960]  其實有些事情又不是很同意
[00:04:18.960 --> 00:04:20.440]  久而久之
[00:04:20.440 --> 00:04:21.960]  就是其實
[00:04:21.960 --> 00:04:24.680]  不太知道自己想怎樣
[00:04:24.680 --> 00:04:25.480]  不太知道自己
[00:04:25.480 --> 00:04:26.960]  究竟真實的自己
[00:04:26.960 --> 00:04:28.480]  其實想怎樣去選擇
[00:04:28.480 --> 00:04:29.680]  別人做了 那我就做吧
[00:04:29.680 --> 00:04:31.600]  照樣去吧
[00:04:31.600 --> 00:04:32.040]  我以前
[00:04:32.040 --> 00:04:33.440]  我當年讀大學的時候
[00:04:33.440 --> 00:04:34.960]  有一本書不知道你有沒有聽過
[00:04:34.960 --> 00:04:39.040]  叫做《為什麼我不敢告訴你我是誰》
[00:04:39.040 --> 00:04:40.520]  就是我不敢告訴你
[00:04:40.520 --> 00:04:42.280]  我是真實是一個怎樣的人
[00:04:42.280 --> 00:04:44.760]  心裡面有很多的害怕
[00:04:44.760 --> 00:04:45.760]  很多的害怕
[00:04:45.760 --> 00:04:46.680]  很多的害怕
[00:04:46.680 --> 00:04:47.960]  害怕被人拒絕
[00:04:47.960 --> 00:04:50.480]  害怕我真實地表達我自己的時候
[00:04:50.480 --> 00:04:52.880]  別人不知道你怎麼看
[00:04:52.880 --> 00:04:54.120]  所以今天我想透過
[00:04:54.120 --> 00:04:56.400]  彼得前書這十一節的經文
[00:04:56.400 --> 00:04:58.360]  跟大家去分享一下
[00:04:58.360 --> 00:04:59.760]  在那個害怕的過程
[00:04:59.760 --> 00:05:01.120]  聖經有沒有一些訊息
[00:05:01.120 --> 00:05:03.280]  可以成為我們一些幫助呢
[00:05:03.280 --> 00:05:06.120]  我們不如先讀完這十一節的經文吧
[00:05:06.120 --> 00:05:08.040]  我今天選了的譯本就是《新漢語》
[00:05:08.040 --> 00:05:10.400]  我以往一向都讀和學本的
[00:05:10.400 --> 00:05:12.200]  但是都覺得這段經文
[00:05:12.200 --> 00:05:14.080]  《新漢語》譯得好很多
[00:05:14.080 --> 00:05:16.640]  不用解釋太多 讀出來會比較清楚
[00:05:16.640 --> 00:05:20.640]  那我先讀完這十一節的經文吧
[00:05:20.640 --> 00:05:21.760]  第一節
[00:05:21.760 --> 00:05:25.840]  所以基督既然在肉身受苦
[00:05:25.840 --> 00:05:29.320]  你們也要用同樣的心智來武裝自己
[00:05:29.320 --> 00:05:31.480]  因為人在肉身受過苦
[00:05:31.480 --> 00:05:33.960]  就已經和罪斷絕了
[00:05:33.960 --> 00:05:36.240]  好讓你們不再為人的私慾
[00:05:36.240 --> 00:05:38.080]  而是為神的旨意
[00:05:38.080 --> 00:05:40.400]  在肉身度餘下的光陰
[00:05:40.400 --> 00:05:44.560]  因為你們過去以愛族人的心意行事
[00:05:44.560 --> 00:05:48.840]  活在淫蕩 私慾 醉酒 謊言 狂飲
[00:05:48.840 --> 00:05:51.960]  和違背律法的偶像崇拜之中
