
[00:00:00.000 --> 00:00:02.000]  好 看節目 早晨
[00:00:02.000 --> 00:00:06.000]  剛才讀的那段經文
[00:00:06.000 --> 00:00:08.000]  是不是挺熟悉的
[00:00:08.000 --> 00:00:10.000]  特別那句什麼
[00:00:10.000 --> 00:00:13.000]  要打的美好的仗
[00:00:13.000 --> 00:00:15.000]  打過了
[00:00:15.000 --> 00:00:17.000]  當跑路跑盡了
[00:00:17.000 --> 00:00:20.000]  通常什麼時候會聽到這句經文
[00:00:20.000 --> 00:00:22.000]  喪禮
[00:00:22.000 --> 00:00:25.000]  通常是一些什麼牧師
[00:00:25.000 --> 00:00:27.000]  教會領袖
[00:00:27.000 --> 00:00:30.000]  過身的時候就讀這段經文
[00:00:30.000 --> 00:00:33.000]  問題是和我有什麼關係
[00:00:33.000 --> 00:00:35.000]  我又不是牧師
[00:00:35.000 --> 00:00:38.000]  在座只有我和彭牧師兩個牧師
[00:00:38.000 --> 00:00:40.000]  和我們有什麼關係呢
[00:00:40.000 --> 00:00:42.000]  但這段經文
[00:00:42.000 --> 00:00:46.000]  其實我給的題目叫做以宗為恥
[00:00:46.000 --> 00:00:49.000]  什麼叫以宗為恥呢
[00:00:49.000 --> 00:00:51.000]  這個字不是我想的
[00:00:55.000 --> 00:00:59.000]  這個字就是一本
[00:00:59.000 --> 00:01:01.000]  很有影響力的書
[00:01:01.000 --> 00:01:03.000]  很多企業都會做一些訓練
[00:01:03.000 --> 00:01:09.000]  叫做 七個高效能人士的七個習慣
[00:01:09.000 --> 00:01:12.000]  其中一個習慣就是
[00:01:12.000 --> 00:01:15.000]  Begin with the end in my 以宗為恥
[00:01:15.000 --> 00:01:18.000]  當你看到人生的終局的時候
[00:01:18.000 --> 00:01:21.000]  那我今天怎麼生活
[00:01:21.000 --> 00:01:23.000]  說的這件事
[00:01:23.000 --> 00:01:25.000]  我在想
[00:01:25.000 --> 00:01:27.000]  如果我將來死了
[00:01:27.000 --> 00:01:29.000]  彭牧師
[00:01:29.000 --> 00:01:31.000]  我們遲早都有一天
[00:01:31.000 --> 00:01:35.000]  究竟我們能不能夠說出這句話
[00:01:35.000 --> 00:01:41.000]  這八節經文給大家一點觀念
[00:01:41.000 --> 00:01:43.000]  就好像三文治一樣
[00:01:43.000 --> 00:01:47.000]  三文治有兩塊麵包夾著餡
[00:01:47.000 --> 00:01:51.000]  第一塊就是講到人生的終局
[00:01:51.000 --> 00:01:56.000]  然後尾後那幾節就講到保羅自己的終局
[00:01:56.000 --> 00:02:02.000]  中間那幾節就是講到我今天怎麼生活
[00:02:02.000 --> 00:02:07.000]  開始三文治的頭一塊就是說
[00:02:07.000 --> 00:02:14.000]  就是將來我們會在審判活人死人的基督耶穌面前
[00:02:14.000 --> 00:02:17.000]  等讀完不詳細讀
[00:02:17.000 --> 00:02:21.000]  我想問一下我們將來是否要受
[00:02:21.000 --> 00:02:25.000]  我們會受一個什麼樣的審判
[00:02:25.000 --> 00:02:27.000]  我真的要問你
[00:02:27.000 --> 00:02:30.000]  將來要受一個什麼樣的審判
[00:02:30.000 --> 00:02:36.000]  什麼樣的審判
[00:02:36.000 --> 00:02:38.000]  什麼顏色
[00:02:38.000 --> 00:02:40.000]  白色大審判
[00:02:40.000 --> 00:02:42.000]  這個我們經常聽到
[00:02:42.000 --> 00:02:43.000]  白色大審判
[00:02:43.000 --> 00:02:47.000]  正確一些不正確一些
[00:02:47.000 --> 00:02:50.000]  白色大審判這個白色的大寶座
[00:02:50.000 --> 00:02:52.000]  應該這樣說不是白色大審
[00:02:52.000 --> 00:02:53.000]  就是啟示祿所講
[00:02:53.000 --> 00:02:54.000]  將來我們在神的面前
[00:02:54.000 --> 00:02:56.000]  我們會有一個白色的大寶座
[00:02:56.000 --> 00:02:59.000]  重點不是什麼顏色
[00:02:59.000 --> 00:03:04.000]  白色的意思是很純正很正確的
[00:03:04.000 --> 00:03:09.000]  在這個白色大審判就有案卷
[00:03:09.000 --> 00:03:13.000]  就是那些書卷以前那些羊皮卷
[00:03:13.000 --> 00:03:16.000]  案卷那個字在英文是
[00:03:16.000 --> 00:03:19.000]  有S即是多數
[00:03:19.000 --> 00:03:24.000]  但是另外有一案卷又展開了
[00:03:24.000 --> 00:03:26.000]  這個就叫卜
[00:03:26.000 --> 00:03:28.000]  就是單數
[00:03:28.000 --> 00:03:32.000]  那個單數就是講到生命賊
[00:03:32.000 --> 00:03:34.000]  我們在那裡受審判
[00:03:34.000 --> 00:03:39.000]  這個圖可能會幫到我一點
[00:03:39.000 --> 00:03:45.000]  在你們的左手邊
[00:03:45.000 --> 00:03:47.000]  就是看到有一卷
[00:03:47.000 --> 00:03:51.000]  另外右手邊就有幾卷
[00:03:51.000 --> 00:03:52.000]  請問
[00:03:52.000 --> 00:03:54.000]  大家要留心
[00:03:54.000 --> 00:03:57.000]  請問你的名字在哪邊
[00:03:57.000 --> 00:03:59.000]  左邊還是右邊
[00:03:59.000 --> 00:04:04.000]  Both
[00:04:04.000 --> 00:04:06.000]  Double entry 不是
[00:04:06.000 --> 00:04:08.000]  我們的名字在左邊
[00:04:08.000 --> 00:04:11.000]  一卷 生命賊
[00:04:11.000 --> 00:04:14.000]  右邊就是其他人的名字
[00:04:14.000 --> 00:04:16.000]  和他所做的就在右邊
[00:04:16.000 --> 00:04:19.000]  就是將來所有的人
[00:04:19.000 --> 00:04:22.000]  都要按著他的行為來審判
[00:04:22.000 --> 00:04:25.000]  不過基督徒不同
[00:04:25.000 --> 00:04:28.000]  基督徒因為耶穌基督的寶血救贖
[00:04:28.000 --> 00:04:30.000]  我們不需要經過審判
[00:04:30.000 --> 00:04:34.000]  所以有名單的那些是豁免的
[00:04:34.000 --> 00:04:37.000]  所以打擊白色大寶座的審判是對的
[00:04:37.000 --> 00:04:41.000]  不過那個不是在講對我們
[00:04:41.000 --> 00:04:44.000]  那我們要不要審判
[00:04:44.000 --> 00:04:45.000]  到由
[00:04:45.000 --> 00:04:47.000]  不過嚴格來說
[00:04:47.000 --> 00:04:50.000]  就不可以叫做審判
[00:04:50.000 --> 00:04:53.000]  前書三章說
[00:04:53.000 --> 00:04:56.000]  我們今天怎樣過人生
[00:04:56.000 --> 00:04:59.000]  我們究竟用金 銀 寶 石
[00:04:59.000 --> 00:05:01.000]  那些真正的東西
[00:05:01.000 --> 00:05:03.000]  去建造我們人生
[00:05:03.000 --> 00:05:06.000]  還是草木和階
[00:05:06.000 --> 00:05:08.000]  將來有火事驗
[00:05:08.000 --> 00:05:11.000]  你就會
[00:05:11.000 --> 00:05:14.000]  人在根基所所建的工程
[00:05:14.000 --> 00:05:16.000]  若存留得住
[00:05:16.000 --> 00:05:18.000]  他就得賞賜
[00:05:18.000 --> 00:05:20.000]  所以他不是
[00:05:20.000 --> 00:05:22.000]  嚴格上未必是
[00:05:22.000 --> 00:05:25.000]  可能不可以用一個審判這個字
[00:05:25.000 --> 00:05:27.000]  是一個考驗
[00:05:27.000 --> 00:05:29.000]  試驗
[00:05:29.000 --> 00:05:31.000]  評核
[00:05:31.000 --> 00:05:34.000]  甚麼叫金 銀 寶 石 草木和階
[00:05:34.000 --> 00:05:36.000]  小時候有沒有聽過
[00:05:36.000 --> 00:05:39.000]  三隻小豬的故事
[00:05:39.000 --> 00:05:41.000]  小時候未聽過
[00:05:41.000 --> 00:05:42.000]  小時候聽
[00:05:42.000 --> 00:05:44.000]  可能忘記了
[00:05:44.000 --> 00:05:48.000]  小時候就會講這個故事給他聽
[00:05:48.000 --> 00:05:50.000]  英文就會
[00:05:50.000 --> 00:05:51.000]  三隻小豬
[00:05:51.000 --> 00:05:54.000]  一個用草 一個用木 一個用磚
[00:05:54.000 --> 00:05:57.000]  柴郎就 哼哼哼
[00:05:57.000 --> 00:05:59.000]  我記得的
[00:05:59.000 --> 00:06:03.000]  因為我有個孫 現在跟孫講
[00:06:03.000 --> 00:06:04.000]  所以
[00:06:04.000 --> 00:06:06.000]  寶 羅一講這段經文的時候
[00:06:06.000 --> 00:06:09.000]  他提醒在三文字的結構裏面
[00:06:09.000 --> 00:06:12.000]  原來人生將來有終局
[00:06:12.000 --> 00:06:15.000]  所以我們不是
[00:06:15.000 --> 00:06:17.000]  今朝有酒今朝醉
[00:06:17.000 --> 00:06:20.000]  將來我們要交帳
[00:06:20.000 --> 00:06:23.000]  就算基督徒我們將來在神面前都要交帳
[00:06:23.000 --> 00:06:25.000]  那我今日
[00:06:25.000 --> 00:06:27.000]  怎樣生活呢
[00:06:27.000 --> 00:06:28.000]  好了
[00:06:28.000 --> 00:06:31.000]  三文字的下半部就是六到八節
[00:06:31.000 --> 00:06:32.000]  最後三節
[00:06:32.000 --> 00:06:35.000]  就是寶羅自己去到人生的盡頭
[00:06:35.000 --> 00:06:39.000]  他說我現在被囂電
[00:06:39.000 --> 00:06:42.000]  我們見過人拜神貼了電酒
[00:06:42.000 --> 00:06:44.000]  當然寶羅不是在講拜神
[00:06:44.000 --> 00:06:45.000]  他是在講甚麼呢
[00:06:45.000 --> 00:06:48.000]  講他人生就好像電酒一樣
[00:06:48.000 --> 00:06:49.000]  沒有了
[00:06:49.000 --> 00:06:52.000]  他是在講我的終局
[00:06:52.000 --> 00:06:54.000]  寶羅自己的終局
[00:06:54.000 --> 00:06:57.000]  提摩太后書是在
[00:06:57.000 --> 00:07:00.000]  主後六十四到六十五年
[00:07:00.000 --> 00:07:04.000]  你知道寶羅曾經有三次宣教旅程
[00:07:04.000 --> 00:07:06.000]  第四次
[00:07:06.000 --> 00:07:08.000]  就是去到羅馬
[00:07:08.000 --> 00:07:10.000]  坐牢死了那裏
[00:07:10.000 --> 00:07:13.000]  我們今年九月都會
[00:07:13.000 --> 00:07:17.000]  明年九月希望可以再做寶羅團
[00:07:17.000 --> 00:07:21.000]  基本上是土耳其和希臘
[00:07:21.000 --> 00:07:23.000]  其實理論上應該包括羅馬
[00:07:23.000 --> 00:07:24.000]  但一般都不會包括
[00:07:24.000 --> 00:07:25.000]  因為太貴
[00:07:25.000 --> 00:07:28.000]  再加上羅馬
[00:07:28.000 --> 00:07:30.000]  所以寶羅在那裏就說
[00:07:30.000 --> 00:07:33.000]  我走完這裏的人生路程
[00:07:33.000 --> 00:07:35.000]  剛才講的是人類的終結
[00:07:35.000 --> 00:07:38.000]  現在講的是他自己的終結
[00:07:38.000 --> 00:07:40.000]  講到美好的將
[00:07:40.000 --> 00:07:41.000]  當跑路
[00:07:41.000 --> 00:07:44.000]  和所信的道
[00:07:44.000 --> 00:07:46.000]  剛才講的是以終為止
[00:07:46.000 --> 00:07:47.000]  那好了
[00:07:47.000 --> 00:07:48.000]  跟我有甚麼關係呢
[00:07:48.000 --> 00:07:49.000]  今日有甚麼關係呢
