
[00:00:00.000 --> 00:00:01.540]  嘿,大兄姐妹好
[00:00:01.540 --> 00:00:04.740]  每逢中秋節的時候,我會想起我生日
[00:00:04.740 --> 00:00:06.640]  因為我生日在中秋節附近
[00:00:06.640 --> 00:00:08.440]  多謝各位
[00:00:08.440 --> 00:00:10.640]  不過已經過了
[00:00:10.640 --> 00:00:13.900]  無論如何,我們繼續看這個主題叫做Providence
[00:00:13.900 --> 00:00:17.900]  上帝的護你,或者上帝的庇護
[00:00:17.900 --> 00:00:19.840]  什麼意思?Providence
[00:00:19.840 --> 00:00:24.100]  我們曾經解釋過這個字,就是事先看見的意思
[00:00:24.100 --> 00:00:26.500]  就是上帝在你的生命當中
[00:00:26.500 --> 00:00:28.200]  大大小小的事情
[00:00:28.200 --> 00:00:30.500]  他已經一早看見
[00:00:30.500 --> 00:00:33.000]  並且他是照顧著的
[00:00:33.000 --> 00:00:37.000]  這是聖經中一個很寶貴的教導
[00:00:37.000 --> 00:00:39.000]  當我們心中有驚慌
[00:00:39.000 --> 00:00:42.600]  或者我們不知道下一步要怎麼走的時候
[00:00:42.600 --> 00:00:43.600]  我們會有安穩
[00:00:43.600 --> 00:00:46.100]  因為我們知道上帝有Providence
[00:00:46.100 --> 00:00:49.000]  在過去我們生命中經歷過的事情
[00:00:49.000 --> 00:00:51.300]  我們如何迂迴曲折都好
[00:00:51.300 --> 00:00:55.000]  我們都知道原來是有上帝自己的帶領著
[00:00:55.000 --> 00:01:00.600]  我們不是被那些盲目的命運操控著
[00:01:00.600 --> 00:01:02.600]  或者擺佈著我們
[00:01:02.600 --> 00:01:06.900]  Providence是聖經中非常重要的一個教導
[00:01:06.900 --> 00:01:10.100]  所以我們繼續看約瑟的故事
[00:01:10.100 --> 00:01:14.600]  今次第二次我們看到約瑟的故事
[00:01:14.600 --> 00:01:16.500]  創世紀39章
[00:01:16.500 --> 00:01:17.800]  上一次我們看37章
[00:01:17.800 --> 00:01:20.000]  今次我們看39章
[00:01:20.000 --> 00:01:21.300]  39章開始
[00:01:21.300 --> 00:01:23.800]  一個很熟悉的故事
[00:01:23.800 --> 00:01:29.600]  我們不如整段來讀一讀
[00:01:29.600 --> 00:01:31.600]  39章第一節
[00:01:31.600 --> 00:01:34.900]  約瑟被帶下埃及去
[00:01:34.900 --> 00:01:37.100]  有一個埃及人波提法
[00:01:37.100 --> 00:01:38.600]  是法老的官員
[00:01:38.600 --> 00:01:39.800]  是護衛長
[00:01:39.800 --> 00:01:45.600]  他從那些帶約瑟下來的二十萬人手中
[00:01:45.600 --> 00:01:48.200]  把約瑟買了
[00:01:48.200 --> 00:01:51.900]  約瑟在他埃及主人的家中
[00:01:51.900 --> 00:01:53.700]  約瑟與他同在
[00:01:53.700 --> 00:01:56.100]  他是一個通達的人
[00:01:56.100 --> 00:01:57.800]  他主人見約瑟與他同在
[00:01:57.800 --> 00:02:02.800]  就見約瑟使他手裡所辦的事都順利
[00:02:02.800 --> 00:02:03.900]  第四節
[00:02:03.900 --> 00:02:06.000]  約瑟就在主人眼前蒙恩
[00:02:06.000 --> 00:02:06.900]  事後他主人
[00:02:06.900 --> 00:02:08.500]  主人派他管理家務
[00:02:08.500 --> 00:02:11.000]  把一切所有的都交在他手裡
[00:02:11.000 --> 00:02:13.000]  自從主人派約瑟
[00:02:13.000 --> 00:02:15.100]  管理家務和他一切所有的
[00:02:15.100 --> 00:02:17.900]  約瑟就因約瑟的緣故
[00:02:17.900 --> 00:02:19.800]  賜福那埃及人的家
[00:02:19.800 --> 00:02:22.000]  飯家裡面、田裡面
[00:02:22.000 --> 00:02:24.600]  一切所有的都蒙饒或賜福
[00:02:24.600 --> 00:02:28.900]  波提法把他一切所有的都交在約瑟的手中
[00:02:28.900 --> 00:02:31.300]  除了自己所吃的食物
[00:02:31.300 --> 00:02:35.200]  其他一事一概不知
[00:02:35.200 --> 00:02:36.800]  然後第六節
[00:02:36.800 --> 00:02:37.700]  下半節
[00:02:37.700 --> 00:02:38.800]  這裡是我的翻譯
[00:02:38.800 --> 00:02:41.100]  因為原文是有個break在這裡
[00:02:41.100 --> 00:02:43.700]  其實原文作者就說要留意了
[00:02:43.700 --> 00:02:45.800]  現在有一個新的段落
[00:02:45.800 --> 00:02:47.100]  現在你要留意了
[00:02:47.100 --> 00:02:49.100]  約瑟是應盡見尾
[00:02:49.100 --> 00:02:50.700]  這裡很有趣
[00:02:50.700 --> 00:02:52.600]  其實他的意思就是說
[00:02:52.600 --> 00:02:55.800]  首先他說他的身材很漂亮
[00:02:55.800 --> 00:02:57.900]  就是他的健身
[00:02:57.900 --> 00:02:59.900]  也說他的樣貌很漂亮
[00:02:59.900 --> 00:03:03.400]  這個中文翻譯就是應盡見尾
[00:03:03.400 --> 00:03:04.000]  留意了
[00:03:04.000 --> 00:03:06.300]  他是應盡見尾的約瑟
[00:03:06.300 --> 00:03:08.100]  這時以後
[00:03:08.100 --> 00:03:12.400]  約瑟主人的妻子以目送情給約瑟
[00:03:12.400 --> 00:03:14.300]  說你與我同寢吧
[00:03:14.300 --> 00:03:17.600]  約瑟拒絕與他主人的妻子說
[00:03:17.600 --> 00:03:20.800]  看在一切家務我主人一概不知
[00:03:20.800 --> 00:03:23.300]  他把所有的都交在我手中
[00:03:23.300 --> 00:03:26.700]  在他家中沒有一個比我更大
[00:03:26.700 --> 00:03:28.000]  除你以外
[00:03:28.000 --> 00:03:31.100]  他也沒有留下一樣不教給我
[00:03:31.100 --> 00:03:32.500]  因為你是他的妻子
[00:03:32.500 --> 00:03:34.500]  我怎能行這大的惡
[00:03:34.500 --> 00:03:36.200]  得罪上帝
[00:03:36.200 --> 00:03:39.400]  他天天這樣對約瑟說
[00:03:39.400 --> 00:03:41.400]  約瑟他不聽從他
[00:03:41.400 --> 00:03:42.700]  不與他同寢
[00:03:42.700 --> 00:03:46.100]  也不和他在一起
[00:03:46.100 --> 00:03:47.100]  第十一節
[00:03:47.100 --> 00:03:48.400]  有一天
[00:03:48.400 --> 00:03:50.700]  約瑟進屋裡面去辦事
[00:03:50.700 --> 00:03:53.200]  家裡沒有一個人在那屋子裡
[00:03:53.200 --> 00:03:55.100]  婦人就拉著他的衣服說
[00:03:55.100 --> 00:03:56.800]  你與我同寢吧
[00:03:56.800 --> 00:03:59.800]  約瑟把衣服留在他手裡
[00:03:59.800 --> 00:04:01.800]  逃出外面去了
[00:04:01.800 --> 00:04:07.100]  婦人看見約瑟把衣服留在他手裡逃到外面
[00:04:07.100 --> 00:04:10.000]  就叫了家裡的人來對他們說
[00:04:10.000 --> 00:04:12.700]  看他帶一個稀白來人
[00:04:12.700 --> 00:04:15.600]  到我們這裡戲弄我們
[00:04:15.600 --> 00:04:20.100]  他到我這裡
[00:04:20.100 --> 00:04:21.700]  與我同寢
[00:04:21.700 --> 00:04:23.300]  我就大聲喊叫
[00:04:23.300 --> 00:04:27.800]  他聽見我放聲大喊
[00:04:27.800 --> 00:04:31.100]  就把他的衣服留在我這裡
[00:04:31.100 --> 00:04:33.600]  逃出外面去了
[00:04:33.600 --> 00:04:35.900]  婦人把約瑟的衣服放在身邊
[00:04:35.900 --> 00:04:38.300]  直等他主人回家
[00:04:38.300 --> 00:04:40.300]  就用這樣的話對他說
[00:04:40.300 --> 00:04:43.100]  你帶來這裡的稀白來僕人
[00:04:43.100 --> 00:04:45.300]  進來要調戲我
[00:04:45.300 --> 00:04:46.900]  我放聲大喊
[00:04:46.900 --> 00:04:49.300]  他就把衣服留在我身邊
[00:04:49.300 --> 00:04:50.400]  逃到外面
[00:04:50.400 --> 00:04:53.800]  主人聽見他妻子對他說者說
[00:04:53.800 --> 00:04:58.500]  你的僕人就是這樣對我就非常生氣
[00:04:58.500 --> 00:05:08.200]  約瑟的主人就把他抓起來關在監獄裡面
[00:05:08.200 --> 00:05:11.700]  就是黃的囚犯被關的地方
[00:05:11.700 --> 00:05:14.000]  於是約瑟在那裡坐牢
[00:05:14.000 --> 00:05:16.100]  但約瑟與約瑟同在
[00:05:16.100 --> 00:05:19.400]  向他示人使他在監獄長的眼前夢一
[00:05:19.400 --> 00:05:24.400]  監獄長就把監獄裡面所有的囚犯都交在約瑟手下
[00:05:24.400 --> 00:05:26.800]  在哪裡一切事都由他處理
[00:05:26.800 --> 00:05:29.500]  任何交在約瑟手中的事
[00:05:29.500 --> 00:05:31.400]  監獄長一概不拆
[00:05:31.400 --> 00:05:33.900]  因為約瑟與約瑟同在
[00:05:33.900 --> 00:05:38.200]  約瑟使他所做的都順利
[00:05:38.200 --> 00:05:40.700]  一個很熟悉的故事
[00:05:40.700 --> 00:05:44.500]  就是約瑟結果被賣到埃及
[00:05:44.500 --> 00:05:52.900]  然後他本身是一個亞國家裡面最被愛寵的一個兒子
[00:05:52.900 --> 00:05:55.700]  變成了一個奴隸
[00:05:55.700 --> 00:05:57.500]  然後好好的
[00:05:57.500 --> 00:06:00.500]  結果由低做起
[00:06:00.500 --> 00:06:02.700]  但是因為這個惡毒的女人的緣故
[00:06:02.700 --> 00:06:03.700]  就被引誘
[00:06:03.700 --> 00:06:07.000]  然後就搞到他一身蟻
[00:06:07.000 --> 00:06:13.500]  沒有犯大錯也好就是他仍然守住他的誠信
[00:06:13.500 --> 00:06:15.800]  我們很多時看這個故事
[00:06:15.800 --> 00:06:19.100]  我們都會當為一個道德的故事
[00:06:19.100 --> 00:06:21.900]  應該是有這個意思的
[00:06:21.900 --> 00:06:26.500]  就是一個年輕人去到一個異地
[00:06:26.500 --> 00:06:28.000]  一個異鄉
[00:06:28.000 --> 00:06:30.900]  他可以抵受住一些這樣的人游
[00:06:30.900 --> 00:06:36.300]  這套經文有沒有說過波提法的妻子美不美
[00:06:36.300 --> 00:06:39.200]  說不定她不美呢
[00:06:39.200 --> 00:06:41.200]  怎樣也好
[00:06:41.200 --> 00:06:44.400]  有沒有說他年輕還是年長
[00:06:44.400 --> 00:06:46.900]  說不定他年長呢
[00:06:46.900 --> 00:06:48.500]  誰知道
[00:06:48.500 --> 00:06:49.500]  怎樣也好
[00:06:49.500 --> 00:06:51.500]  說到他受的試探
[00:06:51.500 --> 00:06:53.100]  性的試探
[00:06:53.100 --> 00:06:55.800]  做一個很有誠信的人
[00:06:55.800 --> 00:06:59.000]  不願意犯大罪來得罪上帝
[00:06:59.000 --> 00:07:01.500]  但這個故事我們直接看
[00:07:01.500 --> 00:07:04.100]  應該是一個很好的故事
[00:07:04.100 --> 00:07:09.100]  我相信大部份的兒童聖經都會包含這個故事
[00:07:09.100 --> 00:07:13.400]  會包含這個故事
[00:07:13.400 --> 00:07:14.900]  但如果你看清楚的時候
[00:07:14.900 --> 00:07:16.900]  好像又不是很合理
[00:07:16.900 --> 00:07:20.100]  如果純粹是一個道德的故事
[00:07:20.100 --> 00:07:21.800]  因為你應該不會這樣教兒子
[00:07:21.800 --> 00:07:23.400]  你不會跟兒子女兒說
[00:07:23.400 --> 00:07:25.200]  兒子女兒說個故事給你聽吧
[00:07:25.200 --> 00:07:26.300]  臨睡前
[00:07:26.300 --> 00:07:28.300]  主角是一個很好的男孩子
[00:07:28.300 --> 00:07:30.400]  品學兼優很乖的
[00:07:30.400 --> 00:07:32.600]  還很英俊
[00:07:32.600 --> 00:07:36.300]  最後就被那個女人害
[00:07:36.300 --> 00:07:38.700]  然後就弄得一身霉
[00:07:38.700 --> 00:07:40.800]  完結了
[00:07:40.800 --> 00:07:43.600]  你不會這樣講一個小孩子的故事
[00:07:43.600 --> 00:07:45.900]  要這樣寫一個小孩子的故事
[00:07:45.900 --> 00:07:48.000]  或者一個這樣的道德的故事
[00:07:48.000 --> 00:07:49.600]  看完之後你就睡覺
[00:07:49.600 --> 00:07:51.000]  你是睡不著的
[00:07:51.000 --> 00:07:52.800]  怎麼睡得著呢
[00:07:52.800 --> 00:07:55.100]  因為他二人受害
[00:07:55.100 --> 00:07:56.300]  所以如果你這樣看的時候
[00:07:56.300 --> 00:07:57.500]  可能這個故事
[00:07:57.500 --> 00:08:00.300]  不只是這麼簡單
[00:08:00.300 --> 00:08:03.600]  不是這麼簡單說若是一個好兒子
[00:08:03.600 --> 00:08:05.800]  好兒子會有好報
[00:08:05.800 --> 00:08:07.400]  這裡不是這麼說
[00:08:07.400 --> 00:08:09.600]  好兒子好像不一定有好報
[00:08:09.600 --> 00:08:10.400]  是不是
[00:08:10.400 --> 00:08:12.600]  當然他有好報
[00:08:12.600 --> 00:08:15.200]  但是為什麼要寫一個這樣的故事
[00:08:15.200 --> 00:08:18.600]  我們講過這個希伯來人的文化
[00:08:18.600 --> 00:08:21.400]  就不是我們西方那種
[00:08:21.400 --> 00:08:23.000]  或者現代那種
[00:08:23.000 --> 00:08:27.000]  我們列出一點一點去解釋
[00:08:27.000 --> 00:08:30.800]  講到上帝的護理Providence的時候
[00:08:30.800 --> 00:08:33.100]  很多時候用一個story
[00:08:33.100 --> 00:08:35.300]  一個故事
[00:08:35.300 --> 00:08:37.000]  來向你敘述
[00:08:37.000 --> 00:08:38.900]  所以that's why上一次我也看了
[00:08:38.900 --> 00:08:42.800]  為什麼兒童的故事的書
[00:08:42.800 --> 00:08:44.000]  如果買一本好的話
[00:08:44.000 --> 00:08:45.300]  買一批好的話
[00:08:45.300 --> 00:08:46.500]  是很好的
[00:08:46.500 --> 00:08:47.900]  對小孩子來說
[00:08:47.900 --> 00:08:50.400]  是非常之幫助到他們
[00:08:50.400 --> 00:08:52.500]  起碼人格上的成長
[00:08:52.500 --> 00:08:54.700]  好的story book
[00:08:54.700 --> 00:08:58.100]  以前我太太在我們讀神學的時候
[00:08:58.100 --> 00:09:00.000]  我們已經結了婚
[00:09:00.000 --> 00:09:02.000]  我讀她也讀
[00:09:02.000 --> 00:09:03.700]  她讀了一堂很有趣的
[00:09:03.700 --> 00:09:05.700]  她自己也覺得很有趣
[00:09:05.700 --> 00:09:07.200]  每次完了的時候
